questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Varón de 25 años que ha sido operado por resección gástrica subtotal debido a una ulcera péptica crónica. Esto 
significa que en el futuro este paciente:",Producirá menos ácido clorhídrico,Disminuye la producción del factor intrínseco,Aumenta la producción alcalina,Acelera la producción de acetilcolina,Aumenta la producción de histamina,A
Ante la confirmación de infección de una herida operatoria. ¿De que dependerá el tratamiento a seguir?,Resultado del cultivo,Profundidad de la infección,Nivel de leucocitosis,Limpieza local,De la evolución natural,B
"Varón 50 años de edad, presenta masa tumoral de 3cm de diámetro en recto y a 6cm del margen anal. Con 
estudios RM pélvica lo tipifican como: T0-T1- N0. ¿Cuál es la técnica quirúrgica recomendada?",Quimioterapia sistémica,Resección tumoral completa via anal,Resección abdómino-perineal con,Radiación local,Operación a lo Hartmann,B
"En personas no operados, los casos de obstrucción intestinal se ven con mayor frecuencia en aquellos con 
diagnóstico de:",Enfermedad de Crohn,Hernia umbilical,Vólvulo de colon,Hernia inguinal,Íleo biliar,D
"Dentro de los tumores gástricos, benignos. ¿Cuál es el tumor que requiere enucleación quirúrgica?",Fibromioma,Gastrinoma,Leiomioma,Adenoma,GIST gástrico,C
"Mujer de 20 años, en buen estado de salud, refiere dolor abdominal agudo desde hace dos días localizado en 
hipogastrio. Examen: abdomen tenso con signos de irritación peritoneal, rebote positivo, puño percusión derecha 
positiva. Hemograma 10,000 por mm3 leucocitos con 2% de abastonados. ¿Cuál es la conducta más adecuada a 
seguir?",Iniciar tratamiento con antibióticos,Interconsulta a medicina,Laparotomía exploradora,Insistir con exámenes por imágenes,Laparoscopía diagnóstica,D
La presencia de la mucosa protectora del estómago actúa como barrera que impide la formación de:,Gastritis crónica,Hemorragia digestiva,Estenosis pilórica,Úlcera péptica,Erosión esofágica,D
"La presencia de un linfoma gástrico, de baja malignidad en el antro implica como medida terapéutica de inicio:",Quimioterapia y radiación,Resección tipo Polya,Resección gástrica subtotal,Antrectomía tipo Billroth I,Observación médica,E
"Varón de 25 años, hace 6 días fue operado de peritonitis difusa por apendicitis perforada. Actualmente cursa con 
fiebre de 39 °C en forma persistente, taquicardia y malestar general. Rx Tórax: atelectasia basal y derrame pleural 
escaso. ¿Cuál es el diagnóstico más probable?",Perforación gástrica,Neumonía intrahospitalaria,Absceso subfrénico,Absceso pélvico residual,Fiebre tifoidea,C
"Mujer de 43 años de edad, desde hace un año refiere llenura precoz, dolores cólicos en mesogastrio acompañado 
de náuseas, vómitos y baja de peso. Intraoperatoriamente se halla un adenocarcinoma yeyunal. ¿Cuál es la técnica 
quirúrgica a emplear?",Yeyuno transversostomia,Extirpación local en forma de cuña,Resección local más quimioterapia,Anastomosis tipo by pass yeyunoileal,Resección local y de mesenterio amplia,E
"La composición química de los cálculos vesiculares en su gran mayoría son los llamados cálculos biliares puros o 
mixtos. ¿Cuál es su componente químico más importante?",Cálculos de colesterol,Oxalato de calcio,Fosfato de amonio,Fosfolípidos,Fosfato de calcio,A
"Mujer de 35 años con ligeras molestias digestivas. Endoscopia: divertículo único ubicado en la segunda porción 
del duodeno. ¿Cómo se le conoce a este tipo de divertículo?",Yeyuno-ileal,Meckel,Adquirido,Congénito,Diverticulosis,C
"El signo clínico de dolor al muslo, irradiado a la rodilla, que se encuentra al flexionar una pierna sobre el muslo y 
girarla sobre su eje, es característico de una hernia del tipo:",Spiegel,Obturatriz,Crural,Grynfelt,Perineal,B
"Mujer de 70 años, llega a emergencia en mal estado general. Antecedente: adenocarcinoma de sigma. Examen: 
abdomen peritoneal con rebote (++). Ecografía, presencia de líquido libre en cavidad, en escasa cantidad. ¿Cuál 
es la conducta quirúrgica a seguir?",Antibiócoterapia y Radiación pre quirúrgica,Ileo sigmoidectomía paliativa,Hemicolectomía,Resección tumoral endoscópica y anastomosis,Resección abierta y colostomía a lo Hartmann,E
"Varón de 30 años sufre accidente de tránsito e ingresa a la emergencia con dificultad respiratoria e hipotensión 
arterial. Examen: murmullo vesicular ausente, enfisema subcutáneo y distensión de las venas del cuello en 
hemitórax derecho. Rx. tórax: desviación mediastinal controlateral. De acuerdo a la valoración inicial y reanimación 
del ATLS, ¿Cuál es el diagnóstico más probable?",Choque neurogénico,Hemotórax izquierdo,Taponamiento cardíaco,Lesión de parrilla costal,Neumotórax a tensión,E
"Durante la intervención quirúrgica de una hernia inguinal, el cirujano decide la construcción de un nuevo piso del 
canal inguinal, suturando el tendón conjunto al ligamento inguinal. ¿A que técnica quirúrgica corresponde?",Mc Vay,Lichtenstein,Shouldice,Plug y Mesh,Bassini,E
"El cuadro clínico de diverticulitis aguda generalmente es provocado por un coprolito que cubre la luz. En esta fase, 
el diagnóstico se debe realizar:",Con colonoscopio,Con enema opaco,Con rectosigmoidoscopía,Sólo clínicamente,Con resonancia magnética,D
"Mujer de 40 años, consulta por presentar dolores cólicos a repetición en hipocondrio derecho, desde hace un año. 
Se acompaña de náuseas, fiebre y tinte ictérico de escleras. ¿Cómo se conoce al conjunto de síntomas?",Vesícula enfisematosa,Triada de Charcot,Colecistitis aguda,Síndrome de Mirizzi,Colecistitis crónica calculosa,B
"La ingesta de aminoácidos y grasas, es de vital importancia para activar el mecanismo fisiológico que tiene como 
consecuencia:",Producción del factor intrínseco,Vaciamiento de la vesícula biliar,Contracción del esfínter de Oddi,Inhibición de la hormona peptídica,Relajación del esfínter pilórico,B
"¿Cuál es el tipo de fractura más frecuente que se produce en un accidente de tránsito con choque de tipo fronto-
lateral?",Meseta del platillo tibial,Tibia y peroneo conminuta,Cráneo,Pelvis tipo compresión,Columna cervical,D
"Mujer de 25 años sufre impacto de proyectil de arma de fuego en abdomen; entre los hallazgos intraoperatorios 
se encuentra lesión complicada de duodeno y los conductos de Wirsung y Santorini. En este caso está 
recomendado realizar:",Duodenoyeyunoanastomosis,Gastroenteroanastomosis en Y de Roux,Gastrectomía total,Gastroenteroanastomosis Billroth I,Exclusión pilórica,E
"Paciente de 40 años, ingresa a Emergencia con politraumatismo y herida cortante en pared abdominal. Examen: 
herida de 10 cm de largo, de bordes irregulares con laceración muscular y penetración al peritoneo. ¿Cómo se 
clasifican estas heridas?",Superficial,Visceral,Perforante,Penetrante,Profunda,D
"Varón de 40 años, consulta por sensación de llenura precoz, baja de peso y sangrado por boca en poca cantidad. 
Examen: se palpa masa tumoral móvil en cuerpo del estómago algo dolorosa a la palpación, no presencia de 
ganglios. Histología refiere que se trata de un tumor de los músculos lisos. Pensaríamos que se trata de un cáncer 
del tipo:",GIST a celulas intersticiales,Leiomiomas,Adenocarcinoma,Carcinoide gástrico,Linfoma de alta malignidad,B
"Desde el punto de vista topográfico. ¿Cómo se conoce a la hernia que se forma en la región lumbar de la cara 
posterior del abdomen?",Spiegel,Obturatriz,Petit,Crural,Morgani,C
"Paciente de 70 años, refiere rectorragia desde hace un mes acompañado de estreñimiento crónico. Examen: en 
el tacto rectal: a 8 cm del margen anal se palpa tumoración de 5 cm de diámetro dolorosa a la palpación y sangrado 
activo. La sospecha clínica es que se trate de un tumor maligno ¿Cuál es el examen más adecuado para llegar al 
diagnóstico?",Test de hemorragia oculta en heces,Rectosigmoidoscopía,Ultrasonografía endoscópica,Colonoscopía completa,Antígeno carcinoma embrionario,D
"Los cánceres primarios que más metástasis al hígado migran, son los del:",Cerebro,Melanoma,Riñón,Pulmón,Krukemberg,D
"Los casos de trauma abdominal cerrado de abdomen con lesión de páncreas, generalmente se asocian con 
lesiones de:",El estómago,El conducto de Wirsung,La arteria mesentérica,El bazo,El duodeno,E
En la formación de una hernia intervienen varios factores. ¿Cuál es predisponente e importante?,Hipernefroma,Diabetes mellitus,Obesidad,Hipertensión arterial,Insuficiencia cardíaca,C
"Mujer de 19 años quien recibe impacto de proyectil en abdomen es llevada al servicio de emergencia. Examen: 
PA: 110/60 mmHg, FC:120X', Sat. O2: 98%, abdomen doloroso a la palpación superficial con signos de irritación 
peritoneal. Ecografía: líquido libre en cavidad en volumen de 500 cc. Laparotomía exploratoria: perforación del 
ángulo hepático del colon. ¿Cuál es la conducta a seguir en el tratamiento quirúrgico?",Colostomía terminal y fístula mucosa,Reparación primaria más ileostomía,Colostomía en asa,Hemicolectomía derecha,Resección del ángulo hepático y anastomosis,B
"Varón de 63 años sufre impacto por arma de fuego en abdomen bajo; en la laparotomía se encuentra herida 
perforante no transficciante en tercio superior del recto con escasa secreción serosa en el exterior. ¿Cuál es la 
mejor técnica quirúrgica a recomendar en estos casos?",Reparación primaria de la pared rectal,Reparación primaria más colostomía,Resección de colon y anastomosis término-,Reparación primaria mas ileostomía,Ileotransversostomía y reparación primaria,A
"Mujer de 50 años presenta desde hace un año, tumoración blanda que protruye por el margen del ano luego de 
defecar, con evidencia de sangrado y que no es reducible manualmente. Examen proctoscópico: paquetes 
hemorroidales grandes que protruyen al pujar, dos por el lado derecho y uno por el izquierdo. ¿Cuál es el 
tratamiento a seguir?",Hemorroidectomía,Escleroterapia,Trombectomía,Ligadura con banda elástica,Fotocoagulación,A
"Mujer de 40 años, con antecedente de haber tenido procesos de dolores abdominales cólicos, a repetición. 
Colecistectomizada hace 3 meses. Actualmente cursa con malestar general, ictericia de piel y mucosas y picos 
febriles de 39 °C inmediatamente después de haber pasado por una CEPRE. ¿Cuál es el diagnóstico más 
probable?",Coledocolitiasis residual,Abscesos hepáticos múltiples,Coledocolitiasis primaria,Pieliflebitis ascendente,Colangitis ascendente iatrogénica,E
Luego de producirse una agresión quirúrgica el ser humano tiene como respuesta fisiológica la de:,Bajar el rendimiento cardíaco,Aumentar la excreción de K,Aumentar la diuresis,Presentar eosinofilia,Eliminar más nitrógeno,C
"Paciente con politraumatismo abdominal severo, sufre ruptura de diafragma que se acompaña de compromiso 
respiratorio. La intervención quirúrgica que requiere se denomina:",Prioritaria,Urgencia absoluta,Laparotomía exploratoria,Cirugía diferida,Urgencia relativa,B
"Varón de 50 años presenta dolor epigástrico tipo ""úlcera"" acompañado de diarreas crónicas con esteatorreas y 
sensación de acidez extrema. ¿Cuál es el diagnóstico más probable?",Síndrome de Mallory Weiss,Úlcera péptica recidivante,Úlceras crónicas recidivantes,Úlcera péptica intratable,Síndrome de Zollinger Ellison,E
"Mujer de 60 años, quien presenta tumoración cancerosa de colon a nivel del sigmoides. Ingresa por fiebre 
y dolor cólico intenso difuso. Examen: abdomen peritoneal con rebote (+++). Se sospecha en una perforación 
tumoral. ¿Cuál es la técnica quirúrgica recomendada?",Ileorectosigmoidectomía,Resección local y derivación ileal,Operación de Hartmann,Resección tumoral y anastomosis T-T,Colectomía subtotal y colostomía en asa,C
¿Qué parte del cuerpo humano es más sensible a desarrollar una cicatriz tipo queloide?,Glúteos,Tórax,Pie,Manos,Abdomen,B
"Varón de 30 años sufre herida punzo penetrante en región subcostal derecha; en la laparotomía se halla lesión 
punzo penetrante, con lesión del conducto de Santorini y Wirsung en su desembocadura. ¿En qué porción del 
duodeno se encuentra la lesión?",Quinta,Segunda,Tercera,Primera,Cuarta,B
"Varón de 65 años, refiere baja de peso, estreñimiento crónico y deposiciones con rasgos de sangre. No melena. 
Examen: masa tumoral a 3 cm del margen anal, que toma toda la pared rectal. ¿Cuál es la técnica quirúrgica de 
elección?",Resección endoscópica,Resección local radical y bolsa ileal,Hemicolectomia izquierda y colostomía,Resección local y conservación del ano,Resección abdomino perineal y colostomía,E
"Paciente politraumatizado ingresa a emergencia. Examen: piel pálida, fría con hipotensión arterial. Clínicamente 
se sospecha de shock hipovolémico punto de partida abdominal. ¿Cuál es la conducta a seguir para llegar al 
diagnóstico?",Lavado peritoneal,Tomografía abdominal,Gammagrafía abdominal,Resonancia magnética,Rx. simple de abdomen,A
"Mujer de 65 años, historia de estreñimiento crónico con dolor durante y después de la defecación. No rectorragias 
y se acompaña de incontinencia urinaria. Examen: al pujo, se observa descenso circunferencial de la mucosa 
rectal, en cerca de 10 cm de largo. ¿Cómo se conoce esta patología?",Prolapso hemorroidal,Procidencia rectal,Enfermedad de Cowden,Prolapso rectal,Condiloma anal,D
"Los hemangiomas son los tumores más comunes que se presentan en la niñez, ¿Cuál es la indicación terapéutica 
más apropiada?",Radiación tópica,Extirpación local,Rayos laser,Electrofulguración,Observación médica,E
"¿Cuál es el tratamiento quirúrgico de la úlcera gastroduodenal del tipo refractaria en pacientes jóvenes sin riego 
adicional?",Resección subtotal tipo Billroth II,Vagotomía supraselectiva,Vagotomía troncular y piloroplastía,Antrectomía tipo Billroth I,Antrectomía tipo Polya,B
"Mujer de 65 años con diagnóstico de cáncer de colon y metástasis al lóbulo hepático derecho; le realizan una 
embolización hepática selectiva. ¿Qué se busca con este tratamiento preoperatorio?",Lograr una hipertrofia del remanente hepático,Eliminar la metátasis,Facilitar la hepatectomía en dos tiempos,Mejorar la resección laparoscópica,Facilitar la quimioterapia posoperatoria,A
¿Cómo se clasifica el tipo de heridas abdominales que atraviesan el peritoneo y terminan lesionando una víscera?,Perforantes,Contusas,Víscerales,Vasculares,Incisas,A
"Varón de 60 años, en mal estado nutricional, consulta por dolor cólico en fosa iliaca izquierda y temperatura de 
38.5°C. Examen: masa de 10 cm de diámetro, móvil, dolorosa a la palpación y rebote (+++). Catalogado como 
ASA IV. ¿Cuál es la técnica quirúrgica que está indicada?",Resección local y anastomosis T-T,Intervención a lo Hartmann,Hemicolectomía izquierda,Resección y colostomía en asa,Drenaje percutáneo,B
"Las vellosidades intestinales, tienen como función principal la absorción de los nutrientes. Este fenómeno se realiza 
a través de su:",Criptas de Liberkuhn,Lámina propia del musculo liso,Epitelio cilíndrico simple,Capa muscular,Capa muscular mucosae,C
"Varón de 30 años, refiere dolor anal a la defecación acompañado de restos sanguinolentos y ensucia el papel 
higiénico, se acompaña de prurito en la zona. Examen: protrusiones varicosas suprapectíneas, turgentes, ubicadas 
en el canal anal. ¿Cómo se les conocen a estos paquetes hemorroidales?",Anocutáneas,Hemorroides externas,Hemorroides internas,Grado IV,Grado I,C
"¿Cuál es el diagnóstico más probable en una mujer de 40 años, sometida hace 24 horas a hemicolectomía 
derecha, en quien durante el examen físico se comprueba que los ruidos hidroaéreos están ausentes?",Íleo paralítico funcional,Pseudoobstrucción ileal,Obstrucción ileal mecánica,Íleo espástico,Obstrucción intestinal temprana,A
