questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cuál es el hallazgo electrocardiográfico en un paciente con hipopotasemia?,Onda T picudas,Depresión de onda T,QRS ancho,Acortamiento QT,Disminuye la automaticidad,B
¿Cuál es un factor causal del metabolismo de CO2 que disminuye la PET CO2?,Epilepsia,Cirugía bajo isquemia,Embolismo venoso CO2,Hipertiroidismo,Fiebre,B
El grado II de Cormack y Lehane corresponde a:,Solo se ve la superficie anterior de la epiglotis,No se ve ninguna estructura laríngea,Las cuerdas vocales se ven en su totalidad,Se ven la porción anterior de las cuerdas,Solo se ve la porción posterior de las cuerdas,E
"¿Cuál de los siguientes pacientes puede recibir anestesia raquídea, sin mayor contraindicación?","Paciente con hipotensión, secundaria a shock",Paciente con TEC severo y edema de papila,Paciente con coagulopatía no compensada,Paciente con infección en el sitio de punción,Paciente con antecedente de síndrome,E
"Gestante de 39 semanas con feto en podálica, se decide intervenirla con cesárea por la presentación del feto. En 
la evaluación de anestesiología. ¿Cuál debe ser la recomendación del mínimo periodo de ayuno para comidas 
ligeras?",4 horas,2 horas,1 hora,Media hora,6 horas,E
¿Cuál es la fase del capnograma que corresponde al ascenso espiratorio?,I,IV,III,0,II,E
¿Cuál es el síndrome que aparece como complicación neurológica tras la anestesia peridural lumbar?,Raynoud,Claude Bernard Horner,De Compresión de la VCI,Ramsay,Reiter,B
¿Qué fármaco antagoniza los efectos del opioide?,Naloxona,Dexametasona,Metoclopramida,Clorferinamina,Metamizol,A
"¿Cuál es agente anestésico general que está contraindicado en anestesia oftalmológica en pacientes con aumento 
de la presión intraocular?",Éter,Halotano,Isoflurano,Ketamina,Desflurano,D
¿Cuál es el anestésico y/o coadyuvante que tiene efecto estimulante en el vaciamiento gástrico?,Benzodiacepinas,Anestésicos IV,Anestésicos halogenados,Catecolaminas,Ganglioplejicos,A
¿Cuál es un efecto de los anestésicos locales?,Contraen el músculo liso vascular,Disminución,Relajan el músculo liso bronquial,Aumentan las contracciones del músculo,Aumentan la excitabilidad eléctrica del corazón,C
"En una cesárea. ¿Cuál es la técnica de anestesia que da mayor estabilidad hemodinámica, mayor relajación 
muscular, mayor rapidez de inducción y mayor repercusión fetal?",Peridural,Intradural,Endovenosa,Combinada,General,E
"El efecto más grave de los opioides es la depresión respiratoria; en caso de sobredosis. ¿Cuál es el antagonista 
para recuperar la ventilación espontánea?",Naloxona,Ketamina,Neostigmina,Atipamezol,Midazolam,A
¿Cuál es el mínimo tiempo en horas de ayuno preoperatorio recomendado en cuanto a líquidos claros?,4,6,12,2,24,D
"¿Cuál de los siguientes productos es un opioide que tiene una duración de 12 a 27 horas y un tiempo de latencia 
de 30 a 40 minutos?",Fentanilo,Morfina,Remifentanilo,Meperidina,Sulfentanilo,B
¿Cuál es un inhibidor de la motilidad gástrica?,Glucagón,Gastrina,Sustancia P,Motilina,Bombesina,A
"¿Cuál de los siguientes fármacos se utiliza principalmente como complemento para el mantenimiento de la 
anestesia general?",Halotano,Óxido nitroso,Fentanilo,Ciclopropano,D-tubocurarina,B
¿Cuál es un signo de irritación meníngea?,Anorexia,Fotofobia,Ojos rojos,Sequedad de boca,Tos,B
"Paciente sometido a una cirugía de mano, refiere antecedente de hipertiroidismo con tratamiento actual. ¿Qué 
clasificación ASA le corresponde?",I,III,IV,II,V,D
¿Qué fármaco revierte los efectos de los relajantes musculares?,Naloxona,Piridoxina,Neostigmina,Dexametasona,Atropina,C
¿Cuál es una causa patológica de retraso del vaciamiento gástrico?,Opiáceos,Dopamina,Antidepresivos tricíclicos,Dolor,Embarazo,D
¿Cuál es una contraindicación absoluta de la anestesia peridural?,Analgesia postoperatoria,Cirugía urológica,Cirugía vascular,Trastornos de la hemostasia,Analgesia postraumática,D
En el tratamiento de náuseas y vómitos postoperatorios. ¿Cuál es un fármaco antagonista 5HT3?,Metoclopramida,Trimetobenzamida,Cisaprida,Dexametasona,Ondasetron,E
¿Cuál es la complicación de la anestesia general en una cesárea por enfermedad hipertensiva del embarazo?,Convulsiones,Analgesia inadecuada,Aspiración pulmonar de contenido gástrico,Cefalea,Retención urinaria,C
¿Cuál es el agente relajante muscular que debe evitarse en pacientes con alta sensibilidad a la histamina?,Vecuronio,Rocuronio,Dexametonio,Flaxedil,Succinilcolina,E
¿Cuál es el fármaco que induce efectos depresores más marcados que los barbitúricos?,Propofol,Etomidato,Sevoflurano,Fentanilo,Midazolam,A
¿Cuál es un agente vasodilatador en la regulación humoral del flujo sanguíneo?,Adrenalina,Noradrenalina,Serotonina,Angiotensina,Vasopresina,C
¿Cuál es el coeficiente de partición del anestésico?,Ph,PKa,Fijación a proteínas,Dosis única máxima,Liposolubilidad,B
¿Cuál es un anestésico local del grupo éster?,Prilocaína,Lidocaína,Etidocaína,Bupivacaína,Cloroprocaína,E
¿Que es necesario tener en cuenta para la prevención y atenuación de la aspiración pulmonar?,Ayuno en caso de leche materna como mínimo,No realizar presión cricoidea,Pre oxigenación con inflación pulmonar,No realizar aspiración vía SNG,Postura adecuada,E
¿Cuáles son los fármacos que disminuyen la presión intraocular?,Succinilcolina,Ketamina,Corticoides,Ciclopléjicos,Relajantes musculares no despolarizantes,E
"Paciente que ingresa a sala de operaciones para una intervención quirúrgica, con probable vía aérea difícil; durante 
la intubación orotraqueal el médico fractura un diente y lo retira. ¿Qué debe hacer el médico anestesiólogo?",Continuar su procedimiento y no notificar,"Callarse y no decir a nadie, porque lo pueden",Entregar el diente a enfermería,"Notificar y registrar evento adverso, luego",Retirar el tubo endotraqueal y despertarlo,D
"Paciente sometida a una cirugía laparoscópica; 4 horas antes que finalice la cirugía el anestesiólogo le coloca un 
antiemético; luego de lo cual empieza a presentar trastornos visuales y boca seca. ¿Qué fármaco de aplicaron?",Dimenhidrinato,Escopolamina,Dexametasona,Ondasetron,Tropisetron,B
¿Cuál de las siguientes condiciones es un factor causal de acidosis respiratoria aguda?,EPOC,Ventilación mecánica,Broncoespasmos,Miastenia,Lesión espinal,B
¿Por qué se produce la vasodilatación arterial y arteriolar que ocurre durante la anestesia espinal?,Aumento de la post carga,La presión arterial aumentada,No se produce bloqueo simpático,Reducción de las resistencias vasculares,Aumento del gasto cardiaco,D
¿Cuál es el antagonista de las benzodiazepinas?,Naloxona,Amobarbital,Melatonina,Cafeína,Flumazenil,E
¿Cuál de los relajantes musculares es el menos indicado de usar en pacientes con cardiomiopatía?,Atracurio,Vecuronio,Cisatracurio,Pancuronio,Mivacurio,D
"En una gestante añosa, multigesta, con periodo intergenésico de 12 años, será sometida a cesárea de urgencia. 
¿Cuál es el anestésico local recomendado?",Lidocaína 5%,Bupivacaina 0.5% hiperbárica,Ketamina + fentanilo,Propofol,Remifentanilo,B
"La primera sustancia identificada en la transmisión del dolor fue: (¿es la primera descubierta o es la primera que 
se activa?)",Calmodulina,Tromboxano,Sustancia P,Interleucina 1,Inmunoglobulina E,C
¿Cuál es un efecto de la analgesia epidural sobre el íleo post operatorio?,Efecto inflamatorio,Gasto en el consumo de opioides,Aumenta el dolor,Mejora la perfusión esplacnica,Movilización retardada,D
"¿Al bloqueo de que nervio corresponde el que se hace un botón intradérmico a 2.5 cm por dentro y por debajo de 
la espina iliaca anterosuperior?",A nivel del tobillo,A nivel de la rodilla,Del nervio crural,Del nervio femorocutáneo,Del nervio tibia anterior,D
¿Qué factor técnico etiológico disminuye la PET CO2?,Cal sodada agotada,Flujo de gas fresco escaso,Fugas mantenidas en el circuito,Fallo de las válvulas,Función inadecuada del respirador,E
Gestante de categoría estable con diagnóstico de cesárea anterior. ¿Cuál es la técnica anestésica de elección?,General inhalatoria,General intravenosa,Epidural,Endovenosa para general,Caudal,C
¿Cuál es un signo neurológico por déficit de líquido extracelular?,Hipotensión,Somnolencia,Lengua seca,Hipotermia leve,Pulso débil,B
¿Cuál es el reflejo que explica la bradicardia paradójica que se observa durante la anestesia espinal?,Bainbridge,Kussmaull,Purkinje,De Gasser,Babinsky,A
¿Qué escala evalúa la dificultad de ventilación con mascarilla facial?,Escala de Han,Escala de Lemon,Escala de Patil,Escala de Mallampati,Escala de Cormack Lehane,A
"En la evaluación de un paciente que ingresa por Emergencia, determina ""Paciente moribundo"". ¿Qué grado de 
ASA le corresponde?",IV,I,III,II,V,E
¿Cuál es una contraindicación absoluta en la analgesia peridural para parto?,Feto grande,Gestante añosa,Coagulopatias,Multigesta,Gestante adolescente,C
"Mujer de 38 años, fumadora, es sometida a una lipoescultura y agrandamiento de la mamá al mismo tiempo. De 
acuerdo a la evaluación de náuseas y vómitos postoperatorios. ¿A qué riesgo corresponde?",Mediano riesgo,Alto riesgo,Bajo riesgo,Sin riesgo,Muy bajo riesgo,B
El prefijo del tiopental se debe a que es un compuesto que contiene:,Iodo,Antimonio,Cloro,Magnesio,Azufre,E
¿Cuál de las siguientes patologías es causal de acidosis metabólica con hiato aniónico elevado?,Pérdida tubular del bicarbonato,Diarrea,Insuficiencia renal crónica,Fístula pancreática,Insuficiencia renal aguda,C
¿Qué productos tienen efecto estimulante en el tránsito intestinal?,Anticolinérgicos,Anestésicos locales,Anestésicos intravenosos,Catecolaminas,Opioides,B
"¿Cuál es el anestésico local con concentración 2%, con una demora de instauración 5.8 min y tiene un nivel intenso 
de intensidad del bloqueo motor?",Bupivacaína 0.5 %,Cloroprocaína,Bupivacaína 0.25%,Lidocaína 2%,Etidocaína,B
¿Qué fármaco aumenta la presión intraocular?,Adrenalina,Beta bloqueadores,Inhibidores de la anhidrasa carbónica,Bloqueantes beta adrenérgicos,Ketamina,E
"Mujer de 55 años, sometida a cirugía plástica; antecedente de asma crónica. Gases arteriales: HCO3: 24 mEq/l, 
PaCO2: 40 mmHg y pH: 7.44. ¿En qué estado se encuentra la paciente?",Normal,Acidosis metabólica pura,Acidosis metabólica no compensada,Alcalosis respiratoria,Acidosis respiratoria compensada,A
¿Qué productos están en el tercer escalón de la escala terapéutica del dolor de la OMS?,Analgésicos céntrales menores,Analgésicos periféricos,AINES,Analgésicos céntrales mayores,Solo Corticoides,D
"¿Cuál de los siguientes es un fármaco intravenoso, hipnótico, el más usado, del grupo de alquilfenoles, 
antiemético?",Midazolam,Ketamina,Fentanilo,Tiopental,Propofol,E
¿Cuál es el tiempo de latencia del fentanilo?,30 min,5 min,1 hora,2 horas,40 min,B
¿Cuál es el receptor opioide que tiene como localización tanto en corteza como en el sistema límbico?,u,k,d,Teta,z,A
¿Cuál es una causa fisiológica de retraso del vaciamiento gástrico?,Embarazo,Dolor,Shock,Oclusión intestinal,Hipotiroidismo,A
En una gestante con diagnóstico de síndrome de Hellp. ¿Cuál es la técnica anestésica recomendada?,Anestesia epidural,Anestesia general inhalatoria,Anestesia raquídea,Anestesia subdural,Anestesia combinada,B
"¿Cuáles el relajante muscular que se metaboliza y elimina por acción de estearasas plasmáticas y eliminación de 
Hoffman?",Vecuronio,Suscinilcolina,Atracurio,Miavacurio,Pancuronio,C
¿Cuál es el receptor opioide que tiene como función la inhibición de la testosterona?,ß,d,u,k,&,C
¿Cuál es el receptor opioide que da como efecto la bradicardia?,u2,a,b,k,d,A
¿Qué fármaco es antagonista para sobredosis de benzodiacepinas?,Midazolam,Naloxona,Neostigmina,Rocuronio,Flumacenilo,E
"En la intubación difícil, el hallazgo de gloptosis y micrognatia corresponde al síndrome de:",Pierre Robin,Treacher Collins,Franceschetti-Klein,Apert,Klippel-Feil,A
¿Qué se debe tener en cuenta para la reducción del riesgo de NVPO?,Uso de anestesia general,Maximizar uso de opioides,Maximizar uso de neostigmina,Uso de anestesia regional,Hidratación mínima,D
¿Cuál es el esquema de tratamiento EV para dolor severo?,Sólo AINES,AINES + opioide débil,Opioide débil,Corticoide + AINES,AINES + opioide fuerte u opioide sólo,E
"¿Cuál es el anticoagulante que en el caso de una cirugía, se coloca su última dosis con un tiempo de más 
de 12 horas?",Heparina no fraccionada,Warfarina,Ribaroxabán,Dabigatrán,Heparina de bajo peso molecular,E
