questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Ante un paciente con posibilidad de fiebre reumática por tener como única manifestación artralgia o artritis atípica. 
Para no interferir con el desarrollo de poliartritis migratoria característica. ¿Qué fármaco NO debe emplearse en el 
tratamiento antiinflamatorio de inicio?",Salicilatos,Prednisona,Naproxeno,Paracetamol,Ibuprofeno,A
"Niño preescolar, presenta en piel lesiones pápulo ampollares hiperpigmentadas, localizadas sólo en la región 
cervical, se acompañan de prurito. Antecedente de haber estado jugando en el jardín el día anterior. ¿Cuál es el 
diagnóstico más probable?",Dermatitis de contacto alérgico,Dermatitis atópica,Dermatitis seborreica,Dermatitis de contacto irritante,Tiña capitis,D
"¿Por qué razón es necesario aplicar varias dosis de las vacunas inactivadas, para inmunizar al paciente?",Contienen partículas infecciosas,No contienen partículas infecciosas,Para mantener intervalos necesarios en su aplicación,Para evitar reacciones colaterales,Porque son susceptibles a los anticuerpos en circulación,B
"¿Cuál es la dosis de hierro en mg/kg/día, recomendada, que deben recibir como complemento, todos los lactantes 
durante el primer año de vida, para prevenir la anemia ferropénica?",8,18,20,25,30,A
"Paciente de 3 años que pesa 11 Kg y tiene alimentación deficiente por factores económicos; presenta diarrea 
intermitente, anemia, apatía. Examen: bajo peso y mancha hiperpigmentada en esclerótica; tórax: no ruidos 
agregados; abdomen: blando, depresible, no visceromegalia. ¿A la deficiencia de qué vitamina se asocia este 
cuadro?",Tiamina,Vitamina A,Riboflavina,Piridoxina,Niacina,B
"Si a su consulta le traen, lactante que presenta exposición solar intensa que le produce rubefacción, polipnea, 
malestar general y temperatura de 39 °C. ¿Cuál es el tratamiento indicado?",Paracetamol y medios físicos,Retiro de exposición solar y medios físicos,Metamizol y medios físicos,Aplicación continua de medios físicos,Hidratación oral permanente,B
"Recién nacido a las 36 semanas de edad gestacional, con antecedente de madre con corioamnionitis, presenta 
taquipnea leve a las 6 horas, sin cianosis. Se le pide hemograma para descartar sepsis precoz. ¿Cuál es el valor 
de leucocitos (por µl) que indica sospecha de infección?","> 15,000","14,000","12,000","< 5,000","< 10,000",D
"Recién nacido presenta retraso en la eliminación de meconio, distensión abdominal seguida de vómitos biliosos. 
Rx. abdomen: asas intestinales de variable amplitud y con el gas repartido heterogéneamente con un patrón de 
burbujas. ¿Cuál es el diagnóstico?",Estenosis congénita del píloro,Obstrucción duodenal,Íleo meconial,Enfermedad de Hirschprung,Malformación ano-rectal,C
"Niño de 5 años, presenta fiebre, malestar, faringitis y en zona torácica tiene una placa ovalada y solitaria llamada 
""medallón heráldico"", luego se agrega exantema generalizado con escamas finas y adherentes, con prurito leve. 
¿Cuál es el diagnóstico más probable?",Sífilis secundaria,Dermatitis numular,Exantema medicamentoso,Pitiriasis rosada,Tiña corporal,D
"Recién nacido con antecedente de madre con oligohidramnios, presenta dificultad respiratoria, cara aplanada 
(facies de Potter), implantación baja de orejas, pie bot y agenesia renal. ¿Cuál es la malformación pulmonar 
asociada?",Malformación congénita pulmonar,Enfisema lobar congénito,Hernia diafragmática congénita,Hipoplasia pulmonar bilateral,Secuestro pulmonar,D
"Niño de 4 años, hospitalizado por presentar en forma brusca petequias generalizadas, madre refiere que el día 
anterior estaba bien. Antecedente: hace 15 días presentó un cuadro viral. Examen: hemorragia gingival, petequias 
en brazos y piernas; resto del examen normal. ¿Cuál es el diagnóstico más probable?",Leucemia,Síndrome hemolítico urémico,Lupus eritematoso sistémico,Síndrome de Wiskott-Aldrich,Púrpura trombocitopénica idiopática,E
"Paciente de 2 años, que en la noche en forma súbita presenta tos metálica y perruna característica, inspiración 
ruidosa, dificultad respiratoria, está curioso y asustado, sin fiebre. Al día siguiente el paciente parece estar bien 
aunque presenta disfonía ligera y tos; en la siguiente noche se produce un nuevo episodio. ¿Cuál es el diagnóstico 
más probable?",Traqueítis bacteriana,Aspiración de cuerpo extraño,Crup espasmódico,Absceso periamigdaliano,Angioedema,C
"Lactante, presenta hemorragia rectal significativa indolora y en forma intermitente, heces color de ladrillo y discreto 
dolor abdominal; no presenta fiebre. Examen: pálido; tórax: no ruidos agregados; abdomen: depresible, no 
hepatomegalia. ¿Cuál es el diagnóstico más probable?",Intususcepción intestinal,Apendicitis aguda,Pseudo obstrucción intestinal congénita,Duplicación intestinal,Divertículo de Meckel,E
"Lactante de un mes, presenta estridor inspiratorio de tono bajo que se agrava por el llanto y al momento de 
alimentarse. ¿Cuál es el diagnóstico más probable?",Laringo malacia,Estenosis subglótica congénita,Epiglotitis,Parálisis de las cuerdas vocales,Laringo traqueobronquitis,A
"Paciente de 12 años, presenta lesiones rojizas-marrones cubiertas por una fina escama y algunas confluyen en 
placas, localizadas en zona superior del tórax y la espalda, son ligeramente pruriginosas; no se broncean después 
de exposición al sol. ¿Cuál es el diagnóstico más probable?",Dermatitis seborreica,Pitiriasis alba,Tiña versicolor,Sífilis secundaria,Pitiriasis rosada,C
"Escolar con escoliosis viene a su control. Examen: evalúa y observa que ha desarrollado una progresión de su 
curvatura de 30 grados. ¿Cuál es la conducta a seguir?",Corrección quirúrgica,Corsé y fisioterapia,Observación expectante,Observación y fisioterapia,Corsé y corrección quirúrgica,B
"En las estrategias de promoción y prevención sanitaria para evitar posibles repercusiones sobre la supervivencia 
neonatal e infantil. ¿Cuál es la acción de participación comunitaria que se debe aplicar?",Mayor participación de las autoridades,Participación de la comunidad,Capacitación del personal de salud,Campañas de salud,Delegación de funciones a trabajadores,E
"¿Cuál es la recomendación terapéutica en el paciente habitual con un hemangioma, sin complicaciones graves ni 
un crecimiento excesivo del hemangioma?",Compresas con bicarbonato sódico diluido,Corticoides orales,Corticoides tópicos,Interferón,Observación expectante,E
¿Cuál es la prevalencia de la bacteriuria asintomática en niñas de edad escolar?,0 a 0.1%,0.5%,3%,2.5%,1a 2%,E
"¿Cuál es el diagnóstico más probable, en un adolescente de 12 años con ataxia, arreflexia y oftalmoplejia?",Síndrome de Guillain-Barré,Mielitis transversa,Poliomielitis,Síndrome de Miller-Fisher,Botulismo,D
"Recién nacida con antecedente de hipoacusia bilateral detectada en tamizaje auditivo; madre recuerda que tuvo 
una erupción cutánea al segundo mes de gestación que la atribuyó a una reacción alérgica. Examen: CV: soplo 
sistólico de eyección a los 15 días de edad. Examen oftalmológico: cataratas. Ecocardiografía: se verifica 
persistencia del conducto arterioso. ¿Cuál es la infección congénita causal?",Sífilis,Rubéola,Herpes simple,Citomegalovirus,Toxoplasmosis,B
"Preescolar mujer de 5 años, traída a consulta por presenta vulvitis. Examen: se observa en zona vulvar, lesiones 
discretas de 1 a 5 mm, de color de la piel, en forma de cúpula umbilicadas con un tapón caseoso central; resto del 
examen negativo. ¿Cuál es diagnóstico más probable?",Herpes simple,Molluscum contagiosum,Condiloma acuminado,Esclerosis liquenoide,Dermatitis atópica,B
"¿A partir de qué edad en años, la frecuencia del pulso periférico de un niño se estabiliza entre los 70 y los 100 
latidos?",4,2,1,3,5,D
"Cuando se produce la reducción del edema o un edema mínimo y la recuperación del apetito. El niño con 
desnutrición entra en la fase de rehabilitación. ¿Cuál es la conducta a seguir en esta fase?",Administrar 150-200 kcal/día,Administrar proteínas 4-6 g/kg/día,Alimentarlos mediante sonda nasogástrica,Evitar la lactancia materna,"Evitar el ""síndrome de realimentación""",E
"Las vacunas que pueden provocar enfermedad leve en niños normales. ¿En niños con que problemas, también 
pueden causar descompensación metabólica?",Antecedentes de prematuridad,Desnutrición crónica moderada,Alimentación,Errores congénitos del metabolismo,Autismo,D
"¿Cuál es el intervalo en semanas necesario, para aplicar las vacunas atenuadas que no se administran por vía 
oral y que no se aplican en forma simultánea?",6,4,3,2,1,B
"Paciente de 6 años, presenta áreas circulares pequeñas de alopecia en cabeza, donde se ve que el cabello está 
roto cerca del cuero cabelludo. El estudio del cabello reporta endotrix. ¿Cuál es el agente causal?",Trichophyton rubrum,Microsporum canis,Trichophyton tonsurans,Epidermophyton spp,T. mentagrophytes,C
"¿Cuál es el valor límite en mcg/dl del examen de laboratorio de elección, para determinar aumento de la plumbemia 
en sangre venosa o capilar, en el saturnismo infantil?",5,15,18,10,20,D
"Paciente escolar, presenta diarrea con presencia de sangre, moco y pus; refiere tenesmo y retortijones 
abdominales cuando defeca; el cuadro tiene una evolución insidiosa y se caracteriza por remisión y recidiva 
frecuente, sin una explicación aparente. ¿Cuál es el diagnóstico más probable?",Enfermedad de Crohn,Colitis infecciosa,Colitis alérgica,Colitis ulcerosa crónica,Colitis seudomembranosa,D
"¿Cuál es la edad en años del niño, en que comprende las preposiciones ""en, sobre, debajo, al lado, frente y atrás"", 
pero no detrás?",3,5,2,6,4,E
"¿Cuál es la prueba de diagnóstico por imágenes con mayor validez y eficiencia para el diagnóstico de estenosis 
hipertrófica del píloro?",Fluoroscopía,Tomografía axial computarizada,Ecografía,Resonancia magnética,Centellografía,C
"Recién nacido a término con llanto fuerte, buen tono muscular, cianosis de mucosa oral y líquido amniótico claro, 
sin antecedentes importantes. ¿Cuál es el procedimiento inmediato a seguir?","Secarlo, aspirarle secreciones de boca y nariz y cubrirlo con paño seco y tibio","Secarlo, colocarlo sobre su madre piel con piel y cubrirlo con un paño seco y tibio","Aspirarle secreciones de boca y nariz, secarlo y proporcionarle oxígeno a flujo libre","Aspirarle secreciones, secarlo y estimularlo suavemente con 2 fricciones en el dorso","Secarlo, aspirarle secreciones de boca y nariz, colocarlo junto a su madre",B
"Lactante de 1año 3 meses, con antecedentes de infección viral de las vías respiratorias de varios días de evolución; 
luego se produce en forma súbita fiebre de 39 °C, asociada con edema palpebral de comienzo agudo y progresión 
rápida. Examen: globo ocular se encuentra en posición normal y los movimientos extraoculares están indemnes. 
¿Cuál es el diagnóstico más probable?",Celulitis periorbitaria bacteriémica,Celulitis preseptal secundaria a sinusitis,Celulitis orbitaria,Conjuntivitis,Dacriocistitis,A
"Paciente de 7 años, presenta prurito en cuero cabelludo y se observa algunas placas circulares pequeñas de 
alopecia y los pelos se rompen cerca del cuero cabelludo. Examen: adenopatías en la región occipital. ¿Cuál es 
el diagnóstico más probable?",Tiña capitis,Dermatitis seborreica,Alopecia areata,Tricotilomanía,Psoriasis,A
"Dentro de la patología ortopédica del pie, el pie plano valgo es la consulta más frecuente para los ortopedistas 
infantiles. ¿Por qué se caracteriza el pie plano valgo fisiológico, hasta los 4 años de edad?",Pie presenta equino-varo-cavo-aducto,El antepié está desplazado en sentido medial,Pie presenta luxación dorsal fija del navicular,Se observa eversión y abducción del antepié,Pie flexible con ausencia de arco,E
"Recién nacido a término que requirió reanimación cardiopulmonar avanzada, tiene diagnóstico de encefalopatía 
hipóxico-isquémica grado II de Sarnat; se le debe transferir para una hipotermia inducida. Según la mayoría de 
protocolos, para que la hipotermia sea más efectiva. ¿A cuántas horas como máximo después del nacimiento, se 
debe iniciar la hipotermia?",8,12,6,24,4,C
"Usted decide iniciar la ventilación a presión positiva en un recién nacido a término deprimido que no respira, a 
pesar de las medidas iniciales de reanimación. Lo ventila con una presión inicial de 30 cm de H2O para la 
expansión pulmonar en las primeras dos o tres ventilaciones, para luego bajar la presión de ventilación (en cm de 
H2O) a:",5 a 10,15 a 20,10 a 15,20 a 25,25 a 30,B
"Paciente de 10 años, presenta fiebre, cefalea, dolor abdominal y artralgia con una evolución de 4 días. Examen: 
quejumbroso, artritis en rodilla derecha; tórax: no ruidos agregados; abdomen: se palpa hepato y esplenomegalia. 
¿Cuál es el diagnóstico más probable?",Fiebre tifoidea,Leptospirosis,Tuberculosis,Blastomicosis,Brucelosis,E
"Preescolar de 5 años presenta erupciones maculopapulares generalizadas con lesiones independientes, 
acompañada de fiebre de 38°C y malestar general. Resto del examen normal. ¿Cuál es el diagnóstico más 
probable?",Virus coxsackies A5,Roséola,Exantemas por ecovirus,Rubéola,Eritema infeccioso,C
"Niño de 2 años 6 meses, presenta hiperpigmentación del tronco y el cuello, manchas café con leche y vitíligo. 
Examen: estatura baja, pene poco desarrollado, testículos no descendidos. Laboratorio: trombocitopenia, luego 
granulocitopenia llegando a anemia macrocítica. ¿Cuál es diagnóstico más probable?",Hipotiroidismo,Anemia de Fanconi,Enf. de Von Recklinghausen,Síndrome de Shwachman-Diamond,Disqueratosis congénita,B
"Recién nacido, presenta manchas en vino oporto, máculas de tamaño variable bien delimitadas y se localizan en 
la región trigeminal de la cara sobre todo en torno a los párpados. ¿Cuál es el diagnóstico más probable?",Hemangioma,Síndrome de Sturge-Weber,Malformación arteriovenosa,Cutis marmórea telangiectásica congénita,Mancha Salmón,B
"Cuando una niña de 2 años presenta hematuria microscópica aislada asintomática. ¿Qué estudio posterior debe 
realizarse?",Derivar para evaluación nefrológica,Ecografía renal anual,Control mensual de examen de orina por un año,Relación calcio/creatinina en orina mensualmente,Repetir el análisis de orina cada 4 a 6 meses por 2,E
"Adolescente mujer de 12 años, con astenia crónica y dolor óseo. Examen: pálida y algunas equimosis en miembros 
superiores, se palpa hepatoesplenomegalia. Laboratorio de genética-bioquímica: déficit de enzima ácido 
betaglucosidasa y mutación N370S. ¿Cuál es el diagnóstico?",Enfermedad de Gaucher,Enfermedad de Farber,Enfermedad de Krabbe,Enfermedad de Fabry,Déficit múltiple de sulfatasa,A
"Niño que lava vehículos en vía pública, presenta lesiones en piel de extremidades inferiores algunas costrosas, 
engrosadas de color marrón rodeada de eritema; algunas lesiones han evolucionado a necróticas con úlceras 
profundas en sacabocado. ¿Cuál es el diagnóstico más probable?",Atresia pulmonar,Atrio ventricular común,Tetralogía de Fallot extrema,Atresia tricuspídea,Transposición de grandes vasos,D
"¿Qué explica, que al examen clínico de un recién nacido a término se encuentre que el cordón umbilical presenta 
una vena y una arteria?",Es una variante normal del cordón umbilical,"Es una malformación, pero no se asocia a otras",Requiere tratamiento quirúrgico inmediato,No se van a necesitar otros exámenes,Puede asociarse a otra anomalía congénita,E
"Paciente de 12 años, súbitamente presenta evacuaciones frecuentes, acuosas y con cierto olor a pescado, 
vómitos, no fiebre; en el almuerzo comió cebiche de pescado y mariscos. ¿Cuál es el agente causal probable?",Rotavirus,Vibrio cholerae,Salmonella typhi,Shigella dysenteriae,Campylobacter jejuni,B
¿A qué edad de su desarrollo se consolida la identidad sexual de un niño(a)?,2 a 3,3 a 4,4 a 5,5 a 6,6 a 7,A
"Recién nacido de tres días, presenta erupciones en forma moderada en diversas partes de la piel en forma de 
pápulas o pústulas firmes, blanco amarillentas de 1-2 mm con un halo eritematoso; las palmas de las manos y las 
plantas de los pies son respetadas. ¿Cuál es el diagnóstico más probable?",Eritema tóxico,Acropustulosis infantil,Foliculitis pustulosa eosinófila,Hiperplasia sebácea,Milios,A
"¿Hasta qué edad en años, la respiración es predominantemente abdominal?",4,6,3,5,2,B
