questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Varón de 30 años, llega a emergencia por dolor cólico renal que inició en zona lumbar izquierda y se ha establecido 
en flanco e ingle izquierda, que ha cedido con AINES EV. Sin comorbilidades. Examen de orina: microhematuria, 
no leucocituria. UROTEM sc: cálculo de 4 mm en tercio distal de uréter izquierdo.; leve hidroureteronefrosis 
izquierda; riñón y vía urinaria superior derecha sin alteraciones. ¿Cuál es el tratamiento más adecuado?",Realizar litotripsia extracorporea,Colocación de nefrostomía percutánea,Alta e iniciar deflazacort VO + AINES VO,Realizar reimplante ureteral laparoscópico,Alta e iniciar tamsulosina VO + AINES VO,E
"Mujer de 70 años con antecedente de hospitalización por diverticulitis colónica hace 1 mes. Desde hace 3 días 
presenta neumaturia permanente. ¿Cuál de los siguientes exámenes tiene la mayor sensibilidad y especificidad 
para la sospecha diagnóstica?",Videouretrocistoscopía,Enema baritado,Cistografía miccional retrógrada,Videocolonoscopía.,Tomografía con contraste oral y EV,E
"Paciente varón, en día 15 de post operatorio de trasplante renal, presenta dolor sobre el riñón trasplantado. 
Examen: hipertensión arterial, aumento de creatinina y oliguria. Biopsia del aloinjerto: tubulitis, vasculitis e 
infiltración de células mononucleares. ¿Qué tipo de rechazo es?",Crónico,Hiperagudo,Acelerado,Agudo,Temprano,D
"Varón de 21 años consulta por disuria y secreción uretral, que se inició algunos días después de tener relaciones 
sexuales sin protección. Se solicita Gram se secreción uretral que muestra múltiples glóbulos blancos, pero que 
no visualiza bacterias. ¿Qué antibiótico le prescribiría?",Ciprofloxacino,Doxiciclina,Metronidazol,Ceftriaxona,Penicilina benzatínica,B
"Varón de 70 años con hematuria desde hace 1 mes. UROTEM: tumor renal derecho de 9 cm, trombo tumoral de 
vena renal y de la vena cava inferior con extensión hasta el borde inferior del hígado. ¿Qué estadificación del nivel 
de trombo tumoral de vena cava inferior le corresponde?",I,III,IV,II,V,D
"Las soluciones de preservación, ...... y ...... son igualmente de efectivas y de uso estándar en trasplante de riñón.",Euro-Collins / University of Wisconsin (UW),University of Wisconsin (UW) / HTK,Celsior / Euro-Collins,HTK / Celsior,Euro-Collins / HTK,B
"¿En cuál de las siguientes técnicas quirúrgicas para pieloplastía convencional se realiza una resección completa 
del tramo ureteropiélico estrecho para luego realizar la anastomosis respectiva?",Plastía en YV,Con colgajo pélvico,Intubada,En U invertida,Desmembrada,E
¿Cuál es la dosis de Valaciclovir en el tratamiento inicial del Herpes genital?,1 g cada 12 horas por 7 a 10 días,1 g cada 24 horas por 7 a 10 días,1 g cada 8 horas por 7 a 10 días,1 g cada 6 horas por 7 a 10 días,1 g cada 5 horas por 7 a 10 días,A
"A nivel de la unión corticomedular renal, la arteria interlobular se divide en varias arterias ......, las cuales 
posteriormente, originan unas ramas laterales, las arterias...",interlobulares - intralobulillares.,interlobulillares - aferentes.,intralobulillares - arciformes.,arciformes - interlobulillares.,arciformes - aferentes.,D
"Mujer de 60 años, en estudio por litiasis ureteral derecha. UROTEM s/c: cálculo de 5mm en uréter medio derecho. 
Suprarrenal izquierda con tumoración redondeada, homogénea de 2cm, bordes bien delimitados, UH -3. ¿Cuál es 
el diagnóstico más probable de la masa suprarrenal?",Adenocarcinoma,Feocromocitoma,Oncocitoma,Adenoma,Metástasis,D
¿Cuál es el origen embrionario de los riñones y uréteres?,Ectodermo ventral,Mesodermo intermedio,Esclerotomo,Celoma intraembrionario,Endodermo,B
¿Cuál de las siguientes técnicas quirúrgicas corresponde a una derivación o desviación urinaria no continente?,Mainz,Camey,Mansson,Indiana,Bricker,E
"Mujer de 50 años con incontinencia urinaria y sensación de bulto vaginal con la actividad física. Al examen: POPQ: 
Aa 0, Ba +3, C -6, Ap -3, Bp -3, tvl 6 ¿Cuál es el diagnóstico del prolapso genital?",Cistocele,Enterorectocele,Histerocele,Uretrocele,Uretrocistocele,E
"Niño de 12 años con antecedente de orquidopexia izquierda por criptorquidia a los 4 años. Al examen: Talla 
normal, pene y testículo derecho normales. Testículo izquierdo hipotrófico, consistencia disminuida, en bolsa 
escrotal.  ¿Cuál de los siguientes enunciados corresponde a este caso?",Las células de Leydig del testículo izquierdo,El riesgo de que el testículo izquierdo degenere,La espermatogénesis en el testículo izquierdo,Las,El testículo izquierdo aumentará de tamaño con,A
¿Cuál es la causa más frecuente de hemorragia tardía después de una cirugía renal percutánea?,Fistula pielocutánea,Lesión de vena renal,Pseudoaneurisma arterial,Coagulopatía intrínseca,Lesión arteria interlobular,C
"Varón de 30 años con riñón en herradura y cálculo de 2.5cm a nivel de cáliz superior renal izquierdo que condiciona 
dilatación del mismo. ¿Cuál de los siguientes tratamientos considera que es el más beneficioso para este paciente?",Nefrolitotomía percutánea,Litotripsia endoscópica retrograda,Litotripsia por onda de choque,Nefrolitotomía laparoscópica,Nefrolitotomía convencional,A
"¿Cuánto es el tiempo límite máximo en horas para realizar la destorsión testicular y así evitar mayor necrosis 
del tejido?",6,8,2,4,10,D
"Los receptores ...... inducen a la contracción del detrusor, en respuesta a la ...... liberada desde terminaciones de 
nervios ...",adrenérgicos / noradrenalina / simpáticos.,adrenérgicos / acetilcolina / parasimpáticos.,muscarínicos / noradrenalina / somáticos.,adrenérgicos / acetilcolina / somáticos.,muscarínicos / acetilcolina / parasimpáticos.,E
"¿Cuál de las siguientes técnicas quirúrgicas para ureteroneocistostomía en el receptor de trasplante renal, es la 
que presenta mayor reducción de complicaciones urológicas?",Leadbetter-Politano,Gil- Vernet,Lich-Gregoir,Glenn-Anderson,Barry-Cohen,C
¿Cuál es la composición más frecuente de los cálculos urinarios en adultos con infección urinaria recurrente?,Oxalato de calcio,Ácido úrico,Cistina,Fosfato de calcio,Estruvita,E
"Mujer de 60 años, en PO8 de histerectomía vaginal, desde hace 2 días ha iniciado con escape continuo de orina, 
4-5 pañales diarios, tiene deseos miccionales normales y micción espontanea en volúmenes normales. Al examen: 
Vagina con herida operatoria cerrada, no flogosis, y presencia de líquido claro correspondiente a orina que fluye 
desde cúpula. ¿Cuál es el diagnóstico más probable?",Fístula vesicovaginal,Incontinencia urinaria de esfuerzo,Incontinencia urinaria mixta,Seroma de herida operatoria,Fístula ureterovaginal,E
"Primigesta de 30 semanas con ITU por E. coli. Ecografía: Riñón derecho con dilatación de pelvis renal y de uréter 
en toda su extensión. Riñón izquierdo con dilatación de pelvis renal y uréter en su porción proximal. ¿Cuál es la 
causa más probable de la hidroureteronefrosis derecha?",Hidronefrosis gestacional,Litiasis uréter distal,Estenosis de unión pieloureteral,Reflujo vesicoureteral,Estrechez uréter medio,B
"¿Cuál es la clasificación según el TNM, de un tumor de vejiga que invade la lámina propia?",T2,T1,Ta,Tis,T3,B
El factor patógeno más importante para la formación de cálculos de ácido úrico es...,bajo volumen miccional.,hiperuricosuria.,consumir magnesio.,hipocitraturia.,pH urinario bajo.,E
"Varón de 17 años vive en provincia, desde hace cuatro días presenta dolor en región testicular derecha, de inicio 
súbito con intenso dolor y ascenso testicular por lo que decide viajar a Lima. Examen: Testículo derecho ascendido 
hasta cerca del borde inferior del canal inguinal, aumentado de volumen, tumefacto, muy caliente, 
dura, dolor intenso a la leve presión. Se diagnostica orquiepidimitis, ¿Cuál es su diagnóstico diferencial?",Cáncer de testículo abscedado,Hernia inguino escrotal estrangulada,Gangrena de Fournier,Hidrocele infectado,Torsión testicular complicada,E
"¿Cuál es el subtipo histológico del carcinoma de células renales que se encuentra con mayor frecuencia  en 
pacientes con insuficiencia renal terminal y enfermedad renal quística adquirida?",De células claras,De túbulo colector,Cromófobo,Medular,Papilar,E
"Varón de 30 años, sufre caída de altura, hemodinámicamente estable, moderada hematuria macroscópica al 
ingreso. Hb post transfusión 1 PG: 11.8 g/dl; UROTEM c/c: hematoma peri-renal izquierdo, laceración en polo 
inferior renal de aprox. 2.5 cm, no extravasación de contraste. ¿Qué tratamiento inicial es el más recomendable?",Tratamiento quirúrgico de rescate,Drenaje percutáneo de hematoma,Colocación de endoprótesis ureteral,Lumboscopía exploratoria,Manejo conservador y observación,E
"¿Cuál de los siguientes tipos de cálculos, tiene aspecto ""en reloj de arena"" al microscopio?",Oxalato de calcio dihidratado,Oxalato de calcio monohidratado,Fosfato amonio magnésico,Ácido úrico,Fosfato de calcio,B
"Mujer de 20 años referida de medicina interna por diagnóstico de Esclerosis Tuberosa. TEM abdomen c/c: Riñón 
derecho: 2 masas de aprox. 3cm, heterogéneas (UH -25), bien delimitada. Riñón izquierdo: Masa heterogénea 
(UH-20) de aprox. 4cm, en polo inferior, bien delimitada. ¿Cuál es el diagnóstico más probable?",Angiomiolipoma,Oncocitoma renal,Quiste renal complejo,Nefroma quístico,Rabdoleiomioma,A
"Varón de 25 años, quien presenta lesión medular completa por arma de fuego a nivel de T11. ¿Qué tipo de 
disfunción neuromuscular se observará de forma característica en la urodinamia?",Arreflexia del detrusor,Relajación esfinteriana,Cistometría normal,Hiperactividad del detrusor,Estudio presión flujo normal,D
"Mujer de 57 años en postoperatorio inmediato (6 horas) de histerectomía vaginal, refiere dolor lumbar y abdominal. 
Al examen: No globo vesical. Bolsa colectora de orina con 50ml de orina colúrica. Ecografía: ureterohidronefrosis 
bilateral. Vejiga vacua con balón de sonda foley. ¿Cuál es el diagnóstico más probable?",Trauma ureteral bilateral,Trauma uretral proximal,Insuficiencia renal crónica,Reflujo vesicoureteral bilateral,Trauma cúpula vesical,A
"Varón de 45 años, antecedente de haber sido operado hace un año por trauma abdominal por arma de fuego 
realizándose resección de intestino delgado extenso quedando con el diagnóstico de intestino corto. Actualmente 
con náuseas, vómitos y dolor abdominal intenso en flanco derecho, tipo cólico, irradiado a región mesogástrica y 
suprapúbica del mismo lado. Examen: Abdomen blando, depresible, moderada distensión, con timpanismo, 
doloroso en las zonas referidas, no reacción peritoneal. Laboratorio: 11,000 leucocitos. Hematíes 10 x campo. 
¿Cuál es su diagnóstico?",Infarto intestinal,Colitis tóxica,Urolitiasis aguda,Hernia interna complicada,Obstrucción por bridas y adherencias,C
"Mujer de 46 años con antecedente de nefrectomía parcial laparoscópica derecha por cáncer renal de células claras 
hace 2 meses. TNM: pT1aN0M0. ¿Cómo es la vigilancia postoperatoria que le corresponde?",Analítica sanguínea y TEM abdomen anual,Rx tórax y TEM abdomen cada 6 meses,Examen físico y Rx tórax anual,TEM abdominal y examen físico cada 2 años,Examen físico y analítica sanguínea anual,E
¿Cuál de los siguientes medicamentos promueve la formación de cálculos urinarios de modo indirecto?,Acetazolamida,Indinavir,Triamtereno,Pseudoefedrina,Guaifenesina,A
"¿Cuál es el inmunosupresor cuyo mecanismo de acción es la inhibición de la producción de calcineurina y de 
interleukina-2?",Micofenolato de mofetilo,Globulina antitimocito equina,Azatioprina,Tacrolimus,Sirolimus,D
¿Cuál de los siguientes fármacos es un inhibidor de la calcineurina usado en pacientes trasplantados renales?,Micofenolato,Tacrolimus,Sirolimus,Azatioprina,Baxiliximab,B
"Mujer de 50 años, con urgencia miccional y enfermedad de Parkinson, se le realiza un estudio urodinámico donde 
se observan contracciones involuntarias del detrusor durante la cistometría. Según la clasificación de la ICS. ¿Cuál 
es el diagnóstico urodinámico?",Hiperactividad neurogénica del detrusor,Hiperreflexia sensitiva del detrusor,Hiperactividad idiopatica del detrusor,Hipersensibilidad neurogénica del detrusor,Hiperreflexia idiopática del detrusor,A
"De los siguientes medicamentos inhibidores de la fosfodiesterasa-5. ¿Cuál NO presenta disminución de su 
accionar con la ingestión de comidas grasosas?",Sildenafilo,Tadalafilo,Alprostadil,Vardenafilo,Papaverin,B
"¿Cuál es la enfermedad con alta probabilidad de recidiva en un riñón trasplantado y genera alto riesgo de fracaso 
del injerto?",Diabetes mellitus,Glomeruloesclerosis focal y segmentaria,Enfermedad renal poliquistica autosomica,Nefropatía IgA,Displasia renal,B
"Varón de 32 años, recibe fuerte patada en genitales, refiere dolor en genitales e hipogastrio. Al examen: Globo 
vesical. Escroto con laceración en base y equimosis, testículos sin alteraciones, periné equimótico, meato uretral 
con sangre. ¿Cuál es la sospecha diagnóstica?",Contusión de trígono vesical,Fractura parcial de pene,Trauma uretral posterior,Trauma uretral anterior,Trauma extraperitoneal de vejiga,D
"¿Cuál de los siguientes procedimientos, es un componente del estudio urodinámico que determina la velocidad 
del caudal urinario en función del tiempo y también es un indicador del vaciado vesical?",Estudio presión/flujo,Cistometría,Uroflujometría,Electromiografía,Perfil de presión uretral,C
"La hidroureteronefrosis del embarazo tiene como característica que la dilatación ureteral es bilateral y que no se 
produce por debajo del...",polo inferior renal.,tercio proximal ureteral.,final del sacro.,borde de la pelvis.,unión ureterovesical.,D
¿Cuál es la etiología más frecuente de la formación de cálculos de cálcio?,Hiperoxaluria,Hiperuricosuria,Hipocitraturia,Hipercalciuria,Hipomagnesiuria,D
"El cribado de PSA en la práctica contemporánea utiliza un enfoque de rango normal específico para la edad. 
¿Cuánto debe ser el PSA normal en varones menores de 50 años?",3.5 ng/mL,4.5 ng/mL,2 ng/mL,3 ng/mL,2.5 ng/mL,E
¿Cuál es la causa más frecuente de fístula vesicouterina?,Histeroscopia,Cistoscopia,Cesárea,Legrado,Histerectomia,C
"Paciente varón de 35 años con cuadro de pielonefrifis aguda a repetición, con antecedente de cólicos renales 
frecuentes. Se le realiza estudio de imágenes evidenciándose litiasis renal y el uroculfivo muestra > 100 000 
UFC/ml para Proteus mirabilis ¿Cuál es la enzima bacteriana involucrada en la formación de los cálculos?",Elastasa,Fosfodiesterasa,Urea,Fosfolipasa,Ureasa,E
"Los factores de riesgo para el desarrollo de cáncer de testículo incluyen al testículo no descendido y criptorquidia, 
¿A partir de qué células se desarrolla el tumor maligno?",Germinales,Sértoli,Leydig,mioides,Mesenquimatosas,A
"Varón de 28 años, operado de hernia inguinoescrotal derecha muy grande con cirugía laboriosa. Al día siguiente 
en la visita médica observan testículo del lado operado aumentado de volumen, doloroso, edematoso. Se 
diagnostica orquitis isquémica. ¿Cuál es el manejo?",Orquiectomía,Reintervenir para retiro de malla,Antiinflamatorios y analgésicos,Compresas calientes,Compresas frías,C
"Todos los cálculos renales y ureterales se pueden detectar por tomografía helicoidal con contraste, excepto los 
cálculos de...",ácido úrico.,indinavir.,cistina.,zidovudina.,magnesio.,B
"Varón de 26 años, acude por presentar secreción uretral asociado a disuria. Antecedente: promiscuidad. Ante la 
sospecha de Infección de transmisión sexual por gonorrea. ¿Cuál es el esquema de tratamiento?",Ceftriaxona 250 mg IM + azitriomicina 2 g VO,Ceftriaxona 250 mg IM + azitromician 1 g VO,Ceftriaxona 125 mg IM + azitromician 2 g VO,Ceftriaxona 500 mg IM + azitromicina 500 mg,Ceftriaxona 125 mg IM + azitromicina 1 g VO,E
"Mujer de 56 años, sin antecedentes patológicos, con hematuria. UROTEM: tumoración de uréter proximal izquierdo 
de 4cm e hidronefrosis moderada. TNM: T3,N0,M0. ¿Qué tratamiento es el más recomendable?",Nefroureterectomía radical,Ureterectomía proximal con anastomosis T-T,Ablación láser por ureteroscopía,Ablación láser por vía percutánea,Nefroureterectomía,E
"Varón de 60años, hospitalizado por Covid 19 habiendo sido dado de alta de UCI hace dos días. Antecedente: 
Infarto de miocardio hace un año. Infecciones urinarias recurrentes por hipertrofia benigna de próstata, no fue 
operado por alto riesgo cardiovascular. Se realiza cistoscopía confirmando el origen prostático de la hematuria. Se 
decide iniciar tratamiento médico. ¿Cuál es uno de los fármacos a indicar?",Alfa bloqueadores beta adrenérgicos,Vitamina K,Metilprednisolona,Terlipresina,Beta bloqueadores alfa adrenérgicos,E
"Varón de 18 años de edad, acude por disuria y dolor en pene. Examen: descarga uretral purulenta por uretra 
peneana con ganglios inguinales. Se realiza un hisopado uretral donde se evidencia diplococos intracelulares 
gramnegativos. ¿Cuál es la etiología de la infección?",Chlamydia trachomatis,Herpesvirus simple,Trichomonas vaginalis,Neisseria gonorrhoeae,Mycoplasma genitalium,D
¿Cuál es una complicación frecuente de la hiperplasia benigna de próstata?,Nefrolitiasis,Pérdida función vesical por distensión crónica,Cáncer de riñón,Cáncer de vejiga,Hidronefrosis bilateral,B
"Recién nacido masculino de 24 días de vida que desprendió el cordón umbilical a los 8 días y cuyo ombligo no ha 
cicatrizado. Presenta a su nivel una tumoración roja prominente, circular y que segrega una secreción mucoide. la 
madre a veces nota en ella ruido de gases. El diagnóstico más probable es:",Ombligo amniótico,Persistencia del conducto onfalomesentérico,Onfalocele,Granuloma umbilical,Fistula vésico-umbilical,B
¿Por qué se caracteriza la anatomía de las glándulas suprarrenales?,La suprarrenal derecha limita en su parte,La suprarrenal izquierda limita en su parte,Ambas en posición cefálica con respecto al,Ambas en posición cefálica con respecto al,La suprarrenal izquierda limita en su parte,D
"La unidad funcional del parénquima renal irrigado por la sangre, se denomina...",glomérulo.,túbulo proximal.,túbulo distal.,asa de Henle.,nefrona.,E
"Varón de 23 años sufre accidente de tránsito como peatón, con dolor en hemiabd inferior. Tiene fractura compleja 
de pelvis con diastasis de 2 cm de sinfisis pubiana. El urólogo de guardia es interconsultado por hematuria (60ml) 
al colocarle sonda foley por vía uretral. ¿Cuál de los siguientes enunciados es el más probable con relación a la 
sospecha diagnóstica?",Es una contusión vesical porque hay poca cantidad de hematuria,Es una contusión renal porque tiene dolor en hemiabdomen inferior y hematuria,Es un trauma vesical intraperitoneal porque presenta hematuria y diastasis de sinfisis pubiana,Es un trauma vesical extraperitoneal porque presenta fractura compleja de pelvis y hematuria,Es un trauma renal porque hay hematuria y fractura compleja de pelvis,D
"Mujer de 60 años con diagnóstico de Carcinoma adrenocortical derecho. TEMabd c/c: Tumor heterogéneo de 5cm, 
no invasión de grasa periférica, trombo tumoral en vena suprarrenal y ostium de vena cava inferior. La paciente 
desea una cirugía laparoscópica, sin embargo, Ud. le comunica que no es posible debido a ......, lo cual contraindica 
de forma absoluta dicha técnica.",el gran tamaño del tumor,la afección de la vena suprarrenal,la edad de la paciente,ser una neoplasia maligna,ser una neoplasia muy recidivante,B
"Varón de 40 años con resultado de espermatograma: volumen seminal 2 ml, recuento total de espermatozoides 
50 millones/ml, motilidad progresiva (A+B) 30%, viabilidad 58%, formas anormales 15%. ¿Cuál de las siguientes 
alteraciones presenta?",Oligoespermia,Teratoespermia,Astenospermia,Hipoespermia,Poliespermia,C
"¿Cuál es la variedad más común en su composición química de los cálculos de las vías urinarias? Las piedras 
pueden clasificarse por su química, ubicación e impacto clínico. Los cálculos de oxalato de calcio son la variedad 
más común. La causa metabólica más común encontrada en los formadores de cálculos de calcio es la 
hipercalciuria absortiva. Estos son opacos en la radiografía simple. Los cálculos de fosfato de magnesio y amonio 
(estruvita), comúnmente combinados con fosfato de calcio, están relacionados con la infección urinaria crónica 
con bacterias productoras de ureasa (p. Ej., Proteus spp., Klebsiella)",Fosfato de magnesio,Fosfato de amonio,Bilirrubinato de calcio,Oxalato de calcio,Sales mixtos,D
"La relajación del detrusor inducida por estimulación beta-adrenérgica es mediada principalmente por medio de la 
activación de adrenorreceptores beta...",2.,1.,4.,3.,5.,D
"B. 1. 
C. 4. 
D. 3. 
E. 5. 
 
73. La Escala Internacional de Sintomas Prostáticos-IPSS, es un cuestionario de ...... preguntas, que consiste en …... 
y una pregunta sobre calidad de vida.",nueve / ocho preguntas sobre síntomas,siete / seis preguntas sobre síntomas,diez / nueve preguntas sobre síntomas,seis / cinco preguntas sobre síntomas,ocho / siete preguntas sobre síntomas,E
"Un varón de 38 años de edad previamente sano, presenta dolor abdominal súbito e intenso que se irradia de la 
fosa renal izquierda a la región inguinal y que se acompaña de náuseas, diaforesis y polaquiuria. El paciente se 
encuentra inquieto y se revuelve en la cama, pero no tiene datos positivos en la exploración física. El diagnóstico 
más probable es:",Herpes zoster,Diverficulifis en el sigmoides,Cálculos en el uréter izquierdo,Torsión de testículo izquierdo,Pielonefritis Aguda,C
"En una nefrectomía simple laparoscópica, para rechazar al colon y poder separarlo del riñón, se debe realizar...",una separación del duodeno del riñón.,una incisión en la línea alba de Toldt.,la tracción continua del uréter.,una incisión en el mesenterio colónico.,la separación del uréter de la vena gonadal.,B
"Varón de 35 años presenta dolor cólico renal derecho con irradiación a ingle ipsilateral, leve hematuria. UROTEM: 
cálculo de 4mm en uréter distal a 1cm de unión ureterovesical derecha. Se le inicia AINES EV con mejoría de 
dolor. ¿Cuál es el tratamiento más recomendable con respecto al cálculo?",Tamsulosina + observación,Colocación de cateter doble-jota,Ureterolitotomia baja,Litotripsia extracorporea,Nifedipino + observación,A
"Mujer de 50 años con dolor lumbar por cálculo de 2cm en cáliz inferior de riñón izquierdo (UH 950). ¿Con cuál de 
los siguientes tratamientos se obtendría la mejor tasa de eliminación completa de cálculos?",Nefrolitotomía percutánea,Litotripsia extracorporea por ondas de choque,Litotripsia endoscópica retrograda,Alcalinización de orina con citrato de potasio,Tamsulosina diaria,A
¿Cuál es el tumor testicular más frecuente de un varón de 25 años de edad?,Tumor de las células de Leydig,Coriocarcinoma,Teratocarcinoma,Androblastoma,Seminoma,E
"Mujer de 60 años con leve dolor lumbar izquierdo permanente. UROTEM: riñón izquierdo con quiste cortical de 
3cm con 2 tabiques delgados, no calcificaciones ni realce con el contraste. Según la clasificación de Bosniak. 
¿Qué clase de quiste es?",I,IIF,II,III,IV,C
¿Cuál es el examen que solicitaría Ud. para confirmar el diagnóstico de torsión testicular?,Ecografía simple,Ecografía doppler,Tomografía,Resonancia,Gammagrafía,B
El uréter se origina como una evaginación del conducto...,metanéfrico.,Wolff.,Muller.,mesenquimatoso.,mesonéfrico.,E
"Con respecto al tratamiento de diversas disfunciones vesicales, la toxina botulínica actúa inhibiendo la liberación 
de ...... en las terminaciones eferentes parasimpáticas.",calcio extracelular,sustancia P,acetilcolina,serotonina,glutamina,C
"El esfínter urinario externo consiste en una estructura cilíndrica, tiene una capa interna de ...... y una capa externa 
de...",músculo estriado - colágeno.,músculo liso - músculo estriado.,colágeno - músculo estriado.,músculo liso - colágeno.,músculo estriado - músculo liso.,B
"Adolescente de 13 años que luego de estar practicando deporte, presenta dolor súbito hace 6 horas en región 
escrotal derecha, se acompaña de incremento de volumen del mismo escroto, por lo que se automedica con 
analgésicos, pero el dolor persiste. Examen: PA: 110/70mmHg. FC: 110/min. T° 37.3°C, se evidencia asimetría 
de ambos escrotos con incremento de volumen a predominio derecho y con mucho dolor a la palpación.Se 
sospecha de torsión testicular. ¿Cuál es la conducta a seguir?",TAC testicular,Eco- Doppler,Exploraciòn quirúrgica,Trans-iluminaciòn,Destorciòn manual,B
"Para la enfermedad localizada de cáncer de próstata, ¿Cuál de los siguientes procedimientos de prostatectomía 
es actualmente la más reciente y aceptada?",Resección trans ureteral total,Resección trans ureteral parcial,Prostatectomía laparoscópica anterior,Prostatectomía trans vesical,Prostatectomía laparoscópica asistida por robot,E
"Varón de 60 años con tumoración renal. TEM toracoabdominal: tumor renal izquierdo de 6 cm en polo inferior, no 
atraviesa cápsula renal; presencia de linfadenomegalias paraaórticas izquierdas. Ausencia de metástasis a 
distancia. ¿Qué estadiaje le corresponde?",III,I,II,IV,V,A
¿Cuál de los enunciados corresponde a una característica de la crioablación de tumores renales?,Se utiliza el gas Argón para obtener,El área de tratamiento debe extenderse como,Se utiliza sistemas en base a Hidrogeno para,Actualmente el estandar de tratamiento es un,Se puede realizar el procedimiento sin tener,D
"Varón de 25 años refiere eyaculación precoz primaria, sin antecedentes de importancia, el examen físico es 
normal. ¿Cuál de los siguientes medicamentos es el recomendable como tratamiento?",Alprostadil,Tramadol,Tadalafilo,Imipramina,Dapoxetina,E
"Varón de 2 años con ITUs febriles recurrentes, se le realiza una cistouretrografía miccional, donde se observa 
riñón derecho con presencia del contraste en uréter, pelvis renal y cálices, sin dilatación. ¿Qué grado de reflujo 
vesicoureteral le corresponde?",1,2,3,4,5,B
"Mujer de 45 años, trasplantada renal de donante vivo hace 2 semanas, en tratamiento inmunosupresor respectivo. 
Inicia con elevación de la presión arterial y aumento lento de la creatinina. Afebril, no cambios en volumen urinario 
ni dolor en zona del injerto. Biopsia del injerto: sin anormalidades. ¿Cuál es la sospecha diagnóstica?",Toxicidad del inhibidor de calcineurina,Rechazo agudo del injerto,Infección urinaria complicada,Infección por citomegalovirus,Trombosis de la vena renal del injerto,A
"Varón de 40 años, trasplantado renal, refiere disfunción eréctil. Exámenes hormonales: testosterona baja, FSH 
elevada, LH elevada, prolactina normal. ¿Qué medicamento está generando este efecto adverso?",Sirolimus,Metildopa,Prednisona,Cilcosporina,Clonidina,A
¿Cuál es el tipo de tumor que con mayor frecuencia origina el cáncer de testículo?,Intersticial,De células germinales,De células de Leydig,De células de Sértoli,Linfomatoso,B
"Varón de 70 años, realiza el cuestionario del IPSS, cuyo puntaje corresponde a síntomas moderados. ¿Cuál de 
los siguientes puntajes le corresponde?",6,21,10,30,35,C
El 70 a 80% de todos los carcinomas de células renales comprenden al subtipo...,renal medular.,de túbulo colector.,células claras.,cromófobo.,papilar.,C
¿Cuál es el tumor renal benigno más frecuente?,Oncocitoma,Adenoma metanéfrico,Adenoma renal,Angiomiolipoma,Nefroma quístico,A
