questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cuál de los siguientes métodos anticonceptivos está contraindicado durante la lactancia materna?,Dispositivo intrauterino,Método de barrera,Progestágenos inyectable,Píldoras de solo progestágenos,Anticonceptivos orales combinados,E
La erosión cutánea por el aparato de yeso es una complicación que puede ser devastadora. ¿Por qué se ocasiona?,Acojinamiento insuficiente sobre prominencia ósea,Colocación de la férula en muy corto tiempo,Falta de cubierta con manga,Falta de cubierta con calcetín de tela,Férula de gran espesor,A
"Lactante de 8 meses, presenta desde hace 2 días diarrea, vómitos e hiporexia. Examen: letárgico, pálido, extremidades 
distales frías, abdomen distendido, taquicárdico. ¿Qué alteración electrolítica explica el compromiso del sensorio?",Hiponatremia,Hiperkalemia,Hipernatremia,Hipocalcemia,Hipokalemia,A
"¿Cuál es el patrón radiológico más frecuente de tuberculosis pulmonar en pacientes VIH, con linfocitos CD4 < 200 µl?",Linfoadenopatía intratorácica,Infiltrado intersticial difuso,Cavitaria en ápices,Neumónico basal,Derrame pleural,B
"Varón de 30 años, sufre accidente de tránsito. Examen: rodilla derecha tumefacta, con signos de flogosis y muy dolorosa 
a la palpación, movimiento lateral y medial de tibia. ¿Cuál es el probable diagnóstico?",Luxación de rótula,Ruptura de ligamentos lateral y medial,Fractura de tibia y peroné,Ruptura del cuadriceps,Fractura de tibia y femur,B
"Durante los ejercicios físicos bruscos, frecuentemente se produce la ruptura del tendón de Aquiles. ¿Cuál es la causa 
más probable de esta lesión?",Contusión directa sobre el tendón,Cambios bruscos de dirección,Excesivos ejercicios anteriores,Poco calentamiento previo de músculos,Ejercitar las mismas rutinas,B
"Mujer de 28 años, hace 15 días presenta cansancio, disnea a medianos esfuerzos y artralgias. Examen: palidez de piel 
y mucosas, ictericia, no adenopatias periféricas, abdomen: hígado y bazo palpables. Laboratorio: Hb: 8.5 g/dl, BT: 4.5 
mg/dl, BI: 3.8 mg/dl, reticulocitos: 3 %, DHL: 1200 mg/dl. ¿Cuál es el tipo de anemia?",Hemolítica,Deficiencia de B12,Mielodisplásica,Ferropénica,Deficiencia de ácido fólico,A
Dentro los Determinantes Sociales de la Salud. ¿Cuáles son Determinantes Intermediarios?,"Cohesión social, conducta, factores biológicos","Ocupación, educación, posición social","Contexto político, gobernanza, atención sanitaria","Normas y valores culturales, posición social","Circunstancias materiales, género, raza",A
"Adolescente de 13 años, presenta en forma recurrente cefalea pulsátil, focalizada en región frontal de moderada 
intensidad y en incremento, asociada a náuseas, vómitos y fotofobia. Antecedente de madre con cuadro similar. ¿Cuál 
es el diagnóstico probable?",Depresión,Ametropía,Tumor cerebral,Migraña,Aneurisma,D
¿Cuál es el agente infeccioso más frecuente en sepsis neonatal precoz?,Staphylococcus aureus,Escherichia coli,Enterococcus faecalis,Chlamydia trachomatis,Pseudomona sp,B
"Lactante de 11 meses con antecedente de dos episodios de neumonía bacteriana y uno de otitis media aguda; hermano 
fallecido a los 18 meses por sepsis. ¿Cuál de las siguientes vacunas esta contraindicada?",Antineumocócica,Polio inyectable,Influenza,Vacuna triple vírica,Pentavalente,D
"Mujer de 23 años, acude por presentar lesiones genitales hace 10 días. Examen: adenopatía inguinal bilateral y 
dolorosa, genitales: lesiones ulcerativas profundas, con márgenes irregulares y bordes excavados. ¿Cuál es el 
diagnóstico más probable?",Granuloma inguinal,Chancroide,Sífilis,Herpes genital,Donovanosis,B
"Mujer de 40 años con molestias digestiva leves, se indica endoscopía gástrica. ¿Qué espera encontrar en relación a 
prevención del cáncer gástrico?",Pólipos adenomatosos,Úlcera duodenal,Helicobacter pylori,Gastritis,Úlcera gástrica,C
¿Cuál es el mioma uterino que clínicamente produce abundante sangrado vaginal acompañado de coágulos?,Submucoso,Mixto,Intramural,Subseroso,Endometrial,A
"Mujer de 40 años, desde hace tres días con ictericia leve, no fiebre, dolor tipo cólico en hipocondrio derecho. 
Antecedente de colecistitis crónica. Examen: ictericia de piel y escleras. Abdomen: distendido y dolor a la palpación 
profunda en hipocondrio derecho. ¿Cuál es el examen indicado para su diagnóstico?",Tomografía abdominal,Ecografía endoscópica,Colangiografía endoscópica,Colecistografía endovenosa,Ecografía abdominal,C
¿Cuál es la causa de la hiponatremia hipovolémica con sodio urinario mayor de 20 mEq/L?,Diuresis osmótica,Insuficiencia renal aguda,Insuficiencia renal crónica,Deficiencia de glucocorticoides,Pancreatitis aguda,A
"Gestante de 31 semanas, ingresa a emergencia por presentar desde hace 8 horas contracciones uterinas de regular 
intensidad y frecuencia. ¿En que caso está contraindicado el uso de tocolíticos?",Placenta previa,Corioamnionitis,Dilatación cervical de 1 cm,Ruptura prematura de membranas,Restricción del crecimiento fetal,B
"Varón de 75 años, consulta por pérdida de peso, tos con expectoración hemoptoica y cefalea global persistente. Sin 
antecedentes. Examen: adelgazado, pálido, polipneico y pulmones normales. Rx de tórax: masa parahiliar derecha. 
Tomografía cerebral: imágenes compatibles con metástasis. ¿Cuál es el tipo de cáncer más frecuente?",Adenocarcinoma,Macrocítico de pulmón,Epidermoide,Microcítico de pulmón,Carcinoide bronquial,D
"¿A qué edad en años, se administra el segundo refuerzo de la vacuna DPT?",10,4,6,5,3,B
"Varón de 26 años, desde hace 2 meses diagnosticado de fisura anal no complicada, con tratamiento de ablandadores 
de heces. La sintomatología dolorosa continúa. ¿Qué tratamiento le recomendaría?",Esfinterotomía lateral interna,Esfinterotomía lateral externa,Anestésicos locales,Infiltración con toxina botulínica,Fisurotomía,A
"Recién nacido, con inyección conjuntival y secreción. En el frotis se evidencia diplococos gram negativos. ¿Cuál es el 
tratamiento de elección?",Cotrimoxazol,Cloranfenicol,Ceftriaxona,Eritromicina,Tetraciclina,C
"Paciente de 17 años, con flujo vaginal amarillento, mal olor, asociado a prurito vulvar y vaginal. Especuloscopía: cuello 
en fresa. ¿Cuál es el tratamiento más adecuado?",Metronidazol,Fluconazol,Azitromicina,Cefixima,Terconazol,A
"La siguiente definición: ""Estrategia de la promoción que combina acciones individuales y sociales destinadas a superar 
resistencias, prejuicios y controversias; así como a conseguir compromisos y apoyo para las políticas de salud, 
aceptación social y apoyo de los sistemas para un determinado objetivo o programa de salud"". Corresponde a:",Intersectorialidad,Abogacía,Participación,Interculturalidad,Concertación,B
"Paciente de 60 años, obesa, nulípara acude refiriendo sangrado vaginal de tres meses de evolución, niega antecedentes 
familiares de importancia. Examen: sin alteraciones. Papanicolaou negativo. ¿Cuál es el estudio más adecuado?",Ecografía transvaginal,Resonancia magnética,Colposcopía,Histerosonografía,Tomografía,A
"¿Cuál es la presión de oxígeno en mmHg a nivel del capilar pulmonar, después de pasar por el alveólo, en un individuo 
sano?",100,80,140,60,120,A
"¿Cuál es el riesgo en una gestante, que en control prenatal se diagnostica bacteriuria asintomática y no recibe 
tratamiento?",Salpingitis,Uretritis,Cistitis,Pielonefritis,Trigonitis,D
¿Cuál es la respuesta neuroendocrina hallada en shock?,Descenso del estímulo adrenérgico,Inhibición de liberación del péptido natriurético,Menor secreción pancreática de glucagón,Disminución de liberación de renina,Mayor liberación de ACTH,E
"Dentro del Plan Escencial de Aseguramiento en Salud. ¿Cuál de las siguientes condiciones en su nivel resolutivo, 
corresponde al Tercer Nivel de Atención?",SIDA,Malaria,Anemia nutricional,Vulvovaginitis,Absceso cutáneo,A
"Adolescente de 15 años, llega a emergencia presentando agitación psicomotriz, alucinaciones visuales. Examen: 
FC:120X', T° 38.5°C, PA 160/100 mmHg, piel sudorosa, pupilas dilatadas. ¿Cuál es el toxico causal?",Benzodiazepina,Órganofosforado,Alcohol,Cocaína,Heroina,D
"Recién nacido post-término, cesárea por sufrimiento fetal, teñido de meconio. Examen: deprimido, sin esfuerzo 
respiratorio, bradicárdico, cianótico. ¿Cuál es la conducta a seguir?",Secado enérgico,Oxígeno en cánula binasal,Estimulación tactil,Intubación endotraqueal y aspiración,Oxido nítrico inhalado,D
"Varón de 35 años con antecedente de prostatitis, acude a consulta por presentar disuria, polaquiuria y dolor suprapúbico. 
Examen: puntos renoureterales medios (+). Examen de orina: leucocitos 20 por campo y urocultivo en proceso. ¿Cuál 
es el tratamiento de elección?",Nitrofurantoína,Amoxicilina,Levofloxacino,Cotrimoxazol,Cefuroxima,C
"Paciente de 36 años, acude por sangrado vaginal postcoital recurrente y flujo vaginal mal oliente que no cede a 
tratamiento; en el Papanicolaou se encuentra lesión intraepitelial escamosa de alto grado. ¿Cuál es el siguiente paso 
en el proceso diagnóstico?",Tomografía,Histerectomía,Laparoscopía,Colposcopía,Conización,D
¿Cuál es el factor de riesgo para cáncer gástrico?,Helicobacter pylori,Gastritis aguda,Diarrea crónica,Giardia lamblia,Esofagitis crónica,A
"En el estudio de líquido cefalorraquídeo se encuentra: recuento de leucocitos 50 células por μl, a predominio de 
linfocitos, con hipoglucorraquia e hiperproteinorraquia. ¿Cuál es el agente etiológico más probable?",Virus de la inmunodeficiencia humana,Cryptococcus neoformans,Micobacterium tuberculosae,Diplococcus pneumoniae,Naegleria fowleri,C
"Adolescente de 15 años, desde hace 48 horas presenta secreción ocular derecha que se acompaña de dolor, escozor 
intenso y fotofobia. Se diagnostica conjuntivitis bacteriana. ¿Cuál es el germen más frecuente?",Streptococcus pneumoniae,Staphylococcus aureus,Chlamydia trachomatis,Mycoplasma pneumoniae,Klebsiella sp,B
"Mujer de 56 años, con estreñimiento crónico y tumoración sangrante que protruye por margen anal al defecar, que la 
reduce manualmente. Examen anal: tumoración blanda suprapectínea que protruye en el cuadrante anterior derecho. 
Se diagnostica hemorroides internas. ¿A que grado corresponde?",II,IV,V,I,III,E
¿Cuál es el manejo inicial de la epistaxis anterior en niños?,Uso de hemostáticos locales,Cauterización del punto de sangrado,Compresión digital por 5 minutos,Taponamiento nasal anterior,Uso de adrenalina local,C
"Varón de 70 años hipertenso, diabético, hipertiroideo, llevado a emergencia por presentar dolor en primer dedo de pie 
derecho. Examen: aumento de volumen en primera articulación metatarso falángica derecha. ¿Cuál es el fármaco 
asociado a este efecto adverso?",Insulina,Metformina,Enalapril,Hidroclorotiazida,Levotiroxina,D
"Escolar de 6 años procedente de Ica, es traido a emergencia por presentar dolor óseo generalizado, ictericia y palidez 
marcada. Examen: hepatoesplenomegalia, extremidades normales. Laboratorio: hemoglobina 6 g/dl, BT: 12 mg/dl, BD: 
2 mg/dl, eritrocitos en semiluna. ¿Cuál es el diagnóstico?",Dengue,Brucelosis,Paludismo,Anemia falciforme,Leptospirosis,D
"En un politraumatizado con fracturas en miembros superiores. ¿Cuál es la causa más frecuente de síndrome 
compartimental?",Alteración del drenaje linfático,Isquemia de los tejidos blandos,Edema muscular,Contractura muscular,Fracturas óseas,C
"¿Cuál es el procedimiento ideal de vigilancia epidemiológica, de las infecciones intrahospitalarias en el establecimiento 
de salud, según la Directiva Sanitaria de Supervisión?",Activa,Centinela,Pasiva,De eventos,Mixta,E
"Granmultigesta a término, sin control prenatal, acude por contracciones uterinas. Al examen: LCF: 140X', contracciones 
uterinas 3 en 10 min. con dilatación completa, luego de parto fallece por presentar atonia uterina. ¿Cuál es el tipo de 
muerte materna?",Tardía,Indirecta,Extrema,Temprana,Directa,E
"Lactante de 12 meses, sin antecedentes patológicos, traído por su madre a emergencia por presentar bruscamente 
fiebre alta, convulsiones tónico-clónicas generalizadas con duración de 10 minutos y recuperación de la conciencia. 
¿Cuál es el diagnóstico probable?",Síncope febril,Convulsión febril compleja,Estado epiléptico,Mioclonías generalizadas,Convulsión febril simple,E
¿Qué sustancia química produce broncodilatación?,Prostagladina E2,Prostagladina D2,Factor activador de plaquetas,Histamina,Leucotrieno D4,A
¿En cuál de las siguientes enfermedades se encuentra derrame pleural de tipo trasudado?,Mesotelioma,Mixedema,Hernia diafragmática,Granulomatosis de Wegener,Lupus eritematoso sistémico,B
"Gestante a término, acude por presentar contracciones uterinas esporádicas, hace una hora repentinamente dolor 
intenso en abdomen. Examen: PA: 90/60mmHg, FC: 90X', FR: 18X', AU: 34cm, LCF:110X', abdomen: hipersensibilidad 
e incremento del tono uterino y evidencia sangrado vaginal. ¿Cuál es el diagnóstico más probable?",Desprendimiento prematuro de placenta,Vasa previa,Ruptura uterina,Ruptura del seno marginal,Placenta previa,A
¿Cuál es el microorganismo que se aísla con mayor frecuencia en la mastitis puerperal?,Enterococcus faecalis,Klebsiella pneumoniae,Estreptococcus sp,Staphylococcus aureus,Proteus mirabilis,D
"Varón de 48 años, desde hace un mes presenta cambios de carácter, irritabilidad y dificultad para realizar actividades 
en el trabajo, que se acentúan durante las mañanas. Esposa refiere que está mas callado, demuestra poco interés por 
las actividades del hogar, con melancolía, adinamia y pérdida de peso. ¿Cuál es el diagnóstico mas probable?",Trastorno distímico,Fobia social,Obsesivo compulsivo,Depresión mayor,Ansiedad generalizada,D
En la estenosis del conducto colédoco como complicación post operatoria. ¿Cuál es la intervención quirúrgica indicada?,Coledocoduodenostomía,Colocación de dren de Kher,Hepatoyeyunostomía en Y de Roux,Colédoco anastomosis término-terminal,Dilatación del colédoco vía endoscópica,C
¿Qué elementos formes de la sangre (leucocitos) son más abundantes por microlitro en adultos?,Eosinófilos,Basólfilos,Monocitos,Neutrófilos,Linfocitos,D
"Varón de 36 años, con quemadura de 2° grado en el 45% de la superficie corporal, 3er grado en miembros inferiores; 
se indica fasciotomía. En el preoperatorio se administra 2 L de solución salina EV. ¿Cuál es la complicación más 
frecuente de la anestesia epidural?",Cardiopatía isquémica,Relajación muscular,Hipotensión arterial,Parálisis respiratoria,Cefalea intensa,C
"Infante de 3 años, con diarrea crónica, que se exacerba luego de ingesta de leche. Sospecha de deficiencia de lactasa. 
¿En qué monosacáridos se fragmenta la lactosa?",Fructosa y galactosa,Sacarosa y manosa,Manosa y fructosa,Galactosa y glucosa,Glucosa y celulosa,D
"Varón, recién nacido a término por cesárea electiva, APGAR 9 al minuto. A las dos horas presenta dificultad respiratoria, 
taquipnea, quejido espiratorio y retracciones. Rx de tórax: hiperexpansión, horizontalización costal, infiltrados perihiliares 
y diafragma plano. ¿Cuál es el diagnóstico?",Membrana hialina,Taquípnea transitoria,Neumonía aspirativa,Síndrome de aspiración meconial,Displasia broncopulmonar,B
"Mujer de 50 años, desde hace 6 años aumento progresivo del volumen en cuello, sin dolor. Hace un año se agrega tos 
y disfagia, cansancio. Examen: tiroides aumentada de tamaño, nódulo de 3 x 3 cm. superficie irregular y consistencia 
dura. Laboratorio: TSH elevado, ecografía: nódulo sólido hipoecogénico, contornos irregulares con microcalcificaciones 
centrales, mas alto que ancho. ¿Cuál es el diagnóstico más probable?",Enfermedad de Plummer,Tiroiditis de Hashimoto,Bocio endémico,Carcinoma papilar,Carcinoma folicular,D
"Ante la duda diagnóstica de síndrome compartimental en miembro superior. ¿Cuál es el método más utilizado para la 
medición de la presión intracompartimental?",Monitoreo de pulsos arteriales distales,Método de Stryker,Ecodoppler seriado,Catéter con mecha o de hendidura,Espectroscopía,B
En la prevención de la fiebre amarilla. ¿A cuántos días de la vacuna se logra la inmunidad?,5,20,30,15,10,E
"Paciente de 59 años, acude por presentar desde hace 8 semanas sangrado vaginal escaso, color marrón oscuro. FUR 
hace 9 años, sin antecedentes patológicos, ni de ingesta de fármacos. Examen ginecológico normal. ¿Cuál es la causa 
más frecuente?",Pólipo cervical,Atrofia endometrial,Hiperplasia endometrial,Carúncula uretral,Cáncer endometrial,B
¿Cuál es el anticonvulsivante que actúa inhibiendo los canales de sodio?,Fenitoína,Pregabalina,Gabapentina,Etosuximida,Vigabatrina,A
"La bilirrubina se encuentra en varias formas en la sangre, en la ictericia del recién nacido la aparición de orina colúrica 
se debe a ...",circulación de bilirrubina libre.,ligazón a proteina z y ligandina.,unión de la bilirrubina a la albúmina.,catabolismo del Hem.,degradación de hemoglobina eritrocitaria.,C
¿Qué caracteriza al síndrome depresivo en adolescentes?,Hiperfagia,Insomnio,Alucinaciones,Verborrea,Irritabilidad,E
"En el Modelo de Atención Integral en Salud basado en Familia y Comunidad, el eje de los determinantes de la salud 
corresponde a:",Las actividades sectoriales,La dimensión técnico operativa,El eje de las necesidades de salud,La dimensión política,Los prestadores de servicios,D
¿Cuál es el tipo de amenorrea en una mujer con diagnóstico de anorexa nervosa?,Idiopática,Autoinmunitaria,Ambiental,Hipotalámica,Iatrogénica,D
