questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"¿Cuál es el método radiológico de elección, en carcinoma de senos paranasales, para evaluar erosión, remodelación, 
matriz ósea y calcificaciones?",F-FDG PET,Ecografía,Radiografía,Tomografía,Resonancia,D
¿Cuál es el método imagenológico de elección para determinar el estadiaje local en el cáncer endometrial?,Tomografía,Ecografía,F-FDG PET,Radiografía,Resonancia,E
"Gestante de 32 semanas. Ecografía obstétrica: feto único activo con discrepancia progresiva de la edad gestacional 
según la longitud femoral y el DBP, rizomelia, mano en tridente, macromelia, abombamiento de la frente, nariz en silla 
de montar y tórax normal. ¿Cuál es el diagnóstico?",Hipofosfatasa congénita,Acondroplasia,Acondrogénesis,Displasia tanatofórica,Osteogénesis imperfecta,B
"¿Cuál es el método diagnóstico que requiere la inyección intravenosa de una pequeña cantidad de un radiofármaco que 
se absorbe en los huesos?",Resonancia,Ecografía,Mamografía,Gammagrafía,Tomografía,D
¿Cuál es el criterio tomográfico diagnóstico de los adenomas suprarrenales benignos?,Realce intenso con contraste,Masa de densidad inferior a 10 UH,Washout tardío,Masa de densidad superior a 50 UH,Porcentaje de contraste que desaparece menor a,B
"Varón de 30 años, buzo profesional, refiere dolor crónico de la cadera derecha. RM de caderas: hipointensidad semilunar 
en el hueso subcondral en T1 y T2 de la cabeza femoral derecha (signo de la medialuna). Gammagrafía: hipercaptación. 
¿En qué etapa de necrosis avascular se encuentra?",IV,V,III,II,I,C
"Paciente anciano se presenta con dolor agudo en el cuadrante inferior izquierdo. La sospecha clínica es diverticulitis. 
¿Qué examen de elección debería realizarse?",Ecografía Doppler,Tomografía,Radiografía a doble contraste,Tránsito intestinal,Resonancia,B
"Mujer con diagnóstico de cáncer de cérvix y conglomerados ganglionares en pelvis que condiciona dolor y anuria. ¿Cuál 
es el procedimiento intervencionista a realizar?",Urografía excretora,Pielografía ascendente,Nefrostomía percutánea,Uretrocistografía,Nefrolitotomía,C
¿Cuál es el examen radiológico indicado para evaluar permeabilidad de trompas uterinas?,Ecografía,Tomografía,Resonancia,Histerosonografía,Histerosalpingografía,E
"En relación al cáncer de tiroides y el uso del PET-CT, señale la respuesta correcta:",La recaptación de FDG es indicativo de un tipo,Los carcinomas medular y anaplásico no son,Existen falsos negativos en los casos de,No sirve para lesiones que no concentran yodo,"El carcinoma diferenciado de tiroides,",E
"Paciente acude a control post tratamiento por cáncer papilar de tiroides. ¿Qué grupos ganglionares cervicales son más 
sospechosos de presentar metástasis?",I y II,V y VI,III y IV,I y VII,II y V,C
En relación a los filtros de vena cava inferior. ¿Cuál es la respuesta correcta?,No es necesario realizar cavografía previa,Deben colocarse en su mayoría por encima de la,Se colocan de rutina en mujeres embarazadas,Tasa de recurrencia de TEP es alta posterior a su,Evitan la tromboembolia pulmonar originada en,E
¿Cuál es el estudio radiológico indicado para la valoración de una paciente con presencia de masa pélvica?,Histerosalpingografia,Ecografía,Radiografía,Tránsito intestinal,Fluoroscopía,B
¿Cuáles son las estructuras vasculares más utilizadas en las fístulas arteriovenosas para hemodiálisis?,Humerocefálica,Axilohumeral,Radiocubital,Femorotibial,Tibioperoneo,C
"En cáncer de pene. ¿Qué método de diagnóstico se utiliza para evaluar extensión del compromiso del pene, luego de 
una erección artificial?",Tomografía,Ecografía,F-FDG PET,Radiografía,Resonancia,E
"Paciente con diagnóstico de silicosis simple. TC de tórax: nódulos pulmonares bien definidos de 1 a 10 mm. ¿Cuál es 
su ubicación más frecuente?",Inferior izquierdo,Superior derecho,Mediolateral,Língula,Lateral izquierdo,B
¿Cuál es el tumor benigno de la parótida más frecuente?,Tumor de Whartin,Adenoma pleomorfo,Hemangioma capilar,Linfangioma quístico,Schwannoma,B
"¿En qué porcentaje mejora la exactitud diagnóstica del cáncer, la fusión de las modalidades de imágenes de la 
tomografía de emisión de positrones (PET) con la tomografía computarizada (TC)?",20,40,70,90,10,B
"Varón de 30 años, sufre traumatismo cerebral por accidente de tránsito. TC cerebral: normal. RM cerebral: focos 
hiperintensos en T2 en la sustancia blanca cerebral, cerebelosa y en el tronco cerebral, sin realce con la sustancia de 
contraste. ¿Cuál es la primera posibilidad diagnóstica?",Hematoma epidural,Hemorragia subaracnoidea,Lesión axonal difusa,Hematoma subdural,Hemangioma venoso,C
¿Qué tipo de lesión aparece con más frecuencia en el mediastino medio?,Quiste,Timoma,Adenopatía,Teratoma,Linfoma,C
"¿Cuál es la técnica de elección en el carcinoma de orofaringe, para estadiar los ganglios linfáticos cervicales de tamaño 
normal que tienen metástasis?",Tomografía,Ecografía,Radiografía,Resonancia,F-FDG PET,A
¿Qué órgano es el sitio más común de metástasis en el carcinoma de células renales?,Óseo,Hígado,Pulmón,Páncreas,Bazo,C
"En la clasificación de Bosniak de los quistes renales. ¿Qué tipo corresponde a la descripción tomográfica de imagen 
quística con fina calcificación mural, sin realce con la sustancia de contraste?",III,I,IV,II,V,D
¿Cuál es la complicación relativamente infrecuente en una colecistostomía percutánea con abordaje subcostal?,Hemorragia,Infección,Peritonitis,Neumotórax,Aspiración,D
¿Cuál es un signo directo por TC en un paciente con sospecha de lesión aguda de la aorta torácica?,Pseudoaneurisma,Hematoma periaórtico,Infarto esplénico,Formación de trombos,Embolia,A
¿Qué estructuras encefálicas están mayormente comprometidas en la atrofia cerebral de Pick?,Lóbulos frontales y temporales,Lóbulos parietales,Protuberancia anular,Bulbo raquídeo,Lóbulos occipitales.,A
¿Cuál es la indicación para un enema de bario con contraste simple?,Diarrea acuosa,Dolor abdominal,Detectar cáncer,Sospecha de fístula,Sangrado rectal,D
"Paciente que durante estudio tomográfico de abdomen con contraste yodado, para despistaje de cáncer, presenta una 
reacción anafiláctica severa; por lo cual se asegura la vía aérea, se administra oxígeno y suero salino. ¿Cuál es el 
medicamento a utilizar de forma inmediata?",Dexametasona,Adrenalina,Ketamina,Clorfeniramina,Diazepam,B
¿Cuál es la característica ecográfica sospechosa de un nódulo tiroideo maligno?,Hiperecogénico,Espongiforme,Más alto que ancho,Vascularidad periférica,Margen definido,C
"Varón de 30 años, con debilidad progresiva de extremidades inferiores de larga data. Radiografía ósea: normal. 
Gammagrafía ósea: captación difusa e intensa en la mayor parte de los grupos musculares. ¿Cuál es el diagnóstico?",Miositis diseminada,Hematoma,Sarcoma,Fibromialgia,Distensión muscular,A
"En una TC de abdomen. ¿A partir de cuántos grados de contigüedad del cáncer pancreático con la vena porta y vasos 
mesentéricos superiores, se considera irresecable?",180,150,120,90,60,A
¿A qué clasificación TI RADS corresponde un quiste simple de 5 mm?,1,3,4,2,5,D
"¿Cuál es la lesión que al estudio ecográfico presenta una masa renal hiperecogénica, de contornos definidos, con 
sombra acústica posterior y sin calcificaciones?",Linfoma,Hematoma,Metástasis,Oncocitoma,Angiomiolipoma,E
"¿En una ecografía transvaginal, realizada a una gestante, a partir de que semana se observa el saco gestacional?",11,13,5,7,9,C
¿Cuál de las siguientes patologías corresponde a un trastorno de la migración neuroblástica cerebral?,Holoprosencefalia,Malformación de Chiari,Malformación de Dandy-walker,Lisencefalia,Disgenesia del cuerpo calloso,D
¿Cuál es el hallazgo tomográfico más indicativo de pancreatitis crónica?,Aumento focal del tamaño del páncreas,Dilatación del conducto pancreático,Intenso realce del parénquima con el contraste,Calcificaciones pancreáticas intraductales,Atrofia del parénquima pancreático,D
La torsión testicular es una urgencia quirúrgica. ¿Cuál es el examen imagenológico para confirmarla?,Tomografía,Ecografía Doppler-color,Gammagrafía con yodo 131,Resonancia,Uretrocistografía,B
"Varón de 50 años acude a control por cáncer de tiroides. TC de tórax: nódulo pulmonar de contornos definidos de 10 
mm con densidad grasa y macrocalcificaciones (palomitas de maíz). ¿Cuál es el diagnóstico?",Hematoma,Papiloma,Granuloma,Hamartoma,Metástasis,D
¿Cuál es el medio donde se introduce las muestras histológicas obtenidas en una biopsia percutánea de mama?,Alcohol,Bencina,Yodo,Formol,Agua,D
En las fracturas ocasionadas por maltrato infantil. ¿Cuál es la estructura anatómica más afectada?,Tercio medio de clavícula,Metatarsiano,Arcos costales posteriores,Húmero diafisiario,Sacro coccígeo,C
¿Cuál es el hallazgo radiológico más frecuente en un mesotelioma maligno?,Desplazamiento del mediastino,Engrosamiento pleural irregular,Pérdida de volumen del hemitórax,Derrame pleural loculado,Masa en cisura interlobular,D
"¿En un estudio mamográfico, que porcentaje de asimetrías en desarrollo, representan lesiones malignas?",15,30,45,60,75,A
"Paciente con dolor intenso en el flanco, después de estar caminando todo el día. ¿Qué examen debe solicitar para 
confirmar litiasis renal como causa del dolor?",Tomografía,PET-CT,Ecografía,Radiografía,Resonancia,A
¿Cuál es la técnica de imagen para realizar un drenaje percutáneo de un absceso renal?,Gammagrafía,Fluoroscopía,Resonancia,Ecografía,Radiografía,D
"¿Cuántas veces más equivale la dosis de radiación que absorbe un paciente durante la TC de abdomen en comparación 
con una radiografía de tórax?",50-75,300-350,80-90,100-250,30-50,D
¿Cuál es la mejor prueba gammagráfica para detección de tejido esplénico?,Con uso de DTPA,Marcada con eritrocitos labilizados con calor,Con eritrocitos marcados con Iodo 131,Con eritrocitos marcados con Tecnecio 99m,Con uso de Xenon 133,B
¿Qué radiofármaco se usa en la gammagrafía ósea?,Yodo 123,Tc-99m,Galio 67,Talio 201,Indio 111,B
¿Qué fase de la TC con contraste detecta la extensión venosa del carcinoma de células renales?,Venosa,Nefrográfica,Corticomedular,Excretora,Portal,C
"Paciente de 60 años con diagnóstico de astrocitoma cerebral, quien recibió radioterapia. ¿Qué técnica de imagen 
utilizaría para diferenciar tumor residual o recurrente de una necrosis por radiación?",Resonancia,Tomografía computarizada,Angiografía digital,Tomografía por emisión de positrones,Gammagrafía de perfusión,D
"Niño de 2 años con dolor abdominal tipo cólico intermitente que le genera irritabilidad y llanto, además presenta heces 
en mermelada de grosella y masa abdominal palpable. Ecografía abdominal: imagen de seudoriñón en flanco derecho. 
¿Cuál es el diagnóstico?",Apendicitis,Hernia inguinal,Intususcepción,Vólvulo,Adherencias,C
"¿Cuál es el grado que corresponde al hallazgo de inflamación pancreática y peripancreática, en la clasificación 
tomográfica de pancreatitis aguda?",C,A,B,D,E,A
Paciente de 60 años con sospecha de mieloma múltiple. ¿Cuál es el primer método diagnóstico que evalúa lesión ósea?,Gammagrafía,Radiografía,Resonancia,Tomografía,Ecografía,B
"Paciente con obesidad mórbida es llevado a emergencia por accidente de tránsito. Examen: palidez, dolor abdominal y 
taquicardia. Ecografía: no presenta líquido libre. ¿Cuál es el siguiente método de diagnóstico a realizar?",Resonancia sin contraste,Tomografía con contraste,Radiografía convencional,Resonancia con contraste,Tomografía sin contraste,E
"Mujer de 56 años con nódulo palpable en mama derecha. Mamografía: patrón mamario D. Ecografia: quiste de pared 
imperceptible, con ecos tenues y homogéneos, con vascularización periférica sin componente sólido en su interior. 
¿Cuál es el diagnóstico?",Quiste complejo,Quiste simple,Colección simple,Quiste complicado,Colección mixta,D
"Mujer de 40 años de edad, acude a chequeo mamográfico de tamizaje. Mamografía derecha: calcificaciones agrupadas 
menos definidas en la proyección craneocaudal que en el oblicuo medio lateral, por lo que se indica una proyección 
adicional de 90° (lateral estricta), encontrándose calcificaciones semilunares, curvilíneas o lineales. ¿Cuál es el tipo de 
calcificación?",Leche cálcica,Hilos de sutura,Distróficas,Macrocalcificaciones,Redondeadas,A
¿Cuál es el lugar más frecuente de metástasis en el carcinoma de células renales?,Hueso,Pulmón,Hígado,Suprarrenal,Páncreas,B
"Varón de 70 años con diagnóstico de neumonía y tratamiento interrumpido. TC de tórax: zona de consolidación con 
imagen redondeada e irregular que muestra vascularización centrípeta. ¿Cuál es el diagnóstico?",Empiema,Hemotórax,Hidrotórax,Atelectasia,Absceso,E
¿En qué parte del riñón se origina el carcinoma de células renales?,Túbulos proximales,Glomérulo,Túbulos distales,Asa de Henle,Tubo colector,A
¿Cuál de los radiofármacos de yodo se utiliza en gammagrafía de tiroides?,123,128,133,138,143,A
"Varón de 50 años acude a consulta médica por presentar acidez, disfagia a nivel subesternal y dolor abdominal superior. 
¿Qué examen radiológico contrastado le indicaría?",Esófagograma,Tránsito intestinal,Colon doble contraste,Esófagogastroduodenal,Enteroclisis,D
¿Cuál es la indicación de drenaje biliar transhepático percutáneo?,Colecistitis,Pancreatitis,Colangitis,Hepatitis,Ascitis,C
¿Cuál es la ubicación más frecuente de un embarazo ectópico?,Ovario,Cérvix,Abdomen,Trompa,Endometrio,D
"En la calidad de imagen ecográfica mamaria. ¿Cuál es el factor que se refiere a la configuración de la profundidad de 
tejido que aparece en el monitor que incluye al parenquima fibroglandular y el músculo pectoral?",Frecuencia del transductor,Zona focal,Imagen compuesta,Ganancia en escala de grises,Campo de la imagen,E
"Gestante de 30 semanas acude a control. Ecografía: feto único activo, cerebro con dilatación quística y agrandamiento 
del 4to ventrículo, hipoplasia del vermis y elevación del tentorium. ¿Cuál es el diagnóstico?",Malformación de Dandy Walker,Megacisterna magna,Quiste aracnoideo de la fosa posterior,Quiste de la bolsa de blake,Hipoplasia pontocerebelar,A
¿Cuál es el mejor método de imágenes para estudiar los traumatismos abdominales?,PET-CT,Gammagrafía,Resonancia,Tomografía,Ecografía,D
En una radiografía simple de abdomen. ¿Qué estructuras participan en el signo de la doble burbuja?,Duodeno e íleon,Estómago y bulbo duodenal,Yeyuno e íleon,Íleon y colon ascendente,Esófago y yeyuno,B
"¿Cuál de los siguientes métodos diagnósticos NO forma parte del abordaje estándar al momento del diagnóstico, ni en 
el seguimiento del cáncer de riñón?",Ecografía,Tomografía,Resonancia,PET CT,Gammagrafía ósea,D
¿Cuál es la causa más frecuente de invaginación colónica en los adultos?,Cáncer,Divertículo,Pólipo,Adenoma,Lipoma,A
¿Cuál es el hueso del carpo que se fractura con mayor frecuencia?,Semilunar,Piramidal,Escafoides,Pisiforme,Trapecio,C
Mujer postmenopáusica con sangrado vaginal. ¿Qué examen imagenológico valora mejor el endometrio?,Tomografía,Ecografía transvaginal,Histerosalpingografía,Fluoroscopía,F-FDG PET,B
¿Cuál es la indicación para realizar una nefrostomía percutánea urgente?,Pionefrosis,Retiro de cálculo,Acceso para intervención ureteral,Preservar función renal,Curación de fístula,A
¿Cuál es el tipo de tumor pielocalicial renal más frecuente?,Carcinoma de células renales,Linfoma,Leiomioma,Carcinoma de células transicionales,Oncocitoma,D
¿Cuál es el nombre de la fractura transversa de la base del quinto metatarsiano?,Barton,Bennett,Freiberg,Jones,Segond,D
"Varón de 40 años, con hipoacusia neurosensorial, acúfenos, mareos, trastorno de la marcha y cefalea. RM del ángulo 
pontocerebeloso: lesión de señal intermedia en T1 con intenso refuerzo con la sustancia de contraste, aspecto de ""cono 
de helado"" en el ángulo pontocerebeloso derecho. ¿Cuál es su primera posibilidad diagnóstica?",Neurinoma,Meningioma,Hemangioma,Condrosarcoma,Granuloma,A
"Lactante prematuro presenta distensión abdominal, vómitos, sangre en heces, letargia y fiebre. Radiografía de 
abdomen simple: asas intestinales distendidas en forma asimétrica y patrón moteado de aire en la pared intestinal. 
¿Cuál es el diagnóstico?",Enterocolitis necrotizante,Estenosis del píloro,Divertículo de Meckel,Vólvulo intestinal,Intususcepción,A
