questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cuál es la alteración genética que se presenta en el 90% de los cánceres renales de células claras?,Copia adicional del brazo corto del cromosoma 12,Pérdida del brazo corto del cromosoma 9,Amplificación del cromosoma 8q24,Deleción del brazo corto del cromosoma 3,Amplificación del cromosoma 11p13,D
"Mujer de 16 años desde hace 2 días, disuria y polaquiuria, el día de hoy se asocia malestar general, vómitos, fiebre y 
dolor lumbar bilateral. Examen: PPL derecho positivo. Hemograma: leucocitosis con desviación izquierda, examen de 
orina: leucocituria y microhematuria. ¿Cuál es el diagnóstico más probable?",Cistitis,Gastroenteritis,Pielonefritis,Colecistitis,Uretritis,C
"Mujer de 53 años operada hace 2 semanas de histerectomía laparoscópica por miomatosis uterina. Desde hace 2 días 
presenta escape permanente de orina, a pesar de tener deseo miccional normal, que no cede con la colocación de 
sonda foley uretral. Examen: salida de líquido amarillo claro por vagina, resto sin alteraciones. ¿Cuál es el diagnóstico 
más probable?",Infección urinaria,Fístula vesicovaginal,Fístula ureterovaginal,Seroma retropúbico,Infección sitio operatorio,C
¿Cuál de las siguientes opciones es correcta con respecto al trauma uretral posterior?,Requieren cirugía inmediata,Mayormente son lesiones iatrogénicas,Se diagnostica con ecografía doppler,Usualmente son por fractura pélvica,Secundaria a caida en horcajadas,D
¿Cuál es la triada tomográfica de la pielonefritis xantogranulomatosa?,"Riñón no funcionante, hipotrofia renal y cálculo","Cálculo obstructivo, hipotrofia renal y aire en","Nefromegalia, aire en parénquima y pionefrosis","Pionefrosis, hipotrofia renal y cálculo coraliforme","Nefromegalia, cálculo obstructivo y riñón no",E
"Varón de 56 años, con DM2 no controlada, acude con cuadro séptico de punto de partida urinario. UROTEM: 
nefromegalia derecha con presencia de aire dentro del parénquima renal. ¿Cuál es el diagnóstico más probable?",Prostatitis aguda,Pielonefritis enfisematosa,Tuberculosis genitourinaria,Quiste parapiélico infectado,Litiasis urinaria,B
"¿Cuál es la enfermedad de etiología infecciosa y evolución crónica en que el parenquima renal es remplazado por 
microabscesos y granulomas con macrófagos cargados de lípidos que le confieren aspecto espumoso?",Pielonefritis enfisematosa,Pielonefritis xantogranulomatosa,Tuberculosis genitourinaria,Quiste renal hemorrágico,Nefrocalcinosis corticomedular,B
"Niño de 2 años a quien se le realiza orquiectomía radical derecha por tumor testicular de 0.5 cm. AP: Coriocarcinoma, 
tumor confinado a testículo derecho, no invasión linfática ni vascular, bordes quirúrgicos libres de neoplasia. Marcadores 
tumorales negativos. TEM toracoabdominal: no evidencia de linfadenopatías ni metástasis. ¿Qué tratamiento le 
corresponde según la estadificación de la enfermedad?",Observación,1 ciclo de BEP,2 ciclos de BEP,Linfadenectomía inguinal,3 ciclos de BEP,C
¿Cuál es un factor de riesgo para cáncer de próstata?,Alta actividad sexual,Antecedente familiar directo,Raza asiática,Alta ingesta de zinc,Grupo sanguíneo AB,B
"Varón de 38 años, portador de VIH en TARGA, carga viral indetectable. Acude por dolor lumbar izquierdo intenso de 3 
horas con irradiación a fosa iliaca ipsilateral, náuseas y vómitos. Examen: PPL izquierdo dudoso. Se diagnostica cólico 
renoureteral izquierdo, y se indica analgesia. UROTEM sin contraste: riñón izquierdo con dilatación piélica. Ureter 
ipsilateral dilatado en su tercio medial y proximal, sin imágenes hiperdensas en vía urinaria. Hemograma: leucocitosis. 
Examen de orina: hematies >50/campo, leucocitos 5/campo. ¿Cuál es la opción más probable?",El cuadro es por una pielonefritis enfisematosa,Probablemente tiene un cálculo de ácido úrico,Es un cálculo ureteral compuesto por indinavir,Es una tuberculosis genitourinaria,Es una ureteritis postinfecciosa,C
¿Cómo se denomina al aumento de volumen de líquido seroso en la cavidad vaginal testicular?,Varicocele,Espermatocele,Orquitis,Hidrocele,Epididimitis,D
¿Cuál es una característica del Antígeno prostático específico (PSA)?,Es específica para cáncer,Es escaso en el líquido seminal,Induce la coagulación del fluido seminal,Se sintetiza en el epitelio conductal y acinar,Se sintetiza y secreta en las vesículas seminales,D
¿Cuál es el recorrido del uréter pelviano femenino con respecto a la arteria uterina y ligamento ancho?,Pasa por detrás y lateral al ligamento ancho,Se dirige por delante de la arteria uterina,Es cruzado lateralmente por la arteria uterina,Atravieza por detrás la base del ligamento ancho,Se situa por delante y medial a la arteria uterina,C
"Para la neuromodulación sacra, adyacente a la raíz de cuál nervio se implanta un electrodo permanente:",S1,S2,S4,S5,S3,E
"Varón de 58 años, con hematuria recurrente desde hace 1 mes, hace 3 días inicia con dolor lumbar izquierdo irradiado 
a flanco ipsilateral asociado a hematuria que disminuye con analgésicos VO. Examen: pálido. Ecografía: Hidronefrosis 
izquierda con dilatación de uréter proximal ipsilateral, no se visualizan imágenes hiperrefringentes en vía urinaria ni 
riñón, vejiga sin alteraciones. Urografía excretoria: imagen irregular por defecto de relleno en uréter proximal izquierdo 
de 1 cm de longitud, que ocupa el 80% de la luz ureteral. Hidronefrosis izquierda. ¿Cuál es el diagnóstico más probable?",Tumor del urotelio,Litiasis renal,Tumor de células claras,TBC urinaria,Pielonefritis crónica,A
"Mujer de 63 años, con hematuria desde hace 2 días, asociado a urgencia miccional y dolor suprapúbico, no disuria ni 
fiebre. Examen: piel pálida, se palpa globo vesical. Examen de orina: hematíes >100/campo, leucocitos 5/campo. 
Ecografía: imagen de aspecto sólido heterogéneo que ocupa toda la vejiga, a descartar coágulo organizado, 
engrosamiento de pared vesical a nivel de pared lateral izquierda. ¿Cuál es la conducta más apropiada?",Solicitar cistografía miccional,Solicitar nueva ecografía,Realizar urodinamia,Realizar cistoscopía,Solicitar BTA TRAK,D
"Niño de 2 años cuya madre refiere que al momento de miccionar se forma una bolsa en prepucio. Examen: testículos 
en bolsa escrotal, prepucio largo, no reductible, no se descubre glande. ¿Cuál es el diagnóstico?",Parafimosis,Hipospadias,Epispadias,Micropene,Fimosis,E
¿Cuál es el tratamiento farmacológico de la eyaculación precoz?,Inhibidores de fosfodiesterasa-5,Inhibidores de la recaptación de serotonina,Inhibidores de 5-alfa reductasa,Inhibidor de liberación gonadotropina,Inhibidor de sintetasa de oxido nítrico,B
"Lactante de 2 meses con testículo derecho no descendido. Examen: testículo izquierdo palpable sin alteraciones, 
testículo derecho no palpable en bolsa escrotal, se palpa masa blanda en canal inguinal derecho. Ecografía: testículo 
derecho en canal inguinal. ¿Cuál es el tratamiento más adecuado?",Laparoscopía exploratoria inmediata,Orquidopexia derecha inmediata,Laparoscopía exploratoria al año de edad,Orquidopexia derecha al año de edad,Orquidopexia bilateral inmediata,D
¿Cuál de las siguientes alternativas es una característica de las cistitis hemorrágica por adenovirus en la infancia?,Es de comportamiento crónico,Es más frecuente en varones,La hematuria cede en 2 semanas,Causa dilatación ureteral,Suelen precisar biopsia vesical,B
"Varón de 36 años con orquiectomía radical izquierda por tumor testicular. AP:  coriocarcinoma, con invasión linfática, a 
la túnica albuginea y vaginal. TEM toracoabdominal: conglomerado adenomegálico para-aórtico de 3 cm, no masas 
viscerales. AFP: 1,500 ng/ml, HCG: 34,000 mIU/ml, LDH 3,5xN. ¿Qué estadificación le corresponde según la AJCC?",IIA,IIIA,IIIB,IIIC,IIB,C
¿Cuál de las siguientes afirmaciones es correcta con respecto al priapismo?,Es frecuente en pacientes diabéticos,El de bajo flujo es una urgencia médica,El más frecuente es el de alto flujo,Se resuelve fácilmente con anticolinérgicos,Es causado usualmente por infecciones,B
"Varón de 27 años con disuria persistente desde hace 10 días, ha recibido tratamiento con quinolonas por 7 días por 
leucocituria con urocultivo negativo sin mejoría. Hace 20 días contacto sexual sin protección. Examen: Eritema en meato 
urinario, escasa secreción amarillenta. Examen directo: leucocitos >10/campo, cocos grampositivos. ¿Cuál es el 
diagnóstico más probable?",Uretritis gonocócica,Prostatitis aguda,Uretritis no gonocócica,Litiasis urinaria,Balanopostitis bacteriana,C
¿Cuál es el tumor testicular maligno más frecuente en la infancia?,Coriocarcinoma,Seminoma puro,Tumor de células Sertoli,Teratoma maduro,Tumor del saco vitelino,E
"Mujer de 60 años con escape de orina al toser y estornudar, niega urgencia miccional, no nicturia ni sensación de bulto 
vaginal. Examen: uretrocistocele I°. ¿Qué tipo de incontinencia presenta?",De urgencia,Mixta,Rebozamiento,Paradójica,De esfuerzo,E
"Varón de 68 años portador de sonda foley uretral desde hace 5 meses. Desde hace 3 días coloración azulada/púrpura 
de la orina en todo el trayecto de la bolsa colectora urinaria. No malestar general ni fiebre. ¿Cuál de los siguientes 
gérmenes puede ser el causante de dicha coloración?",Escherichia coli,Staphylococo spp,Klebsiella spp,Actinomyces israelii,Chlamydia spp,C
¿Qué procedimiento se usa para calcular el caudal miccional máximo y el volumen miccional?,Cistoscopía,Ecografía,Cistografía,Uretrografía,Flujometría,E
¿Cómo se denomina al riñón tuberculoso terminal que ha sido reemplazado por tejido caseoso?,Signo de la garra del oso,Riñón mastic,Riñón en dedal,Signo de mordida de ratón,Signo del anillo cortical,B
"A la triada de uretritis inespecífica, poliartritis e inflamación de la conjuntiva, se le denomina síndrome de...",Potter.,Colombino.,Reiter.,Arnold.,Cushing.,C
"Mujer de 53 años, con DM2 no controlada e hipotiroidismo, fiebre de 2 días, dolor lumbar derecho y malestar general. 
Hemograma: leucocitosis con desviación izquierda, examen de orina: piuria. Ecografía: riñón derecho aumentado de 
volumen, parénquima irregular, no masas, no hidronefrosis. Se hospitaliza e inicia tratamiento EV con Meropenem, 
continua con dolor lumbar y picos febriles después de 5 días de tratamiento. ¿Cuál es la causa más probable?",Abdomen agudo,Neumonía intrahospitalaria,Colecistitis aguda,Pancreatitis crónica,Absceso renal/perirrenal,E
"Lactante de 6 meses con 2 episodios de infección urinaria febriles desde su nacimiento. Examen: talla y peso bajos 
para la edad, leve palidez, abdomen y genitales sin alteraciones. Ecografía: riñón izquierdo con parénquima irregular, 
dilatación moderada de pelvis renal, uréter izquierdo dilatado en toda su extensión. Vejiga: se observa jet ureteral 
bilateral. ¿Cuál de los siguientes exámenes solicita para confirmar el diagnóstico?",UROTEM con contraste,Cistouretrografía miccional,Urografía excretoria,Ureteropielografía ascendente,Uretrocistoscopía,B
"Varón de 17 años, desde hace 2 días disuria, secreción purulenta abundante por meato uretral, relaciones sexuales sin 
protección hace 7 días. Examen: secreción mucopurulenta abundante por meato uretral, no ulceraciones en pene. 
Tinción gram: diplococos gramnegativos intracelulares. ¿Cuál es el diagnóstico?",Infección urinaria,Uretritis gonocócica,Uretritis clamidiásica,Chancro blando,Prostatitis aguda,B
"Varón de 65 años, hipertenso controlado, con diagnóstico de Adenocarcinoma de próstata, Gleason 5+3=8, que 
compromete ambos lóbulos, con invasión perineural, no compromiso capsular. TEM abdomino pélvica: no se observan 
linfadenomegalias, ni compromiso extracapsular prostático. PSA: 26 ng/ml. Gammagrafía ósea negativa para 
metástasis. ¿Cuál de las opciones es correcta?",Requiere dosaje de PCA3,Es un cáncer de alto riesgo,Es un estadío clínico IV,Se debe realizar vigilancia activa,Requiere hormonoterapia,B
¿Cuál de los siguientes gérmenes causa cerca del 10% de infecciones urinarias en mujeres jóvenes?,Escherichia coli,Pseudomona areuginosa,Staphylococcus saprophyticus,Streptococcus epidermidis,Proteus mirabilis,C
La incontinencia urinaria de esfuerzo masculina suele ser debido a...,retención urinaria crónica.,vejiga hiperactiva idiopática.,lesión iatrogénica del esfínter.,debilidad músculos perineales.,litiasis intraprostática.,C
"Varón de 63 años con nicturia, chorro disminuido de fuerza, goteo terminal, tenesmo vesical, niega urgencia miccional. 
Tacto rectal: próstata fibromuscular. PSA 2.1 ng/ml. Ecografía: vejiga con RPM 20%, próstata de 56 g. ¿Cuál esquema 
de tratamiento es el más adecuado?",Dutasteride + tamsulosina,Tamsulosina + oxibutinina,Dutasteride + solifenacina,Finasteride + dutasteride,Finasteride + oxibutinina,A
El Tadalafilo actúa inhibiendo a...,sintetasa de óxido nítrico.,guanosin 5-monofosfato.,fosfodiestarasa-5.,calcio intracelular.,5-alfa reductasa.,C
"D. calcio intracelular.  
E. 5-alfa reductasa.  
 
48. ¿Cuál de las siguientes es correcta con respecto al cáncer del tracto urinario superior?",Los tumores de uréter tienen mejor pronóstico,La multifocalidad tumoral no altera el pronóstico,El carcinoma de células pequeñas es el más,Es más frecuente en la pelvis renal que en,Es más frecuente en el tercio distal del uréter,D
"Varón de 65 años con síntomas leves del tracto urinario bajo. TR: próstata de 3x3cm, nódulo duro de aproximadamente 
1cm en ápice de lóbulo izquierdo, glándula móvil, no dolorosa de bordes regulares. PSA total: 8.5 ng/ml. ¿Cuál es la 
conducta más apropiada?",Medir PSA libre,PSA total en 2 semanas,Resonancia magnética nuclear,Biopsia prostática transrectal,Reevaluación en 1 mes del TR,D
"La realización de una biopsia de tumor renal por vía percutánea bajo guía ecográfica o tomográfica no es un 
procedimiento habitual, pero puede estar indicada en un tumor...",pequeño que será tratado con ablación por,"grande, sólido, confinado a riñón.","quístico, heterogéneo, bosniak IV.",primario que va a ser tratado con nefrectomía,primario que va a ser tratado con nefrectomía,A
"Varón de 37 años con dolor testicular derecho desde hace 2 días, ha presentado fiebre y malestar general progresivo, 
desde hace 7 días disuria que disminuye con analgésicos urinarios. Examen: hemiescroto derecho con flogosis 
marcada, epidídimo engrosado, muy doloroso, testículo doloroso aumentado de volumen y consistencia ¿Cuál es el 
diagnóstico más probable?",Orquiepididimitis,Tumor testicular,Torsión testicular,Hernia inguinal,Quiste de epidídimo,A
"Varón de 56 años de raza negra, con antecedente de anemia drepanocítica, refiere disminución de la fuerza y duración 
de la erección que le impide tener relaciones sexuales. ¿Qué medida está contraindicada?",Uso de dispositivo de constricción por vacío,Gel transdérmico de enantato de testosterona,Inhibidores de la fosfodiesterasa-5,Inyección intracavernosa de prostaglandina E,Inyección IM de ésteres de testosterona,D
¿Cuál es el factor de virulencia más importante de la Escherichia coli?,La resistencia a la fagocitosis,Capacidad de adherencia al urotelio,Presenta polipéptidos citotóxicos,Tiene sustancias que captan hierro,Inactivan a los polimorfonucleares,B
"Con respecto a la población en general, los niños con riñón en herradura tienen 4 veces más predisposición de 
presentar...",riñón displásico.,síndrome de Potter.,tumor de Wilms.,riñón multiquístico.,tumor del uraco.,C
"Varón de 16 años, quien refiere prurito y eritema en pene. Al examen: prepucio largo, intenso eritema de glande y 
cubierto de pústulas superficiales. ¿Cuál es el microorganismo causante de la balanopostitis?",Candidiasis,Liquen escleroso,Liquen plano,Clamidiasis,Gonococica,A
Varón de 56 años con incapacidad para iniciar la erección desde hace 4 meses. ¿Cuál es la conducta inicial?,Realizar anamnesis completa,Enviar al paciente a psicología,Dosar testosterona total y libre,Indicar sildenafilo a demanda,Medir prolactina sérica,A
"Lactante femenina de 5 meses, madre refiere que desde hace 2 días presenta fiebre de 39°C, inapetencia, irritabilidad 
y baja de peso. Examen: paciente somnolienta, leve ictericia conjuntival, examen de orina: leucocituria. ¿Cuál es el 
diagnóstico más probable?",Cistitis aguda,Litiasis urinaria,Cistitis eosinofílica,Pielonefritis aguda,Bacteriuria asintomática,D
"La adenomectomía suprapúbica en la hiperplasia benigna de próstata se realiza en vez de la RTUP preferentemente 
cuando...",los síntomas son muy severos.,el paciente es anticoagulado.,la próstata es heterogénea.,se sospecha cáncer prostático.,la próstata es muy grande.,E
¿Cuál de las siguientes alternativas es una característica del reflujo vesicoureteral en lactantes?,Es más frecuente en la raza negra,Rara vez causa infección urinaria,Es la segunda causa de hidronefrosis,Incidencia es similar en ambos sexos,Incidencia aumenta con la edad,C
¿Cuál es un factor de riesgo para cáncer testicular?,Hernia inguinal,Balanopostitis,Cirugía escrotal,Criptorquidia,Trauma testicular,D
"¿Cuál es el medicamento para el tratamiento del síndrome vesical doloroso, que intenta remplazar la capa de sulfatos 
de glucosaminoglucanos?",Fenilsalicilato,Hidrocloruro de fenilhidramina,Toxina botulínica tipo A,Polisulfato de pentosano,Dimetilsulfóxido,D
¿Cuál es una característica de la tuberculosis renal en la infancia?,Es la enfermedad renal más frecuente,Se da por diseminación linfohematógena,Rara vez se extiende a uréteres,El cultivo de BK en orina es positivo en 10%,Usualmente la enfermedad es bilateral,B
"La duración del tratamiento antibiótico completo para la pielonefritis, debe ser de...",tres semanas.,siete días.,cinco días.,dos semanas.,tres días.,D
¿Cuál es una lesión premaligna de pene?,Balanopostitis,Liquen esclerosante,Dermatitis seborreica,Enfermedad de Bowen,Liquen plano,D
"Un factor de riesgo para infección urinaria en mujeres jóvenes, es la disminución de la población de Lactobacillus de la 
flora vaginal, que puede ser causada por uso de...",tampones.,preservativo.,espermicidas.,ropa sintética.,estriol vaginal.,C
¿Cuál de las siguientes es correcta con respecto al compromiso ganglionar en el cáncer de pene?,Con compromiso inguinal bilateral la sobrevida es,Solo se debe realizar disección glanglionar,En compromiso ganglionar pélvico la sobrevida es,Es el factor pronóstico más importante en la,La disección ganglionar inguinal rara vez tiene,D
¿Cuál es una característica del seminoma?,No eleva la AFP,Metástasis frecuente a hígado,Diseminación hematógena,De mal pronóstico,Más frecuente en lactantes,A
¿Cuál es una indicación absoluta de tratamiento quirúrgico en el traumatismo renal?,"Hematoma retroperitoneal en expansión, pulsátil",Laceraciones grandes de la pelvis renal,Lesión parenquimal con extravasación de orina,Gran hematoma subcapsular,Hipertensión renovascular,A
"Varón de 71 años, con tumoración en dorso distal de pene, exofítica, friable, de 1 cm. Biopsia: carcinoma epidermoide. 
RMN pélvica: tumoración en dorso de pene que invade fascia de Dartos; no compromiso de túnica albuginea, cuerpo 
esponjoso ni cavernoso. No linfadenomegalias inguinales. ¿Cuál es el tratamiento más adecuado considerando la 
extensión de la enfermedad?",Penectomía parcial,Penectomía total,Ablasión con criocoagulación,Exéresis local de la lesión,Quimioterapia sistémica,D
¿Cuál es el tumor maligno de origen renal más frecuente en niños de 1-5 años?,Leiomiosarcoma,Neuroblastoma,Rabdomiosarcoma,Nefroblastoma,Oncocitoma,D
"Varón de 59 años con retardo para iniciar la micción, goteo terminal, tenesmo vesical esporádico y nicturia 2 veces. 
Tacto rectal: próstata fibromuscular. PSA 1 ng/ml. Ecografía: riñones sin alteraciones; vejiga con RPM de 15% ; próstata 
homogénea de 24 g. ¿Cuál es el tratamiento más adecuado?",Finasteride,Tamsulosina,Oxibutinina,Solifenacina,Dutasteride,B
"Varón de 50 años con antecedente de derivación gástrica por úlcera duodenal, acude por dolor lumbar izquierdo intenso, 
irradiado a flanco e ingle ipsilateral, leve disuria. UROTEM: cálculo de 5 mm en uréter distal izquierdo que produce leve 
ureterohidronefrosis. ¿Cuál es la composición más probable del cálculo ureteral?",Ácido úrico,Oxalato de calcio,Fosfato amonio magnésico,Cistina,Fosfato de calcio,B
"Lactante de 8 meses con antecedente ecográfico prenatal de hidronefrosis leve derecha con infección urinaria 
recurrente, febriles, desde hace 4 meses. Ecografía: riñón derecho con hidronefrosis moderada, parénquima renal 
irregular levemente disminuido. Uréteres y vejiga sin alteraciones. Creatinina normal. ¿Cuál es la conducta terapéutica 
más apropiada?",Endopielotomía láser,Dilatación ureteral percutánea,Pieloplastía desmembrada,Colocación de catéter doble-jota,Nefrectomía laparoscópica,C
En la evaluación para trasplante renal se considera que es un receptor de bajo riesgo si...,tiempo de isquemia fría del donante es >24h.,la edad del donante es > 60 años.,previamente ha sido receptor de trasplante.,el panel de respuesta de anticuerpos < 10%.,donante con 20% de glomeruloesclerosis en,D
¿Cómo se denomina a la desembocadura del meato uretral en la superficie ventral del pene?,Epispadias,Micropene,Hipospadias,Fimosis,Parafimosis,C
"Varón de 14 años, desde hace 2 horas dolor súbito testicular izquierdo de moderada intensidad, náuseas y vómitos. 
Examen: edema y leve eritema escrotal, testículo izquierdo aumentado de volumen, horizontalizado, ascendido, reflejo 
cremastérico abolido. ¿Cuál es el diagnóstico más probable?",Torsión testicular,Varicocele,Torsión hidatide de Morgagni,Hidrocele,Hernia inguinal incarcerada,A
"Mujer de 62 años, viuda, hipertensa controlada. ITU a repetición desde hace 10 meses, recibiendo tratamiento antibiótico 
según antibiograma, tiene ecografía de vías urinarias completas sin anormalidades. TV: mucosa vaginal atrófica, no 
distopias. ¿Cuál considera que puede ser la causa más probable de estos episodios?",Presencia de cálculos urinarios,Disminución de estrógenos vaginal,Prolapso de órganos pélvicos,Baja ingesta de sal y magnesio,Efecto adverso del antihipertensivo,B
"Varón de 17 años con dolor penenano desde hace 2 horas posterior a relación sexual, niega contusiones. Examen: 
pene con glande y prepucio retraído edematoso, se observa anillo constrictor prepucial, no flogosis, ni equimosis. ¿Cuál 
es el diagnóstico más probable?",Priapismo,Balanitis,Fimosis,Postitis,Parafimosis,E
¿Cuál de las siguientes condiciones es una causa de nefrocalcinosis en la infancia?,Hipoparatiroidismo,Síndrome de Potter,Vejiga hiperactiva,Síndrome de Cushing,Reflujo vesicoureteral,D
"¿Cuál es el fármaco antiangiogénico inhibidor de la enzima mTOR utilizado en el tratamiento del cáncer renal 
metastásico?",Temsirolimus,Sunitinib,Interferón alfa,Interleukina 2,Bevacizumab,A
Los cálculos urinarios están frecuentemente formados de...,ácido úrico.,oxalato de cálcio.,fosfato de amonio magnésico.,fosfato de cálcio.,cistina.,B
"Mujer de 42 años, trasplantada renal desde hace 2 meses, acude por aumento de vello facial, no otras molestias. 
Examen: hirsutismo. ¿Cuál de los siguientes fármacos está relacionado con este efecto secundario?",Everolimus,Micofenolato,Azatioprina,Belatacept,Ciclosporina,E
"¿Cuál de los siguientes tratamientos para la vejiga hiperactiva refractaria, aún no tiene aprobación por la FDA?",Inyección intravesical de toxina botulínica,Cistoplastía de aumento,Estimulación percutánea del nervio tibial,Neuromodulación sacra,Derivación quirúrgica urinaria,A
¿Cuál es un factor de riesgo para el cáncer de vejiga?,Exposición a aminas aromáticas,Ingesta alta de grasas saturadas,Alta exposición a luz solar,Abuso de penicilinas,Alta ingesta de picantes.,A
¿Cuál es la causa más frecuente de hidronefrosis fetal?,Quiste para-piélico gigante,Reflujo vesicoureteral,Litiasis renal coraliforme,Estenosis de unión pieloureteral,Valvas uretrales posteriores,D
¿Qué fármaco es utilizado para el tratamiento de la enuresis nocturna?,Bloqueador beta adrenérgico,Antagonista de renina-angiotensina,Acetato de desmopresina,Micofenolato de mofetilo,Citrato de potasio,C
"Tumor de pelvis renal que invade tejido subepitelial, no infiltra muscularis, grasa peripélvica ni parénquima renal. ¿Qué 
clasificación le corresponde, según el TNM?",T2,T3,T4,T1,T0,D
"En un paciente con Parkinson. ¿Cómo se denomina a la presencia de contracciones involuntarias del detrusor durante 
la fase de llenado del estudio urodinámico?",Hiperreflexia neurógena,Inestabilidad neurógena,Hiperactividad idiopática,Hiperreflexia idiopática,Hiperactividad neurógena,E
"Varón de 60 años con aumento de volumen testicular derecho desde hace 2 meses. Desde hace un mes pérdida de 
líbido y aumento de volumen y sensibilidad de ambos pezones. Examen: tumoración dura de 2x2 cm en testículo 
derecho, no dolorosa, no flogosis, tórax: ginecomastia bilateral. Ecografía testicular: tumoración sólida en testículo 
derecho, epidídimo sin alteraciones, marcadores tumorales negativos. ¿Cuál es el diagnóstico más probable?",Tumor de células de Leydig,Coriocarcinoma,Quiste epidermoide,Adenocarcinoma del rete testis,Linfoma testicular,A
La disfunción vesical neurógena infantil generalmente es consecuencia de...,traumatismo vertebral.,tumores del sistema nervioso.,reflujo vesicoureteral.,defectos del tubo neural.,cistitis crónicas.,D
"Varón de 16 años con disuria y secreción purulenta verde-amarillenta en gran cantidad por meato uretral, hace 5 días 
tuvo relaciones sexuales sin protección. ¿Cúal es el tratamiento más adecuado?",Ceftriaxona 1 g IM cada 12h por 3 días +,Ceftriaxona 500 mg IM dosis única + azitromicina,Ciprofloxacino 500mg VO cada 12h por 7 días +,Levofloxacino 750 mg VO dosis única +,Levofloxacino 500 mg VO cada 24h por 3 días +,B
"Varón de 40 años con aumento de volumen testicular derecho desde hace 5 meses, no dolor, no molestias urinarias. 
Examen: testículo derecho aumentado de tamaño y de consistencia dura e irregular, no se palpa epidídimo, cordón 
espermático engrosado, no dolor ni flogosis. ¿Cuál es el diagnóstico más probable?",Hidrocele,Quiste epidídimo,Varicocele,Tumor testicular,Orquiepididimitis,D
"Varón de 28 años, asintomático. Antecedente: hermano con cáncer de testículo. Examen: venas espermáticas se dilatan 
a la valsalva en bipedestación, resto sin alteraciones. Ecografía doppler testicular: varicocele leve izquierdo. ¿Cuál es 
la conducta a seguir?",No requiere tratamiento,Orquiectomía inguinal,Varicocelectomia laparoscópica,Escleroterapia venosa,Reposo absoluto,A
El uso de sildenafilo está contraindicado en pacientes en tratamiento con...,enalapril.,metformina.,nitratos.,nifedipino.,glimepiride.,C
"Varón de 16 años con diagnóstico de uretritis clamidiásica, es alérgico a macrólidos, y presentó vómitos con la 
primera dosis de doxiciclina. ¿Cuál sería el otro antibiótico de elección?",Cloranfenicol,Levofloxacino,Cefuroxima,Nitrofurantoina,Amoxicilina,B
