questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Paciente de 35 años cuyo último parto fue hace 2 años, con ausencia de menstruación desde hace 1 año. Examen: 
normal, ECO TV: normal, FSH: 60 UI y hormona anti Mülleriana muy disminuída. ¿Cuál es el diagnóstico?",Síndrome de Sheehan,Insuficiencia ovárica primaria,Hipogonadismo hipogonadotrófico,Síndrome de Asherman,Menopausia normal,B
¿Cuál es la causa más frecuente de dispareunia?,Vaginismo,Endometriosis profunda,Pelvis congelada,Vestibulodinia,Enfermedad pélvica inflamatoria crónica,D
"En caso de parejas discordantes y gestantes seronegativas. ¿Cada cuánto tiempo en meses se le tomará la prueba de 
ELISA para VIH?",5,3,7,4,2,B
"Mujer de 24 años con antecedente de dos partos prematuros. ECO TV: dos cavidades endometriales separadas que 
convergen a un solo cuello uterino. ¿Cuál es el diagnóstico?",Útero didelfo,Útero arqueado,Útero bicorne,Útero doble,Útero hipoplásico,C
"¿Cuál es factor de mayor riesgo para la aparición de una neoplasia trofoblástica, posterior a la presentación de mola 
hidatidiforme?",B-HCG > de 50 000 mlU/ml.,Quistes teca luteínicos > de 6cm,Útero pequeño para la edad gestacional,Descenso rápido de la B-HCG,Mola parcial,B
"Adolescente de15 años acude a emergencia por sangrado vaginal moderado de 5 días de evolución. Examen: PA: 
120/60 mmHg, FC: 80 X', ligera palidez de piel y mucosas. ¿Cuál es la conducta inicial?",Estudiar el grado de anemia,Estudio de la ovulación,Descartar embarazo,Evaluar la coagulación sanguínea,Iniciar terapia hormonal,C
"De acuerdo a la clasificación POPQ. ¿En qué estadío se encuentra un prolapso cuando su porción más distal, está a 
menos de un centímetro proximal o distal del plano del himen?",I,III,IV,0,II,E
"Adolescente de 16 años con amenorrea primaria. Examen: ausencia de vello axilar y púbico. Eco pélvica: ausencia de 
genitales internos y cariotipo 46XY. ¿Cuál es el diagnóstico?",Agenesia de los conductos de Müller,Síndrome de Mayer-Rokitansky-Küster-Hauser,Disgenesia gonadal,Síndrome de Kallmann,Insensibilidad a los andrógenos,E
¿Cuál de las siguientes es una complicación tardía del Síndrome de Ovario poliquistico?,Infertilidad,Obesidad,Cáncer endometrial,Perfil anormal de lípidos,Intolerancia a la glucosa.,C
"¿Cuál es el título crítico para anticuerpos anti-D, que representa una alta posibilidad de enfermedad hemolítica grave?",1: 8,1: 4,1: 32,1: 2,1: 16,E
"¿Cuál es la técnica para el tratamiento de la incontinencia urinaria, que emplea la fuerza del ligamento de Cooper para 
elevar la pared vaginal anterior, así como el tejido periuretral y perivesical?",Marshall Marchetti-Krantz,Burch,Pereyra,Kelly Kennedy,Hodge,B
¿Cuál es el valor del estrecho superior para considerar estrechez de la pelvis ósea?,Diámetro transversal superior mayor de 13 cm.,Diámetro biciático 11 cm.,Conjugado obstétrico menor a 10 cm.,Diámetro bi isquiático 9 cm,Conjugado diagonal menor a 12.5 cm,C
"Mujer de 38 años fumadora, con historia de irregularidades menstruales que desea planificación familiar. ¿Qué método 
anticonceptivo está contraindicado en ella?",Minipíldora,DIU con progestágeno,Ampolla de progestágenos,Adiana,Píldoras combinadas,E
"Mujer de 50 años, PO1 de histerectomía abdominal con dolor pélvico moderado. Examen: palidez moderada, sin fiebre. 
TV: induración y dolor leve en cúpula, sin secreción. ¿Cuál es el diagnóstico más probable?",Absceso de cúpula vaginal,Hematoma de cúpula vaginal,Celulitis de sitio operatorio,Absceso pélvico,Dehiscencia de cúpula vaginal,B
"Mujer de 30 años G1 P1001, antecedente de dismenorrea, inicia con dispareunia que persiste desde hace 2 meses. 
ECO TV: normal. ¿Cuál es el diagnóstico más probable?",Enfermedad pélvica inflamatoria,Endometriosis,Síndrome adherencial,Pobre lubricación vaginal,Tabique vaginal,B
"¿Cuál de los siguientes valores de laboratorio se considera criterio para el diagnóstico de preeclampsia asociado a 
hipertensión arterial?",Razón proteína:creatinina > 0.2,Plaquetas < 100 000 /ul,Creatinina > de 0.9,Aumento al triple de las transaminasas séricas,Indice de líquido amniótico < 8,B
¿Cuál es el principal síntoma asociado a disfunción sexual en mujeres posmenopáusicas?,Depresión,Insomnio,Sequedad vaginal,Irritabilidad,Bochorno,C
¿Cuál es la malformación congénita que se asocia con mayor frecuencia a la infección por virus Zika?,Anencefalia,Acrania,Microcefalia,Gastrosquisis,Ventriculomegalia,C
¿Cuál es el hallazgo ecográfico del segundo trimestre que se relaciona con malformaciones del tubo neural?,Signo del limón,Higroma quístico,Signo de la sandalia,"Cráneo ""en fresa""",Signo del ojo de cerradura,A
"Segundigesta de 30 semanas en seguimiento por isoinmunización. Ecografía: signos leves de hidrops fetal, doppler de 
la arterial cerebral media con velocidad sistólica mayor de 1.5 múltiplos de la mediana (MoM) para su edad gestacional. 
¿Cuál es la conducta a seguir?",Cesárea de emergencia,Observación,Transfusión fetal,Inducción del parto,Amniocentesis diagnóstica,C
"Mujer de 60 años con sensación de bulto en genitales. Examen: longitud total de vagina: 5 cm, Punto Aa: 0, punto Ba: 
+2. De acuerdo a la clasificación POPQ. ¿Cuál es el estadío de la distopia genital?",III,IV,0,II,I,D
¿Cuál es la alternativa correcta respecto a la translucencia nucal para el tamizaje de anomalías cromosómicas?,En la imagen sólo debe verse la cabeza fetal,Debe medirse el grosor mínimo,Se realiza una sola medida,Se debe medir con una LCN entre 45 - 84 mm,El feto debe estar en hiperextensión,D
"Primigesta de 34 semanas, hospitalizada por preeclampsia sin signos de severidad, inicia con dolor abdominal 
persistente, sangrado vaginal escaso y al monitoreo se encuentra alteración del bienestar fetal. ¿Cuál es el diagnóstico 
más probable?",Desprendimiento prematuro de placenta,Rotura uterina,Amenazade labor pretérmino,Síndrome de HELLP,Placenta previa,A
¿Cuál es la característica que se presenta con mayor frecuencia en una mola parcial ?,Útero más pequeño para la edad gestacional,Quistes de la teca luteínica,Tejido fetal ausente,Recidiva de la enfermedad,Atipia trofoblástica marcada,A
"Gestante adolescente de 34 semanas sin controles prenatales, acude en expulsivo, obteniéndose un recien nacido vivo 
con microcefalia, microftalmia y maxilares hipoplásicos. ¿El abuso de qué sustancia sospecha?",Marihuana,Morfina,Barbitúricos,Alcohol,Tabaco,D
"Cuando se encuentra los cuerpos de Donovan en el estudio microscópico de las lesiones, se diagnostica:",Chancroide,Granuloma inguinal,Sífilis,Herpes genital,Linfogranuloma venéreo,B
¿Cómo se denomina al reemplazo del epitelio cilíndrico por epitelio escamoso en el cuello uterino?,Displasia I,Displasia leve,Metaplasia escamosa,Ascus,NIC I,C
¿Cuál es la característica clínica más frecuente en la incontinencia urinaria de esfuerzo?,Escape de orina al toser o reirse,Escape de orina permanente,Nicturia frecuente,Poliaquiuria,Incapacidad de contener la orina ante la urgencia,A
"Mujer de 60 años con hemorragia vaginal profusa, niega traumatismos. Examen: PA: 90/60 mmHg, adelgazada, palidez 
de piel y mucosas. ¿Cuál es el diagnóstico más probable?",Cáncer de cuello uterino,Cáncer de endometrio,Atrofia endometrial,Miomatosis uterina,Hemorragia disfuncional,A
¿Cuál es la causa más frecuente de hemorragia uterina anormal en mujeres adolescentes?,Discrasia sanguínea,Mioma uterino,Tumor de ovario,Anovulación,Malformación uterina,D
¿Cuál es el principal criterio ecográfico para el diagnóstico temprano del síndrome de transfusión feto fetal?,Ausencia de vejiga en uno de los fetos e,Alteración de la velocidad sistólica en la arteria,Muerte de uno de los fetos,Hidrops Fetal en uno de los fetos,Presencia de oligoamnios en un feto y,E
¿Cuál de las siguientes malformaciones es debida a la agenesia de los conductos de Muller?,Útero didelfo,Agenesia vaginal,Agenesia de útero y vagina,Tabique vaginal,Útero bicorne,C
"Mujer de 30 años con historia de dolor pélvico crónico. Eco TV: masa anexial unilocular de 5 cm con apariencia de vidrio 
esmerilado y ausencia de vascularización en el contenido de la masa, Ca 125: 50 UI. ¿Cuál es el diagnóstico?",Tumor sólido maligno,Tumor quístico maligno,Tumor borderline,Endometrioma,Quiste dermoide,D
"Ud. atiende una paciente en periodo expulsivo con embarazo gemelar pretérmino. Obtiene un recién nacido 
aparentemente normal y el otro con ausencia de cabeza, tórax y extremidades superiores. ¿Cuál es la complicación 
descrita?",Síndrome de transfusión feto-fetal,RCIU selectivo de un feto,Gemelo pago,Secuencia TRAP,Muerte intraútero de un gemelo,D
"Mujer de 20 años que sufre violación sexual y requiere protección anticonceptiva. ¿Cuál de las siguientes alternativas 
es la más adecuada?","Dosis única de Levonorgestrel 0,75 mg.","Dosis única de Levonorgestrel 1,5 mg",Inicio de anticoncepción oral combinada,DIU dentro de la primera semana,Etinil estradiol 35 mg. dosis única,B
"Multigesta de 39 semanas, sin controles prenatales, acude por contracciones asociadas a perdida de líquido desde 
hace 3 horas. Prueba rápida de VIH positiva. Examen: D: 8cm, I : 90%, AP: 0, pelvis ginecoide. ¿Cuál es la conducta 
inmediata?",Parto por cesárea,Iniciar TARGA 72 horas post parto,Permitir contacto precoz,Administrar 300 mg de AZT vía oral,Indicar lactancia materna cruzada,D
"Mujer de 45 años con antecedente de hemorragia uterina anormal y biopsia endometrial con hiperplasia atípica. ¿Cuál 
es la categoría que corresponde según la clasificación PALM COEIN?",E,N,I,M,O,D
En el estudio de la secreción vaginal de una paciente con vaginosis bacteriana es frecuente encontrar:,Secreción vaginal abundante,Ausencia de células clave,Ausencia de leucocitos,Test de aminas negativo,pH menor a 4.5,C
"Según Norma Técnica MINSA ¿Desde qué edad gestacional en semanas se iniciará la terapia antirretroviral triple en 
una gestante infectada por VIH, diagnosticada por primera vez durante la atención prenatal?",16,20,18,14,15,D
¿Cuál es la complicación más frecuente en una paciente con enfermedad inflamatoria pélvica a repetición?,Infertilidad,Endometriosis,Hidrosálpinx,Cervicitis crónica,Endometritis crónica,A
"Mujer de 30 años no gestante, con amenorrea de 4 meses, cefalea persistente y prolactina de 100 ng /ml. ¿Cuál es la 
conducta a seguir?",Resonancia magnética cerebral,Pruebas tiroideas,Prueba de estrógenos,Prueba de Progestágenos,Observación,A
¿Cuál es la mejor alternativa para el tratamiento supresivo de la infección urinaria recurrente en el embarazo?,Nitrofurantoina 100 mg cada 6 horas por 21 días,Cefuroxima 500 mg cada 12 horas por 30 días,Cotrimoxazol 160/800 mg cada 12 horas por 21,Nitrofurantoina 100 mg diario hasta el final del,Nitrofurantoina 100 mg cada 12 horas por 60 días,D
¿Cuál es el factor de riesgo asociado con mayor frecuencia al prolapso genital?,Edad,Obesidad,Estreñimiento,Paridad,Raza,D
"Gestante de 8 semanas, con sensación febril, artralgias y erupciones en piel, que empezó en la cara y se propagó hacia 
el tronco y extremidades. Examen: conjuntivitis, cavidad oral normal, exantema maculopapular generalizado, 
adenopatias en cabeza y cuello. ¿Cuál es el diagnóstico más probable?",Sarampión,Rubeola,Varicela,Roseola,Dengue,B
¿Cuál de las patologías corresponde a una amenorrea primaria de origen gonadal?,Síndrome de Rokitansky-Küster-Hauser,Síndrome de Turner,Aplasia de los conductos Müllerianos,Hiperplasia adrenal congénita,Síndrome de Kallman,B
"Multípara de 35 años, con dolor pélvico y menstruación incrementada. Eco TV: útero normal. ¿Cuál será el método 
anticonceptivo más adecuado?",Métodos de barrera,T de cobre 380 A°,Implante de progestágeno,DIU con levonorgestrel,Anticonceptivos orales combinados,C
¿Cuál de los siguientes eventos se presenta en la transición menopaúsica tardía?,Disminución de la FSH,Aumento de la LH,Incremento de la reserva ovárica,Disminución de la hormona anti Mülleriana,Incremento en el estradiol,D
¿Qué medida debe tomar una gestante que va a viajar a una área endémica de Malaria?,Evitar fármacos antipalúdicos,Profilaxis con Metronidazol.,Profilaxis con Cloroquina,Profilaxis con Doxiciclina.,Profilaxis con Primaquina,C
"¿Cuál de las siguientes mediciones en la arteria cerebral media fetal mediante Doppler es útil para el diagnóstico y 
manejo de la anemia por isoinmunización?",Velocidad sistólica,Velocidad diastólica,Índice de pulsatilidad,Índice de resistencia,Flujo diastólico,A
¿Cuál es el cáncer de mayor prevalencia en pacientes de ovario poliquistico?,Mama,Ovario,Cérvix,Trompa de Falopio,Vulva,B
"Durante evaluación ecográfica de una gestante, se encuentra ventriculomegalia cerebral, microcefalia, grosor 
placentario incrementado y RCIU. RN: corioretinitis y ceguera. ¿Cuál es el agente causal?",Treponema,Paramixovirus,Citomegalovirus,Parvovirus,Toxoplasma,E
"Mujer de 28 años con diagnóstico de neoplasia trofoblástica gestacional que compromete útero y tercio superior de la 
vagina. ¿Cuál es el estadío según la FIGO?",0,I,III,II,IV,D
"¿Qué medida debe tenerse en cuenta en gestantes con infección por VIH, para la atencion del parto?",Mantener membranas integras hasta el parto,Ordeñamiento del cordón,Corte tardío del cordón,Uso de fórceps ó vaccum,Realizar episiotomía,A
"Primigesta de 38 años con 32 semanas por FUR, con tumoración palpable, poco móvil e indolora en mama derecha. 
¿Cuál es la conducta inicial?",Mamografía inmediata,Ecografía mamaria,Mamografía después del parto,"Solicitar BRCA 1 , BRCA 2",Extirpación de la tumoración,B
¿Qué examen ayuda con mayor precisión a la detección prenatal del Síndrome de Down?,Inhibina en suero materno,Translucencia nucal entre 11 a 14 semanas,AFP en suero materno,B HCG libre en suero materno,DNA fetal libre en suero materno,E
"Mujer de 60 años, con sangrado posmenopaúsico, sin antecedentes médicos de importancia acude a su control con 
estudio de biopsia endometrial que indica hiperplasia atípica. ¿Cuál es la conducta más apropiada?",Histerectomía total,Histeroscopía quirúrgica,Uso de progestágenos,Histerectomía subtotal,Ablación endometrial,A
¿Cuál es el factor predisponente más importante para acretismo placentario?,Mayor número de cesáreas,Multiparidad,Mal posición fetal,Miomectomia previa,Mayor número de embarazos múltiples,A
¿Qué cariotipo se presenta con más frecuencia en una paciente que presenta un Síndrome de Turner?,"45,X / 46, XX","45,X / 46 XY","46, XX","45, X","46, XY",D
"¿Qué tipo de mioma se asocia con mayor frecuencia a sangrado vaginal anormal, según la clasificación FIGO?",1,2,0,3,4,C
"Mujer de 25 años acude a una consulta preconcepcional, tiene antecedente de un hijo con defecto del tubo neural. ¿Qué 
dosis en mg al día de ácido fólico le recomendaría como medida preventiva?",2,0.4,0.8,4,1,D
¿Cuál de los enunciados es correcto con relación a los embarazos pretérminos que se complican con RPM?,El desarrollo neurológico se conserva adecuado,No hay riesgo de prolapso de cordón,Un porcentaje elevado llega al tercer trimestre,El uso de antibióticos no reduce la sepsis,El uso de eritromicina amplía el período de,E
"¿Cuál de las siguientes alternativas es una razón para que la presentación de aloinmunización Rh sea poco frecuente 
en el embarazo?",Incompatibilidad ABO maternofetal,Elevados antígenos eritrocíticos incompatibles,Fácil paso transplacentario de antígenos fetales o,Antigenicidad estable,Respuesta inmunitaria materna estable al,A
"Gestante a término, tiene parto vaginal, obteniéndose recién nacido de 4kg en un ambiente rural. ¿Qué medicación 
utilizaría para la prevención de la hemorragia posparto de no contar con oxitocina?",Misoprostol 1000ug via rectal,Ergometrina 0.2mg vía endovenosa,Ergometrina 0.8 mg intramuscular,Misoprostrol 600 ug vía oral,Metilergonovina 0.4 mg endovenosa,D
¿Cuál es el factor de riesgo más importante para la presentación de un parto pretérmino?,Vaginosis bacteriana,Parto pretérmino previo,Tabaquismo,Infección periodontal,Conización previa,B
"Adolescente de 16 años que consulta por amenorrea primaria. Examen: talla 1.40 m y ausencia de caracteres sexuales 
secundarios. ¿Cuál es la prueba más importante para el diagnóstico?",Ecografía pélvica,Medición de Gonadotrofinas,Evaluación de edad ósea,Cariotipo,Resonancia magnética,D
"¿Cuál de las siguientes patologías tiene riesgo más alto de presentación durante la terapia hormonal prolongada con 
estrógenos solos?",Tromboembolia venosa,Coronariopatía,Cáncer de mama,Cáncer de colon,Cáncer de ovario,A
"Primigesta a término que no recibió analgesia de parto, se encuentra en período expulsivo desde hace 3 horas. Examen: 
contracciones normales y LCF 140 X' . TV: D: 10cm y AP: 0. ¿Cuál es la conducta a seguir?",Chance vaginal por una hora,Parto instrumentado,Cesárea,Acentuación con oxitocina,Analgesia de parto,C
"¿Cuál es el germen para el que debe indicarse tratamiento profiláctico, en pacientes con RPM pretérmino?",Gardnerella vaginalis,Streptococo grupo B,Escherichia coli,Anaeróbios,Klebsiella sp,B
"Gestante Rh (-), con determinación de anticuerpos negativo en la que se desea prevenir la Isoinmunización. ¿A qué 
edad gestacional en semanas administraría la inmunoglobulina anti- D?",28,24,32,36,20,A
"¿Cuál de los siguientes hallazgos ecográficos constituye un criterio menor en el tamizaje prenatal del Síndrome de 
Down?",Engrosamiento del pliegue nucal,Foco intestinal hiperecogénico,Húmero corto,Hipoplasia o ausencia del hueso nasal,Fémur corto,D
¿Cuáles son las causas más frecuentes de hidrops no inmunológico diagnosticado en la etapa prenatal?,Miocardiopatías,Hemoglobinopatías,Infecciones virales,Alteraciones cromosómicas,Alteraciones toráxicas,D
"¿Cuál de los siguientes anticonceptivos pertenece al primer nivel de acuerdo a su eficacia y facilidad de uso según la 
OMS?",Implantes de progestágeno,Ampollas de progestágeno,Píldoras combinadas,Preservativo femenino,Minipildora,A
¿A qué tipo de amenorrea hormonal corresponde el síndrome de Kallmann?,Hipogonadismo hipogonadotrófico,Hipogonadismo hipergonadotrófico,Amenorrea Eugonadotrófica,Amenorrea con hiperprolactinemia,Amenorrea hiperandrogénica,A
