questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Paciente que al cuarto día de haber sido sometido a un bloqueo del plexo mediano por cirugía de miembro superior; 
presenta disfunción motriz e hiperestesia en dedos de la mano. ¿Cuál es el diagnóstico más probable?",Lesión neural post anestésico,Infección post bloqueo,Artritis reumatoidea,Síndrome del túnel del carpo,Dedo en gatillo,A
"Paciente que presenta excitación y confusión en el post operatorio, continuando con midazolam en infusión continua. 
¿Qué revertor debe usar?",Flumazenil,Naloxona,Dantroleno,Ondasetron,Diazepam,A
"Paciente adulto programado para cirugía oncológica radical de colon por hemorragia con hemoglobina preoperatoria de 
13.5 g/dl y grupo sanguíneo b negativo, los demás parámetros hematológicos están dentro de límites normales. ¿Cuál 
es el manejo transfusional más adecuado para el transoperatorio?",Transfusión de sangre total,Expansores plasmáticos,Fibrinógeno,Autotransfusión mecánica,Cristaloides,D
¿En qué pacientes está contraindicado el uso del thiopental?,Diabéticos,Asmáticos,Hipertiroideos,Con edema cerebral,Con daño cerebral agudo,B
¿Cuándo no está indicado continuar la ventilación en el paciente intubado en recuperación?,Hipotermia,Inestabilidad hemodinámica,Respiración espontánea,Opiáceos residuales,Relajantes residuales,C
¿Cuál es la dosis máxima en mg/kg de la bupivacaina?,3,7,4,8,1,A
"Dolor localizado a nivel de la superficie palmar por una lesión tumoral en los tres primeros dedos (Sd. de túnel del carpo). 
¿Cuál es el nervio afectado?",Mediano,Cubital,Radial,Interdigital,Cutáneo superficial,A
"Paciente que durante la intubación presenta rigidez a nivel mandibular, no permitiendo proseguir con la intubación. 
¿Cuál es la acción terapéutica de urgencia?",Vecuronio,Ketamina,Propofol,Succinilcolina,Fentanilo,D
¿Cuál es la lesión más frecuente de la vía aérea superior en la intubación?,Lesión de la articulación temporomandibular,Parálisis de las cuerdas vocales,Luxación aritenoide,Granuloma aritenoide,Traumatismo dental,E
"¿Cuál es un factor menor, que determina la extensión en el bloqueo subaracnoideo a una inyección intravenosa del 
anestésico local?",Baricidad de la solución,Posición del paciente,Calibre de la aguja,Dosis de la droga,Volumen de la droga,C
¿Cuál es una complicación rara de la anestesia epidural?,Punción dural,Cefalea post punción dural,Inyección intravascular,Absceso epidural,Sobredosis del anestésico local,D
¿Cuál es una de las complicaciones traumáticas más frecuente de la intubación endotraqueal con visión directa?,Lesión de laringe,Luxación del cartílogo aritenoide,Perforación traqueal,Remoción dental,Broncoespasmo,D
¿Cuál es el síntoma más común como complicación de la intubación endotraqueal al lesionar el nervio laríngeo?,Estridor,Disfonía,Insuficiencia respiratoria,Fatiga de voz,Afonía,B
"Paciente gestante migrañosa, con diagnóstico de preeclampsia leve, con tratamiento específico por ginecoobstetra; 
ingresa a SOP para cesárea. ¿Cuál es el manejo anestésico más adecuado?",Anestesia intradural,Anestesia general,Sedación más analgesia,Anestesia epidural,Anestesia local más sedación,D
¿Cuál es la complicación más frecuente en pacientes masculinos con bloqueo por anestésico local a nivel S2 a S4?,Poliúrea,Cistitis,Tenesmo rectal,Retención urinaria,Estreñimiento,D
¿En cuál de los siguientes anestésicos inhalatorios no hay mayores cambios cardiovasculares?,Sevoflurano,Halotano,Óxido nitroso,Isoflurano,Desflurano,C
El monitoreo básico en anestesia principalmente incluye ...,"Oximetría, línea arterial, EKG y capnografía.","Pulso, EKG, presión arterial, Bis y temperatura.","Pulso, EKG, presión arterial, PVC y capnografía","Oximetría, pulso, EKG, presión arterial y","Pulso, EKG, presión arterial, Bis y capnografía",D
¿Cuál es una de las complicaciones más graves de la cirugía oftalmológica?,Neuropatía óptica isquémica,Lasceración corneal,Panoftalmitis,Parálisis palpebral crónica,Diplopia,A
"¿Cuál es el relajante muscular no despolarizante, cuya eliminación es 100% renal?",Gallamina,Rocuronio,Vecuronio,Atracurio,Cisatracurio,A
En la anestesia general. ¿Cuál es el agente volátil de elección en pacientes con hepatopatía?,Halotano,Desflurano,Sevoflurano,Isoflurano,Éter,D
¿Cuál es el relajante muscular que produce menor liberación de histamina?,D tubocurarina,Atracurio,Mivacurio,Rocuronio,Succinilcolina,D
"Mujer e 18 años, durante el trabajo de parto, recibe analgesia epidural con de10ml de lidocaína al 2%, inmediatamente 
después de la inyección refiere adormecimiento de labios y boca, se torna aprensiva. ¿cuál es el diagnóstico más 
probable?",Inyección Subdural,Inyección Intravascular Accidental,Reacción Alérgica,Intoxicación Por Preservante Anestésico,Episodio Conversivo,B
"¿En qué consisten las pautas de ventilación inicial en volumen corriente en ml/kg, en un adulto sano?",15-20,1O-12,25-30,>50,>100,B
"Paciente mujer con antecedente de rinitis alérgica, asma crónica y alergia alimentaria a la albúmina. Será intervenida 
por cirugía abdominal con anestesia general. ¿Cuál es el relajante e hipnótico a utilizar?",Dtubocurarina - Propofol,Mivacurio - Propofol,Rocuronio - Ketamina,Mivacurio- Ketamina,Succinilcolina- Propofol,C
¿Cuál es la complicación más frecuente de lesión de los nervios periféricos en anestesia neuroaxial?,Lesión de nervio peroneo,Lesión de plexo braquial,Lesión del nervio ciático,Neuropatía cubital,Lesión del nervio femoral,D
¿Por qué es disminuida la presión venosa central?,Hipervolemia,Embolia Pulmonar,Hipovolemia Absoluta,Ventilación con PEEP,aumento de la presión intrabdominal,C
"El mayor aumento de flujo sanguíneo cerebral y de la presión intracraneana, está relacionado con el uso de ...",Ketamina.,Propofol.,Benzodiacepinas.,Remifentanilo.,Thiopental.,A
¿Cuál es la anomalía congénita que puede complicar la asistencia de la vía aérea?,Síndrome de Tunner,Síndrome de Pierre Robin,Síndrome de Klenefelter,Hipertiroidismo,Síndrome de Conn,B
"Pueden verse los pilares del velo del paladar y paladar blando, pero la úvula se encuentra enmascarada por la base de 
la lengua; según clasificación de Mallampati. ¿a qué clase corresponde?",I,III,IV,0,II,E
¿Qué relajante que tiene menor tiempo de recuperación?,Pancuronio,Gallamina,D Tubocurarina,Rocuronio,Pipecuronio,D
¿Cuál es un depresor cardiovascular por excelencia?,Propofol,Ketamina,Xenon,Atropina,Óxido Nitroso,A
¿Cuáles son los pacientes aptos para cirugía ambulatoria?,Pacientes con obesidad mórbida,Pacientes ASA I-II,Cirugías con pérdida sanguínea importante,Pacientes ASA III,Pacientes con necesidad de manejo de dolor,B
"Paciente adulto con sobrepeso, sin antecedentes de importancia. En la evaluación de la vía aérea se encuentra: solo 
es visible el paladar blando. ¿A qué clase de Mallampati corresponde este caso?",II,I,IV,V,III,E
"Paciente sometido a cesárea con anestesia epidural con fentanil, en el post operatorio refiere prurito en zona de nariz y 
rostro, se le evidencia enrojecimiento en zona nasal y frontal. ¿A qué fármaco está relacionado dicho evento?",Opioide,Anestésico local,preservante del anestésico local,Dexametasona,Bicarbonato,A
"Paciente adulto con obesidad mórbida, programado para cirugía bariática con anestesia general; presenta dificultad en 
la intubación convencional hasta en dos oportunidades, para lo cual se realizaron maniobras directas sin éxito. ¿Cuál 
es el procedimiento correcto a seguir?",Intubación con paciente despierto y método,Máscara laríngea,Tercer intento con paciente dormido,Intubación retrógrada,Anestesia general con máscara facial,A
"¿Cuál es el anestésico más completo por tener efecto analgésico, amnésico y de inconciencia?",Propofol,Remifentanilo,Thiopental,Ketamina,Isoflurano,D
"Paciente ingresa a emergencia con signos de sudoración, palidez, hipotensión, piel fria, disfonía, manifiesta sabor 
metálico. Antecedente inmediato: haber sido operada hace 3 horas de ritidectomía ambulatoria. ¿Cuál es el diagnóstico 
más probable?",Angina De Pecho,Insuficiencia Cardiaca,Intoxicación por anestésico local,Diabetes descompensada,Episodio conversivo,C
¿Cuál es la relación compresión/ventilación en el soporte vital básico del adulto?,15:2,5:1,10:1,30:2,20:2,D
¿Cuál es el relajante neuromuscular con mayor actividad vagolítica?,Rocuronio,Vecuronio,Succinilcolina,Atracurio,Galamina,E
¿Qué relajante se elimina por hidrólisis de la colinesterasa plasmática?,Mivacurio,Atracurio,Cisatracurio,D-Tubocurarina,Pancuronio,A
¿Cuál es el efecto adverso más frecuente en el tratamiento del dolor por períodos prolongados con AINES?,Rinitis,Taquicardia,Diplopia,Insuficiencia renal,Sialorrea,D
"En la fluidoterapia en niños con anestesia general. ¿Cuál es el volúmen de mantenimiento en ml/kg/día, para los 
primeros 10 kg de peso?",180,100,150,200,250,B
"¿Con qué tiene relación el bloqueo de las fibras nerviosas A β tipo II, en la anestesia epidural?",Motricidad,Temperatura fría,Sensación dolorosa,Presión táctil,Temperatura caliente,D
¿Con qué agente está relacionada la hipertermia maligna?,Halogenado más succinilcolina,Halogenado más barbiturico,Halogenado más opiáceo,Ketamina,Ketamina más ansiolítico,A
"Paciente joven sometida a una cirugía por apendicitis aguda, realizada con técnica anestésica neuroaxial raquídea. 
¿cuál es la complicación anestésica más frecuente en el post operatorio mediato?",Hipotensión,Hipoxemia,Cefalea,Parestesias,Dolor lumbar,C
¿Cuál es el anestésico inhalatorio con menos toxicidad para un paciente pediátrico?,Isoflurano,Sevoflurano,Halotano,Xenon,Deesflurano,B
¿Cuál es la mejor manera de tratar el dolor post operatorio inmediato?,Analgesia Preventiva,Sedación,Hipnosis farmacológica,Analgesia a demanda,Reposo absoluto,A
¿Cuál es una indicación para el uso de crioprecipitado en la terapia con componentes sanguíneos?,Plaquetopenia,Anemia aguda,Desarrollo de anticuerpos antiplaquetarios,Enfermedad de Von Willebrand,Hiperfibrinogenemia,D
¿Cuál de los anestésicos locales tiene inicio de acción más lento?,Etidocaina,Clorprocaina,Lidocaina,Bupivacaina,Procaina,D
¿Cuál es la causa más frecuente de paro cardio respiratorio en el adulto?,Fibrilación ventricular,Aleteo ventricular,Taquicardia paroxística,Infarto agudo,Insuficiencia cardiaca,A
Una anestesia de tipo disociativa está relacionada con el uso de:,Ketamina,Fentanilo,Remifentanilo,Propofol,Thiopental,A
