questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"¿Cuál es el tratamiento ideal de un pseudoquiste pancreático sintomático, no relacionado a estómago ni duodeno?",Drenaje percutáneo del pseudoquiste,Cistoenterostomía en omega,Drenaje transpapilar,Dilatación endoscópica del conducto pancreático,Cistoyeyuno anastomosis en Y Roux,E
"Mujer de 45 años, con anemia hemolítica autoinmune, no responde al tratamiento con corticoides, presenta ictericia, 
anemia. Examen: esplenomegalia, prueba de Coombs directa positiva. ¿Cuál es la complicación más común 
posesplenectomía?",Septicemia,Pancreatitis,Trombosis venosa profunda,Hemorragia,Absceso subdiafragmático,A
¿Cuántos días abarca la fase proliferativa de la cicatrización de las heridas?,1 a 2,2 a 3,180,4 a 12,260,D
¿Dónde se metaboliza mayormente los anestésicos locales del grupo de las amidas?,Riñón,Pulmón,Plasma,Intestino,Hígado,E
¿Dónde se metaboliza los anestésicos locales del grupo de ésteres?,Hígado,Sangre,Riñón,Pulmones,Intestino,B
"En pancreatitis aguda. ¿Cuál es una consideración para que los resultados definitivos del desbridamiento quirúrgico con 
necrosectomía tenga un menor porcentaje de mortalidad?",Desbridamiento precoz antes de los 14 días,Papilotomía endoscópica precoz,Punción de absceso con aguja fina,Desbridamiento tardío después de la cuarta,Drenaje percutáneo de líquido peritoneal,D
¿Cuál es el procedimiento quirúrgico mínimo en neoplasias benignas de la parótida?,Parotidectomia superficial sin conservación del,Parotidectomía superficial con conservación del,Enucleación de la tumoración,Parotidectomía total con preservación del nervio,Parotidectomía total con extirpación ganglionar,B
¿Cuál es el tiempo ideal para efectuar la colecistectomía tempana en un paciente con colecistitis aguda?,10 semanas,96 horas,72 horas,120 horas,6 semanas,C
"Niño de 6 meses con ausencia de descenso testicular izquierdo. Por ecografía se ubica el testículo intraabdominal. 
¿Cuál es la conducta a seguir?",Orquidopexia,Orquidectomía,Exploración inguinal,Biopsia del vestigio,Laparoscopía,B
¿Cuál es la tumoración benigna más frecuente en el hígado?,Hemangiomas,Adenomas,Quistes,Hiperplasia nodular focal,Hamartomas,C
¿Cuál es el examen específico que se solicita cuando se sospecha absceso hepático amebiano?,Test de ELISA,Ecografía abdominal,TAC abdomen,Gammagrafía hepática,Anticuerpos fluorescentes,E
"¿En qué órgano comprometido con cáncer, es una alternativa la utilización de láser de dióxido de carbono?",Cáncer temprano de labio,Lesiones malignas de paladar,Lesiones pre malignas de parótida,Cáncer tardío de lengua,Cáncer temprano de lengua,E
"Posoperado de 30 años, en cuarto día de evolución por apendicitis aguda complicada, presenta fiebre, leucocitosis, 
dolor abdominal e íleo. ¿Cuál es el diagnóstico más probable?",Infección de herida operatoria,Flebitis,Absceso intraabdominal,Pileflebitis,Ileo prolongado,C
¿Cuál es la causa más frecuente de microcefalia?,Infección por citomegalovirus,Infección por toxoplasmosis,Meningoencefalitis,Familiar heterosómica,Familiar autosómica,E
En cáncer gástrico temprano. ¿Cuál es la lesión que corresponde al tipo III en el estudio anátomo patológico?,Exofítica que se extiende a la luz gástrica,Excavada que podría llegar a la muscular propia,Plana a la altura de la superficie de mucosa adyacente,Hundida con apariencia erosiva superficial,Elevada con altura no mayor que el grosor de la mucosa,B
"Varón de 40 años, actualmente asintomático, presentó hematuria hace una semana. No infección urinaria. Se sospecha 
la presencia de litiasis. ¿Cuál es el examen auxiliar a solicitar?",Tomografía abdominal con contraste,Ecografía abdominal,Tomografía abdominal sin contraste,Radiografía de abdomen,Pielografía,C
¿Cuál es el tiempo en minutos de la duración anestésica aproximada de la Bupivacaína?,50,100,200,250,150,E
"¿Cuál es la vitamina que aumenta la respuesta inflamatoria de la herida y permite mayor ingreso de macrófagos con 
aumento de activación y síntesis de colágeno en la cicatrización?",D,A,E,B,C,B
"Varón de 80 años, con diagnóstico de hernia inguinal derecha, sin síntomas y con un nivel de riesgo alto. ¿Cuál es su 
conducta?",Hernioplastia convencional,No operación,Hernioplastía laparoscópica,Reducción manual,Descompresión nasogástrica,B
¿Cuál es una indicación para la realización de traqueostomía?,Hemotórax masivo,Inmovilización cervical debida a fijación de fractura,Neumotórax masivo,Inmovilización de fractura columna dorso lumbar,Trastorno predictivo de ventilación mecánica corta,B
¿Cuál es el tumor más frecuente del cáncer labial?,Queratoacantoma,Carcinoma verrugoso,Carcinoma espinocelular,Melanoma maligno,Carcinoma basocelular,C
¿Cuál es el síntoma temprano en las neoplasias de la glotis?,Obstrucción vías respiratorias,Fijación cuerda vocal,Ronquera,Disfonía,Disfagia,C
"Cuando por alguna razón no se puede extraer el cálculo del colédoco terminal y se decide hacer una derivación 
biliodigestiva. ¿Cuál es el diámetro mínimo en milímetros que debe tener el colédoco?",Más de 15,Más de 3,Menos de 4,10,Menos de 10,A
¿Cuál es la patología más frecuente que acompaña al ureterocele en niñas?,Válvulas uretrales posteriores,Tumoración intralabial,Pielonefritis,Arterias renales anormales polo inferior,Torsión proximal del uréter,C
"Recién nacido de 7 días, presenta masa cervical lateral izquierda de crecimiento rápido y consistencia blanda. Se 
encuentra con dificultad respiratoria sin fiebre. ¿Cuál es el diagnóstico?",Quiste tirogloso,Adenopatía cervical,Anomalía de hendidura braquial,Higroma quístico,Quiste dermoide,D
"Varón de 28 años, sufre accidente de tránsito produciendo trauma maxilofacial. Examen: gran deformidad maxilar 
inferior derecha, con herida contusa extensa sangrante y pérdida de tejido. ¿Cuál es el tratamiento inmediato?",Reducción y reparación de partes blandas,Limpieza quirúrgica y reconstrucción maxilofacial,Reducción - fijación con placa y reparación de,Limpieza quirúrgica y control de hemostasia,Reducción - fijación con tornillo y reparación de,D
"Mujer de 50 años, con bocio nodular mayor de 4 cm que aumenta progresivamente de tamaño. Biopsia por congelación: 
carcinoma de células de Hurthle con invasión capsular y vascular. ¿Cuál es la conducta quirúrgica?",Tiroidectomía total,Tiroidectomía sub total,Lobectomía total,Lobectomía total más istmectomía,Istmectomía,A
¿Cuál es la recomendación más aconsejable para la detección anual de cáncer de próstata?,Tacto rectal y medición de PSA,Tacto rectal y ecografía prostática,Ecografía y biopsia prostática,Medición de PSA y ecografía prostática,Medición de PSA y biopsia prostática,A
"Varón de 60 años, operado con diagnóstico de apendicitis aguda, en el examen intraoperatorio se encuentra tumoración 
de 2 cm en la base del apéndice, compatible con un carcinoide apendicular. ¿Cuál es la operación de elección?",Resección de colon ascendente,Cecostomía,Ileostomía,Hemicolectomía derecha,Resección en cuña del ciego,D
"Mujer de 30 años, con diagnóstico de apendicitis aguda, a quien se le va efectuar anestesia raquídea. ¿Qué indicaría 
antes de efectuar el bloqueo para disminuir la posible hipotensión?",Oxígeno,Hidratación,Efedrina,Atropina,Xilocaína,B
"Mujer de 25 años, según familiares ha tomado barbitúricos con fines suicidas y ha dejado de respirar hace 10 minutos 
mientras lo trasladan a emergencia. Es atendida en sala de trauma shock. ¿Cuál es la conducta a seguir?",Iniciar resucitación CP instrumental,Iniciar resucitación CP básica,Iniciar resucitación CP avanzada,No iniciar resucitación CP,Aplicar desfibrilación precoz,C
"¿A qué nivel ganglionar cervical dan metástasis los tumores de la subglotis, glándula tiroides, hipofaringe y el esófago 
cervical?",VI - VII,IIA - IIB,III - IV,I - IIA,IV - V,A
"En alteraciones congénitas urogenitales. ¿Cuál es la presentación clínica más frecuente de la falta de fusión de los 
pliegues uretrales?",Hipospadia glandular,Epispadia glandular,Epispadia con extrofia vesical,Hipospadia escrotal,Hipospadia bulbar,A
¿Cuál es la fístula más frecuente en la diverticulitis complicada?,Colovaginal,Coloentérica,Colocutánea,Colovesical,Colocolónica,D
"Varón de 70 años, bebedor crónico y fumador de dos cajetillas al día. Consulta por presentar tumoración de 1 x 1 cm 
en la parte ventral de la lengua. ¿Cuál es el tratamiento aconsejable?",Escisión local con cierre por segunda,Glosectomía parcial,Glosectomía parcial + disección ganglionar,Prótesis palatina,Escisión local amplia con cierre primario,E
¿Cuál de las entidades está relacionada con formación de cálculos urinarios?,Tuberculosis,Lupus eritematoso,Sarcoidosis,Enfermedad de Crohn,Hipoparatiroidismo,C
¿Cuáles son los efectos de una anestesia epidural?,"Analgesia, hipotensión y amnesia","Hipertensión, analgesia y relajación","Analgesia, ansiolisis y amnesia","Analgesia, relajación e hipotensión","Analgesia, relajación muscular y amnesia",D
"Paciente varón de 25 años, es atendido en emergencia por trauma abdominal abierto por arma de fuego. Se le observa 
pálido, ansioso, hipotenso, FC: 122 X', FR: 30 X', diuresis: 15 ml/h. Según la clasificación ATLS para shock hemorrágico. 
¿Cuánto es el volumen aproximado de pérdida de sangre (%) del paciente?",15-30,40-50,0-15,30-40,>50,D
¿A qué se debe la migración del dolor a la fosa iliaca derecha en la apendicitis aguda?,A la obstrucción por fecalito y ganglios del meso,Al compromiso de serosa apendicular y peritoneo,A la obstrucción y secreción continuada de la,A la acción de la microflora bacteriana apendicular,Al aumento de la presión intraluminal del apéndice,B
"Mujer de 25 años que sufre caída desde el segundo piso, lúcida, inestable, sin manifestaciones claras de peritonitis y 
que no la podemos compensar hemodinámicamente. ¿Cuál es su conducta?",Tomografía abdominal,Ecografía abdominal,Lavado peritoneal diagnóstico,Laparotomía exploratoria,Paracentesis,D
¿Cuál es la indicación para realizar lobectomía tiroidea con istmectomía?,Nódulo sólido determinado por ecografía,Enfermedad multinodular benigna,Caso complejo con resultado de AAF sin,"Carcinoma papilar tiroideo de bajo riesgo, bien",Enfermedad multinodular extensa,D
¿Cuál es la causa más común de hidronefrosis en lactantes?,Estenosis proximal del uréter,Arterias renales anormales,Obstrucción de unión ureteropélvica,Reflujo vesicoureteral,Ureterocele,C
¿Cuál es el tratamiento de elección en pacientes que presentan reflujo vesicoureteral de grado alto?,Inyección submucosa en la implantación,Profilaxis antibiótica,Observación,Reimplantación ureteral,Descompresión vesical,D
¿Cuál es el método de diagnóstico y tratamiento ideal de la coledocolitiasis?,Colangiografía retrógrada endoscópica,Ecografía endoscópica,Coledocotomía,Colecistostomía,Drenaje del cístico,A
"¿Señale Ud. cuál de los procedimientos quirúrgicos de drenaje del árbol biliar dilatado, no permite una evaluación 
endoscópica posquirúrgica de la vía biliar?",Derivación hepatoyeyunal,Derivación colédoco-duodenal,Esfínterotomía endoscópica retrógrada,Papiloesfínterotomía transduodenal,Drenaje biliar percutáneo,A
"En una mujer de 60 años, se le realiza una CPRE por litiasis coledociana, durante el procedimiento el endoscopista 
administra el medio de contraste a presión alta, 24 horas después la paciente presenta dolor abdominal intenso que se 
irradia hacia la parte media de la espalda. ¿Cuál es su sospecha diagnóstica?",Colangitis,Colecistitis,Ulcera gastroduodenal perforada,Pancreatitis aguda,Hemorragia retroperitoneal,D
"Varón de 65 años, con diagnóstico de úlcera duodenal perforada de 48 horas de evolución. ¿Cuál es la operación de 
elección?",Cierre simple + vagotomía troncular,Cierre simple + vagotomía superselectiva,Gastrectomía subtotal gastroyeyuno,Cierre simple con parche de epiplon,Antrectomía,D
¿Cuál es la característica de la incontinencia urinaria por rebosamiento?,Pérdida de orina con urgencia de orinar,Vejiga distendida que no se puede vaciar a voluntad,Pérdida de orina con esfuerzo,Pérdida de orina por disnergia,Mixtas,B
"Varón de 45 años, acude con 5 días de dolor, en hipocondrio derecho, náuseas y vómitos. Antecedentes: fibrosis 
pulmonar no tratado. Examen: T°: 38°C. Sat.Oxígeno: 95%. Tórax: respiración ruda en ACP y disminuidas en base. 
Abdomen: Murphy (+), no reacción peritoneal. Exámenes de laboratorio: Hemograma: 13,000 leucocitos, Hb: 12gr. % 
Ecografía: Vesícula biliar con paredes de 4 mm, distendida, con cálculos pequeños y medianos en su interior. Colédoco: 
6 mm. ¿Cuál es la conducta a seguir?",Colecistectomía laparoscópica,Antibióticos y diferir colecistectomía,Colecistectomía abierta,Colecistostomía laparoscópica,Colecistostomía percutánea,B
"Mujer de 25 años, deportista y antecedente de úlcera péptica, con baja de peso significativo en los dos últimos meses, 
tuvo inmovilización en decúbito supino con férula tóraco-abdominal a manera de corsé por lesión vertebral. Presenta 
náuseas y vómitos continuos, distensión abdominal y epigastralgia posprandial, inicialmente intermitente y luego 
constante. ¿Cuál es la sospecha diagnóstica y el examen a solicitar para confirmar el diagnóstico?",Estenosis duodenal por páncreas anular -,Divertículo duodenal complicado - Endoscopía,Síndrome de la arteria mesentérica - Radiografía,Tumor cabeza de páncreas - TAC de abdomen,Síndrome pilórico - Radiografía baritada de,C
¿Cuál es la contraindicación absoluta para realizar anestesia peridural?,Infección localizada periférica al lugar de la técnica,Hipovolemia,Dolor lumbar crónico,Falta de consentimiento informado del paciente,Enfermedad del sistema nervioso central,D
¿Cuál es la posición del paciente más apropiada para el diagnóstico de varicocele?,Decúbito dorsal,Decúbito lateral del lado no afectado,Posición de pie,Decúbito lateral del lado afectado,Decúbito prono,C
"Varón de 65 años, alcohólico, anorexia marcada, refiere dolor en epigastrio penetrante hacia la espalda, terebrante, 
constante y persistente durante días, por lo cual permanece inmóvil adoptando muchas veces la posición fetal. TAC 
abdominal: conducto pancreático dilatado con cálculos intraductal y calcificación del parénquima. Se diagnostica 
pancreatitis crónica. ¿Cuál es la mayor complicación?",Seudoquistes,Ascitis pancreática,Fístula pancreatoentérica,Trombosis de la esplénica,Carcinoma pancreático,A
¿En qué tiempo en semanas se produce el cierre espontáneo del estoma de la traqueostomía?,1,2,4,6,10,B
¿Cuál de los siguientes factores impide el cierre espontáneo de una fístula intestinal?,Orificio fistuloso de 20% circunferencia intestinal,Absceso perifistuloso drenado,Longitud del trayecto fistuloso >2.5 cm,Volumen de secresión 400 ml/24h,Obstrucción distal a la fístula,E
"Varón de 30 años, nota tumoración testicular asintomática que aumenta de tamaño en forma progresiva. Fue operado 
hace 10 años por criptorquidia. Examen: tumoración no dolorosa, pesada. Marcadores tumorales: Gonadotrofina 
coriónica, AFP y LDH: muy aumentados. Tomografía de tórax, abdomen y pelvis: no adenopatías. Con el diagnóstico 
probable de seminoma, ¿Cuál es su conducta?",Biopsia testicular,Quimioterapia,Radioterapia retroperitoneal,Orquitectomía inguinal radical,Linfodectomía retroperitoneal,D
"Niño de 3 años, presenta masa en región anterior media del cuello, blanda, indolora de superficie regular, que se mueve 
arriba y abajo con la deglución y al sacar la lengua. ¿Cuál es el probable diagnóstico?",Quiste del conducto tirogloso,Adenopatía cervical inespecífica,Quiste salival,Quistedermoide,Higroma quístico,A
"Niña de 8 años, sufre infecciones urinarias recurrentes. Urografía: duplicación del sistema colector derecho con 
ubicación ectópica del uréter que obstruye el flujo del contraste observándose hidronefrosis. ¿Cuál es su probable 
diagnóstico?",Litiasis ureteral,Ureterocele,Reflujo vesico ureteral,Válvula uretral posterior,Obstrucción ureteropélvica,B
"¿Cuál es el tratamiento de una diverticulitis con absceso pélvico, en un paciente en buen estado general sin peritonitis?",Laparotomía de urgencia,Resección del sigmoides,Colostomía,Lavado peritoneal,Drenaje percutáneo guiado por tomografía,E
¿Cuál es la operación de elección en un paciente con hemorroides de IV grado?,Procedimiento para prolapso y hemorroides,Procedimiento de Milligan y Morgan,Procedimiento de Ferguson,Procedimiento de Parks,Procedimiento de Whitehead,A
¿Cuál es el tratamiento indicado en un paciente que presenta un cálculo urinario de 9 mm en el tercio medio del uréter?,Intervención quirúrgica,Nefrostomía percutánea,Endoprótesis,Litotripsia extracorpórea,Alcalinización de la orina,A
"Mujer de 45 años, acude a emergencia por náuseas, vómitos, sudoración y palidez por dolor abdominal intenso y 
persistente localizado en fosa iliaca derecha irradiado a la región inguinal y genitales. Antecedente: posoperada hace 
ocho meses de trauma duodenal realizándose derivación gastro yeyunal. Examen: Afebril, abdomen blando, depresible, 
dolor en flanco y fosa ilíaca derecha con reacción peritoneal dudosa. ¿Cuál es su probable diagnóstico?",Apendicitis aguda,Síndrome adherencial,Pelviperitonitis,Cólico nefrítico,Torsión quiste anexial,D
"¿Cuáles son los valores mínimos de PA media y diuresis, cuando se reanima y corrige con líquidos intravenoso en 
pacientes adultos quemados con más de 20% del área de superficie corporal total?",80 mmHg/50 ml x h,60 mmHg/20 ml x h,60 mmHg/30 ml x h,90 mmHg/20 ml x h,100 mmHg/50 ml x h,C
"En una fractura de mandíbula que exige reducción cerrada ¿Cuánto tiempo es necesario en semanas de fijación 
intermaxilar con barras en arcos aplicadas mediante alambrado alrededor de los dientes?",1- 2,2 - 3,8 - 10,4 - 6,Más de 10,D
¿Cuál es la causa más frecuente de hidropesía vesicular?,Colesterolosis,Pólipo vesicular,Hipertrofia mucosa vesicular,Torsión vesicular,Cálculo impactado,E
¿Cuál es la conducta a seguir en los casos de obstrucción ureteropélvica?,Requiere observación,Todos requieren tratamiento quirúrgico,Pieloplastía abierta es ideal en niños mayores,Endopielotomía endoscópica es una opción en,No requiere ureteroscopía en el procedimiento,A
"Varón de 19 años, con probable diagnóstico de apendicitis aguda que presenta una calificación clínica de Alvarado 
ponderado de 10. ¿Cuál es su conducta?",Seguimiento ambulatorio,Ecografía abdominal,Laparoscopía diagnóstica,Apendicectomía,Tomografía abdominal,D
"Paciente de 55 años, consulta por presentar síntomas de urgencia vesical, polaquiuria, chorro urinario de flujo lento y 
nicturia. Examen: tacto rectal, PSA y ecografía normal. ¿A qué entidad se puede considerar dichos síntomas?",Tuberculosis,Diabetes,Sarcoidosis,Amiloidosis,Litiasis vesical,B
¿Cuál es la causa atribuible de exacerbación aguda del dolor en la pancreatitis crónica?,Compresión duodenal,Presencia de pseudoquiste,Inflamación crónica parenquimal,Hipertensión ductal,Formación tumoral,D
"Paciente de 30 años, sufre accidente de tránsito con trauma maxilofacial. Examen: deformidad en la órbita, arco 
cigomático hundido y epístaxis. ¿Cuál es la región del complejo maxilofacial comprometida?",Media,Superior,Inferior,Anterosuperior,Mediasuperior,A
¿Cuál es la causa de incontinencia urinaria en pacientes con obesidad mórbida?,Falta de soporte uretrovaginal,Deficiencia intrínseca del esfínter con hipermovilidad,Inestabilidad del músculo detrusor,Deficiencia intrínsica del esfínter sin hipermovilidad,Sobrecarga hídrica con disfunción vesical,C
"¿Cuál es la complicación en una intervención quirúrgica de una hernia inguinal, cuando se intenta reducir el saco 
inguinoescrotal y se lesiona el plexo pampiniforme?",Hematoma herida operatoria,Atrofia testicular,Hidrocele,Deferentitis,Epididimitis,B
"¿Cuáles son las manifestaciones del llamado ""círculo vicioso hemorrágico"", en un politraumatizado que requiere cirugía 
de control de daño?","Coagulopatía, hipotermia y acidosis metabólica","Hipotermia, hipotensión y oliguria","Acidosis, hipotensión, pérdida de conciencia","Coagulopatía, hipotensión, insuficiencia","Insuficiencia respiratoria, acidosis, hipotermia",A
¿Cuál es el tratamiento médico de inicio para la hipertrofia benigna de próstata?,Bloqueadores beta-adrenérgicos,Antiinflamatorios no esteroideos,Antiinflamatorios esteroideos,Bloqueadores alfa-adrenérgicos,Estimuladores de la reductasa 5-alfa,D
"¿A qué categoría corresponde en la clasificación de Bosniak (para valorar la probabilidad de cáncer de quistes renales 
por tomografía computarizada), el hallazgo de quistes con paredes irregulares o engrosamiento uniforme o tabiques con 
reforzamiento mensurable?",II,I,IV,III,IIF,D
¿Cuál es la operación indicada para el tratamiento del quiste del conducto tirogloso?,Sistrunk,Karapandzic,Nissen,Toupet,Heller,A
¿Cuál es la estructura móvil en la fractura de Le Fort pura?,Bóveda palatina,Pirámide nasal,Rebordes orbitarios,Malar,Maxilar inferior,A
