questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 25 años, con traumatismo abdominal por accidente de tránsito. Examen: PA 100/60 mmHg, FC 70 X', T° 37 °C, 
SatO2 99%; abdomen resistente a la palpación profunda en todos los cuadrantes. ¿Qué examen confirma el diagnóstico?",Eco FAST,Ecografía abdominal,Radiografía de abdomen simple,TC abdominal con contraste,D
Varón de 70 años que es operado con diagnóstico de íleo biliar. ¿Cuál es la conducta en relación a la fístula bilioentérica?,Tratamiento quirúrgico de la fístula bilioentérica en el mismo acto operatorio,Enterotomía con extracción del cálculo,Colecistectomía subtotal,Colecistostomía,B
¿Cuál es la neoplasia maligna más frecuente del intestino delgado proximal?,Linfoma,Neuroendocrino,Adenocarcinoma,Leiomiosarcoma,C
"Mujer de 42 años, acude porque desde hace 2 días presenta dolor abdominal, vómitos y alza térmica. Examen: abdomen 
distendido, Murphy (+). Leucocitos 20000/µl. Ecografía: vesícula biliar con pared de 6 mm, con múltiples cálculos en su 
interior. ¿Cuál es la óptima opción terapéutica?",Colecistectomía abierta,Analgésicos y antiespasmódicos endovenosos,Colecistectomía laparoscópica,Antibióticos de amplio espectro,C
"¿Cuál es el signo inicial de toxicidad que se presenta al administrar un anestésico local inyectado accidentalmente en el 
intravascular?",Lenguaje entrecortado,Desorientación,Hormigueo,Convulsión,C
"En qué caso de fístula rectovaginal, la cirugía no esta indicada",Disfunción del esfínter anal,Oligo sintomática,Infección,Lesión obstétrica,B
"Neonato de 3 semanas, desde hace 5 días presenta vómitos no biliosos en proyectil y empeoramiento progresivo del 
estado general. Examen: se palpa en epigastrio una tumoración de 3x3 cm. ¿Qué examen auxiliar solicita para confirmar 
el diagnóstico?",Rx simple abdominal,Ecografía abdominal,Rx GI seriada contrastada,Tomografía abdominal,B
¿Cuál es el tratamiento indicado para carcinoides gástricos tipo 1?,Resección quirúrgica de lesiones mayores de 2 cm,Resección endoscópica de la mucosa (EMR) para todos,Conservador si hay invasión de la muscularis propia,Inhibir la producción de gastrina con bloqueadores H2,A
En un paciente estable. ¿Cuál es la conducta inicial frente a una hemorragia aguda digestiva baja?,Sigmoidoscopía,Colonoscopía,Arteriografía,Aspirado por SNG,B
"Mujer de 38 años, desde hace 6 días presenta dolor abdominal post ingesta de grasas. Examen: PA 120/80 mmHg, T° 
37 °C, FC 98 X', ictericia; abdomen: dolor moderado en CSD. Leucocitos: 9000/µl. Ecografía: vesícula biliar de 8x4 
cm con múltiples imágenes hiperrefringentes con sombra posterior, colédoco de 12 mm. ¿Cuál es la conducta a seguir?",Solicitar colangiorresonancia,Programar para colelap urgente,Indicar antibióticos EV,Solicitar endoscopía digestiva alta,A
¿Qué complicación grave puede presentar el paciente con colostomía en el posoperatorio inmediato?,Retracción,Necrosis,Prolapso,Hernia paraestomal,B
"Varón de 20 años que hace 3 horas sufre accidente de tránsito, manifiesta dolor pélvico y deseos de miccionar. Examen: 
abdomen globuloso, depresible, RHA presentes, se palpa globo vesical y se evidencia sangrado en meato urinario. ¿Cuál 
es la indicación inmediata?",Ecografía abdominal,Rx de abdomen simple,TC abdominal sin contraste,Uretrografía retrógrada,D
¿Cuál es el tratamiento de la ulcera gástrica perforada de más de 24 horas de evolución?,Gastrostomia,Gastrectomía subtotal,Cierre simple más parche,Derivación gástrica,C
"Paciente de 40 años con traumatismo abdominal por arma de fuego. Examen: diaforético, quejumbroso e 
inestabilidad hemodinámica. Laparotomía exploradora: lesión de serosa gástrica y lesión de páncreas sangrante. Se 
decide hacer cirugía de control de daños. ¿Qué criterio debe ser considerado indefectiblemente?",Posible lesión de conducto pancreático y hemorragia masiva,Compromiso de cuello y cuerpo del páncreas,Compromiso de cabeza y del proceso uncinado del páncreas,"Presencia de hipotermia, coagulopatía y acidosis",D
"Varón de 70 años, operado hace un año de hernioplastía inguinal derecha con colocación de malla de polipropileno, 
acude por persistencia del tumor y mayor dolor. Examen: tumor de 5x6 cm no reductible en región inguinal derecha. ¿Cuál 
es la conducta terapéutica?",Retirar la malla y reoperar con técnica de Lichtenstein,Reoperar por la técnica de Nyhus,Reparación laparoscópica y colocación de nueva malla,Retirar la malla y colocar malla biológica,C
¿Cuál es el tratamiento con mayor efectividad para pacientes portadores de hemorroides internas grado II?,Escleroterapia,Coagulación infrarroja,Criocirugía,Ligadura con goma elástica,D
"Varón de 10 años, hace 12 horas presenta dolor en epigastrio que migra y se localiza en hipogastrio. Examen: PA 90/60 
mmHg, FC 100 X', T° 38 °C; abdomen ligeramente distendido; Mc Burney dudoso. ¿Cuál es la conducta a seguir?",Ecografía abdominal,Gammagrafía abdominal,RM abdominal,TC helicoidal,D
"A un portador de carcinoma gástrico con indicación de R0, se le debe realizar...",gastrectomía D1 ampliada.,resección total con 10 ganglios.,gastrectomía D2.,gastrectomía con bordes menos de 5 cm.,C
"D. gastrectomía con bordes menos de 5 cm. 
 
29. Varón de 40 años, consulta por dolor intenso en epigastrio que no cede desde hace 6 horas. Examen: PA 90/60 mmHg, 
FC 110 X', FR 25 X'; leptosómico, pálido, sudoroso; respiración superficial; desaparición de la matidez hepática y 
abdomen en tabla. ¿Cuál es el diagnóstico más probable?",Perforación gástrica,Apendicitis aguda complicada,Tifoidea complicada,Meckel complicado,A
En un paciente con IRC en diálisis. ¿Cuál es condición preoperatoria prioritaria momentos antes de la cirugía?,Ecocardiograma normal,Concentración normal de creatinina,Hemoglobina mayor de 10 g/dl,Concentración normal de potasio,D
¿Cuál es la complicación del divertículo de Meckel que requiere cirugía de urgencia?,Hemorragia,Fístula entero cutánea,Malignización del divertículo,Obstrucción por vólvulo mesentérico,A
En el postoperatorio de un absceso perianal adecuadamente drenado. ¿Cuál es la conducta a seguir?,Indicar antisépticos locales,Utilizar laxante de contacto,No administrar laxantes,No indicar antibióticos,D
¿Por qué se presentan mayormente las complicaciones tempranas en los estomas intestinales tras la intervención?,Dermatitis,Edema periostomal,Selección inadecuada del lugar,Reacción inflamatoria a la sutura,C
"Mujer de 60 años, desde hace 4 días dolor abdominal a predominio del abdomen inferior izquierdo, no 
elimina flatos. Antecedente: operada de apendicitis aguda y en tratamiento por diverticulosis. Examen: T° 38 °C, 
PA100/60 mmHg, FC 100 X', FR 26 X'; abdomen: doloroso, distendido, RHA (-), contractura y reacción 
peritoneal. Laboratorio: leucocitosis y desviación izquierda. Ecografía: liquido abdominal libre. ¿Cuál es la operación 
indicada en este paciente con diverticulitis complicada?",Resección del colon y colostomía,Resección del colon e ileostomía,Lavado peritoneal laparoscópico,Ileostomía y drenaje,B
"Varón de 40 años que desde hace 7 días presenta palpitaciones, temblores, sudoración profusa, confusión y 
convulsiones. Antecedente no contributorio. Laboratorio: glucosa 49 mg/dl, insulina sérica elevada. TC: tumor de 3 cm en 
cuerpo de páncreas. ¿Cuál es el diagnóstico más probable?",Gastrinoma,Glucagonoma,Insulinoma,Somatostatinoma,C
"Varón de 42 años con diagnóstico de pancreatitis aguda severa, al 8° día presenta fiebre, dolor abdominal y malestar 
general. TAC con necrosis pancreática del 35 % y aspiración con aguja fina que muestra gérmenes gram(-). ¿Cuál sería 
la conducta a seguir?",Pancreatectomía total,Necrosectomía,Drenaje tubular,Antibioticoterapia y observación,B
"Mujer de 40 años hace 6 meses presenta cansancio y prurito. Antecedente: tiroiditis autoinmune. Examen: Adelgazada, 
ictérica. Abdomen: globuloso, RHA (+), circulación colateral. Laboratorio: pruebas de función hepática alteradas. 
Anticuerpos frente al citoplasma de los neutrófilos de patrón perinuclear. Colangiorresonancia: patrón 
«arrosariado», biopsia hepática: fibrosis periductal concéntrica en piel de cebolla. ¿Cuál es el diagnóstico?",Disfunción del esfínter de Oddi,Colangiocarcinoma,Colangitis esclerosante primaria,Cirrosis micronodular,C
"Varón de 45 años consulta por lesión en la planta del pie. Examen: lesión negruzca en la planta del pie de 3x3 cm, 
elevada, ulcerada en la cúpula. Se diagnostica melanoma. ¿Cuál es el tipo a considerar?",Lentiginoso acro,Léntigo maligno,Nodular,Extensión superficial,C
"Varón de 35 años, estreñido crónico desde hace 10 años, desde hace 6 semanas presenta dolor intenso al defecar. 
Examen: lesión longitudinal de 10 mm sangrante en el radio 6 en posición ginecológica.TR: dolor intenso. ¿Cuál es el 
tratamiento?",Fistulectomía,Inyección tópica de toxina botulínica,Pomadas tópicas de nitratos y antagonistas de calcio,Esfinterotomía lateral interna,D
Una vez diagnosticada una colecistitis aguda. ¿Cuál es la mejor conducta orientada a reducir las complicaciones?,Antibióticoterapia y dieta,Colecistectomía dentro de las 72 horas,Cirugía después de tres semanas,Antiespasmódicos y antinflamatorios,B
¿Cuál es el factor que contribuye al aumento de la incidencia del adenocarcinoma de esófago?,Helicobacter Pylori,VPH,Síndrome de Plummer Vinson,Obesidad,D
¿Cuál es criterio para la derivación a un centro especializado de quemados?,Cualquier quemadura de espesor total,Quemaduras de espesor parcial de menos del 8% del ASCT,Quemaduras por luz solar de primer grado,Niños quemados en hospital con personal competente,A
"Varón de 50 años, atendido en emergencia porque desde hace 6 horas presenta mareos y hematemesis. Examen: PA 
90/50 mmHg, T° 36.5 °C, FC 100 X', abdomen blando, depresible, RHA aumentados. Gastroscopía: arteria tortuosa 
sangrante en curvatura menor. ¿Cuál es diagnóstico más probable?",Lesión de Dieulafoy,Úlcera péptica gástrica,Várices gástricas tipo 2,Enfermedad de Ménétrier,A
¿Qué síntoma o signo es importante para definir una obstrucción intestinal completa?,Náusea y vómitos,Fiebre y taquicardia,Ausencia de eliminación de flatos,Ruidos intestinales escasos,C
"Varón de 25 años, hace una hora sufre herida punzante por arma blanca en el abdomen anterior. Estable. Examen: en la 
región periumbilical se observa orificio de entrada de 0.5x0.5 cm; no reacción peritoneal. No leucocitosis. ¿Cuál es la 
conducta inicial?",Examen físico seriado,FAST,Laparoscopía diagnóstica,Exploración local de la herida,D
Una contraindicación para manejo conservador de la obstrucción intestinal no complicada es la presencia de...,síndrome adherencial.,obstrucción de asa incompleta.,hernia no incarcerada.,alteración de perfusión de pared intestinal.,D
¿Qué medicamento puede producir pancreatitis?,Diclofenaco,Paracetamol,Furosemida,Ciprofloxacino,C
"Varón de 20 años, ingresa a emergencia por quemadura con agua hervida. Examen: PA 90/60 mmHg, FC 110X', FR 30 
X'. Lesiones comprometen ambas caras del tronco y las extremidades superiores. ¿Cuál es la indicación inmediata?",Iniciar hidratación endovenosa,Limpieza de heridas con silverdiazina de plata,Antibióticos de amplio espectro y opioides,Intubación endotraqueal,A
¿Cuál es la complicación tardía de una colecistectomía laparoscópica?,Hemorragia,Sepsis,Colangitis,Estenosis biliar,D
Con respecto a las hernias femorales. ¿Qué factor incide para que su aparición sea más frecuente en el lado derecho?,Taponamiento del cólon sigmoideo sobre el conducto femoral derecho,Falla de maduración del tejido conectivo,Disminución de peso ponderal,Retraso en la atrofia del conducto peritoneo vaginal,D
"Varón de 30 años que hace 2 horas sufre herida de bala en epigastrio sin orificio de salida. Examen: pálido, inestable, PA 
80/40 mmHg, FC 120 X´, FR 26 X'. Reacción peritoneal. No hematuria. No leucocitosis. ¿Cuál es la conducta a seguir?",Tratamiento no operatorio,Laparotomía exploratoria,FAST,Tomografía abdominal,B
"Varón de 20 años, es traído por accidente de tránsito. Examen: pulso débil, PA 90/50 mmHg, FC 100 X', FR 34 X'; 
Glasgow 8; huellas de sangrado nasal. Equimosis en HTI. Murmullo vesicular presente en ambos campos pulmonares. 
Pupila derecha midriática, Babinski (+). Se le indica vía con suero fisiológico. ¿Qué medida se debe indicar?",Traqueostomía con cánula,Cricotiroidotomía abierta,Intubación endotraqueal,Traqueostomía percutánea,C
¿Cuál es la incisión que debe usarse para abordar el abdomen anterior en un paciente con herida de bala?,Mediana suprapúbica,Paramediana suprapúbica,Paramediana infraumbilical,Mediana xifopúbica,D
"Mujer de 30 años hace 6 meses presenta dolor abdominal con náusea y vómitos secundaria a la ingesta de frituras, . 
Examen: abdomen leve dolor a la palpación en hipocondrio derecho. Ecografía: no cálculos ni barro biliar. Colédoco 4 
mm. ¿Cuál es el diagnóstico más probable?",Colecistitis aguda,Discinesia biliar,Pancreatitis crónica,Colangitis aguda,B
"Varón motociclista de 20 años, sufre accidente, es trasladado de inmediato a emergencia. Examen: PA 80/60 mmHg, FR 
30 X'; soporoso; herida en cuero cabelludo; fractura de las 4° y 5° costillas de HTD; pulmones: MV disminución en 1/3 
inferior de HTD; RC taquicárdicos; abdomen: distendido, RHA (-). ¿Cuál es la acción prioritaria por tomar?",Garantizar permeabilidad de la vía aérea,Soluciones tibias de suero salino,Estabilizar la fractura de muslo,Vendaje de herida de cuero cabelludo,A
¿Cuál es el tratamiento quirúrgico indicado en el paciente con íleo biliar?,Resección intestinal y extracción de cálculo,Enterotomía y cierre fistula duodenal,Enterotomía y colecistectomía parcial,Enterotomía y extracción de cálculo,D
"Mujer de 60 años, post colecistectomía laparoscópica, presenta desde hace dos días dolor cólico en hipocondrio derecho, 
fiebre y escalofríos, ictericia y desde hace un día hipotensión. Examen: MEG, ictérica. TC abdominal: colédocolitiasis de 
12 mm. ¿Cuál es la conducta a seguir?",Drenaje urgente por CEPRE,Observación,Antibióticos de amplio espectro IV,Cirugía electiva,A
"Varón de 65 años, desde hace 24 horas presenta dolor intenso en epigastrio, que aumenta con el pasar de las horas, 
vómitos con sangre. Antecedente: uso de AINES por artrosis de rodilla. Examen: pálido y sudoroso; PA 90/60 mmHg, FC 
100 X', SatO2 98%; abdomen: rigidez marcada, RHA (-). Rx Abdomen simple de pie: neumoperitoneo. ¿Cuál es el 
tratamiento quirúrgico indicado?",Cierre simple y parche,Vagotomía troncal y piloroplastía,Derivación gastroyeyunal,Vagotomía supraselectiva,A
"Al iniciar nutrición enteral en un paciente con fístula enterocutánea se produce un aumento del gasto. ¿Cuál es la 
conducta inmediata a seguir para controlarlo?",NPT e hidratación parenteral,Aplicar medidas farmacológicas (IBP o bloqueadores H2),Reducir volumen de alimentación enteral,Emplear análogos de la somatostatina,A
¿Cuál es el procedimiento más efectivo para hemorroides internas grado III y IV?,Escleroterapia con fenol,Hemorroidopexia con grapas,Hemorroidectomía por escisión,Desarterialización transanal,C
En una herida esternal. ¿Cuál es la medida más efectiva para la prevención de la cicatrización queloidea?,Uso de láminas de silicona,Compresión con apósitos,Reducir la tensión de la herida,Lociones hidratantes,C
"Varón de 56 años, desde hace 8 meses presenta dolor al esfuerzo en el flanco derecho a la altura del ombligo. 
Antecedentes no contributorios. Examen: dolor a la palpación en flanco derecho. Ecografía: defecto de 2x2 cm por debajo 
de la línea arqueada y fuera del borde externo del músculo recto. ¿Cuál es el diagnóstico más probable?",Eventración abdominal,Hernia de Spiegel,Hernia inguinal directa,Diástasis de rectos,B
"Gestante de 24 años en semana 20, presenta dolor inespecífico en el cuadrante inferior derecho, se sospecha 
de apendicitis aguda, RNM negativa, al reevaluar a las dos horas hay mayor dolor. ¿Cuál es la conducta terapéutica a 
seguir?",Observación 24 horas,Apendicectomía laparoscópica,Laparoscopía diagnóstica,Laparotomía exploradora,C
Según los criterios de Bethesda para identificar el síndrome de Lynch se debe cumplir con:,tumores colorrectales de inestabilidad de microsatélites,paciente afectado con pariente de primer grado,descartar la poliposis adenomatosa familiar,antecedente de cáncer hereditario,A
"La hipotermia intraoperatoria afecta considerablemente la función cardiovascular, la coagulación de la sangre, la 
cicatrización de las heridas y aumenta el riesgo de infección. ¿Cuál es lo más característico de la afectación cardíaca?",Depresión cardíaca e isquemia miocárdica,Arritmias e hipertensión arterial,Disminución de respuesta a las catecolaminas,EKG con elevación del punto J y la onda de Osborn,D
"Mujer de 45 años consulta porque desde hace 7 días presenta dolor cólico en cuadrante superior derecho e ictericia. 
Antecedente: hace un mes fue colecistectomizada de emergencia. ¿Cuál es el procedimiento más indicado para el 
diagnóstico?",Ecografía abdominal,CPRE,Colangio resonancia,Tomografía abdominal,C
"La fístuloclisis es una técnica desarrollada para proporcionar apoyo nutricional, cuyo principal resultado es ...",reducir el gasto al recoger y reintroducir el drenaje de la fístula.,disminuir la necesidad de NPT.,proporcionar alimentación enteral pacientes con fístulas distales de alto gasto.,prevenir problemas de líquidos y electrólitos y mantener la nutrición en algunos pacientes.,D
¿Cuál es la malformación anorrectal más frecuente?,Atresia membranosa,Agenesia anal,Estenosis anal,Agenesia anorrectal,C
"La ...... está indicada, según la clasificación Haggitt, ante la presencia de pólipo que invade la submucosa de la pared del 
colon, por debajo del tallo.",polipectomía,colectomía segmentaria,colonoscopía,colectomía total,B
¿Cuándo está indicado el tratamiento quirúrgico de urgencia de las fístulas enterocutáneas?,Persistencia de la fístula,Tracto de la fístula es corto,Malnutrición,Abceso intraabdominal,D
"Varón de 65 años, natural de Apurímac, refiere que desde hace 48 horas presenta dolor abdominal de inicio rápido, 
distensión abdominal, no eliminación de flatos. Examen: PA 140/70 mmHg, FC 80 X', FR 24 X'. Abdomen: no cicatrices, 
no hernias, tumoración en FII móvil poco dolorosa de15x15 cm, no reacción peritoneal. No leucocitosis. Rx simple de 
abdomen: signo de grano de café. ¿Cuál es el tratamiento inicial?",Resección y anastomosis,Descomprensión endoscópica,Procedimiento de Hartmann,Pexia del colon sigmoides,B
¿Cuál es el estudio de imágenes útil para confirmar el diagnóstico de Discinesia biliar?,RMN con contraste,HIDA estimulada por CCK,TEM con contraste,CPRE con esfinterotomía,B
"Mujer de 68 años, presenta dolor en fosa iliaca izquierda y alza térmica. Examen: dolor a la palpación, resistencia y masa 
palpable en hemiabdomen izquierdo. TAC: absceso retroperitoneal. Según la clasificación de Hinchey II. ¿Qué tipo de 
tratamiento indica?",Antibióticoterapia y observación,Antibióticoterapia y drenaje percutáneo,Cirugía descompresiva de urgencia,Resección y colostomía,B
"¿Cuál es el examen imagenológico de mayor sensibilidad en el postoperatorio reciente, para diferenciar una obstrucción 
intestinal mecánica de un íleo prolongado?",Rx abdominal simple,TC sin contraste,Rx de abdomen con contraste intraluminal soluble,TC con contraste I.V.,D
¿Qué defecto técnico incide más frecuentemente en la recidiva de las hernias?,Tensión excesiva,Omisión de hernias,Borde musculoaponeurótico inadecuado,Tamaño inadecuado de la malla,A
"El tratamiento del pólipo de colon resecado endoscópicamente, cuyo diagnóstico anatomopatológico demuestra 
carcinoma limitado a la mucosa de la cabeza del pólipo, es:",Resección local amplia,Colectomía radical,Observación expectante,Colectomía,C
"Varón de 68 años en PO3 post gastrectomía total por cáncer gástrico que inicia cuadro de neumonía. ¿Cuál es la posible 
causa de la complicación?",Incremento del transporte mucociliar,Diseminación hematógena del cáncer,El reflejo de la tos ha sido suprimido,Cirugía extensa,C
"¿Cuál es el abordaje de reconstrucción que aplicaría en una lesión de la vía biliar producida durante una colecistectomía 
laparoscópica dificultosa y reconocida en el mismo acto operatorio?",Hepaticoyeyuno en Y de Roux,Coledocotomía y Kher,Endoprótesis,Anastomosis término terminal,A
Las fístulas intestinales externas suelen ser el resultado de una...,fístula espontánea.,lesión yatrogénica.,enfermedad inflamatoria.,infección crónica.,B
¿Cuál es el cáncer gástrico más frecuente?,Linfoma,Leiomiosarcoma,Tumor de GIST,Adenocarcinoma,D
"Varón de 70 años con dolor cólico a repetición post ingesta a grasas, desde hace 2 días presenta dolor abdominal, 
náusea, vómitos biliosos, estreñimiento y ausencia de flatos. Examen: PA 90/60mmHg, FR 25X´, Pulso 95X´, T° 37.5°C. 
Abdomen distendido, RHA incrementados. RX abdomen simple de pie: niveles hidroaéreos, neumobilia e imagen ovalada 
radiopaca en FID ¿Cuál es el diagnóstico?",Plastrón apendicular,Isquemia mesentérica,Vólvulo de ciego,Íleo biliar,D
"Varón de 30 años con antecedente familiar de cáncer gástrico en tres generaciones. En su control médico le 
indican endoscopía donde se encuentra lesión de 1x1cm en el cuerpo gástrico. AP: carcinoma difuso en células de anillo 
de sello que llega a la submucosa. ¿Cuál es la conducta a seguir?",Gastrectomía total radical D2,Gastrectomía sub total radical R0,Tratamiento de resección endoscópica,Gastrectomía radical con márgenes más de 5 cm del borde de sección,A
"Paciente de 60 años con gran distensión abdominal de 2 días de evolución, desde hace 6 horas dolor cólico intenso. Se 
sospecha obstrucción intestinal baja por vólvulo de sigmoide con necrosis. ¿Cuál es el estudio a solicitar para confirmarlo?",TAC con contraste hidrosoluble y EV,TAC sin contraste,Endoscopía colónica,Rx de abdomen simple de pie,A
Frente al hallazgo de una diverticulitis complicada Hinchey IV. ¿Cuál es la conducta a seguir?,Observación,Laparotomía,Drenaje percutáneo,Fistulografía,B
"Mujer de 60 años con diagnóstico de colecistitis crónica por cálculos pequeños, acude a la emergencia por presentar 
dolor en epigastrio desde hace 8 días que se irradia a la espalda y que se ha intensificado en las últimas 48 horas 
score 8/10. ¿Qué examen inicial solicita?",Amilasa,Rx de abdomen,Ecografía abdominal,Lipasa,D
"Varón de 30 años sufre lesión por arma de fuego en el abdomen. Llega hipotenso, hipotérmico, es laparatomizado y se 
encuentra doble perforación destructiva del colon descendente y amplia contaminación fecal de cavidad abdominal. ¿Cuál 
es la indicación quirúrgica óptima?",Sutura de las lesiones y colostomía,"Control de daños, resección y colostomía temporal",Resección y anastomosis primaria,Resección e ileostomía,B
"En un paciente estable con trauma abdominal cerrado con sospecha de lesión duodenal, con tomografía donde se 
evidencia hematoma duodenal. ¿Cuál es la conducta a seguir?",Observación,Laparotomía,FAST,LPD,B
¿Cuál es el factor más frecuente para que se presenten hernias incisionales?,Tipo de sutura,Obesidad,Atelectasia,Infección de sitio quirúrgico,D
¿Cuál es la ventaja de las técnicas laparoscópicas frente a la cirugía abierta de las hernias inguinales?,Tienen menor recidiva,El costo es menor,La reanudación precoz de la actividad física,Las complicaciones son menores,C
"Recién nacido que presenta sialorrea asociada a crisis de tos evidenciadas desde la primera alimentación, el cuadro es 
sugestivo de...",atresia esofágica.,hipertrofia pilórica.,fístula traqueoesofágica.,reflujo gastroesofágico.,C
"Mujer de 30 años con dolor postprandial desde hace dos años y dispepsia a las grasas; acude por dolor intenso en 
epigastrio y en región periumbilical con irradiación a la espalda y que no cede a antiespasmódico; se agregan náusea y 
vómitos. Examen: fascies algésica, abdomen distendido, dolor difuso a la palpación, Murphy positivo. ¿Cuál es el 
diagnóstico más probable?",Úlcera gástrica perforada,Pancreatitis aguda,Colecistitis aguda,Coledocolitiasis,B
"¿Cuál tumor secundario en el colon, puede simular un tumor primario?",Hepatocarcinoma,Cáncer de útero,Cáncer de mama lobulillar,Cáncer de páncreas,C
"Varón de 80 años con diagnóstico de diverticulitis complicada en sigmoides, con peritonitis generalizada. Antecedente: 
diabético desde hace 30 años. ¿Cuál es el procedimiento a elegir?",Transversectomía,Sigmoidectomía y anastomosis primaria,Colostomía a lo Hartmann,Drenaje percutáneo guiado,C
"Paciente que presenta dolor crónico, después de reparación de hernia inguinal por vía laparoscópica. ¿Qué nervio es el 
afectado?",Cutáneo femoral lateral,Íleo inguinal,Obturatriz,Tronco principal del femoral,A
"En la evaluación del paciente politraumatizado, Ud. realiza valoración de la escena, inicia tratamiento adecuado de la vía 
aérea con:",Intubación endotraqueal,Evaluación con la escala de Mallanpati,Lograr una respuesta verbal y proteger la columna cervical,Descartar neumotórax,C
"Varón de 60 años, obeso, presenta síndrome de Fournier, cultivo muestra predominancia de Clostridium perfringens. 
¿Cuál es el tratamiento antibiótico indicado?",Antibióticos de amplio espectro y cloranfenicol,Antibióticos de amplio espectro y clindamicina,Moxifloxacino y vancomicina,Ciprofloxacino y amoxicilina,B
¿Cuál es la complicación que se puede presentar en el paciente no bien hidratado sometido a un bloqueo subaracnoideo?,Hipotensión arterial,Taquicardia sinusal,Absceso epidural,Hipertermia maligna,A
"Varón de 40 años, desde hace tres días presenta tumoración anal dolorosa. Refiere estreñimiento crónico.TR: tumoración 
1x2cm dolorosa y turgente, de color violáceo. ¿Qué procedimiento se debe indicar?",Biopsia anal,Incisión,Proctoscopía,Ecografía endorectal,B
"Varón de 60 años que sufre accidente de tránsito (peatón) llega a la emergencia e inmediatamente es sometido a 
laparatomía exploratoria por presentar inestabilidad hemodinámica severa. Lesión hepática grave con hemorragia masiva. 
¿Qué maniobra debe efectuarse para tratar de detener la hemorragia del hígado?",Mattox,Pringle,Kocher,Pinotti,B
¿Cuál acceso intravenoso se recomienda ante el shock hipovolémico del politraumatizado?,Catéteres periféricos cortos y de gran calibre,Flebotomía de la vena safena mayor,Aguja intraósea en el fémur,Venodisección de yugular anterior,A
