questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 34 años, sometido a una cirugía de hernia inguinal derecha con anestesia epidural con catéter (lidocaína al 2%). 
En el intraoperatorio el cirujano decide reconstruir otra hernia de hallazgo; aumentando el tiempo operatorio. ¿Qué 
fármaco es coadyuvante para prolongar el tiempo anestésico?",Dimenhidrinato,Epinefrina,Metamizol,Dextrosa 33.3%,B
"Segundigesta de 38 semanas, ASA III, antecedente de HTA no controlado, se realiza cesárea con anestesia epidural, por 
cesárea anterior; prodromos de labor de parto. Pelvis estrecha. A las 48 h inicia náusea, vómitos, cervicalgia, diplopia, 
pérdida auditiva, cefalea frontal que empeora con la sedestación. ¿Cuál es el diagnóstico?",Cefalea post punción dural,Preeclampsia severa,Síndrome de HELLP,Crisis hipertensiva,A
"Varón de 45 años, ASA I, RAM(-), sometido a cirugía de columna con anestesia general. En el intraoperatorio, a mitad de 
la cirugía se presenta una FC 130 X' constante; en el EKG se evidencia onda P; narcotrend fase C, sin otros signos. 
¿Cuál es la profundidad anestésica?",Sedado,Anestesia ligera,Hipnosis profunda,Anestesia general,B
"Puérpera de 17 años, un día post operada de cesárea electiva con anestesia epidural; presenta cefalea que aumenta al 
pararse y a la deambulación, mejora al acostarse; escotomas presentes. ¿Cuál es la complicación más frecuente?",Intoxicación por anestésicos locales,Efecto residual de la anestesia,Hematoma epidural,Cefalea post punción dural,D
"En el algoritmo de soporte vital cardiovascular avanzado del adulto, la dosis de adrenalina recomendada es...",10 mg por única vez.,0.1 mg cada 30 min.,1 mg cada 3-5 min.,0.01 mg cada hora.,C
"¿Cuál es el fármaco, cuya monitorización se realiza con el tiempo de protrombina y el INR; al cual se debe suspender su 
uso de 2 a 5 días antes del procedimiento quirúrgico?",Aspirina,Rivaroxaban,Pentasacárido,Warfarina,D
"¿Cuál es el fármaco antagonista del receptor opioide que no cruza la barrera hematoencefálica, eficaz en el tratamiento 
del estreñimiento provocado por opioides?",Meperidina,Codeina,Metilnaltrexona,Hidromorfona,C
¿Cuál adyuvante anestésico es agonista selectivo del receptor α2 adrenérgico y tiene acción sedativa y analgésica?,Propofol,Midazolam,Pentobarbital,Dexmedetomidina,D
"En la valoración preanestésica, de un varón de 58 años, programado para colelap, con antecedente de HTA y DM 
controlada, se ausculta un soplo mesodiastólico tipo chasquido de apertura, retumbo de tono bajo que irradia a axila, la 
posición de cuclillas y el cierre mantenido del puño aumenta su intensidad. ¿Cuál es la sospecha diagnóstica?",Insuficiencia mitral,Prolapso de válvula mitral,Estenosis aórtica,Estenosis mitral,D
"Varón de 55 años, post colecistectomía laparoscópica, bajo anestesia general. En el intraoperatorio presenta, rigidez del 
masetero, PetCO2 > 55 mmHg, ventilación espontánea, aumento rápido de temperatura, taquicardia. ¿Cuál es el 
diagnóstico?",Enfisema subcutáneo,Crisis tiroidea,Hipertermia maligna,Edema agudo pulmonar,C
¿Cuál anestésico aumenta el flujo sanguíneo cerebral y el índice metabólico cerebral?,Ketamina,Tiopental,Propofol,Etomidato,A
"¿Cuál es el método de monitorización neurológica que determina predominantemente la saturación venosa local de 
oxígeno?",Saturación venosa de oxígeno en el bulbo yugular,Ecografía doppler transcraneal,Electroencefalograma,Oximetría cerebral,D
"Paciente de 72 años ASA III, programado para cirugía cardiaca; después de retirar el pinzamiento aórtico supracelíaco se 
evidencian cambios hemodinámicos: PA 65/45 mmHg, FC 56 X', SatO2 100%. ¿Qué estrategia terapéutica es la indicada?",Fármacos vasoconstrictores,Aumento de anestésicos inhalados,No administrar líquidos,Administrar vasodilatadores,A
"¿Cuál es el fármaco sintético, agonista de acción lenta del receptor µ, que se usa en el tratamiento de sustitución para 
adicción a opioides?",Oxazepam,Naloxona,Vareniclina,Metadona,D
"¿Cuál es la complicación infrecuente y potencialmente mortal en anestesia regional, que aparece después de la difusión 
cefálica excesiva del anestésico local en el LCR?",Cefalea post punción dural,Toxicidad sistémica por anestésicos locales,Bloqueo intradural total,Lesión neurológica,C
"Paciente de 70 años programado para cirugía cardiaca, tras el pinzamiento aórtico se evidencian cambios hemodinámicos 
con PA 200/130 mmHg sostenida, FC 60 X', SatO2 100%. ¿Cuál el tratamiento a seguir para la reducción de la poscarga?",Nitroglicerina,Nitroprusiato sódico,Administración de líquidos,Flebotomía controlada,B
"¿Qué fármaco perteneciente al grupo de alquilfenoles tiene acción hipnótica, es muy liposoluble e insoluble en disolución 
acuosa?",Remifentanilo,Fentanilo,Propofol,Sevoflurano,C
"Según la clasificación del estado físico de la Sociedad Americana de Anestesiología; a un paciente con enfermedad 
sistémica grave que supone una amenaza continua para su vida. ¿Qué categoría le corresponde?",III,IV,V,II,B
¿Cuál es el fármaco que puede producir torsade de pointes en pacientes con síndrome de QT largo congénito?,Dicloxacilina,Ketamina,Haloperidol,Neostigmina,C
¿Cuál es el fármaco antagonista de los receptores muscarínicos y que en dosis terapéutica puede causar cinetosis?,Ondansetrón,Dexametasona,Escopolamina,Metoclopramida,C
"¿Cuál es el ß1 agonista con efecto inotrópico (+), cronotropísmo (+) y vasodilatación periférica (+)?",Fenilefrina,Noradrenalina,Vasopresina,Dobutamina,D
"Mujer de 75 años, ASA III, antecedente de HTA y DM; sometida a cirugía cardiaca por insuficiencia aórtica, durante la 
monitorización de la presión arterial continua se evidencia alteraciones de la onda de presión arterial. ¿Cuáles son las 
alteraciones que se espera encontrar?","Espiga y domo, obstrucción mesosistólica","Pulso bisferiens, doble pico, presión de pulso ancha","Pulso alternante, amplitud de presión de pulso alternante","Pulso parvus, presión de pulso estrecha",B
¿Cuál es contraindicación relativa de los fármacos trombolíticos?,Hipertensión grave no controlada,Cirugía craneal reciente,Hemorragia activa,Embarazo,D
"En la monitorización con pulsioximetría. ¿Qué factor genera desviación a la izquierda de la curva de disociación de 
oxihemoglobina?",Metahemoglobina,Hipertermia,Acidosis,Aumento de la altitud,A
"Varón de 55 años, IMC 32, ASA II, Mallampati 3; dentadura frágil, apertura limitada de la boca y antecedente de fractura 
cervical. ¿Qué técnica laringoscópica es recomendada para abordar la vía aérea?",Indirecta con fibroscopio flexible para la intubación,Directa con alineación del eje e IOT,Directa con pala curva,Indirecta con extensión tiromentoniana,A
La visualización sólo de la epiglotis corresponde al grado ...... según la clasificación de Cormack-Lehane.,2,1,3,4,C
¿Qué efecto se puede producir en el caso de rigidez inducida por opioides?,Aumento de la distensibilidad,Hipocapnia,Disminución del consumo de oxígeno,Aumento de la PVC,D
"¿Cuál es el anestésico amino éster, de gran potencia, de inicio lento y tiempo de acción prolongada, que puede ser usado 
por vía tópica?",Lidocaína,Bupivacaína,Ropivacaína,Tetracaína,D
"En relación a las bradiarritmias. ¿En qué condición el bloqueo de aurículas y ventrículos están completamente 
disociados?",Bloqueo AV de segundo grado tipo I,Mobitz de tipo II,Bloqueo AV de tercer grado,Bloqueo AV de primer grado,C
"¿Qué fármaco analgésico reduce el dolor urente y fulgurante, bloqueando los canales de calcio sensibles al voltaje?",Gabapentina,Ketamina,Paracetamol,Etoricoxib,A
En la monitorización de la profundidad anestésica. ¿A qué corresponde un índice bi espectral de 80?,Baja probabilidad de recuerdo,Hipnosis profunda,Despierto,Sedación ligera,D
¿Cuál es el fármaco que tiene inicio de acción rápida y duración de acción ultracorta?,Atracurio,Rocuronio,Vecuronio,Succinilcolina,D
"Tras la administración de un relajante muscular. ¿Cuál es el síndrome que presenta rigidez muscular de la mandíbula 
asociada a flacidez de los músculos de las extremidades y está relacionado a la hipertermia maligna?",Miopatía periférica,Espasmo del masetero,Barbitúrico,Guillain Barré,B
"Paciente de 45 años, obesa, con antecedente de DM mal controlada, hipertensa en tratamiento con enalapril 10 mg c/24 
h; en el transoperatorio de una colelap de emergencia, presenta bradiarritmia persistente, se administra atropina 0.5 mg 
EV cada 3 min hasta una dosis de 3 mg. ¿Cuál es el tratamiento a seguir?",Continuar con atropina,Nitroglicerina en perfusión,Dopamina en perfusión,O2 al 100%,C
¿Cuál es un factor asociado al aumento de la resistencia vascular pulmonar?,Alcalemia,Hipocapnia,Anestesia profunda,Dolor,D
¿Qué fármaco anestésico no produce un patrón electroencefalográfico de patrón regular?,Propofol,Ketamina,Benzodiacepinas,Barbitúricos,B
"¿Cuál es el principal metabolito de la morfina, que no se une a receptores opioides y posee poca o ninguna actividad 
analgésica?",M3G,M6G,M5G,M2G,A
¿Cuál es una condición asociada al aumento de los receptores de acetilcolina en bloqueos neuromusculares?,Intoxicación por colinesterasa,Miastenia gravis,Intoxicación por órgano fosforado,Quemaduras,D
¿Cuál es un factor pronóstico de ventilación difícil con mascarilla laríngea?,Ápnea obstructiva del sueño,Índice de masa corporal <25,Mallampati II,Distancia tiromentoniana larga,A
"Niño de 12 años, ASA I, no refiere reacción alérgica medicamentosa ni atopias (-), asma bronquial controlada; sometido 
a una cirugía de labio leporino. ¿Qué fármaco es el más adecuado?",Ketamina,Morfina,Mivacurio,Atracurio,A
"Mujer de 65 años, ASA IV con antecedente de intervención coronaria percutánea previa; programada para una 
histerectomía total. Medicación habitual aspirina 80 mg al día. ¿Qué recomendación respecto a la aspirina le indica?",Continuar con el tratamiento,Suspender 72 horas antes,Cambiar de fármaco previamente,Suspender 10 días antes el fármaco,A
"¿Qué factores en común, miden el tiempo de protrombina y el tiempo parcial de tromboplastina activada?","VII, VIII y X","VIII, IX y XI","I, II, V y X","VI, VII, IX y XII",C
"Mujer de 28 años, ASA I, programada para una cirugía por fractura de tobillo izquierdo. En el preanestésico, sugieren 
como técnica anestésica bloqueo periférico. ¿Cuál es el tipo adecuado?",Fascia iliaca,Obturador,Poplíteo y safeno,Cutáneo femoral lateral,C
Para el tratamiento de nausea y vómitos en el post operatorio de obstrucción intestinal. ¿Qué fármaco se debe evitar?,Dexametasona,Metoclopramida,Hidroxicina,Ondansetron,B
¿Qué fármaco prolonga la acción de los anestésicos locales?,Dimenhidrinato,Metamizol,Clonidina,Paracetamol,C
"Paciente varón de 70 años, diabético, hipertenso; post operado de obstrucción intestinal que en la unidad de recuperación 
post anestésica cursa con FC 140 X', PA 90/60 mmHg, SatO2 97%. ¿Cuál es la causa más frecuente de la taquicardia?",Hipovolemia,Embolia pulmonar,Hiperventilación,Anafilaxia,A
¿Cuántas horas de ayuno preoperatorio debe recomendarse en un lactante con leche materna?,1,2,3,4,D
"Post operado de cirugía traumatológica con EVA de 6, el cual pasa a URP",Paracetamol oral,Metamizol IM,Tramadol + paracetamol EV,Gabapentina EV,C
¿Cuál es el efecto secundario más importante del midazolam?,Inhibe actividad de la glándula suprarenal,Irritación venosa,Reacciones alérgicas,Depresión respiratoria,D
¿Cuál es el fármaco de primera línea para bradicardia aguda sintomática y cuál es su dosis máxima total en mg?,Adrenalina / 1,Atropina / 0.5,Atropina / 3,Dobutamina / 10,C
¿Cuál de los siguientes fármacos no se considera un agonista puro?,Morfina,Pentazocina,Fentanilo,Hidromorfona,B
Según el índice de ARISCAT. ¿Qué puntaje se considera como riesgo pulmonar perioperatorio alto?,> ó = 56,< ó = 10,< ó = 16,> ó = 45,D
"Según la clasificación de Hunt - Hess del estado neurológico a un paciente con hemorragia subaracnoidea que presenta 
obnubilación, confusión o déficit focal leve. ¿Qué grado le corresponde?",II,III,IV,V,B
"Mujer de 40 años, programada para histerectomía total. Antecedente de anemia moderada con tratamiento, grupo 
sanguíneo A (-). En la evaluación preanestésica, se indica reservar paquete globular. ¿Qué tipos de sangre debemos de 
tener en cuenta como donante?",B+ y O-,O- y A-,AB+ y A+,A+ y O+,B
¿Cuál es el cambio hemodinámico que se produce al realizar pinzamiento aórtico?,Disminución de la presión arterial por encima del pinzamiento,Aumento de la presión arterial por encima del pinzamiento,Aumento del consumo corporal de oxígeno,Alcalosis respiratoria,B
¿Cuál es el factor que puede aumentar la incidencia de cefalea tras una punción lumbar?,Bisel de la aguja alineado al eje longitudinal del neuroeje,Paciente joven,Uso de catéteres para anestesia intradural continua,Bisel de la aguja no alineado al eje longitudinal del neuroeje,D
"El embarazo se caracteriza por un estado de hipercoagulabilidad en donde existen cambios en el sistema de coagulación 
a término. ¿Cuáles son los factores procoagulantes que están disminuidos?",XI y XIII,Antitrombina III y proteína S,II y V,I y factor de Von Willebrand,A
"¿Cuál es el opioide de semivida ultracorta y metabolismo a través de las esterasas plasmáticas, útil cuando se necesita 
un plano anestésico muy profundo cuya administración es a través de infusión continua?",Morfina,Halotano,Remifentanilo,Metohexital,C
Paciente moribundo que no se espera que sobreviva si no se lleva a cabo la intervención. ¿A qué ASA se refiere?,IV,III,V,VI,C
"Paciente de 80 años, ASA III, antecedente de HTA, DM y cardiopatía coronaria. Se requiere realizar una ecografía 
transesofágica. ¿Cuál es contraindicación relativa?",Cirugía gastrointestinal alta,Divertículos,Tumor,Laceración,A
¿Cuál de los relajantes musculares tiene duración ultracorta y es metabolizado por butirilcolinesterasa?,Rocuronio,Succinilcolina,Pancuronio,Atracurio,B
"En el soporte vital básico, la relación de compresión/ventilación con un reanimador es:",15/2,5/1,15/1,30/2,D
"Varón de 50 años, PO 1er día por herida de bala; recibe transfusión sanguínea, a las 6 horas del término de la transfusión 
presenta tos, disnea, PVC elevada y péptido natriurético cerebral elevado. Se evidencia BH positivo y radiografía muestra 
edema pulmonar. ¿Cuál es el diagnóstico probable?",Lesión pulmonar aguda,Enfermedad de injerto,Inmunomodulación,Sobrecarga circulatoria,D
"Mujer de 43 años, hipertensa controlada, sometida a una cirugía programada por craniectomía; en la evaluación 
preanestésica indican anestesia general con monitorización invasiva. En el intraoperatorio se evidencia BIS de 40. ¿Cuál 
es el significado de este resultado?",Hipnosis profunda,Despierto,Sedación moderada,Anestesia general,A
¿Cuál es recomendación para la administración de plasma fresco congelado?,"Corrección de coagulopatía cuando el INR es >2, en ausencia de heparina",Cuando las pruebas de actividad del fibrinógeno muestran evidencia de fibrinolisis,Cuando no se puede evaluar de manera oportuna las concentraciones de fibrinógeno,En pacientes sangrantes con enfermedad de Von Willebrand,A
¿Qué factor influye en la precisión de la medición del gasto cardíaco por termodilución?,Administración lenta de fluido intravenoso,Insuficiencia valvular tricuspídea o pulmonar,Suministro adecuado del indicador térmico,Técnica anestésica,B
"¿Cuál es el anestésico local de potencia baja, un pKa1   de 8.9 y una hidrofobicidad de 100?",Lidocaína,Bupivacaína,Tetracaína,Procaína,D
"Paciente de 7 años, que ingresa a sala de operaciones para tratamiento quirúrgico por fracturas múltiples y 
quemadura corporal de 35%; en la técnica anestésica general, se aplican, sevoflurano, succinilcolina y fentanilo. Durante 
la cirugía se hacen controles de laboratorio y encontrándose elevación marcada del potasio plasmático. ¿A qué fármaco 
se debe?",Sevoflurano,Succinilcolina,Fentanilo,Dexametasona,B
La reversión incompleta de un bloqueo neuromuscular puede llevar a una...,acidosis respiratoria.,alcalosis respiratoria.,alcalosis metabólica.,acidosis metabólica.,A
"¿Cuál es el fármaco que acelera el inicio del anestésico local en anestesia epidural y disminuye la concentración mínima 
necesaria para el bloqueo?",Dextrosa al 33.3%,Paracetamol,Metamizol,Bicarbonato,D
"Mujer de 35 años, sometida a cirugía con anestesia general por traumatismo grave con lesión máxilofacial, se requiere 
un acceso definitivo y aislamiento de la vía aérea. ¿Cuál es la técnica menos indicada?",Intubación de secuencia rápida,Intubación con videolaringoscopio,Máscara laríngea,Intubación nasotraqueal con fibrobroncoscopio,C
"¿Cuál es el GABA agonista, que tiene como efecto la inhibición presináptica y postsináptica de estímulos motores, muy 
utilizado en espasticidad intensa en esclerosis lateral amiotrófica?",Glutamato,Dantroleno,Baclofeno,Cisatracurio,C
¿Cuál es el fármaco de elección para revertir la acción de los bloqueadores neuromusculares esteroideos?,Naloxona,Sugammadex,Atropina,Neostigmina,B
En la clasificación de los opioides. ¿Cuál es de origen natural?,Morfinona,Buprenorfina,Tebaina,Metadona,C
"En el tratamiento de la embolia gaseosa aguda, para evitar nuevas entradas de aire se necesita...",masaje carotídeo.,interrumpir el N2O.,compresión yugular.,compresión torácica.,C
¿Cuál es el opioide sintético derivado de la fenilpiperidina?,Fentanilo,Morfina,Dihidromorfina,Codeína,A
"¿Cuál es el factor anestésico intraoperatorio que influye en la incidencia determinada por el bloqueo nueromuscular 
residual postoperatorio?",Adulto mayor,Uso de neostigmina,Anestesia con fármacos inhalatorios,Acidosis respiratoria,C
"Mujer de 45 años, con asma crónica no controlada, presenta tos frecuente. Sometida a una cirugía estética con sedación. 
¿Cuál es el mejor fármaco a utilizar?",Morfina,Ketamina,Isoflurano,Fentanilo,B
"¿Cuál es la fibra de dolor localizada en los eferentes hacia músculos, con función motora y diámetro de 6 - 22 µm?",A alfa,A delta,A beta,C,A
"El flujo sanguíneo cerebral normal de la sustancia gris y blanca es en promedio de 50 ml/100 g/min. Con la mayoría de 
las técnicas anestésicas, el EEG empieza a alterarse cuando el FSC disminuye a:",40 ml/10 g/min,20 ml/100 g/min,25 ml/100 g/min,30 ml/100 g/min,B
"Gestante 38 semanas, ASA II, con antecedente de cirugía de columna y trastornos de coagulación; ingresa a emergencia 
en fase activa de trabajo de parto con sufrimiento fetal agudo. ¿Cuál es la técnica anestésica más adecuada?",Epidural,General,Raquídea,Combinada epidural,B
¿Cuál es el anestésico volátil que tiene mayor potencia vasodilatadora cerebral?,Halotano,Sevoflurano,Isoflurano,Desflurano,A
