questions,option_A,option_B,option_C,option_D,correct_answer
"Mujer de 24 años presenta desde menarquia dolor pélvico tipo cólico cuando inicia su menstruación y se 
alivia progresivamente en el transcurso de 3 días. ¿Cuál es el tratamiento de primera línea?",Antiinflamatorio no esteroideo,Anticonceptivo oral combinado,Medroxiprogesterona,Implante subdérmico,A
"Paciente de 23 años acude por dolor en fosa iliaca derecha desde hace 4 días y fiebre. Múltiples parejas sexuales. 
Examen: abdomen blando depresible, doloroso a la palpación profunda en fosa iliaca derecha, rebote negativo. TV: cérvix 
doloroso a la movilización, útero de 7 cm doloroso, además se palpa masa de 5 x 4 cm en anexo derecho, doloroso. 
¿Cuál es el diagnóstico más probable?",Plastrón apendicular,Absceso tubo ovárico,Quiste a pedículo torcido,Pielonefritis,B
"Gestante de 32 semanas con dinámica uterina desde hace cuatro horas, niega pérdida de líquido. Estuvo hace tres días 
en emergencia por cuadro similar recibiendo dosis completa de corticoides y tocolíticos. Examen: T° 37 oC, FC 80 X', PA 
120/70 mmHg. AU 30 cm, F LCI, LF 140 X'. TV: D 4, B 100%, estación 0. ¿Cuál es la indicación adecuada?",Indicar nifedipino,Administrar betametasona adicional,Indicar cesárea,Continuar trabajo de parto,D
"La miomatosis uterina puede ser causa de infertilidad alterando las tasas de gestación. ¿Cuál es el mioma que afecta 
más la fecundidad?",Subseroso,Intramural,Submucoso,Pediculado,C
"Mujer de 18 años, G0 P0, acude por presentar dolor abdominal de inicio súbito y mareos. Examen: abdomen con rebote 
en hemiabdomen inferior. Útero: 7 cm, no masas. ß-hCG 0.1 mUI/ml. Hb 10.2 g/dl. Hemograma: leucocitos 8000/µl. ¿Cuál 
es el diagnóstico más probable?",Apendicitis aguda,Embarazo ectópico roto,Abceso tubo ovárico,Rotura de cuerpo lúteo,D
"Puérpera inmediata de parto domiciliario. Recién nacido de 4100 g. Examen: desgarro de III grado. ¿Qué estructura NO 
va a reparar?",Esfínter anal externo,Músculo bulbocavernoso,Mucosa rectal,Mucosa vaginal,C
"Después de evacuada una mola se cuantifica la ß-hCG a las 48 horas, la misma que debe ser monitorizada cada ...... 
hasta que sus niveles sean normales.",tres semanas,cuatro semanas,día,semana,D
"Mujer de 33 años, G3 P2002, acude a control ecográfico que informa: gestación de 38 semanas + circular de cordón al 
cuello. ¿Cuál es la conducta a seguir?",Programar cesárea electiva,Monitoreo fetal cada semana,Realizar cesárea de urgencia,Continuar con el control prenatal,D
"Mujer de 38 años consulta por sangrado uterino anormal. Examen: palidez; TV: útero tamaño aparente conservado y sólo 
sangrado vaginal escaso. Histerosonografía: mioma de 2 cm, con menos del 50% del diámetro en el miometrio. Según el 
sistema de clasificación de la FIGO. ¿Cuál es el estadío de la lesión?",0,2,1,3,C
"Mujer de 60 años, G4 P3013, desde hace 5 años tiene sensación de bulto en vagina y pérdida involuntaria de orina al 
esfuerzo; recientemente los síntomas de pérdida de orina han disminuido hasta desaparecer, pero el bulto en genitales ha 
aumentado y se mantiene fuera de la vagina permanentemente. ¿Qué tipo de incontinencia urinaria tiene?",Oculta,Mixta,Paradójica,De urgencia,A
"Mujer de 22 años acude con resultado de PAP: lesión intraepitelial de bajo grado y la biopsia cervical: cervicitis coilocítica. 
¿Cuál es la conducta a seguir?",Crioterapia,Conización,Electrocauterización,Observación y seguimiento,D
¿Cuál es el reparo anatómico límite del espacio paravesical?,Arteria iliaca externa,Arteria iliaca interna,Ligamento redondo,Ligamento infundíbulo pélvico,A
"Mujer de 13 años es traída por su mamá porque menstrúa de manera irregular (ciclos de 30 a 40 días) por espacio de 5 
días, mojando tres toallas diarias. Presentó su menarquia a los 12 años. ¿Cuál es el manejo?",Solicitar ecografía pélvica,"Dosar FSH, LH, prolactina",Ciclarla con anticonceptivos,Observación,D
"Gestante de 36 semanas con antecedente de óbito fetal. Se realiza un registro tococardiográfico y se encuentra: FC 140 
X', no se detecta ninguna aceleración durante 40 minutos de registro, presencia de 2 movimientos fetales ¿Cuál es la 
conducta a seguir?",Programar para cesárea,Cesárea de emergencia,Estimulación vibroacústica,Inducir el parto,C
"Mujer de 35 años, con 18 semanas de gestación, presenta tumor de mama derecha, no dolorosa. Examen: en el 
cuadrante supero externo de mama derecha se palpa tumor sólido, de bordes no definidos, fijo, de 3 x 2 cm, no doloroso y 
ligera retracción de piel. Mama izquierda normal. No adenopatías axilares. Ecografía de mama derecha: tumoración sólida 
espiculada, con microcalcificaciones internas. BIRADS 5. ¿Cuál es la conducta a seguir?",Tumorectomía,Biopsia con aguja gruesa,Cuadrantectomía,Mastectomía,B
"Secundigesta de 12 semanas, antecedente de preeclampsia severa y lupus eritematoso sistémico. Examen: PA 100/60 
mmHg, FC 72 X'. Útero: 12 cm, LCF 140 X´. Ecografía: gestación activa de 12 semanas, no signos de cromosomopatías. 
Doppler arteria uterina con aumento de la resistencia. ¿Cuál es el tratamiento profiláctico?",Alfa metildopa,Nifedipino,Ácido acetil salicílico,Vitamina C,C
"Durante una cirugía ginecoobstétrica, los restos embrionarios que se pueden encontrar a nivel del mesosálpinx entre la 
trompa uterina y el ovario se denomina:",Apéndice vesicular,Epoóforo,Hidátide de Morgagni,Conducto de Gartner,B
"Mujer de 33 años, G2 P0010, antecedente: dolor pélvico crónico y 1 aborto; acude por dolor abdominal. Examen: PA: 
100/60 mmHg, FC 86 X´, abdomen: dolor a palpación de fosa iliaca derecha; TV. difícil precisar por dolor. ß- hCG positivo. 
Eco TV: tumor anexial derecho con líquido libre escaso en Douglas. En acto quirúrgico: trompa derecha tiene solo tumor 
en tercio medio poco sangrante y trompa izquierda es de aspecto anormal. ¿Cuál es la conducta más adecuada?",Salpinguectomía bilateral,Salpinguectomía derecha y ligadura de trompa izquierda,Salpingostomía,Salpinguectomía derecha,C
"Multigesta de 28 semanas, asintomática. Antecedente de 1 parto pretérmino y 1 óbito fetal. Examen: PA 110/70 mmHg, 
FC 84 X´, SPP: LCI, LCF 144 X´. Laboratorio: grupo sanguíneo O Rh (-); test de Coombs positivo. Para detectar anemia 
fetal moderada o grave, la velocidad sistólica máxima de la arteria cerebral media debe ser mayor a ...... múltiplos de la 
mediana (MoM).",1,0.5,1.5,2,C
"Mujer de 38 años acude por incomodidad genital y leve dificultad para miccionar. Examen: lesión blanda, ovoidea, de 
casi 1 cm de diámetro, superficie regular, no dolorosa, en la región periuretral inferolateral (adyacente al meato). ¿Cuál 
es el diagnóstico más probable?",Tumor mülleriano,Quiste de Nuck,Divertículo uretral,Quiste de Skene,D
"Multigesta de 22 semanas, acude a control prenatal. Ecografía morfológica: gestación única activa con ponderado fetal 
P12, en placenta se evidencia lesión circunscrita de 35 x 30 mm, redonda e hipoecoica, cerca de la superficie coriónica, 
que penetra en la cavidad amniótica, Doppler color aumentado en su interior ¿Cuál es el diagnóstico?",Mola parcial,Corioangioma,Hematoma placentario,Leiomioma,B
"Multigesta de 14 semanas, acude a control prenatal. Antecedente de dos pérdidas indoloras a las 24 y 18 semanas. 
Ecografía genética: gestación única de 12 semanas sin alteraciones congénitas y cervicometría 15 mm. ¿Cuál es la 
conducta a seguir?",Pesario intravaginal,Progesterona vía oral,Atosiban endovenoso,Cerclaje cervical,D
¿Cuál de las siguientes entidades es una causa de hiperactividad neurogénica del detrusor?,Diabetes mellitus,Esquizofrenia,Prolapso genital,Litiasis vesical,A
¿Cuál de los siguientes métodos anticonceptivos tiene mayor efectividad en el uso real?,DIU con levonorgestrel,Depoprovera,Parches dérmicos,Píldora combinada,A
"Mujer de 42 años multípara. Acude por presentar PAP: lesión intraepitelial de alto grado y biopsia de cérvix NIC I. 
Actualmente asintomática. Examen: cérvix de 3x 3 x 2 cm sin lesiones. ¿Cuál es la conducta a seguir?",Crioterapia,Nueva muestra de PAP,Conización frío,Histerectomía,C
"Postoperada de histerectomía radical por cáncer de cérvix con extirpación de nódulos neoplásicos de la pared lateral de 
la pelvis. Luego de la cirugía, refiere espasmos dolorosos de los músculos aductores del muslo y deficiencias sensitivas 
en la región medial de dicho muslo. La estructura que probablemente se ha dañado es el nervio ...",pudendo.,isquiático.,glúteo superior.,obturador.,D
"Gestante de 35 semanas por eco del primer trimestre; en ecografía actual el producto se encuentra en percentil 9, las 
pruebas de bienestar fetal y doppler son normales. ¿Cuál es el diagnóstico más probable?",RCIU simétrico,RCIU asimétrico,Error en FUR,Pequeño para su edad gestacional,D
"Secundigesta de 32 semanas, acude por cefalea y epigastralgia. Examen: PA 140/90 mmHg, FC 72 X´, FR 18 X´, 
T° 37°C. AU 29 cm, SPP LPD. Laboratorio: Hb 9.8 g/dl, plaquetas 80,000/µl; DHL 780 UI/l, TGO 450 UI/l, TGP: 400 UI/l. 
¿Cuál es el manejo más adecuado?",Manejo expectante,Alta y control en 72 horas,Término de la gestación,Monitoreo fetal,C
"Durante el proceso de división del cigoto en un embarazo gemelar monocigótico, puede ocurrir que un embrión gemelar se 
ubique en la región intraabdominal de su cogemelo y detenga su desarrollo en el primer trimestre. En el gemelo 
hospedador se puede observar un bulto fetiforme con huesos vertebrales o axiales y casi nunca hay corazón ni cerebro. 
Esto se denomina:",Feto en feto,Gemelo atascado,Gemelo parásito externo,Gemelo evanescente,A
Los pólipos endometriales pueden asociarse con un mayor riesgo de ...,hemorragia de la segunda mitad del embarazo.,parto pretérmino.,malformaciones congénitas.,aborto en el primer trimestre.,D
¿Cuál es el criterio correcto para el diagnóstico de vaginosis bacteriana?,Secreción amarillenta bien espesa,Ausencia de células clave en el preparado en fresco,Prueba de aminas negativo,pH vaginal mayor de 4.5,D
"Puérpera mediata de 32 años, acude por método de planificación familiar. Actualmente asintomática. Anteriormente usó 
método de barrera y embarazó, luego le recomendaron DIU pero le ocasionó sangrado y dolor pélvico que fue tratado 
con antibióticos por lo cual lo retiró. Examen: varices en miembro inferiores. Resto normal. El método recomendado es:",Anticonceptivo oral combinado,Minipíldora,Implante de levonorgestrel,Coitus interruptus,B
"Mujer de 25 años, antecedente de cesárea anterior. Desea ser madre. Acude por sangrado vaginal y dolor pélvico. 
Examen: útero 7 cm, dolor leve a la palpación bimanual, cérvix sin masas. Eco TV:  saco gestacional triangular a nivel 
ítsmico, de 35 mm, con embrión 7 mm y LCF 155 X', cavidad uterina y conducto endocervical vacío, pared miometrial 
delgada entre el saco y la vejiga. ¿Cuál es la conducta más adecuada?",Histerectomía abdominal total,Manejo expectante,Resección ítsmica uterina laparoscópica,Legrado uterino cortante,C
"Secundigesta de 38 semanas en trabajo de parto. Examen: PA 100/60 mmHg, FC 72 X'. Tacto vaginal: D 7cm, B 100%, 
AP -2. Se inicia manejo activo con rotura artificial de membranas, se observa sangrado vaginal rojo rutilante seguido de 
bradicardia fetal sostenida. ¿Cuál es la indicación más adecuada?",Dilatación mecánica,Oxitocina endovenosa,Uso de fórceps,Cesárea de emergencia,D
"Mujer de 30 años, con dolor pélvico súbito que se irradia a la espalda luego de ejercicio. Examen: T° 37.8°C, PA 110/60 
mmHg; abdomen: masa de 10 cm en FID doloroso, rebote negativo. Hemograma: leucocitos 10000/µl. Ecografía: masa 
anecogénica de 12 cm. Doppler: flujo ausente. ß- hCG negativo. ¿Cuál es el diagnóstico?",Apendicitis,Quiste a pedículo torcido,Diverticulitis,Enfermedad inflamatoria pélvica,B
"¿Qué antibiótico administrado durante el segundo o tercer trimestre de la gestación, puede producir manchas dentales 
en la infancia y disminución del crecimiento óseo?",Tetraciclina,Fluoroquinolona,Aminoglucósido,Cefalosporina,A
"Gestante de 10 semanas con un cuadro severo de hiperemesis, empieza a presentar confusión, nistagmus y ataxia. ¿Cuál 
es el tratamiento indicado?",Vitamina K,Potasio,Doxilamina,Tiamina,D
"Primigesta de 34 semanas, embarazo gemelar monocoriónico-biamniótico. Examen: PA 110/60 mmHg, FC 72 
X'.  Ecografía obstétrica: RCIU selectivo con flujo reverso en la arteria umbilical. ¿Cuál es la conducta a seguir?",Término de gestación,Control semanal con ecografía Doppler,Test no estresante,Programar cesárea a las 36 semanas,A
En relación con el embarazo ectópico tubárico. ¿Cuál es la región donde MENOS se produce la implantación?,Intersticio,Fimbria,Ítsmo,Ampolla,A
"Gestante a término G5 P4004 llega a la emergencia refiriendo contracciones uterinas muy frecuentes e intensas. Examen: 
dilatación completa. Súbitamente se produce la expulsión del feto. ¿Cuál es el músculo que se desgarra con mayor 
frecuencia?",Pubococcígeo,Obturador interno,Isquiocavernoso,Transverso profundo,A
"Mujer de 38 años, con sangrado vaginal profuso. Examen: especuloscopía tumoración irregular heterogénea y sangrante 
que ocupa la totalidad del cérvix. A la palpación: tumoración se extiende hasta el tercio superior de la vagina y 
al parametrio derecho, ocasionando hidronefrosis ipsilateral. Según la FIGO. ¿A qué estadío de cáncer de 
cérvix corresponde?",III A,II B,III B,II A,C
"Mujer de 28 años viene a chequeo y consejería. Antecedentes: Madre con cáncer de endometrio y abuela con cáncer de 
colon. Tiene como diagnóstico previo Síndrome de Lynch II. Esta paciente tiene riesgo elevado de presentar cáncer de 
...",mama.,cérvix.,ovario.,peritoneo.,C
"Mujer de 65 años consulta por prurito vulvar moderado. Examen: atrofia genital y lesión blanquecina simétrica en ambos 
labios mayores que se extiende a región perineal pero respeta la mucosa vaginal. ¿Cuál es el tratamiento de elección?",Antihistamínicos vía oral,Corticoides tópico,Estriol tópico,Retinoides vía oral,B
"La fecundación de dos óvulos en el mismo ciclo menstrual, pero no en el mismo coito ni necesariamente por 
espermatozoides del mismo varón se denomina ...",seudosuperfetación.,superfetación.,superfecundación.,secuencia TRAP.,C
"El ligamento ...... se extiende dentro de la hoja anterior del ligamento ancho y se inserta a través del conducto inguinal en 
el tejido subcutáneo del labio mayor.",redondo,propio del ovario,infundibulopélvico,cardinal,A
"Tercigesta de 28 semanas, Rh(-). Antecedente de muerte perinatal previa. Control prenatal: asintomática. Examen: PA 
100/60 mmHg, FC 70 X'. Altura uterina: 28 cm, LCF 142 X'. Test de Coombs indirecto positivo. El feto tiene alto riesgo de 
presentar:",Macrosomía,Síndrome post término,Espina bífida,Anemia,D
¿Cuál es la conducta más adecuada en el tratamiento de la neoplasia intraepitelial vaginal I (NIV I)?,Terapia láser,Resección local amplia,Observación,Tratamiento con imiquimod al 5 %,C
"Gestante de 29 semanas, cefalea y disturbios visuales. Examen: PA 130/90 mmHg, FC 72 X´ edema de miembros 
inferiores (+++); resto conservado. Ecografía: feto con gran tumoración sólida y quística en región sacra, hidrops fetal, 
polihidramnios y placenta engrosada. Proteinuria: 860 mg/24 horas, TGO 66 mg/dl. ¿Cuál es el síndrome?",De Bernard - Soulier,Placentario,De Denys - Drash,Del espejo,D
"Primigesta de 33 semanas, acude a control prenatal y se encuentra una altura uterina de 26 cm y FCF normal. Control 
ecográfico: feto con peso fetal estimado en percentil <3, sin alteración del Doppler en la arteria umbilical ni en la arteria 
cerebral media y líquido amniótico normal. NST: normal. ¿Cuál es el manejo más adecuado?",Culminación inmediata de la gestación,Corticoides y culminar gestación a las 34 semanas,Control semanal de Doppler fetal,Perfil biofísico y NST cada 72 horas,C
"Mujer de 18 años con retraso menstrual de 2 meses, refiere sangrado vaginal. Examen: PA 120/70 mmHg, FC 78 X',  dolor 
a la palpación profunda de abdomen. TV: huellas de sangrado. Útero: 12 cm, discreto dolor a la movilización. Eco TV: 
útero ocupado por masa ecogénica con numerosos espacios quísticos anecoicos, con aspecto de tormenta de nieve, no 
se aprecia embrión. Laboratorio: ß-hCG 80000 mUI/ml. ¿Cuál es la conducta a seguir?",Quimioterapia,Evacuación por aspiración,Inducción con oxitocina,Seguimiento con ß-hCG,B
"Paciente de 47 años, sin antecedentes patológicos; refiere historia de pérdida considerable de orina cuando tose y 
estornuda además de presentar síntomas de urgencia. Examen: pérdida de orina a maniobra de valsalva. No otra 
alteración identificable al examen ginecológico. ¿Cuál es la mejor opción de tratamiento médico?",Evitar esfuerzo físico intenso,Estrógenos tópicos,Agentes espesantes,Pesario para continencia,D
"Segundigesta de 23 semanas de feto masculino, acude a control. Examen: PA 110/60 mmHg, FC 72 X'. Ecografía 
morfológica: megavejiga, signo de la herradura, oligohidramnios y pelvis renal 12 mm. ¿Cuál es el diagnóstico?",Malformación del septo urorrectal,Valvas de uretra posterior,Onfalocele,Síndrome Prune Belly,B
"Primigesta de 24 semanas acude a control. Se realiza ecografía morfológica y se encuentra ""signo ecográfico de la doble 
burbuja"" en abdomen fetal. ¿Cuál es el diagnóstico?",Atresia esofágica,Atresia duodenal,Onfalocele,Duplicación del sistema colector,B
¿Qué músculo forma parte del triángulo urogenital?,Elevador del ano,Bulbocavernoso,Obturador interno,Sacrococcígeo,B
"Primigesta de 38 semanas sin control prenatal, acude por presentar dolor y contracciones desde hace 9 horas y ruptura 
prematura de membranas hace 30 minutos. Examen: contracciones de buena intensidad. LCF 140 X'. TV: dilatación de 
8 cm. Borramiento: 100%, Estación: 0; se palpa fontanela occipital. ¿Cuál es el tipo de presentación?",Sincipucio,Frente,Cara,Occipucio,D
"La presencia de urgencia miccional, por lo general asociado a polaquiuria y nicturia, en ausencia de infección comprobada 
o de otra patología identificable se denomina:",Vejiga hiperactiva,Llenado vesical excitable,Hiperactividad del detrusor,Incontinencia urinaria mixta,A
"Mujer de 32 años, G1 P0010, acude por control ginecológico. Examen: útero 7 cm, no hay presencia de masas. 
Papanicolau: lesión intraepitelial escamosa de alto grado. ¿Cuál es la conducta a seguir?",Cono con asa de diatermia,Histerectomía laparoscópica,Colposcopía con biopsia dirigida,Papanicolau en 6 meses,C
"Mujer de 17 años, asintomática. Acude a consulta con estudio ecográfico de chequeo donde se evidencia una 
masa dependiente de ovario izquierdo. ¿Qué marcadores solicitaría en este caso para estudio de tumor de células 
germinales?",CEA y CA 19-9,CA 125 y CA 15-3,hCG y AFP,CA 125 y DHL,C
"Primigesta de 38 semanas, acude por presentar disminución de movimientos fetales. Examen: PA 130/90 mmHg, FC 72 
X'. Altura uterina 28 cm. SPP: LCI, LCF: 140 X'. Ecografía obstétrica: gestación única activa con ponderado fetal percentil 
1 y perfil biofísico 6/10. ¿Cuál es la conducta a seguir?",Terminar la gestación,Cesárea a las 40 semanas,Control en una semana con doppler,Evolución espontánea de parto,A
"Primigesta de 7 semanas con aborto incompleto, se indica realización de aspiración manual endouterina. En la 
histerometría se perfora fondo uterino, posterior a ello hay sangrado escaso y signos vitales estables. ¿Cuál es la 
conducta a seguir?",Histerectomía,Observación,Laparotomía,Laparoscopía,B
"Mujer posmenopáusica asintomática, acude a control ginecológico de rutina. Incidentalmente, durante el examen se 
observa una lesión inflamatoria exofítica rojiza en el meato uretral, que está cubierta por mucosa. ¿Cuál es el manejo 
más adecuado?",Resección simple,Hidratante vaginal,Biopsia dirigida,Estrógenos tópicos,D
"Mujer de 30 años acude a su control ginecológico. Asintomática. Se le realiza el tacto vaginal y se palpa una tumoración 
blanda de 4 cm, superficie lisa, no dolorosa, en tercio superior de cara posterolateral derecha de vagina. ¿Cuál es el 
diagnóstico más probable?",Quiste de Skene,Quiste de Nuck,Paraoóforo,Quiste de Gartner,D
"Un espermatograma muestra los siguientes valores: volumen 2 cc, concentración espermática 25 millones/ml, movilidad 
24% progresivo, morfología 10% normales. ¿Cuál es la conclusión?",Astenospermia,Oligospermia,Teratospermia,Oligoastenospermia,A
"Primigesta de 32 semanas, acude por referir pérdida de líquido. Examen: AU 30, SPP: LPD, LCF 142 X'. Especuloscopía: 
no hay evidencia de hidrorrea franca. Eco obstétrica: Gestación única con ponderado fetal P25, pozo mayor 24 cm, ILA 
60 cm. Test de nitrazina negativo. ¿Cuál es el examen que ayuda a confirmar el diagnóstico?",Microglobulina placentaria alfa 1,Proteína plasmática asociada al embarazo,Factor de crecimiento placentario,h-CG de cadenas libres,A
El cuello uterino está inervado por el ...,sistema simpático de los plexos uterinos.,sistema parasimpático del plexo lumbosacro.,nervio pudendo.,plexo hipogástrico.,B
"Mujer de 41 años que fue sometida a histeroscopía por mioma submucoso de 4 cm. ¿Cuál es la complicación más 
frecuente?",Hemorragia,Perforación uterina,Endometritis,Sobrecarga hídrica,D
"Gestante de 23 semanas, embarazo gemelar monocoriónico biamniótico. Ecografía obstétrica: discordancia de 
crecimiento fetal, polihidramnios en uno de los fetos y anhidramnios en el otro; en el feto con anhidramnios no se identifica 
orina dentro de la vejiga. Según la clasificación de Quintero. ¿A qué etapa del síndrome de transfusión feto-fefal 
corresponde?",I,II,III,IV,B
¿Cuál es la complicación más frecuente de la histerectomía radical?,Disfunción de vejiga/intestino,Linfoquistes que requieren drenaje,Fístula vesicovaginal,Trombosis venosa profunda,A
"Mujer de 22 años con gestación de 12 semanas, es operada de patología anexial. Hallazgos: tumoración limitada a ovario 
derecho, cápsula intacta, células malignas ausentes en líquido ascítico y ausencia de tumor en la superficie 
externa. Patología disgerminoma. ¿Cuál es la conducta a seguir?",Aborto terapéutico,Aborto eugenésico,Reoperar para establecer estadiaje,Continuar con gestación,D
"Al fallecimiento de una mujer por cualquier causa durante la gestación o en el primer año después de la conclusión de 
ésta; independientemente de la duración y el sitio del embarazo, se le denomina muerte...",materna indirecta.,no obstétrica.,relacionada con el embarazo.,materna directa.,C
"Mujer de 72 años G3 P3003, acude por presentar sensación de bulto en zona vaginal. Examen ginecológico: útero 7 cm 
anteverso flexo. Examen: POPQ Ba +1 y longitud total de la vagina 7 cm. ¿Cuál es el estadío del prolapso genital?",I,III,II,IV,C
