questions,option_A,option_B,option_C,option_D,correct_answer
"En el examen macroscópico de una lesión, se observa material blando y graso que recuerda al queso por untar, 
histológicamente tejido necrótico que ha perdido su estructura normal y es amorfo y finamente granular. ¿Cuál es el tipo 
de necrosis?",Coagulativa,Grasa,Caseosa,Fibrinoide,C
"En la patogenia de la endometriosis ¿Qué teoría plantea que el endometrio ectópico se origina directamente del epitelio 
celómico?",Metaplásica,Regurgitación,Células madres / progenitoras extrauterinas,Metástasis benignas,A
"Cáncer de pulmón de 5cm, que afecta la pleura parietal, la pared torácica, diafragma, nervio frénico, pleura mediastínica 
y el pericardio parietal. ¿Cuál es su estadío patológico TNM?",4,2,1,3,D
¿Cuál es la vitamina cuya deficiencia produce metaplasia escamosa?,A,D,B2,B3,A
El origen de la mola hidatidiforme parcial se da por la fecundación de un óvulo...,que ha perdido los cromosomas maternos por dos espermatozoides.,que ha perdido los cromosomas maternos por un espermatozoide.,por un espermatozoide que ha perdido los cromosomas paternos.,por dos espermatozoides.,D
"Varón de 36 años con dificultad y dolor durante la deglución. Macroscopía: placas blanquecinas que se desprenden con 
facilidad y muestran una mucosa ulcerada. ¿Cuál es el diagnóstico?",Infección por histoplasma,Esofagitis herpética,Candidiasis,Esofagitis química,C
¿Cuál es el cambio anatómico característico de la degeneración mixomatosa de la válvula mitral?,Calcificación de la válvula,Abombamiento de las valvas mitrales,Estenosis del anillo mitral,Insuficiencia de la válvula,B
"Varón de 31 años con hematuria, hemospermia. Los hallazgos endoscópicos revelan masa polipoide con frondas 
exofíticas variables en uretra prostática. AP: Formación polipoide, exofítica, el estroma contiene epitelio glandular secretor 
de tipo prostático benigno con citoplasma claro, levemente eosinofílico y urotelio mixto. ¿Cuál es el diagnóstico más 
probable?",Neoplasia urotelial papilar,Hiperplasia prostática benigna,Pólipo de tipo prostático,Cistitis papilar polipoide,C
¿Qué tipo de linfoma tiene su origen en los linfocitos B virgen?,Difuso de células grandes,De las células del manto,Linfoblástico agudo,Anaplásico,B
¿A partir de qué evento se inicia la patogenia de la ateroesclerosis?,Disfunción endotelial,Activación de macrófagos,Lesión endotelial,Reclutamiento de músculo liso,C
"Varón acude por presentar masa pedunculada rojiza con úlceras focales, en encía superior. Macroscopía: formación 
nodular, superficie de corte presenta componente arenoso mineralizado. Microscopía: estroma fibroblástico celular con 
áreas de calcificación distrófica, hueso trabecular y cemento. ¿Cuál es el diagnóstico?",Fibroma por irritación,Granuloma piógeno,Fibroma osificante periférico,Granuloma periférico de células gigantes,C
"Es una vasculitis granulomatosa de arterias medianas y grandes, caracterizada principalmente por molestias oculares y 
por significativo debilitamiento del pulso de las extremidades superiores:",Arteritis de células gigantes,Panarteritis nudosa,Enfermedad de Kawasaki,Arteritis de Takayasu,D
"Varón de 22 años, con lesión tumoral en espalda, bien delimitado de 2 cm de diámetro. AP: fibroblastos y miofibroblastos 
hinchados de aspecto inmaduro que contienen núcleos alargados con nucléolos puntiformes, con mitosis, estroma 
mixoide y áreas fibrosas, además metaplasia ósea. El estudio genético refiere traslocación t(17;22) que produce una 
fusión MYH9-USP6. ¿Cuál es el diagnóstico?",Fibromatosis superficial,Fascitis nodular,Tumor desmoide,Enfermedad de Peyronie,B
"Varón de 55 años, fumador, acude por tumoración en la región parotídea izquierda. AP: lesión intraparotídea compuesta 
por elementos epiteliales y linfoides formando proyecciones polipoideas, el epitelio consta de una doble capa de células 
oncocíticas sobre un estroma linfoide: una capa luminal de células cilíndricas asociada a una capa de células cúbicas. 
¿Cuál es el diagnóstico?",Adenoma pleomorfo,Oncocitoma,Adenoma de células basales,Tumor de Warthin,D
"Mujer con masa tumoral en tiroides. AP: células tiroideas hiperplásicas cilíndricas altas que revisten los folículos y que 
forman proyecciones micropapilares, el coloide es pálido y muestra festoneamiento periférico debido a la captación rápida 
de tiroglobulina a partir de las células tiroideas hiperfuncionantes. ¿Cuál es el diagnóstico?",Enfermedad de Graves,Hiperplasia nodular tóxica,Bocio dishormonogénico,Nódulo adenomatoide,A
"Varón de 30 años, con masa localizada en el surco testículo-epididimario. AP: papilas invasivas revestidas por células 
serosas cúbicas y cilíndricas con citoplasma eosinófilo y atipia, patrón micropapilar con pequeños agregados de células 
rodeadas por espacios lacunares y cuerpos de psammoma abundantes. ¿Cuál es el diagnóstico?",Carcinoma seroso papilar,Cistoadenoma papilar de epidídimo,Adenocarcinoma metastásico,Mesotelioma maligno,A
¿Dónde se encuentra localizada la fascia de Denonvilliers?,Borde lateral de la próstata,Borde apical,Detrás de la próstata,Entre la zona de transición y la zona media,C
¿Cuál es la proteína fibrilar asociada a la enfermedad de Alzheimer?,Tau y TDP43,SOD1 y TDP43,Aβ y TDP43,Aβ y tau,D
"Paciente con diagnóstico de linfoma de células precursoras B. El patólogo solicita una inmunohistoquímica que le permita 
identificar patrón de tinción nuclear. ¿Qué marcador inmunohistoquímico es el indicado?",CD22,CD23,CD19,PAX5,D
"En relación a la progresión del melanoma, ¿Cuál clase clínico patológica de los tumores en fase de crecimiento radial, 
es la más frecuente?",Lentigo maligno,Lentiginoso acro/mucoso,Extensión superficial,Nevus displásico,C
"Es una anomalía del prosencéfalo, caracterizada por un menor número de circunvoluciones.",Lisencefalia,Polimicrogiria,Holoprosencefalia,Microcefalia,A
"Varón de 38 años con antecedente de aplicación tópica de sustancia oleosa. AP: numerosas vesículas de lípidos de 
tamaño variable en un estroma esclerótico, infiltrado inflamatorio mixto con presencia de células gigantes multinucleadas, 
linfocitos y eosinófilos. ¿Cuál es el diagnóstico?",Tumor adenomatoide,Liposarcoma,Carcinoma metastásico con células en anillo de sello,Lipogranuloma,D
"Mujer de 45 años, presenta nódulo eritematoso ligeramente doloroso y con ulceración superficial en miembro inferior 
derecho. La biopsia revela lóbulo graso con infiltrado inflamatorio granulomatoso y necrosis caseosa, vasculitis 
necrosante de arteria y de venas de tamaño pequeño y mediano en dermis profunda y tejido subcutáneo. ¿Cuál es el 
diagnóstico más probable?",Eritema nodoso,Enfermedad de Weber Christian,Paniculitis facticia,Eritema indurado,D
"¿Cuál es la patología que se caracteriza por presentar fibrosis endomiocárdica, grandes trombos murales, infiltrado de 
eosinófilos y eosinofilia periférica?",Fibrosis endomiocárdica,Endomiocarditis de Löffler,Fibroelastosis endocárdica,Enfermedad de Chagas,B
"Mujer de 25 años que acude a consulta por presentar cefalea, hemianopsia bitemporal, amenorrea, galactorrea, 
disminución de la líbido y esterilidad. ¿Cuál es el diagnóstico?",Hiperplasia de células productoras de prolactina,Carcinoma de hipófisis anterior,Adenoma lactotropo,Producción de prolactina ectópica,C
"¿Qué tumor maligno puede desarrollar un trabajador de fábrica de combustibles para misiles y vehículos espaciales, 
expuesto al berilio?",Angiosarcoma hepático,Carcinoma de piel,Carcinoma de próstata,Carcinoma de pulmón,D
¿Cuál es el gen que se inactiva en pacientes con neuromas bilaterales del nervio acústico?,APC,NF2,WT1,P53,B
"Varón de 20 años, con nódulo en cara lateral derecha y superior del cuello, al resecarlo el estudio patológico muestra una 
estructura quística de contenido acuoso claro, la pared fibrosa contiene tejido linfoide con centros germinales, 
el epitelio de revestimiento es escamoso estratificado y en algunas áreas pseudoestratificado cilíndrico. ¿Cuál es el 
diagnóstico?",Quiste branquial,Quiste del conducto del tirogloso,Quiste broncogénico,Cistoadenoma linfomatoso papilar,A
"Varón con lesión nasal de aspecto polipoide y color marrón rojizo. AP: proliferación epitelial compuesta por células 
columnares con abundante citoplasma acidófilo, núcleos vesiculares y otros hipercromáticos, estroma fibroso con áreas 
mixoides, vascularizado e infiltrado inflamatorio crónico. ¿Cuál es el diagnóstico?",Papiloma escamoso del vestíbulo nasal,Papiloma nasosinusal inflamatorio,Rinosporidiosis,Papiloma Scheneideriano oncocítico,D
¿Cuál es la manifestación histólogica del síndrome de dificultad respiratoria aguda?,Daño alveolar difuso,Atelectasia,Enfisema,Edema de pulmón cardiogénico,A
"Varón de 18 años, con síndrome nefrótico, microhematuria, de evolución lenta y progresiva, niveles bajos de complemento 
(C3) y depósitos de inmunocomplejo que contienen IgG. ¿Cuál es el diagnóstico más probable?",Glomerulonefritis membranoproliferativa,Glomerulonefritis mesangial IgA,Síndrome nefrótico por cambios mínimos,Glomeruloesclerosis focal,A
"Varón de 50 años, cursa con crisis de diarrea mucohemorrágica, dolor en abdomen inferior y cólicos que se alivian 
temporalmente con la defecación. Colonoscopía: úlceras amplias en el recto algunas con formaciones polipoides. 
AP: infiltrado inflamatorio severo limitado a la mucosa, con úlceras superficiales de base ancha, distorsión de las criptas, 
criptitis y abscesos cripticos a nivel del recto, el resto del colon es normal. ¿Cuál es el diagnóstico más probable?",Colitis ulcerativa,Enfermedad de Crohn,Colitis pseudomembranosa,Colitis microscópica,A
¿Cuál es la neoplasia primaria más frecuente de la órbita?,Adenoma pleomorfo de glándula lagrimal,Quiste dermoide,Hemangioma capilar de la lactancia,Neurilemoma,C
"¿Cuál es el marcador histológico más importante de la lesión del SNC, independiente de la causa?",Neuronas rojas,Reacción axónica,Gliosis,Fibras de Rosenthal,C
"Las células de Anichkov son macrófagos activados, que se encuentran en:",Endocarditis infecciosa,Fiebre reumática,Enfermedad de Libman-Sacks,Endocarditis trombótica no bacteriana,B
¿Cuál es la proteína que regula la activación del complemento?,Histamina,Prostaglandina,DAF,Cinina,C
La deleción del gen localizado en el brazo corto del cromosoma 11p13 es visto en:,Tumor de Wilms,Tumor de células azules pequeñas,Adenoma metanéfrico,Meningioma,A
¿Qué sustancia se asocia a la leucemia mieloide aguda?,Cadmio,Arsénico,Cloruro de vinilo,Benceno,D
"Niña de 5 años con dolor abdominal, y masa pélvica de semanas de evolución. ECO: masa ovárica izquierda. 
AP: estructuras ""glomerulares"" compuestas por un vaso sanguíneo central envuelto por células tumorales dentro de un 
espacio también revestido por células tumorales, además gotitas hialinas intra y extracelulares. ¿Cuál es el diagnóstico?",Disgerminoma,Coriocarcinoma,Tumor del saco vitelino,Carcinoma embrionario,C
¿Cuál es la función del sistema del complemento en la inflamación?,"Activación endotelial, activación de leucocitos","Aumento de IFN - gamma, reclutamiento y activación de macrófagos","Aumento de la permeabilidad, activación endotelial, dolor y fiebre","Inflamación, opsonización, lisis celular",D
"Varón de 27 años, presenta masa tumoral testicular mal circunscrita, superficie de corte con grandes áreas de necrosis y 
hemorragia. AP: tumor heterogéneo con patrones de crecimiento sólido, glandular y papilar. Las células tumorales 
son polimorfas, de citoplasma anfófilo y membrana celular mal definida. Frecuentes mitosis y apoptosis, hemorragia y 
necrosis. IHQ: positivo para CK y CD30. Negativo para EMA, CD20 y alfa inhibina. ¿Cuál es el diagnóstico?",Seminoma anaplásico,Seminoma espermatocítico,Carcinoma embrionario,Tumor del saco vitelino,C
"¿Cuál es el trastorno caracterizado por piel engrosada e hiperpigmentada en zonas de flexuras y asociado a tumores 
benignos y malignos?",Queratosis seborreica,Acantosis nigricans,Léntigo,Nevus melanocítico,B
"Varón de 62 años con tumor en seno maxilar que causa erosión ósea y destrucción, que incluye extensión dentro del 
paladar duro, meato medio nasal y placas pterigoides. ¿Cuál es el estadío TNM patológico?",3,4a,4b,2,D
¿Qué cambio genético se asocia al carcinoma renal papilar hereditario?,BHD,c-MET,VHL,FH,B
"Varón de 40 años, acude por presentar fatiga, prurito e ictericia. Los estudios de imagen describen un aspecto 
""arrosariado"" del árbol biliar intra y extrahépatico. AP: revela daño epitelial de conductos biliares asociado a infiltrados por 
neutrófilos y superpuestos a inflamación crónica. Además, se observan los conductos biliares atrapados por una cicatriz 
concéntrica densa en ""capas de cebolla"". ¿Cuál es el diagnóstico más probable?",Colangitis biliar primaria,Colangitis esclerosante primaria,Enfermedad de Wilson,Deficiencia de α1-antitripsina,B
"El síndrome de Lambert-Eaton, ¿Con qué tipo de síndrome paraneoplásico se asocia?",Endocrinos,Neuromusculares,Hematológicos,Dermatológicos,B
"Varón de 77 años con diagnóstico de Enfermedad de Paget extramamario, localizado en escroto. El patólogo solicita 
estudio de IHQ: CK 7, CK20, CEA, a fin de descartar enfermedad de Paget secundario. ¿Qué resultado espera encontrar 
para confirmar diagnóstico de enfermedad de Paget primario?",CK7 (+) / CK20 (+) / CEA (+),CK7 (-) / CK20 (-) / CEA (-),CK7 (-) / CK20 (+) / CEA (-),CK7 (+) / CK20 (-) / CEA (+),D
"El estudio IHQ de un tumor renal, revela: CD117 (+), Ksp-cadherina (+), CK7 (-), Claudina-7 (+ focal). ¿Cuál es la 
conclusión diagnóstica?",Oncocitoma renal,CCR cromófobo,"CCR células claras, variante eosinófila",Angiomiolipoma epitelioide,A
¿Cuál es la causa más frecuente de miocarditis?,Virus de la influenza,VEB,Virus Coxsackie,Postestreptocócica,C
"Mujer de 37 años con masa tumoral firme, no definida en mama, de 1.5cm. AP: proliferación desordenada de acinos y 
células estromales intralobulares con apariencia verticilada, estructuras microtubulares comprimidas, se observa dos 
capas de células y presencia de microcalcificaciones. ¿Cuál es el diagnóstico?",Carcinoma ductal in situ,Lesión esclerosante compleja,Adenosis esclerosante,Carcinoma invasivo tipo lobular,C
"¿Cuál es la malformación de la fosa posterior caracterizado por su agrandamiento y asociado a un vermis cerebeloso 
ausente o rudimentario y reemplazado por quiste en la línea media, tapizado por epéndimo?",Dandy-Walker,Arnold-Chiari (tipo II),Chiari de tipo I,De Joubert,A
"¿Cuál de los siguientes tumores presentan en su histología, grupos de células poligonales a fusiformes, rodeadas 
por células sustentaculares de soporte llamados bolas de zellballen?",Adenoma corticosuprarrenal,Feocromocitoma,Carcinoma corticosuprarrenal,Insulinoma,B
"Mujer de 32 años con tumoración de tiroides. A la macroscopía: tumor circunscrito, encapsulado, superficie de corte 
constituido por tejido blanco grisáceo, sólido. No formaciones quísticas ni necrosis. AP: proliferación de células fusiformes 
con áreas hipocelulares e hipercelulares, sin patrón de crecimiento específico, separados por fascículos de colágeno, 
similar al queloide, el fondo muestra espacios vasculares, los vasos no son dominantes, pequeños focos mixoides. ¿Cuál 
es el diagnóstico?",Tumor de la vaina de los nervios periféricos,Adenoma folicular de células fusiformes,Adenoma trabecular hialinizante,Tumor fibroso solitario,D
¿Qué gen se asocia al cáncer colorrectal hereditario no poliposo?,APC,MLHI,MYH,MSH2,D
"Varón de 56 años con masa renal incidental de 3cm, bilateral. AP: tumor con patrones de crecimiento variado: papilar, 
tubular, sólido o glomeruloide. la IHQ revela CK 7 (+), AMACR (+), CD10 (+), CA9 (-). ¿Cuál es el diagnóstico?",CCR papilar,Carcinoma de los conductos colectores,Carcinoma tubular mucinoso,Adenoma metanéfrico,A
"En el infarto agudo del miocardio. ¿Qué cambios morfológicos microscópicos se puede observar entre las 4 a 12 horas 
de iniciada la isquemia?","Necrosis coagulativa inicial, edema y hemorragia",Ondulación variable de las fibras,Hipereosinofilia e infiltrado de neutrófilos inicial,Necrosis coagulativa e infiltrado intersticial rico en neutrófilos,A
¿Cuál es el factor extrínseco que tiene mayor importancia en el desarrollo del carcinoma nasofaríngeo?,Dietas ricas en nitrosaminas,Infección por virus Epstein Barr,Tabaquismo,Radiación,B
"¿Cuál es el rasgo diagnóstico de la enfermedad de Parkinson que se encuentra ubicado en el tejido nervioso y formado en 
parte por α-sinucleína?",Cuerpos de Pick,Cuerpos de Negri,Cuerpos de Bunina,Cuerpos de Lewy,D
"¿En qué tipo de neumoconiosis, se puede observar cuerpos ferruginosos en los macrófagos alveolares?",Antracosis,Asbestosis,Silicosis,Beriliosis,B
¿Cuál es la enfermedad neurológica típica causada por deficiencia de tiamina?,Wernicke-Korsakoff,Tay-Sachs,Niemann-Pick,Krabbe,A
¿Cuál de las siguientes enfermedades autoinmunes está mediada por linfocitos T?,Anemia hemolítica autoinmune,Miastenia Gravis,Síndrome de Goodpasture,DM tipo 1,D
"¿Qué glomerulonefritis causa síndrome nefrótico, con engrosamiento difuso de la pared capilar por depósitos 
subepiteliales de IgG y C3 granular?",Postinfecciosa,Membranoproliferativa,Membranosa,Rapidamente progresiva,C
En la inflamación aguda. ¿Qué mediador químico interviene en la transmigración de los leucocitos?,Selectinas,Opsoninas,Integrinas,Complemento C3,C
¿Cuál es el trastorno predisponente más importante para el desarrollo del embarazo ectópico?,Cirugía abdominal previa,Enfermedad inflamatoria pélvica previa,Endometriosis,Uso de dispositivos intrauterinos,B
¿Cuál es la manifestación inicial más frecuente en el MEN I?,Sindrome de Zollinger-Ellison,Prolactinomas,Hiperparatiroidismo primario,Gastrinomas,C
¿Cuál es el tumor del infante que se localiza exclusivamente en el cerebelo?,Ependimoma,Astrocitoma,Meduloblastoma,Oligodendroglioma.,C
"¿Cuál de las variantes histológicas del carcinoma hepatocelular, se caracteriza por presentar grandes células poligonales 
con citoplasma granular eosinofílico, núcleos vesiculares con nucléolo prominente y bandas de colágeno denso?",Fibrolamelar,Escirro,Sarcomatoide,Linfoepitelioide,A
En la amiloidosis sistémica. ¿Qué tipo de proteína fibrilar se asocia a hemodiálisis?,ATTR,Aβ,Aβ2m,AA,C
"Los hallazgos microscópicos, de una arteria pequeña con inflamación aguda y crónica acompañados de trombosis 
luminal, microabscesos y rodeados de inflamación granulomatosa en un paciente fumador, nos orientaría a pensar en:",Síndrome de Churg-Strauss,Tromboangeítis obliterante,Polivasculitis microscópica,Enfermedad de Kawasaki,B
"De los siguientes patrones de arterioesclerosis. ¿Cuál es producido por inflamación o lesión mecánica que ocurre en 
arterias musculares más grandes que las arteriolas, cursan con estenosis severa y es la limitación principal a largo plazo 
para ser donante de órganos sólidos?",Hiperplasia fibromuscular de la íntima,Arterioloesclerosis,Esclerosis de la media de Mönckeberg,Ateroesclerosis,A
¿Cuál es la localización más frecuente de la hemorragia cerebral hipertensiva?,Cerebelo,Ganglios basales,Protuberancia,Lóbulo frontal,B
"Mujer de 50 años con lesión pruriginosa, roja costrosa y de forma geográfica en labio vulvar. Biopsia: proliferación de 
células malignas intraepiteliales más grandes que los queratinocitos y que forman cúmulos definidos. Tienen citoplasma 
claro. PAS (+), CK 7(+). ¿Cuál es el diagnóstico?",Melanoma in situ,Enfermedad de Paget extramamaria,Hidradenoma papilar,Neoplasia vulvar intraepitelial,B
"Varón de 30 años, con historia de tos productiva de un mes de evolución. Rx: infiltrados algodonosos en ambos campos 
pulmonares. AP: múltiples granulomas, confluentes y necróticos, células gigantes que contienen levaduras de 3 a 5 µm 
de paredes finas. Tinción de plata (+). ¿Cuál es el diagnóstico?",Histoplasmosis,Criptococosis,Blastomicosis,Paracoccidioidomicosis,A
