questions,option_A,option_B,option_C,option_D,correct_answer
En TC. ¿Cuál es un signo de resecabilidad en el adenocarcinoma del páncreas?,Invasión de la vena cava inferior,Encapsulamiento de la arteria mesenterica superior de más de 180 grados,Tumor aislado con o sin dilatación de los conductos biliares y pancreáticos,Extensión del tumor más alla de los márgenes del páncreas,C
¿Cuál es el mejor método diagnóstico para la evaluación del cuello suprahiodeo?,Resonancia,Radiografía,Ecografía,Tomografía,A
"Mujer de 35 años con antecedente de colecistectomía laparoscópica hace tres días, manifiesta dolor abdominal. 
Radiografía de abdomen: asas intestinales con ""signo de la doble pared"". ¿Cuál es el diagnóstico más probable?",Íleo,Obstrucción intestinal,Eventración,Neumoperitoneo,D
"Varón de 25 años sufre accidente de tránsito con golpe directo sobre la rodilla derecha. TC: fractura de ambas mesetas 
tibiales. ¿Cuál es el tipo de fractura según la clasificación de Schatzker?",V,I,III,IV,A
"TC tórax: nódulos centrolobulillares, árbol en brote, áreas focales de consolidación y engrosamiento de pared bronquial. 
¿Cuál es el diagnóstico más probable?",Silicosis,Histiocitosis,Linfangiomatosis,Tuberculosis,D
"Paciente post trauma en decúbito supino. Radiografía de tórax: neumotórax. ¿Cuál es el volumen necesario de aire en 
cc para visualizarlo?",300,100,500,50,C
"En una radiografía de tórax, donde se observa evolución aguda de las líneas B de Kerley. ¿Cuál es la causa más 
probable?",Fibrosis pulmonar,Neumonía intersticial,Neumoconiosis,Carcinoma broncogénico,B
"Varón de 20 años, refiere dolor localizado en el hombro izquierdo. RX y TC: lesión lítica ovalada excéntrica con margen 
escleroso en la epífisis del húmero. RMN: edema óseo en todas las secuencias. ¿Cuál es el diagnóstico más probable?",Encondroma,Condrosarcoma,Condroblastoma,Osteocondroma,C
"Mujer de 30 años en tratamiento hormonal (anticoncepción). RMN: hígado con nódulo sólido de contornos bien 
circunscrito en T1 basal: isointensa, pseudocápsula hipointensa, fase arterial: realce precoz y pseudocápsula hipointensa, 
fase portal: lavado precoz y pseudocápsula hiperintensa; T2: lesión isointensa con pseudocápsula hiperintensa (signo del 
atolón). ¿Cuál es el diagnóstico más probable?",Carcinoma,Adenoma,Absceso,Metástasis,B
"Mujer de 45 años sufre un choque automovilístico de alto impacto. Rx tórax: elevación del hemidiafragma derecho. En 
el estudio de TC. ¿Cuál es el hallazgo radiológico directo que indica lesión diafragmática contundente?",Hernia diafragmática,Neumotórax,Signo del diafragma colgante,Engrosamiento diafragmático,C
"Varón de 50 años, acude por nódulo mamario retroareolar. Mamografía: densidad subareolar en forma de llama, con 
extensiones prominentes lineales que se irradian y penetran en el espesor del tejido adiposo. ¿Cómo se denomina a este 
patrón mamográfico de ginecomastía?",Nodular,Glandular,Dendrítico,Abanico,C
"Varón de 60 años con tumor en pulmón derecho, refiere dolor de hombro con parestesias, miosis, ptosis palpebral y 
anhidrosis en el lado derecho. ¿Cuál es el lóbulo pulmonar afectado?",Inferior,Medio,Língula,Superior,D
"Paciente con antecedente de pancreatitis, a las seis semanas se realiza TC de control: colección líquida encapsulada y 
heterogénea que ocupa el lecho del páncreas, muestra pared delgada con realce, páncreas necrótico, excepto la porción 
cefálica. ¿Cuál es el diagnóstico más probable?",Colección necrótica aguda,Necrosis amurallada,Pseudoquiste,Absceso,B
"Varón de 70 años con antecedente de hipertensión arterial. TC de cerebro sin contraste: imagen oval hiperdensa 
intraparenquimal con fino halo hipodenso localizada en el putamen y el córtex insular. ¿Qué tipo de hemorragia es la más 
probable?",Epidural,Subdural,Ventricular,Intracerebral,D
"Niña de 8 años, cae de su altura apoyándose sobre la mano derecha, refiere dolor en antebrazo. Rx: arqueamiento 
posterior de las diáfisis del radio y cúbito y fractura no desplazada de la metáfisis distal del radio. ¿Qué tipo de fractura 
es el más probable?",Deformidad plástica,Tallo verde,En rodete,Epifisiólisis,A
"En una radiografía de tórax, la atelectasia donde el colapso del lóbulo pulmonar es superior y medial con elevación del 
hilio y desviación de la tráquea a la derecha. ¿Cuál es el lóbulo afectado?",LSD,LM,LID,LSI,A
"En el cerebro, una lesión intra-axial se origina en la región...",epidural.,subdural.,parenquimal.,ventricular.,C
¿Cuál es el signo más frecuente en tuberculosis primaria?,Cavitación,Diseminación hematógena,Bronquiectasias,Consolidación focal,D
¿Cuál es la proyección mamográfica utilizada para evaluar el tejido mamario que se localiza sobre el esternón?,Craneocaudal exagerada,Lateromedial,Tangencial,Del valle,D
En un paciente con sospecha de miocarditis. ¿Cuál es la secuencia en RM cardíaca a emplear?,Cuantificación de flujo,Realce tardío,Sangre negra en T2,Sangre negra en T1,C
"Mujer de 65 años acude por hematuria. TC abdomen: tumor sólido en vejiga y uréter proximal. ¿Cuál es el tipo de 
carcinoma más probable?",De células transicionales,Escamoso,Anáplasico,De células renales,A
"RMN: lesión focal quística o sólida en cerebelo; T1: señal hipointensa a intermedia; T2: hiperintensa. Realce intenso con 
contraste. ¿Cuál es el diagnóstico más probable?",Astrocitoma bien diferenciado,Astrocitoma anaplásico,Xantoastrocitoma pleomorfo,Astrocitoma pilocítico juvenil,D
"La mayoría de las calcificaciones suprarrenales, tanto en niños como en adultos, son secuela de...",tuberculosis.,histoplasmosis.,enfermedad de Wolman.,hemorragia.,D
"Mujer de 70 años con diagnóstico de diabetes e insuficiencia renal. TC: atrofia renal bilateral asociada a áreas de mayor 
atenuación puntiformes, algunas confluentes que adoptan forma en ""vías de tren"". ¿Cuál es el diagnóstico más probable?",Nefrocalcinosis medular,Nefrocalcinosis cortical,Hipercalcemia,Necrosis papilar renal,B
"En TC de alta resolución: nódulos pulmonares uniformes, de distribución aleatoria, que se extienden a la región subpleural 
con diseminación hematógena. ¿Cuál es el diagnóstico más probable?",Sarcoidosis,Infección endobronquial,Tuberculosis milliar,Lingangitis carcinomatosa,C
"En un estudio de RMN cerebral la técnica de ...... es sensible al movimiento browniano de las moléculas de agua ...... en 
el espacio intersticial del tejido cerebral a través de la aplicación de un gradiente de campo magnético.",perfusión / intracelular,funcional / intracelular,tensor difusión / extracelular,difusión / extracelular,D
"Paciente de 50 años, con dolor abdominal tipo cólico, náusea, vómitos y distensión abdominal. TC abdomen: dilatación 
de asas intestinales delgadas, imagen de densidad cálcica de 30 mm en la luz del íleon y aerobilia. ¿Cuál es el diagnóstico 
más probable?",Impactación fecal,Íleo biliar,Adherencias,Fístula bilio digestiva,B
"En la TC coronaria, el Score de calcio de Agatson ha demostrado correlación con la carga de ateroesclerosis y...",riesgo de evento cardiovascular.,ubicación de estenosis coronaria.,grado de estenosis coronaria.,flujo arterial.,A
"Varón de 30 años, presenta tos y expectoración, disnea, obstrucción bronquial y episodios de fiebre. TC pulmonar: 
muestra índice broncoarterial superior a 1.5, presencia de engrosamiento de las paredes de las vías aéreas. ¿Cuál es el 
diagnóstico más probable?",Bronquitis,Embolia pulmonar,Bronquioloectasia,Bronquiectasias,D
"Mujer de 50 años con alta sospecha de ruptura de prótesis mamaria intracapsular. ¿Cuál es el método diagnóstico de 
elección?",Resonancia sin contraste,Mamografía con contraste,Resonancia con contraste,Mamografía sin contraste,A
"Paciente de 25 años con diagnóstico de asma, tras realizar gran esfuerzo físico refiere tos y dolor torácico. TC: presencia 
de imágenes hipodensas menores a -1000 UH rodeando a las estructuras vasculares del mediastino, presencia de 
enfisema subcutáneo que se extiende hacia la región cervical. ¿Cuál es el diagnóstico más probable?",Neumomediastino,Mediastinitis,Neumotórax,Rotura esofágica,A
"Varón de 35 años con diagnóstico de cirrosis, refiere dolor abdominal, fiebre, diarrea y vómitos. Ecografía: 
trombosis aguda de la vena porta; para evaluar la extensión de la trombosis, colaterales y descartar complicaciones. 
¿Cuál es el método radiológico que se debe solicitar?",TC contrastada,RMN T1,RMN T2,PET/CT,A
"En relación con la radioanatomía del lobulillo pulmonar secundario y su estudio con TC pulmonar de alta resolución; los 
tabiques interlobulillares contienen...",arterias ramificadas.,arterias puntiformes.,venas y vasos linfáticos.,bronquiolos lobulillares.,C
"Paciente de 30 años con leucemia aguda, presenta dolor abdominal difuso. TC de abdomen: aumento circunferencial de 
las paredes de la porción cecal del ciego, aumento de la densidad de la grasa pericecal por edema e inflamación; al 
contraste la submucosa hipodensa y marcado realce de la íntima, serosa en el ciego. ¿Cuál es el diagnóstico más 
probable?",Colitis infecciosa,Infarto omental,Tiflitis,Apencitis aguda,C
"Niño de 3 años con hipertensión arterial, dolor y masa abdominal. TC: masa renal de contornos bien definidos que deforma 
el parénquima renal, capta contraste en forma heterogénea con vasos periféricos prominentes. ¿Cuál es el diagnóstico 
más probable?",Carcinoma,Nefroblastoma,Liposarcoma,Neuroblastoma,B
"Paciente con diagnóstico de leucemia linfocítica crónica y esplenomegalia; refiere dolor en HCI irradiado al hombro 
ipslateral, defensa muscular y un frote en el área esplénica que se evidencia con los movimientos respiratorios. TC: bazo 
con múltiples lesiones de baja atenuación que se extienden hacia la cápsula esplénica. ¿Cuál es el diagnóstico más 
probable?",Abceso,Linfoma,Infarto,Sarcoidosis,C
"Niño de 15 años, con antecedente de TEC y cefalea. TC de cráneo: disminución de la densidad cerebral, ventrículos 
laterales comprimidos, borramiento de los surcos superficiales y espacios subaracnoideos basilares; pérdida de la 
interfase entre la sustancia blanca y la sustencia gris. ¿Cuál es el diagnóstico más probable?",Edema cerebral difuso,Lesión axonal difusa,Infarto lacunar,Aneurisma arterial,A
"En un estudio TC de pelvis de un paciente obeso, se observan prominentes rayas claras y oscuras intercaladas, 
proyectadas sobre las estructuras anatómicas. ¿Cuál es el artefacto de imagen que se observa?",Movimiento,Superposición de volumen,Ruido cuántico,Endurecimiento,D
"En el estudio PET CT de una neoplasia, el Standard Uptake Value (SUV), permite valorar su...",captación.,extensión.,actividad.,tamaño.,C
"La sociedad de Fleischner ha publicado recomendaciones en el seguimiento de nódulos pulmonares incidentales. TC: 
nódulo subsólido en su totalidad, menor a 6 mm en un paciente de bajo riesgo. ¿Cuál es la conducta a seguir?",TC a los 12 meses,PET/CT,Biopsia,Sin seguimiento,D
"Mujer de 50 años presenta sangrado posterior a menopausia. Ecografía: masa uterina hipoecogénica heterogénea de 8 
cm, hipovascular. Ante la sospecha de leiomiosarcoma. ¿Cuál es el método diagnóstico que ofrece mayor precisión?",PET/CT,CT,"RMN T2, difusión y ADC",RMN T1 con contraste y T2,C
"En la evaluación tomográfica de la obstrucción mecánica del intestino delgado de causa intrínseca. ¿Cuál es la patología 
asociada más probable?",Íleo biliar,Intususcepción,Neoplasia,Hernia,B
"Mujer de 45 años fumadora, asintomática, acude a chequeo. TC tórax: en el lóbulo inferior derecho se evidencia un nódulo 
de 1 cm bien circunscrito con componente graso y calcificaciones gruesas. ¿Cuál es el diagnóstico más probable?",Adenocarcinoma,Metástasis,Sarcoma,Hamartoma,D
"En una radiografía de tórax; una lesión pulmonar de contenido aéreo mayor de 1 cm con una pared fina de grosor menor 
de 1mm que corresponde a un área de destrucción parenquimatosa. ¿Cómo se denomina?",Neumatocele,Bulla,Bronquiectasia,Quiste pulmonar,B
"Lactante de 2 meses en control post-natal, se visualiza asimetría de pliegues, la maniobra de abducción de la cadera es 
limitada y presenta clic de entrada. Para establecer el diagnóstico de displasia del desarrollo de la cadera. ¿Cuál es el 
método radiológico de elección?",Radiografía,Ecografía,Tomografía,Resonancia,B
En el estudio TC multifase para la evaluación del colangiocarcinoma. ¿Cuál es la fase ideal para su diagnóstico?,Venosa,Tardía,Arterial,Sin contraste,B
"Prematuro de 30 semanas, antecedente de hipoxia e hipotensión. Ecografía transfontanelar: hemorragia intraventricular 
y dilatación del ventrículo lateral en más de 10 mm a nivel del surco caudotalámico. ¿Cuál es el grado de hemorragia 
según la clasificación de Papile?",I,II,IV,III,D
¿Cuál es la utilidad de comprimir la mama en una mamografía digital?,Disminuye la radiación difusa,Incrementa los artefactos de movimiento,Disminuye el contraste de las imágenes,Aumenta el espesor de la mama,A
"Varón de 54 años con dolor abdominal; antecedente de colecistitis a repetición. Rx de abdomen: calcificación que se 
adapta a la forma de la vesícula biliar. TC contrastada: masa hipodensa con hiporealce en lecho vesicular y calcificaciones 
murales. ¿Cuál es el diagnóstico más probable?",Vesícula en porcelana,Colecisititis aguda,Adenocarcinoma vesicular,Absceso hepático,C
En una radiografía de tórax se observa crecimiento de aurícula izquierda. ¿Cuál es la causa más probable?,Insuficiencia tricuspídea,Hipertensión pulmonar,Estenosis mitral,Isquémica,C
"Los rayos X característicos, se producen cuando el electrón libre interacciona con el electrón del átomo…",sacándolo de su órbita.,manteniéndolo en su órbita.,y su núcleo.,frenado por el núcleo.,A
"Mujer de 69 años, con antecedente de diálisis peritoneal crónica, dolor abdominal y sospecha de obstrucción 
intestinal. TC: calcificaciones en forma de láminas, que afectan el peritoneo sobre el hígado y asas del intestino delgado. 
Se observa también catéter de diálisis. ¿Cuál es el diagnóstico más probable?",Apendicitis complicada,Peritonitis encapsulante esclerosante,Mesenteritis esclerosante,Necrosis grasa,B
"Varón de 20 años con tumor hepático; alfa-fetoproteína: en valores normales. TC hígado: tumor sólido con cicatriz central, 
de contornos definidos de 12 cm de diámetro; sin contraste: baja atenuación; post contraste: realce intenso y heterogéneo 
en fase arterial y venosa. ¿Cuál es el diagnóstico más probable?",Hemangioma cavernoso,Adenoma hepático,Carcinoma hepatocelular,Carcinoma fibrolamelar,D
"En una radiografía de tórax PA y lateral izquierda se observa redondeamiento y levantamiento de la punta cardíaca y 
borramiento del espacio retroesternal. ¿Cuál es la cavidad cardíaca que ha crecido?",Aurícula derecha,Ventrículo izquierdo,Aurícula izquierda,Ventrículo derecho,D
En la columna lumbar. ¿Cuál es el lugar más frecuente de espondilolisis?,L5,L4,L3,L2,A
"Varón de 30 años post operado de neumonectomía. TC de tórax: espacio pleural ensanchado con densidad de -1000 
UH. ¿Cuál es el diagnóstico más probable?",Neumotórax,Quiloneumotórax,Hidroneumotórax,Hemoneumotórax,A
"¿Qué tipo de hematoma, en la TC de cráneo, presenta imagen oval, hiperdensa, de aspecto biconvexo asociado a fractura 
en el lugar de la hemorragia, cruza las inserciones de la duramadre y no cruza las suturas del cráneo?",Intraventricular,Epidural,Subdural,Subaracnoideo,B
"¿Cuál es el enfisema que afecta principalmente los lóbulos superiores con radiolucencias puntiformes sin paredes 
visibles?",Panlobulillar,Bulloso,Paraseptal,Centrolobulillar,D
"En tomografía. ¿Qué tipo de litiasis se caracteriza por formarse en la pelvis renal con ramificaciones hacia los infundíbulos 
y cálices?",Oxalato cálcico,Trifosfato de amonio,Fosfato cálcico,Indinavir,B
"Mujer de 50 años, con antecedente de neoplasia maligna de mama tratado. TC de abdomen: nódulo de 20 mm en glándula 
suprarrenal derecha, hipodenso de -74 UH, con imágenes lineales de densidad de tejidos blandos en su interior y algunas 
calcificaciones. ¿Cuál es el diagnóstico más probable?",Mielolipoma,Metástasis,Seudoquiste,Hemorragia,A
En tomografía. ¿Cuál es un signo directo de litíasis renal?,Dilatación del sistema colector,Retardo en la eliminación de contraste en el riñón,Nefromegalia homolateral,Imagen redonda e hiperdensa de 1000 UH,D
"La segmentación hepática divide al hígado en ocho segmentos independientes. ¿Cuál es el segmento que forma el 
contorno superolateral izquierdo del hígado?",3,5,2,8,C
"Varón de 30 años con antecedente de traumatismo abdominal penetrante y múltiples cirugías. TC: calcificaciones lineales 
gruesas trabeculadas en las hojas del mesenterio que siguen los vasos. ¿Cuál es el diagnóstico más probable?",Mesenteritis esclerosante,Paniculitis mesentérica,Calcificación mesentérica heterotópica,Mesenteritis retráctil,C
"Cada segmento hepático es una unidad autónoma que se puede extirpar quirúrgicamente sin dañar el resto del hígado. 
¿Cuáles son los segmentos extirpados cuando se realiza una segmentectomía posterior derecha?",5 y 8,6 y 7,"2, 3 y 4","4, 5, 6, 7 y 8",B
En el estudio Doppler de la estenosis de arterias periféricas. ¿Cuáles son los signos ecográficos a nivel post estenótico?,Flujo turbulento y alta resistencia,Elevación de la velocidad pico sistólica y trombo mural,Flujo parvus-tardus y baja resistencia,Flujo bidireccional y turbulento,C
"¿Cuál es el edema cerebral que consiste en el pasaje de líquido intravascular al espacio extracelular y suele asociarse a 
tumores intraparenquimales?",Citotóxico,Intersticial,Vasogénico,Neurogénico,C
"En un paciente con sospecha de patología obstructiva de la pequeña vía aérea. ¿Cuál es la técnica de TC complementaria 
a realizar?",En espiración,En inspiración,Con reconstrucción volumétrica,Contrastada,A
"Paciente de 40 años con cefalea. RMN de cerebro: T1 con contraste: vena transcortical con refuerzo que drena un grupo 
de pequeñas venas medulares (cabeza de medusa); T2: vena de drenaje con vacío de señal. ¿Cuál es el diagnóstico 
más probable?",Enfermedad de moyamoya,Hemangioma cavernoso,Angioma venoso,Malformación arteriovenosa,C
"Mujer de 65 años, obesa, con antecedente de cirugía cardiotorácica con esternotomía; se presenta por fiebre y dolor 
torácico. TC tórax: aumento de la densidad de la grasa mediastinal con líquido y burbujas aéreas, adenomegalias, 
derrame pleural y pericárdico. ¿Cuál es el diagnóstico más probable?",Absceso mediastinal,Mediastinitis aguda,Neumomediastino,Hemomediastino,B
"En el estudio TC del mediastino supra aórtico, cerca al opérculo torácico. ¿Cuál es la estructura vascular visible más 
anterior y lateral por detrás de la cabeza de la clavícula?",Vena braquicefálica,Arteria innominada,Carótida izquierda,Vena cava superior,A
"En el estudio de la patología neoplásica, una de las limitaciones del PET CT, se encuentra en...",recidivas tumorales.,lesiones menores a 1 cm.,extensión tumoral.,respuesta al tratamiento.,B
En un lactante con sospecha de maltrato infantil. ¿Cuál es la estructura anatómica más frecuente de fractura?,Diáfisis del peroné,Costilla postero medial,Epífisis del radio,Escafoides de mano,B
"Varón de 47 años, con antecedente de hipercoagulabilidad; acude por dolor en el cuadrante superior derecho del 
abdomen, hepatomegalia y ascitis. Eco doppler: hígado aumentado de tamaño, onda espectral de la vena hepática con 
flujo monofásico y vasos tortuosos hacia la vena cava inferior. ¿Cuál es el diagnóstico más probable?",Síndrome de Budd Chiari,Trombosis portal,Colecistitis aguda litiásica,Cirrosis hepática,A
