questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 44 años, con traumatismo contuso en cara anterior de hemitórax derecho, con tórax inestable. Examen: PA 
90/60 mmHg, FC 110 X', FR 28 X'; matidez en base de hemitórax derecho con disminución del MV y VV. Rx: fractura de 
4to, 5to, 6to y 7mo arcos costales con doble trazo de fractura y nivel hidroaéreo en cavidad pleural. ¿Cuál es la conducta 
a seguir?",Estabilización quirúrgica,Drenaje torácico,Toracocentesis,Flap muscular,B
¿Cuál es causa directa del derrame pleural maligno?,Hipoproteinemia,Metástasis pleural,Neumonitis postobstructiva,Embolia pulmonar,B
¿Cuál es la causa más frecuente de resección y reconstrucción de la tráquea?,Estenosis postintubación,Estenosis subglótica idiopática,Granulomatosis de Wegener,Carcinoma adenoide quístico,A
"En un traumatismo torácico con ausencia de inestabilidad hemodinámica y sin afectación respiratoria. TC: se observa 
neumotórax con un diámetro radial de 35 mm. ¿Cuál es la conducta terapéutica a seguir?",Drenaje Torácico y Válvula de Heimlich,Observación y repetir Rx de tórax en 12-24 hs,Toracocentesis y Válvula de Heimlich,Toracocentesis y programar SOP,B
"Mujer 45 años, desde hace 12 meses presenta disnea y sibilancias. Tratada con broncodilatadores sin mejoría. 
TC tórax: lesiones polipoideas en tráquea. Se indica fibrobroncoscopía. ¿Cuál es su principal sospecha diagnóstica?",Carcinoma adenoide quístico,Carcinoma epidermoide,Sarcoma,Hemangioma,A
¿Cuál es la vía de abordaje indicada en una lesión del esófago inferior?,Toracotomía posterolateral derecha,Toracotomía posterolateral izquierda,Esternotomía media,Toracotomía axilar,B
En los sarcomas primarios de pulmón. ¿Cuál tiene mejor pronóstico?,Condrosarcoma,Fibrosarcoma,Liposarcoma,Leiomiosarcoma,D
La hernia de Bochdalek es un defecto diafragmático...,anterolateral izquierdo.,retroesternal anterior.,posterolateral izquierdo.,paraesofágico.,C
"Mujer de 25 años, acude por dolor torácico y disnea súbita; tres días antes inició su menstruación. Rx tórax: radiolucidez 
en hemitórax izquierdo con colapso pulmonar. ¿Cuál es el diagnóstico probable?",Hemotórax,Hidroneumotórax,Neumotórax traumático,Neumotórax catamenial,D
¿Cuál es el vaso mayormente afectado en el trauma abdominal cerrado?,Aorta,Vena iliaca,Vena cava inferior,Arteria iliaca,C
¿Cuál es la arteria cuya lesión causa la mayor cantidad de amputaciones de miembro inferior?,Femoral superficial,Tronco tibioperoneo,Femoral profunda,Poplítea,D
"Mujer de 58 años, con dolor toracico, tos con expectoración a predominio matutino, y dísnea a moderados esfuerzos. 
Espirometría: índice FEV1/FVC de 0.6, FEV1 de 50% y 70 % de lo predicho. ¿Qué grado de obstrucción del flujo de aire 
tiene?",III,IV,I,II,D
¿Cuál es el tumor más frecuente del mediastino posterior?,Timoma,Teratoma,Tumor neurogénico,Linfoma,C
En un paciente con sospecha de miocarditis. ¿Cuál es la secuencia en RM cardíaca a emplear?,Sangre negra en T2,Sangre negra en T1,Realce tardío,Cuantificación de flujo,A
"Varón de 24 años, con traumatismo torácico abierto por arma blanca, presenta neumotórax y fístula broncopleural de alto 
gasto. Broncofibroscopía: lesión traumática en bronquio proximal izquierdo. ¿Cuál es la vía de abordaje?",Toracotomía postero lateral izquierda,Esternotomía media,Toracotomía axilar izquierda.,Toracotomía postero lateral derecha,D
"¿Cuál es el procedimiento a seguir en las lesiones penetrantes cerca del mediastino que llevan a considerar una posible 
lesión esofágica?",Esofagoscopía,Esofagografía,TC de esófago,Ecografía,A
¿Cuál es la principal indicación de trasplante pulmonar?,Hipertensión pulmonar primaria,Enfermedad pulmonar obstructiva crónica,Bronquiectasia,Fibrosis pulmonar idiopática,D
"Mujer de 35 años. Hace un año recibió trasplante pulmonar bilateral; acude por tos, fiebre y disnea. Prueba de función 
pulmonar: VEF1 severamente disminuido. ¿Cuál es la conducta a seguir?",Radiografía tórax frontal,Ecocardiograma transesofágico,Broncoscopía y biopsia transbronquial,Tomografía de tórax,C
¿Cuál es el mejor abordaje para tratar las lesiones de la aorta ascendente y vena cava superior?,Toracotomía posterolateral,Esternotomía media,Toracotomía axilar,Toracotomía anterolateral,A
"¿Cuál es el injerto de interposición que se utiliza con mayor frecuencia en las lesiones arteriales de las extremidades 
inferiores?",PTFE,Vena safena externa invertida,Vena safena interna invertida,Vena cefálica,C
¿Cuál es el defecto congénito de pared torácica anterior más frecuente?,Pectus carinatum,Pectus excavatum,Síndrome de Poland,Esternón hendido,B
¿Cuál es el principal factor de riesgo en la enfermedad pulmonar obstructiva crónica?,Obesidad,Sexo masculino,Tabaquismo,Edad avanzada,C
¿En qué estadío se encuentra el cáncer pulmonar con diagnóstico histológico de Tis?,IA1,IA2,0,IA3,C
"Mujer de 64 años con dolor torácico y tos seca. TC: opacidad hiperdensa redondeada de 3.5cm de diámetro en región 
postero superior derecha y adenopatías en grupo 4R. ¿En qué estadío se encuentra?",IIB,IIIB,IIA,IIIA,D
En el mesotelioma maligno. ¿Cuál es el subtipo histológico de mejor pronóstico?,Sarcomatoide,Epitelial,Mixto,Mucinoso,B
"Varón de 24 años, con traumatismo torácico abierto y colocación de drenaje torácico hace 24 horas, con fuga masiva de 
aire. ¿Cuál es el procedimiento a seguir?",Drenaje complementario,Aspiración contínua,Cambio de drenaje torácico,Toracotomía exploradora,D
"Varón de 36 años con antecedente de lobectomía inferior derecha por quiste hidatídico pulmonar hace dos meses. 
Presenta en forma insidiosa fiebre y dolor torácico. Rx tórax: radiopacidad difusa en base derecha. ¿Cuál es el tratamiento 
a seguir?",Drenaje torácico,Ventana torácica,Toracotomía,Videotoracoscopía,A
¿Cuál es contraindicación absoluta del trasplante pulmonar?,Disfunción orgánica irreversible,Edad mayor a 65 años,Enfermedad renal crónica,Apoyo social limitado,A
"Varón de 24 años con traumatismo torácico abierto por arma blanca en hemitórax derecho, de 5 días de evolución. 
Drenaje pleural: líquido lechoso y triglicéridos, que confirman el diagnóstico. ¿Cuál es el procedimiento a seguir?",Nutrición parenteral total y administración de octreótido,Técnica percutánea de canulación con aguja y oclusión del conducto,Videotoracoscopía derecha y cierre del conducto torácico,Dieta a base de triglicéridos de cadena media,C
En el estudio Doppler de la estenosis de arterias periféricas. ¿Cuáles son los signos ecográficos a nivel post estenótico?,Flujo bidireccional y turbulento,Flujo turbulento y alta resistencia,Elevación de la velocidad pico sistólica y trombo mural,Flujo parvus-tardus y baja resistencia,D
"Varón de 40 años con antecedente de reflujo gastroesofágico, acude con disfagia progresiva, dolor retroesternal, pérdida 
de peso y anemia. ¿Cuál es la localización más probable del cáncer?",Estómago,Laringe,Tráquea,Esófago,D
Para el tratamiento del aspergilloma pulmonar. ¿Cuál es la principal indicación quirúrgica?,Fibrosis cavitaria,Hiperreactividad bronquial,Hemoptisis masiva recurrente,Broncorrea persistente,C
"¿Cuál es el factor más importante para beneficiarse con cirugía de reducción de volumen pulmonar en pacientes con 
EPOC?",Enfisema predominante en lóbulo superior,DLCO < de 20% de lo predicho,VEF1 < 20% de lo predicho,Enfisema difuso,A
¿Cuál es la lesión más frecuente en el traumatismo torácico cerrado?,Fractura esternón,Contusión pulmonar,Neumotórax,Fractura costal,D
El carcinoma epidermoide del esófago se localiza con mayor frecuencia en:,Porción distal,Unión gastroesofágica,Debajo unión gastroesofágica,Porción proximal y media,D
¿Cuál es el tumor maligno más frecuente de la pared torácica?,Osteosarcoma,Condrosarcoma,Plasmocitoma solitario,Hemangiosarcoma,B
El diagnóstico del cáncer de esófago se realiza mediante...,esofagografía con bario.,tomografía.,biopsia endoscópica.,ecografía.,C
La resonancia magnética cardíaca puede realizarse en pacientes con:,Implante coclear,Depuración creatinina <30 ml/min,Clip de aneurisma cerebral,Depuración creatinina >30 ml/min,D
"Varón de 30 años, sufre accidente tránsito ocupante, ingresa con dolor torácico y disnea. Examen: PA  110/70 mmHg, 
FC 88 X', FR 26 X'. Rx tórax: elevación hemidiafragma izquierdo. Al colocar sonda nasogástrica se visualiza en el 
HTI. ¿Cuál es la principal sospecha diagnóstica?",Eventración diafragma,Hernia diafragmática,Parálisis del frénico,Hemoneumotórax,B
¿Cuál es el quiste mediastínico primario más frecuente?,Broncogénico,Pericárdico,Entérico,Tímico,A
"Fumador de 50 años, que en su prueba de esfuerzo presenta depresión horizontal del segmento ST de 1 mm. ¿Cuál es 
el siguiente paso a seguir?",Angiotomografía coronaria,Ecocardiograma transtorácico,Perfusión miocárdica,Cateterismo cardíaco,D
¿Cuál es tumor maligno de la pared torácica?,Plasmocitoma solitario,Osteoblastoma,Osteocondroma,Displasia fibrosa,A
Los traumatismos torácicos penetrantes y contusos se resuelven mayormente con:,Drenaje intercostal,Toracotomía exploratoria,Ventana torácica,Fibrobroncoscopía,A
¿Cuál es la indicación de trasplante pulmonar?,Insuficiencia respiratoria con expectativa de vida de 6 a 12 meses,Incapacidad de tolerar el régimen médico postransplante,Comorbilidades como insuficiencia significativa de otros órganos,Insuficiencia respiratoria con expectativa de vida mayor a 12 meses,A
"Paciente de 25 años con diagnóstico de asma, tras realizar gran esfuerzo físico refiere tos y dolor torácico. TC: presencia 
de imágenes hipodensas menores a -1000 UH rodeando a las estructuras vasculares del mediastino, presencia de 
enfisema subcutáneo que se extiende hacia la región cervical. ¿Cuál es el diagnóstico más probable?",Mediastinitis,Neumotórax,Neumomediastino,Rotura esofágica,C
¿Cuál es el procedimiento quirúrgico a realizar en un neumotórax espontáneo recurrente?,Toracotomía mínima,Válvula de Heimlich,Toracoscopía y grapadoras endoscópicas,Drenaje torácico,C
"Varón de 63 años, con antecedentes de tabaquismo, presenta tos seca y dolor torácico. TC tórax: tumoración redondeada 
de 3.5 cm de diámetro en el segmento 2 del pulmón derecho. ¿En qué estadío se encuentra según la 8va edición de 
IASLC/AJCC?",IA3,IB,IIA,IIB,B
¿Cuál es una característica de la lesión traumática de la aorta torácica?,La reparación endovascular está contraindicada,La reparación primaria implica resección del segmento rasgado,Los pseudoaneurismas tienen una laceración incompleta,Es llamada pseudoanerisma por la ruptura de la capa media y la adventicia,C
El síndrome del diafragma poroso se presenta en:,Neumotórax catamenial,Neumotórax traumático,Hernia diafragmática,Eventración diafragmática,A
"Varón de 35 años que refiere masa en región lateral torácica izquierda, con aumento de volumen y dolor al tacto. RX: 
masa tumoral de 4x3 cm con límites indefinidos y destrucción cortical de 4ta y 5ta costilla. ¿Cuál es el diagnóstico más 
probable?",Condroma,Plasmocitoma solitario,Sarcoma de Ewing,Condrosarcoma,D
"Varón de 60 años, ingresa con tos. TC tórax: nódulo pulmonar solitario de 1.8 cm localizado periféricamente en lóbulo 
superior derecho. ¿Cuál es el diagnóstico más probable?",Cáncer pulmonar de células pequeñas,Tuberculosis pulmonar,Cáncer pulmonar de células no pequeñas,Aspergiloma pulmonar,C
"Paciente de 23 años con tumoración en pared costal derecha, en su radiografía presenta una imagen de piel de cebolla 
con elevación del periostio y remodelado óseo. ¿Cuál es el diagnóstico?",Condrosarcoma,Plasmocitoma solitario,Osteosarcoma,Sarcoma de Ewing,D
¿Cuál es el tratamiento de elección en el aspergilloma pulmonar sintomático?,Tratamiento médico con antimicóticos,Toracoplastía,Resección pulmonar,Instilación de anfotericina B,C
¿Cuál es la contraindicación de la reconstrucción traqueal?,Estenosis traqueal postintubación,Esclerosis lateral amiotrófica,Carcinoma adenoide quístico,Carcinoma epidermoide,B
¿Cuál es el signo tomográfico más frecuente en un empiema pleural?,Mal definido,Pared irregular,Esférico,Vasos desplazados,D
"Varón 40 de años fumador de una cajetilla diaria, consumidor de alcohol 3 veces por semana, con disfagia progresiva, 
dolor retroesternal y anemia. La biopsia endoscópica informa cáncer de esófago. ¿Cuál es el tipo histológico más 
probable?",Adenocarcinoma,Carcinoma epidermoide,Melanoma primario,Sarcoma,B
"Mujer de 40 años, hace 4 años recibió trasplante pulmonar bilateral. Acude por tos, disnea y deterioro severo de la función 
pulmonar. BX transbronquial: bronquiolitis obliterante. Este hallazgo es manifestación de:",Rechazo agudo,Rechazo crónico,Deshicencia anastomosis bronquial,Neumonía,B
"Varón de 58 años con dolor torácico en hemitórax izquierdo, tos seca y ptosis palpebral, TC de tórax: imagen redondeada 
hiperdensa de 4 cm de diámetro en segmento 1 y 2 izquierdo. ¿ En qué estadío se encuentra según la 8va edición de 
IASLC/AJCC?",IIB,IIIA,IIIB,IIA,B
"Varón 38 años, PO inmediato de lobectomía superior por bronquiectasia. PA 100/70 mmHg FC 86 X'; drenaje torácico 
serohemático de 100 ml en la primera hora, súbitamente en la segunda hora presenta hipotensión, taquicardia y drenaje 
torácico hemático de 1000 ml. AGA y perfil de coagulación normal. ¿Cuál es su conducta a seguir?",Clampar el dren tóracico,TC tórax,Acido tranexámico EV,Retoracotomía exploratoria,D
"Varón de 25 años, ingresa por herida punzopenetrante en región anterior del cuello, por donde se evidencia salida de aire 
y enfisema subcutáneo. TC tórax: aire paratraqueal y neumomediastino. ¿Cuál es el procedimiento a seguir?",Fibrobroncoscopía,Esofagoscopía,RM tórax,Ecografía,A
"En la TC coronaria, el Score de calcio de Agatson ha demostrado correlación con la carga de ateroesclerosis y...",ubicación de estenosis coronaria.,grado de estenosis coronaria.,riesgo de evento cardiovascular.,flujo arterial.,C
En cuanto al absceso pulmonar crónico con tratamiento médico. ¿Cuándo requiere tratamiento quirúrgico?,Si continúa con cavidad menor o igual a 3 cm de diámetro,Fracaso a 4 semanas de tratamiento ATB,Fracaso a 8 semanas del tratamiento ATB,Si un absceso se rompe hacia la cavidad pleural,C
¿Cuál es el principal estudio de imágenes para determinar el estadío T en el cáncer de pulmón?,TC tórax con contraste,TC tórax sin contraste,RM tórax con contraste,RM tórax sin contraste,A
"Varón de 35 años, que hace dos años sufre caída de árbol; acude por disnea a medianos esfuerzos y ortopnea. TC tórax: 
elevación del hemidiafragma izquierdo, vísceras abdominales en su posición habitual. ¿Cuál es la principal sospecha 
diagnóstica?",Hernia diafragmática,Eventración diafragmática,Hernia hiatal,Hernia de Morgagni,B
"Mujer de 24 años que luego de su trabajo de parto presenta en forma brusca disnea y dolor torácico en hemitorax derecho. 
Examen: hipotensión, taquicardia, tráquea desviada hacia el lado izquierdo, timpanismo, MV y  VV abolidas en hemitórax 
derecho. ¿Cuál es la indicación inmediata a seguir?",Radiografía de tórax,Tomografía,Ecografía torácica,Descompresión con aguja,D
"Varón de 26 años con herida penetrante por arma blanca en 5° EII por dentro de la LMC. Ecocardiograma: taponamiento. 
Presentando en ese momento paro cardiaco. ¿Cuál es el procedimiento a seguir?",Masaje cardíaco,Pericardiocentesis,Ventana pericárdica subxifoidea,Toracotomía de reanimación,D
"Mujer 65 años que acude por dolor en cara posterior muslo izquierdo al caminar 100 metros y que calma con el reposo. 
Ecodoppler arterial muestra ondas monofásicas en todo el miembro inferior. ¿Cuál es el diagnóstico?",Enfermedad aortoiliaca,Enfermedad femoropoplítea,Hernia discal,Trombosis venosa,A
¿Cuál es el tipo histológico más frecuente del cáncer pulmonar?,Adenocarcinoma,Carcinoma de células pequeñas,Carcinoma epidermoide,Carcinoma neuroendocrino de células grandes,A
La incisión más utilizada en los procedimientos de cirugía cardíaca es la...,toracotomía anterolateral.,esternotomía media.,toracotomía pósterolateral.,toracotomía axilar.,B
"Paciente con síndrome coronario agudo; el estudio de coronariografía reporta: estenosis de vaso que recorre el surco 
interventricular anterior y finaliza en el ápex cardíaco. ¿Cuál es la arteria del árbol coronario a la que se hace referencia?",Coronaria derecha,Circunfleja,Interventricular posterior,Descendente anterior,D
¿Cuál es la etiología más frecuente del síndrome del lóbulo medio?,Neumonía,Cáncer pulmonar,Estenosis bronquial,Aspiración de cuerpo extraño,B
"Para el diagnóstico del pseudoaneurisma de aorta torácica. ¿Con qué procedimiento se puede evaluar el grado de 
compromiso de la pared aórtica?",Angiotomografía,Resonancia magnética,Ecografía de tórax,Aortografía,A
"Mujer de 18 años, disnéica, con debilidad general significativa, tos, dolor torácico y ptosis palpebral bilateral. ¿Cuál es su 
sospecha diagnóstica?",Polidermatomiositis,Polineuropatía,Síndrome de Guillain Barré,Miastenia gravis,D
"Varón de 68 años, fumador habitual, acude por presentar tos con expectoración hemoptoica, ronquera y estridor laríngeo. 
TC tórax: pulmones dentro límites normales. ¿Cuál es la conducta a seguir?",Esofagoscopía,RM tórax,Fibrobroncoscopía,Ecografía,C
"Varón 30 años, ingresa por herida por PAF en HTI. Examen: PA 70/50 mmHg, FC 120 X', FR 28 X'; MV disminuido en 
dicho HT. Le colocan tubo de tórax que drena 2000 ml de líquido hemático.  ¿Cuál es el siguiente paso a seguir?",TC tórax,Rx de tórax,Toracotomía exploratoria,Ecografía torácica,C
"Mujer de 35 años, acude por herida por arma blanca en 5o EICD y LMC. PA 110/75 mmHg, FC 90 X', FR 24X'.  Rx tórax: 
radiolucidez periférica con colapso pulmonar HTD. ¿Cuál es su diagnóstico?",Hemotórax,Neumotórax traumático,Neumotórax a tensión,Hemoneumotórax,B
"Mujer de 45 años sufre un choque automovilístico de alto impacto. Rx tórax: elevación del hemidiafragma derecho. En el 
estudio de TC. ¿Cuál es el hallazgo radiológico directo que indica lesión diafragmática contundente?",Engrosamiento diafragmático,Neumotórax,Signo del diafragma colgante,Hernia diafragmática,C
En el aneurisma de aorta torácica descendente. ¿Cuál es el tratamiento de elección?,Reparación abierta,Colocación de balón intraaórtico,Reparación endovascular,Aneurismectomía de emergencia,C
"Escolar de 10 años de edad con hidatidosis pulmonar no complicada de 6 cm de diámetro en lóbulo inferior derecho. 
Ecografía hepática: quiste de 8 cm de diámetro en el segmento 10. ¿Qué procedimiento es prioritaria?",Quistectomía pulmonar,Quistectomía hepática,Lobectomía pulmonar,Resección pulmonar,A
"Varón de 5 años, presenta fatiga al esfuerzo e infecciones respiratorias a repetición. Examen: soplo sistodiastólico en 
maquinaria en el 2° EICI. ¿Cuál es su principal sospecha diagnóstica?",Comunicación interauricular,Tetralogía de Fallot,Conducto arterioso permeable,Coartación de aorta,C
"Mujer 38 años con masa en región anterolateral hemitórax derecho no dolorosa al tacto. RX: masa de 3x3 cm de bordes 
bien definidos localizado en cara lateral 4ta costilla. ¿Cuál es el diagnóstico más probable?",Osteosarcoma,Osteocondroma,Quiste óseo aneurismático,Granuloma eosinófilo,B
"Mujer de 65 años, obesa, con antecedente de cirugía cardiotorácica con esternotomía; se presenta por fiebre y dolor 
torácico. TC tórax: aumento de la densidad de la grasa mediastinal con líquido y burbujas aéreas, adenomegalias, 
derrame pleural y pericárdico. ¿Cuál es el diagnóstico más probable?",Mediastinitis aguda,Absceso mediastinal,Neumomediastino,Hemomediastino,A
"Varón de 55 años, ingresa por presentar disnea al esfuerzo y sibilancias. TC tórax:  engrosamiento circunferencial tercio 
distal tráquea que causa una obstrucción del 50% de su luz. ¿Cuál es su principal sospecha diagnóstica?",Estenosis benigna,Neoplasia maligna,Hamartoma,Hemangioma,B
¿Cuál es una complicación del empiema?,Neumotórax,Empiema de necesidad,Quilotórax,Hemotórax,B
"Varón de 25 años que sufre herida por arma blanca en región supraclavicular derecha. Ingresa hipotenso, taquicárdico y 
con sangrado activo rojo rutilante. Se sospecha lesión distal de la arteria subclavia. El abordaje se realiza a través de:",Incisión supraclavicular,Toracotomía anterolateral,Toracotomía posterolateral,Esternotomía media,A
