questions,option_A,option_B,option_C,option_D,correct_answer
"Lactante de 4 meses cuya madre solicita transferencia al cardiólogo porque el padre tiene cardiopatía congénita. Examen: 
FC 100 X', FR 28 X', peso 5 kg, talla 54 cm. MV presente en AHT; CV: ruidos cardiacos de buena intensidad en 
mesocardio, R2 desdoblado y fijo durante todas las fases de la respiración, se escucha mejor en el borde esternal superior. 
¿Cuál es el diagnóstico más probable?",Comunicación interventricular,Coartación de aorta,Comunicación interauricular,Ductus arterioso,C
"Lactante de 4 meses de edad; nacida a término con peso adecuado. ¿Hasta qué edad en meses deberá recibir 2 
mg/Kg/día de sulfato ferroso?",5,6,11,12,B
"Niña de 10 años, es traída por madre quien refiere que desde hace 2 meses tiene alteración de la alimentación ""no quiere 
comer y observa mucho la cantidad de calorías"", además dice que ""esta gorda"". Al momento de la evaluación le dice al 
médico que debe tener cuidado con el número de calorías que contiene la botella de agua. Examen: IMC 16; adelgazada, 
pálida. ¿Cuál es el diagnóstico más probable?",Bulimia nerviosa,Trastorno por evitación,Anorexia nerviosa,Depresión severa,C
"Neonato traído a emergencia, por lactancia entrecortada con succión débil progresiva y respiración rápida. Examen: FC 
158 X', FR 70 X', SatO2 90%; peso: 3,200 g; se palpa hígado a 3 cm DRCD, se ausculta soplo sistólico en mesocardio. 
¿En qué diagnóstico sospecha?",Neumonía comunitaria,Insuficiencia cardiaca,Taquipnea transitoria,Sepsis neonatal,B
"Niño de 10 años, desde hace 7 días presenta tos seca irritativa, cefalea, se agrega fiebre y taquipnea. Examen: FR 50 X', 
FC 85 X', T° 38.8 °C; tórax: MV pasa disminuido en HTI, algunos sibilantes en AHT, crépitos en HTI y tirajes intercostales. 
¿Cuál es el diagnóstico?",Crisis asmática,Atelectasia,Neumonía atípica,Bronquitis aguda,C
"Niño de 10 años en programa de hemodiálisis por ERC, presenta súbitamente dolor intenso a nivel torácico, se confirma 
embolia pulmonar. ¿Cuál es el tratamiento inicial?",Warfarina,Enoxaparina,Heparina no fraccionada,Vitamina K,C
"Niño de 4 años, traído al centro de salud por presentar fiebre, secreción nasal y tos seca. Examen: T° 38 °C, FC 90 X', 
FR 24 X'; se evidencia secreción nasal transparente, faringe congestiva, tos seca disfónica; resto sin alteraciones. ¿Cuál 
es el diagnóstico más probable?",Faringoamigdalitis aguda,Traqueitis aguda,Traqueobronquitis aguda,Laringitis aguda,D
"Niño de un año, traído por presentar fiebre, irritabilidad y lesión de piel en brazo derecho. Examen: T° 38 °C, FC 100 X', 
FR 24X'; Piel: lesión eritematosa, edematosa, caliente y dolorosa de aproximadamente 5 cm, de bordes mal definidos y 
que al presionar aparece fovea, localizada en brazo derecho; adenopatía axilar derecha. Resto sin anormalidades. ¿Cuál 
es el diagnóstico más probable?",Impétigo no ampolloso,Celulitis,Síndrome de Skeeter,Ectima,B
"Niño de 10 años, con diagnóstico de asma bronquial alérgica desde hace varios años, con tratamiento controlador. En 
los últimos 8 meses ha presentado 3 episodios de exacerbación, por lo cual, en las últimas 8 semanas ha recibido GCI a 
dosis alta + LAB",Antileucotrieno,Teofilina de acción prolongada,Corticoide sistémico,Omalizumab,D
"Adolescente de 14 años, procedente de AAHH, desde hace un mes dolor abdominal que no calma con la ingesta de 
alimentos, pérdida de peso y náusea, se agrega vómitos desde ayer. Funciones biológicas: apetito disminuido; heces 
normales. Examen: palidez; abdomen: distendido, RHA ++, doloroso. ¿Cuál es el diagnóstico más probable?",Gastritis por H. pylori,Enfermedad de Crohn,Úlcera péptica,Reflujo gastroesofágico,A
"Lactante de 4 meses con estridor inspiratorio de tono bajo, que se intensifica al llanto, agitación o alimentación. ¿Cuál es 
el diagnóstico más probable?",Laringomalacia,asma del lactante,Ingesta de cuerpo extraño,Bronquiolitis,A
"En un neonato con ductus arterioso permeable, con manejo de soporte general. En cita de control se evidencia que no 
hubo cierre del ducto y se decide administrar tratamiento con ibuprofeno. Se debe considerar que es efectivo si se 
administra antes de los ...... días de vida.",7,30,21,3,C
"Adolescente de 15 años, que súbitamente presenta cefalea intensa y náusea; al levantarse siente mareos y lateralización 
del cuerpo; al pedir ayuda para desplazarse no es entendida y presenta vómitos explosivos. Niega contusiones o caídas. 
¿Cuál es el examen de elección a solicitar?",Angiografía por RM,Angiografía por TC,RM encefálica,TC craneal,D
"Según el índice Predictivo de Asma, para plantear el diagnóstico probable de asma, tiene que ocurrir 3 o más episodios 
de sibilancias en el último año, más...",dos criterios mayores.,un criterio mayor y un criterio menor.,tres criterios menores.,un criterio mayor.,D
"Se notifica presencia de casos de VIH en los alumnos de una escuela de secundaria, el establecimiento de salud del 
ámbito considerará un programa de comunicación educativa en salud. ¿Cuál de las áreas o líneas de acción prioritarias 
de la carta de Ottawa se implementará?",Elaboración de una política pública sana,Reforzamiento de la acción comunitaria,Desarrollo de las aptitudes personales,Creación de ambientes favorables,C
"Escolar de 6 años con TE 10 días, fiebre intermitente, dolor a nivel de espalda que mejora al mantenerse rígido. Examen: 
contractura de músculos paravertebrales, dolor exquisito a la presión de apófisis espinosas lumbares. Laboratorio: 
reactantes de fase aguda elevados. Rx de columna: pérdida de lordosis lumbar. ¿Cuál es la indicación inmediata?",Antibióticos antiestafilocócicos empíricos,Terapia física,Biopsia con aguja del espacio discal guiada por TC,Resonancia magnética,A
"Niña de 12 meses que estando hospitalizada por cuadro febril, presenta súbitamente edema de labios, eritema y estridor 
post administración de metamizol EV. Respecto al tratamiento. ¿Cuál es el medicamento de primera línea?",Clorfenamina,Prednisolona,Cetirizina,Adrenalina,D
"¿Si la sospecha diagnóstica es Atresia de Duodeno, que signo se encuentra en una radiografía simple de abdomen?",Triple burbuja,Neumatosis intestinal,Distensión gástrica,Doble burbuja,D
"En un niño de 4 años de edad, cuya madre está en tratamiento TB esquema sensible menor a un mes. ¿Cómo se 
considera el  PPD de 7 mm?",Negativo,Positivo,Limítrofe,Confuso,B
"Niño de 7 años, hace 3 días con dolor de garganta y de cuello, fiebre, niega tos. Examen: T° 38.6 °C; boca: faringe 
eritematosa, hipertrofía de amígdalas con secreción blanquecina, petequias en paladar; adenopatías cervicales 
dolorosas. ¿Cuál es el diagnóstico más probable?",Rinofaringitis aguda,Amigdalitis purulenta,Faringitis estreptocócica,Herpangina,C
"La deficiencia de la vitamina ...... puede condicionar una hemorragia con repercusión clínica; afecta de forma característica 
a los lactantes que sufren una deficiencia transitoria en relación con una ingesta inadecuada.",E,niacina,biotina,K,D
"Pre-escolar de 4 años es referido de centro de salud por “caída desde el camarote” y pérdida de conocimiento, según 
madre “encontró a niña en el piso boca arriba e inconciente”. Examen: con apoyo ventilatorio invasivo, pupilas puntiformes 
poco reactivas; glasgow 7, no signos de focalización; múltiples equimosis y hematomas en distinto estadío de evolución 
en tronco, brazos y pelvis; GU: eritema perianal. ¿Cuál es la sospecha más probable?",TEC grave,Maltrato infantil,Estado post ictal,Intoxicación por órganofosforados,B
¿En qué caso NO está indicada la circuncisión?,Hipospadia,Fimosis,Prepucio redundante,Reflujo vesicoureteral,A
"En la evaluación del desarrollo del lenguaje, si un niño es capaz de construir frases de dos palabras. ¿A qué edad 
cronológica en meses corresponde?",18,12,15,24,D
¿Cuál es el germen causal más frecuente de la osteomielitis?,Staphylococcus aureus,Estreptococos del grupo A,Streptococcus pneumoniae,Kingella kingae,A
"Recién nacido de 14 días, presenta temperatura inestable, intolerancia a la alimentación y heces sanguinolentas. 
Antecedente: al nacer pesó 1500 g. Examen: T° 36 °C, FC 140 X', FR 30 X'; TyP: normal; CV: taquicardia sinusal; 
abdomen: distensión abdominal; neurológico: letargia leve. Rx abdomen: neumatosis intestinal. ¿Cuál es el diagnóstico 
probable?",Enterocolitis necrotizante,Sepsis neonatal,Vólvulo intestinal,Obstrucción gastro intestinal,A
"Niño de 10 años, con rinitis alérgica, es traído por presentar hace 12 días congestión nasal, fiebre y dolor facial; hasta la 
fecha ha presentado cuatro cuadros similares. Examen: secreción purulenta en cavidad nasal. ¿Cuál es el tratamiento de 
primera línea?",Amoxicilina/clavulanato,Claritromicina,Fluticasona intranasal,Loratadina,A
"Lactante de 12 meses, traído a emergencia por presentar desde hace 4 días rinorrea, tos exigente y fiebre. Examen: FC 
120 X', FR 46 X', SatO2 90%; Tórax: sibilantes en AHT, tirajes intercostales. ¿Cuál es el agente etiológico más frecuente?",Rinovirus,Parainfluenza,Virus sincitial respiratorio,Adenovirus,C
"Niño de 8 años, traído por presentar orina de color rojizo e hinchazón de párpados. Antecedente: hace 10 días tuvo un 
cuadro respiratorio faríngeo con fiebre. Examen: T° 36.8 °C, FC 80 X', FR 20 X', PA 150/90 mmHg; edema palpebral y 
en miembros inferiores; resto sin anormalidades. En la prueba de laboratorio se encuentra nivel bajo de C3. ¿Cuál es el 
diagnóstico?",Lupus eritematoso sistémico,Glomerulonefritis membrano proliferativa,Síndrome nefrítico agudo,Endocarditis aguda,C
"Niño de 7 años, hace 5 días sufre traumatismo dorso lumbar, seguido de dolor abdominal progresivo y 2 días después 
alza térmica. Examen: FC 90 X', FR 22 X', SatO2 99%, T° 39 °C; posición antálgica en decúbito dorsal, con miembro 
inferior izquierdo flexionado y en rotación interna. Laboratorio: leucocitosis con desviación izquierda, PCR: 40 mg/dl, 
sedimento de orina normal, hemocultivos negativos hasta el momento. RX de huesos largos normal. ¿Cuál es el examen 
diagnóstico de elección?",Ecografía abdominal,Tomografía abdominal contrastada,Radiografía de abdomen,FAST,B
"Adolescente que desde hace un año recibe tratamiento con fluoxetina y amitriptilina por cuadro ansioso depresivo. No 
otro antecedente. Presenta cuadro de agitación y verborrea. Examen: FC 120 X', FR 25 X', PA 130/100 mmHg. ¿A qué 
corresponde este cuadro?",Posible consumo de cocaína,Delirium tremens,Evento adverso serotoninérgico,Suspensión de la medicación,C
"Niño de 5 años, traído al centro de salud, por tener dolor de garganta leve, tos, fiebre, secreción nasal. Examen: T° 38.5 
°C axilar, FC 120 X', FR 30 X'; luce levemente decaído, se evidencia secreción nasal transparente y tos seca; faringe 
congestiva; ganglios cervicales pequeños; resto del examen no contributorio. ¿Cuál es el diagnóstico más probable?",Faringitis aguda viral,Faringitis estreptocócica,Faringitis a germen atípico,Mononucleosis infecciosa,A
"Lactante de 2 meses, desde hace 3 días presenta alza térmica, irritabilidad, pobre succión. Examen: T° 40 °C; llenado 
capilar >3"", FC: 180 X', FR 30 X'; sensorio alternante; extremidades frías; no hallazgos respiratorios. ¿Cuál es el 
diagnóstico más probable?",Neumonía complicada,Pielonefritis,Reacción post vacunal,Shock séptico,D
"Lactante de 6 meses, presenta reactividad cutánea y prurito intenso especialmente por la noche. Examen: T° 36.8 °C, 
FC 80 X', FR 22 X'; piel seca, pápulas eritematosas descamativas que afectan cara, cuero cabelludo y superficies 
extensoras de las extremidades, respetando el área del pañal. Según el diagnóstico. ¿Cuál es el tratamiento de 
primera línea?",Corticoides sistémicos,Corticoides tópicos,Hidratantes tópicos,Inhibidores tópicos de la calcineurina,C
"Niño de 8 años, procedente de Tumbes, es traído por presentar desde hace 3 semanas cefalea, hiporexia, fiebre, se 
agrega náusea y vómitos. Examen: T° 39 °C, FC 90 X', FR 24 X', PA 70/50 mmHg; palidez marcada, llenado capilar 3""; 
abdomen: hepatoesplenomegalia, doloroso a la palpación profunda. Laboratorio: resultado de gota gruesa 
describe trofozoito ameboide. ¿Qué tipo de plasmodium es?",Falciparum,Malariae,Ovale,Vívax,D
"Lactante de un mes de vida, presenta secreción ocular intermitente desde la segunda semana de vida. ¿Cuál es el 
diagnóstico?",Conjuntivitis bacteriana,Conjuntivitis alérgica,Dacrioestenosis,Dacriocistitis,C
¿Cuál es el anticonvulsivante de elección en el neonato?,Fenitoína,Fenobarbital,Diazepam,Topiramato,B
"Madre acude a consulta de CRED con su hijo de 5 meses, informa que abandono suplemento con las gotas de sulfato 
ferroso por estreñimiento y nausea; se verifica menos de 40% de consumo al mes. El valor de hemoglobina es normal. 
¿Qué se indicará?",Alimentos de origen animal,Medición de Hb a los 12 meses de edad,Hierro elemental 60 mg + 400 µg de ácido fólico,Complejo polimaltosado férrico,D
Se requiere aplicar vacuna BCG a recién nacido de madre portadora de VIH. ¿Cuál es el procedimiento a seguir?,Vacunar dentro de las primeras 24 horas,Evaluar recuento linfocitario de CD4 mayor o igual a 400,Solicitar vacunación por vía oral,Vacunar sólo si el niño está en estadío SIDA,B
"Escolar de 12 años con derivación ventrículo peritoneal por hidrocefalia congénita, consulta por cefalea intensa y vómitos 
que no ceden con analgésicos, niega fiebre. ¿Cuál es el primer diagnóstico a considerar?",Crisis de migraña,Disfunción valvular,Meningitis,Hemorragia intracraneal,B
"¿Cuál es el hallazgo frecuente en los recién nacidos prematuros, nacidos antes de las 28 semanas; que puede provocar 
una hipercirculación pulmonar, complicando el manejo de la enfermedad respiratoria (membrana hialina entre otros)?",Foramen oval permeable,Conducto arterioso persistente,Estenosis pulmonar leve,Comunicación interauricular pequeño,B
La muerte súbita del lactante se relaciona con la posición:,Decúbito supino,Decúbito lateral,Trendelenburg,Decúbito prono,D
"Adolescente, presenta vello pubiano en la base del pene que se extiende a región inguinal y se distribuye hacia la línea 
media de los muslos. Respecto a la clasificación de Desarrollo Puberal. ¿A qué grado corresponde?",V,III,IV,II,A
"Niño de 6 años, traído por presentar irritabilidad desde hace 6 horas sin causa aparente. Padres refieren haber encontrado 
abierto el botiquín de la casa. Antecedentes: padre hipertenso y madre diabética. Examen: T° 36.4 °C, FC 40 X', FR 24 
X', PA 50/30 mmHg; niño letárgico. ¿Cuál es el fármaco implicado en la intoxicación?",Sulfonilurea,Metformina,Beta-bloqueador,Meglitinida,C
"Niña de 5 años traída por madre por ""micción involuntaria nocturna"", en ausencia de patología nefro/urológica ó 
neurológica, se plantea el diagnóstico de enuresis. ¿Cuál es el tratamiento inicial?",Oxibutina,Acetato de desmopresina,Motivacional,Imiprimina,C
"Niño de 6 años, presenta hace 7 días cefalea, rinorrea mucopurulenta y tos persistente que se intensifica al correr. 
Antecedente: rinitis alérgica con corticoides intranasales en 3 episodios similares al año. Examen: T° 36.5 °C, FC 85 X´; 
secreción purulenta en rinofaringe posterior; resto no contributorio. ¿Cuál es el examen diagnóstico de elección?",Radiografía,Tomografía,Microbiología,Serología,A
"Niño de 3 años, traído a control; madre refiere que en el último año, ha tenido 3 episodios de sibilancia, el último hace un 
mes. Antecedentes: niño portador de rinitis alérgica y sibilancias que no tienen relación con resfriado. Examen: T° 36.5 
°C, FC 80 X', FR 20 X', BEG; TyP: MV pasa bien en ACP, no ruidos agregados; resto sin anormalidades. ¿Cuál es el 
diagnóstico más probable?",Fibrosis quística,Asma bronquial,Síndrome de hiperreactividad bronquial,Enfermedad intersticial crónica,B
"¿Cuál es la enfermedad autoinmunitaria, inflamatoria y crónica caracterizada por la infiltración celular linfocítica y 
plasmática progresiva de las glándulas exocrinas, especialmente de las salivales y las lacrimales, con posibles 
manifestaciones sistémicas?",Parotiditis juvenil recidivante,Parotiditis infecciosa,Sarcoidosis,Síndrome de Sjögren,D
¿Cuáles son los senos paranasales presentes al nacimiento y que se encuentran neumatizados?,Maxilares,Esfenoidales,Frontales,Etmoidales,D
"Niño de 7 años procedente de Iquitos, consulta por presentar dolor abdominal intermitente, diarrea y síndrome de mala 
absorción. Examen: lesiones cutáneas pruriginosas y migratorias en región perianal, nalgas y parte superior de los 
muslos. ¿Cuál es el tratamiento de elección?",Ivermectina,Mebendazol,Pamoato de pirantel,Albendazole,A
"Niña de 10 años, desde hace 3 meses con dolor articular en forma intermitente, rigidez articular matutina que cede durante 
el día, hace 4 días cansancio, sueño alterado y alza térmica no cuantificada que cede con antipiréticos. Examen: FC 120 
X', FR 30 X', T° 38 °C; aumento de volumen de rodilla derecha con disminución del rango articular; resto de examen 
normal. ¿Cuál es el diagnóstico más probable?",Artritis idiopática juvenil,Lupus eritematoso sistémico,Fiebre reumática aguda,Artritis reactiva,A
"Niña de 6 años, es traída por ingesta accidental de paracetamol, ocurrido hace 4 horas; se concluye sobredosis. ¿Cuál 
es el tratamiento que debe recibir?",Carbón activado,N-acetilcisteína,Naloxona,Glucagón,B
"Pre-escolar de 3 años, desde hace 2 días presenta cojera y dolor a la movilidad de cadera derecha, niega otras molestias. 
Antecedentes: hace 7 días proceso infeccioso respiratorio alto de remisión espontánea. ¿Cuál es su diagnóstico?",Artritis séptica de cadera,Enfermedad de Perthes,Luxación de cadera,Tenosinovitis reactiva de cadera,D
En el síndrome congénito por el virus Zika. ¿Cuál es el sistema más frecuentemente afectado?,Cardiovascular,Nervioso central,Gastrointestinal,Locomotor,B
"Niño de 8 años con 3 semanas de dolor en extremidades inferiores, fiebre intermitente y pérdida de peso. Examen: FC 
100 X', FR 22 X', T° 38 °C, peso 22 Kg, pálido, adelgazado, adenopatías generalizadas. Tórax: MV en AHT; abdomen: 
hepatoesplenomegalia; MMII: no signos de flogosis, dolor a la dígito presión. Laboratorio: leucocitos 40000/µl, neutrófilos 
15%, plaquetas 50000/µl, Hb 7 g/dl. DHL elevada. ¿Cuál es el diagnóstico probable?",Leucemia,Aplasia medular,Linfoma,Trombocitopenia autoinmune,A
"¿Cuál es el agente causal de infecciones respiratorias altas y bajas, faringitis, gastroenteritis y característicamente cistitis 
hemorrágica?",Rinovirus,Metapneumovirus,Virus respiratorio sincitial,Adenovirus,D
¿Cuál es la presentación clínica más frecuente de la candidiasis en niños infectados de VIH?,Candidiasis atrófica,Candidiasis hiperplásica crónica,Muguet oral,Queilitis angular,C
"Según la guía de Vigilancia del Neurodesarrollo del niño, en relación al área cognitiva. ¿A qué edad en meses logra 
obedecer dos órdenes seguidas u órdenes de dos pasos?",24,21,30,18,C
