questions,option_A,option_B,option_C,option_D,correct_answer
"La técnica realizada en las intervenciones quirúrgicas para abordaje de lesiones intraparenquimales en el encéfalo que 
consiste en colocar puntos de sutura sobre la duramadre anclándola al hueso suprayacente en los bordes de la 
craneotomía se denomina “tenting dural”. ¿Cuál es el objetivo de la técnica?",Retraer la duramadre para facilitar la duroplastía heteróloga,Dirigir el corte de manera perpendicular al hueso,Utilizar un tipo de sutura absorbible,Reducir el riesgo de colección de sangre en espacio epidural,D
¿Cuál es el cáncer primario más frecuente del encéfalo?,Meduloblastoma,Glioblastoma multiforme,Meningioma maligno,Linfoma metastásico,B
"Mujer de 44 años, de raza negra, ingresó a emergencia con PA 160/100 mmHg, FC 55 por minuto. TC (sin contraste): 
imagen hiperdensa en ganglios basales izquierdos, rodeada de un halo hipodenso bien definido. ¿Cuál es el diagnóstico 
más probable?",Absceso Cerebral en Ganglios Basales,Tumor Cerebral Izquierdo,Hematoma Intraparenquimal,Infarto de ramas de ACM izquierda,C
¿Cuál es la definición de hidrocefalia?,Disminución del parénquima cerebral,Aumento del perímetro cefálico al nacer,Aumento de LCR y dilatación de los ventrículos cerebrales,Dilatación de cisternas basales,C
¿Cuál anestésico aumenta el flujo sanguíneo cerebral y el índice metabólico cerebral?,Tiopental,Propofol,Ketamina,Etomidato,C
"La contusión hemorrágica produce una ...... con reabsorción y necrosis, de tal manera que la médula va recuperando un 
calibre normal.",mielodisplasia,mielomalacia,protrusión discal,extrusión discal,B
"En el manejo de la lesión de la médula espinal, se debe evitar administrar ......, ya que empeora el edema medular.",manitol,dextrosa al 5%,solución hipertónica,corticoides,B
"El flujo sanguíneo cerebral normal de la sustancia gris y blanca es en promedio de 50 ml/100 g/min. Con la mayoría de 
las técnicas anestésicas, el EEG empieza a alterarse cuando el FSC disminuye a:",20 ml/100 g/min,40 ml/10 g/min,25 ml/100 g/min,30 ml/100 g/min,A
"Una de las causas de hipertensión endocraneana (HTEC) es el edema cerebral. ¿Cuál es el edema que consiste en el 
pasaje del LCR hacia el espacio extracelular?",Vasogénico,Intersticial,Citotóxico,Vasogénico,B
"Varón de 50 años, en sus neuroimágenes se encuentra hemorragia subaracnoidea y una malformación vascular de 
localización distal al polígono de Willis; además, tiene una endocarditis bacteriana subaguda. ¿Cuál es el diagnóstico más 
probable?",Aneurisma infeccioso,Enfermedad de moyamoya,Telangiectasia capilar,Fístula arteriovenosa,A
En las intervenciones quirúrgicas cerebrales. ¿Cuál es la ubicación del giro precentral?,Exactamente debajo a la sutura coronal,A 4.5cm posterior al bregma (línea media),A 2.5cm anterior al estefanion,Entre el nasion y el inion,B
"Varón de 44 años, ingresa por convulsión parcial. Glasgow 14. RM: masa neoplásica frontal convexa de apariencia 
benigna que parece depender de la hoz cerebral (tumor meníngeo). En la craneotomía resectiva, la duramadre ...",debe abrirse muy cerca al hueso (a no más de 1mm).,se incide primero con un lápiz monopolar.,se incide sobre la masa neoplásica al verse notoria.,se abre en forma de “C” manteniendo pedículo hacia el seno.,D
Las fracturas de la columna vertebral a nivel dorsal alto comprometen menos su estabilidad debido a ...,el diámetro medular.,el diámetro del canal óseo.,la caja torácica.,la morfología vertebral,C
¿Cuál es la malformación arteriográficamente oculta?,Malformación arteriovenosa,Aneurisma de la circulación anterior,Fístula arteriovenosa gigante,Angioma cavernoso,D
¿Cuál es el fármaco indicado para reducir o limitar el edema asociado a tumores cerebrales?,Manitol,Solución salina hipertónica,Esteroides,Anticonvulsivos,C
En relación a los procedimientos neuroquirúrgicos cerebrales. ¿Qué tumores son los más frecuentes?,De tronco encefálico,De cerebelo,De fosa posterior,Supratentoriales,D
¿Qué fármaco anestésico tiene efecto vasoconstrictor cerebral?,Sevoflurano,Desflurano,Ketamina,Propofol,D
En los adenomas de hipófisis. ¿Cuál se diagnostica precozmente?,Microadenoma no funcionante,Macroadenoma no funcionante,Adenoma funcionante,Adenoma con compromiso de vía óptica,C
¿Cuáles son las características de la malformación arteriovenosa?,"La sangre arterial desemboca directamente a las venas de drenaje, sin lecho capilar","La sangre arterial desemboca directamente a las venas de drenaje, con lecho capilar",La sangre venosa llega directamente al lecho capilar,La sangre arterial llega directamente al lecho capilar,A
"¿Cuál es la dosis de dexametasona en TEC, para un adulto de 70 Kg de peso?",8 mg EV cada 8 h,8 mg EV y seguir con 4 mg cada 4 h,4 mg cada 6 h,No tiene indicación,D
En la hemorragia intraparenquimal (HIP) cerebral asociada a tratamiento anticoagulante. ¿Cuál es la conducta a seguir?,"Revertir urgentemente la anticoagulación, independientemente del tamaño de HIP",Revertir anticoagulación hasta que se absorba la HIP por un mínimo de 6 días,Colocar monitor de presión intracraneal,Transfundir plaquetas y factor VI de la coagulación,A
¿Cuál es el tratamiento de los episodios de embolia gaseosa aguda en el intraoperatorio cerebral?,Manitol,Administración de fluidos,Masaje carotídeo,Aspirarlo a través de un catéter de arteria pulmonar,D
"En hipertensión endocraneal (HTEC), la hernia del uncus temporal, comprime al ...... nervio craneal.",VI,IV,III,II,C
"Varón de 50 años, con síndrome de Hipertensión Endocraneana. TC (sin contraste): imagen hipodensa en región parietal 
izquierda bien definida, presenta una extensión cortical que determina una configuración “en dedos de guante”. ¿Cuál es 
el tipo de edema más probable?",Citotóxico relacionado a un Hematoma Intraparenquimal,Vasogénico relacionado a un Tumor de Cerebro,Citotóxico relacionado a un Infarto extenso de ACM izquierda,Intersticial relacionado a una Hidrocefalia Parietal Izquierda,B
"Cuando adoptamos la estrategia de producir Hiperventilación para reducir la PIC, se reduce PaCO2, lo que produce...",vasodilatación.,acidosis respiratoria.,vasoconstricción.,hipercapnea.,C
"Mujer de 33 años con cefalea moderada, rigidez nucal marcada, parálisis de III par craneal. TC: Hemorragia 
Subaracnoidea cuyo mayor grosor es de 3 mm, sin invasión ventricular. Se cataloga como Fisher ...... y Hunt and Hess...",3 / 3.,3 / 2.,2 / 3.,2 / 2.,B
"B. 3 / 2. 
C. 2 / 3. 
D. 2 / 2. 
 
37. En fracturas de la columna vertebral por osteoporosis, ¿Cuáles son las MENOS frecuentes?",Dorsal,Cervical,Lumbar baja,Dorsolumbar,C
¿Cuál es el estudio radiológico más adecuado para valorar la existencia de fibrosis postquirúrgica en columna vertebral?,Resonancia magnética sin contraste,Tomografía con contraste,Resonancia magnética con contraste,Mielografía,C
¿Cuál es la manifestación clásica del prolactinoma en mujeres?,Bochornos y diaforesis,Polimenorrea,"Cefalea, convulsiones y sialorrea","Amenorrea, galactorrea e infertilidad",D
"Mujer joven con cefalea recurrente y mareos. RM: amígdalas cerebelosas que descienden hasta fuera del agujero magno, 
hacia el interior del canal vertebral. ¿Cuál es el diagnóstico más probable?",Malformación de Arnold-Chiari (tipo II),Malformación de Chiari de tipo I,Malformación de Dandy-Walker,Síndrome de Joubert,B
"RM: lesión focal quística en cerebelo; T1: señal hipointensa a intermedia; T2: hiperintensa. Realce intenso con contraste. 
¿Cuál es el diagnóstico más probable?",Xantoastrocitoma pleomorfo,Astrocitoma anaplásico,Astrocitoma bien diferenciado,Astrocitoma pilocítico juvenil,D
¿Cuál es la sintomatología predominante de la estenosis raquídea lumbar?,Claudicación neurológica intermitente,Monoparesia hipoestésica bilateral,Hiperreflexia en miembros inferiores,Lumbalgia con ciática unilateral,A
"Los pacientes con diagnóstico de HSA espontánea y compromiso neurológico severo, deben ser ingresados 
prontamente a UCI. Únicamente debe cambiar esto en el fluxograma del proceso de atención, en caso de...",hematoma intraparenquimal con HTEC e indicación quirúrgica definida por neurocirujano.,"requerir manejo médico (no quirúrgico), hasta el momento.",no haber sido operado por neurocirugía todavía.,no tener la confirmación etiológica aneurismal.,A
Paciente que desarrolla un síndrome de secreción inadecuada de hormona antidiurética tras HS,Coloides,Furosemida,Restricción de líquidos,Dexametasona,C
"¿Cuál es el método de monitorización neurológica que determina predominantemente la saturación venosa local de 
oxígeno?",Electroencefalograma,Ecografía doppler transcraneal,Saturación venosa de oxígeno en el bulbo yugular,Oximetría cerebral,D
¿Cuál es la puntuación de Glasgow en la que se debe indicar intubación en el paciente con TEC?,9,10,11,8,D
¿Cuál es la condición protectora de daño por isquemia cerebral intraoperatoria?,Anestesicos inhalados,Hipertermia,Hipotermia leve mantenida,Relajantes musculares,C
¿Qué fármaco anestésico no produce un patrón electroencefalográfico de patrón regular?,Ketamina,Propofol,Benzodiacepinas,Barbitúricos,A
"Varón de 43 años, ingresa a emergencia presentando convulsiones, la familia refiere que ya viene convulsionando en 
varias ocasiones durante los meses anteriores. TC compatible con tumor intraxial en lóbulo frontal con calcificaciones en 
su interior. ¿Cuál es el probable diagnóstico?",Meningioma,Ganglioglioma,Meduloblastoma,Oligodendroglioma,D
"Mujer de 22 años con cefalea persistente, fue estudiada con neuroimágenes y se encontró una lesión cerebral de 7 cm 
de diámetro mayor, que abarca desde el III ventrículo hasta casi todo el lóbulo occipital. ¿Cuál es el diagnóstico más 
probable?",Malformación Arterio Venosa (Spetzler-Martin 6),Malformación Arterio Venosa (Spetzler-Martin 3),Oligodendroglioma III° o IV°,Malformación Arterio Venosa (Spetzler-Martin 5),D
"Varón de 63 años con trastorno del movimiento caracterizado principalmente por temblores, aunque también presenta 
rigidez y acinesia. Fue medicado con L-dopa hace 3 años, pero ha venido dejando de controlar sus síntomas, incluso 
luego de varios ajustes de dosis farmacológica. El paciente prioriza disminuir sus temblores. ¿Cuál es el tratamiento 
quirúrgico más adecuado?",Estimulación por radiofrecuencia en el pálido y tálamo,Estimulación cerebral profunda del núcleo intermedio ventral de tálamo,Ablación estereotáxica del locus niger y subtalámico,Ablación de gánglios basales,B
"¿Cuál es la manifestación clínica más frecuente en casos de hemorragia subaracnoidea por ruptura de aneurisma 
cerebral?","Convulsiones, vómitos y pérdida de vigilia",Paraplejia y parestesia,Aparición repentina de cefalea intensa,Delirium y alucinaciones,C
"Prematuro de 30 semanas, antecedente de hipoxia e hipotensión. Ecografía transfontanelar: hemorragia intraventricular 
y dilatación del ventrículo lateral en más de 10 mm a nivel del surco caudotalámico. ¿Cuál es el grado de hemorragia 
según la clasificación de Papile?",I,II,IV,III,D
¿Cuál influye en la disminución del flujo sanguíneo cerebral y en el índice metabólico cerebral?,Beta agonista,Alfa 2 agonista,Noradrenalina,Adrenalina,B
"En hipertensión endocraneana (HTEC) es determinante conocer que los volúmenes de sangre, de líquido céfalo-raquídeo 
y de parénquima encefálico son relativamente constantes en su totalidad dentro del cráneo, así lo establece la doctrina 
de:",Monro-Kellie,Kluver-Bucy,Frank-Starling,Monroe,A
"Si en quirófano, durante una craneotomía, se evidencia que persiste y aumenta la hipertensión endocraneal, protruyendo 
el parénquima cerebral; puede recurrirse a indicar al anestesiólogo:",Inducirle una maniobra de Valsalva,Administrarle corticosteroide,Transfusión sanguínea,Aumentar la frecuencia respiratoria para hiperventilar,D
"En el diagnóstico de HSA, los falsos negativos en la prueba de tomografía, ocurren en un (......), debido a: sangre en 
cisterna prepontina, edema cerebral global, sangre aislada en el espacio intraventricular y sangre en fase subaguda.",10-15%,20-30%,<5%,>30%,A
¿En qué arteria nace la arteria cerebelosa posteroinferior?,Vertebral,Basilar,Cerebelosa,Carótida interna,A
"Varón fumador de 56 años; KPS 100. Hace 3 semanas presenta cefalea, náusea y vómitos ocasionales e inestabilidad 
de la marcha. Examen: dismetría de miembros izquierdos. TC: LOE intraxial hemicerebelosa izquierda única, de 4 cm de 
diámetro, gran edema vasogénico con colapso del IV ventrículo e hidrocefalia tricameral. Estudio de extensión: masa 
pulmonar en lóbulo superior derecho. ¿Cuál es la conducta inicial más adecuada?","Craneotomía suboccipital, resección de lesión cerebelosa y drenaje ventricular",Radioterapia holocraneal,Esperar resultados de biopsia de lesión pulmonar para seleccionar un esquema de quimioterapia,Biopsia de la lesión cerebelosa estereotáxica y quimioterapia en función de resultados,A
"¿Cuál es el signo que se presenta en la parálisis del tercer par craneal por aneurisma de la comunicante posterior y no 
se presenta en la parálisis por diabetes?",Ptosis,Hipotropia,Midriasis,Exotropia,C
¿Cuándo está indicado el abordaje supraorbitario?,Clipaje aneurismal del top de la arteria basilar,Meningioma de la fosa craneal media,Hematoma cortico-subcortical fronto-basal asentado en fosa craneal anterior,Microadenoma hipofisiario,C
¿Cuál es la causa más frecuente de absceso cerebral?,Septicemia,Infección de senos paranasales,Post-trauma,Post-cirugía,B
Niño menor de 2 años con TEC. ¿Cuáles son los hallazgos tomográficos más frecuentes en maltrato infantil?,Hematoma Epidural,Hemorragia subaracnoidea en cisternas basales,Hemorragia subdural y subaracnoidea interhemisfericas,Hematoma intraventricular,C
"En pacientes con SIDA, la incidencia de linfoma primario del SNC ha aumentado hasta...",2-6%,8-10%,10-12%,20-30%,A
"La hidrocefalia obstructiva requiere derivación ventricular urgente, cuando hay peligro de...",atrofia cerebral.,hiponatremia.,pérdida de conciencia.,enclavamiento.,D
¿Cuál es la dosis de Manitol (por Kg de peso) en el trauma craneoencefálico?,0.25 a 1 mg cada 4 a 6 h,5 g cada 6 h,0.25 a 1 g cada 4 a 6 h,150 mg cada 8 h,C
¿Cuál es la triada clínica de la hidrocefalia normotensiva?,"Demencia, incontinencia urinaria y ataxia de tronco","Deterioro cognitivo, cefalea y apraxia de la marcha","Demencia, diplopía y apraxia de la marcha","Deterioro cognitivo, incontinencia urinaria y apraxia de la marcha",D
En relación con la neuropatía por compresión. La neuropatía cubital generalmente es en ...,el túnel del carpo.,el canal del manguito rotador.,el canal epitrócleo-olecraneano del codo.,el canal bicipital.,C
¿Qué aneurisma puede comprimir el III par craneal?,Comunicante anterior,Comunicante posterior,Basilar,Vertebral,B
¿Cuál es la prueba de elección inicial en el diagnóstico de una posible HSA?,Punción lumbar,Angiotomografía craneal,Panangiografía digital de encéfalo 3D,Tomografía craneal sin contraste,D
"En el manejo de la hemorragia intraparenquimatosa (HIP) por hipertensión arterial (HTA). Se considera seguro disminuir 
la PA sistólica hasta...",100 mmHg en las primeras 24 h.,140 mmHg en las primeras 24 h.,140 mmHg después de las 24 h.,100 mmHg después de las 24 h.,B
"¿Qué tipo de hematoma, en la TC de cráneo, presenta imagen oval, hiperdensa, de aspecto biconvexo asociado a fractura 
en el lugar de la hemorragia, cruza las inserciones de la duramadre y no cruza las suturas del cráneo?",Intraventricular,Epidural,Subdural,Subaracnoideo,B
"¿Cuál es el nervio craneal sensitivo que conduce información desde el oído interno, relacionada con el sonido y el 
equilibrio?",VII,VIII,VI,IV,B
"En el cerebro, una lesión intra-axial se origina en la región...",ventricular.,subdural.,epidural.,parenquimal.,D
"¿Qué proporción de muertes que se producen al año por traumatismos, están causadas por lesiones craneoencefálicas?",50%,90%,20%,10%,A
¿Cuál es un indicador clínico de aumento de la presión intracraneana?,Temblor distal,Fotofobia,Papiledema,Vértigo,C
"Varón de 22 años entró a emergencia por TEC. Glasgow 15, tenía pupilas isocóricas, luego de 30 minutos se vuelve a 
examinar y se halla anisocoria derecha, esto pudiera ser consecuencia de:",Desviación del III par craneal por hernia uncal izquierda,Compresión del VI par craneal del lado derecho,Compresión del III par craneal por herniación uncal derecha,Dilatación ventricular izquierda,C
"Mujer de 77 años, con cefalea, agitación, confusión, pérdida de consciencia. Antecedente de HTA controlada Examen: 
signos de meningismo, fondo de ojo con edema de papila y hemorragia subhialoidea, ¿Cuál es el diagnóstico más 
probable?",Hemorragia subaracnoidea,Hemorragia intraparenquimal,Meningoencefalitis infecciosa,Hemorragia subdural espontánea,A
"En espondilolistesis, un desplazamiento del 100% se clasifica como grado:",3,4,2,1,B
"¿Cuál es el campo de la Neurocirugía que se encarga fundamentalmente del tratamiento del dolor, trastornos del 
movimiento, epilepsia y algunos trastornos psiquiátricos, cuando son resistentes a los tratamientos convencionales?",Neurointervencionismo radiológico,Radiocirugía cerebral,Neuronavegación,Neurocirugía funcional estereotáxica,D
¿Cuál es el tratamiento que permite controlar el volumen del compartimiento de LCR?,Manitol,Furosemida,TIVA,Drenaje,D
¿Cuál es la clínica más habitual de los meningiomas de surco olfatorio?,Psiquiátrica y del comportamiento,Neuropatía de pares bajos,Hemiparesia,Hidrocefalia,A
"Varón de 70 años con antecedente de hipertensión arterial. TC sin contraste: imagen oval hiperdensa intraparenquimal 
con fino halo hipodenso localizada en el putamen y el córtex insular. ¿Qué tipo de hemorragia es la más probable?",Intracerebral,Ventricular,Subdural,Epidural,A
¿Cuál es una característica del meningioma intracraneal?,No presenta calcificaciones en su interior,Siempre tiene una zona de contacto con la duramadre,Suele ser infratentorial,Nace en la piamadre,B
¿Cuáles son los hallazgos clínicos de la mielopatía cervical?,Hipotonía e hiporreflexia,Espasticidad y Brudzinski,"Clonus, Hoffman y Brudzinski","Espasticidad, hiperreflexia y Babinski",D
"Varón 30 años vive en el campo y trabaja con ganado vacuno, cocina a leña. Acude por cefalea y vómitos. TC (sin 
contraste):  aumento de volumen de las cavidades ventriculares asociado a la presencia de imágenes hipodensas de 
localización periventricular. ¿Cuál es el diagnóstico más probable?",Hidrocéfalo por tumor cerebral,Hidrocefalia hipertensiva por neurocisticercosis,Edema citotóxico por neurocisticercosis.,Infarto cerebral por neurocisticercosis,B
¿Cuál es la indicación quirúrgica de tercerventriculostomía endoscópica?,Hidrocefalia por hematoma en fosa posterior,Hidrocefalia secundaria a meningitis,Hidrocefalia posterior a HSA,Seudotumor cerebral,A
"Paciente de 40 años con cefalea. RM de encéfalo: T1 con contraste: vena transcortical con refuerzo que drena un grupo 
de pequeñas venas medulares (cabeza de medusa); T2: vena de drenaje con vacío de señal. ¿Cuál es el diagnóstico 
más probable?",Malformación arteriovenosa,Hemangioma cavernoso,Enfermedad de moyamoya,Angioma venoso,D
¿Cuál es la causa más frecuente de hemorragia intraparenquimal espontánea?,Anomalía vascular,Aneurisma cerebral,Hipertensión arterial,Malformación arteriovenosa,C
¿Cuál de las hernias encefálicas pueden ser unilaterales o bilaterales?,Subfacial o del cíngulo,Transtentorial ascedente,Transtentorial descendente,Transforamidal o amigdalas cerebelosas,C
¿Cuál es el adenoma de hipófisis más frecuente?,Adenoma secretor de TSH,Prolactinoma,Adenoma secretor de hormona de crecimiento,Adenoma no secretor,B
"¿Qué patología afecta por compresión a los nervios craneales y raquídeos, adoptando un patrón diseminado en múltiples 
niveles no contiguos?",Hernias de núcleo pulposo,Espondilolistesis de III grado,Carcinomatosis meníngea,Neurotmesis con denervación,C
"Al considerar sospecha de neuropatía por compresión dentro de los compartimientos del cráneo. ¿Cuál es el par craneal 
que emerge de la cara posterior de tronco encefálico?",III,VI,IV,X,C
"Varón de 88 años, ingresó a unidad de Shock-Trauma por deterioro de consciencia severo, con TC que revela HIP en 
fosa posterior, de 50 mL de volumen y que ha invadido el sistema ventricular. Glasgow 4. ¿Cuál es el pronóstico de 
mortalidad a los 30 días?",100%,90%,80%,70%,A
"Niño de 3 años con cefalea, vómitos y disminución progresiva del Glasgow, tiene en sus neuroimágenes tumor en fosa 
posterior e hidrocefalia con refuerzo hipodenso periventricular subependimario. ¿Cuál es la conducta a seguir?",Administrar manitol,Punción lumbar evacuatoria,Derivación ventricular urgente,Administrar corticoides,C
¿Cuál es la prueba más sensible para diagnóstico de lesiones del tronco encefálico y axónicas?,Tomografía,Resonancia,Angiografía,PET/CT,B
"Mujer adulta, con dolor tipo quemazón en hemicara izquierda, que abarca territorios V1+V2+V3, muy urente y refractario 
a tratamiento médico; con dos años de evolución y exacerbación reciente de la intensidad de su dolor. Se programa su 
cirugía electiva para descompresión neurovascular. ¿Cuál es el abordaje recomendado?",Retrosigmoideo,Minipterional lateral,Suboccipital en la línea media,Retrolaberintino presigmoideo,A
"Varón de 84 años con antecedentes de fibrilación auricular, anticoagulado con antagonistas de vitamina K, acude por 
afasia de inicio brusco y hemiplejía derecha, se evidencia deterioro del nivel de consciencia. INR en 2.1 a su llegada a 
urgencias. ¿Cuál es el hallazgo tomográfico más probable?",Hemorragia en ventrículo lateral izquierdo sin compromiso parenquimal,Hemorragia intraparenquimal en ganglios basales hacia frontotemporal izquierdo,Hemorragia subaracnoidea en cisternas perimesencefálicas,Infarto cardioembólico frontal izquierdo extenso,B
"En el tratamiento de la HSA, el riesgo de resangrado disminuye con ......, especialmente en las primeras horas.",uso de nimodipino,cierre precoz del aneurisma,evacuación de la hemorragia,control de la hiperglucemia,B
¿Cuál es el tumor intramedular más frecuente?,Glioma,Hemangioblastoma,Meduloblastoma,Neurofibroma,A
