questions,option_A,option_B,option_C,option_D,option_E,correct_answer
En relación a la cardiomiopatía es correcto que:,La cardiomiopatía hipertrófica se caracteriza por grandes cavidades ventriculares,La causa más común es la cardiomiopatía dilatada idiopática,No se realiza trasplante cardiaco en fase terminal de la enfermedad,La cardiomiopatía restrictiva usualmente resulta de infección viral o consumo de alcohol,Los pacientes hipertensos o con enfermedad valvular son un subgrupo importante,B
"Durante la angioplastia de la arteria femoral se requiere el uso de heparina para la anticoagulación del paciente. ¿Cuál 
de estas acciones es producida por la heparina?",Inhibe de forma irreversible a la ciclooxigenasa,Estimula la actividad de la antitrombina,Inhibe directamente la trombina,Inhibe la síntesis de factores de coagulación,Inhibe selectivamente al factor Xa,B
En relación a la anomalía de Ebstein es correcto que:,Hay dilatación severa de ventrículo derecho,El tratamiento ideal es el cambio valvular tricuspídeo,Es asintomática en la etapa escolar,Raramente existe bloqueo de rama derecha del haz de His,"Las valvas septal y posterior de la tricúspide están desplazadas hacia la cavidad del ventrículo derecho, originando",E
El factor más importante que contribuye a variar el flujo sanguíneo en una estenosis arterial es:,El grado de calcificación de la arteria,El diámetro de la estenosis,La longitud de la estenosis,La presión sanguínea,La viscosidad sanguínea,B
"Al salir de la circulación extracorpórea en el periodo post bomba inmediato, la hemostasia se obtiene con la 
administración de protamina. Si esta se aplica a una velocidad inadecuada. ¿Cuál será la complicación más probable?",Hipotermia,Síndrome de hombre rojo,Vasodilatación sistémica,Hipertensión,Asistolia,C
"En un paciente con infarto de miocardio de localización inferior, que además presenta elevación de la presión venosa 
yugular, hepatomegalia, hipotensión y elevación del segmento ST en la derivación V4R, el diagnóstico más probable 
es:",Tromboembolismo pulmonar,Insuficiencia ventricular derecha por efecto Berheim,Hemopericardio,Infarto de ventrículo derecho,Pericarditis epistenocárdiaca,D
"En el análisis de la onda de pulso arterial, la onda dícrota corresponde a:",El cierre de la válvula aórtica,La apertura de la válvula mitral,El cierre de la válvula mitral,La apertura de la válvula aórtica,Un signo de hipotensión arterial,A
En relación a la fibrilación auricular es correcto que:,La de comienzo reciente debe tratarse exclusivamente con digitálicos,"En la aislada de comienzo reciente, nunca está indicada la cardioversión, pues fracasa en más del 90% de los casos",Más del 80% de las aisladas son secundarias a hipertiroidismo larvado,La aislada nunca es causa de insuficiencia cardíaca,"Si permanece y no hay contraindicación, está indicada la anticoagulación oral permanente",E
"Mujer de 35 años con safena mayor izquierda de 8 mm de diámetro y reflujo severo en cayado y muslo.  Realizar una 
safenectomía está contraindicado si concomitantemente se diagnostica:",Trombosis de vena femoral,Edema de miembro inferior ++/++++,Oclusión de la safena menor,Úlcera varicosa en tobillo,Varicoflebitis,A
El gradiente ventrículo-aórtico en la miocardiopatía hipertrófica disminuye con la administración de:,Arterias iliacas bilaterales,Arteria poplítea del lado implicado,Arteria femoral común del lado implicado,Arteria femoral superficial del lado implicado,Arteria tibial posterior del lado implicado,D
"Varón de 80 años de aspecto saludable, consulta por síncopes. ECG: bloqueo completo de rama izquierda. 
Ecocardiograma: válvula aórtica calcificada con gradiente transaórtico medio de 70 mm Hg, área valvular de 0,5 cm2 y 
fracción de eyección del ventrículo izquierdo normal. ¿Cuál es la mejor opción terapéutica?",Betobloqueadores,Digitálicos,Dopamina,Nitroglicerina,Nitroprusiato,A
La arteria tronco tibioperoneo se divide en las arterias:,Drogas antiarrítmicas previo estudio Holter para detectar la causa de los síncopes,Marcapasos permanente DDD para preservar la contracción auricular,Valvuloplastia percutánea con catéter balón dada la edad del paciente,Prótesis aórtica preferentemente biológica,Aspirina a dosis bajas y seguimiento clínico,D
En relación con la técnica de valvuloplastia percutánea con balón es correcto que:,Femoral superficial y femoral profunda,Tibial anterior y peronea,Tibial anterior y poplítea,Tibial posterior y peronea,Tibial anterior y tibial posterior,D
¿Cuál es la principal causa de la disminución de la luz en las arterias coronarias con endoprótesis?,Es el tratamiento de elección de la estenosis pulmonar congénita,En la estenosis aórtica del adulto proporciona mejores resultados que la cirugía de sustitución valvular,No es aplicable a niños con estenosis aórtica congénita,En la estenosis mitral alcanza los mejores resultados cuando la válvula está calcificada o existe enfermedad,En la estenosis mitral sólo debe indicarse cuando existe contraindicación a la comisurotomía quirúrgica,A
"Ante la presencia de una aorta en porcelana, el reemplazo de válvula aórtica utilizando la técnica estándar y pinzamiento 
aórtico, resulta en un riesgo inaceptablemente alto de:",Retracción de la endoprótesis,Hipoplasia de la neoíntima,Compresión de la endoprótesis,Tromboluminal,Oclusión por ateroma,B
"En la UCI cardiológica se encuentra paciente de 32 años, con historia de insuficiencia cardiaca avanzada de etiología 
no isquémica de 2 años de evolución, CF III en lista de espera para trasplante cardíaco, quien ingresa 4 días atrás por 
descompensación aguda. Actualmente con evolución inadecuada en últimas 24 horas ingresando en choque 
cardiogénico, siendo necesario soporte ventilatorio invasivo. Actualmente PA: 80/50 mmHg. FC 130X’, SatO2: 94% 
FiO2: 60%. VM PEEP: 10 cmH2O. Se instaló cateter de arteria pulmonar cuantificando GC: 2.8 LPM, IC: 1.9 LPM/m2, 
PVC 19 cmH2O y PCP 30 cmH2O. Se colocó balón de contrapulsación intraaórtico. Medicación: dobutamina 12 
ug/kg/min y noradrenalina 0.6 ug/kg/min; además lactatemia > 4 ng/dl, oligoanuria y cifras de transaminasas por encima 
de 300 mg/dl. ¿Cuál es la mejor conducta a seguir?",Infarto de miocardio,Taponamiento cardíaco,Accidente cerebrovascular,Mediastinitis,Ruptura de aorta,C
¿En cuál de los siguientes enunciados está indicada la cirugía de revascularización miocárdica?,Colocación de asistencia circulatoria univentricular como puente a trasplante cardiaco,Continuar soporte vasopresor y agregar otra droga vasopresora,Trasplante cardíaco de urgencia,Medidas paliativas e información a la familia,"Colocación de ECMO venoarterial como puente a estabilización y posterior soporte ventricular, en espera de",E
Los aneurismas de la aorta ascendente:,Lesión severa de un vaso,"Lesión de dos vasos, buena función ventricular y asintomático con tratamiento médico",Lesión del 20% del tronco principal izquierdo,"Lesión severa de la circunfleja, no subsidiaria de dilatación por angioplastia","Lesión de dos vasos, uno de ellos la descendente anterior en su tercio proximal, con disfunción ventricular",E
"En el caso de requerirse desfibrilación cardiaca, con paletas internas, al salir de la circulación extracorpórea para 
retomar el ritmo cardiaco.  ¿Cuál es la intensidad en joules que se debe aplicar al usar un desfibrilador bifásico?",Generalmente se rompen,Por lo común se deben a enfermedad degenerativa del tejido conectivo,La mayoría de las veces no sufren insuficiencia cardíaca,Siempre son secundarios a la sífilis,Generalmente se deben a ateroesclerosis,B
La fibrilación ventricular primaria en el infarto agudo de miocardio:,11 a 16,5 a 10,17 a 21,22 a 30,31 a 36,B
"Paciente de 68 años sometido a triple bypass aortocoronario con circulación extracorpórea, luego de la salida de 
extracorpórea presenta los siguientes parámetros hemodinámicas, IC: 1.8 L/min/m2, PVC: 10 mm Hg, AI: 8 mm Hg, 
RVS: 1200 dinas, RVP: 200 dinas. ¿Cuál es la conducta indicada a seguir?","Es una complicación tardía, que generalmente aparece luego de las 48 horas de evolución del infarto","Aparece en caso de insuficiencia cardíaca severa, por lo que el pronóstico es muy malo",Se llama primaria porque nunca se precede de taquicardia ventricular,El tratamiento previo con betabloqueantes no es capaz de prevenir su aparición,Si se trata rápidamente con cardioversión eléctrica el pronóstico es bueno y la supervivencia al primer año es,E
"Varón de 60 años con diagnóstico tomográfico de aneurisma de aorta abdominal de 4cm, no tiene síntomas.  La mejor 
modalidad para la vigilancia de ese aneurisma es:",Iniciar asociación de noradrenalina + dobutamina,Colocar balón de contrapulsación intraaórtico,Reingresar a circulación extracorpórea y revisar los puentes,El paciente está compensado y sólo necesita protamina,Administrar volumen,E
"Dentro de los errores de programación del balón intraaórtico de contrapulsación, el más nocivo para el corazón es el:",Ecografía dos veces al año,Una ecografía anual,Resonancia magnética anual,Tomografía computarizada anual de corte fino (3,Tomografía computarizada de corte fino (3 mm),B
La técnica quirúrgica que se aplica para extraer un émbolo de un segmento arterial agudamente ocluido se denomina:,Inflado tardío,Desinflado tardío,Inflado precoz,Desinflado precoz,Inflado intermedio,B
"En relación al canal AV, es correcto que:",Aterectomía,Angioplastia,Endarterectomía,Derivación vascular,Trombectomía,C
¿Cuál de las siguientes condiciones acorta el tiempo de coagulación activado?,Está asociado al síndrome de Down en más del 50% de estos pacientes,Frecuentemente llegan a la vida adulta con hipertensión pulmonar severa,El tratamiento paliativo incluye cirugía de Blalock,El defecto completo consiste en un CIA tipo ostium primun asociado a un CIV en la zona de entrada del tabique,La hipertensión pulmonar contraindica la corrección total temprana,D
"Paciente de 45 años con lesión mitral reumática conocida, sin síntomas cardiológicos y sin necesidad de uso de 
medicamentos, que ingresa al servicio de urgencias por palpitaciones rápidas. ECG: fibrilación auricular con respuesta 
ventricular a 150X’. Ecocardiograma: estenosis mitral con área valvular de 1,7 cm2, función ventricular izquierda normal 
y aurícula izquierda severamente dilatada. ¿Cuál de las siguientes alternativas expresa la mejor opción terapéutica a 
seguir?",Lisis plaquetaria,Hemodilución,Hipotermia,Trombocitopenia,Inhibidores de plaquetas,A
"¿Cuál es la etiología mas frecuente de la rotura de un aneurisma de la aorta torácica descendente que drena fuera de 
la cavidad torácica?","Independientemente del tratamiento inicial, se debe recomendar anticoagulación oral",Cirugía de sustitución valvular mitral urgente,Tratamiento inmediato con propanolol EV. para frenar la frecuencia ventricular,Cardioversión eléctrica urgente,Administrar inotrópicos tipo noradrenalina,A
La arteria carótida común deriva del … arco aórtico.,Sifilítica,Arteriosclerótica,Micótica,Traumática,Congénita,A
La trombosis de la arteria mesentérica superior es responsable de la isquemia:,III,I,II,IV,V,A
"Mujer de 70 años, refiere dolor al caminar aproximadamente 1 cuadra desde hace 8 meses a nivel de la cadera y nalga 
izquierda. Antecedente: tabaquismo pesado por años, diabetes mellitus tipo 2, HTA y dislipidemia. Toma diariamente 
amlodipino, metformina y rosuvastatina. Examen: pulso femoral izquierdo disminuido y ausencia de pulso poplíteo 
izquierdo; los pulsos femoral y poplíteo derechos están conservados. El lugar más probable de estenosis está ubicado 
a nivel de la arteria:",Esplénica,Gástrica,Hepática,Intestinal,Pancreática,D
"El flujo sanguíneo (Q) a través de una sección transversal de una arteria está relacionado a su Velocidad (V) y al área 
de esa sección transversal (A) según:",Iliaca común izquierda,Aorta abdominal,Femoral profunda izquierda,Femoral superficial izquierda,Poplítea izquierda,A
"Son factores de riesgo para muerte prematura luego de CABG, EXCEPTO:",Q=V/A,Q=A/V,V=QA,V=A/Q,A=Q/V,E
¿Cuál de los siguientes órganos es menos frecuentemente afectado en las metástasis de un carcinoma broncogénico?,Insuficiencia cardiaca congestiva crónica,Enfermedad vascular periférica,Angina Inestable,Número de vasos con obstrucciones importantes,Cirugía de urgencia para IMA con afección hemodinámica,B
"El mecanismo que describe el proceso por el cual el corazón aumenta su volumen de eyección al elevar el volumen 
telediastólico se denomina de:",Huesos,Hígado,Suprarrenales,Piel,Cerebro,D
El riesgo de rotura del aneurisma de aorta abdominal infrarenal depende directamente del…,Laplace,Paget,Regulación heterométrica,Poscarga,Regulación homeométrica,C
Durante la fase 0 del potencial de acción de la célula muscular cardiaca ocurre preferentemente:,grado de calcificación arterial.,la edad del paciente.,la longitud del aneurisma.,tiempo de enfermedad.,diámetro del aneurisma.,E
"A la consulta externa acude mujer de 40 años multigesta, hace 10 años tiene pesadez, ardor, edema y várices en pierna 
derecha. ¿Cuál es la prueba a solicitar para definir la necesidad de una safenectomía como tratamiento de las várices?",La salida del ion potasio,El ingreso del ion calcio,El ingreso del ion potasio,la salida del ion sodio,El ingreso del ion sodio,E
En relación a la comunicación interauricular es correcto que:,Flebografía,Fotopletismografía,Neumopletismografía,Ecodoppler,Tomografía,D
"En relación a la comunicación interventricular (CIV), es correcto que:",Generalmente se manifiesta en la etapa escolar con disnea,Existe cortocircuito del flujo de D-I con sobrecarga de volumen de AD a AI,El tipo más común es el ostium primun que afecta la zona inferior del tabique,Con el defecto seno venoso es frecuente el drenaje venoso pulmonar parcial anómalo,Habitualmente produce hipertensión pulmonar temprana,D
¿Cuál es el nivel de hipotermia necesario para poder tener un tiempo de 40 minutos de parada circulatoria?,La forma trabecular es la más frecuente,El “banding de arteria pulmonar” siempre está indicado en los lactantes,"Con un CIV moderado o grande hay retraso del desarrollo y crecimiento, infecciones pulmonares repetidas e",El cuadro clínico incluye soplo diastólico en borde esternal izquierdo,El cierre del CVI se puede facilitar con prostaglandinas,C
¿Cuál es la prueba de imágenes más útil para realizar el diagnóstico del aneurisma de aorta torácico?,Leve,Profunda,Moderada,Muy profunda,Extremadamente profunda,B
"Paciente de 60 años, diabético hace 15 años, acude por dolor en pantorrilla que impide caminar más de 100 m y 
aparición de una úlcera en dorso del segundo dedo del pie izquierdo. Se evidencia ausencia de vellosidad, llenado 
capilar mayor de 2 s, pulsos pedio y tibial posterior ausentes, ITB: 0.62, ondas monofásicas infrapopliteas.  ¿Cuál es la 
conducta a seguir?",Radiografía simple de tórax,Ecocardiografía,Tomografía computarizada,Angiografía por resonancia,Cateterismo cardiaco,C
"La insuficiencia de la vena safena mayor es el causante más frecuente de las várices en miembros inferiores. La vena 
safena mayor ...",Antibioticoterapia,Cámara hiperbárica,Revascularización,Curaciones locales,Reposo absoluto,C
"Un hombre de 70 años presenta un aneurisma de aorta abdominal asintomático de 4,5 cm. ¿Cuál de los siguientes 
enunciados es verdadero?",es una vena comunicante.,no tiene válvulas.,pertenece al sistema venoso profundo.,pertenece al sistema venoso superficial.,tributa en la vena poplítea.,D
"¿Qué diagnóstico sugiere la presencia de un derrame pleural con un pH = 5.95 y una amilasa de 1000 u en líquido 
pleural?",Debe realizarse una reparación endovascular,Debe realizarse una cura quirúrgica abierta de emergencia,Debe realizarse una cura quirúrgica abierta electiva,No hay beneficio en recomendar cirugía,"Si el paciente tiene un riesgo bajo, el aneurisma debe repararse mediante un abordaje endovascular",D
"Varón de 49 años traído a emergencia por accidente automovilístico. El paciente refiere dolor torácico. Examen: FC 
118X’, FR 18X’, PA 142/96 mmHg, saturación de oxígeno: 96 %, laceraciones múltiples en la cara. ¿Cuál de los 
siguientes hallazgos, en la radiografía de tórax, es indicativo de injuria de la aorta?",Pancreatitis,Seudoquiste de páncreas,Empiema.,Metástasis pleural,Rotura esofágica,E
"La comunicación interventricular (CIV) constituye el tipo más frecuente de cardiopatía congénita; y durante el primer 
año, alrededor del … % de las CIV pequeñas se cierran espontáneamente",Neumotórax,Hematoma pleural apical,Contusión pulmonar izquierda,Múltiples fracturas costales derechas,Neumomediastino,B
"Varón de 54 años asintomático presenta soplo sistólico de eyección, de máxima intensidad en borde esternal izquierdo 
a la altura del tercer espacio intercostal; además de desdoblamiento fijo del segundo tono. ECG: bloqueo de rama 
derecha. ¿Cuál es el diagnóstico más probable?",40,10,20,80,90,A
"Paciente de 35 años presenta desde hace un año angina al caminar, al momento estable. EKG: hipertrofia ventricular 
izquierda. ¿Cuál es el diagnóstico más probable?",Sujeto sano con soplo funcional,Hipertensión pulmonar primaria,Estenosis pulmonar leve,Estenosis aórtica congénita leve,Comunicación interauricular,E
Paciente 18 años con CIA tipo Ostium Secundum sometido a cierre de CI,Cardiopatía isquémica crónica,Estenosis mitral congénita,Estenosis aórtica bicúspide,Insuficiencia tricuspídea,Estenosis pulmonar,C
"¿A qué tipo de hipertensión pulmonar 
corresponde?",2,3,4,1,5,D
El abordaje quirúrgico que permite una mejor visualización de las venas braquiocefálicas es a través de:,Estereotomía,La vía cervical,La vía cervicotorácica,La vía transpleural derecha,La vía transpleural izquierda,A
"Varón de 70 años con estenosis del 50% de bulbo carotídeo derecho presenta episodio de amaurosis fugaz ipsilateral. 
La arteria que más probablemente se haya ocluido, es la:",Auricular posterior,Carótida externa,Facial,Retinal,Occipital,D
En la arteritis de Takayasu ocurre que:,Los vasos afectados preferentemente son los de los miembros inferiores,Los vasos afectados son preferentemente intraabdominales,El infiltrado inflamatorio empieza en la íntima,La histopatología es la arteriolitis necrotizante,El proceso inflamatorio empieza primero en la unión de la media con la adventicia,E
"Se requiere llevar una guía hidrofílica en forma retrógrada por el tronco braquiocefálico. La vía de acceso arterial deberá 
estar localizada en:",Miembro superior izquierdo,Región inguinal derecha,Región inguinal izquierda,Región lumbar izquierda,Miembro superior derecho,E
"Varón de 60 años refiere dolor precordial de grandes esfuerzos, clase funcional II de la NYH",Bypass aortocoronario,Angioplastia coronaria,Tratamiento médico,Inhibidores de la ECA,Trasplante cardíaco,A
"Llega a trauma shock paciente de 25 años con trauma punzo penetrante en área precordial. Examen: FC 130X’, PA: 
60/40 mm Hg, ingurgitación yugular.  Ecografía Fast: hemopericardio. ¿Cuál es el tratamiento quirúrgico más adecuado?",Ventana pericárdica subxifoidea,Toracostomía,Observación,Toracotomía anterolateral izquierda,Esternotomía,D
"En una persona cardiológicamente normal, la trombosis de la vena poplítea puede originar una tromboembolia:",Pulmonar,Cerebral,Digital,Tibial,Subclavia,A
La tromboangeítis obliterante ocurre predominantemente en personas con:,Defectos cardiacos congénitos,Enfermedad aterosclerótica cardiaca,Hábitos de tabaquismo pesado,Dietas con alto contenido de grasas saturadas,Baja tolerancia al ejercicio,C
"Varón de 66 años, en posoperatorio de 5 horas luego de CABG. El drenaje mediastinal fue de 300 cc por hora. Hace 
una hora no hay evidencia de sangrado. A pesar de administracion de fluidos, la PA media ha descendido de 80 a 40 
mmHg. La PVC está en 20 mmHg y se requiere de dobutamina para mantener la presión arterial. ¿Cuál es la  conducta 
más apropiada a seguir?",Administración de noradrenalina,Exploración quirúrgica del mediastino,Aspiración de drenajes,Colocación de balón intraaórtico,Transfusión sanguínea de 02 unidades de sangre,B
"Mujer de 70 años en su segundo día posoperatorio, de aneurisma de aorta abdominal, cursa con diarrea con rastros de 
sangre; ha recibido una dosis profiláctica de 2 g de ceftriaxona en sala de operaciones. ¿Cuál es el diagnóstico más 
probable?",Coagulopatía,Colitis isquémica,Colitis pseudomebranosa,Falla hepática aguda,Fístula aortoentérica,B
