questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Varón de 50 años acude por dolor abdominal difuso, fiebre y ascitis de 2 meses de evolución, sin antecedentes de 
importancia. Examen: paciente adelgazado, pálido, fiebre 38°C, PA:110/70 mmHg. Abdomen distendido con dolor 
difuso y sin localización preferente, signo de oleada positivo. Líquido ascítico exudativo con aumento de linfocitos. 
¿Qué examen o procedimiento ayuda al diagnóstico definitivo?",Velocidad de sedimentación globular elevado,ADA de líquido ascítico,Resonancia magnética,Tomografía abdomino pélvica,Biopsia peritoneal,E
"Mujer de 40 años, hace un mes se palpa una pequeña tumoración no dolorosa en el cuello, actualmente sin cambio 
de tamaño. Examen físico: en la región tiroidea derecha se palpa nódulo de 10 mm móvil no doloroso. ¿Cuál es la 
conducta a seguir?",Concentración de tiroblobulina,Ecografía tiroidea,Biopsia por aspiración con aguja fina,Gammagrafía tiroidea,Concentración sérica de calcitonina,C
"Según los criterios de ROMA III para el diagnóstico de dispepsia funcional, los síntomas deben tener por lo menos...",3 meses.,4 meses.,8 meses.,6 meses.,2 meses.,D
"Adolescente de 16 años es llevado a consulta por presentar fiebre, nódulos cervicales, dolor abdominal e hiporexia. 
Examen: linfadenopatía cervical, axilar e inguinal, hepatomegalia. Se sospecha de mononucleosis infecciosa. ¿Qué 
esperaría encontrar en el hemograma?",Macrocitosis,Linfocitos atípicos,Granulocitos pequeños,Trombocitosis,Microcitosis,B
"¿Cuál es el fármaco de elección en el tratamiento del asma crónico, persistente leve, en niños?",Bromuro de ipratropio,Antileucotrienos,Salbutamol,Teofilina,Corticoides inhalados,E
"Mujer de 45 años, consulta por polidipsia, poliuria y pérdida de peso marcada en los últimos meses. Examen: PA 
150/80 mmHg. FC 88 X', IMC 22; resto de examen sin alteraciones. Laboratorio: Hb 12 g/dl, glucosa 210 mg/dl, 
hemoglobina glicosilada 9.5%, creatinina 0.9 mg/dl, sodio sérico 135 mEq/L. ¿Cuál es el tratamiento recomendado?",Tioglitazona,Dieta hipoglúcida,Metformina,Glimepiride,Insulina NPH,E
¿Cuál es la complicación más frecuente de la tos ferina en niños?,Mastoiditis,Otitis media aguda,Rinosinusitis,Bronquitis aguda,Faringoamigdalitis,B
"Niño de10 años con dolor escrotal izquierdo de inicio súbito y aumento de volumen del testículo. Examen físico: 
aumento de volumen y asimetría escrotal dolorosa izquierda. ¿Cuál es la conducta más adecuada?",Exploración quirúrgica antes de las 6 horas,Reducción manual,Uso de analgésicos y antiinflamatorios,Exploración quirúrgica después de las 6 horas,Tratamiento con medios físicos,A
"Varón de 30 años, con tiempo de enfermedad de 30 días, caracterizado por petequias, equimosis y gingivorragia, sin 
antecedentes de importancia, no uso de fármacos. Al examen: PA 110/60 mmHg, FC 80 X', afebril, no 
esplenomegalia. Hemograma: plaquetas 10,000 cel/µl, hemoglobina 10 g/dl, leucocitos normales, perfil hepático 
normal. ¿Cuál es el diagnóstico más probable?",Púrpura inmunitaria idiopática,Trombocitopenia infecciosa,Síndrome de Evans,Síndrome mielodisplásico,Trombocitopenia por fármacos,A
¿Cuál de las siguientes alternativas constituye un cambio fisiológico en el embarazo?,Aumento del volumen eritrocitario,Incremento del peristaltismo intestinal,Aumento de la creatinina en sangre,Disminución del volumen plasmático,Disminución de la frecuencia cardíaca,A
¿Cuál es la causa más frecuente de sangrado post coital en mujeres jóvenes?,Cáncer de cérvix,Mioma pediculado,Ectropion,Cervicitis,Pólipo endocervical,C
¿En cuál de las siguientes infecciones vaginales son útiles para su diagnóstico los criterios de Amsel?,Vaginosis bacteriana,Gonorrea,Candidiasis,Vaginitis atrófica,Trichomoniasis,A
¿En qué segmento del tracto gastrointestinal ocurre la absorción de hierro?,Íleon,Estómago,Esófago,Colon,Duodeno,E
"¿Cuál es el parámetro antropométrico más útil, por su sencillez de obtención e interpretación para el diagnóstico de 
obesidad en niños?",Talla/edad,Peso/edad,Índice de masa corporal,Perímetro braquial,Pliegue tricipital,C
"Varón de 23 años llega a emergencia con herida por arma blanca en región precordial, con dolor y dificultad 
respiratoria. Examen: PA: 100/60mmHg, FC: 110X', Sat. O2 95%. Ingurgitación yugular moderada. Herida punzo 
cortante penetrante en región precordial, ruidos cardiacos disminuidos de intensidad, Pulmones: murmullo vesicular 
disminuido en ambos hemitórax sin estertores. PVC: 15cm de agua. ¿Cuál es el diagnóstico probable?",Taponamiento cardiaco,Neumotórax a tensión,Infarto agudo de miocardio,Ruptura ventricular,Embolia pulmonar,A
"Varón de 60 años, hace un año presenta astenia progresiva, irritabilidad, falta de concentración y de memoria, 
insomnio, palpitaciones, acúfenos, cefalea, parestesias en pies y manos, falta de fuerza muscular. Al examen: 
PA:100/60 mmHg, FC:110X', FR:20X'. Afebril, piel pálida amarillenta con manchas hipocrómicas, lengua depapilada. 
Neurológico: paraparesia, marcha atáxica. Laboratorio: Hb:5g/dl, Hto: 18%, Leucocitos: 2500/µl, Plaquetas: 60,000/µl, 
VCM: 102 fl, Lámina periférica, macrocitos ovalados, anisocitosis, poiquilocitosis. ¿Cuál es el tipo de anemia?",Autoanticuerpos,Megaloblástica,Ferropénica,Aplásica,Talasémica,B
"Varón de 56 años, hipertenso con tratamiento irregular, acude a emergencia por cefalea tipo opresivo, náuseas y 
alteraciones visuales. Examen: PA 200/140 mmHg, FC 102 X' y saturación de 98%, fondo de ojo: retinopatía 
hipertensiva grado III; pasa a Shock trauma donde se inicia Labetalol endovenoso. ¿A qué valor se debe disminuir la 
presión diastólica en mmHg?",115 a 120,100 a 105,110 a 115,80 a 90,90 a 95,B
"¿Cuál debe ser la velocidad de dilatación, en cm/h, durante la fase activa del trabajo de parto según el partograma de 
la OMS?",2,0.5,1.5,1,1.2,D
"Varón de 45 años, con hernia inguinal derecha no complicada; durante la intervención quirúrgica el cirujano evidencia 
que el saco herniario protruye por fuera de los vasos epigástricos y como contenido el ciego. De acuerdo a la 
clasificación de Nyhus. ¿A qué tipo corresponde?",II,IV,IIIC,IIIB,IIIA,D
"Tienen mayor riesgo de desarrollar cáncer de mama, aquellas pacientes con antecedente de haber padecido cáncer 
de:",Colon,Pulmón,Cerebro,Hígado,Cérvix,A
"Mujer de 38 años, llega a emergencia por ptosis palpebral y dificultad para la deambulación. Examen: parálisis de 
motor ocular externo bilateral, debilidad muscular a predominio proximal. Se diagnostica patología autoinmune a nivel 
de la unión neuromuscular. ¿Los receptores de qué neurotransmisor se encuentran afectados?",Dopamina,Histamina,GABA,Serotonina,Acetilcolina,E
En pacientes diabéticos que presentan hipoglicemia. ¿Cuál es el síntoma neuroglicopénico?,Rigidez,Convulsiones,Diaforesis,Palpitaciones,Temblores,B
¿Dónde se ubican las células que sintetizan gastrina?,Yeyuno,Antro pilórico,Fondo gástrico,Cardias,Duodeno,B
"Todo recién nacido debe recibir profilaxis para la conjuntivitis neonatal dentro de las primeras horas después del 
nacimiento; para prevenir especialmente la infección por...",Klebsiella sp.,Neisseria gonorrhoeae.,Escherichia coli.,Staphylococcus aureus.,Streptococcus sp.,B
"Mujer de 18 años que luego de 6 horas de sufrir accidente de tránsito presenta dolor intenso en pierna derecha con 
incapacidad funcional. Examen: PA:140/80mmHg, FC: 100X', T°: 37.7°C, Sat. O2 98%, pierna derecha aumentada de 
volumen con piel turgente, dolorosa a la palpación, pulsos pedio y tibial posterior disminuidos de intensidad. Eco 
Doppler: disminución del flujo sanguíneo tibial anterior y posterior. ¿Cuál es la conducta terapéutica a seguir?",Fasciotomía,Corticoterapia sistémica,Revascularización con vasodilatadores,Bypass popliteo-tibial,Vendaje y reposo del miembro inferior,A
"Mujer de 48 años con hernia inguinal izquierda crónica a quien el anestesiólogo decide colocar anestesia epidural. 
¿Qué anestésico de acción prolongada se recomienda?",Articaína,Lidocaína,Cloroprocaína,Mepivacaína,Bupivacaína,E
¿Qué factor favorece el proceso de difusión de gases a nivel pulmonar?,Mayor espesor de la membrana,Mayor densidad,Menor solubilidad,Menor área tisular,Mayor gradiente de presión parcial,E
¿Cuál es el tratamiento de elección para la gonorrea no complicada?,Doxiciclina 100 mg VO 2 veces por día por 7 días,Espectinomicina 2 g IM dosis única,Azitromicina 1 g VO dosis única,Cefotaxima 500 mg IM dosis única,Ceftriaxona 250 mg IM dosis única,E
"Paciente de 60 años con dolor abdominal tipo cólico, náuseas, vómito, estreñimiento desde hace cuatro días. 
apendicectomía hace 40 años. Examen: distensión abdominal, discreto dolor abdominal a la palpación, ruidos 
hidroaéreos disminuidos. Rx abdomen: niveles hidroaéreos. Laboratorio sin alteraciones. Impresión diagnóstica: 
obstrucción intestinal. ¿Cuál es la conducta a seguir?",Laparatomía exploradora,Nutrición parenteral total,"Observación, sonda nasogástrica e hidratación parenteral",Tomografía computarizada abdominal,Laparatomía mas liberación de adherencias,C
"Paciente de 2 años, presenta súbitamente convulsiones tónico-clónicas generalizadas de 20' de duración. Examen: T: 
38.9°C, obstrucción nasal, hemiparesia derecha. ¿Cuál es el diagnóstico?",Espasmo infantil,Convulsión febril simple,Epilepsia,Convulsión febril compleja,Síncope febril,D
Los  TSI son anticuerpos que estimulan al receptor de TSH en...,enfermedad de Graves Basedow.,adenoma tóxico.,bocio endémico.,enfermedad de De Quervain.,enfermedad de Plummer.,A
"En la transmisión del paludismo. ¿En qué fase del ciclo evolutivo el mosquito Anopheles inocula al ser humano los 
plasmodios?",Merozoitos,Trofozoitos,Hipnozoitos,Gametocitos,Esporozoitos,E
"Chofer de servicio público de 55 años, hace 4 meses presenta cefalea, mareos, cansancio y sueño incrementado. 
Antecedente: come en la calle y fuma ocasionalmente. Al examen: PA 140/90 mmHg, FC 85 X' , IMC: 35, aumento de 
tejido celular subcutáneo a predominio abdominal. Resto de examen sin alteraciones. Laboratorio: colesterol total 350 
mg/dl, VLDL 150 mg/dl, HDL-C 35 mg/dl, LDL-C 175 mg/dl, triglicéridos 400 mg/dl. ¿Cuál es la causa de la 
dislipidemia?",Consumo excesivo de alcohol,Dieta abundante en carbohidratos,Incremento de la apolipoproteína B,Producción excesiva de VLDL en el hígado,Aumento de la actividad de LPL,D
"Niño de 4 años, presenta febrícula, cefalea, rinorrea y luego de dos días, eritema en cara que se extiende 
con erupción pápuloeritematosa difusa en tronco y zona proximal de extremidades, que aclara pronto, dando un 
aspecto reticulado. ¿Cuál es el agente etiológico?",Herpes Virus 6,Herpes zoster,Paramixovirus,Parvovirus B19,Coronavirus,D
"Escolar de 6 años, desde hace dos meses presenta hiporexia, dolor en extremidades inferiores, fiebre intermitente y 
cansancio. Hace una semana se agrega palidez, equímosis y adenopatías. Laboratorio: Hb 6.8g/dl, plaquetas 
60,000/µl, leucocitos 5,500/µl, 10% de neutrófilos y algunas células atípicas. ¿Cuál es el diagnóstico?",Anemia aplásica,Leucemia linfoblástica aguda,Mononucleosis infecciosa,Artritis reumatoidea juvenil,Enfermedad de Hodgkin,B
"¿Cuál de las siguientes alternativas es un factor de riesgo importante para el desarrollo de carcinoma escamoso de 
esófago?",Diabetes,Gastritis,Alcohol,Obesidad,Desnutrición,C
"Paciente de 5 años, presenta fiebre alta de 5 días que no remite fácilmente, agregándose inyección conjuntival, labios 
rojos y agrietados, lengua en fresa, exantema polimorfo, edema y eritema de manos y pies, y linfoadenopatía cervical. 
¿Cuál es el diagnóstico probable?",Exantema súbito,Eritema infeccioso,Sarampión,Enfermedad de Kawasaki,Escarlatina,D
"Varón de 25 años, que consume comida de la calle, así como carne enlatada, acude a consultorio por presentar hace 
30 días mialgias, fiebre, cefalea y deposiciones líquidas en regular cantidad, sin moco, sin sangre; diagnosticado de 
diarrea crónica. ¿Cuál es el agente causal más probable?",Escherichia coli enterotoxigénica,Giardia lamblia,Listeria monocitogenes no invasiva,Escherichia coli enterohemorrágica,Staphylococcus aureus,C
"Se desea establecer si existe o no una correlación entre los valores de colesterol HDL (mg/dl) y albúmina (mg/dl) en 
pacientes con daño hepático; para ello se realiza un análisis de correlación lineal, obteniendo el coeficiente de 
correlación (r). Para probar la hipótesis nula que rho=0. ¿La distribución de qué prueba debe utilizar?",F,t de Student,Z,Binomial,Chi cuadrado,B
"Tomar beta-bloqueadores tras un infarto de miocardio para evitar las complicaciones del mismo. ¿A qué tipo de 
prevención corresponde?",Secundaria,Terciaria,Primaria,Primordial,Cuaternaria,B
"Mujer de 20 años con peritonitis difusa por apendicitis complicada que va a ser intervenida quirúrgicamente. ¿Cuál es 
el tipo de anestesia mas adecuado?",Espinal,Epidural,Con uso de máscara laríngea,General,Con uso de óxido nitroso,D
"Mujer de 90 años con epistaxis producto de caída en su domicilio; el especialista realiza rinoscopía no encontrando 
punto de sangrado, por lo que utiliza tapón de algodón con anestésico local y adrenalina en el vestíbulo nasal; luego 
de 20 minutos al retirar el tapón se produce sangrado rutilante y mas profuso en esta oportunidad deglutiendo el 
sangrado. ¿Cuál es la conducta a seguir?",Taponamiento anterior con H2O2,Electrocoagulación,Taponamiento posterior,Hemostáticos parenterales,Cauterización química,C
"¿Cuál de los siguientes enunciados describe el escenario II de las gestantes con VIH, según la norma técnica del 
MINSA para la profilaxis de la transmisión vertical del VIH?",Gestante VIH diagnosticada por primera vez durante la labor de parto,Gestante VIH que estuvo recibiendo TARGA antes del embarazo,Gestante VIH con diagnóstico anterior que no recibió TARGA,Gestante VIH que se le diagnóstica la infección durante el control pre natal,Gestante VIH negativa con pareja VIH positivo,B
¿Qué evaluamos con la puntuación de APGAR?,Maduración pulmonar,Vitalidad,Edad gestacional,Estado neurológico,Madurez fetal,B
"Asumiendo que la mamografía tiene una sensibilidad del 90% y una especificidad del 98%, y que las pruebas 
consecutivas son independientes. ¿Cuál es la probabilidad que una mujer con cáncer de mama tenga una 
mamografía negativa durante dos años consecutivos?",2/100,5/100,8/100,4/100,1/100,E
"Mujer de 55 años, úlltima menstruación hace 5 años. Presenta dispareunia, secrección vaginal inespecífica y 
sangrado post coital, niega otras molestias. Examen ginecológico: mucosa vaginal pálida, atrófica, con zonas friables 
y sangrantes, útero pequeño, no se observa sangrado por orificio cervical. Ecografía TV: útero de 5 cm con 
endometrio de 2 mm. ¿Cuál será la conducta terapeútica?",Estrógenos orales,Hidratantes vaginales,Fitoestrógenos,Estrógenos tópicos,Estrógenos parenterales,D
"Se define diarrea aguda como la aparición de 3 o más deposiciones líquidas al día, o como deposiciones mal 
formadas con un volumen superior a...",250 g/día.,100 g/día.,150 g/día.,50 g/día.,200 g/día.,A
"Neonato prematuro de bajo peso al nacer, de 8 dias de edad, presenta dificultad respiratoria, irritabilidad, hipotermia. 
Examen: mal estado general, FR 60X', FC:160X',T°: 35.4°C, Sat O2: 88%, letárgico, crepitantes difusos, llenado 
capilar lento. Laboratorio: leucopenia con desviación izquierda, AGA: acidosis metabólica descompensada. ¿Cuál es 
el diagnóstico probable?",Displasia broncopulmonar,Neumonía connatal,Neumonía aspirativa,Sepsis neonatal tardía,Sepsis neonatal temprana,D
¿Qué tipo celular sintetiza la sustancia surfactante?,Macrófago,Caliciforme,Alveolar,Bronquiolar,Ciliada,C
"Mujer de 22 años, hace 1 mes se sometió a un aborto provocado con legrado uterino, manifiesta dolor abdomino-
pélvico desde hace 2 días que se ha tornado muy intenso. Examen: P.",Apendicitis aguda,Torsión anexial,Embarazo ectópico roto,Perforación uterina,Absceso tubo-ovárico,E
"Abogado de 45 años, consulta por presentar hace 2 meses, tristeza, apatía, pérdida de interés por su trabajo y sus 
familiares, ""prefiere estar solo"". Constantemente se muestra irritable, con incapacidad para concentrarse. Además 
hiporexia, pérdida de peso e insomnio de segunda mitad. ¿Cuál es el transtorno más probable?",Obsesivo-compulsivo,Ansiedad generalizada,Orgánico cerebral,Estrés laboral,Depresión mayor,E
"Recién nacido por cesárea de 39 semanas, presenta a las 2 horas de vida: taquípnea, quejido, retracción intercostal 
que mejora con oxígenoterapia. Examen: murmullo vesicular pasa normal en ambos hemitórax. Rx tórax: 
aplanamiento de diafragma e hiperaireación en ambos campos pulmonares. ¿Cuál es el diagnóstico probable?",Displasia broncopulmonar,Neumonía connatal,Taquípnea transitoria,Cardiopatía congénita,Sindrome de aspiración meconial,C
¿En qué situación la curva de disociación oxígeno-hemoglobina está desplazada hacia la derecha?,Disminución de temperatura,Aumento de PCO2,Síntesis de mioglobina,Aumento de pH,"Disminución de 2,3 DPG",B
"Lactante que llega a emergencia por fiebre, luego presenta convulsión tónico-clónica generalizada. ¿Cuál es la 
primera conducta a seguir?",Fenitoina,Diazepam,Fenobarbital,Hidratación,ABC de la reanimación,E
En la taquípnea transitoria del recién nacido. ¿Cuál es el tratamiento a seguir?,Salbutamol,Oxigenoterapia,Surfactante pulmonar,Corticoterapia,Furosemida,B
"Escolar de 8 años, presenta desde hace 7 días dolor en rodillas, dolor abdominal difuso y petequias en miembros 
inferiores. Con antecedente de cuadro respiratorio alto hace 3 semanas. Examen: púrpura palpable y simétrica en 
miembros inferiores, edema subcutáneo en dorso de las manos y pies. Examen de orina: hematuria microscópica. 
¿Cuál es el diagnóstico probable?",Enfermedad de Kawasaki,Arteritis de Takayasu,Poliarteritis nudosa cutánea,Púrpura de Henoch-Schönlein,Vasculitis urticarial,D
"Gestante de 30 años, con diagnóstico de tuberculosis pulmonar. En caso de no usar pirazinamida. ¿Cuál es el 
esquema terapéutico recomendado?",Dos meses de isoniazida y etambutol y 7 meses de rifampicina,"Dos meses de isoniazida, rifampicina y etambutol y 7 meses de isoniazida y rifampicina",Dos meses de isoniazida y 7 meses de isoniazida y rifampicina,Dos meses de isoniazida y rifampicina y 7 meses de isoniazida,"Dos meses de isoniazida, rifampicina, etambutol y 7 meses de isoniazida",B
"¿Desde qué organela ocurre una gran liberación de calcio hacia el citoplasma en el proceso de contracción muscular 
cardiaca?",Nucleolo,Retículo sarcoplásmico,Lisosoma,Proteosoma,Aparato de Golgi,B
"Si la ciudad de Lima tuviera las tasas específicas de mortalidad por edad de cáncer de estómago de Tokio, tendría 
0,78 veces las muertes que presenta actualmente. El enunciado hace referencia a:",Riesgo relativo,Número necesario para tratar,Modelo aditivo de riesgo,Número necesario para dañar,Razón estandarizada de mortalidad,E
"Mujer de 36 años llega a emergencia por haber sufrido accidente de tránsito. Examen: PA: 130/70mmHg. FC: 98X'. 
Sat. O2 97%, T°: 36.5°C Glasgow: 15, abdomen distendido y doloroso a predominio superior, signo de Blumberg(-), 
RHA: disminuidos. Ecografía abdominal: líquido libre aprox. 50cc en el Morrison. ¿Cuál es la conducta a seguir?",Lavado peritoneal diagnóstico,Tomografía abdominal,Paracentesis abdominal,Laparoscopía diagnóstica,Laparotomía exploratoria,B
¿Qué sustancia inhibe la ingesta alimentaria?,Leptina,Insulina,Grelina,Orexina,Galanina,A
"¿Cuál de los siguientes anticonceptivos está considerado en el grupo de los más eficaces según la OMS?. (menos de 
2 embarazos por 100 mujeres por año)",T de cobre,Progestágeno inyectable,Píldoras anticonceptivas,Anillo vaginal,Preservativo,A
¿Qué hallazgo en la biometría hemática es posible encontrar en un paciente con anemia perniciosa?,Trombocitosis,Leucopenia,Plaquetas pequeñas,Microcitosis,Granulocitos pequeños,B
"¿Cuál es la conducta a seguir en un neonato de tres semanas de edad que presenta ictericia por leche materna con 
valores de bilirrubina indirecta de 12 mg/dl?",Fototerapia,Ofrecer lactancia mixta,Educar a la madre y continuar la lactancia,Suspender la lactancia materna,Alimentación con leche de soya,C
"Usted es el responsable de Epidemiología en una Red de Servicios de Salud, acaba de producirse un brote por 
enfermedad transmitida por alimentos. Si quiere determinar de manera rápida la probable causa del brote. ¿Cuál es el 
tipo de estudio más adecuado?",Casos y controles,Ecológico,Cohortes concurrente,Serie de casos,Cuasi-experimental,A
"Paciente de 50 años que hace un mes presenta pérdida de peso, astenia, anorexia, estreñimiento y dolor abdominal 
inferior. Examen: dolor discreto en flanco izquierdo. Colonoscopía: lesión ulcerada en la flexura esplénica del colon. 
Biopsia: adenocarcinoma. ¿Cuál es el tratamiento quirúrgico?",Colectomía subtotal,Colectomía izquierda extendida,Colectomía sigmoide,Colectomía izquierda,Colectomía transversa,B
"¿Cuál es la coagulopatía que se encuentra con mayor frecuencia en pacientes con hemorragia uterina anormal y 
anatomía normal del aparato reproductor?",HELLP,Hemofilia B,PTI,Hemofilia A,Von Willebrand,E
"Recién nacido con frecuencia cardiaca de 90X', llanto débil, flácido, sin respuesta al estímulo, cianosis y palidez 
marcada. ¿Cuál es la puntuación de APGAR?",3,2,4,1,5,B
"Mujer de 49 años, G1P1001, con últimas menstruaciones irregulares, obesa; presenta pérdida involuntaria de orina 
acompañada o precedida por una imperiosa necesidad de miccionar, niega nicturia, niega incapacidad para vaciar la 
vejiga. Examen ginecológico normal. ¿Cuál es el diagnóstico más probable?",Incontinencia urinaria de esfuerzo,Incontinencia urinaria por rebosamiento,Incontinencia urinaria mixta,Síndrome de vejiga hiperactiva,Incontinencia urinaria de urgencia,E
"Mujer de 13 años, es llevada a consulta por sus padres por ausencia de menarquia, asintomática. Examen: masa 
levemente dolorosa a la palpación profunda en región inferior de abdomen, no signos peritoneales. Ecografía pélvica: 
tumor anexial complejo sólido, multilobulado, de 11 cm de diámetro y presencia de escaso líquido libre en cavidad. 
Gonadotrofina coriónica humana (+). ¿Cuál es el diagnóstico más probable?",Quiste ovárico funcional,Torsión anexial,Embarazo ectópico roto,Teratoma quístico maduro,Disgerminoma,E
"Varón de 65 años, ingresa a emergencia por hipotermia 35°C, FR 24 X', FC 120 X', PA 80/40 mmHg, oliguria. 
Hemograma con leucocitos 3500/µl, plaquetas 60,000/µl, PH: 6.7. Luego de fluidoterapia y vasopresores por más 
de 90 minutos y sin respuesta favorable. ¿Cuál es el diagnóstico?",Bacteriemia,Septicemia grave,Sepsis,Shock hipovolémico,Shock séptico resistente,E
"¿Qué componente de la inmunidad innata fagocita y destruye microorganismos además de secretar citoquinas 
inflamatorias?",Epitelio,TNF- alfa,Lectina,IL-1,Macrófago,E
¿Que hallazgo clínico en un neonato de 5 días de edad sirve para descartar displasia de cadera?,Melanosis pustulosa transitoria,Ictericia en cara y tórax,Asimetría de pliegues,Signo de Ortolani positivo,Ampolla de succión en una mano,D
¿Cuál de las siguientes alternativas es causa de hipopotasemia asociada a hipertensión arterial?,Uso de glucocorticoides,Tratamiento con Anfotericina B,Acidosis tubular renal,Uso de insulina,Aldosteronismo primario,E
"Lactante de 6 semanas, nacido de parto eutócico, APGAR 9, peso: 3,200 g, ganancia pondo estatural adecuada; 
presenta desde hace 3 semanas ictericia, orinas oscuras y deposiciones claras. Hace 2 semanas fue vacunado y 
presenta un hematoma en la zona de aplicación de la vacuna. Examen: ictericia, hepatomegalia. ¿Cuál es el 
diagnóstico probable?",Galactosemia,Atresia de vías biliares,Ictericia fisiológica,Estenosis pilórica,Ictericia por leche materna,B
"Lactante de 2 meses de edad, hospitalizado con diagnóstico de bronquiolitis, presentando hipoxemia. ¿Cuál es el pilar 
del tratamiento?",Oxígeno húmedo,Nebulización con salbutamol,Adrenalina nebulizada,Ribavirina endovenosa,Corticoides sistémicos,A
"Futbolista con dolor en rodilla derecha de 6 días de evolución, recibió tratamiento con AINES, hace 2 días presenta 
sensación de alza térmica e incapacidad funcional. Examen: PA: 140/80mmHg, FC: 100X'. T°39°C Sat. O2 97%, 
rodilla derecha aumentada de volumen, flogótica, dolorosa a la movilización; se diagnostica artritis séptica. ¿Cuál es la 
conducta terapéutica a seguir?",Artrotomía abierta y drenaje,Antibioticoterapia sistémica,Punción articular y drenaje,Artrotomía abierta e irrigación,Debridamiento e irrigación por artroscopia,E
¿Cuál es la complicación más frecuente de la sinusitis en la infancia?,Trombosis del seno cavernoso,Absceso epidural,Celulitis orbitaria,Meningitis,Osteomielitis del hueso frontal,C
¿La rápida apertura de qué canales voltaje dependientes determina el potencial de acción neuronal?,Magnesio,Sodio,Calcio,Potasio,Cloro,B
