questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Paciente operada en mama derecha por presentar tumor benigno. En los controles mamográficos se evidencia imagen 
nodular radiolúcida de contornos definidos con calcificaciones gruesas en su interior, localizada a nivel de la cicatriz 
post operatoria. ¿Cuál es el diagnóstico más probable?",Carcinoma papilar,Papiloma,Quiste complejo,Carcinoma medular,Necrosis grasa,E
¿Cuál es el método radiológico de elección para el diagnóstico de tumoración mediastínica?,Radiografía,Tomografía,Resonancia,PET-CT,Ecografía transesofágica,B
En el mediastino. ¿Cuál es la localización mas frecuente del aneurisma aórtico?,Anterior,Medio,Posterior,Superior,Lateral,B
"RM del pie: ""masa de partes blandas en forma de lágrima en la zona plantar entre la cabeza de los metatarsianos, de 
señal intermedia y normalmente baja en T2"". ¿Cuál es la primera posibilidad diagnóstica?",Quiste sinovial,Lipoma,Cordoma,Hemangioma,Neuroma de Morton,E
¿Qué músculo corresponde a la zona medial del codo?,Bíceps braquial,Ancóneo,Supinador,Pronador redondo,Braquirradial,D
¿Cuál es el signo tomográfico mas confiable en la isquemia intestinal aguda?,Ausencia de realce con contraste IV del asa,Dilatación o íleo intestinal distal,Engrosamiento de la pared del asa intestinal,Neumoperitoneo,Edema mesentérico difuso,A
¿Qué es la radiación dispersa y cuánto dura?,Son fotones de Rayos X que no siguen la dirección original de los Rayos X y dura igual que el tiempo del disparo,Son fotones de Rayos X y duran mucho más que el tiempo del disparo,Son fotones de Rayos X consecuencia del efecto Compton y duran aproximadamente igual que el tiempo del disparo,Son fotones de Rayos X y duran menos que el tiempo del disparo,Son haces de energía que siguen la dirección original de los Rayos X y duran igual que el tiempo del disparo,A
"En el diagnóstico ecográfico de varicocele. ¿Cuál es la dilatación venosa mínima en milímetros del plexo venoso 
pampiniforme?",3,5,7,9,11,A
¿Cuál es una característica de la colecistitis aguda?,Presencia de colelitiasis y signo de Murphy en procedimiento ecográfico,Engrosamiento parietal mayor de 5mm por ecografía,Aumento del tamaño vesicular por ecografía y/o tomografía computarizada,"Líquido perivesicular, existe en un 10% de la colecistitis en ecografía",La colangioresonancia es muy útil en el diagnóstico de colecistitis aguda,A
¿Cuál es la infección oportunista del SNC más frecuente en pacientes con SIDA?,Cisticercosis,Toxoplasmosis,Hidatidosis,Tuberculosis,Candidiasis,B
"Los efectos biológicos de las radiaciones ionizantes se clasifican en dos tipos: a) Estocásticos. b) Determinísticos. En 
los efectos determinísticos, la gravedad del daño se incrementa con:",Incremento de la probabilidad,Incremento de la dosis,Disminución de la dosis,Disminución de la tasa de la dosis,Incremento de la dosis y de la probabilidad,B
"Mujer de 45 años, acude a despistaje mamográfico: mama derecha con calcificaciones radiolúcidas de localización 
periférica. ¿Cuál es la incidencia mamográfica a tomar para descartar calcificación cutánea?",Craneocaudal,Mediolateral,Medio-oblicua,Lateral,Tangencial,E
¿Por qué se caracteriza el glioblastoma multiforme?,En la RM se obseva como lesión extraaxial,Es el más frecuente de los tumores primarios del SNC,El tiempo de supervivencia es mayor a 5 años,Más frecuente en la población pediátrica,Está asociado a neurofibromatosis tipo I,B
"Si en RM cerebral se observa lesión esférica bien delimitada en la porción anterior del III ventrículo, de señal variable, 
sin realce con la sustancia de contraste. ¿Cuál es el diagnóstico?",Quiste neuroepitelial,Hamartoma,Quiste coloideo,Meningioma,Quiste porencefálico,C
En el mediastino. ¿Cuál es la localización típica del quiste broncogénico?,Posterior,Superior,Lateral,Medio,Anterior,D
¿Cuál es un signo ecográfico de insuficiencia renal aguda?,Riñones aumentados de tamaño,Disminución de grosor de cortical,Riñones pequeños,Pérdida de la diferencia corticomedular,Disminución de ecogenicidad de seno renal,A
¿Cuál es el procedimiento radiológico mas sensible para el diagnóstico de tumor del intestino delgado?,Tránsito intestinal con bario,Cápsula endoscópica,Enterografía por TC,Enterografía y enteroclisis por RM,Enteroclisis con bario,E
"Mujer de 50 años. Mamografía: en la proyección craneocaudal de la mama izquierda presenta calcificaciones borrosas 
y en la proyección mediolateral adicional se observa calcificaciones curvilíneas. ¿A qué tipo de calcificaciones 
corresponde?",Leche de calcio,Cutáneas,Pleomórficas,Vasculares,Distróficas,A
¿Cuál es el método imagenológico de elección para estudiar los transplantes renales?,PET,Resonancia,TC contrastada,Ecografía,Urograma excretor,D
¿Por qué se caracteriza los estudios de imagen en el diagnóstico de pacientes con traumatismo torácico?,"La radiografía simple del tórax es menos sensible que la TC, pero es la primera aproximación diagnóstica",La TC del tórax debe realizarse en todos los pacientes aunque no tenga radiografía del tórax,La RM del tórax siempre debe realizarse en un paciente con TC patológica,La ecografía en trauma torácico no sirve para determinar derrame pleural,La RM del tórax debe realizarse en todos los pacientes con trauma torácico,A
¿Cuál es un tumor neurógeno benigno?,Fibrolipoma,Histiocitoma,Hemangiopericitoma,Ganglioneuroma,Seudomixoma,D
¿Cuál es la causa más probable de aumento hiliar derecho en el adulto?,Quiste broncogénico,Arteria pulmonar derecha aumentada,Várice pulmonar,Linfadenopatía,Aneurisma de la aorta descendente,D
¿Cuáles son los hallazgos tomográficos específicos de la isquemia intestinal aguda?,Tromboembolia en los vasos mesentéricos,Dilatación intestinal,Edema de la submucosa,Edema mesentérico,Ascitis,A
"¿Cuál es el tendón del manguito rotador del hombro que discurre entre la superficie inferior del acromion y la parte 
superior de la cabeza humeral?",Subescapular,Supraespinoso,Infraespinoso,Coracoideo,Redondo menor,B
¿Dónde suelen quedar retenidos los cálculos urinarios con más frecuencia?,Vejiga,Sector medio del uréter,Unión pieloureteral,Unión urétero-vesical,Pélvis renal,C
¿Qué patología constituye un falso negativo en la interpretación de RM de mama?,Cambios fibroquísticos,Necrosis grasa,Papiloma intraductal,Fibroadenoma,Carcinoma ductal in situ,E
"¿Cuál de los siguientes tumores es más probable que se disemine por contigüidad y menos probable que presente 
metástasis a distancia?",Carcinoma de tiroides,Teratoma maligno,Linfoma,Carcinoide tímico,Timoma invasivo,E
¿Qué hallazgo tomográfico tardío se observa en la pancreatitis aguda?,Refuerzo homogéneo del páncreas,Agrandamiento pancreático focal o difuso,Contorno pancreático regular,Ausencia de tractos en la grasa peripancreática,Calcificaciones pancreáticas,B
¿Por qué se caracteriza el estudio del tubo digestivo con medios de contraste?,"Son contrastes positivos el sulfato de bario, contrastes yodados hidrosolubles y metilcelulosa","El contraste negativo, se administra mediante sustancia efervescente o enema de doble contraste",Son contrastes negativos el aire y sustancias yodadas hidrosolubles,"Son contrastes positivos el sulfato de bario, leche y contraste yodados hidrosolubles",El sulfato de bario es un contraste inerte que se absorbe por la vía enteral,B
¿Qué complicaciones locales extravasculares de la pancreatitis aguda puede identificarse mediante tomografía?,Seudoaneurisma,Compromiso vascular mesentérico,Infartos esplénicos,Trombosis de la vena esplénica,Abcesos pancreáticos,E
¿Cuáles son las medidas básicas de protección radiológica?,"Distancia, velocidad y tiempo","Velocidad, blindaje y distancia","Volumen, tiempo y velocidad","Tiempo, velocidad y blindaje","Distancia, tiempo y blindaje",E
¿Cuál es el método de imagen más sensible para la detección precoz de osteonecrosis?,Tomografía,Resonancia,Radiografía,Ecografía,Gammagrafía,B
Los Rayos X son:,Electrones que se emiten desde el núcleo,Ondas electromagnéticas de alta energía,Partículas de alta energía,Radiaciones corpusculares de alta energía,Fotones de distinta energía que viajan a la,B
"Lesión lobulada que se origina en el endocardio, de intensidad de señal similar al miocardio en RM. ¿Cuál es el 
diagnóstico?",Fibroelastoma,Hemangioma,Mixoma,Trombo,Lipoma,C
¿Cómo se le denomina al defecto óseo (fractura) de la pars interarticular de la columna?,Listesis,Modic II,Lumbarización,Espondilolisis,Sacralización,D
¿Cuál es la causa más frecuente de masa del mediastino medio?,Linfadenopatía,Higroma quístico,Hematoma,Quistes de duplicación,Hernia hiatal,A
¿Cuál es una característica radiológica de las várices esofágicas de la vena gástrica izquierda y de las gástricas cortas?,En el tránsito gastroduodenal se aprecian defectos de llenado lobulados y lisos que simulan pliegues engrosados,"TC simple es específica pues simula un tumor, pliegues engrosados o adenopatías perigástricas",Resonancia magnética permite determinar los vasos venosos tortuosos,Angiografía selectiva del tronco celiaco demuestra las várices esofágicas,Endoscopía alta es el método de elección para el diagnóstico de varices esofágicas,A
"¿Cuál de las siguientes estructuras abdominales constituye una de las mejores ventanas para transmitir el sonido en 
ecografía?",Hígado,Bazo,Páncreas,Estómago,Ovario,A
¿Cuál es la causa más frecuente de atelectasia?,Carcinoma de células escamosas,Carcinoide bronquial,Linfoma,Metástasis,Sarcoidosis,A
¿Cuál es la limitación mas importante con respecto a la exploración TC del abdomen?,La necesidad de utilizar medios de contraste yodados vía intravenosa,Muy buena resolución de contraste en algunas áreas anatómicas,Ausencia de información dinámica en tiempo real,La TC abdominopélvica es donde se aplican las mayores dosis de radiación,Deja de ser una técnica de imagen axial para convertirse en estudio volumétrico,D
¿Cuál es una característica de la diverticulitis aguda?,TC abdominal es la exploración de elección en la fase aguda,En TC abdominal es obligatorio administrar contraste oral e IV,Ecografía abdominal es una técnica útil y sensible cuando se sospechan complicaciones,Enema opaco es la técnica de elección en episodios agudos,Enema a doble contraste puede ser una opción,A
"Lactante que en la tercera semana de edad, presenta vómitos no biliosos y progresivos después de la lactancia. 
Ecografía: grosor del píloro: 3-4mm, longitud pilórica: 15-19mm, diámetro pilórico: 10-14mm. ¿Cuál es el diagnóstico?",Duplicación pilórica,Dilatación pilórica,Gastropatía hipertrófica,Obstrucción duodenal,Estenosis hipertrófica del píloro,E
¿Cuál es una característica de la ecografía abdominal?,Las heridas cutáneas son contraindicación absoluta para evaluación ecográfica del abdomen,Para el examen del abdomen superior se requiere un ayuno mínimo de seis horas,Las maniobras respiratorias solo implican inspiración y espiración profunda,Los cambios de posición no facilitan desplazamientos del gas intestinal,El examen ecográfico del abdomen siempre incluye la exploración del tubo digestivo,B
¿Qué modalidad del Doppler representa la potencia o intensidad del espectro del flujo y no la velocidad?,Color,Modo B,Pulsado,Power,Modo M,D
¿Cuál es la principal complicación de la embolización arterial?,Infección necrotizante,Hemorragia masiva,Migración del material embolizante,Dolor intenso,Fístula arterio-venosa,C
"¿Qué anomalía del desarrollo corresponde a la fusión de los riñones, generalmente en sus polos inferiores, localizados 
en la región inferior del abdomen?",Hipoplásico,Atrófico,Ectopia,Duplicación,Herradura,E
¿Cuál es el lugar más frecuente de vólvulo colónico?,Transverso,Ascendente,Descendente,Ileocecal,Sigmoides,E
En un niño de 6 años de edad. ¿Cuál es el tumor neurógeno más frecuente?,Neurofibroma,Schwannoma,Neuroganglioma,Neuroganglioblastoma,Quemodectoma,D
¿Cuál es el procedimiento de elección en el diagnóstico de patología de la vesícula y la vía biliar?,Colecistografía oral,Colangiopancreatografía por RM,TC del abdomen superior,Ecografía abdominal superior,Colangiografía transparietohepática,D
"Las proyecciones postero-anterior y lateral, son posiciones estándares para evaluar el tórax. ¿Qué otra incidencia 
permite evaluar los ápices pulmonares?",Oblicuas,En espiración,Lordótica,Tangencial,Decúbito lateral,C
¿Cuál es la complicación más frecuente asociada a la poliquistosis renal autosómica dominante?,Hematuria,Nefropatía terminal,Nefrolitiasis,Cáncer renal,Hemorragia intraquística,B
¿En qué día del periodo menstrual debe realizarse la RM de mama?,11-14,16-20,7-10,20-30,1- 6,C
La colangioresonancia magnética es muy sensible y específica para evaluar:,La vesícula biliar y colédoco,Conducto pancreático principal y colédoco,"Las vías biliares intra y extrahepáticas, asi como el colédoco",Vías biliares intrahepáticas y vesícula biliar,La vesícula biliar y el páncreas,C
"Varón de 30 años, presenta aumento de volumen en mama derecha. Mamografía: solo se evidencia tejido adiposo. 
¿Cuál es el diagnóstico?",Fibroadenoma,Ginecomastia,Quiste,Seudoginecomastia,Papiloma,D
"En hallazgos tomográficos de fibrosis pulmonar, la definición de quistes aéreos subcentimétricos de pared gruesa 
alineados en capas en disposición subpleural, corresponde a:",Engrosamiento de los tabiques interlobulillares,Patrón en empedrado (crazy paving),Quistes pulmonares,Panalización,Vidrio esmerilado,D
¿Cuál es el signo mas importante por radiología simple de un colapso pulmonar total?,El desplazamiento del mediastino hacia el hemitórax sano,Descenso del hemidiafragma del hemitórax afectado,Pérdida del volumen pulmonar por fibrosis,Ensanchamiento de los espacios intercostales en el hemitórax afectado,El desplazamiento del mediastino hacia el hemitórax opacificado,E
¿Cuál es el procedimiento de elección para el diagnóstico radiológico de la hernia hiatal?,Radiografía simple del tórax,Tránsito esofágico,Tomografía computarizada de tórax,Resonancia magnética del mediastino,Endoscopía del tubo digestivo superior,B
"Mujer de 20 años con tumor sólido en mama derecha, se realiza biopsia percutánea de mama bajo guía ecográfica, las 
muestras tomadas deben ser enviadas a patología en un frasco que contiene:",Formol,Alcohol,Bencina,Yodo,Ácido acético,A
¿Cuál es la modalidad imagenológica de elección para estadiar los linfáticos regionales del cuello?,Resonancia,Ecografía,Gammagrafía,Tomosíntesis,Tomografía,E
¿Cuáles son los hallazgos radiológicos mas importantes del cáncer pulmonar central?,Lesión lítica costal,Patrón de consolidación,Obstrucción bronquial y masa con aumento del,La localización es apical,Afectación a la pared torácica,C
¿Qué tipo de metástasis hepática se calcifica con mayor frecuencia?,Testículo,Melanoma,Pulmón,Colon,Próstata,D
¿Cuál es la complicación más frecuente en la biopsia percutánea torácica?,Neumotórax,Hemorragia,Embolismo aéreo,Enfisema subcutáneo,Dolor,A
¿Cuál es una característica del estudio TC trifásico del hígado?,"La fase portal, sirve para detectar lesiones hipervasculares","La fase venosa, sirve para identificar lesiones hipovasculares",En la fase arterial las lesiones hipovasculares son hiperdensas,Sirve para detectar y caracterizar lesiones focales hepáticas,"En fase arterial, los quistes simples realzan intensamente",D
"Prematuro de bajo peso. Rx abdomen: neumatosis, neumoperitoneo y gas en la vena porta. ¿Cuál es el diagnóstico?",Íleo meconial,Hernia diafragmática congénita,Aspiración de meconio,Eventración abdominal,Enterocolitis necrotizante,E
¿Cuál de las siguientes patologías produce atelectasia por cicatrización?,Carcinoma broncogénico,Hemotórax,Asma,Histoplasmosis,Tuberculosis,E
¿Cuál es la neoplasia renal mas frecuente de la infancia?,Tumor de Wilms,Nefroblastoma,Nefroma quístico,Linfoma,Oncocitoma,A
¿Cuál es una característica del medio de contraste iodado de uso intravascular?,Son macromoléculas que se unen a las proteínas,Atraviesa la barrera hematoencefálica,En los demas tejidos pasan por el espacio intracelular,Pasa rápidamente al espacio intersticial o extracelular,Se eliminan por excreción renal tubular,D
Las líneas B de Kerley corresponden a:,Engrosamiento de los septos interlobulares,Dilatación de los vasos linfáticos,Vénulas dilatadas,Paredes alveolares engrosadas,Arterias dilatadas,A
¿Por qué se caracteriza el carcinoma de la cavidad oral?,La TC demuestra mejor que RM la interfase del tumor- músculo y extensión perineural,La TC es la modalidad de elección para los tumores de paladar duro,La TC es mejor que RM para la detección temprana de la invasión cortical ósea directa,La RM detecta más precozmente las metástasis/necrosis focal en ganglios linfáticos de tamaño normal.,La F-FDG PET es indicada de rutina en el estadío inicial,C
¿Cuál es el hallazgo en RM cerebral de la lesión traumática por cizallamiento?,Focos hipointensos en T1 que muestran realce con la sustancia de contraste,"En T2, hiperintensidad en focos o zonas difusas en la sustancia blanca","Vacío de señal, en las imágenes T1 y T2",Realce cortical giriforme con la sustancia de contraste,"En T2, hiperintensidad simétrica del globo pálido",B
¿Qué tendón pertenece al compartimiento medial del tobillo?,Peroneo corto,Tibial posterior,Peroneo largo,Extensor del I dedo,Tibial anterior,B
¿Cuál es la característica ecográfica de la arteritis de Takayasu?,Masa en la vena porta de bordes bien definidos,Ensanchamiento de la bifurcación carotídea,Adelgazamiento parietal hipoecogénico,Separa la carotida interna de la externa,Corte transversal: signo del macarrón,E
¿Cuál es la causa más frecuente de aneurisma en arteria renal?,Ateroesclerosis,Fibrodisplasia,Neurofibromatosis,Síndrome Ehlers-Danlos,Poliarteritis nodosa,A
En la ecografía prenatal. ¿En qué semana de gestación puede diagnosticarse la hernia diafragmática congénita?,16 y 24,25 y 30,31 y 36,37 y 40,5 y 15,A
¿Cuál es una característica de la colangioresonancia magnética?,Estudia la anatomía de los conductos biliares y pancreáticos,Es útil en el diagnóstico de pancreatitis aguda,El útil en el diagnóstico de litiasis vesicular,Se necesita siempre de la administración de contraste,Es útil en casos de aerobilia,A
Paciente acude por alta sospecha de ruptura de prótesis mamaria. ¿Cuál es el examen radiológico de elección?,Tomografía,Mamografía,Ecografía,Resonancia,Tomosíntesis,D
"Paciente que al estudio Doppler de vena porta presenta: velocidad de vena porta menor de 16cm/s, flujo 
hepatófugo de vena porta, derivación portosistémica y vena porta de calibre mayor de 13mm. ¿Cuál es su diagnóstico?",Hipertensión,Trombosis,Cavernomatosis,Tumor,Malformación,A
