questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cuál de los siguientes es un signo de compromiso ocular en la enfermedad de Incontinencia pigmentaria?,Angioma retinal racemoso,Vasculopatía retiniana proliferativa,Hamartoma capilar de la úvea,Oclusión de la arteria central de la retina,Telangiectasias conjuntivales,B
¿Cuál es la medicación sistémica más apropiada para un infante con oftalmia neonatorum secundaria a Chlamydia?,Ofloxacino,Doxiciclina,Sulfametoxazol,Ciprofloxacino,Eritromicina,E
"Mujer de 30 años, obesa, con cefalea desde hace un mes. Examen: agudeza visual 20/20 en ambos ojos; fondo de 
ojo: papiledema bilateral. Exámenes de neuroimágenes no evidencian tumores intracerebrales. ¿Cuál es el 
tratamiento?",Vitamina A,Observación con control,Hipotensores oculares,Fenestración del nervio óptico,Trabeculectomía,D
¿Cuál es la estructura anatómica que se altera en la ptosis que se produce en el sindrome de Horner?,Músculo de müller.,Orbicular de los párpados.,Septum orbitario.,Cápsula de tenon,Elevador del párpado superior,A
¿Cuál es el principal factor de riesgo clínico para desarrollar orbitopatía tiroidea?,Tabaquismo,Sexo masculino,Radioterapia,Anticoagulación,Obesidad,A
"Varón de 55 años refiere pérdida de la visión de un ojo durante 5 minutos. Niega antecedentes. Examen oftalmológico 
normal. ¿Cuál es el diagnóstico más probable?",Ateroma de la carótida,Migraña con aura,Insuficiencia de la arteria vertebrobasilar,Aura visual sin migraña,Migraña de la arteria basilar,A
¿Cuál de las siguientes fórmulas representan al cilindro cruzado de Jackson?,- 2.00 + 4.00 x 180°,- 1.00 + 3.00 x 90°,+ 2.00 + 3.00 x 180°,+ 1.00 - 1.00 x 90°,+ 2.00 + 4.00 x 180°,A
"¿Cuál es el tratamiento quirúrgico indicado ante una endotropia con patrón en ""V"", sin disfunción de músculos oblícuos?",Resección de rectos laterales con transposición inferior de sus tendones,Retroceso de rectos mediales con transposición inferior de sus tendones,Retroceso de rectos mediales sin transposición de sus tendones,Retroceso de rectos mediales con transposición superior de sus tendones,Resección de rectos laterales sin transposición de sus tendones,B
"Lactante con sordera. Examen: dientes incisivos en forma de clavo y muy separados. Examen de la córnea: queratitis 
intersticial. ¿Cómo se conoce a esta triada clásica?",Tolosa - Hunt,Hutchinson,Horner,Lambert - Eaton,Fuchs,B
¿Cuál de los siguientes enunciados es correcto en la evaluación del reflejo ángulo kappa?,Ángulo negativo simula una exotropia,Reflejo medial simula una endotropia,Ángulo positivo simula una endotropia,Reflejo lateral simula una exotropia,Reflejo lateral simula una endotropia,E
"De acuerdo a las reglas de Lincoff, ante un desprendimiento de retina plano e inferior, con líquido subretinal algo más 
elevado en el lado temporal. ¿Cuál es la localización de la rotura?",A horas 6,Inferiormente en el lado temporal,Superiormente en el lado temporal,Superiormente en el lado nasal,A horas 12,B
"En las evaluaciones oftalmológicas de seguimiento del niño prematuro. ¿Qué defectos se detectan con mayor 
frecuencia?",Estrábicos,Ambliopía,Refractivos,Glaucoma,Desprendimiento de retina,C
"Cuatro semanas después de la recesión bilateral de rectos mediales, paciente presenta una exotropia de 15 dioptrias 
prismáticas. Examen: limitación de la aducción del ojo derecho. ¿Cuál es el diagnóstico probable?",Síndrome de adherencia,Cicatriz conjuntival,Necrosis segmento anterior,Músculo fuera de lugar,Músculo perdido,D
¿Cuál es la característica de la iridociclitis heterocrómica de Fuchs?,Se encuentra asociación con infección viral,Precipitados retroqueráticos granulomatosos,Frecuente formación de sinequias anteriores,Presencia de vasos finos en el borde pupilar,La afectación es usualmente bilateral,A
"Varón de 17 años con visión doble luego de trauma orbitario. Examen: enoftalmos con restricción del movimiento ocular 
hacia arriba, asociado a dolor en ojo izquierdo, ojo derecho normal. ¿Cuál es el diagnóstico probable?",Parálisis del III par,Ruptura del globo ocular.,Parálisis del IV par,Fractura de la pared media de la órbita.,Fractura del piso de órbita.,E
"¿Cuál es el tamaño en minutos de arco de cada una de las letras de la línea 20/40 de la cartilla de Snellen, a una 
distancia de 6 metros del ojo?",10,20,15,5,30,A
"En el defecto de la visión cromática que afecta la discriminación rojo/verde, se encuentra compromiso de los genes que 
codifican las opsinas en los conos. ¿Cuál de los siguientes conos se encuentra comprometido en esta patología?",S y T,R y G,G y S,L y M,A y B,D
¿En qué patología se presentan las manchas de Brushfield?,Síndrome de Down,Neurofibromatosis,Síndrome de Aicardi,Leiomioma,Síndrome de Horner,A
¿Cuál es factor predisponente de la úlcera corneal micótica?,Obesidad,Hipertensión arterial,Hipertiroidismo,Diabetes mellitus,Colagenopatía,D
"Al pasar la luz blanca a través de un lente esférico positivo, se produce una aberración cromática. ¿Cuál es el color que 
presenta su punto focal mas alejado del lente?",Verde,Azul,Violeta,Rojo,Amarillo,D
¿Cuál es el factor de riesgo más importante para el desarrollo de la retinopatía diabética?,Duración de la diabetes,Mal control de la diabetes,Embarazo,Hipertensión,Nefropatía,A
¿Cuál es el patógeno cuya infección se asocia a dacrioadenitis aguda?,Toxocara canis,Citomegalovirus,Fusarium,Moraxella catarrhalis,Acanthamoeba spp.,B
"En el diagnóstico y tratamiento de algunas enfermedades de la retina se usa la lupa de +20D. ¿A qué distancia hace su 
foco exacto y preciso?",3 cm,7 cm,5 cm,4 cm,6 cm,C
¿Cuál de los siguientes fármacos esta relacionado químicamente con las sulfas?,Timolol,Pilocarpina,Latanoprost,Brimonidina,Dorzolamida,E
"Niño de 7 años ansioso e hiperactivo con refracción ciclopléjica. Retinoscopía: sombras positivas en el centro y 
negativas en la periferie. ¿Cuál es la causa del defecto?",Estrabismo,Catarata congénita,Retinoblastoma,Insuficiente tiempo para efecto ciclopléjico,Aberración esférica,E
"Gestante con episodios transitorios de visión borrosa al movimiento ocular, que aparecieron con la gestación. Examen: 
proptosis axial de ojo izquierdo, fondo de ojo con edema de papila y pliegues coroideos. ¿Cuál es el diagnóstico más 
probable?",Neuroblastoma,Hemangioma cavernoso,Linfangioma orbital,Várice orbitaria,Rabdomiosarcoma,B
¿Cuál es el factor etiológico más común de la catarata congénita?,Trauma obstétrico,Herencia autosómica dominante,Trastornos metabólicos,Toxoplasmosis congénita,Infección congénita por citomegalovirus,B
¿Cuál es el tumor orbitario metastásico mas frecuente en niños?,Sarcoma mieloide,Histiocitosis de células de Langerhans,Carcinoma del seno maxilar,Meningioma intracraneal,Neuroblastoma,E
¿Cuál es el agente etiológico más frecuente de la blefaritis crónica?,Estreptococo,Gonococo,Chlamydia,Acantamoeba,Estafilococo,E
¿En qué patología se encuentran las estrías de Haab?,Sarcoidosis,Glaucoma congénito,Tuberculosis,Distrofia de Fuchs,Toxoplasmosis,B
¿Cuál es el antígeno leucocitario humano (HLA) que se asocia a la oftalmía simpática?,B27,DR4,A29,B51,B12,B
¿Qué músculo se compromete con más frecuencia en la orbitopatía tiroidea?,Recto medial,Recto superior,Recto inferior,Oblicuo inferior,Oblicuo superior,C
¿Cuál de las siguientes enfermedades que comprometen la retina presenta una herencia autosómica dominante?,Síndrome de Usher,Síndrome de Sheie,Retinopatía cristalina de Bietti,Enfermedad de Steinert,Ataxia de Friedrich,D
¿Cuál es el tipo de colágeno que predomina en el estroma corneal?,I,II,III,IV,V,A
¿Cuál de los siguientes colirios puede tener efecto hipnótico en un niño?,Ciclopentolato,Atropina,Fenilefrina,Tropicamida,Fluoresceína,A
¿Cuál de los siguientes fármacos aumenta sustancialmente el riesgo de glaucoma primario de ángulo abierto?,Anticonceptivos,Antihipertensivos,Anticoagulantes,Antihistamínicos,Antidiabéticos,A
¿Qué caracteriza a la endotropia infantil clásica?,Fijación cruzada,Aparece a los 2 años de edad,Ángulo de desviación menor de 20 dioptrías,Alta miopía,Limitación de la abducción en ambos ojos,A
"Niño de 3 años, colaborador, en evaluación por autismo. Retinoscopía dinámica: escaso reflejo de sombras 
esquiascópicas negativas, que al aproximarse a 10 cm del ojo cambian a positivas. ¿Cuál es el diagnóstico probable?",Catarata incipiente,Glaucoma infantil,Queratitis seca,Alta miopía,Queratoconjuntivitis vernal,D
"Varón de 30 años con endotropia izquierda de 15 dioptrías en posición primaria de la mirada y posición compensadora 
de la cabeza con rotación hacia el ojo afectado. Examen: limitación de la abeducción del ojo izquierdo con disminución 
de la hendidura palpebral y retracción del ojo izquierdo al realizar la aducción. ¿Cuál es el tratamiento quirúgico 
recomendado?",Retroceso del recto medio del ojo izquierdo,Resección del recto lateral del ojo izquierdo,Retroceso del recto medio de ambos ojos,Retroceso del recto lateral del ojo izquierdo,Resección del recto medio del ojo izquierdo,A
"¿Cuál de los siguientes componentes presenta el cociente de concentración humor acuoso/plasma mas elevado en 
condiciones normales?",Sodio,Cloro,Bicarbonato,Glucosa,Ascorbato,E
¿Cuáles son los músculos que actúan en la levosupraversión?,Recto superior derecho y oblicuo superior izquierdo,Oblicuo inferior derecho y recto superior izquierdo,Recto medial derecho y oblicuo inferior derecho,Oblicuo superior derecho y recto superior izquierdo,Oblicuo inferior derecho y recto inferior izquierdo,B
"En el queratocono, según el eje de máxima potencia corneal a la queratometría. ¿Cuál de las siguientes medidas 
considera como grado moderado?",47 D,45 D,55 D,50 D,57 D,D
"¿En qué patología se puede presentar un fondo de ojo con una coloración amarillo dorada en el estado de adaptación 
a la luz, que se normaliza tras la exposición prolongada a la oscuridad?",Enfermedad de Stargardt,Síndrome de Alport,Enfermedad de Oguchi,Maculopatía por cloroquina,Distrofia macular viteliforme,C
"Mujer de 50 años que desde hace 3 días presenta lagrimeo, enrojecimiento y dolor del ojo derecho. Examen: lesiones 
papulo-vesiculares en el área frontal derecha, párpado superior derecho y punta de la nariz. ¿Cuál es el diagnóstico 
mas probable?",Herpes simple,Lesiones por molusco contagioso,Conjuntivitis hiperaguda,Rosácea ocular,Herpes zóster oftálmico,E
La glándula de Moll es de tipo...,holocrina.,sebácea.,mucinosa.,merocrina.,apocrina.,E
¿Qué otro hallazgo oftalmológico se puede encontrar en un niño con seudopapiledema?,Hipertropia,Miopía,Exotropia,Hipermetropía,Megalocórnea,D
¿Cuál es la complicación que puede ocasionar el euribléfaron?,Retracción palpebral superior,Queratopatía bullosa,Proptosis asimétrica,Queratopatía por exposición,Queratopatía neurotrófica,D
¿Cuál es el tipo de reacción de hipersensibilidad que se presenta en el penfigoide ocular cicatricial?,I,III,II,IV,V,C
¿Cuál de las siguientes se considera una característica del síndrome de Crouzon?,Enoftalmos,Exotropia,Neuritis óptica,Dolicocefalia,Sindactilia,B
"En el ojo normal, mirando al infinito. ¿Cuál de las siguientes superficies tiene el mayor radio de curvatura?",Anterior de la córnea,Posterior de la córnea,Anterior del cristalino,Posterior del cristalino,Anterior de la película lagrimal,C
¿Qué tipo de catarata congénita se puede revertir con el tratamiento precoz y oportuno?,Por síndrome de Lowe,Por enfermedad de Fabry,Por galactosemia,Por manosidosis,Por síndrome de Down,C
"En la evolución de la triada clásica de la artritis reactiva, la conjuntivitis precede a la ...",uretritis.,retinitis.,uveitis.,artritis.,escleritis.,D
"Varón de 48 años que hace 1 mes nota ojo rojo derecho y visión borrosa. Niega dolor. Examen: agudeza visual cuenta 
dedos en ojo derecho; fondo de ojo: lesión blanco amarillenta en polo posterior con lesión satélite coriorretinal cicatricial 
pigmentada y vitreitis. ¿Cuál sería el diagnóstico mas probable?",Toxocariasis,Tuberculosis,Sífilis,Toxoplasmosis,Herpes,D
"Joven con dolor ocular derecho, que se incrementa con los movimientos oculares. Examen: edema palpebral, 
ptosis, diplopía y marcada congestión vascular sobre la inserción del recto medial de dicho ojo. ¿Cuál es el diagnóstico 
más probable?",Celulitis orbitaria,Infección micótica orbitaria,Neuritis óptica retrobulbar,Escleritis posterior,Miositis orbitaria,E
¿Cuál de los siguientes es un signo del síndrome de dispersión pigmentaria?,Anillo de Vossius,Huso de Krukenberg,Hipotensión ocular,Facodonesis,Parsplanitis,B
¿Cuál es la prueba de elección en el diagnóstico de meningioma de la vaina del nervio óptico?,Resonacia magnética,Tomografía computarizada,Ecografía,Radiografía,Tomografía de coherencia óptica,A
El endotelio corneal es un derivado embriológico de:,Neuroectodermo,Ectodermo de superficie,Mesodermo,Endodermo,Cresta neural,E
¿Cuál es la causa mas frecuente de conjuntivitis papilar gigante?,Prótesis oculares,Queratoconjuntivitis atópica,Lentes de contacto,Ampollas filtrantes,Queratoconjuntivitis seca,C
"¿Qué patología presenta vasos conjuntivales ""en tirabuzón""?",Conjuntivitis flictenular,Epiescleritis,Conjuntivitis vernal,Fístula carotidocavernosa,Enfermedad de Graves,D
"Varón de 17 años con tumoración palpebral no dolorosa desde hace 14 días. Examen: no se aprecian signos de flogosis 
ni limitación de la apertura palpebral. ¿Qué glándula está comprometida?",Meibomio,Zeiss,Moll,Krausse,Wolfring,A
"¿Con qué síndrome se asocia la eversión congénita del párpado superior bilateral y simétrica que se presenta en el 
recién nacido?",Horner,Reiter,Rieger,Down,Tolosa-Hunt,D
¿Cuál de los siguientes fármacos pueden producir síndrome de ojo seco?,Pilocarpina,Vitamina B6,Carbacol,Sildenafilo,Estrógenos,E
¿En qué parte de la córnea se depositan las sales de calcio en la queratopatía en banda?,Epitelio corneal,Estroma corneal medial,Estroma corneal posterior,Membrana de Descemet,Membrana de Bowman,E
"Niño de 7 años con endoforia, al cover test alternante se sospecha diagnóstico de estrabismo convergente, por lo que 
se realiza Test de Worth. ¿Cuál de las siguientes respuestas del niño corroboran el diagnóstico?",Veo 2 luces rojas a la derecha y 3 verdes a la izquierda,Veo 2 luces rojas a la izquierda y 3 verdes a la derecha,Veo 2 luces rojas,Veo 3 luces verdes,"Veo 4 luces; 2 verdes, una roja y una amarilla",A
¿Cuál es el tipo de uveitis más frecuente en niños?,Intermedia,Posterior,Panuveitis,Anterior,Por fármacos,D
"Mujer de 35 años con visión borrosa de ojo izquierdo. Examen: Test de Amsler positivo. Fondo de ojo: desprendimiento 
seroso de retina macular y agrandamiento de disco óptico con relación copa/disco de 0.7.  La angiofluoresceinografía 
no muestra hiperfluorescencia y la autofluorescencia de fondo de ojo si demuestra autofluorescencia. ¿Cuál es el 
diagnóstico probable?",Foseta papilar,Coriorretinopatía serosa central,Maculopatía hipertensiva,Drusas del nervio óptico,Maculopatía nutricional,A
¿Cuál es el gen que se altera en la aniridia?,FOXC1,TIMP3,PAX6,LOX1,AIPL1,C
"Varón de 56 años con antecedente de sinusitis crónica. Hace 5 días nota hinchazón del párpado superior del ojo 
derecho, dolor orbitario, ojo rojo y visión doble. Al examen: agudeza visual 20/200 en ojo derecho y 20/20 en ojo 
izquierdo, con restricción de la motilidad ocular en ojo derecho con dolor. ¿Cuál sería el diagnóstico más probable?",Celulitis pre septal,Celulitis Orbitaria,Tumor maligno de la órbita,Orbitopatía tiroidea,Dacrioadenitis,B
"Mujer de 55 años con baja visión. Examen: lesiones epiteliales corneales en forma de ""mapa - punto - huella 
dactilar"". ¿Cuál de las siguientes distrofias corneales explica los hallazgos?",Meesmann,Cogan,Lisch,Schnyder,Fuchs,B
"¿Cuál es la patología tumoral del párpado superior, que produce deformidad en forma de ""S"" y a la palpación presenta 
una textura en ""bolsa de gusanos""?",Wegener,Hemangioma,Linfoma,Dermoide,Neurofibromatosis,E
"¿Cuál de las siguientes patologías se caracteriza por presentar fondo de ojo ""crepuscular""?",Síndrome de Vogt Koyanagui Harada,Coroidopatía serpiginosa,Síndrome de uveitis de Fuchs,Síndrome,Toxoplasmosis activa,A
"¿Cuál es el tamaño aproximado en centímetros de un objeto que colocado a 6 metros del ojo, forma una imágen de un 
milímetro en la retina?",35,20,46,17,24,A
¿Cuál es la función de la capa lipídica de la película lagrimal?,Permitir que la película lagrimal se extienda,Facilitar el transporte de leucocitos,Proporcionar una superficie óptica regular,Actividad antibacteriana,Suministrar oxígeno atmosférico al epitelio corneal,A
"Mujer de 50 años, con dolor intenso y disminución de la visión del ojo derecho luego de acudir al cinema. 
Examen: inyección conjuntival periquerática, edema corneal, pupila semimidriática y cámara anterior estrecha. ¿Cuál 
sería el diagnóstico probable?",Uveítis,Queratitis,Escleritis,Glaucoma agudo,Conjuntivitis,D
¿Qué nos permite evaluar el examen del reflejo rojo retinal en un lactante de 3 meses?,Alineamiento de eje visual,Agudeza visual,Acomodación,Escotomas,Función del nervio óptico,A
