questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"¿Cuáles son los requerimientos hídricos de mantenimiento, en ml/h, en un niño de 25 kilos?",65,35,235,25,115,A
"¿Cuáles son los parámetros de monitoreo obligatorio en el cuidado del paciente en la unidad de cuidados 
posanetésicos?","EKG, frecuencia respiratoria, presión arterial, oximetría de pulso y temperatura","EKG, presión arterial, frecuencia respiratoria y oximetria de pulso","EKG, presión arterial y temperatura","EKG, presión arterial, dolorabilidad y oximetría de pulso","EKG, presión arterial, frecuencia respiratoria y dolorabilidad",A
¿Cuál de los siguientes anestésicos endovenosos tiene efecto analgésico y acción disociativa?,Propofol,Ketamina,Tiopental,Fentanilo,Midazolam,B
¿En cuál de las siguientes condiciones se pueden encontrar falsos valores al medir la SpO2?,Diabetes mellitus tipo 2,Anemia falciforme,Arritmias,Hiponatremia,Hipermagnesemia,B
¿Cuál de los siguientes enunciados corresponde a un objetivo de la premedicación anestésica?,Aumento del tono simpático,Usar bajas dosis de relajantes musculares,Aumento de la oxigenación pulmonar,Analgesia posoperatoria prolongada,Disminución de catecolaminas,E
¿Cuál de los siguientes es un factor que NO influye en la extensión de la anestesia regional epidural?,Edad,Dolorabilidad,Baricidad del anestésico,Dosis del anestésico,Embarazo,B
La monitorización del estado de consciencia durante la anestesia general se realiza a través de:,Control de la presión arterial y la frecuencia cardiaca,Reflejo palpebral,Sistemas de índices basados en el EEG de superficie,Pupilometría,Respuesta a estimulación dolorosa,C
"El término ""halogenado"", atribuido a los agentes volátiles utilizados en anestesiología, es porque contienen:",Helio,Carbono,Manganeso,Flúor,Calcio,D
Los tubos endotraqueales que más se usan en la actualidad son de:,Cloruro de polivinilo o plástico,Metal,Caucho,Hule,Polietileno,A
¿Cuál de los siguientes factores influye en la farmacocinética de los anestésicos locales?,Temperatura corporal,Tipo de cirugía,Sexo,Índice de masa corporal,Potencia,E
"En el monitoreo de la hipnosis con sistema Biespectral BIS. ¿Cuál es la puntuación que corresponde al plano de la 
anestesia general quirúrgica?",Entre 40 y 60,Entre 20 y 30,Entre 70 y 80,Entre 85 y 95,100,A
"En la técnica de anestesia epidural, si se aplicara dosis equipotentes. ¿Cuál de los opioides mencionados producirá 
analgesia más rápida y con tiempo intermedio de duración?",Morfina,Hidromorfina,Meperidina,Fentanilo,Sulfentanilo,D
"Paciente de 70 años, con hipertensión arterial, que será operado de hernia inguinal en forma electiva. Tratamiento 
antihipertensivo no incluye inhibidores de la enzima convertidora de angiotensina. ¿Cuál es la recomendación en 
relación a este tratamiento en el preoperatorio mediato?",Continuarlo,Cambiarlo,Suspenderlo,Incrementarlo,Agregar diurético,A
¿Cuál es la complicación mas frecuente del bloqueo neuroaxial paracervical?,Fiebre,Bradicardia fetal,Atonia uterina,Edema del cérvix,Infección urinaria,D
¿Cuál de los siguientes fármacos tiene menor o nulo efecto depresor miocárdico?,Halotano,Isoflurano,Enflurano,Óxido nitroso,Sevorano,D
¿Cuál de los siguientes es un factor que produce aumento de la concentración alveolar mínima?,Alcoholismo crónico,Hipotermia,Obesidad,Embarazo,Hipertensión arterial,A
En pacientes que presentan cefalea pospunción dural. ¿Cuál es el procedimiento que tiene mayor porcentaje de éxito?,Buena hidratación y analgesia precoz,Parche hemático,Posición en Trendelenburg más ingesta de,Analgésicos parenterales,Opioides,B
En la estimación del riesgo de tromboembolia. ¿Cuál es un criterio asociado a mediano riesgo?,Gran intervención ortopédica,Hiponutrición,Sobrepeso,Enfermedad neoplásica,Trombofilia,C
"Paciente de 50 años con diagnóstico de cirrosis hepática, que será sometido a cirugía abdominal de emergencia con 
anestesia general. ¿Cuál es el relajante muscular de elección en el manejo anestésico?",Succinilcolina,Pancuronio,Vecuronio,Rocuronio,Atracurio,E
"Paciente de 16 años, llega a emergencia pálida con abundante sangrado vaginal, habiendo ingerido alimentos hace 
menos de 2 horas. Examen: PA: 90/50 mmHg, FC: 115X'. ¿Cuál es el fármaco más adecuado en el preoperatorio 
inmediato a fin de que ingrese a sala de operaciones?",Atropina,Citrato de sodio,Oxitocina,Cimetidina,Metoclopramida,E
¿Cuál de las siguientes benzodiazepinas tiene la vida media plasmática más corta?,Diazepam,Midazolam,Cloracepato,Flurazepam,Clordiazepóxido,B
"¿Cuál es el anestésico inhalado que por su menor acción irritante de mucosas, aroma agradable y rápida absorción es 
la mejor opción en la inducción anestésica en niños?",Isoflurano,Sevoflurano,Óxido nitroso,Halothano,Desflorano,B
"Para los efectos de la seguridad de la aplicación anestésica, debemos saber que la médula espinal va desde el agujero 
occipital hasta:",La tercera o cuarta lumbar,Solo la cuarta lumbar,La quinta lumbar,La primera sacra,La primera o segunda lumbar,E
¿Cuál de las siguientes escalas es usada para la valoración en neuroanestesia?,Lown,Goldman,Samsoon,Wood Downess,Hunt y Hess,E
"Anestésico local amida, con periodo de latencia y de acción cortos, ampliamente usado como antiarrítmico, relacionado 
con neurotoxicidad al ser aplicado por vía subaracnoidea. Estas características corresponden a:",Bupivacaína,Lidocaína,Etidocaína,L Bupivacaína,Ropivacaína,B
¿Cuál de los siguientes es un método mecánico para la valoración de la profundidad anestésica?,Electroencefalograma,Contractilidad esofágica,Potenciales evocados,Índice biespectral,Electrocardiograma,B
"Paciente gestante con preeclampsia que presenta signos y síntomas hipertensivos difíciles de controlar. Al exámen 
obstétrico la edad gestacional es mayor a 34 semanas y el obstetra decide inducir el parto. ¿Cuál es el método 
anestésico más adecuado para manejar el trabajo de parto?",Anestesia raquídea de una sola dosis,Sedación más analgesia,La anestesia epidural,Vía venosa más opiáceos,Hipotensores,C
"Paciente que va ser operado de glaucoma, con anestesia general intubada. ¿Cuál es el relajante muscular que debe 
evitarse?",Vecuronio,Rocuronio,Atracurio,Succinilcolina,Pancuronio,D
"¿Cuál es la benzodiazepina hidrosoluble que produce ansiolisis, amnesia y es usada en inducción anestésica por su 
rápido inicio y su tiempo de acción mas corto?",Midazolam,Diazepam,Propofol,Loracepam,Ketamina,A
¿Cuál es la edad gestacional con mayor peligro de teratogenicidad en relación con los agentes anestésicos?,De tercera a octava semana,Semana 14,Semana 18,Semana 24,Semana 36,A
¿Cuál es el coeficiente de partición s/g del sevoflurano?,0.69,0.47,0.42,2.3,1.41,A
¿Cuál es el valor de la concentración alveolar mínima del halotano?,0.75,2,1.7,1.4,100,A
¿Cuál es el método anestésico más adecuado en niños que reciben radioterapia en forma ambulatoria?,Sedación más opiáceo,Anestesia general simple con N2O,Anestesia epidural más oxígeno con máscara,Uso de infusión de propofol,Uso de midazolam más oxígeno en máscara,D
"En el algoritmo universal de la reanimación cardiopulmonar, la relación compresión/ventilación es de:",30:2,15:2,20:2,1:1,25:2,A
"Paciente usuaria de heparina de bajo peso molecular a quien se le suspendió en el preoperatorio, para aplicación 
de  anestesia epidural con catéter. ¿Después de cuántas horas de retirar el catéter puede reiniciarse la heparina?",4,12,18,24,2,E
"¿Cuál de los anestésicos locales mencionados de uso epidural, teniendo en cuenta su concentración, tiene mayor 
tiempo de duración y menor toxicidad cardiaca que la bupivacaína?",Etidocaína 0.5%,Ropivacaína 0.5%,Lidocaína 2%,Mepivacaína 1%,Clorprocaína 0.5%,B
Una buena forma de anticiparse a la hipotensión arterial en los bloqueos intra y epidurales es:,Colocar rápidamente en posición prona,Aplicar rápido el anestésico,Colocar en posición Trendelemburg,Perfundir previamente de 10 a 20 ml/Kg de fluídos,Aplicar sedación suave,D
"Paciente con sobrepeso que, en la evaluación pre anestésica de la vía aérea, solo se logra visualizar el paladar blando. 
Según la clasificación de Mallanpati corresponde a la clase:",I,III,IV,II,IIA,C
"Gestante de 27 años con hemorragia del tercer trimestre, llega a emergencia pálida y sudorosa, requiriendo operación 
cesárea de urgencia. Examen: PA:100/55 mmHg y FC: 120X'. ¿Cuál de los siguientes anestésico es de elección?",Lidocaína 2%,Bupivacaína 0.50%,Desflurano,Isoflurano,Ketamina,E
El flumazenilo es un antagonista de los fármacos tipo:,Opiáceos,Corticoides,Anestésicos locales,AINES,Benzodiazepinas,E
La hipotermia transoperatoria produce efectos perjudiciales como:,Rápido despertar,Aumento del metabolismo de fármacos anestésicos,Incremento de la diuresis,Arritmias cardiacas e isquemia,Disminución de la resistencia vascular periférica,D
"Paciente de 60 años con diagnóstico de hipertensión arterial y diabetes mellitus controladas, ingresa a sala de 
operaciones para colecistectomía laparoscópica. ¿Cuál es el riesgo perioperatorio que le corresponde según el sistema 
de clasificación del estado físico de la ASA?",III,I,IV,II,V,D
"¿Cuál es la mejor medida preanestésica a tomar en un paciente con patología vesicular con dolor intenso, que se 
va intervenir de colecistectomía con obstrucción biliar?",Colocar sonda nasogástrica y administrar buena hidratación,Hidratación y determinar hemoglobina y hematocrito,"Hidratación, analgesia con opioides y colocar sonda nasogástrica",Aplicar atropina y colocar sonda nasogástrica,Manejar dolorabilidad y estrés,C
¿Cuál de las siguientes es un signo tardío de la complicación anestésica denominada hipertermia maligna?,Taquicardia de causa desconocida,Fiebre,Hiperpotasemia,Rigidez muscular,Hipoxemia,B
"En relación al grado de bloqueo neuromuscular y su significado clínico, un TOF-Ratio = 0.5 corresponde a una:",Relajación abdominal,Relajación faríngea,Reducción alta del volumen corriente,Respiración espontánea con riesgo de aspiración,Respiración con suspiros,C
"Mujer de 16 años, pálida, con sangrado vaginal abundante, fue intervenida de legrado uterino con anestesia general 
simple, presentando en la etapa de recuperación excitación, sialorrea y taquicardia. ¿Cuál es el fármaco que con más 
probabilidad es el causante de esta reacción?",Pentotal,Propofol,Ketamina,Oxido nitroso,Oxitocina,C
El fármaco de elección para revertir el efecto de los relajantes musculares no despolarizantes es:,Acetilcolina,Atropina,Etilefrina,Neostigmina,Escopolamina,D
"¿Cuál es el opioide de acción ultracorta usado como adyuvante en la anestesia general, metabolizado rápidamente por 
esterasas plasmáticas y tisulares inespecíficas?",Morfina,Fentanilo,Sufentanilo,Remifentanilo,Alfentanilo,D
"El método estándar para la valoración del gasto cardiaco en el paciente bajo efecto anestésico, es el de:",Fick,La dilución de colorante,La ecografía transesofágica,El índice biespectral,Termodilución,E
"¿Cuál de los siguientes es un opiode con vida media de eliminación muy prolongada y qué en su estructura tiene una 
mezcla racémica?",Meperidina,Metadona,Morfina,Fentanilo,Remifentanilo,B
"En la técnica anestésica para cirugía laparoscópica con neumoperitoneo. ¿Cuál es el parámetro de las funciones vitales 
más importante a medir?",Capnometría,Esfingomanometría,Temperatura,Oximetría de pulso,Relajación muscular,A
¿Cuál de los siguientes relajantes musculares puede ser usado en pacientes con asma?,Succinilcolina,Atracurio,Tubocurarina,Cistracurio,Rocuronio,E
"En el adulto, la dosis óptima para poner fin a la fibrilación ventricular mediante el uso de desfibrilación bifásica es de:",100 J,250 J,150 J,300 J,350 J,C
¿Cuál es la fibra nerviosa cuya función está relacionada a la temperatura y el dolor?,A gamma,A beta,C,A delta,B,D
En la vía aérea difícil. ¿Cuál de los siguientes es un parámetro del Test de Wilson?,Movilidad de mandíbula,Talla,Distancia tiromentoniana,Mallampati,Movilidad cervical,A
"La analgesia preventiva posoperatoria de procedimientos quirúrgicos abdominales, torácicos, pélvicos o de miembros 
inferiores tiene como característica:",Baja dolorabilidad y buen estado de conciencia,Baja dolorabilidad y confort,Requiere adicionar ketamina,"Bajo dolor, buena función pulmonar y evita trombosis venosas",Reduce posible infección de herida operatoria,D
"¿Cuál es el fármaco agonista alfa 2 adrenérgico que produce sedación, hipnosis, analgesia y bloqueo simpático con un 
efecto mínimo en la respiración?",Droperidol,Propofol,Midazolam,Tiopental,Dexmedetomidina,E
¿Cuál de las siguientes es una característica de las heparinas de bajo peso molecular?,No inhiben el factor X,Para acelerar su reversión no requieren uso de plasma fresco,La semivida es más corta que de la heparina,Su efecto se revierte rápidamente después de aplicar protamina,No prolonga el TTP,E
¿Cuál de los siguientes es un efecto adverso de los fármacos intradurales utilizados en la analgesia combinada?,Prurito,Analgesia inapropiada,Fiebre,Reacción inflamatoria al catéter,Infección,A
¿Cuál de los siguientes es un relajante despolarizante con eliminación plasmática?,Atracurio,Cisatracurio,Rocuronio,Succinilcolina,Pancuronio,D
"De los agentes hipnóticos inductores de la anestesia, el que tiene acción anticonvulsiva, leve acción analgésica y bajo 
efecto antiemético es:",Propofol,Tiopental,Ketamina,Midazolam,Etomidato,A
¿En cuál de las siguientes condiciones se encuentra disminuida la presión venosa central?,Insuficiencia cardiaca derecha,Embolia pulmonar,Hipovolemia,Hipertensión pulmonar,Taponamiento pericárdico,C
"Paciente con diagnóstico de miastenia gravis, tratado con terapia anticolinesterásica, requiere ser operado 
aplicando anestesia general. ¿Cuál es la consideración a tener en cuenta en el manejo anestésico?",Si se aplica relajante muscular debe ser tipo no despolarizante,No suspender terapia anticolinesterásica,Los opiáceos son seguros,La regurgitación no se presenta,Las benzodiazepinas estan indicadas,B
"Si en una mezcla de gases cada uno ejerce la misma presión que ejercería si el solo ocupara todo el recipiente, 
estariamos refiriendonos a la Ley de:",Henry,Dalton,Boyle,Gay-Lussac,De átomos,B
¿Cuál es el fármaco que acorta el período de latencia del anestésico local en la técnica de anestesia epidural?,Opiáceo,Metil paraveno,Suero fisiológico,Adrenalina,Bicarbonato,E
"¿Cuál es el relajante muscular adecuado en la inducción anestésica de un paciente para cirugía cardiaca que presenta 
bradicardia por administración de opiáceos en la preanestesia?",Pancuronio,Vecuronio,Succinilcolina,Cisatracurio,Mivacurio,A
Según la Asociación Americana de Anestesiología - AS,4 h,2 h,6 h,1 h,8 h,A
¿Cuál de las siguientes es una condición asociada a un riesgo elevado de aspiracion broncopulmonar?,Obesidad mórbida,Talla corta,Cuello largo,Dispepsia gástrica,Tos productiva,A
¿Cuál de las siguientes es una característica del Xenón como anestésico inhalatorio?,Alta solubilidad en sangre,También produce hipertermia maligna,Lenta recuperación,No genera contaminación ambiental,Bajo costo,D
¿Cuál de las siguientes entidades es una contraindicación absoluta para el uso de tiopental?,Porfiria,Insuficiencia renal aguda,Hepatitis A,Quemadura de II grado,Hipoproteinemia,A
