questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Gestante de 36 semanas, G3P2002, con pérdida de líquido amniótico desde hace 3 días, acude por presentar dolor 
abdominal. Examen: PA: 90/60 mmHg, FC: 101 X', T°: 38,5 °C, hipersensibilidad y dolor a la palpación de fondo 
uterino, contracciones uterinas esporádicas, latidos fetales 161X', TV: cérvix blando, dehiscente, se evidencia salida de 
líquido amniótico escaso sin mal olor. Laboratorio: leucocitosis y examen de orina normal. Se inicia antibioticoterapia de 
amplio espectro. ¿Cuál es la conducta a seguir?",Observación,Cesárea de emergencia,Tocólisis,Inducción de parto,Corticoterapia,D
"Recién nacido de 5 semanas con vómitos alimentarios ""en proyectil"", que progresivamente lo lleva a una deshidratación 
moderada con alcalosis metabólica, abdomen sin alteraciones significativas. Se sospecha probable estenosis 
hipertrófica del píloro. ¿Cuál es el tratamiento quirúrgico mas recomendado?",Piloromiotomía,Piloroplastía,Derivación gastroyeyunal,Antrectomía,Gastrectomía Billroth I,A
"La interrupción repentina de la función mecánica del corazón que puede ser reversible si se realiza de inmediato una 
intervención, pero que culminará en muerte en caso de no realizarla. ¿A qué definición corresponde?",Infarto de miocardio masivo,Colapso cardiovascular,Muerte cardiaca súbita,Paro cardiaco,Shock cardiogénico,D
"Varón de 55 años consulta por cefalea, mareos y visión borrosa. Antecedente de asma con tratamiento irregular. 
Examen: FR: 20X', FC: 88X', IMC: 30, PA: 150/80mmHg. Edema en miembros inferiores, fovea(+). Cardiovascular: RC 
rítmicos, no soplos. Pulmones: roncantes y sibilantes escasos. ¿Cuál es el estudio básico en la valoración inicial de este 
paciente?","Úrea, glicemia, ecocardiograma","Hemoglobina, creatinina, albúmina","EKG, creatinina, Rx de tórax","Electrolitos, Hto, ecografía","Glucosa postprandial, TSH, úrea",C
"Gestante de 33 semanas llega por dolor y contracciones. Examen: 2 contracciones uterinas en 10 minutos, latidos 
fetales normales. TV: cérvix anterior, acortado y reblandecido, no sangrado. ¿Cuál es la conducta a seguir?",Maduración pulmonar con corticoides,Progesterona micronizada vía vaginal,Antibioticoterapia de amplio espectro,Reposo absoluto y monitoreo,Sulfato de magnesio vía endovenosa,A
¿Cuál es el tratamiento más frecuente para la luxación de la rótula?,Abrazadera en extensión,Fijación externa,Férula de yeso,Tratamiento quirúrgico,Reducción manual,E
¿Cuál es la causa mas común del derrame pleural?,Mesotelioma,Insuficiencia ventricular izquierda,Cirrosis hepática,Neumonía bacteriana,Carcinoma de mama,B
"Varón de 30 años es llevado a emergencia por odinofagia, hiporexia, baja ponderal desde hace 3 semanas, fiebre desde 
hace 1 semana y desde hace 3 días somnolencia.  Antecedente: VIH (+) dx hace 2 meses, sin tratamiento. Examen: 
PA: 120/70 mmHg, FC: 100X', FR: 24X'. To: 39oC. Sat.O2: 95%. Adelgazado, ictericia, en cavidad oral lesiones 
maculares blanquecinas que se remueven con el raspado y revelan una superficie hemorrágica. Rigidez de nuca 
(+). Laboratorio: hemocutivo y cultivo de LCR (+) Candida krusei. Creatinina: 3 mg/dl. Bil D: 3 mg/dl, Bil I: 1 mg/dl, TGO: 
300 UI/L, TGP: 200 UI/L, Endoscopia: candiadiasis esofágica. ¿Qué fármaco indica en este caso?",Ketoconazol,Anidulafungina,Griseofulvina,Flucitosina,Anfotericina B deoxicolato,B
"Gestante de 37 semanas, sin antecedentes, control prenatal adecuado; referida de centro de salud por presentar 
hipertensión. Al momento, asintomática. Examen: PA: 150/100mmHg, examen obstétrico normal. Laboratorio: 
proteínas en orina (-), Hb: 12g/dl, leucocitos: 8900/µl, plaquetas: 95000/µl, frotis de sangre periférica normal, creatinina: 
1.2 mg/dl, TGO: 67 UI/L, glucosa: 88mg/dl, DHL: 250mg/dl. ¿Cuál es el diagnóstico más probable?",Hipertensión gestacional,Hipertensión de bata blanca,Hipertensión crónica,Preeclampsia sin criterios de severidad,Preeclampsia con criterios de severidad,E
En un paciente escolar en crisis asmática. ¿Cuándo usaría sulfato de magnesio?,Crisis asmática severa,Desde el inicio de la crisis,Crisis asmática moderada,En ningún momento,Crisis asmática leve,A
"Preescolar de 6 años, con dolor e hinchazón de ambos tobillos, impotencia funcional, malestar y astenia. Dos semanas 
antes cuadro de diarrea disentérica. Examen: lesiones orales, dolor y aumento de volumen de ambos tobillos. ¿Cuál 
es el diagnóstico?",Artritis idiopática juvenil,Artritis postinfecciosa,Lupus eritematoso sistémico,Dermatomiositis juvenil,Artritis reactiva,E
"Escolar de 6 años, procede de Chincha, al día siguiente de participar en una maratón es traído a emergencia por fiebre, 
ictericia, dolor en los huesos y dolor abdominal agudo. Examen: ictérico, facies de dolor, pulmones normal, abdomen 
blando, dolor difuso, hígado a 4 cm DRCD, bazo palpable, no adenopatías, extremidades normales. Laboratorio: 
bilirrubina total: 20mg/dl, BI:18mg/dl, Hb: 8g/dl. ¿Cuál es el diagnóstico probable?",Síndrome antifosfolipídico,Miolisis aguda,Crisis hemolítica,Crisis blástica,Vasculitis,C
"Varón de 36 años que presenta hemorroides prolapsada y debe reducirse en forma manual. Según la clasificación de 
las hemorroides. ¿A qué grado corresponde?",I,III,II,V,IV,B
¿Cuál es el tratamiento más frecuente en la rotura del tendón de Aquiles?,Fijación externa,Reconstrucción con placa y tornillo,Aparato de yeso,Reconstrucción abierta,Fijación interna,C
"Preescolar de 4 años, va a emergencia por epistaxis desde hace 3 días. Hace dos semanas presentó resfrío común. 
Examen: petequias diseminadas en cuello, tronco y extremidades, algunas equimosis en piernas, no adenopatías ni 
visceromegalia. Laboratorio: leucocitos normales, plaquetas 20,000/µl, Hb: 9g/dl. ¿Cuál es el diagnóstico probable?",Leucemia linfoblástica aguda,Aplasia medular,Trombocitopenia inmune primaria,Vasculitis de Henoch Schönlein,Lupus eritematoso sistémico,C
"Adolescente de 15 años que presenta baja de peso, lanugo, interrupción de la menstruación, lesión del esmalte dental 
y callosidad en dorso de los dedos. Acude a consulta muy abrigada. ¿Cuál es el diagnóstico probable?",Anorexia nervosa,Bulimia,Psicosis,Depresión,Hipertiroidismo,A
"Albañil sufre caída del segundo piso, presenta dolor en región perineal. Examen: PA: 140/70mmHg, FC: 
110X', hematoma en región perineal que le impide la deambulación; se aprecia sangrado en el meato uretral. Rx pelvis: 
fractura de rama isquiopúbica. Se sospecha probable fractura de uretra posterior. ¿Cuál es la conducta inmediata a 
seguir?",Uretrografía retrógrada,Talla vesical,Tomografía pélvica,Cistografía,Exploración quirúrgica uretral,A
¿Cuál es el ión que está involucrado en la fisiopatología de la apoplejía isquémica?,Fósforo,Cloro,Manganeso,Calcio,Magnesio,D
"Puérpera tardía, obesa, que bruscamente presenta disnea, dolor torácico, cianosis, hemoptisis. Se sospecha de embolia 
pulmonar. ¿Cuál es el método de elección para el diagnóstico?",Ultrasonografía venosa de compresión,Angiografía por  resonancia magnética,Angiografía pulmonar con TC multidetectores,Gammagrafía pulmonar,Estudio de dímero D en plasma,C
¿Cuál es el hueso del carpo que con mayor frecuencia se fractura?,Pisiforme,Ganchoso,Escafoides,Trapecio,Semilunar,C
"¿Cuál de las siguientes manifestaciones clínicas constituye una clave para sospechar el diagnóstico del sindrome de 
Sturge Weber?",Manifestaciones digestivas,Migraña,Mancha capilar facio palpebral,Convulsiones,Retraso del desarrollo,C
"En un traumatismo de zona periorbitaria, el dolor en el movimiento ocular en sentido horizontal es un síntoma de fractura 
de...",del vértice.,pared superior.,pared externa.,pared interna.,pared inferior.,D
"RN prematuro de 28 semanas, en la primera hora de vida presenta taquípnea, retracción subcostal e intercostal, quejido 
espiratorio audible y cianosis. ¿Cuál es el diagnóstico más probable?",Cardiopatía congénita,Sindrome de aspiración meconial,Taquípnea transitoria del RN,Neumonía connatal,Enfermedad de membrana hialina,E
"Varón de 15 años que practica natación, hace 24 horas presenta dolor y prurito en oído derecho. Examen: oído derecho 
dolor a la palpación, engrosamiento de la piel del conducto externo y tumefacción. Diagnóstico: Otitis externa. ¿Cuál es 
el agente causal mas frecuente?",Streptococcus pneumoniae,Pseudomona aeruginosa,Haemophilus influenzae,Staphylococcus aureus,Streptococcus pyogenes,B
¿En qué etapa del ciclo general del desarrollo ocurre la formación de los pronúcleos femenino y masculino?,Gastrulación,Segmentación,Gametogénesis,Fecundación,Segmentación,D
"Mujer de 45 años, hospitalizada hace 4 días por celulitis de pierna derecha, en forma brusca presenta dificultad 
respiratoria y dolor torácico. Antecedente de cáncer de mama hace un año, recibe quimioterapia. Examen: cianosis de 
mucosas, FR: 28X', FC: 100X', PA: 100/60mmHg, pulmones: disminución del murmullo vesicular en base de HTD, 
cardiovascular: soplo sistólico en foco pulmonar. ¿Cúal es el diagnóstico más probable?",Neumonía intrahospitalaria,Insuficiencia cardiaca congestiva,Embolia pulmonar,Infarto agudo de miocardio,Angina inestable,C
¿Cuál de los siguientes anticonvulsivantes produce hiponatremia?,Topiramato,Fenobarbital,Carbamazepina,Lamotrigina,Fenitoína,C
"¿Cuál es la característica fisiopatológica durante la primera fase de evolución del sindrome de distrés respiratorio 
agudo?",Disrupción de la barrera endotelial,Proliferación de fibroblastos,Presencia de exudado rico en proteínas,Predominio de lesión alveolar,Pérdida de la producción de tensoactivo,E
"Mujer de 35 semanas de gestación, con diagnóstico de estenosis mitral que se agrava en el embarazo y fallece luego 
de la cesárea, constituye un caso de...",muerte materna indirecta.,muerte no obstétrica.,muerte relacionada con el embarazo.,muerte materna directa.,muerte obstétrica incidental.,A
"RN a término de 5 días de edad, presenta vómitos, diarrea, dificultad para alimentarse. Examen: ictericia, convulsiones. 
Laboratorio: hipoglicemia. Ante la sospecha de galactosemia. ¿Cuál es la terapia alimentaria a seguir?",Fórmula extensamente hidrolizada,Leche maternizada sin lactosa,Continuar lactancia materna,Fórmula parcialmente hidrolizada,Lactancia mixta,B
"Gestante a término con control prenatal adecuado, en fase activa de trabajo de parto, contracciones uterinas frecuentes 
y de buena intensidad. Presenta ruptura espontánea de membranas, luego de lo cual súbitamente se nota sangrado 
vaginal rojo rutilante en regular cantidad y desaceleraciones marcadas de la frecuencia cardiaca fetal. ¿Cuál es el 
diagnóstico más probable?",Desprendimiento prematuro de placenta,Vasa previa,Placenta previa,Ruptura uterina,Placenta acreta,B
"RN postérmino PEG, con antecedente de estrés fetal crónico, presenta a las pocas horas de vida: taquípnea, 
retracciones, quejido y cianosis. Rx tórax: infiltrados difusos, asimétricos y parcheados, zonas de consolidación en 
hemitórax derecho. ¿Cuál es el diagnóstico más probable?",Hipertensión pulmonar,Displasia broncopulmonar,Sindrome de aspiración meconial,Taquípnea transitoria del RN,Agenesia pulmonar,C
"Varón de 70 años que ha estado sano en los últimos 3 meses y viene a consulta porque hace 3 días presenta fiebre 
precedida de escalofríos y tos productiva con espectoración purulenta. Examen: T: 38°C, PA: 130/80mmHg, FC: 
100X', FR: 24X', pulmones: crepitantes en tercio medio de hemitórax izquierdo, roncus en ambos hemitórax. ¿Cuál es 
el tratamiento empírico de inicio?",Claritromicina de 500 mg VO 2v/día,Cefotaxima 2g IV cada 8 horas,Amoxicilina/ácido clavulánico 2 g VO 2v/día,Cefuroxima 500 mg VO 2v/día,Moxifloxacino de 400 mg VO/día,A
"Primigesta de 21 años a término, sin control pre natal, ingresa en trabajo de parto con dilatación de 3 cm, se realiza 
prueba rápida de VIH que resulta positiva por lo que se indica terapia antirretroviral. ¿Cuál es la conducta a seguir?",Ruptura artificial de membranas,Acentuación con oxitocina,Chance vaginal espontánea,Parto por cesárea,Tocólisis,D
"En la neumonía adquirida en la comunidad, los criterios de CURB-65 recomiendan el indispensable internamiento en la 
unidad de cuidados intensivos de los pacientes que alcanzan una puntuación de:",≥ 1.5,0,≥ 1,≥ 2,≥ 3,E
"Adolescente de 15 años acude por presentar dolor pélvico con la menstruación, náuseas, diarrea, cefalea, menarquia 
hace un año. En la evaluación se constata que no tiene enfermedad pélvica subyacente. ¿Cuál es el diagnóstico?",Dismenorrea primaria,Dismenorrea secundaria,Mittelschmerz,Endometriosis,Adenomiosis,A
"Lactante de 3 meses es llevado por los padres a emergencia por tener desde hace un día fiebre de 39°C, malestar 
general e inapetencia. Examen: normal. Ha recibido antipirético sin éxito. ¿Qué alternativa se debe considerar para 
determinar el riesgo de infección bacteriana grave tratándose de una fiebre sin foco?",Solicitar hemograma,Hospitalización del paciente,Criterios de Rochester,Escala de observación de Yale,Observación ambulatoria,C
"Varón de 64 años, fumador, diagnosticado de EPOC, con 3 episodios de exacerbación en este año; acude a emergencia 
por disnea y tos productiva que se han intensificado en la última semana. Examen: disneico, cianótico, angustiado, T°: 
38°C, PA: 120/80mmHg, FC: 110X', FR: 26X'; pulmones: sibilancias en ambos hemitórax. Laboratorio: AGA: 
hipercapnea (PCO2 49mmHg), acidosis respiratoria e hipoxemia. ¿Cuál es la principal medida a tomar?",Apoyo mecánico ventilatorio,Seleccionar la antibioticoterapia,Uso de glucocorticoides,Agonistas beta 2 por inhalación,Anticolinérgicos por vía IV,A
"La maniobra de tracción y contratracción durante el manejo activo del tercer período del trabajo de parto, se realiza para 
disminuir la posibilidad de...",disociación de membranas.,inversión uterina.,ruptura uterina.,retención placentaria.,atonía uterina.,B
"Mujer de 65 años, diabética compensada, es llevada a emergencia por sensación de desvanecimiento, disnea, mareos 
y náuseas. Examen: pálida, sudorosa y facies ansiosa. PA: 90/50mmHg, FC: 98X',  FR: 26X'. Cardiovascular: RC de 
tono bajo, rítmicos y presencia de tercer ruido. Pulmones: MV disminuidos en bases. Laboratorio: troponina I elevadas, 
EKG: lesión subepicárdica en derivadas  II, III y aVF y ondas Q. ¿Cuál es la complicación mecánica mas frecuente?",Pericarditis,Arritmias ventriculares,Insuficiencia cardiaca,Embolias sistémicas,Aneurismas ventriculares,C
"Mujer de 21 años, G0, con FUR normal hace dos semanas, presenta bruscamente dolor pélvico que se incrementa en 
horas, acompañado de nauseas y vómitos. Examen: PA: 120/70mmHg, FC: 72X', T°: 36.8°C. Abdomen doloroso a 
predominio del cuadrante inferior derecho con reacción peritoneal localizada. Examen ginecológico: útero normal, anexo 
derecho doloroso, engrosado, difícil de evaluar, no evidencia de sangrado vaginal. ¿Cuál es el diagnóstico más 
probable?",Apendicitis aguda,Mioma pediculado,Embarazo ectópico roto,Absceso tubo-ovárico,Quiste anexial a pedículo torcido,E
"Paciente de 15 años, desde hace 30 días presenta irritabilidad, pérdida de interés en las actividades, sensación de 
inutilidad, alteración del sueño y pensamientos suicidas. ¿Cuál es el diagnóstico probable?",Distimia,Transtorno bipolar,Ansiedad,Depresión mayor,Autismo,D
"Varón de 25 años, sufre accidente de tránsito con transtorno de conciencia por 1 minuto, con herida contusocortante en 
región parieto-temporal izquierda, por lo que acude a emergencia, luego de 2 horas nuevamente transtorno de 
conciencia. Tomografía cerebral: imagen hipodensa en región parietal izquierda con desplazamiento de masa encefálica 
y asimetría ventricular del mismo lado. ¿Cuál es la conducta a seguir?",Craneotomía descompresiva,Administración de manitol EV,Observación y tomografía de control,Corticoterapia sistémica,Cirugía estereotáctica,A
¿En qué circunstancia se interpreta positiva una prueba de tuberculina con induración de 8 mm?,Exposición frecuente a adultos infectados por VIH,Viajes a un país con elevada prevalencia de TBC,Enfermedad de Hodgkin,Niños que acuden a guardería,Niño con infección por HIV,E
"Adolescente de 14 años que los padres advierten que consume grandes cantidades de alimento, encuentran laxantes 
en su cuarto y la adolescente se queja que no puede controlar el apetito. ¿Cuál es el diagnóstico probable?",Fobia a ganar peso,Transtorno bipolar,Ansiedad generalizada,Pica,Bulimia nervosa,E
¿Cuál es el agente primario para el tratamiento de la crisis de ausencia generalizada?,Fenobarbital,Clonazepam,Etosuximida,Fenitoína,Carbamazepina,C
"Niño de 7 años, hace 2 días presenta ojo rojo izquierdo, al día siguiente en lado derecho, lagrimeo que aumenta al 
levantarse. Examen: congestión en ambas conjuntivas, lagrimeo, párpados pegados. Diagnóstico: conjuntivitis. ¿Cuál 
es el agente etiológico?",Coronavirus,Virus coxsackie,Herpes virus,Adenovirus,Enterovirus,D
El nodo sinusal es irrigado con mayor frecuencia por una rama de la arteria...,interventricular anterior.,marginal derecha.,coronaria derecha.,marginal izquierda.,ventricular anterior.,C
¿Cuál es el tratamiento de elección en la intoxicación por carbamatos?,Vitamina K,Atropina,Flumazenil,Acetilcisteína,Carbón activado,B
"Escolar con anemia hipocrómica, microcítica, en tratamiento con suplemento de hierro. Se desea evaluar en forma 
precoz si hay respuesta a la terapia. ¿A cuántos días de iniciado el tratamiento solicitaría recuento de reticulocitos?",6,10,3,12,8,C
Niño con diagnóstico de infección tuberculosa latente. ¿Cuál es el tratamiento?,Isoniacida,Rifampicina,Etambutol,Pirazinamida,Estreptomicina,A
"Mujer de 38 años con estreñimiento crónico, desde hace 2 meses presenta dolor intenso al defecar acompañado de 
pequeño sangrado. Examen: lesión ulcerada en cara posterior del canal anal, blanquecina de bordes tortuosos con 
fibrina en el lecho de la herida. Se diagnostica fisura anal crónica. ¿Cuál es el tratamiento más recomendado?",Dieta rica en fibra y baños de asiento,Esfinterotomía química,Esfinterotomía lateral externa,Esfinterotomía lateral interna,Fisurotomía,D
"Varón de 38 años que estuvo tomando licor todo el día, es llevado a emergencia donde después de instaurarle las 
medidas generales se le toma un dosaje sanguíneo de alcohol, encontrándose un valor de 0.20 g/100ml. ¿Cuál es el 
efecto habitual que se encuentra con este valor?",Disminución de funciones cognitivas,Incoordinación motriz,Depresión de signos vitales,Inhibiciones reducidas,Coma leve,B
¿Cuál es la causa más frecuente de obstrucción intestinal en adultos?,Cáncer de colon,Intususcepción,Íleo biliar,Bridas y adherencias,Vólvulo de sigmoides,D
Paciente con fibrilación auricular persistente e insuficiencia cardiaca. ¿Cuál es el tratamiento de elección?,Diltiazem,Verapamilo,Cardioversión,Metoprolol,Digoxina,E
"Mujer de 30 años, acude a emergencia por palpitaciones, dolor precordial y ansiedad. Examen: PA: 110/70 mmHg, FC: 
210X', FR: 24X', SaO2: 97%. EKG: complejos QRS angostos, regulares, P retrógrada luego del QRS. Luego de realizar 
maniobras vagales sin respuesta favorable. ¿Cuál es el fármaco de elección?",Metoprolol,Lanatósido,Adenosina,Amiodarona,Verapamilo,C
¿Cuáles son los alergenos que con mayor frecuencia inducen el asma?,Polen de árboles,Cucarachas,Dermatophagoides,Esporas fúngicas,Mascotas domésticas,C
¿Qué fármaco actúa como antagonista competitivo de la acetilcolina endógena en los receptores muscarínicos?,Albuterol,Metilxantina,Bromuro de ipratropio,Sulfato de magnesio,Teofilina,C
¿Cuáles son las malformaciones congénitas que se presentan con mayor frecuencia en hijos de madres diabéticas?,Osteomusculares,Del sistema nervioso central,Urogenitales,Gastrointestinales,Cardiovasculares,E
¿Cuál es un efecto secundario asociado al uso principalmente oral de ß2 agonistas en el manejo del asma?,Hipotrigliceridemia,Hipoglicemia,Hipercloremia,Hipokalemia,Hiponatremia,D
"Preescolar de 4 años que es llevado a emergencia por dificultad para caminar y para hablar. Examen: trastorno de la 
marcha, disartria y nistagmo. Madre señala que una semana antes su hijo presentó una enfermedad eruptiva. ¿En qué 
enfermedad eruptiva sospecha?",Escarlatina,Varicela,Rubéola,Eritema tóxico,Roseola,B
"Gestante de 22 semanas con embarazo gemelar monocoriónico diamniótico. Ecografía obstétrica: feto 1: peso 600g, 
edematoso, con polihidramnios; feto 2: peso 400g, no se visualiza vejiga fetal, con oligohidramnios. ¿Cuál es el 
diagnóstico más probable ?",Discordancia fetal ecográfica,RCIU selectivo,Perfusión arterial en reversa,Sindrome de transfusión feto fetal,Secuencia anemia – policitemia,D
