questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cuál es la cantidad mínima de células escamosas para evaluar la calidad de la muestra en un PAP en base líquida?,"1,000","5,000","2,000","8,000","12,000",B
"Adulto joven, con tumor dérmico nodular de 1cm, solitario en cuero cabelludo. La histología muestra células gigantes 
multinucleadas muy prominentes con citoplasma eosinófilo en vidrio esmerilado y núcleos periféricos. ¿Cuál es 
el diagnóstico más probable?",Reticulohistiocitoma,Xantogranuloma,Fascitis dérmica,Fibrosantoma atípico,Dermatofibrosarcoma protuberante,A
¿Cuál es el tumor primario de tiroides con diferenciación de células C?,Adenoma folicular,Carcinoma mucinoso,Carcinoma de células escamosas,Carcinosarcoma,Carcinoma medular,E
"¿Qué tipo de timoma guarda mayor semejanza arquitectónica con el timo normal, según la OMS?",A,AB,B1,B2,B3,C
"Adolescente de 15 años, sexo femenino, acude a consulta por presentar desde hace 1 semana dolor en axila derecha, 
asociado a un nódulo de 1cm de diámetro. Antecedente: hace tres semanas fue arañada por un gato callejero mientras 
paseba a su perro. En la zona presentó pequeñas vesículas inflamatorias alrededor de la herida. En la biopsia del 
ganglio linfático axilar. ¿Qué espera encontrar en la histología?",Granulomas sarcoideos con eosinófilos abundantes,Granulomas necrotizantes con abundantes células plasmáticas,Hiperplasia paracortical con proliferación de linfocitos T,Granulomas sarcoideos con neutrófilos,Granuloma necrotizante con levaduras en su interior,D
¿Cuál es el anticuerpo que permite determinar el tumor primario de mesotelíoma?,Calretinina,CD30,PAX2,PAX8,Ca 125,A
¿Cuál es la localización más frecuente de las úlceras duodenales?,"Segunda porción, superficie anterior","Primera porción, superficie posterior","Segunda porción, superficie posterior","Primera porción, superficie anterior","Tercera porción, superficie anterior",D
¿Cuál es el anticuerpo con patrón de tinción perinuclear en lesiones linfoproliferativas?,bCL6,CD10,Ki67,PAX5,BCL2,E
Los cuerpos de .......... son acúmulos de inmunoglobulinas en las células plasmáticas.,Verocay,Gamma gandy,Bilrroth,Ciliar,Dutcher,E
"¿Qué variante de linfoma T, se caracteriza por formar grupos de pequeños histiocitos epitelioides que no forman 
granulomas?",Lennert,Células en anillo de sello,Folicular,Células citotóxicas,Multilobulado,A
"Paciente con múltiples carcinomas basocelulares, quistes mandibulares odontogénicos, anomalías óseas en costillas, 
columna vertebral y cráneo. ¿A qué síndrome corresponde?",Rombo,Muir-Torre,Brooke-Spiegler,Gorling,Bazex,D
¿Cuál es la coloración de histoquímica que sirve para demostrar la arquitectura de la glándula pituitaria?,Reticulina,PAS,Tricrómica,Gomory,Verde metil pironina,A
¿Cuál es el factor pronóstico más importante del tumor de Wilms?,Edad del paciente,Mutación del cromosoma 1p,Estadío patológico,Localización del tumor,Histopatología,C
¿Cuál de las siguientes lesiones se asocia a PVH?,Poroqueratoma,Papulosis bowenoide,Disqueratoma verrugoso,Queratosis folicular,Molusco contagioso,B
"En la endoscopía se observa un área en el esófago distal con un cambio de coloración. En la biopsia se observa a la 
microscopía la presencia de epitelio columnar con células caliciformes, enterocitos, células de Paneth y algunas células 
neuroendocrinas. El epitelio presenta características columnares y escamosas. ¿Cuál es el diagnóstico?",Reflujo gastroesofágico,Esófago de Barrett,Tumor carcinoide,Brunneroma,Carcinoma neuroendocrino,B
¿En que capa de la piel se localiza a los corpúsculos de Meissner?,Reticular,Basal,Crestas epidérmicas,Hipodermis,Papilar,E
¿Cuáles son las cepas del PVH que se asocian a la papulosis respiratoria recurrente?,"6,11","16,18","31,33","33,35","16,31",A
"Paciente con tumor en turbante con lesiones eritematosas en la totalidad del cuero cabelludo, la histología muestra 
células basaloides, benignas. ¿Cuál es el diagnóstico más probable?",Cilindroma,Espiroadenoma,Siringoma,Acrospiroma,Tumor mixto,A
"El examen microscópico de un frotis de sangre revela eritrocitos deformes y el informe patológico indica esferocitosis 
hemolítica. ¿Cuál es la proteína defectuosa consistente con esta patología?",Espectrina,Proteina G,Hemoglobina,Anquirina,Molécula señal,A
"Paciente con inflamación en ápice dental; diente no vital producto de caries con radioluminiscencia en el ápice. La 
histología revela quiste de pared fibrosa cubierta de epitelio escamoso poliestratificado no queratinizado. ¿Cuál es la 
lesión quística más probable?",Dentígero,Odontogénico,Sialoodontogénico,Radicular,Odontogénico botrioide,D
"Los macrófagos en la cicatrización de las heridas secretan colagenasas, estromelisina, al mismo tiempo los 
macrófagos y fibroblastos secretan inhibidores de las metaloproteinasas tisulares que contrarrestan la acción de las 
enzimas líticas. ¿Cuál es el papel de los macrófagos?",Remodelado,Limpieza de restos,Reclutamiento de otras células,Estimulación de producción de la matriz,Blanqueamiento,A
