questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Varón de 43 años, atendido en emergencia por accidente de tránsito de hace 1 hora. Examen: PA 140/70 mmHg, FC 
85X'; pierna izquierda: aumento de volumen y dolor a la movilización; piel lustrosa y tensa; no se palpa pulso pedio. Se 
evidencia incremento en la presión tisular del miembro. ¿Cuál es el tratamiento indicado?",Yeso muslo pedio,Miotomía anterior,Osteotomía de tibia,Fijación externa,Fasciotomía,E
"Mujer de 42 años obesa, portadora de celulitis orbitaria que en forma brusca presenta fiebre, edema de órbita, quemosis, 
dolor orbitario intenso con oftalmoplejía. ¿Cuál es el diagnóstico más probable?",Meningioma,Aneurisma de la arteria carótida,Carcinoma nasofaríngeo,Fístula carótida-cavernosa,Trombosis del seno cavernoso,E
"Madre gestante a término en inicio de trabajo de parto, con cuadro respiratorio alto con PCR positivo a Sars Cov-2. ¿Cuál 
es la medida a tomar para evitar el riesgo de contagio al neonato?",Uso de mascarilla adecuada permanente,No lactancia materna,Separación inmediata del niño,Clampaje inmediato del cordón,Cesárea,A
"Contador de 45 años, con trabajo estable; durante el confinamiento por COVID-19 realizó trabajo remoto sin quejas; no 
ha tenido pareja ni la ha buscado; antes y después del confinamiento se encerraba en su oficina y no compartía 
actividades sociales con colegas o compañeros. Su facies es inexpresiva, no manifiesta emociones y es parco al hablar. 
Prefiere las diversiones que puede realizar en solitario. ¿Cuál es el trastorno de personalidad más probable?",Ansiosa,Narcisista,Paranoide,Evitativa,Esquizoide,E
"¿Cuál es una característica del gerenciamiento de la calidad en salud pública que tiene que ver con la implementación 
de políticas y estrategias ante la contingencia o proximidad de un daño ambiental y/o social?",Promoción de la salud,Eficiencia,Reducción de riesgo,Equidad,Efectividad,C
"Varón de 3 años, traído a emergencia por irritabilidad y palidez marcada; 4 días antes presentó fiebre, vómitos, dolor 
abdominal y diarreas sanguinolentas, que se autolimitaron. Examen: FC 120X', FR 25X', T° 37°C, PA 120/90 mmHg; 
pálido con debilidad marcada y letargia; lesiones equimóticas y petequias en extremidades. Laboratorio: Hb 8.7g/dl, 
plaquetas 30000/µl, creatinina 1.2 mg/dl; examen de orina: hematíes 50-100/campo. ¿En qué diagnóstico sospecha?",Trombocitopenia inmune primaria,Lupus eritematoso sistémico,Síndrome urémico-hemolítico,Vasculitis,Insuficiencia renal aguda,C
"Niño de 6 años con cardiopatía cianótica congénita, presenta fiebre de 39°C desde hace 7 días, vómitos, cefalea y tos 
con movilización de secreciones. Examen: FC 100X', FR 25X', SatO2 75%, T° 38°C; cianosis generalizada; subcrepitantes 
difusos; RC por fuera de línea medio clavicular, hepato esplenomegalia. Laboratorio: leucocitos 22000/µl, segmentados 
60%, Hb 17 g/dl, PCR 5 mg/dl, plaquetas 50000/µl. Luego de tomar muestras (3) para cultivo. ¿Cuál es la acción 
terapéutica inmediata?",Realizar sangría roja,Transfundir plaquetas,Iniciar antibióticos parenterales,Administrar aporte de oxígeno,Observar hasta resultados de cultivos,C
"Varón de 76 años, consulta por fatiga y malestar general desde hace 5 meses. Examen: palidez de piel y mucosas, se 
palpan adenopatías pequeñas en cuello y axilas, esplenomegalia a 5 cm DRCI. Laboratorio: Hb 8.8 g/dl, Hcto 27%, 
leucocitos: 47000/µl, linfocitos 88%, neutrófilos 7%, monocitos 1%, basófilos 0%, eosinófilos 0%, plaquetas 85000/µl. 
¿Cuál es el diagnóstico más probable?",Mieloma,Linfoma,Leucemia mieloide crónica,Leucemia linfática crónica,Mononucleosis infecciosa,D
En las neumonías extrahospitalarias. ¿Cuál es un factor de riesgo para el deterioro temprano?,pH mayor de 7.3,Albúmina sérica de 4.5 mg/dl,Infiltrados multilobares en radiografía de tórax,Saturación de oxígeno de 96%,Sodio sérico de 138 mg/dl,C
"A qué principio corresponde el siguiente enunciado: ""Justifica la inversión de programas de salud con utilización de 
evidencia, ciencia y mejores prácticas para el logro óptimo de resultados en áreas de grandes necesidades""",Proactividad,Efectividad,Eficiencia,Vigilancia,Equidad,B
"Mujer de 60 años, desde hace 1 semana presenta cansancio, epigastralgias que calman con alimentos e hiporexia. 
Examen: palidez de piel y mucosas, hoy presenta melena por lo que acude a emergencia. Examen: PA 110/60 mmHg en 
decúbito y 90/50 mmHg sentado, FC 100X' en decúbito y 110X' sentada; abdomen blando, depresible y dolor leve en 
epigastrio. Según la valoración inicial. ¿Cuál es el porcentaje de volumen sanguíneo aproximado que ha perdido?",Más de 40,5- 10,menos de 5,30-40,10- 20,E
"Varón de 32 años, llega a la emergencia, luego de haber sufrido caída pintando su casa. Sin antecedentes médicos de 
importancia. Examen: otorrea y rinorrea de secreción acuosa transparente. ¿Cuál es el nivel de la fractura?",Hueso parietal,Bóveda del cráneo,Base del cráneo,Huesos faciales,Hueso temporal,C
"Niño de 4 años, presenta erupción difusa, eritematosa papular que inició en el cuello y se extendió a tronco y 
extremidades, siendo más intenso en los pliegues de codos, axilas e ingles, piel áspera al tacto, mejillas eritematosas y 
palidez alrededor de la boca; la lengua presenta papilas engrosadas con aspecto aframbuesado. ¿Cuál es el diagnóstico?",Escarlatina,Eritema infeccioso,Kawasaki,Sarampión,Mononucleosis,A
"Gestante de 31 semanas, acude por pérdida de líquido desde hace 24 horas. Examen: T° 37.5 °C, FCF 
155X'; contracciones uterinas esporádicas. Se realiza amniocentesis. ¿Cuál es el hallazgo en líquido amniótico que 
ayudaría a determinar la presencia de probable infección intrauterina?",Polimorfonucleares disminuidos,PAPP - A elevada,Fibronectina presente,IGFBP - 1 ausente,Nivel bajo de glucosa,E
¿Cuántas semanas dura la consolidación de fracturas de huesos largos en adultos?,6 - 8,4 - 5,10 - 12,9 - 10,3 - 4,A
"Varón de 76 años, desde hace 15 días presenta gingivorragia; hoy presentó epistaxis. Examen: palidez, marcada, 
ictericia, petequias y equimosis múltiples, no visceromegalia, desorientado en tiempo y persona. Laboratorio: Hb 8 g/dl, 
plaquetas 3000/µl, leucocitos normales, test de Coombs (-), bilirrubinas totales 4.5 mg/dl, bilirrubina indirecta 3.2 mg/dl, 
reticulocitos 15%, DHL 760 U/l. ¿Cuál es el diagnóstico más probable?",Purpura trombocitopénica autoinmune,Púrpura trombótica trombocitopénica,Anemia aplásica,Lupus eritematoso sistémico,Leucemia linfocítica aguda,B
"Mujer de 55 años, refiere crisis repentinas de dolor facial relampagueante e insoportable, en forma de pinchazos, que 
puede durar 15 minutos o más. ¿Cuál es la afectación anatómica?",Nervio bucal,Nervio cigomático,VII par craneal,V par craneal,VI par craneal,D
"En el Síndrome de transfusión feto-fetal, el gemelo ""donante"" puede desarrollar principalmente...",policitemia.,déficit del neurodesarrollo.,parto pretérmino.,falla cardiaca.,oligohidramnios.,E
"Varón de 22 años, desde hace tres días presente fiebre, tos y dolor toráxico.  Examen: taquipnea, politirajes; Pulmones: 
vibraciones vocales aumentadas en tercio medio de hemitórax derecho, crepitantes y soplo tubárico. ¿Cuál es el agente 
etiológico probable?",Acinetobacter sp,Streptococcus pneumoniae,Pseudomonas aeruginosa,Mycobacterium tuberculosis,Klebsella pneumoniae,B
"Según el test peruano de evaluación del desarrollo del niño en el área del lenguaje comprensivo; cuando se le ofrece una 
pelota a un niño y al pedírsela con una orden simple: ""Dame la pelota"", entrega el objeto. ¿A qué edad cronológica en 
meses corresponde?",7,11,9,8,6,B
"¿Qué porcentaje del volumen sanguíneo, constituyen los leucocitos?",1%,5%,3%,4%,2%,A
"Varón de 68 años, consulta por presentar hace una hora en forma brusca palpitaciones. Ver EKG adjunto ¿Cuál es el 
diagnóstico?",Fibrilación auricular,Taquicardia participación vía accesoria,Taquicardia reentrante nodal,Flutter auricular,Taquicardia auricular,A
"Varón de 5 años, presenta durante 3 días erupción máculo papular rosada y algunas equímosis en ambas piernas, desde 
hace 2 días dolor en rodillas, dolor abdominal postprandial y vómitos alimentarios. Examen: FC 88X', FR 18X', T° 37°C; 
pápulas rosadas confluentes, petequias en ambas piernas que se extienden a tobillos y nalgas; dolor al movilizar ambas 
rodillas, no signos de flogosis; abdomen: dolor difuso a la palpación profunda. ¿Cuál es el diagnóstico más probable?",Vasculitis por hipersensibilidad,Trombocitopenia inmune primaria,Artritis reumatoide juvenil,Púrpura de Henoch-Schönlein,Poliartritis nudosa,D
"Varón de 55 años, hace 4 horas presenta dolor retroesternal intenso que se irradia al cuello y hombro izquierdo, 
palpitaciones y diaforesis. Examen: PA 100/60 mmHg, FC 100X'; EKG de dudosa interpretación. ¿Qué prueba ideal 
solicitaría para aclarar el diagnóstico?",Troponina,CK-MM,Transaminasas,Aldolasa,Deshidrogenasa láctica,A
"Varón de 52 años, diabético es llevado a emergencia por presentar desde hace una semana somnolencia, hiporexia y 
deterioro progresivo del estado de conciencia. Hoy oligoanuria. Examen: soporoso, deshidratado; FR 24X', FC 98X'; 
pulmones: no estertores. Laboratorio: glucosa 700 mg/dl, pH 7.35, HCO3 25 mEq/dl, Cr 2.0 mg/dl. ¿Cuál es el diagnóstico?",Acidosis láctica,Estado hiperosmolar,Cetoacidosis diabética,Encefalopatía urémica,Sepsis foco urinario,B
"Gestante a término, sin control previo. Laboratorio: Hb 9.7 g/dl, hematocrito 30%, VCM 75 fl. ¿Cuál es el diagnóstico?",Anemia microcítica,Producción disminuida de glóbulos rojos,Anemia dilucional,Anemia macrocítica,Anemia normocítica,A
"¿Cuánto tiempo en meses debe durar el tratamiento con hierro en los niños entre 6 meses y 11 años de edad, que han 
sido diagnosticados de anemia ferropénica?",9,6,2,4,3,B
"En el momento del nacimiento se aprecia que un niño presenta genitales externos ambiguos; no existe pene y el clítoris 
se encuentra significativamente aumentado. La evaluación cromosómica muestra un genotipo XX. Se descubre que tiene 
ovarios pero no testículos. Las pruebas confirman la ausencia congénita de la enzima corticosuprarrenal 21 β-hidroxilasa. 
¿Cuál sería el tratamiento adecuado?",Corrección quirúrgica y tratamiento hormonal,No requiere intervención hasta esperar desarrollo,Sólo tratamiento hormonal,Sólo tratamiento quirúrgico,Conducta expectante,A
"¿Qué antidiabético indicaría a una mujer de 59 años con glucosa sanguínea 170 mg/dl y enfermedad renal crónica estadio 
4?",Glicazida,Glimepirida,Metformina,Linagliptina,Glibenclamida,D
"Varón de 58 años, presenta hace 6 meses orinas espumosas y edema de miembros inferiores. Antecedente de diabetes 
mellitus 2, dese hace 5 años con tratamiento irregular. Examen: PA 140/90 mmHg, FC 98X'. Laboratorio: creatinina 1.2 
mg/dl, Na 140 mEq/l, K 4 mEq/l. ¿Cuál es el tratamiento más adecuado para el control de la presión arterial?",Enalapril,Nifedipino,Furosemida,Hidroclorotiazida,Propranolol,A
"Primigesta de 31 años, sin control prenatal, con contracciones frecuentes e intensas. Examen: AU 30 cm; FCF 132X'; 
TV dilatación de 6 cm, se palpa que el hombro fetal se ofrece hacia la pelvis. ¿Cuál es la complicación más frecuente que 
podría ocurrir?",Prolapso de cordón,Daño del plexo braquial,Prolapso de brazo,D.P.P.,Ruptura uterina,C
"De acuerdo al potencial epidémico de enfermedades transmisibles pos desastres, es más probable que se presente un 
síndrome diarreico agudo no específico si hay...",hacinamiento.,falta de control bromatológico.,elevación la temperatura ambiental.,contaminación de agua y alimentos.,alimentación en masa.,D
"¿Cuál es el diseño de estudio que permite medir el efecto de los tratamientos en la pandemia de COVID-19 en aquellos 
que tuvieron factores de exposición diversa, puede calcularse la tasa de incidencia, además de describir la historia natural 
de la enfermedad?",Ensayo comunitario,Ensayo clínico,Transversal analítico,Cohorte,Caso control,D
"Varón de 25 años, hospitalizado por diagnóstico de tuberculosis cerebral e infección por VIH, cursa con ausencia de 
actividad psicomotora, resistencia leve y constante al cambio de postura al ser examinado, respuesta verbal ausente y 
ecopraxia. Tomografía cerebral normal. ¿Cuál es el cuadro clínico que presenta el paciente?",Catatonia,Delirium tremens,Estupor,Delirio,Esquizofrenia,A
"¿Cuál de los siguientes fármacos, tiene como mecanismo de acción incrementar la secreción de insulina por las células 
beta del páncreas?",Metformina,Acarbosa,Empaglifozina,Glimepirida,Linagliptina,D
"Diabético de 68 años, desde hace 3 semanas presenta dolor persistente de oídos, con cefalea y prurito; desde hace 5 
días secreción purulenta por el oído derecho. Examen: PA 150/80 mmHg, FC 95X', T° 38°C. Otoscopía: tejido de 
granulación descamativo en el piso del CAE, con zonas de necrosis. Cultivo de secreción positivo para Pseudomona. 
¿Cuál es el diagnóstico?",Sinusitis crónica,Otitis media crónica,Otitis externa crónica,Otitis externa maligna,Otitis media aguda,D
¿Cuáles son las estructuras que forman parte del Nivel II del sistema de sostén del útero y la vagina?,Músculo elevador del ano y  fascia endopélvica,Uniones paravaginales hacia el arco tendíneo,Ligamentos uterosacros y ligamentos cardinales,Cuerpo perineal y hiato genital,Porción distal de la vagina,B
"Lactante de 4 meses que inició alimentación con fórmula hace 2 meses, presenta diarrea crónica y lesiones dérmicas 
extensas vesículoampollosas eczematosas, secas, descamativas, psoriasiformes, que abarcan mejillas, zona perioral, 
codos, tobillos; retraso del crecimiento; alopecía; infecciones bacterianas recurrentes. ¿En qué deficiencia de 
micronutriente sospecha?",Zinc,Hierro,Cobre,Calcio,Magnesio,A
"Varón de 68 años, portador de sonda vesical, acude a emergencia por insuficiencia respiratoria y fiebre. Examen: 
soporoso; PA 90/60 mmHg,  FC 98X', FR 22X'; geniturinario presencia de sonda foley con volumen de orina escasa y 
purulenta. Laboratorio: leucocitosis con deviación izquierda. ¿Qué espera encontrar?",Nivel sérico de lactato disminuido,Presión de la oclusión de la arteria pulmonar,Disminución de liberación de óxido nitroso,Resistencia vascular sistémica está aumentada,Gasto cardiaco normal o aumentado,E
"Varón de 5 meses, traído a emergencia por dificultad respiratoria marcada, inició hace 3 días con rinorrea, tos persistente, 
fiebre y rechazo a la lactancia. Sin antecedentes patológicos. Examen: T 37.5°C, FC 124X', FR 54X', SatO2 92%; 
retracciones intercostales, supraesternal, disbalance tóracoabdominal; tórax y pulmones: sibilancias inspiratorias y 
espiratorias en ACP. ¿Cuál es el diagnóstico más probable?",Laringotraqueitis,Reflujo gastroesofágico,Bronquiolitis aguda,Insuficiencia cardíaca,Tos ferina,C
¿Qué tipo de vacuna es la que se aplica contra la varicela?,RNA,Virus inactivados,Virus vivo atenuado,Recombinante,Conjugada,C
"Gestante de 32 semanas, ingresa por eclampsia, presenta oliguria sostenida. Examen: PA 200/80 mmHg; recibe múltiples 
fármacos. En horas presenta letargia, debilidad progresiva y disminución de los reflejos osteotendinosos. ¿Cuál es el 
fármaco causante de dichos hallazgos?",Labetalol,Gluconato de calcio,Nifedipino,Sulfato de magnesio,Clonidina,D
"Mujer 35 años es llevada a emergencia por sangrado vaginal profuso desde hace 12 horas. Examen: soporosa, pálida, 
frialdad de extremidades. PA 90/60 mmHg, FC 110X'. Eco fast: embarazo ectópico roto. ¿Cuál es el tratamiento inicial?",Norepinefrina,Albumina,Dobutamina,Corticoides,Cristaloides,E
"Mujer de 56 años, con diabetes mellitus insulinodependiente. Enfermedad vírica reciente le causó pérdida de apetito, 
fiebre y vómitos; por disnea fue ingresada a UCI. Examen: sequedad de membranas mucosas y disminución de la 
turgencia cutánea; respiración profunda y rápida. Laboratorio: orina contiene glucosa y cetonas. ¿Cuál es el tratamiento 
adecuado?",Antidiabéticos orales,Hidratación e insulina,Antivirales,Sólo Insulina,Hidratación y antibióticos,B
"Neonato de una semana de edad que recibe lactancia materna exclusiva; madre pregunta si esta bien dar a su hijo media 
onza de agua una vez por día, porque donde vive la temperatura ambiental es de 36°C. ¿Cuál es la respuesta debida?","No, porque hay riesgo que el agua esté contaminada","Sí, porque así evita que el niño se deshidrate","Sí, para disminuir la densidad calórica de la leche en",Es controversial ofertar agua adicional al neonato,"No, porque la leche materna tiene suficiente agua",E
"Mujer de 40 años, acude por fatiga, insomnio, palpitaciones y baja de peso. Examen: FC 100X'; piel tibia y húmeda; bocio 
palpable. Usted sospecha de la presencia de inmunoglobulinas que se unen los receptores de TSH ubicados en ...... de 
la célula del folículo tiroideo.",membrana basal,interior de los lisosomas,retículo endoplásmico,el coloide,borde luminal,A
"Niño de 5 años, presenta desde hace un mes prurito generalizado a predominio nocturno. Examen: se evidencia en piel 
de muñecas, espacios interdigitales, tobillos, glúteos y genitales erupción micropapular eritematosa; en tronco y 
extremidades micro costras puntiformes de distribución lineal. ¿Cuál es el tratamiento de elección?",Corticoides tópicos,Cremas azufradas,Permetrina,Antihistamínicos orales,Retinoides,C
"Varón de 48 años VIH negativo; desde hace 3 semanas presenta fatiga, malestar general. Hace una semana fiebre, 
cefalea y vómitos. Examen: PA 120/60 mmHg; FC 60X', FR 18X', T 39.6°C; somnoliento, rigidez de nuca y Kerning 
presentes. Laboratorio:  Glucosa 100mg/dl, LCR turbio, Presión 24 cm de H2O, leucocitos 450/µl (100% mononucleares), 
glucosa 40 mg/dl, proteinas 180 mg/dl. ¿Qué meningitis es la más probable?",Sifilítica,Tuberculosa,Viral,Bacteriana,Criptococósica,B
"Mujer de 50 años, en forma brusca presenta movimientos tónico-clónicos en miembro superior izquierda que se iniciaron 
en dedos de la mano. EEG: descargas anormales en región cortical derecha que controla los movimientos de la mano. 
¿Qué anticonvulsivante de primera elección usaría?",Fenobarbital,Ácido valproico,Carbamazepina,Topimarato,Gabapentina,C
¿Cuál es la metodología cuantitativa que resume los hallazgos de estudios con diferentes diseños?,Estudio de cohorte multicéntrico,Metaanálisis,Estudios ecológicos,Ensayo clínico con más de dos brazos,Revisión sistemática,B
"Neonato de 2 semanas, traído por la madre, quien refiere que presenta eliminación de saliva abundante luego de iniciar 
la lactancia acompañado de tos y ""atoro"". Examen: abdomen distendido, blando y depresible. Se diagnostica atresia 
esofágica y se desea saber si existe la fístula traqueoesofágica. ¿Cuál es el examen a solicitar?",Rx. esófago con contraste,Tomografía de tórax,Mediastinoscopía,Toracoscopía,Rx. simple de tórax,A
"Gestante en periodo expulsivo; luego de salida de cabeza fetal Ud. nota que el hombro se encuentra impactado sobre la 
sínfisis materna. Procede a realizar la maniobra de Mc Roberts con presión suprapúbica pero el hombro anterior no es 
liberado. ¿Cuál es el procedimiento a seguir?",Sinfisiotomía,Cleidotomía,Maniobra de Rojas,Maniobra de Zavanelli,Extracción del brazo posterior,E
¿Cuál es un factor de riesgo para atonía uterina?,Trabajo de parto prolongado,Desgarro vaginal,RCIU,Alumbramiento dirigido,Prematuridad,A
"Gestante de 41 semanas por ecografía del primer trimestre, con pruebas de bienestar fetal adecuadas. TV: cérvix blando, 
anterior, dilatación 0, borramiento 50% y estación 0. ¿Cuál es el manejo?",Observación,Inducir el parto,Repetir las pruebas en una semana,Programar para cesárea,Madurar el cérvix,B
"Lactante mujer de 10 meses, presenta desde hace 2 días fiebre de 39°C, llanto intenso y rechazo a la lactancia; hace un 
día erupción en cara y cuerpo. Examen: T° 39°C, FC 124X', FR  34X'; pápulas eritematosas, vesícula, algunas costras en 
cara, cuero cabelludo, tronco y zona proximal de las extremidades; lesiones ulceradas en la mucosa orofaríngea y vagina. 
¿Cuál es el diagnóstico más probable?",Viruela simia,Eritema infeccioso,Rickettsiosis exantemática,Varicela,Roseola infantil,D
"Mujer de 28 años, sufre agresión con objeto contundente en la cabeza, presentando cefalea y desorientación. Examen: 
función motora: localiza dolor al estímulo; muestra confusión al preguntarle por tiempo y espacio; no muestra apertura 
ocular. ¿Qué calificación le corresponde en la Escala de Glasgow?",13,9,12,8,10,E
"Gestante obesa de 12 semanas que acude a consulta, tiene el antecedente de bebe macrosómico en parto anterior. Se 
le solicita glicemia en ayuna la cual sale normal. ¿Cuál es el paso a seguir?",Repetir su glicemia a la semana,Solicitar test de tolerancia a las 28 semanas,Controlar su glicemia cada dos semanas,Dar dosis profiláctica de insulina,Continuar con su control prenatal normal,B
"Niño de 5 años con asma persistente severa, usa habitualmente inhaladores agonista beta adrenérgicos y corticoides. 
Visto en emergencia por severa dificultad respiratoria, le indican nebulizaciones con salbutamol cada 20 minutos, por dos 
horas y corticoide sistémico. Si el paciente empieza a presentar arritmias. ¿Qué disturbio metabólico explica este 
evento?",Hipernatremia,Hipercalcemia,Hiperkalemia,Hipocalcemia,Hipokalemia,E
"Se procederá al manejo activo del tercer periodo del trabajo de parto, siguiendo a la salida del hombro anterior o 
inmediatamente después del nacimiento del bebé y antes del clampaje y corte del cordón. ¿Cuál es la droga de elección 
a emplear?",Misoprostol,Sintometrina,Oxitocina,Ergometrina,Carboprost,C
"Varón de 48 años diabético, consulta por presentar hace una semana tos productiva, dolor torácico y disnea; con reflujo 
gastroesofágico. Examen: MEG, FC 98X', FR 24X', T° 38°C. Tórax y pulmones: politirajes, VV abolidos; matidez; MV 
ausente. Rx de Tórax: cavidad de pared gruesa con nivel hidroaéreo. ¿Qué prueba diagnóstica solicitaría?",Mielocultivo,Hemograma,Tomografía pulmonar,Cultivo de esputo,Aspiración transtraqueal,C
"Mujer de 35 años, hospitalizada, en tratamiento con clindamicina EV, al quinto día presenta diarreas acuosas 
sanguinolentas con moco y dolor abdominal tipo cólico. Examen: abdomen distendido, dolor fosa iliaca izquierda. ¿Cuál 
es el agente etiológico más probable?",Giardia lamblia,Clostridium difficile,Campilobacter jejuni,Escherichia coli,Entamoeba histolytica,B
"Mujer de 35 años, G1P0, con 10 semanas de gestación; no antecedentes; acude a su primer control prenatal.  Ella desea 
conocer cuál es el riesgo de que su bebé pueda presentar trisomía 21. ¿Cuál sería la mejor recomendación?",Realizar amniocentesis,Biopsia de vellosidades coriales,Determinar AFP,Valorar hueso nasal y ductus venoso,Tamizaje con test combinado,E
¿En qué tipo de fracturas o condiciones se utiliza la fijación externa?,Sin lesiones vasculares asociadas,Pacientes inestables pero que tolere anestesia,Abiertas,En pacientes inestables que toleren hemorragia,Complejas que precisan reducción abierta y fijación,C
"Varón de 30 años, luego de una gresca presenta herida profunda a nivel del pómulo. Para poder suturar adecuadamente. 
¿Cuál es la ubicación anatómica en donde se debe de aplicar la anestesia?",Fosa retromolar,Nasofaríngeo,Región infraorbitaria,Directo en la herida,Maxilar superior,A
"Varón de 35 años, que el año pasado presentó COVID-19; no tuvo necesidad de uso de oxígeno ni de hospitalización. 
Sin embargo, refiere persistencia de no percibir sabores salados. ¿Qué estructura de la lengua está comprometida en 
dicha sintomatología?",Las papilas caliciformes,Las papilas foliadas,Las papilas fungiformes,Las células de soporte,Las microvellosidades,C
"Abogada de 43 años, se queja siempre ante su jefe de ser postergada en el estudio a pesar de sus grandes méritos; sin 
embargo, su rendimiento es promedio. Grita a las asistentes si no hacen de inmediato lo que les ordena; afirma 
continuamente que es la mejor abogada del estudio y se enoja si elogian a su colega, de mejor trato con el personal, 
profesora universitaria y que hace trabajos de mayor calidad que el suyo. ¿Cuál es el trastorno de personalidad más 
probable?",Narcisista,Histriónica,Obsesiva,Esquizotípica,Neurótica,A
