questions,option_A,option_B,option_C,option_D,option_E,correct_answer
¿Cuál de las siguientes arterias NO pertenece a la circulación anterior?,Comunicante posterior,Cerebral posterior,Comunicante anterior,Cerebral media,Hipofisiaria superior,B
¿Cuál de los siguientes NO puede ser una causa de HSA perimesencefálica?,Enfermedad de moya moya,Traumatismo craneal,Apoplejía hipofisaria,Abuso de heroína,Hipertensión arterial,D
"En el Síndrome de hipertensión endocraneana descompensado, en la fase de deterioro rostro caudal. ¿Cómo están las 
pupilas en la etapa diencefálica temprana?",Normales,Pequeñas hiporreactivas,Midriáticas,Intermedias arreactivas,Pequeñas hiperreactivas,B
¿Cuál de las siguientes NO es una característica de los aneurismas intracraneales?,Los aneurismas intracraneales que producen HSA,La existencia de un AI es un factor que asegura una,Los aneurismas que más frecuentemente se rompen,Las mujeres y los fumadores padecen más de,Es la HTA un principal factor de riesgo para ruptura,B
"Un albañil sufre un accidente laboral, cae desde 6 m de altura; presenta dolor intenso a nivel lumbar y déficit de la 
extensión contra gravedad de los dedos del pie derecho. Habrá que pensar en lesión de la raíz...",L-3.,L-4.,S-1.,S-2.,L-5.,E
"B. L-4. 
C. S-1. 
D. S-2. 
E. L-5. 
 
20. La sacudida del dedo es un reflejo que se pierde cuando hay lesión entre...",C5 y C6.,C2 y C3.,C4 y C5.,D3 y D4.,C7 y D1.,E
"B. C2 y C3. 
C. C4 y C5. 
D. D3 y D4. 
E. C7 y D1. 
 
21. ¿Cuál es la neoplasia más frecuente que se origina en el cuerpo calloso?",Ependimoma,Meningioma,Oligodendroglioma,Esclerosis múltiple,Glioblastoma multiforme,E
"Si se recibe a un motociclista que se ha estrellado contra un árbol, consciente, sin lesiones externas relevantes, ventilación 
espontánea, pero sin movilidad ni sensibilidad en las extremidades. ¿Cuál es el rango de nivel segmentario en el que se 
encuentra la lesión medular?",Cervical C1-C4,Torácico T1-T3,Torácico T4-T8,Torácico T9-T12,Cervical C6-C8,E
¿Cuál es considerado un tumor cerebral secundario?,Astrocitoma,Oligodendroglioma,Intramedular,Ependimoma,Meningioma,C
"Varón de 32 años, llega a la emergencia, luego de haber sufrido caída pintando su casa. Sin antecedentes médicos de 
importancia. Examen: otorrea y rinorrea de secreción acuosa transparente. ¿Cuál es el nivel de la fractura?",Bóveda del cráneo,Huesos faciales,Hueso temporal,Hueso parietal,Base del cráneo,E
La pérdida del reflejo rotuliano. ¿A qué raíz de la hernia discal se debe?,L1,L4,L5,S1,S2,B
"Mujer presenta tumor en la cisterna del ángulo pontocerebeloso. RMN cerebro: T1 hipointensa a intermedia, T2 
hiperintensa. Con contraste: intenso refuerzo. ¿Cuál es el diagnóstico más probable?",Meningioma,Hemangiopericitoma,Linfoma,Paraganglioma,Schwannoma del acústico,E
"Varón de 32 años que sufre traumatismo de cráneo, presenta asimetría facial con imposibilidad de cerrar el ojo derecho 
y desviación de la comisura labial al lado izquierdo, se evidencia salida de líquido cristalino por el CAE. ¿Cuál es el 
diagnóstico?",Fractura del peñasco temporal más fístula de LCR,Contusión hemorrágica frontal izquierda más fístula,Estrés postraumático asociado a rinitis más fístula de,Fractura de base de cráneo mas fístula de LCR,Contusión hemorrágica parietal izquierda más fístula,D
"Paciente varón con cefalea moderada, rigidez de nuca y parálisis de pares craneales. ¿Cuál es el grado según la 
clasificación del estado neurológico según Hunt-Hess?",III,II,I,IV,V,B
"Niño de 3 años, presenta crisis epilépticas, ceguera, retraso mental. RMN cerebro: hendidura cerebral ancha que se 
extiende desde el ventrículo hasta la superficie cortical y está cubierta de sustancia gris heterotópica. ¿Cuál es el 
diagnóstico?",Hemimegalencefalia,Enfalocele,Lisencefalia,Esquisencefalia,Paquigiria,D
"Varón de 35 años, que el año pasado presentó COVID-19; no tuvo necesidad de uso de oxígeno ni de hospitalización. 
Sin embargo, refiere persistencia de no percibir sabores salados. ¿Qué estructura de la lengua está comprometida en 
dicha sintomatología?",Las papilas foliadas,Las papilas caliciformes,Las papilas fungiformes,Las microvellosidades,Las células de soporte,C
"Mujer de 30 años con neurofibromatosis tipo II y dolor lumbar. RMN columna: lesiones extramedulares extradurales con 
calcificaciones, T1: señal intermedia, T2: señal intermedia a levemente hiperintensa. Con contraste: refuerzo 
heterogéneo. ¿Cuál es el diagnóstico?",Meningioma,Neurofibroma,Paraganglioma,Metástasis leptomenígea,Hemangiopericitoma,A
¿Cuál de las siguientes medidas empeora el síndrome de hipertensión intracraneana?,Hipotensión sostenida,Administración IV de dexametasona,Hiperventilación,Administración de Manitol,Evacuación de masa intracraneana,A
"Mujer de 55 años, refiere crisis repentinas de dolor facial relampagueante e insoportable, en forma de pinchazos, que 
puede durar 15 minutos o más. ¿Cuál es la afectación anatómica?",VI par craneal,VII par craneal,Nervio cigomático,Nervio bucal,V par craneal,E
¿Cuál es la localización más frecuente de la hemorragia cerebral hipertensiva?,Cerebelo,Ganglios basales,Bulbo raquídeo,Protuberancia,Lóbulo frontal,B
"¿Qué se debe sospechar en un paciente con hiponatremia, hipertensión y osmolaridad sérica baja tras una HSA?",Síndrome pierde sal cerebral,Hipercortisolemia,Hiperaldosteronemia,Mielinólisis pontina,SIHAD,E
¿Cuál es la mejor prueba diagnóstica para el diagnóstico de vasoespasmo cerebral?,Cuadro clínico,Angiografía con sustracción digital,Angioresonancia,Angio TC,Doppler transcraneal,B
"Varón de 20 años que cae por la escalera desde el 2° piso, presentando traumatismo craneal con pérdida de conciencia 
por 5 minutos. Posteriormente Glasgow 12, con cefalea y vómitos. ¿En qué condición está indicada la cirugía?",Hematoma subdural de 8 mm de espesor sin desvío,Contusión cerebral fronto-parietal de 15 cm3 con,Hematoma epidural fronto-parietal de 10 mm de,Hematoma subdural frontoparietal de 15 mm de,Hematoma epidural frontal de 8 mm de espesor,D
¿Cuál es la localización de los ependimomas mixopapilares?,Cuarto ventrículo,Tercer ventrículo,Ventrículo laterales,Plexo coroideo,Filum terminale,E
¿Cuál es la localización más frecuente de los aneurismas de la circulación posterior?,Cerebelosa postero inferior,Top de la basilar,Vertebrobasilar,Cerebelosa antero inferior,Cerebelosa antero superior,B
"En relación a las cisternas subaracnoideas. ¿A qué cisterna corresponde, la que radica en la parte superior del cuerpo 
calloso y en la superficie superior del cerebelo?",Quiasmática,Cuadrigémina,Pontina,Interpendicular,Cerebelobulbar posterior,B
¿Cuál es la indicación adecuada en el paciente con hipertensión endocraneana?,Mantener la PIC debajo de 10 mm Hg y presión de,Mantener la PIC debajo de 20 mm Hg y presión de,PIC se mantiene < 10 mm Hg se indica la sedación e,Mantener la cabeza elevada en 10° y en posición,PIC para disminuirla en primera instancia consiste,B
"¿Cuál de las siguientes opciones no se trata de una aplicación neuroquirúrgica principal de los sistemas de 
neuronavegación craneal en neurooncología?",Identificación de estructuras anatómicas cerebrales,Selección de trayectorias craneales seguras para la,"Orientación intraoperatoria al cirujano, respecto de la",Los sistemas de neuronavegación ayudan a localizar,Diagnóstico patológico por imagen del tumor,E
Varón de 20 años que sufre un traumatismo craneal grave puede presentar la siguiente complicación diferida:,Diabetes mellitus,Hidrocefalia,Mutismo acinético,Hipotiroidismo,Enfermedad de Parkinson,B
"¿Cuál es el síndrome que se presenta con infección del hueso petroso, secundaria a otitis media, causante de paresia 
ipsilateral del VI y VII nervios craneales?",Benedikt,Nothnagel,Gradenigo,Foville,Weber,C
"Varón con traumatismo en región temporoparietal. TEM de cerebro sin contraste: presenta imagen hiperdensa biconvexa 
ubicado entre el cráneo y la duramadre. ¿Cuál es el tipo de hematoma descrito?",Epidural,Difuso,Subdural,Hygroma,Subaracnoideo,A
"La pérdida de sensibilidad térmica y dolorosa bilateral entre los niveles D3 y D6, con sensibilidad conservada por encima 
y debajo de la lesión. ¿Cuál es la sospecha diagnóstica?",Polineuropatía de fibras finas,Polirradiculopatía,Lesión cordonal anterior,Lesión centromedular,Lesión cordonal posterior,D
"Varón de 1 año, presenta cráneo grande y un retraso leve del neurodesarrollo. Examen: hidrocefalia; signos vitales 
conservados. La TC y la RM revela signos de agrandamiento del sistema ventricular, con espacios subaracnoideos 
prominentes. ¿Cuál es el probable diagnóstico?",Hidrocefalia por citomegalovirus,Hidrocefalia externa benigna,Hidrocefalia por toxoplasma,Hematoma subdural,Higroma del lactante,B
"En el manejo de la hipertensión endocraneana por traumatismo craneal, es correcto iniciar el manejo mediante:",Manitol 20% IV 0.25-1 g/kg c/4-6 h,Elevación de la cabeza 10 grados,Hiperventilación a 20-25 mmHg continua,Derivación ventrículo peritoneal,Dexametasona 4 mg EV c/8 h,A
"Mujer de 15 años, sufre impacto directo en la cabeza por una piedra, posteriormente exoftalmos pulsátil, soplo audible, 
intensa quemosis conjuntival. Nos indicaría:",Hematoma subdural crónico,Fístula carótida cavernosa,Trombosis del seno venoso sagital,Hidrocefalia postraumática,Fractura de la base del cráneo,B
"En cuanto a la clasificación ASIA (Asociación Estadounidense de Lesiones Medulares); la lesión incompleta: función 
motora conservada por debajo de la lesión con un grado de fuerza mayor de 3. ¿A qué grado corresponde?",D,E,C,A,B,A
¿Cuál es el tumor primario más frecuente de fosa posterior en el adulto?,Astrocitoma,Ependimoma,Hemangioblastoma,Oligodendroglioma,Tumor neuroectodérmico primitivo,C
"¿Cuál es la neoplasia maligna que se caracteriza por presentar patrón de crecimiento angiocéntrico en el sistema nervioso 
central?",Glioblastoma multiforme,Linfoma primario del SNC,Hemangioblastoma,Meduloblastoma,Oligodendroglioma,B
¿Cuál es el nervio craneal oculomotor que se afecta con más frecuencia en la hipertensión intracraneal idiopática?,III,IV,V,VI,VII,D
La posición de Jannetta en una neurocirugía es conocida como la posición...,decúbito supino.,hemilateral.,decúbito prono.,lateral.,sentada.,B
¿Cuál de los siguientes patrones de sangrado subaracnoideo tiene mejor pronóstico?,Silviano,Intraventricular,Perimesencefálico,Supraselar,Interhemisférico,C
"Varón de 19 años, hace 4 horas sufre caída de altura y es trasladado a emergencia por dolor intenso cervical y hormigueo 
en las extremidades superiores. Examen: PA 90/60 mmHg, FC 98X', FR 24X', SatO2 98%; sensibilidad y motricidad 
conservada. Rx: fractura de C3 sin desplazamiento. RMN cervical no hematoma. ¿Cuál es la indicación más apropiada?",Mantener pO2 >90 mmHg,Descompresión quirúrgica,Fijación con placas,Tracción cervical,Hidrocortisona 100 mg EV,D
¿Cuál es el estudio de elección en el traumatismo craneal agudo?,TEM sin contraste,RMN sin contraste,TEM con contraste,Radiografía de cráneo,RMN con contraste,A
La presión intracraneana es el resultado de la combinación de las presiones...,atmosférica y la presión de llenado.,"atmosférica, volumen intracraneano y la presión de","hidrostática, posición del enfermo y atmosférica.",de elastancia y perfusión cerebral.,"atmosférica, hidrostática y la presión de llenado.",E
"En el estudio de RM convencional, Flair y difusión, de un paciente con accidente cerebrovascular isquémico hiperagudo 
(<6 horas). ¿Cuál es el signo radiológico que lo caracteriza?",Corteza hiperintensa en T2,Dilatación de ventrículos,Arteria hipointensa,Transformación hemorrágica,Encefalomalacia,C
¿Cuál es un factor neurógeno que influye en el flujo sanguíneo cerebral?,Anestésicos,PaCO2,Vía extracraneal simpática,Temperatura,Viscosidad sanguínea,C
¿Cuál es la reacción celular más frecuente frente a una lesión del SNC?,Reacción axonal,Gliosis,Formación de inclusiones neuronales,Neuronofagia,Herniación cerebral,B
"¿Cuál de los siguientes es causa del síndrome de Horner por lesión de la segunda neurona de la vía anatómica de 
inervación simpática ocular?",Siringomielia,Tumor de Pancoast,Disección de arteria carótida interna,Tumor nasofaríngeo,Tumor del seno cavernoso,B
"Varón de 34 años resbala jugando fútbol y se golpea en región frontal con pérdida de conciencia por 5 minutos; no 
recuerda la caída, pero sí el haber estado jugando con sus hijos; tiene cefalea y equimosis alrededor de ambos ojos. Hay 
líquido claro saliendo por la nariz. ¿Cuál es la conducta a seguir?",Alta con parámetros de alarma,Resonancia magnética cerebral con contraste,Tomografía cerebral sin contraste y ventana ósea,Observación por 24 horas,Radiografía de cráneo,C
"Chofer de 40 años, conducía su auto, hace una hora sufre choque frontal y a gran velocidad, usaba el cinturón de 
seguridad, tiene dolor lumbar. Examen: FV estables; dolor a la palpación de apófisis espinosa de L4. Rx columna vertebral: 
en L4 rotura transversal a través de todo los elementos vertebrales. ¿Cuál es el diagnóstico?",Fractura de Jefferson,Síndrome radicular agudo,Hernia del disco intervertebral,Luxofractura lumbar,Fractura de Chance,E
"Varón con fractura craneal y hematoma epidural. ¿Cuáles son las intensidades de señales en una RMN de cerebro en 
fase hiperaguda?",T1: señal hiperintesa T2: señal hiperintensa,T1: señal hiperintensa T2: hipointensa o hiperintensa,T1: señal intermedia a hipointensa T2: hipointensa,T1: ausencia de señal T2: hiperintensa,T1: señal intermedia T2: señal intermedia a,E
¿Por qué NO puede aumentar el volumen intracraneano?,Por aumento del tejido cerebral,Por aumento del LCR,Desplazamiento inicial de la sangre y LCR hacia el,Por aumento del flujo de la sangre,Por aparición de una masa,C
¿Cuál es la célula que da origen al meduloblastoma?,Oligodendrocito,Restos embrionarios,De Schwann,Precursora neuronal,Astrocito,D
"Paciente con diagnóstico de hemorragia subaracnoidea que cursa con déficit motor y una escala de Glasgow  de 14. 
Según la escala de hemorragias subaracnoideas de la WFNS (Federación Mundial de Neurocirujanos) a que grado 
corresponde?",II,I,IV,III,V,D
Los aneurismas pueden comprimir un par craneal adyacente. ¿Cuál es el par afectado con mayor frecuencia?,VI,V,IV,VII,III,E
¿Cuál es el objetivo principal de intervenir las fracturas fronto basales con fistula nasal del LCR?,Evitar riesgo de meningoenceflitis,Prevenir hipertensión endocraneana,Evitar convulsiones posteriores,Prevenir rinorraquia mayor,Evitar hematoma epidural,A
"Varón de 45 años, hace 2 horas sufre agresión con arma blanca en espalda, con dolor, limitación del movimiento y 
sensibilidad. Examen: herida penetrante a nivel paravertebral izquierda, altura L1- L2; no moviliza la extremidad inferior 
izquierda y pérdida de la termoalgesia del lado derecho. ¿Qué lesión presenta?",Cordón posterior,Cordón central,Lesión axonal difusa,Hematoma epidural,Cordón lateral,E
¿Cuál es la conducta adecuada frente a un traumatismo vertebromedular?,Movilización y atención inmediata en el lugar del,Indicar Rx lateral y frontal de toda la columna,"Traslado debe ser con collarin, en tabla rígida y",Examen clínico y TAC solo de la zona afectada,En la unión cervicotorácica es suficiente la Rx,C
"Varón de 16 años con epistaxis grave recurrente y obstrucción nasal. RMN macizo facial: tumor sólido en nasofaringe 
con extensión a nariz, senos paranasales y fosa craneal media. T1: señal intermedia, T2: relativamente hiperintensa 
intercalada con vacíos de flujo por la presencia de vasos tumorales dilatados. Con contraste: intenso refuerzo. ¿Cuál es 
el diagnóstico?",Hemangioma,Carcinoma de células escamosas,Hematoma faríngeo,Nasoangiofibroma,Linfoma,D
El líquido cefalorraquídeo se produce con una velocidad constante de......ml/h.,5 a 9,10 a 14,15 a 20,21 a 24,25 a 30,C
¿Cuál es la causa de la isquemia cerebral que es secuela del traumatismo encefalocraneano?,Hipotensión endocraneana,Hipertensión endocraneana,Hipertensión arterial,Hipotensión arterial,Bradicardia,B
¿Por qué se caracteriza el síndrome de Parinaud también conocido como síndrome mesencefálico dorsal?,Pupilas mióticas con buena respuesta a la luz,Limitación de la mirada vertical a la supraversión,Ptosis palpebral en los intentos de supraversión,Pupilas midriáticas con mala respuesta a la,Ptosis palpebral con exotropia en posición primaria,B
¿Cuál es la prueba diagnóstica de mayor utilidad en el estudio de una HSA perimesencefálica?,Tomografía computarizada,Angio resonancia,Doppler transcraneal,Punción lumbar,Angiografía cerebral,E
"¿Cuál de las siguientes medidas es la prioritaria en un paciente en mal estado por una HSA con GCS 6/15 e inestabilidad 
hemodinámica?",Embolización del aneurisma,Clipaje quirúrgico del aneurisma,Estabilización hemodinámica,Intubación orotraqueal,Angiografía cerebral,D
"Paciente de 25 años, sufre accidente de tránsito golpeándose la cabeza. TEM cerebral sin contraste: desviación de la 
línea media en más de 5 mm, con lesión hiperintensa de 20 mm. ¿Qué categoría se le asigna según el Score de Marshall 
para analizar la gravedad del trauma encefálico difuso?",I,III,II,IV,V,B
¿En dónde es más frecuente la presentación como hematoma intraparenquimatoso?,Comunicante anterior,Comunicante posterior,Paraclinoideo,Top basilar,Cerebral media,E
¿Cuál es el factor de riesgo de lesión de la arteria vertebral?,Fractura del arco anterior C1,Traumatismo torácico abierto,Extensión-flexión del cuello,Hiperflexión-extensión del cuello,Traumatismo cervical zona I,D
"Varón que sufre accidente de tránsito presentando dolor intenso en el cuello que se irradia hacia el miembro superior, 
motivo por el que ingresa a emergencia. Se le coloca collarín cervical. Rx. cervical: subluxación de 3ra vertebra con 
aplastamiento de cuerpo vertebral y espondilolistesis en la 4ta. ¿Cuál es la conducta terapéutica a seguir?",Laminectomía,Exploración de conducto raquídeo,Ortosis cérvico-torácica,Tracción cefálica,Fijación interna de columna cervical,D
"Varón de 23 años es trasladado al servicio de emergencia, debido a que hace 2 horas sufrió atropello por vehículo. Sus 
respuestas son incoherentes. Examen: PA 100/70 mmHg, FC 98X', FR 34X'; Glasgow 8; herida en región temporal 
izquierda, pupilas hiporeactivas; resto del examen sin mayor alteración. ¿Cuál es la indicación inmediata?",Aperturar vía venosa central,Oxigenoterapia 4 l/min,Intubación endotraqueal,Hidrocortisona 0.25 mg,Metilprednisolona 25 mg/Kg,C
¿Cuál es un síntoma de un tumor intracerebral de tipo supratentorial?,Disfagia,Cambio de personalidad,Diplopia,Cefalea,Dolor facial,B
¿Qué imágenes en la TAC son característicos de los hematomas subdurales agudos?,Hemorragias puntiformes,Hematoma intraventricular,Hematoma convexo,Sangrado difuso,Hematoma cóncavo,E
"Mujer con antecedente de infarto cerebral antiguo. RMN cerebro: T1 zona bien delimitada hipointensa; T2 se encuentra 
rodeada de una delgada zona hiperintensa mal definida situada en el tejido cerebral circundante, no se observa edema 
peritumoral, ni refuerzo en las imágenes con contraste. ¿Cuál es el diagnóstico?",Quiste porencefálico,Encefalomielitis,Angioma venoso,Quiste neuroepitelial,Metástasis,A
¿Cuál es la vía de abordaje de elección para el tratamiento de la fístula carótida-cavernosa indirecta?,Transvenoso vía vena cerebral media,Transvenoso vía seno venoso longitudinal superior,Transarterial vía arteria infraorbitaria,Transarterial vía arteria central de la retina,Transvenoso vía vena oftálmica superior,E
"Varón de 43 años, acude a emergencia por presentar golpe en cráneo y herida de cuero cabelludo; manifiesta haber 
resbalado y golpeado con marco de la puerta, sin pérdida de conciencia. Examen: alerta, orientado, sin signos focales 
neurológicos. ¿Cuál es la conducta a seguir?",Analgésicos y control de los signos de alarma,TAC cerebral y transferencia a Neurocirugía,Radiografía de cráneo,Control y manejo de la herida,Tratamiento por cirugía plástica,D
La fractura de Jefferson es también llamada fractura...,conminuta asimétrica del cuerpo vertebral inferior.,en cuña por compresión.,bilateral del arco posterior del atlas.,de odontoides.,occipito atlantoidea.,C
¿Qué es correcto en relación con la fractura en ping-pong?,Afecta al grupo de edad de niños entre 0-3 años,Se recomienda llevar a cabo una incisión en,Afecta a los adolescentes,En caso de producirse en la región temporoparietal y,Su reparación no puede llevarse a cabo mediante una,D
"Varón de 23 años, sufre accidente con volcadura de vehículo hace 3 horas; luego del cual manifiesta disminución de la 
sensibilidad por debajo del ombligo y parálisis de ambos miembros inferiores. PA 80/50 mmHg y FC 62X'. ¿Cuál es la 
prueba diagnóstica más indicada?",Resonancia magnética nuclear de columna lumbo,Resonancia magnética nuclear de columna dorsal,Radiografía de columna lumbo sacra,Radiografía de tórax,Ecografía abdominal urgente,B
¿Qué estudio de imágenes es muy útil para la evaluación del trauma vertebral torácico con sospecha de lesión medular?,Rx columna vertebral,TAC con contraste,Mielografía,Resonancia magnética,Ecografía Doppler,D
"Mujer obesa de 30 años, refiere cefalea, náuseas y vómitos, visión doble y obscurecimiento de la visión desde hace 15 
días. Examen: edema de papila y parálisis del VI par craneal. Funciones vitales conservadas. ¿Cuál es el diagnóstico 
probable?",Fístula arteriovenosa,Hidrocefalia con presión normal,Seudotumor cerebral,Empiema subdural,Tumor cerebral frontal,C
¿Cuál es el astrocitoma que afecta habitualmente a niños?,Fibrilar,Anaplásico,Pilocítico,Oligodendrocito,Glioblastoma multiforme,C
¿Cuál es la alteración estructural vascular en el aneurisma sacular?,Degeneración y adelgazamiento de la íntima,Depósito de material mucoide en la capa media,Inflamación leve de la pared vascular,Degeneración de la túnica media,Degeneración endotelial,D
¿Cuál es la principal indicación clínica del PET/CT en la patología cerebral?,Tumor primario de bajo grado,Metástasis,Infarto,Evaluación y diferenciación de las demencias,Leucomalacia,D
¿Cuál de las siguientes pruebas NO está indicada en el estudio de la etiología de una HSA perimesencefálica?,Resonancia magnética cerebral,Angio-TC,Punción lumbar,Resonancia magnética espinal,Angiografía cerebral,C
¿Qué es correcto en relación con los cefalohematomas?,En los hematomas subgaleales es excepcional que crucen las suturas,Se recomienda su evacuación mediante punción aspiración en caso de que persistan más allá de 2 semanas,Los hematomas subperiósticos no se relacionan con el trauma obstétrico,El cefalohematoma no representa una de las lesiones craneales más frecuentes tras el parto,Los hematomas subperiósticos se relacionan con el trauma obstétrico,E
"RMN columna lumbar: lesión bien delimitada extramedular intradural T1: hipointensa, T2: hiperintensa e isointensa 
respecto al líquido cefaloraquídeo. Con contraste: No hay refuerzo. ¿A qué corresponde este resultado?",Hemangiopericitoma,Metastásis leptomeningea,Paraganglioma,Quiste aracnoideo,Teratoma,D
"Varón con antecedente de sinusitis no tratada, fiebre y cefalea. RMN cerebro: T1 región focal de señal hipointensa a 
intermedia; T2 señal intermedia a hiperintensa; refuerzo ausente en imágenes con contraste. ¿Cuál es el diagnóstico más 
probable?",Tuberculoma,Absceso micótico,Linfoma,Absceso piógeno,Cerebelitis,E
