questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Varón 65 años, refiere dolor tipo calambre en pantorrilla derecha al caminar una cuadra, se alivia al detenerse en la 
posición de pie. Examen preferencial: PA braquial 120/80 mmHg, PA tobillo derecho 80/60 mmHg; índice tobillo-
brazo derecho < 0.9. ¿Cuál es el diagnóstico?",Osteoartritis cadera,Osteoartritis rodilla,Hernia disco lumbar,Insuficiencia venosa crónica,Enfermedad arterial periférica,E
"Mujer de 30 años, refiere hace un mes malestar, dolor torácico y palpitaciones. Examen: RC rítmicos; soplo 
sistólico área mitral. Rx tórax: cardiomegalia. Ecocardiograma: masa pediculada de 4x 3 cm en atrio izquierdo. ¿Cuál es 
el diagnóstico más probable?",Sarcoma,Mixoma,Lipoma,Fibroelastoma papilar,Rabdomioma,B
"En la clasificación clínica de Fontaine de la enfermedad arterial periférica. ¿A qué estadío corresponde la claudicación 
moderada o grave?",IIa,I,III,IIb,IV,D
"Mujer de 27 años hace 6 meses presenta tos con esputo hemoptoico. Antecedente: TBC pulmonar a los 19 años 
con tratamiento completo. Examen: MV pasa bien en ACP. TEM tórax: lesiones apicales bilaterales compatible con 
bronquiectasias en ambos campos pulmonares. ¿Cuál es la conducta a seguir?",Toracotomía exploratoria emergencia,Espirometría,Toracotomía exploratoria electiva,Embolización pulmonar,Fibrobroncoscopía óptica,E
¿En cuantos días se cierra en forma espontánea la herida al retirar la cánula de traqueostomía?,21,14,30,35,7,B
¿En qué arteria se presenta con mayor frecuencia el aneurisma visceral?,Renal,Esplénica,Hepática,Coronaria,Circunfleja,B
"En el tratamiento de lesiones penetrantes de las regiones de cabeza, cuello y estrecho torácico superior. ¿Cuál 
corresponde a la zona I descrita por Monson?",En situación cefálica al ángulo de la mandíbula,Por debajo del cartílago cricoides,En situación distal al ángulo de la mandíbula,Por encima del cartílago cricoides,Del cartílago cricoides al ángulo de la mandíbula,B
"Mujer de 25 años acude por pesadez y dolor en miembros inferiores. Examen: telangiectasias y venas reticulares en 
muslos y piernas. Edema negativo. EDV miembros inferiores: vena safena mayor y menor competentes bilateral. ¿Cuál 
sería el tratamiento a seguir?",Ablación endovenosa vena safena mayor con laser,Ablación por radiofrecuencia,Safenectomía convencional,Prescribir flebotónicos,Escleroterapia,E
El procedimiento de Starne o paliación ventricular única se realiza en:,Insuficiencia mitral,La anomalía de Ebstein,Insuficiencia aórtica,Estenosis mitral,Estenosis aórtica,B
El procedimiento de Nick utilizado para ampliar el anillo aórtico se realiza prolongando la aortotomía hacia...,la unión del velo no coronario y el velo coronario izquierdo.,la unión del velo no coronario y el velo coronario derecho.,la mitad del velo no coronario.,la mitad del velo coronario izquierdo.,la mitad del velo coronario derecho.,C
"Varón de 60 años, refiere dolor y aumento de volumen en región inguinal derecho post 
angioplastia coronaria. Examen: masa pulsátil femoral derecha de 5 x 4 cm; no frémito; pulsos presentes. ¿Cuál es el 
diagnóstico?",Pseudoaneurisma arteria femoral,Aneurisma femoral,Hematoma inguinal,Fístula arterio-venosa femoral,Trombosis arteria femoral común,A
"Varón con RMN cardiaca, tiene tumor de aspecto metastásico en pericardio. ¿Cuál es el tumor primario?",Vejiga,Páncreas,Próstata,Pulmón,Cerebro,D
El parche salmón o naevus simplex es...,una malformación arterio venosa.,una malformación capilar de bajo flujo.,una malformación venosa.,una malformación linfática.,un tumor vascular.,B
¿Cuál es el tumor primario más frecuente de la arteria pulmonar?,Angiosarcoma,Neurogénico,Leiomioma,Linfoma,Teratoma,A
¿Cuál es la deformidad vascular más frecuente en la cardiopatía reumática crónica?,Estenosis mitral aislada,Estenosis e insuficiencia mitral,Insuficiencia mitral aislada,Asociación de estenosis mitral con estenosis aortica,Arteritis reumática,B
"En trauma vascular, las fístulas arteriovenosas son lesiones...",subagudas.,agudas.,hemorrágicas.,trombóticas.,contusas.,A
"Mujer 45 años, hace una hora presenta dolor en pantorrilla izquierda. Antecedente: fractura tobillo izquierdo hace un 
mes. Examen: frialdad, dolor y edema en pierna; pulsos presentes; puntuación Wells 4. ¿Cuál es el diagnóstico?",Ruptura quiste de Baker,Ruptura músculotendinosa del gastrocnemio,Trombosis venosa profunda,Celulitis,Linfedema,C
"¿Cuál es el cuadro que se produce cuando la persistencia del conducto arterioso no se cierra, en especial las de mayor 
magnitud?",Insuficiencia cardiaca derecha,Vasculopatía pulmonar irreversible,Miocardiopatía grave,Insuficiencia valvular,Estenosis valvular,B
¿Cuál es un hallazgo directo de tromboembolismo de la arteria pulmonar por TEM?,Aumento de tamaño de la arteria pulmonar,Incremento de densidad parénquima pulmonar en forma de cuña,Atelectasia pulmonar,"Defecto de repleción intraluminal, en dos cortes contiguos",Áreas de hiperclaridades pulmonares en forma de cuña,D
¿Cuál es el quiste mediastínico más frecuente?,Broncogénico,Pericárdico,Entérico,Del Timo,Paratiroideo,B
En el trauma cardiaco penetrante el área afectada con mayor frecuencia es:,Ventrículo izquierdo,Aurícula derecha,Ventrículo derecho,Aurícula izquierda,Arteria coronaria izquierda,C
"Paciente varón 55 años, hospitalizado 4 días por IMA; presenta dolor torácico recurrente, hipotensión, congestión 
pulmonar y a la auscultación un soplo holosistólico paraesternal izquierdo. ¿Cuál es el diagnóstico?",Ruptura músculo papilar,Shock cardiogénico,Ruptura pared ventricular libre,Defecto septal ventricular post infarto,Aneurisma ventrículo izquierdo,D
¿Cuál es el tumor óseo más frecuente en la pared torácica?,Condrosarcoma,Osteosarcoma,Sarcoma de Ewing,Plasmocitoma,Mieloma múltiple,A
"Mujer 45 años, presenta edema y lipodermatoesclerosis de pierna izquierda. Antecedente TVP hace 3 años. EDV MMII 
insuficiencia severa vena femoral y poplítea. ¿Cuál es el diagnóstico?",Insuficiencia venosa primaria,Várices miembros inferiores,Enfermedad arterial periférica,Linfedema,Síndrome postrombótico,E
"Varón de 29 años, acude por dilatación progresiva de venas en pierna derecha. Antecedente: hace un año herida por 
PAF en muslo. Examen: lesión cicatricial, frémito y soplo sistólico en cara interna muslo derecho; pulsos presentes; 
dilataciones venosas leves en cara interna pierna. ¿Cuál es el diagnóstico?",Pseudoaneurisma femoral,Hematoma femoral,Fístula arterio-venosa femoral,Malformación arteriovenosa congénita,Insuficiencia venosa crónica,C
En la radiografía de tórax posteroanterior. ¿Qué estructura proyecta el borde cardiaco derecho?,Botón aórtico,Arteria pulmonar principal,Aurícula,Ventrículo,Tronco venoso braquiocefálico,C
"Mujer de 40 años acude porque hace 6 meses presenta pesades en pantorrillas, aumento de volumen de extremidades 
conforme pasan las horas, calambres. Antecedente: uso de anticonceptivos orales. Examen: obesa, piel de tobillo 
hiperpigmentada, lesión ulcerosa a nivel supramaleolar interna. ¿Cuál es el diagnóstico?",Insuficiencia arterial crónica,Insuficiencia venosa crónica,Tromboembolia venosa,Trombosis venosa profunda,Fístula arteriovenosa,B
¿Cuál es el examen radiológico que permite valorar la reparación quirúrgica en los aneurismas de aorta abdominal?,EcoDoppler,Angiotomografía,Angioresonancia,Aortografía,PET Scan,B
"Varón de 27 años, sufre accidente de tránsito, con mucho dolor y ""falta de aire"". Examen: PA 80/60 mmHg, FC 100X', 
FR 30X', SatO2 90%; herida de 4 x 5 cm en cara anterior de HTD de espesor total que comunica con la cavidad pleural. 
¿Qué medida inmediata se debe indicar?",Apósito oclusivo que se fija herméticamente,Sutura del defecto,Apósito oclusivo con cinta en 3 de sus lados,Toracotomía exploratoria,Toracoscopía,C
Mujer con derrame pericárdico bacteriano. ¿Cuáles son las señales en RMN que indica un derrame tipo exudado?,Ausencia de señal en T1 hiperintenso en T2,Hipointenso en T1 hiperintenso en T2,Hiperintenso en T1 ausencia de señal en T2,Ausencia de señal en T2 hipointenso en T1,Hiperintenso en T1 hipointenso en T2,E
"Varón 55 años intervenido de cirugía cardíaca; durante el bypass cardiopulmonar su temperatura desciende a 20 
°C, nivel de hipotermia profunda entre 18 a 28 °C. ¿Cuál es el tiempo aproximado de parada circulatoria ""segura"" en 
minutos?",5-10,10-15,60-90,90-120,15-60,E
El tumor frecuentemente localizado en el mediastino posterior es:,Timoma,Linfoma,Neurinoma,Quiste pericárdico,Teratoma,C
¿En qué lesiones vegetantes del corazón pueden llegar a verse los cuerpos hematoxilínicos de Gross?,Valvulitis reumática,Endocarditis trombótica no bacteriana,Valvulitis bacteriana subaguda,Endocarditis de Libman - Sacks,Endocarditis bacteriana aguda,D
El tronco arterioso persistente tipo II se caracteriza porque...,se observa una arteria pulmonar principal común demostrable de la que nacen las ramas arteriales pulmonares.,"las ramas arteriales pulmonares nacen de la aorta ascendente, muy separadas una de otra.","las ramas arteriales pulmonares nacen de la aorta ascendente, muy cerca una de otra.","las ramas de la arteria pulmonar nacen del tronco muy cerca una de otra, pero por separado.",las ramas arteriales pulmonares nacen de la aorta ascendente y tienen varias válvulas como salida.,D
La cirugía Blalock-Taussig es...,una derivación cavopulmonar unidireccional.,una derivación cavopulmonar bidireccional.,una derivación arteria subclavia a vena pulmonar.,una derivación cava inferior a arteria pulmonar.,una derivación arteria subclavia a arteria pulmonar.,E
Las arterias coronarias pueden ser revascularizadas con injertos arteriales y venosos si presentan...,"estenosis >70%, diámetro >=1.5 mm y buen lecho distal.",estenosis <50% y buen lecho distal.,estenosis múltiples en su lecho distal.,diámetro <1 mm.,estenosis tronco coronaria izquierda <20%.,A
"Mujer de 19 años que refiere desde hace tres años sudoración excesiva en manos y pies. Antecedentes: no 
enfermedades previas. Examen: sudor excesivo que gotea de manos, axilas y pies. ¿Cuál es el tratamiento con mejores 
resultados?",Iontoforesis de manos y pies,Aplicación de cremas tópicas a base de aluminio,Inyecciones de toxina botulínica,Administración de drogas anticolinérgicas como glicopirrato y oxibutinina,Simpatectomía o simpaticotomía torácica bilateral,E
¿Cuál de las patologías produce compromiso en las válvulas del corazón derecho?,Cardiopatía asociada con LES,Endocarditis trombótica no bacteriana,Cardiopatía carcinoide,Endocarditis bacteriana aguda,Miocarditis viral,C
¿Cuál es la neoplasia auricular primaria más frecuente?,Sarcoma,Linfoma,Teratoma,Mixoma,Lipoma,D
Turista americano de 72 años con diagnóstico de arteritis temporal. ¿Cuál es la lesión característica de esta patología?,Vasculitis granulomatosa,Vasculitis necrotizante,Arteritis de células gigantes,Vasculitis leucocitoclástica,Polivasculitis microscópica,C
"¿Cuál hallazgo indica la necesidad de una intervención quirúrgica para lesión vascular sin considerar pruebas ni 
evaluaciones?",Antecedente de hemorragia moderada,Vibración palpable o soplo audible,Déficit de un nervio periférico,Pulso reducido pero palpable,Fractura cerrada,B
"En la cirugía cardiaca que utiliza bypass cardiopulmonar, la protección miocárdica se realiza a través de la cardioplejía 
anterógrada o retrógrada; uno de los objetivos de la cardioplejía es:",Revascularizar las arterias coronarias con estenosis significativas,Reducir notablemente la demanda de oxígeno en el corazón parado,Evitar el arresto electromecánico del miocardio,Aumentar el edema miocárdico,Aumentar la lesión isquémica del miocardio,B
La puntuación Wells se utiliza en:,Insuficiencia venosa crónica,Linfedema,Enfermedad arterial periférica,Neuropatía diabética,Trombosis venosa profunda,E
La cirugía Glenn clásica es:,Anastomosis cavopulmonar superior bidireccional,Anastomosis arteria subclavia-arteria pulmonar,Anastomosis sistémico pulmonar con injerto PTFE,Anastomosis cavopulmonar superior unidireccional,Anastomosis cava inferior-arteria pulmonar,D
"Mujer con control tomográfico, luego de una semana, presencia de un rápido incremento en la dilatación de un 
aneurisma excéntrico de la arteria aórtica, con signos de inflamación adyacente, gas perivascular, ausencia de 
calcificaciones ateroscleróticas. ¿A qué tipo de aneurisma representa?",En resolución,Micótico,Verdadero,Ateroesclerótico,Inflamatorio,B
"Varón 65 años, refiere dolor y aumento de volumen en región inguinal derecho post cateterismo cardiaco. Examen: 
masa pulsátil en región femoral derecha de 5 x 4 cm; no frémito; pulsos presentes. ¿Cuál es el estudio no invasivo de 
elección?",AngioTEM,Angiorresonancia,Arteriografía,Flebografía,Ecodoppler arterial,E
"Varón 29 años con dolor torácico y dificultad respiratoria. Antecedente: hace dos semanas herida por arma blanca en 
tórax. Examen: T 38 °C, FR 28X', FC 104X'; Rx tórax: radiopacidad mitad inferior HTD; Toracocentesis: líquido turbio 
purulento y espeso. ¿Cuál es la conducta a seguir?",Administración de fibrinolíticos,Administración de antibióticos,Ventana torácica derecha o toracostomía abierta,Drenaje intercostal derecho o toracostomía con tubo,Toracotomía derecha + decorticación pulmonar,D
"Mujer de 85 años con antecedente de cardiopatía aterosclerótica, desde hace 14 horas presenta dolor abdominal muy 
intenso, náusea, vómito, distensión abdominal y diarrea sanguinolenta. Examen: Pulmones MV pasa ACP; RC 
arrítmicos; abdomen dolor difuso a la palpación, dolor de rebote y rigidez. ¿Cuál es el diagnóstico?",Obstrucción intestinal aguda,Pancreatitis aguda,Perforación por úlcera péptica,Isquemia mesentérica aguda,Enfermedad disentérica,D
"Varón de 20 años, sufre el impacto de proyectil de arma de fuego, en muslo izquierdo. Examen: asimetría del muslo 
izquierdo, herida de ingreso y salida en tercio distal; pulso poplíteo ausente, pierna y pie fríos. ¿Qué se debe indicar?",Fasciotomía en ambos lados del muslo,Exploración con ecografía de partes blandas,Angiografía en la mesa de exploración,Colocar férula muslopedio,Exploración extensa de extremidad afectada,C
La hernia diafragmática congénita más común es...,hernia a través del foramen de Morgagni.,hernia a través del foramen de Bochdalek.,hernia hiatal paraesofágica.,eventración diafragmática.,síndrome diafragma poroso.,B
En lesiones vasculares de abdomen. ¿En qué consiste y para qué es útil la maniobra de Cattell-Braasch?,Esternotomía media con sección del tendón central del diafragma para exponer las venas hepáticas lesionadas,Taponamiento del foco aparente del sangrando con presión manual y reducir el sangrado,Presión de la aorta proximal en el hiato diafragmático para control de la hemorragia,Abordaje transmesentérico de la aorta abdominal para control de la hemorragia,"Extensión medial de la raíz del mesenterio para exposición de VCI, arterias renales, aorta infrarrenal y arterias",E
"El estudio en un corazón infartado, muestra bordes deprimidos del infarto, de color rojo grisáceo. La histología revela 
tejido de granulación bien establecido con nuevos vasos sanguíneos y depósitos de colágeno. ¿A qué día de evolución 
corresponden estos cambios?",10-14,7-9,3-6,1-2,15-19,A
La clasificación CEAP se utiliza en:,Enfermedad arterial crónica,Neuropatía periférica,Trombosis venosa profunda,Linfedema,Insuficiencia venosa crónica,E
La estenosis aórtica severa se diagnostica si el ecocardiograma evidencia un AVA o área de la válvula aórtica...,entre 1 a 1.5 cm2 y una velocidad de flujo a través de la válvula entre 3 y 4 m/s.,>1.5 cm2 y una velocidad de flujo a través de la válvula de 2.5 a 2.9 m/s.,<1.0 cm2 y una velocidad a través de la válvula >4 cm/s.,<1.0 cm2 y una velocidad de flujo a través de la válvula >4 m/s.,<1.0 cm2 y una velocidad a través de la válvula <1 m/s.,D
El procedimiento de Ross consiste en reemplazar la válvula...,mitral con la válvula pulmonar autóloga.,tricúspide con la válvula pulmonar autóloga.,aórtica con la válvula pulmonar autóloga.,tricúspide con la válvula mitral.,pulmonar con la válvula aórtica autóloga.,C
"Varón de 29 años, ingresa por herida punzo penetrante por arma blanca en tórax. Examen: FC 90X', FR 24X', PA 70/50 
mmHg; vena yugular ingurgitada; MV pasa bien en ACP; RC rítmicos de baja intensidad. Herida 3 cm paraesternal 
izquierda a la altura 4° EIC. ¿Cuál es el diagnóstico?",Neumotórax a tensión,Neumotórax simple,Hemotórax leve,Taponamiento cardíaco,Lesión esófago,D
La clasificación Fontaine determina la severidad de:,Insuficiencia venosa crónica,Enfermedad arterial periférica,Linfedema,Neuropatía diabética,Trombosis venosa profunda,B
Es indicación para realizar la revascularización coronaria híbrida:,Enfermedad valvular concomitante,Estenosis arteria subclavia,Arteria descendente anterior intramiocárdica,Enfermedad aórtica arterioesclerótica severa,Enfermedad pulmonar severa que impide ventilación,D
El procedimiento de Nuss se realiza en:,Reparación de la hernia paraesofágica,Tratamiento de la hiperhidrosis palmar,Corrección quirúrgica del pectus excavatum,Tratamiento de la acalasia,Tratamiento hernia diafragmática,C
El procedimiento de Manouguian utilizado para ampliar el anillo aórtico se realiza prolongando la aortotomía hacia la...,mitad del velo no coronario.,unión del velo no coronario y el velo coronario derecho.,unión del velo no coronario y el velo coronario izquierdo.,mitad del velo coronario izquierdo.,mitad del velo coronario derecho.,C
"Varón de 19 años, sufre hace media hora herida por PAF. Examen: FC 110X', FR 28X', PA 70/50 mmHg; 
pulmones: matidez y MV abolido en dos tercios inferiores HTD. Herida por PAF a nivel 4° EICD por fuera de la LMC sin 
orificio de salida. Drenaje intercostal derecho: 1800 cc de líquido pleural hemático no burbujeo. ¿Cuál es la conducta a 
seguir?",Radiografía tórax,TEM de tórax,Ecocardiograma transtorácico,Toracotomía exploratoria derecha,Fibrobroncoscopía,D
"En la enfermedad arterial periférica de miembros inferiores, un paciente que se encuentra en la etapa II de Fontaine 
presenta:",Edema,Dolor en reposo,Dolor en pies por las noches,Claudicación intermitente,Úlcera dedo pie,D
El síndrome de Marfan se asocia con:,Estenosis aórtica,Estenosis mitral,Insuficiencia aórtica e insuficiencia mitral,Enfermedad coronaria,Insuficiencia venosa crónica,C
¿Cuál es la localización más frecuente del mixoma cardíaco?,Ventrículo izquierdo,Ventrículo derecho,Tabique interventricular,Pericardio,Aurícula izquierda,E
El aneurisma de aorta abdominal infrarrenal asintomático debe ser intervenido quirúrgicamente si su diámetro es...,menor a 3 cm.,entre 3 y 3.9 cm.,entre 4 y 4.9 cm.,mayor o igual a 5.5 cm.,entre 2.5 y 3 cm.,D
"Varón 55 años fumador, hipertenso y diabético. Prueba esfuerzo positiva. Cateterismo: lesión TCI 70%. ¿Cuál es el 
tratamiento a seguir?",Intervención coronaria percutánea,Solo antihipertensivos,Solo antidiabéticos orales,Anticoagulación con heparina bajo peso molecular,Cirugía de revascularización coronaria,E
