questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Puérpera de parto vaginal de 7 días, acude a control. Examen: útero contraído, loquios escasos sin mal olor. Según la 
""Norma técnica de salud para la atención integral de la salud materna"", se considera una puérpera...",controlada.,no controlada.,evaluada.,institucional.,atendida.,E
"Gestante de 39 semanas, sin control prenatal, presenta dolor tipo contracción. TV: dilatación 5 cm, altura de presentación 
-3, membranas integras. Laboratorio: prueba rápida VIH positivo. ¿Cuál es la conducta a seguir?",No iniciar antiretroviral hasta prueba de confirmación,Iniciar efavirenz en el puerperio inmediato,Iniciar zidovudina intravenosa,Iniciar TARGA cuando se inicie la lactancia,No requiere tratamiento antiretroviral,C
"Primigesta de 41 semanas por FUR confiable, asintomática. Examen: AU 34 cm, feto en LCI; LCF 144X'. TV: cérvix 
anterior, blando, dilatación 0, borramiento 80%, estación -2. Pelvis ginecoide. Ecografía obstétrica: feto en cefálica, 
ponderado fetal 3400 g, placenta posterior grado III, ILA 4 cm. ¿Cuál es la conducta a seguir?",Cesárea a la semana 42,Inducción del parto a la semana 42,Esperar inicio espontáneo de labor,Cesárea urgente,Hospitalización e inducción del parto,E
"Gestante de 10 semanas, con náusea y vómitos de moderada intensidad que no han mejorado con orientación dietética. 
Examen: normal, no signos de deshidratación. Examen de orina: ausencia de cuerpos cetónicos. ¿Cuál es el tratamiento 
más adecuado?",Ondansentrón,Piridoxina y doxilamina,Metoclopramida y dimenhidrinato,Prometazina,Clorpromazina y metoclopramida,B
"Mujer de 24 años con 9 semanas de amenorrea, acude a control prenatal. Examen: útero 7 cm blando, ocupado. Ecografía 
transvaginal: gestación de 6 semanas por longitud corono-nalga. ¿Cuál es el parámetro más importante para determinar 
la verdadera edad gestacional?",Fecha de última regla,Saco gestacional,Dosaje de β-Hcg,Tamaño uterino,Longitud corono-nalga,E
"Mujer de 25 años, con lesión en zona vulvar. Examen: úlcera vulvar indurada y de base sueve, indoloro y con escasa 
sensibilidad. No se palpan adenopatías. ¿Cuál es la mejor opción terapéutica?",Aciclovir,Valaclicovir,Podofilina,Penicilina G benzatinica,Ciprofloxacino,D
"Mujer de 56 años, acude a consulta por hemorragia uterina. Se le realiza ecografía transvaginal y se encuentra un 
endometrio heterogéneo de 12 mm; se realiza una biopsia de endometrio y se encuentra una hiperplasia endometrial 
compleja con atipia. ¿Cuál es la conducta a seguir?",Legrado uterino fraccionado,Histerectomía total,Histeroscopia diagnóstica,Diu con levonorgestrel,Ablación endometrial,B
"Durante la atención de un parto vaginal podálico, se evidencia que la espalda del feto no rota hacia adelante. Se procede 
a tomar con los dos dedos de una mano los hombros del feto; mientras que con la otra mano, los pies se empujan hacia 
arriba sobre el abdomen materno. ¿Cómo se denomina a esta maniobra?",Mauriceau,Zavanelli,Pinard,Praga modificada,Dührssen,D
"En una paciente con diagnóstico de cáncer de ovario. ¿Cuál es un factor pronóstico favorable para la sobrevida luego de 
la cirugía?",Tumor de células claras,Presencia de ascitis,Tumor bien diferenciado,Edad avanzada,Tipo histológico mucinoso,C
"En el Perú de acuerdo a la “Guía Técnica Nacional para la estandarización del procedimiento de la Atención Integral de 
la gestante en la Interrupción Voluntaria por Indicación Terapéutica del Embarazo"", ésta podría realizarse en una 
gestación menor de ..... semanas.",22,24,20,16,12,A
"Puérpera de 12 h de parto vaginal sin control prenatal, presenta fiebre de 39.5°C. Examen: útero subinvolucionado y 
doloroso a la palpación, loquios sin mal olor. ¿Cuál es el agente etiológico más probable?",Streptococo del grupo A,Eschericha coli,Bacteorides,Mycoplasma,Neisseria gonorrhoeae,A
"Gestante de 9 semanas por FUR confiable, con náuseas y vómitos moderados. Examen: normal, sin signos de 
deshidratación. Ecografía TV: embarazo gemelar, feto 1 con longitud corono - nalga concordante con edad gestacional, 
actividad cardiaca presente; feto 2 embrión de 6 mm sin actividad cardiaca. ¿Cuál es la conducta a seguir?",Interrupción del embarazo,Tocólisis profiláctica,Cobertura antibiótica,Metrotexate para eliminación selectiva,Continuar control prenatal,E
"Paciente de 53 años con sensación de bulto en zona vaginal. Examen por POPQ:  Aa 0, Ba +1, C -5, Ap -3, Bp -3, D-7, 
Ltv: 7. ¿Qué estadío de prolapso genital presenta?",0,II,I,III,IV,B
"¿Cuál es la técnica para realizar una cesárea que implica incisión transversal en la piel y el corte de los músculos rectos 
del abdomen transversal y horizontalmente, para ampliar el espacio operatorio?",Pfannenstiel,Misgav Ladach,Joel Cohen,Pelosi,Maylard,E
¿Cuál es la causa más frecuente de hipotiroidismo en el embarazo?,Enfermedad de Graves,Tiroiditis de Hashimoto,Post cirugía de tiroides,Deficiencia de Yodo,Bocio nodular,B
"Primigesta de 12 semanas, que inicia control prenatal. Examen: PA 100/60 mmHg, FC 72X'; IMC 33. Ecografía TV: 
feto único activo compatible con edad gestacional. Laboratorio: Hb 11 g/dl, glicemia 77 mg/dl. ¿Cuál es el rango de 
incremento de peso total en Kg, deseable, durante el embarazo?",0 a 4,9 a12,11 a 14,5 a 9,0 a 2,D
"Mujer de 35 años acude a consulta preconcepcional; tiene antecedente de malformación del tubo neural en su gestación 
anterior. ¿Cuántos mg de ácido fólico debe recibir diariamente desde 3 meses antes del embarazo, para reducir el riesgo 
de recurrencia?",2,1,0.8,0.4,4,E
"Mujer 34 años G4 P4004, presenta pérdida de orina de manera intermitente, no logra llegar al baño a tiempo cuando tiene 
urgencia miccional; no manifiesta pérdida de orina al esfuerzo. Examen ginecológico: distopia genital grado I y residuo 
postmiccional 150 ml. ¿Cuál es la conducta a seguir?",Uso de anticolinérgicos,Estudio urodinámico,Uso de pesarios,Ejercicios de Kegel,Cateterización vesical intermitente,B
"Mujer con cáncer de endometrio, que compromete el estroma del cuello uterino, pero no se extiende más alla del mismo. 
¿En qué estadío de acuerdo a la clasificación FIGO se encuentra?",IA,II,IB,III,IV,B
"En el caso de la distocia de hombros. ¿Cuál es la maniobra que consiste en girar progresivamente el hombro posterior 
180 grados en forma de sacacorcho liberando el hombro anterior impactado?",Mc Roberts,Woods,Gaskin,Gonik,KIelland,B
"Puérpera de 1 hora post parto vaginal de recién nacido de 4 kg; presenta dolor intenso en zona vulvar y de episiorrafia, 
que se irradia a región sacra. Examen: PA 80/50 mmHg, FC 108X', FR 20X', palidez marcada, útero contraído a nivel de 
la cicatriz umbilical, zona vulvar equimótica y edematosa, con intenso dolor a la palpación. ¿Cuál es el manejo más 
apropiado?",Colocación de hielo local,Uso de ácido tranexámico,Taponamiento vaginal,Manejo expectante,Exploración quirúrgica de episiorrafia,E
La neoplasia trofoblástica gestacional es de mayor riego cuando se presenta luego de:,Aborto,Embarazo a término,Embarazo ectópico,Mola total,Mola parcial,B
"Característicamente en el hígado graso del embarazo, se encuentra una disminución en sangre de:",Bilirrubinas,TGO,Fibrinógeno,TGP,Deshidrogenasa láctica,C
"Multigesta de 34 semanas por FUR confiable, presenta detención en el incremento de la altura uterina. Examen: AU 
27 cm, LCF 138X´; feto en LCI. Eco Doppler: peso fetal en el percentil 9 para su edad gestacional y flujo diastólico final 
reverso en la arteria umbilical. ¿Cuál es la conducta a seguir?",Terminar la gestación,Maduración pulmonar y cesárea en una semana,Nuevo Doppler en una semana,NST dos veces por semana hasta semana 37,Terminar gestación en la semana 36,A
"En la circulación sistémica fetal, el mayor grado de oxigenación de la sangre se encuentra en:",Ductus venoso,Aorta ascendente,Aorta descendente,Vena umbilical,Ventrículo izquierdo,D
"Secundigesta de 32 semanas en control prenatal; actualmente asintomática. Examen: AU 27 cm, LCF 142X'. Ecografía 
obstétrica: retraso en el crecimiento intrauterino, esplenomegalia, microcefalia y calcificaciones periventriculares. ¿Cuál 
es el agente causal más probable?",Rubéola,Citomegalovirus,Varicela,Toxoplasmosis,Sífilis,B
"Mujer de 48 años, acude a consultorio para toma de Papanicolau. Antecedente: histerectomía total por miomatosis 
uterina, con Papanicolau negativo antes de la cirugía. ¿Cuál es la conducta a seguir?",No se requiere volver a tomar Papanicolau,Toma de Papanicolau cada 3 años,Tipificación de VPH cada 5 años,Colposcopía,Toma de Papanicolau cada año,A
"A qué corresponde: ""la complicación grave que ocurre durante el embarazo, parto o puerperio, que pone en riesgo la vida 
de la mujer y requiere de una atención inmediata con el fin de evitar la muerte""?",Signos de alarma maternos,Morbilidad materna extrema,Alto riesgo obstétrico,Riesgo materno incrementado,Urgencia obstétrica,B
"En una paciente con antecedente de cesárea previa. ¿Qué factor representa un mayor riesgo de ruptura uterina, 
al considerar una prueba de parto vaginal?",Incisión corporal clásica anterior,Obesidad,Feto grande,Periodo intergenésico corto,Edad materna avanzada,A
"¿Qué tipo de anomalías se espera encontrar con mayor frecuencia, en un feto con hidrops no inmune?",Metabólicas,Hematológicas,Cardiovasculares,Infecciosas,Urinarias,C
"Gestante de 20 semanas con flujo vaginal maloliente, discreto prurito vulvar. Examen vaginal: secreción homogénea 
maloliente, no signos inflamatorios, cérvix normal. Examen de secreción: pH 5, test de aminas positivo y presencia de 
células clave. ¿Cuál es el tratamiento más apropiado?",Fluconazol oral,Metronidazol oral,Nistatina en óvulos,Azitromicina oral,Clotrimazol óvulos,B
"Tercigesta de 32 semanas, Rh negativo y antecedente de hidrops fetal; actualmente asintomática. Examen: PA 120/80 
mmHg, FC 72X', FR 18X', T° 37°C; AU 30 cm; LCF 142X'. Ecografía doppler: velocidad sistólica máxima de la arteria 
cerebral media 2.2 MoM. ¿Cuál es el diagnóstico más probable?",Hipoxemia fetal,Insuficiencia útero placentaria,Retardo en el crecimiento intrauterino,Anemia fetal moderada o severa,Sufrimiento fetal agudo,D
"Primigesta de 36 semanas, presenta pérdida de líquido hace 6 horas. Examen: PA 100/60 mmHg, FC 72X', FR 18X', AU 
32 cm. Tacto vaginal: dilatación 0, borramiento 80%, estación -2, cérvix blando, anterior, líquido amniótico claro. Ha 
recibido maduración pulmonar hace 3 semanas. ¿Cuál es la conducta a seguir?",Antibiótico,Antibiótico e inducción de trabajo de parto,Corticoides y tocólisis,Amniocentesis diagnóstica y tocólisis,Corticoides y cesárea de emergencia,B
"Paciente puérpera de parto vaginal, con diagnóstico de diabetes gestacional. Según el Colegio Americano de Ginecología 
y Obstetricia, el screening para diagnosticar diabetes mellitus se debe realizar entre las semanas......post parto.",1 a 3,12 a 18,4 a 12,18 a 24,24 a 28,C
"Mujer de 18 años, presenta amenorrea primaria. Examen: talla normal, fenotipo femenino, con ausencia de desarrollo de 
caracteres sexuales secundarios; genitales externos de aspecto infantil y genitales internos de aspecto hipoplásico. 
Cariotipo 46XX. FSH y LH muy elevados. ¿Cuál es el diagnóstico más probable?",Síndrome de Turner,Síndrome de insensibilidad a los andrógenos,Síndrome de Kallmann,Disgenesia gonadal pura,Defecto congénito de la hormona liberadora de,D
"Primigesta a término en trabajo de parto, está presentando retardo en la fase activa de labor. TV: se palpa la fontanela 
anterior grande, las crestas orbitales, los ojos y la raíz de la nariz. ¿A qué tipo de presentación corresponde?",Frente,Cara,Bregmática,Vértice,Mentón,A
Es una indicación de hospitalización en el manejo de la enfermedad pélvica inflamatoria:,Leucocitosis mayor de 8 x 103/µl,Presencia de secreción vaginal,Múltiples parejas sexuales,Dolor a la palpación de los anexos,Adolescencia,E
"Mujer 19 años con dolor intenso en fosa iliaca izquierda de inicio súbito. Examen: útero 7 cm bordes regulares, anexo 
izquierdo se palpa masa de 5 cm, blanda poco móvil y muy dolorosa a la palpación bimanual. Ecografía: tumoración 
anexial izquierda de 5 cm, bordes regulares contenido anecogénico, al doppler se evidencia escaso flujo vascular 
periférico. ¿Cuál es la mejor conducta terapéutica?",Anexectomía izquierda,Reevaluación ecográfica en 48 horas,Destorsión de anexo izquierdo y quistectomía,Salpinguectomia izquierda,Videolaparoscopia diagnóstica en 1 semana,C
"Paciente con síndrome epiléptico medicada con carbamacepina desea usar un método de planificación familiar. ¿Cuál es 
su mejor opción?",Ampolla mensual,Anticonceptivos orales combinados,Ampolla trimestral,Anillo vaginal,Minipildora,C
"Gestante de 34 semanas sin comorbilidades, sufre atropello vehicular. Examen: PA 100/60 mmHg, FC 72X´; hematomas 
en miembros inferiores y abdomen; AU 32 cm, feto en LCI, LCF 144X´. ¿Qué complicación obstétrica puede presentarse 
con mayor frecuencia?",Ruptura uterina,Desprendimiento prematuro de placenta,Muerte fetal,Ruptura prematura de membranas,Síndrome de Hellp,B
"Multigesta de 11 semanas, con diagnóstico de incompetencia cervical. Ha presentado 2 pérdidas a pesar de cerclaje 
transvaginal. Tiene además antecedente de cono leep a los 18 años. ¿Cuál es la mejor opción terapéutica?",Progesterona,Cerclaje transabdominal,Cerclaje tipo Mc Donalds,Cerclaje tipo Shirodkar,Amniodrenaje,B
"Gestante de 20 semanas, acude a control pre natal. Diagnosticada de VIH hace 8 meses, no ha recibido tratamiento 
antirretroviral. ¿A qué escenario pertenece, según la ""Norma técnica de salud para la profilaxis de la transmisión Madre-
niño del VIH del MINSA""?",II,III,I,IV,V,C
"Mujer de 18 años, inicia relaciones sexuales, presenta dispareunia y sensación de tumoración en la vagina. Examen 
ginecológico: vulva normal, en la vagina se palpa tumoración quística de 2 cm de diámetro, a tensión, por detrás de la 
pared lateral derecha de la vagina. ¿Cuál es el diagnóstico más probable?",Divertículo uretral,Quiste de Bartholino,Prolapso uretral,Quiste de las glándulas de Skene,Quiste de Gartner,E
"¿Cuál de los siguientes anticonvulsivantes se asocia a un mayor riesgo de presentar malformaciones congénitas, cuando 
se utiliza en el embarazo?",Fenobarbital,Carbamazepina,Fenitoina,Gabapentina,Ácido valproico,E
"De acuerdo a los criterios de elegibilidad de la OMS. ¿A qué categoría pertenece un anticonceptivo en el que los 
beneficios superan a los riesgos de su uso?",I,III,II,IV,V,C
"Paciente de 29 años sin hijos, con diagnóstico de síndrome de ovario poliquístico, desea gestación. ¿Cuál sería el 
tratamiento de primera elección para inducción de ovulación?",Dexametazona,Bromocriptina,Metformina,Citrato de clomifeno,Bajas dosis de terapia estrogénica,D
"Mujer de 25 años con sangrado vaginal moderado y amenorrea de 7 semanas, antecedente de una cesárea anterior. 
Examen: PA 100/60 mmHg, FC 96X´. Ecografía TV: cavidad uterina vacía, canal cervical vacío, masa intrauterina en la 
parte anterior del istmo y miometrio entre la vejiga y el saco gestacional de 2 mm. Laboratorio: BHCG positivo. ¿Cuál es 
el diagnóstico más probable?",Ectópico cervical,Aborto en curso,Mioma cervical y embarazo,Embarazo en cicatriz de cesárea,Amenaza de aborto,D
"Mujer de 25 años acude por amenorrea de 5 semanas y sangrado vaginal. Examen: escaso sangrado transorificial en 
cérvix. Ecografía transvaginal: útero normal con endometrio homogéneo de 13 mm de espesor. Se le realiza β-hCG 600 
mUI/ml. ¿Cuál es la conducta a seguir?",Legrado uterino,Tomografía abdominal,Culdocentesis,Video laparoscopía diagnóstica,Dosaje de β-hCG seriado,E
"Mujer 23 años con 6 semanas de amenorrea, presenta leve dolor en fosa iliaca izquierda. Examen: PA 100/60 mmHg, FC 
70X', FR 18X'. β-Hcg 3500 mIU/ml. Ecografía: saco gestacional de 20 mm en trompa izquierda, no se evidencia embrión, 
no líquido libre. Tiene antecedente de salpingooforectomía derecha por embarazo ectópico hace 3 años. ¿Cuál es la 
mejor conducta terapéutica?",Metrotexate,Salpingostomía laparoscópica,Salpinguectomía laparoscópica,Salpingooforectomía,Laparotomía exploratoria,A
¿Cuál es el cariotipo que se encuentra con mayor frecuencia en la mola hidatidiforme completa?,46XY,46YY,69 XXY,69XYY,46XX,E
"Mujer 29 años, acude por presentar flujo vaginal blanquecino espeso, con dispareunia, ardor vulvar, prurito y disuria 
externa. Examen: eritema y edema de labios. Especuloscopía: vagina eritematosa con secreción blanquecina y adherida 
a las paredes, cérvix normal. Manifiesta que es su quinto episodio en el año. ¿Cuál es el esquema terapéutico más 
apropiado?",Fluconazol 150 mg cada 72 h por 2 dosis y luego,Fluconazol 150 mg dosis única y luego clotrimazol 1%,Fluconazol 150 mg cada 72 h por 3 dosis y luego,Fluconazol 200 mg dosis única y luego butoconazol,Fluconazol 200 mg dosis única y luego clotrimazol 2%,C
"Primigesta a término, en fase activa de labor de parto, se le indica monitoreo fetal intraparto, encontrándose 
desaceleraciones variables recurrentes acompañadas de variabilidad inicial mínima. ¿A qué categoría pertenece este 
patrón?",0,I,III,II,IV,D
"Mujer de 36 años, consulta por anticoncepción. Antecedente de tabaquismo, más de 15 cigarrillos diarios. Examen: PA 
120/80 mmHg, FC 78X'; resto normal. ¿Qué tipo de anticonceptivo tiene categoría 4 según la OMS, para esta paciente?",Píldora de solo progestágeno,Sistema intrauterino,Hormonal combinada,Implante de levonorgestrel,DIU de cobre,C
"Multípara de 39 semanas en labor de parto. Examen: AU 31 cm, longitudinal cefálico izquierdo. TV: se palpa nariz y boca, 
con mentón en dirección a la sínfisis púbica, dilatación 5 cm, borramiento 100%, altura de presentación -1. ¿Cuál es la 
conducta a seguir?",Cesárea de emergencia,Permitir parto vaginal,Colocar misoprostol intravaginal,Realizar amnioinfusión,Rotar manualmente a presentación de vértice,B
¿Cuál es el mecanismo más importante de regulación del volumen de líquido amniótico en un embarazo a término?,Deglución fetal,Micción fetal,Secreción pulmonar fetal,Flujo a través de la membrana amniótica,Flujo a través de los vasos placentarios,B
"Mujer de 58 años, presenta ardor y prurito vulvar. Examen: vulva con superficie pálida, atrófica, labios menores pequeños 
y adelgazamiento de los labios mayores. ¿Cuál es el diagnóstico más probable?",Carcinoma vulvar,Hiperqueratosis,Aftosis vulvar,Condilomatosis vulvar,Liquen escleroso,E
"Paciente usuaria de anticonceptivos orales combinados va a ser programada para una cirugía mayor. ¿Cuál es la 
indicación?",Suspender por espacio de tres semanas,No suspender la toma de anticonceptivos,Duplicar la toma de anticonceptivos,Suspender por espacio de cuatro semanas,Suspender una semana antes,D
"Gestante de 22 semanas con diagnóstico de lupus eritematoso sistémico en tratamiento, durante su control prenatal trae 
exámenes de laboratorio Anti Ro (SS-A) y Anti La (SS-B) positivos. Estos resultados. ¿A qué patología fetal predispone?",Nefrosis lúpica neonatal,Bloqueo cardiaco y lupus cutáneo congénito,Macrosomía fetal,Microcefalia fetal,Holoprosencefalia,B
¿Cuál es la variedad más frecuente de cáncer de mama invasor?,Carcinoma lobular infiltrante,Enfermedad de Paget,Sarcoma de la mama,Cáncer mamario inflamatorio,Carcinoma ductal infiltrante,E
"Primigesta de 35 semanas, presenta dolor en hipocondrio derecho de moderada intensidad, náuseas y vómitos. Examen: 
PA 110/80 mmHg, FC 88X', FR 18X'. AU 32 cm, feto en longitudinal cefálico izquierdo. Laboratorio: Hb 11g/dl, plaquetas 
80000/µl, DHL 700 U/l, TGO 120 U/l, TGP150 U/l. ¿Cuál es el manejo más adecuado?",Observación por 48 h,Manejo expectante hasta la semana 37,Alta con indicación de signos de alarma,Término de la gestación,Evolución espontánea del parto vaginal,D
"Gestante de 22 semanas en control prenatal; sin antecedentes relevantes. Examen: normal. Ecografía morfológica: 
agenesia del vermis cerebelar, hemisferios cerebelares separados y cisterna magna dilatada. ¿Cuál es el diagnóstico?",Holoprosencefalia lobar,Poroencefalia,Esquizoencefalia,Malformación de Dandy Walker,Higroma quístico,D
"Segundigesta nulípara de 35 semanas, con sangrado vaginal post coital. Antecedente de un aborto espontáneo. Examen: 
PA 110/60 mmHg, FC 72X´. Examen: AU 33 cm, feto en LCD; LCF 140X´, no se evidencian contracciones uterinas. 
Ecografía TV: placenta posterior que llega a 1.5 cm del orificio cervical interno. ¿Cuál es el diagnóstico?",Placenta previa,Desprendimiento prematuro de placenta,Placenta baja,Vasa previa,Placenta previa parcial,C
"Gestante de 37 semanas con cefalea persistente. Examen: PA 145/95 mmHg (2 tomas en 4 horas), FC 78X´. Examen: 
AU 35 cm, LCF 144X'; no edema de miembros inferiores ni cara. Laboratorio: TGO 25 U/l, TGP 30 U/l, 
plaquetas 150000/µl, creatinina 1.4 mg/dl, proteinuria 1 g en 24 horas. ¿Cuál es el diagnóstico más probable?",Síndrome de Hellp,Pre eclampsia con signos de severidad,Hígado graso del embarazo,Preeclampsia sin signos de severidad,Colestasis del embarazo,B
"Multigesta de 32 semanas, con historia de sangrado vaginal escaso, tipo manchas hace tres días que cedió con el reposo. 
Examen: PA 120/60 mmHg, FC 72X´. AU 30 cm, feto en LCD cabeza flotante, LCF 140X. Ecografía TV: placenta posterior 
que llega a 1 cm del orificio cervical interno. ¿Cuál es la conducta a seguir?",Cesárea a las 36 semanas,Hospitalización y cesárea de urgencia,Eco TV semanales,Corticoides y cesárea a las 34 semanas,Eco TV a las 36 semanas,E
"Según la FIGO, la neoplasia trofoblástica gestacional que se extiende a los pulmones con afección genital conocida 
corresponde a la Etapa",III,I,II,IV,V,A
"Según la “Guía Técnica Nacional para la interrupción voluntaria por indicación terapéutica del embarazo"". ¿En cuál de las 
siguientes patologías, se considera evaluar la interrupción terapéutica del embarazo en el Perú?",Insuficiencia cardiaca congestiva clase funcional II,Hiperemesis gravídica,Diabetes mellitus,Hipertensión arterial crónica,Lupus eritematoso sistémico con daño renal severo,E
"Según la ""Ley para prevenir, sancionar y erradicar la violencia contra las mujeres y los integrantes del grupo familiar"". 
¿Qué tipo de violencia es la acción o conducta, que causa daño a la integridad corporal o a la salud?",Psicológica,Sexual,Patrimonial,Fisica,Económica,D
