questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"La ecografía reveló que el feto tenía bien desarrolladas las regiones facial y torácica, pero que las estructuras caudales 
eran anómalas. No tenía riñones ni vértebras lumbares y sacras; las piernas estaban fusionadas. ¿La alteración de qué 
proceso ha causado estas anomalías?",Implantación,Trofoblasto,Gastrulación,Fecundación,Mórula,C
"Un médico interesado en investigar el COVID-19 crónico en una cohorte prospectiva no cegada, cumple con los criterios 
de selección, randomiza su muestra calculada, y utiliza una encuesta validada. Colectó los datos para tener 
oportunamente los resultados y la gran mayoría de pacientes participó. Presenta un informe de avance. ¿Cuál es el sesgo 
más frecuente al que pueda estar expuesto el estudio?",De observación,De selección,De medición,De reporte,De información,E
"Varón de 70 años es llevado a consulta por referir debilidad y parestesias. Antecedente: en tratamiento anti TB esquema 
I. Examen: desnutrido, estomatitis en comisura labial, ataxia, disminución en la sensibilidad vibratoria y del sentido de 
posición; ROT disminuidos. ¿Cuál es el fármaco relacionado con este efecto secundario?",Etambutol,Pirazinamida,Rifampicina,Isoniazida,Kanamicina,D
"Varón de 72 años, es llevado a la consulta por hija, quien refiere que desde hace algunos años presenta temblor en 
reposo, inestabilidad postural y rigidez. Examen: fascies inexpresiva, hipofonía, bradicinesia, anosmia y signo de rueda 
dentada. ¿Cuál es el diagnóstico más probable?",Enfermedad de Wilson,Demencia vascular,Enfermedad de Parkinson,Saturninismo,Enfermedad de Alzheirmer,C
"Neonato con cuadro de dificultad respiratoria se halla recibiendo FiO2 40% en casco, al ser evaluado presenta SatO2 90% 
y PaO2 70 mmHg. ¿Cuál es la conducta a seguir?",Disminuir FiO2 a 21%,Disminuir FiO2 a 30%,Aumentar FiO2 al 100%,Aumentar FiO2 50%,Mantener FiO2 en 40%,E
"¿A qué grado corresponde un trauma renal con desgarro mayor de 1 cm en la profundidad de la corteza renal, sin rotura 
del sistema colector, ni extravasación urinaria?",V,IV,I,III,II,D
"Mujer de 26 años, G0 P0, FUR hace 25 días, con sobrepeso, presenta dolor pélvico intenso repentino, náuseas y vómitos. 
Examen: funciones vitales estables; dolor localizado en fosa iliaca derecha; genitales: vagina sin flujo anormal; TV: útero 
AVF y móvil, anexo derecho doloroso y engrosado, anexo izquierdo conservado. ¿Cuál es el diagnóstico más probable?",Embarazo ectópico,Apendicitis aguda,Enfermedad pélvica inflamatoria,Torsión anexial,Dolor periovulatorio,D
"Mujer de 59 años con cuadro de 2 meses caracterizado por fatiga, malestar general y pérdida de peso, luego se agrega 
dolor abdominal, vómitos, mareos, y sincopes. Examen: PA 80/50 mmHg, FC 100X'; pálido; presencia 
de hiperpigmentación. Laboratorio: hiponatremia moderada, hipoglucemia y cortisol 10 µg/100 ml luego de estimulación 
con ACTH. ¿Cuál sería el tratamiento a seguir?",Levotiroxina,Dimenhidrinato,Cloruro sodio 3 %,Dextrosa 5%,Corticoides,E
"Niño de 10 años, traído a consulta por la madre porque presenta aumento de mamas que ocasiona postura encorvado y 
le preocupa que el niño se aísla de sus amigos. Examen: peso 35 Kg, talla 136 cm; postura: cifosis; piel normal, adecuado 
TCSC, conjuntivas rosadas; tórax se evidencia telarquia bilateral; volumen testicular en 8 cc, escaso vello pubiano lacios. 
¿Cuál es la información para la madre?",Que es un problema transitorio llamado ginecomastia,Debe hacerse controles hormonales periódicos para,Que la ginecomastia en varones puede malignizarse,Que es un desequilibrio hormonal que requiere,Que debe realizarse una cirugía de urgencia,A
"De acuerdo a las recomendaciones internacionales actuales, la toma de Papanicolaou se debe iniciar a la edad de...... 
años.",25,17,19,15,21,E
"¿Qué indicador antropométrico, nos permite hacer mejor el diagnóstico de desnutrición aguda en niños menores de 5 
años?",Pligue tricipital/E,T/E,Perímetro braquial/E,P/T,P/E,D
"Hipertenso de 54 años es traído a emergencia por presentar hemiplejia faciobraquiocrural izquierda, de una hora de 
evolución. Examen: PA 120/70 mmHg, FC 90X', afasia, hemiplejia izquierda, con abolición de reflejos izquierdos. 
Tomografía cerebral sin contraste: normal. ¿Cuál es la conducta a seguir?",Administrar clopidogrel,Administrar fibrinolítico endovenoso,Solicitar angiografía cerebral,Solicitar tomografía cerebral con contraste,Anticoagulación con heparina,B
"Abogada de 24 años se queja cefaleas recurrentes, desde hace 4 años. Lo refiere de tipo pulsátil, de localización 
frontoparietal, que suele ser muy intensa y que se intensifica con el ruido. Las crisis se presentan hasta 8 veces al mes. 
Examen: ansiosa, resto normal. ¿Cuál es el tratamiento farmacológico para prevenir recurrencias?",Propanolol,Fluoxetina,AINEs,Ergotamina,Topiramato,A
La localización más frecuente de los aneurismas cerebrales es en la arteria...,cerebral media.,vertebral.,comunicante posterior.,basilar.,comunicante anterior.,E
"Niño de 2 años, presenta desde hace una semana lesiones perinasales y en ángulo labial, que están diseminándose en 
la parte central del rostro. Examen: lesiones pápulo vesicular perinasal, perioral y en mejillas, con borde eritematoso, 
algunas vesiculares con contenido purulento y otras con una costra brillante de color ámbar adheridas. ¿Cuál es el 
diagnóstico?",Impétigo,Pénfigo vulgar,Sarna,Herpes labial,Dermatitis seborreica,A
"Lactante de 10 meses, presenta rinorrea, tos leve y fiebre de 2 días de evolución, en la madrugada de hoy tos ""perruna"", 
ronquera, estridor inspiratorio y dificultad para respirar. Examen: T° 38°C, FR 50X', FC 120X', SatO2 94%, aleteo nasal, 
retracciones supraesternal e intercostales, estridor contínuo y disfonía; tórax y pulmones: algunos sibilantes en ambos 
hemitórax. ¿En qué diagnóstico sospecha?",Crup,Cuerpo extraño,Absceso retrofaríngeo,Angioedema,Bronquiolitis,A
¿Cuál es una complicación de la traqueostomía?,Hemotórax,Estenosis traqueal,Absceso faríngeo,Disfunción cuerdas vocales,Estenosis subglótica,B
"Luego de la aplicación de la vacuna SPR. ¿Después de cuántos días usualmente se observan posibles efectos 
postvacunales?",15 y 18,4 y 6,7 y 14,19 y 21,1 y 3,C
"Mujer de 60 años diabética sin control regular es llevada a emergencia por cursar con debilidad 
muscular. Examen: disminución de fuerza muscular en miembros inferiores. EKG: ondas T picudas, prolongación del 
intervalo PR y ensanchamiento del complejo QRS. ¿Cuál es el trastorno electrolítico relacionado con dichos hallazgos?",Hiponatremia,Hipofosfatemia,Hipernatremia,Hiperkalemia,Hipercalcemia,D
"Niña de 3 años de edad, desde hace 3 días presenta fiebre, dolor abdominal periumbilical tipo cólico, vómitos y 
deposiciones semilíquidas sanguinolentas y con moco. Madre cría aves de corral. ¿Cuál es el probable agente etiológico?",Adenovirus,Campylobacter,Giardia,E. coli,Salmonella,B
"Varón de 72 años, presenta cefalea, fiebre y desorientación desde hace 2 días. Examen: destaca rigidez de nuca 
marcada. Fondo de ojo: no hipertensión endocraneana. Laboratorio: LCR turbio, con proteínas 120 mg/dl, glucosa de 27 
mg/dl y leucocitos 1800/µl, con 90% de polimorfonucleares. ¿Cuál es la etiología más probable?",Tuberculosis,Bacteriana,Herpética,Micotica,Neoplásica,B
"Varón de 60 años, diabético e hipertenso; nota temblor de manos en reposo, pero con rigidez de músculos, así como 
dificultad para deambular, lentitud de pensamiento y dificultad para el habla. ¿Qué hormona está implicada en la presente 
patología?",Noradrenalina,Adrenalina,Acetilcolina,Dopamina,Glucagón,D
"Mujer de 40 años, desde hace 3 semanas, siente tristeza y deseos de llorar, pérdida de interés por el trabajo, insomnio, 
cansancio persistente y dificultad para concentrarse en las actividades que realiza. ¿Cuál es el diagnóstico más probable?",Obsesiva,Estrés situacional,Fobia social,Depresión mayor,Episodio maniaco,D
"Varón de 20 años, ingresa por presentar intenso dolor muscular, debilidad, náuseas, vómitos y orina color marrón rojiza. 
El día anterior participó en maratón de 15 Km. Examen: PA 120/80 mmHg, FC 86 X´, FR 18 X´, T° 38°C. Polimialgia, 
paraparesia. Laboratorio: Hto 49%, úrea 70 mg/dl, creatinina 7 mg/dl, CPK 2400 U/l, TGO 160 U/l, TGP 138 U/l, Na 142 
mMol/l; K 5.8 mMol/l. ¿Cuál es el diagnóstico más probable?",Desequilibrio hidroelectrolítico,Parálisis kalémica,Hiperkalemia,Golpe de calor,Rabdomiolisis,E
"Varón de18 años, drogadicto; hace 1 semana presenta fiebre, astenia, anorexia, lumbago, poliartralgias. Examen: PA 
100/50 mmHg, FC 110X', T° 40°C; petequias y hemorragias subungueales, nódulo eritematoso y doloroso en el pulpejo 
de dedo. CV: soplo diastólico en foco aórtico. Laboratorio: leucocitosis con desviación izquierda; VSG 40 mm/h; Orina: 
leucocitos 10-16 x campo, hematíes 22-30 x campo (crenados), PCR 15 mg/dl. ¿Cuál es el probable diagnóstico?",Lupus eritematoso sistémico,Mixoma auricular,Endocarditis infecciosa,Fiebre reumática,Glomerulonefritis mesangial,C
"Paciente de 34 años, G0 P0, MAC (-), RC 3/30, casada hace 4 años, acude por dispareunia y leve dismenorrea. Examen: 
funciones vitales normales; espéculoscopía: no flujo vaginal, cérvix lateralizado, sin lesiones. TV: útero de 8 cm, en 
retroversión fija. Tacto rectal: se palpa nodularidad y sensibilidad en área uterosacra. ¿Cuál es el diagnóstico más 
probable?",Endometriosis,Adenomiosis,Miomatosis,Enfermedad pélvica inflamatoria,Síndrome de congestión pelviana,A
"Varón de 68 años que ha fumado tres paquetes de cigarrillos al día durante 40 años; ingresa con febrícula, disnea y 
sibilancias. Examen: cianosis y tórax en barril. Laboratorio: AGA: pH 7.29, PCO2 70 mmHg, PO2 54 mmHg, HCO3 33 
mEq/l, Na 139 mEq/l, Cl 95 mEq/l. ¿Cuál es la interpretación?",Alcalosis metabólica,Acidosis metabólica,Acidosis respiratoria,Acidosis mixta,Alcalosis respiratoria,C
"Lactante de 10 meses, desde hace 7 días presenta rinorrea, tos seca y fiebre; hace 2 días tos exigente que ocasiona 
rubicundez facial y vómitos lácteos. Antecedente: vacunas hasta los 2 meses. Examen: FR 24X', FC 120X', T° 36,5°C, 
SatO2 96%; al examinarlo con bajalenguas se desencadena tos en salvas y cianosis. Laboratorio: leucocitos 18000/µl. 
¿Cuál es el diagnóstico probable?",Laringotraqueitis,Epiglotitis,Neumonía,Bronquiolitis,Tos ferina,E
"Mujer de 25 años, es llevada a emergencia por haber sido encontrada en su habitación con abundante secreción salival 
y sibilantes luego de una discusión familiar. Examen: PA 100/60 mmHg, FC 45X'; diaforesis, sialorrea, miosis; sibilantes 
inspiratorios; relajación de esfínteres. Se indica tratamiento médico correspondiente. Luego de 5 horas la 
paciente presenta xerostomía y midriasis. ¿Qué medicamento recibió en emergencia la paciente?",Atropina,Neostigmina,Pilocarpina,Nicotina,Edrofonio,A
"Mujer de 50 años, luego de viaje prolongado, presenta súbitamente, dolor en la pierna derecha y dificultad para la 
marcha. Examen de miembros inferiores: aumento de volumen, calor, distensión venosa y signo de Homan (+). ¿Cuál es 
el diagnostico probable?",Insuficiencia arterial aguda,Trombosis venosa profunda,Celulitis,Varices de miembros inferiores,Trombosis arterial,B
"Mujer de 35 años que cursa hace 2 semanas con otitis media, lleva tratamiento antibiótico tópico y antiinflamatorios vía 
oral. Presenta desde hace 1 día sordera. ¿Qué espera encontrar en la audiometría?",Hipoacusisa mixta,Hipoacusia inducida por ruido,Trauma acústico,Hipoacusia neurosensorial,Hipoacusia de conducción,E
"Mujer de 55 años, consulta por malestar general y disminución de volumen urinario. Examen: PA 150/115 mmHg y soplo 
abdominal. En estudio angiográfico se evidencia estenosis del 80% de arteria renal izquierda. ¿Qué hormona esperaría 
encontrar incrementada?",FGF-23,Leptina,Calcitonina,Renina,Tiroxina,D
"Adolescente de 15 años, presenta mareo y desvanecimiento los últimos días; refiere hiporexia, baja de 
peso, estreñimiento y uso de laxantes. Examen: T° 36°C, FC 72X', FR 16X'; Peso 30 Kg; ansiosa, adelgazada, pálida, 
piel seca, crecimiento del vello facial, alopecia en zona parietal; arritmia cardiaca; abdomen escafoide; acrocianosis y 
llenado capilar lento. ¿Cuál es el diagnóstico probable?",Síndrome ansioso,Bulimia,Diabetes juvenil,Anorexia nerviosa,Hipertiroidismo,D
El tratamiento de inicio del glaucoma agudo de ángulo cerrado es...,trabeculotomía.,iridotomía periférica.,acetazolamida.,prednisolona.,brimonidina.,C
"Mujer de 23 años consulta porque hace 1 semana tuvo ""bultitos"" indoloros en ambas ingles y ahora presenta lesión vulvar. 
Examen: en labio mayor derecho se observa lesión ulcerada única, de bordes evertidos, no dolorosa. ¿Cuál es el 
diagnóstico más probable?",Condilomatosis ulcerada,Sífilis primaria,Herpes genital,Chancroide,Donovanosis,B
