questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Niño de 8 años, que discute y pelea con frecuencia con padres y abuelos; se enoja y resiente con facilidad ante pedidos 
o llamadas de atención, tiende a culpar a sus hermanos o compañeros de sus actos, fastidia a sus compañeros en clase 
y estos lo rechazan de sus juegos. Sin embargo, ante la psiquiatra se porta con buenos modales y admite que sabe lo 
que hace, pero que no puede contener su enojo. Cuando sus padres hacen su relato, los acusa de mentir o de provocarlo. 
Tiene buen rendimiento académico y es persistente con sus tareas. ¿Cuál es el trastorno más probable?",Rasgos antisociales,Déficit de atención,Rivalidad fraternal,Negligencia infantil,Oposicionista desafiante,E
"Lactante de 6 meses desde hace 7 días irritabilidad intermitente y fiebre, nota que no moviliza pierna derecha y presenta 
llanto a la movilidad en cada cambio de pañal. Examen: FC 108X', FR 20X', sin dificultad respiratoria, llenado 
capilar <2"", movilidad disminuida en MMII a predominio derecho, dolor al movimiento pasivo y signos de flogosis en piel 
a nivel de cadera derecha. ¿Cuál es el diagnóstico?",Tenosinovitis reactiva,Piomiositis,Absceso del psoas,Artritis séptica de cadera,Enfermedad de Perthes,D
"Niño de 4 años con síntomas catarrales y fiebre desde hace 5 días, es traído por tos y dificultad respiratoria. Examen: 
irritable, febril, rinorrea blanquecina, adenopatía cervical bilateral, exantema eritemato máculo papular en cara, tronco y 
extremidades, ojos con eritema conjuntival y secreción viscosa bilateral, mucosa oral con eritema en paladar y encías. 
MV presente, subcrépitos y roncantes diseminados. ¿En qué diagnóstico sospecha?",Rubéola,Sarampión,Varicela,Roseola infantil,Eritema infeccioso,B
"Lactante de 7 meses, presenta la prueba de Galeazzi (+). Ecografía de cadera: luxación de articulación de cadera. ¿Cuál 
es el tratamiento?",Reducción abierta + capsulorrafía,Acortamiento femoral + osteotomía pélvica,Tracción + fisioterapia,Reducción cerrada + yeso de espiga de cadera,Epifisiolistesis + osteotomía acetabular,D
"Niña de 2 años con diagnóstico de SOB moderado, llega a shock trauma y recibe nebulizaciones continuas con ß2 
agonistas. Examen: FC 70X´, FR 30X', T° 36.5 °C, PA normal; mal estado general, sialorrea, moviliza abundantes 
secreciones; flácida; pupilas mióticas poco reactivas a luz; crepitantes y sibilancias; abdomen B/D no dolor; 
neurológico: postrada hipoactiva, desconectada del entorno. ¿Cuál es el diagnóstico?",Estado asmático,Bronconeumonía bacteriana,Intoxicación por órganos fosforados,Neumonía complicada,Bronquiolitis,C
"Neonato de 12 horas de vida, producto de primera gestación, nacido de parto pretérmino a las 35 semanas, peso de 2 
kilos; alimentado con lactancia materna exclusiva con succión débil, presenta ictericia hasta el cuello; madre grupo O(+), 
bebe A(-); Bilirrubina total 10 mg/dl, BD 2 mg/dl. ¿Qué explica la aparición de ictericia?",Incompatibilidad sanguínea,Leche materna,Prematuridad,Asfixia neonatal,Problema colestásico,A
"Neonato de 20 días, nacido de parto vaginal domiciliario, producto de tercera gestación, presenta secreción ocular 
bilateral. Examen: edema palpebral, quemosis, exudado purulento, discreta opacidad corneal. ¿Cuál es el agente causal 
más probable?",Neisseria gonorrhoeae,Chlamydia trachomatis,Haemophilus influenzae,Staphiloccocus aureus,Pseudomona aeruginosa,A
"Recién nacido de 12 h de vida, parto eutócico con CPN considerado como pequeño para edad gestacional. 
Examen: cuello corto con pterigium y linfedemas de manos y pies; tórax ancho con mamilas separadas e implantación 
baja de cabello. ¿Cuál es su impresión diagnóstica?",Síndrome de Klinefelter,Síndrome de Edwards,Síndrome de Patau,Niño sano,Síndrome de Turner,E
"Niña de 3 años, con prurito intenso en cuero cabelludo que ha ocasionado lesiones por el rascado. Madre refiere que 
otras niñas en el nido presentan la misma molestia. Examen: T° 36.5°C, FC 100X', FR 22X', Peso 15 Kg; lesiones 
papulares eritematosas en cuero cabelludo y pabellones auriculares; linfadenopatías cervicales y occipitales. ¿Cuál es el 
tratamiento específico?","Malation al 0,5%",Ivermectina,Lindano loción,Vaselina,Tacrolimus,B
"Lactante mujer de 8 meses, presenta desde hace 3 días fiebre, vómitos alimentarios e hiporexia. Antecedente: 
diarreas recurrentes y pobre ganancia pondoestatural. Examen: T° 39°C, FC 128 X', FR 24X' adelgazada, abdomen 
doloroso a la palpación profunda. Laboratorio: leucocitos18000/µl, neutrófilos 80%; examen de orina: leucocitos +100/ 
campo, aglutinados, cilindros hemáticos, hematíes 30-50/campo. ¿Cuál es el diagnóstico?",Síndrome nefrítico,Diarrea aguda infecciosa,Urosepsis,Diarrea crónica,Pielonefritis aguda,E
"Niño de 3 años, presenta crisis epilépticas, ceguera, retraso mental. RMN cerebro: hendidura cerebral ancha que se 
extiende desde el ventrículo hasta la superficie cortical y está cubierta de sustancia gris heterotópica. ¿Cuál es el 
diagnóstico?",Hemimegalencefalia,Esquisencefalia,Enfalocele,Lisencefalia,Paquigiria,B
¿Qué FiO2 se recomienda en ventilación asistida coordinada con masaje cardiaco durante la reanimación neonatal?,50%,21%,40%,100%,80%,D
"Varón de 3 años, traído a emergencia por irritabilidad y palidez marcada; 4 días antes presentó fiebre, vómitos, dolor 
abdominal y diarreas sanguinolentas, que se autolimitaron. Examen: FC 120X', FR 25X', T° 37°C, PA 120/90 mmHg; 
pálido con debilidad marcada y letargia; lesiones equimóticas y petequias en extremidades. Laboratorio: Hb 8.7g/dl, 
plaquetas 30000/µl, creatinina 1.2 mg/dl; examen de orina: hematíes 50-100/campo. ¿En qué diagnóstico sospecha?",Trombocitopenia inmune primaria,Vasculitis,Lupus eritematoso sistémico,Insuficiencia renal aguda,Síndrome urémico-hemolítico,E
"Madre de recién nacido de 6 días de vida acude a consulta ambulatoria porque le preocupa no tener suficiente leche. 
¿Cuál de los siguientes signos es el más confiable para confirmar su preocupación?",Se despierta en la noche varias veces para lactar,El bebé moja tres pañales al día,Que la leche materna es aguada,Llora cada dos horas para lactar con hambre,Que el bebe duerme 15 horas al día,B
"De acuerdo a las fases del desarrollo intelectual de Piaget, la fase de operaciones formales se caracteriza por...",juego simbólico.,pensamiento hipotético deductivo.,razonamiento silogístico.,reacción circular primaria.,reacción circular secundaria.,B
"Niña de 5 años con lesión circular en piel, eritematosa, aumenta de tamaño y de localización variable asociada a malestar 
general dolor de cabeza y fiebre irregular. Antecedente de viaje a California hace 30 días. Diagnosticada de enfermedad 
de Lyme localizada temprana. ¿Cuál es la indicación terapéutica?",Doxiciclina 4.4 mg/kg/día administrado 2 veces al día por 10 días,Amoxicilina 50 mg/Kg/día dividido 3 veces al día por 14 días,Cefuroxime 15 mg/Kg/día administrado 2 veces al día por 14 días,Azitromicina 5 mg/kg/día administrado una vez al día por 7 días,Cloranfenicol 50 mg/Kg/día cada 12 h por 6 días,B
"Niño de 4 años admitido a urgencias por deshidratación secundaria a vómitos persistentes. Niega antecedentes de 
importancia. Usted ingresa al turno y enfermería reporta que el niño ya no vomita y que duerme muy tranquilo. Examen: 
FC 90X´, FR 14X´, PA 90/50 mmHg; Glasgow modificado 9 puntos; pupilas anisocóricas. ¿Qué solicitaría de emergencia?",Hemograma y PCR,AGA,Evaluación por neurología pediátrica,RX de cráneo,TAC cerebral,E
"Niña de 12 meses con erupción cutánea. Antecedente de fiebre hace 3 días, médico prescribió azitromicina por faringitis. 
Fiebre remitió hace 24 horas. Examen: FC100X´, FR 20X´, llenado capilar <2"", ABEG, ABEH, activa y tranquila. 
Adenopatías cervicales e inguinales; MV presente en AHT, exantema eritematoso con máculas y pápulas que se 
blanquean a la digito presión. ¿Cuál es el diagnostico presuntivo?",Eritema multiforme,Roseola del lactante,Urticaria por medicamentos,Alergia alimentaria múltiple,Dermatitis de contacto,B
"Niño de 5 años con asma persistente severa, usa habitualmente inhaladores agonista beta adrenérgicos y corticoides. 
Visto en emergencia por severa dificultad respiratoria, le indican nebulizaciones con salbutamol cada 20 minutos, por dos 
horas y corticoide sistémico. Si el paciente empieza a presentar arritmias. ¿Qué disturbio metabólico explica este 
evento?",Hiperkalemia,Hipocalcemia,Hipokalemia,Hipercalcemia,Hipernatremia,C
¿Cuál es el patrón radiológico inicial más frecuente de la neumonía alveolar en la población pediátrica?,Opacidades múltiples y dispersas,Opacidad lobar,Opacidades peribronquiales,Atelectasia,Hiperinsuflación pulmonar,A
"Niño de 4 años, presenta erupción difusa, eritematosa papular que inició en el cuello y se extendió a tronco y 
extremidades, siendo más intenso en los pliegues de codos, axilas e ingle, piel áspera al tacto, mejillas eritematosas y 
palidez alrededor de la boca; la lengua presenta papilas engrosadas con aspecto aframbuesado. ¿Cuál es el diagnóstico?",Kawasaki,Mononucleosis,Sarampión,Escarlatina,Eritema infeccioso,D
"Escolar de 11 años desde hace 5 horas presenta respiración rápida, hipoactividad y vómitos. Niegan fiebre, caídas, 
y diarreas; hermano mayor refiere que desde hace 20 días nota que va seguido al baño. Examen: FC 120X', FR 38X', T° 
36 °C, PA 85/60 mmHg; globos oculares hundidos, mucosas secas, respiración acidótica, sensorio alternante. Glasgow 
11; RCR taquicárdicos no soplos. ¿Cuál es el diagnóstico probable?",Shock séptico,Cetoacidosis diabética,Shock cardiogénico,Shock anafiláctico,Intoxicación por medicamentos,B
"En la evaluación vespertina de un neonato a término de 3 Kg, en primer día de vida; el reporte de enfermería es que está 
presentando vómitos. Usted mide residuo gástrico y lo encuentra alto. Decide dejarlo en NPO por sospecha 
de obstrucción intestinal. ¿Qué solución indica en las primeras 24 horas?","Dextrosa al 10%, 180 cc sin electrolitos","Dextrosa al 5%, 180 sin electrolitos",Solución salina o suero fisiológico 300 cc,"Dextrosa al 5%, 300 cc con ClNa 6 mEq","Dextrosa al 10%, 180ml, con ClNa 6 mEq",A
¿Qué tipo de vacuna es la que se aplica contra la varicela?,Conjugada,Virus vivo atenuado,Virus inactivados,RNA,Recombinante,B
¿Cuál es el tratamiento de elección para las infecciones por Ascaris lumbricoides con un 100% de tasa de curación?,Albendazol,Pamoato de pirantel,Ivermectina,Nitazoxanida,Mebendazol,A
"Niño de 9 años, llevado a consulta por comer substancias inasimilables, como madera o crayolas. ¿Cuál es el trastorno 
más probable?",Bulimia,Rumiación,Pica,Agripnia,Sitiofobia,C
"Niña de 10 años con pielonefritis recurrente desde los 4 años. Antecedente: presentó absceso renal resuelto hace 
6 meses. Actualmente asintomática. Urocultivo negativo. Se desea evaluar la corteza renal para detectar nefroesclerosis. 
¿Qué examen es el más indicado?",UROTEM con contraste,Gammagrafía renal con DMSA,Uroresonancia magnética,Urografía intravenosa,Cistografía miccional,B
"¿Cuál es el anestésico inhalatorio más frecuentemente utilizado en niños, tanto para la inducción como para el 
mantenimiento de la anestesia general, no produce irritación de la vía respiratoria, la recuperación post administración es 
bastante rápida?",Isoflurano,Desflurano,Óxido nitroso,Sevoflurano,Halotano,D
"Niño de 8 años, presenta desde hace 7 días malestar, fatiga, pérdida del apetito, fiebre intermitente, palidez, intolerancia 
al ejercicio, dolor en articulaciones de miembros inferiores. Examen: T° 37°C, FC 110X´, FR 30X´; pálido, lesiones de piel 
petequiales y purpúricas, linfadenopatía, esplenomegalia. Laboratorio: Hb 10 g/dl, leucocitos 15000/µl, trombocitopenia, 
deshidrogenasa láctica elevada. ¿Cuál es el diagnóstico más probable?",Leucemia mieloblástica aguda,Leucemia linfoblástica aguda,Neuroblastoma,Rabdomiosarcoma,Sarcoma de Ewing,B
"Niño 5 años presenta edema de párpados, pabellón auricular y habones generalizados post picadura de abeja. Ud. recibe 
al paciente y diagnostica anafilaxia y edema angioneurótico. ¿Cuál es el tratamiento de elección?",Dexametasona 0.15 mg/Kg parenteral,Prednisona 1 mg/Kg vía oral,Adrenalina 0.01 mg/Kg/peso parenteral,Clorfenamina 0.1 mg/Kg vía oral,Clorfenamina 0.3 mg/Kg parenteral,C
"Enfermedad cardiaca congénita cianótica en el cual el defecto primario es una desviación anterior del septum infundibular. 
La expresión radiológica típica es vista en la proyección antero-posterior. La silueta cardiaca ha sido comparada a 
una ""imagen en bota"". ¿De qué cardiopatía congénita se trata?",Atresia pulmonar con septum intacto,Atresia tricúspidea,Transposición de grandes vasos,Tetralogía de Fallot,Tronco arterioso,D
¿Cuál es la forma más frecuente de cáncer infantil en la actualidad?,Leucemia linfoblástica aguda,Leucemia mieloide crónica,Leucemia mieloide aguda,Leucemia mielomonocítica juvenil,Síndromes mielodisplásicos,A
"Niña de 6 meses cuya madre acude a consulta para evaluación previa antes de recibir vacunas del 6° mes, ya que dosis 
anteriores causaron mucho dolor y malestar. ¿Cuál de las siguientes condiciones es una contraindicación para cumplir el 
calendario vacunal?","Reacción local leve a moderada (dolor, rubor y calor) después de una dosis de antígeno inyectado",Fase de convalecencia de enfermedades,Febrícula o fiebre moderada después de una dosis de vacuna previa,Enfermedad aguda leve actual con febrícula o sin ella,La reacción alérgica grave (anafilaxia) a una vacuna o componente de la vacuna,E
"Niño de 8 años, será operado de hernia inguinoescrotal, en la evaluación pre-quirúrgica se encuentra proteinuria (++); en 
el examen de orina, sin hematuria ni cilindruria. No antecedentes patológicos. ¿Qué examen solicitaría con prioridad?",Urocultivo y antibiograma,Ecografía de riñones y vías urinarias,Proteinuria de 24 horas,Gammagrafía renal,Depuración de creatinina,C
¿Qué caracteriza a las infecciones urinarias pediátricas?,No evolucionan a un proceso de nefroesclerosis,La incidencia es 10 veces mayor en los lactantes,Son más frecuentes durante el primer año de vida,Hay una asociación precisa entre síntomas y localización de las bacterias en la vía urinaria,Las pilosidades o las fimbrias bacterianas disminuyen la virulencia de las bacterias,C
"Niño de 3 años, presenta desde hace 3 días fiebre, tos seca, secreción nasal y secreción como legaña por ambos ojos. 
Examen: T° 38.5°C, FC 100X´, FR 24X´; secreción conjuntival amarillenta, secreción sero-mucosa nasal, congestión 
faríngea moderada. ¿Cuál es la etiología más probable?",Coxsackie virus,Adenovirus,Virus herpes simple,Virus de Epstein Barr,Metapneumovirus,B
La diarrea osmótica puede ser provocada por:,Toxina del cólera,Glucosa en enfermedad por Rotavirus,Ácido graso intraluminal,Sales biliares intraluminal,Enfermedad de inclusión microvellosa congénita,B
"Niño de 1 año traído a control de niño sano presenta lagrimeo y parpadeo ocular frecuente del ojo derecho. 
Examen: fotofobia y diámetro corneal aumentado, no secreción purulenta. ¿Cuál es el diagnóstico?",Conjuntivitis alérgica,Dacriocistitis,Glaucoma congénito,Conjuntivitis bacteriana,Dacrioadenitis,C
"Niño de 6 años, presenta desde hace 5 días fiebre alta, dolor intenso al paso de líquidos, lesiones en garganta, tos seca. 
Examen: T° 39°C, FC 120X´, FR 25X´; lesiones pápulo-vesiculares en orofaringe posterior, congestión conjuntival y nasal. 
¿Cuál es la etiología más probable?",Estreptococo del grupo A,Virus herpes simple,Adenovirus,Virus de Epstein Barr,Coxsackie virus,E
"Lactante de 5 meses desde hace 15 días presenta lesiones en piel; recibe LME y ha sido medicado con lociones 
hidratantes y jabones especiales sin presentar mejoría. Madre presenta lesiones puntiformes con huellas de rascado en 
antebrazos y región periumbilical. Examen: lesiones papulares eritematosas difusas en tronco, abdomen, 
espalda, palmas y plantas. ¿Cuál es el diagnóstico clínico?",Urticaria papulosa,Exantema viral,Dermatitis herpetiforme,Dermatitis atópica,Escabiosis,E
¿Cuál es una característica de las pruebas de función pulmonar en el niño?,Su normalidad excluye el diagnóstico de asma en el niño,Su utilidad es mayor que en el adulto,No discriminan suficientemente el nivel de gravedad del asma en el niño,No contribuyen al diagnóstico de asma en el niño,En el niño pre-escolar la técnica más utilizada es la compresión rápida tóraco-abdominal,C
"Niño de 1 año con deposiciones diarreicas con moco y sangre desde hace 7 días. Médico le indicó probióticos, ceftriaxona 
IM, SRO a libre demanda y dieta; desde hace 2 días madre nota que niño se torna pálido, irritable y con tendencia al 
sueño. Examen: FC 120X´, FR 30X´, PA:110/ 90 mmHg; despierto, llanto al examen, pálido, llenado capilar >2"", edema 
palpebral y mucosa oral seca, impresiona taquipnea. ¿Cuál es el diagnóstico probable?",Diarreas por antibióticos,Sepsis,Trombosis de vena renal bilateral,Síndrome hemolítico-urémico,Hipertensión maligna,D
"Niño de 7 años, presenta desde hace 4 días fiebre alta, dolor al paso de alimentos, dolor abdominal. Examen: T° 38.5°C, 
FC 100X´, FR 24X´; marcada congestión faringo-amigdaliana, adenopatía cervical anterior. ¿Cuál es el diagnóstico más 
probable?",Mononucleosis infecciosa,Herpangina,Faringitis por adenovirus,Faringitis estreptocócica,Faringitis herpética,D
"Paciente de 12 años, masa palpable en la línea media del cuello que se desplaza con la deglución. Ecografía: formación 
ovalada, compleja con septos y engrosamiento parietal. ¿Cuál es el diagnóstico más probable?",Quiste dermoide,Adenomegalia,Lipoma,Bocio,Quiste tirogloso,E
"Lactante mujer de 10 meses, presenta desde hace 2 días fiebre de 39°C, llanto intenso y rechazo a la lactancia; hace un 
día erupción en cara y cuerpo. Examen: T° 39°C, FC 124X', FR  34X'; pápulas eritematosas, vesícula, algunas costras en 
cara, cuero cabelludo, tronco y zona proximal de las extremidades; lesiones ulceradas en la mucosa orofaríngea y vagina. 
¿Cuál es el diagnóstico más probable?",Varicela,Roseola infantil,Eritema infeccioso,Viruela simia,Rickettsiosis exantemática,A
"Lactante que desde hace 2 días presenta vómitos frecuentes no biliosos. Examen: mucosas secas; se palpa masa a nivel 
del epigastrio. Ecografía: píloro de 5 mm de espesor. ¿Qué se debe indicar?",NPT,Nutrición enteral,Proquinéticos,Rx abdomen simple de bipedestación,Rehidratación,E
"Según el test peruano de evaluación del desarrollo del niño en el área del lenguaje comprensivo; cuando se le ofrece una 
pelota a un niño y al pedírsela con una orden simple: ""Dame la pelota"", entrega el objeto. ¿A qué edad cronológica en 
meses corresponde?",9,7,11,8,6,C
"Niño de 6 años con antecedente de varicela en fase eruptiva tratado con métodos caseros, al 4° día del brote lo traen a 
emergencia por fiebre muy alta y no podía caminar. Examen: FC 120X´, FR 25X´, PA: 90/50 mmHg, T° 40°C; lesiones 
difusas eritrodérmicas-violáceas en todo el cuerpo, tipo vésico-ampollares cubiertas de secreción mielicéricas, en 
diferentes estadíos. ¿Cuál es el diagnóstico?",Sepsis,Varicela complicada,Enfermedad de Kawasaki,Síndrome de shock tóxico,Necrólisis epidérmica tóxica,D
"Lactante de 10 meses, es traído a emergencia por presentar movimientos tónico-clónicos generalizados de 20 minutos 
de duración, que cedió espontáneamente, madre niega convulsión previa. Examen: T° 39°C, FC 128X', FR 24X', 
SatO2 94%, se evidencia convulsión focalizada de miembro superior derecho que cede con diazepam. ¿Cuál es el 
diagnóstico probable?",Convulsión febril simple,Epilepsia,Convulsión febril compleja,Síndrome de West,Mioclonías,C
