questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Mujer de 30 años con dolor pélvico y dificultad para miccionar desde hace 1 día. Niega urgencia miccional. Antecedentes: 
niega DM2, niega enfermedad neurológica. Examen: abdomen con globo vesical. Examen de orina no patológico, 
ecografía vesical: volumen pre micción 1000 ml, RPM 90%. ¿Cuál es el síndrome más probable?",Beckwith,Wiedemann,Fowler,Down,Alport,C
¿Qué factor afecta el pasaje del cálculo en uréter?,Componentes del cálculo,Presión hidrostática de la vena renal,Peristaltismo abdominal,Intensidad del dolor lumbar,Estrecheces intrínsecas del uréter,E
¿Cuál es una indicación para diverticulectomía vesical?,Asintomáticos,Litiasis en divertículo,Gran divertículo,Microhematuria,Incontinencia urinaria,B
La contracción de los músculos......produce la fase de erección rígida.,bulbocavernosos,sinusoidales,pubococcígeos,isquiopubianos,isquiocavernosos,E
¿Cuál es la fístula adquirida más común del tracto urinario?,Ureterovaginal,Vesicouterina,Uretrovaginal,Vesicovaginal,Pieloentérica,D
¿Cuál es el volumen promedio de eyaculación humana?,0.5 ml,3 ml,7 ml,8 ml,1 ml,B
¿Cuál de los siguientes tumores se origina en la túnica vaginal testicular?,Cistoadenoma,Gonadoblastoma,Teratoma,Mesotelioma,Sarcoma,D
"Varón de 61 años presenta escape de orina con urgencia miccional desde hace 2 meses. Niega otros síntomas urinarios. 
Antecedentes: RTUp hace 3 meses. Urocultivo negativo, cistoscopía normal. ¿Cuál es la sospecha diagnóstica?",Lesión del esfínter externo,Incontinencia urinaria de esfuerzo,Hiperactividad vesical,Litiasis vesical,Estrechez uretral,C
¿Qué nervio inerva el músculo cremáster?,Genitocrural,Femorocutáneo,Ilioinguinal,Hipogástrico,Abdominogenital,A
¿Cuál es una característica de los adenomas suprarrenales?,Tienen <10 UH en la TEM sin contraste,Las masas >6 cm suelen ser benignas,La frecuencia de presentación es baja,La incidencia disminuye con la edad,Es frecuente la indicación de biopsia,A
"Varón de 41 años trasplantado renal hace 1 año, acude a emergencia por cefalea. PA 200/160 mmHg refractario al 
tratamiento regular. Si la sospecha diagnóstica es una estenosis de la arteria renal. ¿Cuál es el examen de elección?",Ecografía pélvica,Urotem con contraste,Urografía excretoria,Radiorrenograma con furosemida,Ecografía doppler color,E
"Varón de 60 años con disminución progresiva de fuerza y duración de la erección desde hace 4 meses. Líbido normal. 
HTA en tratamiento desde hace 5 meses. Niega otras comorbilidades. ¿Cuál de los siguientes medicamentos 
antihipertensivos podría ser el causante de la disfunción eréctil?",Amlodipino,Propanolol,Diltiazem,Captopril,Losartán,B
"En la uroflujometría, la medición del flujo es inexacta cuando el volumen urinario es...",superior a 150 ml.,inferior a 180 ml.,superior a 300 ml.,superior a 200 ml.,inferior a 150 ml.,E
Se denomina eritroplasia de Queyrat al carcinoma in situ de pene que se localiza en...,cuerpo de pene.,glande.,escroto.,base de pene.,uretra.,B
¿Cuál hormona es el principal estímulo para el crecimiento de los túbulos seminíferos durante el desarrollo?,LH,Prolactina,GnRH,FSH,Dihidrotestosterona,D
¿Qué medicamentos pueden ocasionar retención urinaria en varones?,Quinolonas,Corticoides,Relajantes musculares,Ácido tranexámico,Descongestivos nasales,E
"Mujer de 25 años acude por dolor lumbar derecho, SAT, escalofríos y malestar general desde hace 2 días. Niega 
antecedentes patológicos. Examen de orina: piuria; hemograma: leucocitosis con desviación izquierda. ¿Cuál es el 
diagnóstico más probable?",Cistitis aguda,Pielonefritis aguda,Cólico renoureteral,Lumbalgia aguda,Absceso del psoas,B
¿Cuál es una causa de incontinencia urinaria transitoria?,Cálculo ureteral,Vaginitis atrófica,Lumbalgia,Oliguria,Diarrea,B
¿Cuál es la causa más común de fistula del tracto urinario en países industrializados?,Anomalías congénitas,Iatrogénicas,Radioterapia,Enfermedades malignas,Inflamación e infección,B
La vena gonadal derecha drena directamente en la vena...,renal derecha.,ilíaca común.,ilíaca externa.,cava superior.,cava inferior.,E
¿En qué se transforman los conductos de Wolff estimulados por la testosterona?,Próstata,Vesículas seminales,Pene,Escroto,Vejiga,B
¿Cuál es una característica de la fístula vesicouterina?,Siempre se presenta incontinencia urinaria,El tratamiento siempre es quirúrgico,La causa más común es la cesárea,La reparación quirúrgica no mejora la fertilidad,Se debe realizar histerectomía,C
¿En qué zona se desarrolla el carcinoma de próstata?,Periférica,Central,Anterior,Uretra,Transición,A
"Mujer de 35 años con microhematuria. Niega antecedentes patológicos y quirúrgicos. UROTEM: fase sin contraste con 
tumoración en tercio medio de riñón derecho de 3x3 cm con -4UH, en la fase nefrogénica presenta realce del contraste 
a 3UH. ¿Cuál es el diagnóstico más probable?",Cáncer de urotelio,Quiste simple,Cáncer de riñón,Angiomiolipoma renal,Quiste hidatídico,D
¿Cuál es un indicador clínico de lesión vesical por fractura de pelvis?,Buen volumen urinario,Líquido libre intraperitoneal,Orina clara,Dolor lumbar bilateral,Enfisema subcutáneo,B
¿Cuál es una causa de nicturia asociada al volumen urinario?,Diabetes mellitus,Insomnio,Urgencia miccional,Hiperactividad del detrusor,Incontinencia por rebosamiento,A
¿Cuál de los siguientes microrganismos causa más frecuentemente pielonefritis xantogranulomatosa?,Pseudomona sp,Proteus mirabilis,Staphylococo aureus,Streptococo sp,Chlamydia trachomatis,B
¿Cuál es el punto por donde habitualmente el uréter cruza a los vasos ilíacos?,Bifurcación de vasos ilíacos comunes,Bifurcación de arteria ilíaca externa,Paralelo al sigmoides,Por delante del fondo uterino,Por detrás del ovario,A
¿Cuál es el tumor benigno renal más frecuente?,Adenoma cortical,Adenoma metanéfrico,Oncocitoma,Angiomiolipoma,Nefroma quístico,C
¿A cuántos milímetros equivale 1 french (Fr)?,0.55,0.33,0.23,0.52,0.35,B
¿En qué caso se debe reparar inmediatamente una lesión vesical?,Microhematuria persistente,Lesión retroperitoneal por traumatismo externo,Lesión no penetrante de vejiga,Fragmentos óseos al interior de la vejiga,Fractura de pelvis que no requiere reducción,D
"Mujer de 16 años con dificultad para la micción. Antecedentes: traumatismo pélvico por arma de fuego hace 1 año. 
Examen: reflejo bulbocavernoso negativo. Urocultivo: negativo. Ecografía: capacidad vesical 800 ml. ¿Qué raíces 
nerviosas están afectadas?",L4 - L6,S2 - S4,L5 - S1,D10- D12,D11 - L2,B
¿Cuál es el primer lugar donde drenan las metástasis linfáticas del cáncer testicular derecho?,Ilíacos derechos,Paraaórticos,Intercavoaórticos,Paracavos externos,Intermesentéricos,C
"Varón de 60 años en preparación para una biopsia de próstata transrectal ecodirigida. Hipertenso controlado. Niega 
RAMS, cirugías previas y otras enfermedades. ¿Cuál es la mejor opción como profilaxis antibiótica?",Amoxicilina,Cotrimoxazol,Macrólidos,Fluoroquinolonas,Cefalosporina de 1a generación,D
"Varón de 22 años con lesiones dolorosas en pene que aparecieron 4 días después de contacto sexual sin protección con 
desconocida. Niega otros síntomas. Niega RAMS y comorbilidades. Examen: dorso de pene con lesiones vesiculares (4), 
agrupadas con base eritematosa; linfadenomegalias de 1 cm inguinales bilaterales, dolorosas. ¿Cuál es el diagnóstico 
más probable?",Herpes virus genital,Linfogranuloma venéreo,Sífilis primaria,Tricomoniasis de pene,Infección gonocócica,A
"¿Cuál de los siguientes medicamentos es un ISRS de vida media corta que se indica a demanda para el tratamiento de 
la eyaculación precoz?",Paroxetina,Sertralina,Fluoxetina,Clomipramina,Dapoxetina,E
¿Cuál de las siguientes disminuye la formación de cálculos vesicales en un lesionado medular?,Uretrocistoscopía,Colector urinario,Cateterismo intermitente,Dilatación uretral,Sonda permanente,C
"Varón de 30 años con erección sostenida desde hace 10 horas, no dolorosa. Hace 2 días recibió un puntapié en 
pene. Niega comorbilidades y cirugías. Examen: pene erecto no rígido, leve edema de glande, coloración normal, 
equímosis en zona penoescrotal izquierda. Se realiza AGA de cuerpos cavernosos. ¿Cuál será el hallazgo más probable?","pH 7.30, PO2 40 mmHg, PCO2 55 mmHg","pH 7.4, PO2 35 mmHg, PCO2 65 mmHg","pH 7.4, PO2 98 mmHg, PCO2 40 mmHg","pH 7.25, PO2 90 mmHg, PCO2 65 mmHg","pH 7.25, PO2 25 mmHg, PCO2 55 mmHg",C
"¿Qué músculos son un elemento funcional de soporte de la pelvis femenina y cooperan para prevenir el prolapso de los 
órganos urogenitales?",Uretrales posteriores,Placa de elevadores del ano,Bulboesponjoso central,Pubouretrales anteriores,Isquiopúbicos posteriores,B
"La arteria renal se divide en ramas segmentarias. La primera rama es la segmentaria posterior, la cual pasa por...",delante del uréter.,detrás del sistema colector.,encima de la vena renal.,debajo de cálices anteriores.,al costado del seno renal.,B
¿Cuál es el subtipo histopatológico de carcinoma de células renales más frecuente?,Papilar,Renal medular,De células claras,Cromófobo,Mucinoso tubular,C
"Niña de 10 años con pielonefritis recurrente desde los 4 años. Antecedente: presentó absceso renal resuelto hace 
6 meses. Actualmente asintomática. Urocultivo negativo. Se desea evaluar la corteza renal para detectar nefroesclerosis. 
¿Qué examen es el más indicado?",UROTEM con contraste,Urorresonancia magnética,Urografía intravenosa,Cistografía miccional,Gammagrafía renal con DMSA,E
¿Cuál es el tipo de neoplasia más frecuente de la uretra masculina?,Carcinoma de células transicionales,Adenocarcinoma,Paragangliomas,Sarcoma,Carcinoma epidermoide,E
¿Cuándo es recomendable el tratamiento de la bacteriuria asintomática?,Diabetes,Usuario de sonda,Embarazo,Menopausia,Adolescencia,C
"Varón de 60 años con diagnóstico de carcinoma de células renales en pre quirúrgicos. TP prolongado, fosfatasa alcalina 
elevada, bilirrubina total elevada, hipoalbuminemia. ¿Cuál es el síndrome paraneoplásico que está manifestando?",Cushing,Strudel,Von Hippel-Lindau,Stauffer,Birt-Hogg-Dubé,D
"Varón de 68 años que presentó el síndrome del iris flácido intraoperatorio durante cirugía de catarata. ¿Qué 
medicamento se asocia a esta complicación?",Alfuzosina,Finasteride,Tadalafilo,Tamsulosina,Dutasteride,D
¿Qué zona suele ser el origen de la hiperplasia benigna de próstata?,Cuello vesical,Periférica,Estromal,Cápsula quirúrgica,De transición,E
Según la clasificación de Bosniak. ¿Qué categoría de quiste renal requiere resección quirúrgica?,III,IA,II,II F,II C,A
"Varón de 95 años con demencia desde hace 7 años, acude por incontinencia urinaria de urgencia desde hace 8 meses. 
Niega otras comorbilidades. Urocultivo negativo, PSA 5 ng/ml, ecografía vesical: volumen premicción 100 ml, RPM 5%, 
próstata 30 cc. ¿La afectación de qué área encefálica se relaciona con disfunción miccional?",Lóbulo occipital,Lóbulo parietal,Cerebelo,Tronco encefálico,Lóbulo frontal,E
"Niña de 5 años con hematuria, dolor abdominal, irritabilidad, vómitos y diarrea desde hace 1 día.  Antecedentes: niega 
comorbilidades, madre con litiasis renal. Examen de orina: leucocitos 3/campo, hematíes 30/campo. Ecografía: leve 
hidronefrosis derecha. ¿Cuál es la sospecha diagnóstica?",Infección urinaria,Tumor de Wilms,Urolitiasis,Gastritis,Apendicitis,C
"Varón de 30 años acude por dolor intenso y gran hematoma en pene durante el coito. Se diagnostica fractura de pene. 
¿En qué área del pene es más probable encontrar la rotura?",Dorsal,Proximal,Coronal,Lateral,Glande,D
¿Cuál es el principal neurotransmisor que controla la flacidez y detumescencia peniana?,Óxido nítrico,Endotelina,Noradrenalina,Acetilcolina,Adrenalina,C
La uretra membranosa está rodeada por...,la membrana perineal.,el esfínter uretral estriado.,una lámina muscular plana.,el hiato urogenital.,los ligamentos puboprostáticos.,B
"Varón de 25 años con lesiones en pene compatibles con infección por molusco contagioso. Niega comorbilidades. RAMS: 
macrólidos. Con respecto al tratamiento. ¿Cuál es la opción más adecuada?",Doxiciclina 100 mg VO bid por 7 días,"Es autolimitada, no requiere tratamiento",Metronidazol 500 mg VO bid por 10 días,Betametasona al 1% tópica bid por 15 días,Aseo genital con solución yodada por 1 mes,B
¿Qué patología renal se caracteriza por la acumulación de macrófagos espumosos cargados de lípidos?,Absceso renal,Hidronefrosis infectada,Pielonefritis enfisematosa,Equinococosis renal,Pielonefritis xantogranulomatosa,E
"Varón de 57 años con aneyaculación desde hace 8 meses. Refiere buen líbido y leve disminución de fuerza de la erección. 
Hipertenso en tratamiento con losartan 50 mg/día. Niega otras enfermedades y cirugías. Padre y hermana con DM2. 
¿Cuál de las siguientes decisiones considera que es más importante realizar?",Retiro de losartan,Evaluación psiquiátrica,Dosaje de prolactina,Descarte de DM2,Estudio urodinámico,D
¿Cuál es un tumor testicular de células germinales?,Gonadoblastoma,Teratoma,Plasmocitoma,Carcinoide,Adenomatoide,B
¿Cómo se le denomina a la extensión de la corteza entre las pirámides renales?,Médula renal,Cáliz menor,Línea de Brodel,Papila renal,Columna de Bertin,E
Los andrógenos circulantes producidos por el testículo fetal estimulan el desarrollo de...,riñones.,vejiga.,uréteres.,próstata.,uretra.,D
"Una velocidad de ascenso del PSA mayor de......ng/ml por año se suele asociar con cáncer de próstata y justifica la 
biopsia.",0.65,0.25,0.35,0.75,0.55,D
¿Cuál es una característica de la tuberculosis urogenital?,"En la vejiga, la tuberculosis afecta principalmente el techo y fondo",Los bacilos tuberculosos llegan al epidídimo por vía linfática,La tuberculosis ureteral suele ser una extensión de la tuberculosis renal,Es usual el compromiso de la próstata y las vesículas seminales,El compromiso renal se da principalmente por diseminación linfática,C
¿Cuál es la complicación tardía más frecuente de la prostatectomía radical?,Infección urinaria,Disfunción eréctil,Divertículo vesical,Hernia umbilical,Eyaculación precoz,B
El......es el tumor retroperitoneal primario más frecuente y se caracteriza por ser de grandes dimensiones.,leiomiosarcoma,fibrosarcoma,rabdomiosarcoma,histiocitoma maligno,liposarcoma,E
"El margen de seguridad que da el láser de Holmio-YAG durante la litotricia endoscópica, es porque la energía del láser 
no se propaga por más de......en el tejido.",1 mm,2 mm,3 mm,4 mm,5 mm,A
"Mujer de 76 años con lesión carnosa en el área genital. Examen: masa exofítica, rojiza, de 1 cm en meato uretral, 
móvil, no dolorosa. ¿Cuál es el diagnóstico más probable?",Quiste de Skene,Quiste de pared vaginal,Divertículo uretral,Quiste de Gartner,Carúncula uretral,E
"El éxito de la profilaxis antibiótica en infección urinaria recurrente depende del efecto que ejerza el antibiótico sobre los 
reservorios de las bacterias patógenas en el......y el...",recto/periné.,meato uretral/periné.,vello púbico/intestino.,introito vaginal/intestino.,vello púbico/introito vaginal.,D
¿Qué examen evalúa las alteraciones perinatales de la vía urinaria?,Urografía,Tomografía,Ecografía,Gammagrafía,Radiografía,C
La fascia dorsolumbar proporciona cobertura anterior al músculo......y forma el límite posterior del...,dorsal ancho / retroperitoneo.,sacroespinoso / peritoneo.,oblicuo menor / retroperitoneo.,cuadrado lumbar / retroperitoneo.,abdominal recto / peritoneo.,D
¿En qué vertebra se origina el músculo psoas mayor?,D11,D12,D10,D9,D8,B
"Varón de 40 años con aumento de volumen del testículo derecho desde hace 4 meses, no doloroso. Antecedente de 
orquidopexia derecha a los 4 años de edad. Examen: Testículo derecho con masa palpable de 3cm, consistencia dura, 
en tercio medio. Ecografía: masa intratesticular derecha, hipoecogénica, multinodular. Alfa fetoproteina negativa. ¿Cuál 
es el tipo de tumor más probable?",Carcinoma epidermoide,Teratoma,Del saco vitelino,Seminoma,Carcinoma embrionario,D
¿Dónde nace el conducto deferente?,Cabeza del epidídimo,Rete testis,Cola del epidídimo,Vesícula seminal,Polo superior testicular,C
¿Qué examen confirma el diagnóstico de fístula rectouretral?,Radiografía de colon,Urodinamia,Cistouretrografía miccional,Ecografía vesical,Ecografía transrectal,C
¿Cuál es un cálculo coraliforme?,Oxalato de calcio,Fosfato de calcio,Ácido úrico,Estruvita,Cistina,D
¿Cuál es un determinante principal en la formación de cálculos de ácido úrico?,Poliuria,Hipercalciuria,Hipocitraturia,pH urinario bajo,Hipomagnesiuria,D
"¿Cuál sustancia es necesaria para la descondensación de la cromatina y para que se separe la cabeza de la cola del 
espermatozoide durante la fertilización?",Acrosina,Fructosa,Zinc,L-carnitina,Cobre,C
¿Cuál es el sitio de acción del finasteride?,Adenohipófisis,Suprarrenal,Testículos,Hígado,Próstata,E
"Mujer de 70 años con escape de orina al esfuerzo físico desde hace 2 años. Niega urgencia miccional. Niega 
comorbilidades y tratamiento hormonal. Urocultivo negativo. Ecografía renal y vesical normales. ¿Cuál es la causa 
más probable de la incontinencia urinaria?",Divertículo uretral,Carúncula uretral,Fístula vesicovaginal,Hipermovilidad uretral,Divertículo vesical,D
¿Cuál es una indicación absoluta de exploración quirúrgica en traumatismo renal?,Lesión renal grado 3,Microhematuria persistente,Lesión renal grado 4,Estabilidad hemodinámica,Hematoma retroperitoneal expansivo,E
