questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"¿Qué tipo de atelectasia se produce cuando el flujo aéreo de una región del pulmón esta interrumpida como consecuencia 
de una obstrucción de las vías aéreas?",Pasiva,Compresión,Adhesiva,Cicatrización,Reabsorción,E
"¿Cuál es el procedimiento intervencionista que consiste en llegar a las cavidades pielocaliciales desde la piel, atravesando 
el parénquima renal, utilizado no solo como técnica de derivación urinaria sino también como paso previo para la 
extracción o disolución de cálculos y dilatación de estenosis ureterales?",Drenaje percutáneo de colecciones,Colecistostomía percutánea,Litotricia,Nefrostomía percutánea,Nefrectomía,D
"En relación con los movimientos cervicales y de la cabeza. ¿Cuál es la biomecánica fundamental de la columna cervical 
baja?",Rotación,Flexo extensión,Soporte,Carga,Desplazamiento,B
"En relación con la instrumentación y la aplicación de los principios físicos del Doppler. ¿Cuál es el parámetro referido al 
eje del haz de ultrasonido y el eje de longitud del vaso?",Onda de velocidad de flujo,Escala Doppler,Ganancia Doppler,Ángulo de incidencia,Volumen muestra,D
"En el carcinoma escamoso de cabeza y cuello. ¿Cuál es un criterio para el diagnóstico de recidiva por TC y RM en los 
grupos ganglionares IIA y IB?",Regularidad capsular,Solitario,Eje largo mayor a 15 mm,Forma ovalada,Hipercaptante,C
"En el BIRADS 5ta edición RMN. ¿A qué tipo de distribución corresponde un realce no masa de forma triangular con 
vértice orientado hacia el pezón, conductos y ramas que puede representar un posible diagnóstico de carcinoma 
multifocal?",Segmentaria,Regional,Lineal,Difusa,Focal,A
¿Qué tipo de atelectasia se produce cuando el pulmón se retrae por presencia de un neumotórax?,Pasiva,Cicatrización,Adhesiva,Compresión,Reabsorción,A
"Varón de 60 años, fumador, presenta masa palpable de crecimiento lento en el ángulo mandibular. Ecografía: en la cola 
de la parótida lesión multilocular bien definida, hipoecoica, con ecos internos centrales. ¿Cuál es el diagnóstico?",Hemangioma cavernoso,Adenoma pleomórfico,Lipoma,Oncocitoma,Tumor de Warthin,E
"De los cinco espacios profundos de cuello infrahioideo. ¿Cuál es el único espacio específico que no atraviesa al espacio 
suprahioideo?",Carotídeo,Visceral,Cervical posterior,Retrofaríngeo,Perivertebral,B
"Mujer con control tomográfico, luego de una semana, presencia de un rápido incremento en la dilatación de un aneurisma 
excéntrico de la arteria aórtica, con signos de inflamación adyacente, gas perivascular, ausencia de calcificaciones 
ateroscleróticas. ¿A qué tipo de aneurisma representa?",En resolución,Verdadero,Ateroesclerótico,Inflamatorio,Micótico,E
"En la insuficiencia cardiaca congestiva derecha. ¿Cuál es la característica ecográfica del flujo Doppler que presenta la 
vena porta?",Monofásico,Pulsátil,Bifásico,Reverso,Ausente,B
"Hombre de 30 años, con dolor en hipocondrio derecho; TEM hígado: tumor sólido con cicatriz central de 15 cm, lobulado, 
márgenes bien delimitados, post contraste: realce heterogéneo en fase arterial y venosa, y realce homogéneo en la fase 
tardía. ¿Cuál es el diagnóstico?",Adenoma,Hepatocarcinoma,Hemangioma cavernoso,Carcinoma fibrolamelar,Linfoma,D
"Varón con fractura craneal y hematoma epidural. ¿Cuáles son las intensidades de señales en una RMN de cerebro en 
fase hiperaguda?",T1: señal hiperintensa T2: señal hiperintensa,T1: señal hiperintensa T2: hipointensa o hiperintensa,T1: señal intermedia a hipointensa T2: hipointensa,T1: ausencia de señal T2: hiperintensa,T1: señal intermedia T2: señal intermedia a,E
"TEM abdomen: aneurisma aórtico con placas ateroescleróticas, con un engrosamiento de tejido de densidad de partes 
blandas con realce de contraste alrededor de su pared, en duodeno y uréteres. ¿A qué tipo de aneurisma corresponde?",Fusiforme,Inflamatorio,Verdadero,Disecante,Pseudoaneurisma,B
¿Cuál es el aneurisma más frecuente en las arterias periféricas?,Ilíaco,Poplíteo,Femoral,Pedio,Tibial,B
"Varón con RMN cardiaca, tiene tumor de aspecto metastásico en pericardio. ¿Cuál es el tumor primario?",Vejiga,Pulmón,Páncreas,Próstata,Cerebro,B
"Varón de 25 años, durante práctica deportiva presenta dolor focal en muslo derecho, con disminución de la función y 
equimosis subcutánea. No refiere antecedente traumático directo. Ecografía: zona de alteración en la unión 
miotendinosa proximal en bíceps femoral (menor al 5%), con pérdida de la arquitectura muscular normal sustituida por 
hematoma hipoecogénico. ¿Cuál es el diagnóstico?",Contusión,Laceración,Rabdomiólisis,Herniación,Desgarro,E
"En el sistema BIRADS 5ta edición mamográfico. ¿Cómo se denomina al margen de un nódulo que presenta una 
delimitación nítida y transición abrupta entre la lesión y el tejido circundante?",Bien definido,Circunscrito,Bien delimitado,Nítido,Regular,B
"En el método de Graf para la evaluación ecográfica de la displasia del desarrollo de la cadera. ¿Cuál es la medida más 
importante?",Ángulo beta,Línea del techo cartilaginoso,Ángulo alfa,Cabeza femoral,Cápsula articular,C
Mujer de 60 años; TEM abdomen: metástasis quísticas bien definidas en bazo. ¿Cuál es la neoplasia primaria?,Melanoma,Cérvix,Tiroides,Endometrio,Páncreas,A
"Mujer con traumatismo cervical; clínica: dolor y cefalea occipital unilateral, sospecha de fractura de Jefferson. ¿Cuál es 
la proyección radiográfica indicada?",Lateral decúbito,Oblicua posteroanterior,Frontal anterosuperior,Transoral anteroposterior,Tangencial prono,D
¿Cuál es el tumor primario más frecuente de la arteria pulmonar?,Neurogénico,Angiosarcoma,Leiomioma,Linfoma,Teratoma,B
"Mujer de 50 años con nódulo palpable en mama izquierda. Mamografía: nódulo irregular hiperdenso, margen espiculado 
con microcalcificaciones. ¿Cuál es la categoría BIRADS que se le asigna?",5,4a,4b,4c,0,A
¿Cuál es una contraindicación absoluta para la colocación de un filtro de vena cava inferior?,Embolismo séptico,Trombosis completa,Bacteriemia activa,Hipercoagulabilidad grave,Antecedente de trombosis,B
"Varón con traumatismo en región temporoparietal. TEM de cerebro sin contraste: presenta imagen hiperdensa biconvexa 
ubicado entre el cráneo y la duramadre. ¿Cuál es el tipo de hematoma descrito?",Epidural,Difuso,Subdural,Higroma,Subaracnoideo,A
"Mujer post trasplantada renal inmediata. Estudio doppler: los espectros de la arteria renal y las arterias intraparenquimales 
son monofásicos, de baja resistencia y anterógrados. ¿Cuál es un índice de resistencia adecuado?",0.9,1.1,0.7,1.3,1.5,C
En la radiografía de tórax posteroanterior. ¿Qué estructura proyecta el borde cardiaco derecho?,Botón aórtico,Aurícula,Arteria pulmonar principal,Ventrículo,Tronco venoso braquiocefálico,B
En trombosis crónica de la vena porta. ¿Cuál es el signo tomográfico?,Trombo intraluminal de baja densidad,Vena porta aumentada de tamaño,Vena porta que no realza post contraste,Calcificación intraluminal,Transformación cavernosa,D
¿Cuál es la proyección mamográfica para confirmar la ubicación cutánea de las calcificaciones?,Cráneo caudal,Tangencial,Oblicuo media lateral,Lateral estricta,Caudo craneal,B
"En relación con la localización y extensión de la neumonía. ¿Cómo se denomina al proceso de condensación de base 
periférica con diseminación central?",Bronconeumonía,Intersticial,Lobar,Multilobar,Cavitada,C
"Mujer presenta tumor en la cisterna del ángulo pontocerebeloso. RMN cerebro: T1 hipointensa a intermedia, T2 
hiperintensa. Con contraste: intenso refuerzo. ¿Cuál es el diagnóstico más probable?",Meningioma,Hemangiopericitoma,Linfoma,Schwannoma del acústico,Paraganglioma,D
"En relación con sistema TIRADS para valorar el riesgo de malignidad del nódulo tiroideo. ¿Qué interpretación tiene un 
nódulo TIRADS 3?",Probablemente benigno,Negativo,Benigno,Sospechoso de malignidad,Altamente sugerente de malignidad,A
¿Cuál es el patrón radiológico inicial más frecuente de la neumonía alveolar en la población pediátrica?,Opacidad lobar,Opacidades peribronquiales,Atelectasia,Hiperinsuflación pulmonar,Opacidades múltiples y dispersas,E
"En el sistema BIRADS 5ta. edición de RMN. ¿Cómo se denomina el realce no masa que muestra una distribución de 
manera dispersa y uniforme por toda la mama y presenta aspecto similar en todo el tejido mamario fibroglandular?",Focal,Múltiples regiones,Difuso,Regional,Segmentario,C
"Mujer de 57 años, obesa con dolor en rodillas. Radiografía de rodilla comparativa: estrechamiento articular, esclerosis 
subcondral y osteofitos. ¿Cuál es el diagnóstico más probable?",Artritis reumatoide,Articulación de Charcot,Osteoartritis,Enfermedad de Paget,Enfermedad por depósitos de cristales,C
"Mujer de 70 años, diabética, pruebas de función hepática alterada. ¿Cuál es el signo más específico al estudio Doppler, 
para hipertensión portal grave?",Trombosis,Flujo hepatófugo,Flujo hepatópeto,Flujo bidireccional,Porta dilatada,B
¿Cuál es la indicación más frecuente para realizar una pleurodesis?,Derrame pleural traumático,Derrame pleural maligno,Calcificación pleural,Quilotórax,Derrame sub pulmonar,B
Mujer con esofagitis por reflujo gastroesofágico. ¿Cuál es el hallazgo tomográfico más importante en esofagitis?,Presencia del signo de la diana,Perforación y mediastinitis,Segmento,Úlceras profundas,Áreas de estrechamiento de la luz con la dilatación,C
"Varón de 50 años, con exposición conocida al amianto, radiografía de tórax inicial muestra derrame pleural. ¿Cuál es el 
signo tomográfico más característico para el diagnóstico de mesotelioma maligno?",Engrosamiento pleural focal regular,Calcificación pleural,Engrosamiento pleural difuso,Engrosamiento focal aislado,Engrosamiento pleural nodular irregular,E
"Paciente de 25 años, sufre accidente de tránsito golpeándose la cabeza. TEM cerebral sin contraste: desviación de la 
línea media en más de 5 mm, con lesión hiperintensa de 20 mm. ¿Qué categoría se le asigna según el Score de Marshall 
para analizar la gravedad del trauma encefálico difuso?",I,II,IV,V,III,E
"Para la interpretación del estudio Doppler hepático. ¿Qué tipo de parámetro evalúa la existencia de flujo y su dirección en 
la vena porta?",Cuantitativo,Semicuantitativo,Cualitativo,Numérico,Patrón de flujo,C
"Paciente de 12 años, masa palpable en la línea media del cuello que se desplaza con la deglución. Ecografía: formación 
ovalada, compleja con septos y engrosamiento parietal. ¿Cuál es el diagnóstico más probable?",Quiste dermoide,Adenomegalia,Lipoma,Quiste tirogloso,Bocio,D
"¿Cuál es la anomalía congénita de la columna más frecuente entre L5-S1 y D11-D12, que se caracteriza por una 
hendidura radiolúcida y ausencia de apófisis espinosa?",Hemivértebra,Vértebra en mariposa,Sinostosis,Espina bífida oculta,Canal venoso de Hahn,D
"En la evaluación Doppler de las arterias periféricas, el espectro arterial normal consta de tres fases. ¿Cuál es la fase que 
está ausente en un espectro bifásico?",Contracción ventricular,Resistencia periférica,Contracción auricular,Resistencia central,Retroceso elástico,E
Mujer con derrame pericárdico bacteriano. ¿Cuáles son las señales en RMN que indica un derrame tipo exudado?,Hiperintenso en T1 hipointenso en T2,Ausencia de señal en T1 hiperintenso en T2,Hipointenso en T1 hiperintenso en T2,Hiperintenso en T1 ausencia de señal en T2,Ausencia de señal en T2 hipointenso en T1,A
¿Cuál es la neoplasia más frecuente que se origina en el cuerpo calloso?,Ependimoma,Meningioma,Oligodendroglioma,Esclerosis múltiple,Glioblastoma multiforme,E
En el estudio Doppler del Robo subclavio tipo I. ¿Cuál es la onda espectral característica?,Flujo bifásico,Flujo reverso en sístole,Leve desaceleración sistólica,Flujo reverso en diástole,Flujo monofásico,C
"Mujer con infección renal. TEM: sistema colector dilatado con líquido de alta densidad formando capas, pared del sistema 
colector engrosada, parénquima renal adelgazado con abscesos intraparenquimatosos. ¿Cuál es el diagnóstico?",Tuberculosis,Pielonefritis enfisematosa,Nefritis,Pionefrosis,Pielonefritis aguda,D
En una radiografía de abdomen simple. ¿Qué tipo de cálculo radiotransparente es el más frecuente?,Oxalato cálcico,Cistina,Ácido úrico,Fosfato cálcico,Estruvita,C
¿Cuál es la complicación menos frecuente en una colecistostomía percutánea?,Hemorragia,Neumotórax,Infección,Peritonitis biliar,Insuficiencia respiratoria,B
"Mujer de 50 años, diabética y obesa. TEM de abdomen: lóbulo hepático izquierdo hipodenso con ausencia de efecto de 
masa o desplazamiento de vasos. El lóbulo derecho y el bazo mantienen su densidad normal. El margen entre el lóbulo 
izquierdo hipodenso y el lóbulo derecho es nítido. ¿Cuál es el tipo de infiltración grasa hepática?",Difusa,Focal,Multifocal,Conservación focal,Moteada,B
¿Cuál es la característica radiológica de un tumor óseo maligno?,Zona de transición corta,Borde escleroso,Cortical intacta,Ausencia de masa de tejido blando,Patrón permeativo,E
"Varón de 18 años, con dolor escrotal agudo, náuseas y vómitos, no fiebre. Ecografía Doppler testicular: flujo testicular 
predominantemente arterial. ¿Cuál es el diagnóstico más probable?",Torsión intermitente,Infarto testicular,Orquiepididimitis,Torsión incompleta,Varicocele,D
¿Cuál es un hallazgo directo de tromboembolismo de la arteria pulmonar por TEM?,Aumento de tamaño de la arteria pulmonar,"Defecto de repleción intraluminal, en dos cortes",Incremento de densidad parénquima pulmonar en,Atelectasia pulmonar,Áreas de hiperclaridades pulmonares en forma de,B
"Mujer de 30 años, con dolor abdominal en el flanco derecho de larga evolución, sensación febril, malestar general. TEM 
abdomen: riñón derecho agrandado, de baja densidad, que no se opacifica con la sustancia de contraste, múltiples cálices 
dilatados, cálculo coraliforme que obstruye la pelvis y alteración de los planos grasos perirrenales. ¿Cuál es el diagnóstico 
más probable?",Pielonefritis enfisematosa,Pielonefritis aguda,Pielonefritis crónica,Tuberculosis renal,Pielonefritis xantogranulomatosa,E
"Los ganglios cervicales que se extienden desde el borde inferior del hueso hioides hasta el borde inferior del cartílago 
cricoides. ¿A qué nivel ganglionar corresponden?",II,IV,V,III,VI,D
"Según la clasificación de Bosniak. ¿A qué tipo corresponde un nódulo con atenuación interna homogénea 
de densidad agua, pared muy delgada, ausencia de realce con contraste endovenoso?",II,III,IV,I,IIF,D
¿Cuál es el estudio de elección en el traumatismo craneal agudo?,RMN sin contraste,TEM con contraste,TEM sin contraste,Radiografía de cráneo,RMN con contraste,C
"¿En qué espacio del cuello suprahioideo se encuentran: el tejido linfoide del anillo de Waldeyer, Glándulas salivales 
menores, fascia faringobasilar, músculo constrictor medio de la faringe, músculo elevador del velo del paladar, torus 
tubárico (cartilaginoso)?",Parafaríngeo pre estiloideo,Mucoso faríngeo,Parafaríngeo retroestiloideo,Parotídeo,Masticador,B
"Mujer 50 años con antecedente de uso de zapato ajustado. Clínica en pie: dolor, parestesias en tercer y cuarto espacios 
interdigitales. Ecografía: masa mal definida poco reflectante de 2 cm en la proyección del nervio digital plantar. ¿Cuál es 
el diagnóstico?",Fibromatosis,Miofibroblastoma,Lipomatosis,Fascitis plantar,Neuroma de Morton,E
¿Cuál es una contraindicación absoluta para la embolización de la arteria uterina?,Endometritis crónica,Coagulopatía,Insuficiencia renal,Alergia al contraste yodado,Deseo de embarazo futuro,A
"Mujer de 56 años con nódulo palpable lateral al pezón. Ecografía: quiste único, con ecos internos tenues y homogéneos, 
sin componente sólido y de pared imperceptible. ¿Cuál es la categoría BIRADS ecográfico que se le asigna?",4a,4b,2,5,3,E
¿Cuál es la indicación para una nefrostomía percutánea urgente?,Litiasis renal,Infección urinaria,Curación de una fístula,Pionefrosis,Acceso para una intervención ureteral,D
"Niño de 3 años, con dolor ocular y leucocoria (pupila blanca). TEM de órbita: masa intraocular bilateral con calcificaciones. 
¿Cuál es el diagnóstico más probable?",Endoftalmitis por toxocara,Retinopatía por prematuridad,Retinoblastoma,Vítreo hiperplásico persistente,Enfermedad de Coats,C
¿Cuál es la principal indicación clínica del PET/CT en la patología cerebral?,Tumor primario de bajo grado,Metástasis,Infarto,Evaluación y diferenciación de las demencias,Leucomalacia,D
"Mujer con antecedente de infarto cerebral antiguo. RMN cerebro: T1 zona bien delimitada hipointensa; T2 se encuentra 
rodeada de una delgada zona hiperintensa mal definida situada en el tejido cerebral circundante, no se observa edema 
peritumoral, ni refuerzo en las imágenes con contraste. ¿Cuál es el diagnóstico?",Encefalomielitis,Quiste porencefálico,Angioma venoso,Quiste neuroepitelial,Metástasis,B
"Varón 50 años, acude a despistaje. TEM renal: en el parénquima se observa nódulo sólido, con áreas de necrosis quística, 
multilobulado, con calcificaciones internas, captador de contraste intenso y heterogéneo de 5 cm de tamaño. ¿Cuál es el 
diagnóstico más probable?",Angiomiolipoma,Carcinoma de células transicionales,Linfoma,Carcinoma de células renales,Tumor renal quístico multilocular,D
Mujer con sospecha de traumatismo cerrado en tórax. ¿Cuál es el lugar más frecuente de lesión aortica?,Aorta descendente,Aorta proximal a la salida de la arteria subclavia,Istmo aórtico,En la base de la aorta ascendente,Aorta ascendente,C
"Varón de 16 años con epistaxis grave recurrente y obstrucción nasal. RMN macizo facial: tumor sólido en nasofaringe 
con extensión a nariz, senos paranasales y fosa craneal media. T1: señal intermedia, T2: relativamente hiperintensa 
intercalada con vacíos de flujo por la presencia de vasos tumorales dilatados. Con contraste: intenso refuerzo. ¿Cuál es 
el diagnóstico?",Hemangioma,Carcinoma de células escamosas,Nasoangiofibroma,Hematoma faríngeo,Linfoma,C
"En el post trasplantado renal tardío. ¿Cuál es el valor de la velocidad sistólica en cm/s que indica estenosis de la 
arteria renal como complicación?",250,200,150,300,100,D
"En mieloma múltiple, el número de lesiones líticas es importante para la estadificación. ¿Cuál es el 
siguiente estudio radiológico que se solicita si no observamos lesiones líticas en un survey óseo?",Resonancia magnética,PET,Gammagrafía,Tomografía con baja dosis,Ultrasonografía,D
"Niño de 3 años, presenta crisis epilépticas, ceguera, retraso mental. RMN cerebro: hendidura cerebral ancha que se 
extiende desde el ventrículo hasta la superficie cortical y está cubierta de sustancia gris heterotópica. ¿Cuál es el 
diagnóstico?",Hemimegalencefalia,Enfalocele,Esquisencefalia,Lisencefalia,Paquigiria,C
En la evaluación ecográfica del ganglio cervical. ¿Cuál es el criterio morfológico para caracterizar un ganglio benigno?,Hilio ausente,Margen irregular,Microcalcificaciones centrales,Marcadamente hipoecogénico,Forma ovalada,E
"Varón con antecedente de sinusitis no tratada, fiebre y cefalea. RMN cerebro: T1 región focal de señal hipointensa a 
intermedia; T2 señal intermedia a hiperintensa; refuerzo ausente en imágenes con contraste. ¿Cuál es el diagnóstico más 
probable?",Tuberculoma,Absceso micótico,Linfoma,Cerebelitis,Absceso piógeno,D
"Mujer de 63 años, asintomática. Mamografía: en ambas mamas calcificaciones lineales gruesas de distribución ductal, 
algunas con centro radiolúcido. ¿Qué categoría BIRADS se le asigna?",3,4a,5,4b,2,E
