questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Diabética de 40 años, con obesidad mórbida, sufre de reflujo gastroesofágico. Será sometida a cirugía bariátrica. En la 
inducción anestésica. ¿Qué indicaría para la profilaxis de la aspiración ácida?",Antagonistas de receptores H2 de histamina,Antagonistas de receptores H1 de histamina,Inhibidores de bomba de sodio y potasio,Agonista de receptores de histamina,Inhibidores de bomba de sodio,A
¿Cuál de los siguientes enunciados es considerado una contraindicación del bloqueo caudal?,Obesidad,Cistoscopía,Parto obstétrico,Anuria asociada a isquemia renal baja,Cirugía rectal,A
¿Cuál es una contraindicación absoluta del trasplante pulmonar?,Edad mayor de 65 años,Colonización con bacterias,Enfermedad pulmonar parenquimatosa,Infección extrapulmonar crónica incurable,Nivel funcional clase III de la NYHA,D
¿Cuál es la mejor consideración anestésica en un paciente para una adecuada protección cerebral en neuroanestesia?,Mantenerlo en hipotermia para aumentar el FSC,Los anestésicos volátiles no afectan la autorregulación de la presión de perfusión cerebral,La disminución de la actividad cortical eleva el flujo sanguíneo cerebral,La presión intracraneal adecuada es de 20-30 mmHg,Mantener un hematocrito del 30 al 34% para un suministro óptimo de O2,E
"Paciente con grupo sanguíneo tipo B, ingresa a una cirugía abierta por herida de bala. ¿Qué tipo de sangre debe recibir?",A y B,O y B,A y AB,B y AB,O y AB,B
"Mujer de 55 años que es operada de neumonectomía del lado derecho, en el segundo día del post operada se evidencia 
ansiedad, diaforesis. Examen: FC 160X´, PA 115/70 mmHg, SatO2 96%. EKG: QRS estrecho e irregular. ¿Cuál es la 
complicación más frecuente?",Hemotórax retenido/reintervención de urgencia,Atelectasia/fisioterapia respiratoria,Fibrilación Auricular,Taquiarritmia supraventricular,Tromboembolismo pulmonar,D
"¿Cuál es considerado un factor de riesgo moderado en estados de hipercoagulabilidad y riesgo de trombosis 
perioperatoria?",Déficit proteína C,Disfibrinogenemia,Déficit proteína S,Síndrome de anticuerpos antifosfolipídicos,Trombocitopenia inducida por heparina,B
¿Cuál es el anestésico inhalatorio de elección en pacientes pediátricos con trastorno renal leve?,Eter,Sevoflurano,Halotano,Enflurano,Cloroformo,B
La posición de Jannetta en una neurocirugía es conocida como la posición...,decúbito supino.,decúbito prono.,lateral.,sentada.,hemilateral.,E
"Niño de 6 años, ASA I, programado para una cirugía cardiaca, en la evaluación preanestésica recomiendan anestesia 
general inhalatoria con TET fijo, el residente escogerá probablemente un tubo endotraqueal con balón número ...",4,2,8,7.5,6,E
Es una contraindicación absoluta de la anestesia epidural:,Enfermedad neurológica,Historia de cirugía de espalda,Historia de dolor de espalda,Infección sistémica,Presión intracraneal elevada,E
Es un efecto del bloqueo del ganglio estrellado:,Midriasis,Exoftalmos,Aumento de la presión intraocular,Polihidrosis,Síndrome de Horner,E
"Varón de 25 años, altura 1.75 m y peso 97 k, que va a ser sometido a cirugía cardiaca, al hacer el examen pre anestésico 
se encuentra: cuello corto y solo visualización del paladar duro. ¿Cuál es su posible valoración?",Eutrófico-Mallampati II,Obeso-Mallampati I,Vía aérea difícil-Mallampati IV,Vía aérea difícil-Cormack 2,Vía aérea adecuada,C
"¿Cuál es el fármaco usado para el tratamiento de dolor neuropático, que inhiben la entrada de calcio, reduciendo el 
consumo de opioides, se absorbe más rápido y su biodisponibilidad absoluta es mayor que otros fármacos?",Ketamina,Paracetamol,Tramadol,Diclofenaco,Pregabalina,E
"Varón de 55 años sin antecedentes patológicos, sufre accidente de tránsito. Examen: FC 138X', PA 90/50 mmHg, FR 15X', 
Glasgow 13. ¿Cuál es el shock más probable?",Anafiláctico,Hipovolémico,Cardiogénico,Neurogénico,Distributivo,B
¿Cuál es la causa de la isquemia cerebral que es secuela del traumatismo encefalocraneano?,Hipotensión endocraneana,Hipertensión arterial,Hipotensión arterial,Bradicardia,Hipertensión endocraneana,E
"Paciente con antecedente de insuficiencia renal y hepático-biliar grado III, sometido a una cirugía con anestesia 
general. ¿Cuál es el relajante recomendado para la inducción anestésica?",Rocuronio,Vecuronio,Pancuronio,Atracurio,Pipecuronio,D
¿Cuál es una contraindicación para técnicas neuroaxiales en la gestante?,Adolescente,Disentimiento materno,Gestante añosa,Lumbalgia,Talla corta,B
"En un paciente que será sometido a lobectomía inferior derecha. ¿Cuál es el parámetro para calcular la función pulmonar 
postoperatoria previa y las posibles complicaciones postoracotomía?",Ventilación voluntaria máxima (VVM),Capacidad vital forzada,Radiografía de tórax,Volumen espiratorio forzado (máximo) en el primer,Función parenquimatosa alveolar,D
En cuanto a las vías del dolor. ¿Cuál es la función predominante de la IX lámina a nivel del impulso Aß?,Mecanoreceptora,Termoreceptora,Motora,Simpática,Nocicepción somática,C
"Mujer de 80 años, ASA 2, antecedente de alergia al huevo, sometida a cirugía de catarata. ¿Cuál es la conducta a seguir?",Anestesia locoregional con remifentanilo,Uso de Propofol endovenoso,Anestesia general,Anestesia epidural +TIVA propofol,Suspender la cirugía,A
"Mujer de 82 años, PA 70/50 mmHg, FC 140X' y compromiso neurológico. Dentro del manejo de líquidos para la 
reanimación. ¿Cuál es la conducta a seguir?",Utilizar CVC para la reposición rápida de volumen,Evitar utilizar catéter intraóseo,Utilizar catéteres venosos delgados y cortos,Evitar infusiones de alta velocidad a temperatura de,Usar infusiones con temperatura de 37 °C para evitar,A
¿Cuál es una complicación mecánica durante la monitorización de la presión venosa central?,Embolia pulmonar,Trombosis venosa,Embolia por el catéter,Endocardítis,Neumotórax,E
"Mujer de 73 años, ASA I, programada para quistectomía laparoscópica, con anestesia general. Ecografía: quiste con 
medidas aproximada de 20-30 cm. A la evacuación de dicho contenido quístico, presenta hipotensión marcada, FC 98X´ 
¿Qué medidas correctivas en primera instancia adoptaría para mantener una adecuada presión sistólica?",Solo cambiar de posición a la paciente,Colocar a la paciente en Trendelemburg y aumentar,Ordenar al cirujano que continue con la cirugía,Administrar hemoderivados de forma inmediata,Uso de hemoderivados,B
"Stanford tipo B, De Bakey tipo III, se refiere al tipo de disección ...... de la aorta.",proximal,central,medial,anterior,distal,E
¿Cuáles son las fibras de los nervios periféricos relacionadas al dolor?,A α y B,A δ y C,A β y C,C y B,A γ y C,B
La principal causa de obstrucción de la vía aérea en un paciente inconsciente es ...,el shock hemorrágico.,las prótesis dentarias.,el cuerpo extraño en la boca.,la lengua del paciente por relajación del músculo,el trauma directo en tráquea.,D
"¿Qué se debe tener en cuenta en Neuroanestesia, para mantener un adecuado flujo sanguíneo cerebral?",Disminuir la actividad cortical,Disminuir la pCO2 en forma constante,Mantener al paciente en hipotermia,Uso de anestesia inhalatoria con halotano,Mantener el hematocrito entre 30-40%,E
¿Cuál es una ventaja de la donación de sangre autóloga?,Es de alto costo,Evita las enfermedades transmitidas por transfusión,Se produce un desperdicio de la sangre no,Aumenta la incidencia de las reacciones adversas a,Condiciona al paciente a anemia perioperatoria.,B
"Gestante añosa de 37 semanas, con embarazo gemelar, ingresa a emergencia por trabajo de parto, refiere sangrado 
hace 3 días de forma moderada. Al examen: FC 120X´, PA 90/50 mm Hg, SatO2 90%. Hb: 6 g/dl. ¿Cuál es la conducta 
anestésica a seguir?",Observación y fluidoterapia,Vías periféricas de gran calibre Pruebas cruzadas y,Coloides e IC Ginecología,Hospitalizar y manejo de la anemia,Fluidoterapia y programar para cirugía electiva,B
¿Cuál es un factor de riesgo en cuanto al procedimiento para la presentación de cefalea post punción dural?,Historia de CPPD previa,Rotación de la aguja Tuohy dentro del espacio,Edad,Parto vaginal,Embarazo,B
"Varón de 40 años con diagnóstico de masa en el mediastino anterior es programado para una mediastinoscopia 
paraesternal. Durante el procedimiento presenta: PA 70/40 mmHg, FC 140X´; SatO2 85% y se evidencia solución lechosa 
a nivel torácico. ¿Cuál es la conducta a seguir?",Continuar la cirugía y pedir ayuda solo de anestesia,Colocar catéter venoso central y pasar a sala de,Administrar anestesia inhalatoria de alto flujo,Continuar con la cirugía ya que no existe riesgo de,Colocar acceso vascular de gran calibre y detener la,E
"¿Cuál es un fármaco agonista adrenérgico, que disminuye la frecuencia cardiaca, aumenta considerablemente la presión 
arterial media, disminuye el gasto cardiaco, mas no produce broncodilatación?",Adrenalina,Fenilefrina,Efedrina,Isoproterenol,Dobutamina,B
¿Cuál es el factor que se correlaciona con mayor riesgo de desaturación durante la ventilación monopulmonar?,Decúbito prono durante la ventilación monopulmonar,Uso de CPAP 2-5 cm de H2O de O2 en el pulmón,Toracotomía derecha,Perfusión preoperatoria elevada,Alta PaO2 durante la ventilación bipulmonar,C
¿Cuál es considerado un tumor cerebral secundario?,Intramedular,Astrocitoma,Oligodendroglioma,Ependimoma,Meningioma,A
"Paciente mujer de 25 años con obesidad mórbida, post operada de una colecistectomía laparoscópica en ventilación 
mecánica, se evidencia: Volumen Tidal 450  ml. FR 18X´, FC 85X´, SatO2 96%, CO2  60 mmHg. Examen: piel: subcrepitos 
en tórax, que llega hasta mandíbula. ¿Cuál es la complicación más probable?",Neumotórax,Distrés respiratorio del adulto,Hemotórax,Enfisema subcutáneo,Broncoespasmo severo,D
¿Cuáles son las fibras nerviosas de conducción relacionadas al dolor en la fase 2 del trabajo de parto?,C,A delta,A beta,B,A gamma,B
¿Cuál es el porcentaje de la concentración alveolar mínima (CAM) del isoflurano?,1.2,2.0,0.75,0.16,1.7,A
"¿Qué puntaje de ALDRETE modificado le daría al post operado de hernia inguinal que mueve las cuatro extremidades, 
respira y tose libremente. Examen: PA 110/70 mmHg, SatO2 94 % y completamente despierto?",9,10,7,6,8,B
"La laudanosina es el metabolito resultante del ..., que es un bloqueante neuromuscular de acción intermedia.",atracurio,succinilcolina,rocuronio,pancuronio,d-tubocurarina,A
¿Cuál es un factor que contribuye a la hipoxemia arterial pos operatoria?,Paciente eutrófico,Mayor riesgo en jóvenes,Aspiración pulmonar del contenido gástrico,Pos operado con oxígeno suplementario,Uso,C
"Varón de 37 años, con antecedente de trastorno de ansiedad, polifarmacia y terror a cirugías por malas experiencias 
anestesiológicas, sometido a una cirugía de estética de rostro, en el monitoreo se muestra un índice bi espectral de 
50. ¿En qué grado de sedación se encuentra?",Despierto,Sedación profunda,Responde a la voz,Supresión de EEG,Estado hipnótico ligero,B
¿Qué consideraciones fisiológicas debo tener en cuenta para dar anestesia en la gestante?,Hay aumento del porcentaje de plaquetas,La capacidad pulmonar total esta aumentada,La capacidad vital disminuye significativamente,Hay un aumento del gasto cardiaco entre el 40-50%,Hay aumento de los intervalos PR,D
"Mujer de 48 años, ASA II, sometida a varias cirugías plásticas con un tiempo operatorio largo con anestesia regional. Una 
de las posibles complicaciones peri operatorias que esperaría presentar es la ...",lumbalgia.,toxicidad por anestésicos locales.,hipertermia.,celulitis.,úlceras a presión.,B
La pérdida del reflejo rotuliano. ¿A qué raíz de la hernia discal se debe?,L1,L5,L4,S1,S2,C
La fractura de Jefferson es también llamada fractura...,conminuta asimétrica del cuerpo vertebral inferior.,en cuña por compresión.,de odontoides.,bilateral del arco posterior del atlas.,occipito atlantoidea.,D
"Varón de 25 años, encontrado en un parque público en mal estado general, dice que cayo de un árbol (aprox. altura 8 m), 
esta polipneico y agitado. Según el ATLS. ¿Cuál es la secuencia ideal de atención en este paciente?","Asegurar la escena, una vía aérea permeable, inmovilizar, ventilación y circulación adecuada","Levantarlo, ayudarlo a caminar y trasladarlo al hospital",Hablarle para que no pierda la conciencia y colocar derecha la cabeza,"Llamar a los bomberos, movilizarlo a una zona adecuada, esperar ayuda","Asegurar la escena, pedir ayuda a un médico y hablarle para que no pierda la conciencia",A
¿Qué pacientes son excluidos para una artroplastia total de rodilla bilateral en una sola intervención?,ASA II,IMC <35,EDAD <65,Diabetes no controlada,ASA III,E
"¿Cuál es el anestésico local hiperbárico, con un pKa de 7,8 y de duración intermedia, que al asociarse con adrenalina 
aumenta su duración?",Procaína,Bupivacaína,Lidocaína,Cloroprocaína,Ropivacaína,C
"Gestante de 37 semanas adolescente, sin antecedentes patológicos, ASA I, sometida a una cesárea por distocia funicular, 
con anestesia neuroaxial, presenta a los pocos segundos de colocar el anestésico, hipotensión marcada, dificultad para 
respirar, náuseas y vómitos y pérdida de conciencia. ¿Cuál es la complicación que estaría presentando?",Cefalea pos punción,Neurotrauma,Espinal alta,Isquemia de la médula espinal,Parestesias,C
"¿Cuál es el bloqueante neuromuscular no despolarizante que su eliminación es principalmente biliar y una pequeña 
fracción por la orina, de inicio rápido y duración intermedia?",Mivacurio,Rocuronio,Pancuronio,d-tubocuranina,Gantacurio,B
La prioridad en la valoración primaria de la vía aérea es ...,traqueostomía.,vía aérea permeable.,resucitación endovenosa.,descartar un neumotórax a tensión.,la intubación traqueal.,B
La percepción de un estímulo de origen no doloroso como dolor es la ...,analgesia.,hiperpatía.,alodinia.,hipoalgesia.,neuralgia.,C
¿Qué consideraciones anestésicas se debe tener en el paciente con quemadura grado III sometido a cirugía?,La succinilcolina puede usarse porque no produce hiperpotasemia,Los requerimientos de narcóticos son mínimos ya que hay disminución del volumen de distribución,Las lesiones térmicas en cara y vía aérea superior son infrecuentes,Evitar la intubación precoz en caso secreciones copiosas,Usar bloqueantes musculares no despolarizantes,E
"En cuanto a la clasificación ASIA (Asociación Estadounidense de Lesiones Medulares); la lesión incompleta: función 
motora conservada por debajo de la lesión con un grado de fuerza mayor de 3. ¿A qué grado corresponde?",E,C,A,B,D,E
"En una cirugía torácica, en la ventilación monopulmonar, una técnica es el aislamiento pulmonar ¿Con cuál método se 
puede conseguir dicha técnica?",Con la posición en decúbito supino,Evitar el uso de bloqueantes bronquiales,Tubos de doble luz endotraqueales,En pacientes pediátricos usar tubo endotraqueal con,En lactantes evitar el uso de broncoscopio,C
La …… es un anestésico local tipo éster.,lidocaína,etidocaína,bupivacaína,procaína,ropivacaína,D
"Varón de 37 años, con una herida vascular en el cuello, consciente, colaborador, hipotenso, con una pérdida sanguínea 
del 30 al 40%. ¿Cuál es el grado del shock hemorrágico?",IV,II,I,III,V,D
¿Cuál es el fármaco anticolinérgico muscarínico de duración corta que estimula el SNC y tiene efecto antisialagogo ligero?,Escopolamina,Glucopirrolato,Neostigmina,Efedrina,Atropina,E
"En la anestesia inhalatoria, dentro de los circuitos respiratorios. ¿Cuál de los circuitos Mapleson es conocido como el 
Circuito de Magill?",A,B,F,D,C,A
"Mujer de 32 años, sometida a varias cirugías estéticas, el anestesiólogo olvidó escribir la evaluación de la vía aérea en el 
reporte pre anestésico, al proceder con la intubación se encuentra que solo se visualiza glotis. ¿Cuál es el grado según 
la clasificación de CORMACK - LEHANE?",I,II,IV,0,III,E
"Paciente de 67 años sometido a una cirugía por tumor en cadera, ASA 2, con anestesia general inhalatoria, en el peri 
operatorio, presenta FC 130 X´, PA inestable, T° 40°C, PCO2 >65 mmHg; moteado de la piel, sudoración. Orina: color 
cola. Espasmo del masetero. ¿Cuál es el diagnóstico más probable y la medida a seguir?",Síndrome anafiláctico/administrar flumacenil,Intoxicación a relajantes/Naloxona en bolos,Hipertermia maligna/administrar dantroleno,Toxicidad a opioides/administrar dantroleno,Shock séptico/cristaloides a demanda,C
¿Cuál es un factor de riesgo intraoperatorio para la manifestación de lesión renal aguda post operatoria?,Tabaquismo,Diabetes mellitus,Edad avanzada,Transfusión de eritrocitos,Cardiopatía isquémica,D
"Varón de 50 años que sale temprano a realizar deporte, a los pocos minutos de haber caminado, presenta dolor en 
epigastrio y desvanecimiento del cuerpo, perdiendo la conciencia, recibe atención de primeros auxilios. ¿Cuál es la 
primera medida de reanimación en cuanto a la compresión / ventilación?",15/2,30/1,30/2,15/1,20/2,C
¿Cuál es el fármaco antagonista de las benzodiacepinas y de la betacarbolina?,Ondansetron,Flumazenil,Dantroleno,Dexmedetomidina,Droperidol,B
En la modulación del dolor. ¿Cuál es el neurotransmisor de tipo excitatorio?,Encefalina,Sustancia P,Serotonina,Glicina,Adenosina,B
¿Cuál es el primer signo de toxicidad inminente por sulfato de magnesio en la paciente eclámptica?,Escotomas,Poliuria,Disnea transitoria,Estreñimiento,Hiporreflexia patelar,E
"Gestante de 37 semanas con antecedente de valvulopatía, ASA II, con tratamiento crónico de aspirina, que ingresa para 
cesárea programada, con recuento plaquetario normal. ¿Cuál es la recomendación pre anestésica adecuada?",Cambiar a warfarina,Administrar 3 días antes heparina subcutánea,Asociar enoxaparina a su tratamiento,No suspender la aspirina,Heparina pre y post cirugía,D
"Paciente post operado de colecistectomía laparoscópica, sometido anestesia general endovenosa total, se extuba 
paciente dormido, ventilando espontáneamente, al llegar a la unidad de recuperación post anestésica, se evidencia: 
paciente dormido con máscara de reservorio a 10 litros, presentando inmediatamente pérdida del tono muscular 
bucofaríngeo; FV: PA 100/60 mmHg, FC 85X´, SatO2  94%, fiO2 50%. ¿Cuál es la conducta a seguir?",Tracción mandibular y esperar que despierte sin aporte de oxígeno,Elevar la mandíbula o aplicar presión positiva continua en vía respiratoria,Presión negativa continua y tracción mandibular,Solo elevar fiO2,Esperar que sólo se despierte y recupere conciencia,B
¿A qué tipo de anestesia se le atribuye el síndrome de la cola de caballo?,Bloqueo del plexo lumbar,Anestesia endovenosa,Anestesia inhalatoria,Bloqueo del nervio obturador,Anestesia neuroaxial,E
"Gestante de 32 semanas, refiere tinnitus persistente, cefalea global y epigastralgia. Examen: PA 170/120 mmHg. Edema 
en manos y pies. Laboratorio: LDH 650 U/l, plaquetas 70,000/µl. Ingresa a sala de operaciones por cesárea 
de EMG. ¿Cuál es la conducta a seguir?",Tratamiento de la crisis hipertensiva - anestesia epidural con catéter,Anestesia raquídea - sulfato de magnesio,Fármaco antihipertensivo - anestesia epidural más TIVA,Sulfato de magnesio - tratamiento de la crisis hipertensiva - anestesia general,Sulfato de magnesio - anestesia endovenosa sin intubación,D
¿Cuál es un cambio metabólico fisiológico que se da durante el despinzamiento aórtico?,Disminución de lactato,Aumento de la temperatura basal,Aumento de la presión arterial,Aumento de prostaglandinas,Aumento del retorno venoso,D
"RN de 6 semanas, con vómitos biliosos en proyectil, diagnosticándole hipertrofia pilórica. ¿Cuál es la conducta a seguir?","Corregir electrolitos y hospitalización, observación previa",Programar para cirugía electiva pasada las 10 Semanas,"Hidratación adecuada, corregir desequilibrio electrolítico e ingresarlo a SOP",Evitar el uso de anestesia general,"Solo observación, tratamiento no quirúrgico",C
"La triada de Beck (ruidos cardiacos velados, ingurgitación yugular e hipotensión) es útil para el diagnóstico de ....",tórax inestable.,taponamiento cardiaco.,lesión aortica.,contusión miocárdica.,lesión diafragmática.,B
La sacudida del dedo es un reflejo que se pierde cuando hay lesión entre...,C5 y C6,C2 y C3,C4 y C5,D3 y D4,C7 y D1,E
"Mujer de 45 años con DX COVID-19 severo que ingresa a emergencia, presenta cuello corto, obesa, con franca dificultad 
respiratoria, SatO2 85%, FC 50X', PA 80/50 mmHg, estómago lleno. ¿Cuál es la primera acción más adecuada en el 
manejo de la vía aérea?",Intubación endotraqueal despierta,Manejo de la vía aérea con máscara laríngea,Máscara a mediano flujo,Traqueostomía en UCI,"Tubo de mayo, ventilar sin intubación",A
"Paciente varón con cefalea moderada, rigidez de nuca y parálisis de pares craneales. ¿Cuál es el grado según la 
clasificación del estado neurológico según Hunt-Hess?",III,I,IV,V,II,E
¿Cuál es el anestésico local de alta potencia y pKa de 8.1?,Lidocaína,Etidocaína,Mepivacaína,Bupivacaína,Dibucaína,D
¿Qué hay que considerar en la evaluación preanestésica inicial para una cirugía torácica?,No es necesario evaluar la tolerancia al esfuerzo en todos los pacientes,En pacientes con cáncer considerar el efecto de masa y la metástasis,"En pacientes con EPOC solicitar gasometría arterial, fisioterapia y broncodilatadores",En caso de riesgo renal solicitar examen de orina completo,Indicar al paciente que no es necesario que debe dejar de fumar,C
¿Cuál es la lesión oftalmológica significativa resultante de una anestesia general?,Desgarro palpebral,Absceso orbitario,Estrabismo,Abrasión corneal,Exoftalmos,D
"Paciente con diagnóstico de hemorragia subaracnoidea que cursa con déficit motor y una escala de Glasgow de 14. 
¿Según la escala de hemorragias subaracnoideas de la WFNS (Federación Mundial de Neurocirujanos) a que grado 
corresponde?",II,III,I,IV,V,B
"En el protocolo de alerta roja de hemorragia post parto, la triada de la muerte es conocida por ...","anemia, acidosis e hipertermia.","CID, alcalosis e hipertermia.","desfibrinogemia, acidosis e hipotensión.","coagulopatía dilucional, acidosis e hipotermia.","leucocitosis, alcalosis e hipertensión.",D
"¿Qué consideración anestésica se debe tener en cuenta en el paciente a quien se le va a realizar una broncoscopía 
rígida?",No es necesario las placas radiográficas ni tomográficas,Evitar la ventilación con presión positiva y en jet,Evaluación preoperatotia y preanestésica completa,Pacientes con estridor intenso deben suspender,No es necesario la preoxigenación exhaustiva,C
"En la unidad de cuidados post anestésicos, cuando se presentan complicaciones hemodinámicas tipo disritmias 
cardiacas. ¿Cuál es la conducta inicial a seguir?",Usar Inhibidores de la enzima convertidora de angiotensina,Volver a entubar al paciente,Administrar oxígeno suplementario mientras se investiga la etiología,Uso de diuréticos inmediatos,Pasar a Unidad de Cuidados Intensivos,C
¿Cuál es una técnica directa para evaluar el flujo sanguíneo cerebral?,Oftalmodinamometría,Sonografía Doppler periorbital direccional,Fotopletismografía supraorbital,Tomografía computarizada con emisión de fotón,Tomografía por compresión carotídea,D
"¿Cuál es el anestésico de acción corta que tiene como complicaciones el riesgo de alucinaciones en el despertar y 
el aumento de secreciones?",Fentanilo,Propofol,Lidocaína,Ketamina,Bupivacaína,D
"Varón de 55 años que es sometido a una cirugía de reconstrucción de la aorta abdominal, en el intraoperatorio se 
evidencia disminución del gasto cardiaco, aumento de la presión venosa central, aumento de la tensión del ventrículo 
izquierdo. AGA: alcalosis respiratoria. ¿Durante qué proceso se evidencia estos cambios fisiológicos?",Insuficiencia arterial renal,Infusión de nitroglicerina,Pinzamiento aórtico,Infarto agudo de miocardio,Enfermedad de Takotsubo,C
"Varón de 25 años que es sometido a una colecistectomía laparoscópica. Antecedente de DM tipo II, IMC:40, será 
sometido a un tiempo operatorio aproximadamente de 30 min. ¿Cuál es la conducta a seguir en la protección de la vía 
área?",Máscara laríngea de primera generación,Intubación selectiva bronquial,Traqueostomía percutánea,Cricotiroidectomía,Intubación endotraqueal e inducción de secuencia rápida,E
En las pruebas de compatibilidad cruzada. ¿En qué fase se detecta fundamentalmente anticuerpos del sistema Rh?,Primera,Tercera,Antiglobulina,Segunda,Inmediata,D
"En un bloqueo bajo, por debajo de T10 con técnica neuroaxial. ¿Cuál es la primera acción a desarrollar?",Evitar retirar catéter si persiste el bloqueo,Cambiar a anestesia general con halotano,Retirar el catéter y suspender la cirugía,Aplicar antinflamatorios no esteroideos por vía EV,Administrar 5-10 cc de mezcla analgésica por vía,E
