questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Varón de 48 años, desde hace 6 meses con dolor en el abdomen, diarrea; desde hace 4 días estreñido. Antecedente: 
hace 4 años con espondilitis anquilosante. Examen: adelgazado. Abdomen: excavado, RHA (+), doloroso leve. 
Colonoscopía: en la mucosa del íleo terminal “apariencia de adoquinado”. ¿Qué diagnóstico es el más probable?",GIST,Tuberculosis enteroperitoneal,Enfermedad de Crohn,Colitis ulcerativa,Enfermedad de Chagas,C
¿Cuál es la utilidad de la maniobra de Pringle?,Evacuar la colección intraperitoneal,Controlar hemorragia en una lesión hepática grado,Drenaje de la cavidad peritoneal,Evitar la contaminación de la cavidad abdominal,Control hemorragia en una lesión esplénica grado I,B
"Los abscesos de la región anal catalogados como ""absceso en herradura"" están clasificados como:",Perianales,Supraelevadores,Interesfinterianos,Transesfinterianos,Isquiorrectales,E
"Mujer de 30 años, intervenida de hernioplastia umbilical; habiendo recibido anestesia epidural, 3 horas después presenta 
cefalea intensa con mareos e hipotensión. ¿Cuál es el diagnóstico probable?",Desgarro de duramadre,Reacción vagal,"Síndrome de la ""cola de caballo""",Depresión respiratoria,Schok anafiláctico,A
¿Cuál es una característica del cáncer temprano de estómago?,Afecta sólo la cadena linfática D3,Son en su mayoría poco diferenciados,Afecta sólo cadena linfática D2,Sólo compromete la mucosa,Sólo compromete hasta la submucosa,E
"Varón de 25 años, politraumatizado, se queja de dolor en muslo derecho. Examen: aumento de volumen y huellas de 
contusión directa en piel. Rx: muestra fémur con bordes fracturados con traslación y angulación. Clínicamente. ¿Qué se 
debe evaluar para considerar la fractura como desplazada?",Gran edema del miembro afectado,Herida extensa en piel,Falta de pulso poplíteo,Acortamiento y angulación,Pulso pedio débil,D
"Varón de 20 años, sufre el impacto de proyectil de arma de fuego, en muslo izquierdo. Examen: asimetría del muslo 
izquierdo, herida de ingreso y salida en tercio distal; pulso poplíteo ausente, pierna y pie fríos. ¿Qué se debe indicar?",Colocar férula muslopedio,Exploración con ecografía de partes blandas,Angiografía en la mesa de exploración,Fasciotomía en ambos lados del muslo,Exploración extensa de extremidad afectada,C
¿Cuál es el factor de riesgo de lesión de la arteria vertebral?,Extensión-flexión del cuello,Fractura del arco anterior C1,Traumatismo torácico abierto,Hiperflexión-extensión del cuello,Traumatismo cervical zona I,D
"¿Cuál es el tratamiento inmediato de la toxicidad del anestésico local, con síntomas neurológicos?",Aplicar bicarbonato de sodio,Administrar benzodiazepina,Aplicar cetamina EV,Indicar hidrocortisona,Administrar adrenalina,B
"Lactante de 4 meses con dolor abdominal cólico y vómito intermitente, además heces moco sanguinolento. Antecedente: 
hace 2 días enfermedad gastrointestinal viral. Examen: abdomen: doloroso, RHA incrementados, masa alargada en el 
cuadrante superior derecho. ¿Cuál es el diagnóstico?",Apendicitis aguda,Íleo meconial,Síndrome de tapón meconial,Intususcepción,Vólvulo de intestino medio,D
"Lactante de 7 meses, presenta la prueba de Galeazzi (+). Ecografía de cadera: luxación de articulación de cadera. ¿Cuál 
es el tratamiento?",Reducción abierta + capsulorrafía,Epifisiolistesis + osteotomía acetabular,Reducción cerrada + yeso de espiga de cadera,Tracción + fisioterapia,Acortamiento femoral + osteotomía pélvica,C
¿Cuál es el tratamiento de la complicación intratemporal de la otitis media?,Absceso subdural + drenaje,Mastoidectomía + ATB,Miringotomía con sonda + ATB,Corticoides + antivirales,Hidrocefália otítica + manitol,C
"Mujer de 25 años, acude por dolor y secreción ocular. Antecedente: infección vaginal. Examen: edema palpebral, 
hiperemia, quemosis y secreción purulenta. ¿Qué se debe indicar?",Lavado ocular,Levofloxacino VO,Gotas con nitrato de plata 10%,Gram de la secreción,Ceftriaxona 1g EV,D
"Mujer de 28 años, sufre agresión con objeto contundente en la cabeza, presentando cefalea y desorientación. Examen: 
función motora: localiza dolor al estímulo; muestra confusión al preguntarle por tiempo y espacio; no muestra apertura 
ocular. ¿Qué calificación le corresponde en la Escala de Glasgow?",8,12,9,10,13,D
"Adolescente de 14 años, hace 30 minutos presenta dolor súbito en región escrotal izquierda con aumento de volumen. 
Examen: asimetría a predominio del testículo izquierdo doloroso a la palpación. ¿Cuál es el examen a solicitar para el 
diagnóstico?",Arteriografía,Tomografía,Eco Doppler,Gammagrafía,Resonancia magnética,C
"Mujer de 55 años, hipermétrope, con dolor intenso en ojo derecho, náuseas y vómitos de inicio reciente. Examen: ojo 
derecho con agudeza visual cuenta dedos a 30 cm, inyección conjuntival, midriasis y edema corneal. ¿Cuál es el 
diagnóstico?",Neuritis óptica anterior,Desprendimiento de retina,Glaucoma agudo de ángulo abierto,Uveítis anterior aguda,Glaucoma agudo de ángulo cerrado,E
"Varón de 25 años que tropieza y cae sobre el hombro derecho, con mucho dolor, limitación funcional y deformación de la 
región supraclavicular. Examen: elevación de la clavícula. Rx: fractura del tercio medio de la clavícula. ¿Cuál es el 
tratamiento indicado?",Reducción cruenta + fijación interna,Implante de clavo intramedular + AINES,Fijarlo con alambre + AINES,Cabestrillo + analgésicos,Implante de placa y tornillos+ analgésicos,D
"Chofer de 40 años, conducía su auto, hace una hora sufre choque frontal y a gran velocidad, usaba el cinturón de 
seguridad, tiene dolor lumbar. Examen: FV estables; dolor a la palpación de apófisis espinosa de L4. Rx columna vertebral: 
en L4 rotura transversal a través de todos los elementos vertebrales. ¿Cuál es el diagnóstico?",Hernia del disco intervertebral,Fractura de Jefferson,Síndrome radicular agudo,Luxofractura lumbar,Fractura de Chance,E
