questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 86 años con síntomas severos del tracto urinario inferior. Antecedente de tumor cerebral pequeño y arritmia 
cardiaca en tratamiento.  Postrado crónico por fractura de cadera hace 1 año. Ecografía: leve hidronefrosis bilateral, 
próstata 59 g, vejiga de paredes gruesas 5 mm y retención urinaria de 80%. ¿Qué tipo de cateterismo está indicado?",Uretral,Intermitente,Suprapúbico,Autocateterismo,C
¿Cuál es el gérmen más frecuentemente implicado en la infección urinaria alta por vía hematógena?,Escherichia coli,Streptococcus epidermidis,Staphylococcus aureus,Klebsiella pneumoniae,C
"Varón de 55 años con tumoración renal. TC tóraco abdominal con contraste: Masa sólida renal izquierda de 5cm en polo 
superior, bien delimitado, no se observa invasión vascular ni periférica. No linfadenopatías retroperitoneales ni 
nodulaciones en otros órganos. ¿Qué TNM le corresponde?",T2a N0 M0,T1a N0 M0,T2b N0 M0,T1b N0 M0,D
"Mujer de 52 años acude por pérdida de orina por vagina, patrón de micción normal. Antecedente: histerectomía 
laparoscópica hace 23 días. TC: fuga de contraste por el uréter derecho a 8 cm de vejiga. Cistografía sin alteraciones. 
Pielografía retrograda evidencia pasaje de sustancia de contraste a uréter proximal derecho. ¿Cuál es la opción 
terapeutica de primera elección?",Catéter doble J,Reimplante ureteral,Sonda vesical,Colgajo de Boari,A
Está contraindicado el uso de anticolinérgicos y antimuscarínicos en pacientes con:,Síndrome de iris flácido,Glaucoma ángulo abierto,Desprendimiento de retina,Glaucoma ángulo cerrado,D
"¿Cuándo está indicada la cirugía conservadora de la vejiga (cistectomía parcial) en el contexto del carcinoma urotelial 
con invasión muscular?",Presencia de CIS,Lesión grande pediculada,Lesión solitaria pequeña sin CIS,Máximo 3 tumores pequeños,C
¿Cómo se le denomina a la rotura mecánica de un cálculo vesical?,Cistolitotomía,Cistolitotricia,Cistolitolapaxia,Cistostomía,C
"Después del primer episodio de formación de cálculo urinario. ¿Cuál es el porcentaje de riesgo de formar un segundo 
cálculo en el periodo de 10 años?",10,25,50,80,C
"Varón de 81 años con dolor y aumento de volumen de hemiescroto izquierdo de 6 meses de evolución. Ecografía: tumor 
de testículo izquierdo de 5 cm. ¿Cuál es la estirpe histológica más probable?",Coriocarcinoma,Linfoma,Seminoma,Teratoma,B
¿Qué sustancia se utiliza mayormente para el enfriamiento en la crioablación de tumores renales?,Gas argón,Nitrógeno,Oxígeno líquido,Solución salina,A
¿Cuál es la disfunción miccional más frecuentemente encontrada en la urodinamia de pacientes con esclerosis múltiple?,Acontractilidad del detrusor,Hiperactividad del detrusor,Disinergia vesicoesfinteriana,Hiposensibilidad vesical,B
"Varón de 60 años, asintomático. TC con contraste: masa quística de 2x2 cm, contenido homogéneo, con algunos tabiques 
delgados y calcificaciones finas bien delimitadas que no realzan con el contraste. ¿Qué clasificación de Bosniak le 
corresponde y cuál es el tratamiento más indicado?",IIF / seguimiento ecográfico en 3 meses,I / seguimiento ecográfico en 3 meses,II / sin tratamiento ni seguimiento,IIF / sin tratamiento ni seguimiento,C
"Durante la cirugía de colocación de malla suburetral, se provocó una lesión de uretra durante la disección. ¿Qué actitud 
recomendaría?",Colocar la malla prontamente,Reparar uretra con sutura no absorbible,Colocación de catéter suprapúbico,Suspender la colocación de la malla,D
"Las fibras posganglionares ..... terminan predominantemente en el músculo detrusor y liberan ....., lo que provoca la 
..... del detrusor durante la micción.",simpáticas / acetilcolina / relajación,parasimpáticas / noradrenalina / contracción,parasimpáticas / acetilcolina / contracción,simpáticas / noradrenalina / contracción,C
"Mujer de 64 años, antecedente de ileostomía hace 5 años. Cursa con ITU recurrente desde hace 2 años. Urocultivo 
positivo. Ecografía renal: cálculo de 9 mm. Rx abdomen normal. ¿Qué tipo de cálculo sospecharía?",Cistina,Estruvita,Fosfato de calcio,Urato de amonio,D
Es una contraindicación absoluta para la terapia de BCG para tumores de vejiga:,Hematuria macroscópica,Edad avanzada,Antecedente de tuberculosis,Reflujo vesicoureteral,A
¿Cuál es el agente quimioterapéutico intravesical adyuvante más efectivo en el perioperatorio?,Tiotepa,Gemcitabina,Mitomicina C,Bacilo Calmette Guerin,C
"Varón de 55 años, hipertenso en tratamiento desde hace 3 meses, acude por disminución de la fuerza de erección desde 
el uso del antihipertensivo. ¿Cuál es el medicamento causante de dicho efecto?",Enalapril,Carvedilol,Valsartan,Amlodipino,B
"Varón 45 años, obeso, hipertenso hace 5 años, acude por cólico renal izquierdo. TC: cálculo de 7 mm en uréter distal 
izquierdo e hidronefrosis ipsilateral. ¿En qué componente bioquímico del cálculo sospecharía?",Cistina,Urato de amonio,Estruvita,Oxalato de calcio,D
"Mujer de 38 años, asintomática, con DM2 en tratamiento regular con insulina NPH. En examen ocupacional anual le 
reportan urocultivo positivo para E. coli. ¿Cuál es la conducta más adecuada?",No requiere tratamiento antibiótico,Iniciar tratamiento antibiótico según antibiograma,Solicitar TC con contraste,Indicar uretrocistoscopía diagnóstica,A
La zona glomerulosa de la corteza suprarrenal es la única fuente de ...,aldosterona.,noradrenalina.,dihidrotestosterona.,cortisol.,A
"En el estudio urodinámico, el catéter que se coloca por vía uretral para medir la presión real de la vejiga, se le denomina 
presión ...",detrusor.,vesical.,uretral.,abdominal.,B
¿Cuál es la hora estándar para dosaje de testosterona total y biodisponible en hombres adultos?,Después del almuerzo,Primeras horas de la noche,Después de la cena,Temprano en la mañana,D
¿Cuál es el principal factor predisponente para el desarrollo de carcinoma de células escamosas de vejiga?,Inflamación crónica del urotelio,Tabaquismo,Exposición a aromatasas,Cirugías pélvicas,A
¿Cuál de las siguientes es una ventaja de la cirugía asistida por robot?,Vista tridimensional del campo quirúrgico,Solo se puede realizar por via transperitoneal,Facilita el uso de mano-asistida,Poco ángulo de movimiento de los brazos,A
"Mujer de 27 años con diagnóstico de cistitis no complicada, niega antecedente de ITU. ¿Cuál de los siguientes antibióticos 
es el de mejor elección empírica, considerando las probabilidades de resistencia bacteriana?",Ciprofloxacino,Nitrofurantoina,Gentamicina,Cefexime,B
Es un músculo que forma parte del piso pélvico:,Cardinal,Uterosacro,Puborrectal,Obturador,C
¿Cuál es el principal neurotransmisor que interviene en la erección?,Acetilcolina,Óxido nítrico,Noradrenalina,Serotonina,B
"Mujer de 31 años con lesión por arma blanca, cursa con hematuria macroscópica. Hemodinamicamente estable. TC: 
laceración de corteza renal, médula y sistema colector; lesión de vasos renales con hematoma perirenal y en hilio. 
¿Qué grado de trauma renal le corresponde?",V,II,IV,III,C
"Varón de 64 años, con PSA 15 ng/dL. Tacto rectal: próstata con nódulo duro de 1 cm en lóbulo izquierdo. Resonancia 
multiparamétrica de próstata: PI RADS 4. ¿Cuál es la conducta a seguir?",Uretrocistoscopía diagnóstica,Marcadores tumorales,Biopsia prostática ecodirigida,PSA total y libre,C
¿Cuáles son los cánceres urológicos más frecuentes en pacientes con trasplante renal?,Pene y próstata,Vejiga y próstata,Riñón y pene,Riñón y vejiga,D
¿En qué situación se debe repetir la biopsia de próstata?,Resonancia magnética de próstata normal,Proliferación acinar pequeña atípica,PSA en descenso,PCA3 urinario negativo,B
Con respecto al manejo percutáneo de los tumores uroteliales de vía urinaria superior:,Es usual la siembra de células tumorales por fuera del riñón,El tumor se reseca sin necesidad de resecar base del tumor,Es aceptable en tumores de grado 1,La hemorragia es una complicación inusual,C
"Recién nacido varón con masa palpable en hemiabdomen izquierdo. Ecografía: masa sólida con flujo doppler en riñón 
izquierdo. ¿Cuál es el diagnóstico más probable?",Tumor de Wilms,Tumor renal osificante,Sarcoma de células claras,Nefroma mesoblástico congénito,D
Es una característica de la uretra femenina:,El esfínter voluntario está en el tercio proximal de la uretra,Consta de una capa muscular circular interna,El esfínter voluntario está compuesto por músculo estriado,La mucosa y submucosa dependen de la progesterona,C
¿Qué tipo de medicamento es el mirabegron?,Bloqueador α1 adrenérgico,Agonista ß3 adrenérgico,Antimuscarínico selectivo,Agonista serotoninérgico,B
"Mujer de 35 años con diagnóstico de infección urinaria complicada, hospitalizada con tratamiento antibiótico según 
urocultivo con gentamicina 160mg EV c/24 h desde hace 5 días sin mejoría clínica. ¿Cuál es la conducta más apropiada?",Recambio de antibiótico a vía oral,Realizar cistoscopía diagnóstica,Colocación de catéter ureteral,Realizar TC con contraste,D
"¿Cuál de los siguientes, es un factor que interfiere con la función peristáltica normal del uréter?",Obstrucción ureteral,Alta filtración glomerular,Presión vesical baja,Bajo volumen urinario,A
El sunitinib es un inhibidor oral de la quinasa ...,VEGFR.,PDGFR.,EGFR.,FGFR.,A
"Varón de 50 años, con antecedente de hace un mes de nefroureterectomía radical laparoscópica izquierda, refiere dolor 
leve permanente tipo urente en escroto. Niega otras molestias. Al examen genital: estructuras sin alteraciones, no signos 
de flogosis, no edema, dolor escrotal no aumenta con la palpación, hiposensibilidad en cara anterior escrotal. ¿Cuál es el 
diagnóstico más probable?",Hidrocele reactivo,Recidiva tumoral,Lesión del nervio genitocrural,Lesión de la vena gonadal,C
¿Cuáles son los músculos que se seccionan durante una lumbotomía?,"Cuadrado lumbar, psoas mayor y menor, recto externo","Dorsal ancho, serrato posteroinferior, oblicuo externo","Diafragma, dorsal ancho, oblicuos interno y externo","Cuadrado lumbar, psoas, oblicuos externo e interno",B
"Mujer de 78 años post histerectomía laparoscópica hace 26 días. Acude por pérdida de orina por vagina. 
Ecografía: capacidad vesical 150 ml. Cistoscopía: no solución de continuidad en vejiga, poca capacidad vesical. TC: 
estenosis de uréter a 10 cm de la vejiga y extravasación de contraste a vagina. ¿Qué indicación quirúrgica está 
contraindicada?",Descenso renal,Transureteroureterostomía,Ureteroureterostomia sin tensión,Colgajo de Boari,D
"¿Cuál es el síndrome en que la mayoría de los pacientes desarrollan fibrofoliculomas cutáneos, quistes pulmonares, 
neumotórax espontáneos y una variedad de tumores renales derivados principalmente de la nefrona distal?",Von Hippel-Lindau,Cowden,Munchausen,Birt-Hogg-Dube,D
La incisión de .....  es el abordaje tradicional para el trasplante renal.,Gibson,Chevron,Pfannenstiel,Foley,A
"Pareja infértil, varón con antecedente de cáncer de testículo que recibió última quimioterapia hace 18 meses. ¿Cuál es el 
hallazgo más probable en el espermatograma?",Oligospermia,Normal,Azoospermia,Teratospermia,C
"El tumor que se produce a partir de la cresta neural que se encuentra dentro de la glándula suprarrenal, se denomina ...",paraganglioma.,feocromocitoma.,ganglioneuromas.,neurofibroma.,B
¿En qué estructura renal se origina principalmente el cáncer de células claras?,Túbulo colector,Asa de Henle,Túbulo contorneado proximal,Túbulo contorneado distal,C
¿Cuál de los siguientes es un factor patogénico de la Escherichia coli uropatógena?,Alta receptividad del epitelio rectal,Multiplicación en células profundas de epitelio vesical,Formación de biopelícula dentro del núcleo celular,Expresión de la adhesina pili tipo 1,D
¿Cuál es la causa más frecuente de priapismo no isquémico?,Anemia drepanocítica,Uso de cocaína,Sobredosis de sildenafilo,Trauma en periné,D
La irrigación sanguínea del pene en la mayoría de los hombres depende de las arterias ...,pudendas internas.,dorsales.,cremastéricas.,iliacas externas.,A
¿Cuál es una contraindicación de la biopsia de próstata?,Prostatitis crónica,Estenosis uretral,Inmunosupresión grave,Diverticulosis de cólon,C
"¿Cuál de los siguientes, es una propiedad del láser holmium?",Produce una onda de choque débil,Su versatilidad es muy limitada,Emite una onda de choque intensa,Pocas aplicaciones en tejidos blandos,A
¿En cuál de las siguientes cirugías es ideal utilizar la incisión de Chevron?,Ureterolitotomia proximal con remodelaje del uréter,Nefrectomía radical con trombectomía de la vena cava inferior,Nefrectomía parcial de tumor en polo inferior,Anastomosis ureteral con remplazo ureteral ileal,B
"Las trabeculaciones que encontramos en la cistoscopía por aumento en la resistencia de salida de la orina, es debido al 
aumento de ..... en el detrusor.",grasa,fibrosis,colágeno,adventicia,C
"Mujer de 34 años con infecciones urinarias recurrentes. TC: litiasis de 1.8 cm, 1000 UH, en cáliz inferior de riñón izquierdo. 
¿Qué tratamiento indicaría?",Litotricia extracorpórea,Ureterolitotricia flexible,Pielolitotomía laparoscópica,Nefrolitotricia percutánea,D
"Varón de 76 años, presentó retención urinaria hace 2 meses. PSA 3.4 ng/dL. Ecografía: próstata 95 g, cálculo vesical de 
3 cm y divertículo vesical. ¿Qué opción quirúrgica plantearía?",Prostatectomía simple,Resección transuretral bipolar,Enucleación láser holmium,Ablación térmica,A
¿Cuál de las siguientes alternativas sugiere un traumatismo renal grado II?,Avulsión del hilio renal,Laceración mayor de 3 cm,Hematoma perirrenal no expansivo,"Laceración del parénquima, médula y sistema colector",C
"Mujer de 34 años consulta por ITU recurrentes y sensación de masa vaginal. Examen: tumoración blanda en meato 
uretral de 2 cm. Urocultivo positivo. ¿Qué examen solicitaría para definir el diagnóstico?",Cistoscopía,Uretrorrafía,Resonancia magnética,Ecografía pélvica,C
"Varón 45 años, en trauma shock por accidente de tránsito. Hb: 10 g/dL. Examen de orina: hematies > 100/c. TC: 
hematoma renal derecho y retroperitoneal pulsátil. ¿Cuál es la conducta a seguir?",Monitorización de funciones vitales,Control seriado de hemoglobina,Cirugía renal exploratoria,Drenaje percutáneo,C
"Varón de 55 años postoperado de RTU-vejiga por tumor vesical. AP: carcinoma urotelial que compromete la capa 
muscular interna. Según el TNM le corresponde:",T1c,T2b,T2a,T1b,C
¿Cuál es la complicación intraoperatoria más frecuente en la prostatectomía radical?,Lesión del nervio obturador,Lesión rectal,Hemorragia,Urosepsis,C
¿Qué hormona estimula al seno urogenital para la formación de la próstata?,Aldosterona,Prolactina,Dihidrotestosterona,Progesterona,C
"¿Cuál es el nombre de la vaina fibrosa que reviste el uréter desde su ingreso a la vejiga, trígono y se fija en el 
cuello vesical?",Petersen,Elsevier,Waldeyer,Banks,C
"Varón de 67 años, desde hace 2 años con síntomas severos del tracto urinario inferior. Toma tamsulosina 
sin mejoría.  PSA 1.5 ng/dL. Ecografía: próstata 65 g, vejiga con residuo post miccional 45%. ¿Cuál es el 
tratamiento indicado?",Cambiar a silodosina,Cateterismo uretral,Agregar anticolinérgicos,RTU de próstata,D
¿Cuál es la complicación postoperatoria más importante en el tratamiento quirúrgico de la fístula vésico vaginal?,Dispareunia crónica,Infección vaginal,Recurrencia de la fístula,Reimplante ureteral,C
"Paciente 28 años, con cáncer de testículo operado. TC cerebral: metástasis de 3 cm lóbulo parietal izquierdo. AP de 
tumor testicular: coriocarcinoma. Se indica quimioterapia. ¿Cuál es el riesgo más importante a considerar durante el 
tratamiento?",Transtorno del seno cavernoso,Fístula de líquido cefalorraquídeo,Hemorragia intracraneal,Absceso intracerebral,C
"Varón de 18 años, transferido de Pucallpa por dolor abdominal y dificultad respiratoria. Ecografía: testículo izquierdo 
de 25 cm. AFP 500 ng/mL, ß-hCG 13000 mUI/mL. TC: tumoraciones retroperitoneales que desplazan asas intestinales y 
elevan diafragma. ¿Qué tratamiento de inicio recomendaría?",Radioterapia,Orquiectomía radical,Quimioterapia,Biopsia de testículo,C
"Varón 65 años acude por cólico renal izquierdo. Antecedente de aneurisma de aorta abdominal. TC:  cálculo en uréter 
medio izquierdo de 2 cm, 900 UH, hidronefrosis izquierda. ¿Qué tratamiento recomendaría?",Litotricia extracorpórea,Nefrolitotricia percutánea,Ureterolitotomía laparoscópica,Ureterolitotricia láser,D
¿Cuál de los inhibidores de la PDE5 produce más frecuentemente trastornos visuales?,Tadalafilo,Vardenafilo,Avanafilo,Miranafilo,B
"Varón de 20 años con leve retraso mental y diagnóstico ecográfico incidental de masa sólida renal derecha. RMN: masa 
sólida en polo superior renal derecho con hiperintensidad en T1 y T2, hipointensidad en secuencia T1 con supresión grasa 
y realce a la administración de gadolinio. ¿Cuál es el diagnóstico más probable?",Angiomiolipoma,Quiste renal complejo,Carcinoma renal,Oncocitoma,A
La fractura de pene es la disrupción de la ..... con ruptura del ...,vena dorsal / cuerpo esponjoso.,túnica albugínea / cuerpo esponjoso.,vena dorsal / cuerpo cavernoso.,túnica albugínea / cuerpo cavernoso.,D
El principal suministro de sangre a los testículos proviene de la arteria ..... que surge directamente de la arteria ...,deferente / iliaca.,cremastérica / epigástrica.,espermática / hipogástrica.,testicular / aorta.,D
La fascia de .....  separa el recto de la próstata.,Denonvillier,Santorini,Waldeyer,Retzius,A
"¿Qué energía utilizada para el tratamiento quirúrgico de HBP, requiere el uso de morcelador con complicaciones como 
lesión vesical y evacuación incompleta del adenoma?",Electrohidraúlica,Monopolar,Térmica,Láser,D
"Varón de 34 años con diagnóstico de hidronefrosis derecha. TC: estenosis en uréter medio de 1 cm. Radiorrenograma: 
función renal derecha 55%. Se indica endoureterotomía láser. ¿En qué cara de la pared ureteral se realiza la incisión?",Posterior,Lateral izquierda,Anterior,Lateral derecha,C
¿Cuál es el principal neurotransmisor que interviene en la flacidez del pene?,Óxido nítrico,Noradrenalina,Acetilcolina,Serotonina,B
"¿Qué sustancia desempeña un papel defensivo bloqueando la unión bacteriana a los receptores de uroplaquina del 
urotelio urinario?",Antígeno HLA-A3,Proteína TosA,Adhesina FimH,Proteína Tamm-Horsfall,D
"El desarrollo de la erección implica relajación ....., dilatación ..... y compresión ...",sinusoidal / arterial / venosa.,arterial / venosa / venosa.,esfinteriana / venosa / arterial.,venosa / esfinteriana / sinusoidal.,A
"¿Cuál es el examen que permite evaluar metástasis óseas, estadificación inicial y recurrencia en cáncer de próstata?",Tomografía computarizada,Ecografía abdominal,Gammagrafía ósea,Densidad del PSA,C
Según la epidemiología. ¿Cuál de las siguientes bebidas incrementa el riesgo de formación de cálculo urinario?,Café pasado,Vino semiseco,Refrescos azucarados,Cerveza artesanal,C
"Mujer de 45 años, con 2 días de disuria, urgencia miccional y tenesmo vesical, afebril. Refiere que hace 5 meses tuvo 
diagnóstico de ITU con urocultivo positivo y tratamiento antibiótico con mejoría completa. Niega comorbilidades. ¿Cuál es 
el diagnóstico más probable?",ITU persistente,ITU recurrente,Pielonefritis aguda,Uretritis aguda,B
"¿A qué área de la próstata corresponde las siguientes características: zona pequeña, contiene 5% de los componentes 
glandulares, sitio de la hiperplasia benigna de próstata, corresponde al 15 - 30% del volumen de la próstata?",Periférico,Central,Transicional,Fibromuscular anterior,C
"La hematuria durante el postoperatorio inmediato del trasplante renal está típicamente relacionada con la anastomosis 
ureterovesical y se observa con mayor frecuencia cuando se usa la técnica de ...",Cohen.,Leadbetter.,Lich-Gregoir.,Pritchard.,B
Con respecto al tratamiento profiláctico para ITU recurrente:,El uso de probióticos es una estrategia eficaz en mujeres jóvenes,Los productos de arándanos deben tener mínimo 12 mg de PAC para ser efectivos,En mujeres posmenopáusicas el tratamiento con estriol vaginal es efectivo,La D-manosa por vía oral no ha demostrado ser efectiva,C
La causa de mortalidad más frecuente luego de una prostatectomía radical es...,contractura del cuello vesical.,embolia pulmonar.,sepsis.,hemorragia.,B
"La vena suprarrenal derecha es corta y entra en la cara ..... de la vena ..... , la vena suprarrenal izquierda más larga se 
une con la vena frénica inferior y entra en la cara ..... de la vena ..... izquierda.",anterior / cava inferior / anterior / mesentérica,anterior / renal / craneal / mesentérica,posterior / renal / craneal / renal,posterior / cava inferior / craneal / renal,D
"En la resonancia multiparamétrica de próstata cuando se informa de una lesión que es probable que haya cáncer 
clínicamente significativo. ¿A qué PI - RADS corresponde?",5,4,2,3,B
¿Cuál es una contraindicación para indicar inhibidores de la PDE5?,Angina inestable,Hipertensión controlada,DM2 insulino dependiente,Opacidad corneal,A
"Varón de 54 años, desde hace 2 días presenta fiebre, malestar general, dolor testicular. Antecedentes: DM tipo 2 
tratamiento irregular. Examen genital: escroto de 20 cm, con signos inflamatorios, crépitos y área de necrosis. Laboratorio: 
leucocitosis con desviación izquierda. ¿Cuál es el diagnóstico?",Orquiepididimitis aguda,Torsión testicular,Gangrena de Fournier,Celulitis escrotal,C
La vida media de los marcadores tumorales es: Alfa fetoproteina ..... días y Gonadotrofina coriónica Humana ..... horas.,5 - 7 / 24 - 36,1 - 3 / 12 - 24,7 - 9 / 36 - 48,2 - 5 /  8 - 15,A
