questions,option_A,option_B,option_C,option_D,correct_answer
"Mujer de 42 años, operada de histerectomía abdominal, en tratamiento con inhibidores de la monoaminooxidasa. 
¿Qué analgésico está contraindicado?",Fentanilo,Paracetamol,Tramadol,Morfina,C
"Los pacientes con obesidad mórbida y supermórbida pueden presentar complicaciones postoperatorias como 
hipertensión pulmonar, miocardiopatía, hipertensión sistémica e infarto de miocardio. El mayor el riesgo se encuentra 
asociado a:",Diabetes mellitus,Hipertensión arterial,Apnea obstructiva del sueño,Gota,C
"Varón de 38 años, programado para colecistectomía laparoscópica electiva, antecedente de fumador desde hace 15 años, 
una cajetilla/día. En la evaluación pre anestésica se le refiere dejar de fumar 30 días antes de la operación. ¿Cuál es 
el beneficio que se logra con dejar de fumar?","Nivel de cianuro se mantiene, sin alterar el uso de O2",Beneficio recién se materializa en tres años,Nivel de nicotina no se altera a nivel sérico,"Nivel de CO disminuye, mejorando la administración O2",D
Sobre el soporte vital cardiovascular avanzado y manejo de la parada cardiaca. ¿Cuáles son los ritmos desfibrilables?,Taquicardia ventricular sin pulso o fibrilación ventricular,Asistolia y actividad eléctrica sin pulso,Taquicardia ventricular y actividad eléctrica sin pulso,Fibrilación ventricular y actividad eléctrica sin pulso,A
"La laudanosina es un metabolito del ..... , que tiene propiedades estimulantes sobre el sistema nervioso central.",rocuronio.,pancuronio,mivacurio,atracurio,D
"En la anestesia neuroaxial, la depresión respiratoria tardía se asocia sobre todo a opioides hidrófilos, pues la distribución 
cefálica del opioide sucede a las 12 horas siguientes a la administración de ...",fentanilo.,sufentanilo.,morfina.,ketamina.,C
¿Qué fármaco se utiliza en el tratamiento de la taquicardia supraventricular?,Lidocaína,Magnesio,Adenosina,Sotalol,C
"¿Cuál es el fármaco antiarrítmico antagonista de los receptores β-adrenérgicos empleado en el tratamiento de las 
taquicardias supraventriculares y ventriculares de repetición?",Fenitoína,Lidocaína,Amiodarona,Mexiletina,C
"Con el pinzamiento aórtico en cirugía vascular, fisiológicamente se produce el aumento ...",del gasto cardiaco.,de la presión venosa central.,de la fracción de eyección.,del flujo sanguíneo renal.,B
Se produce bradicardia después de una segunda dosis de succinilcolina. ¿Qué fármaco revierte esta complicación?,Atropina,Midazolan,Fentanilo,Neostigmine,A
"Varón 
de 
72 
años, 
programado 
para 
colecistectomía 
laparoscópica. 
Presenta 
en la 
monitorización 
electrocardiográfica elevación del segmento ..... , siendo compatible con isquemia transmural.",QR,ST,PQ,RS,B
"Varón de 62 años, postoperado de laparotomía exploratoria por obstrucción intestinal. Examen: PA: 89/59 mmHg, FC: 
96X´, SatO2: 98%, volumen urinario disminuido. ¿Cuál es la causa más común de oliguria en el postoperatorio?",Necrosis tubular aguda,Hemólisis,Reducción del volumen intravascular,Bajo gasto cardiaco,C
"Sobre las características farmacocinéticas de las benzodiazepinas, el fármaco con mayor semivida de eliminación es:",Lorazepam,Remimazolam,Midazolam,Diazepam,D
"Mujer de 40 años operada de histerectomía abdominal con anestesia general inhalatoria, actualmente en tratamiento de 
infección urinaria con aminoglucosidos. ¿Cuál es la complicación que se puede presentar en el post operatorio inmediato?",Laringoespasmo moderado,Cefalea frontal,Bloqueo neuromuscular residual,Nausea refractarias,C
"Varón 35 años, con adicción a opioides, se le programa para artroscopía de rodilla. ¿Qué técnica anestésica es la más 
adecuada?",Anestesia general balanceada,TIVA,Sedoanalgesia,Anestesia regional,D
"La monitorización de la frecuencia respiratoria como el apnea y bradipnea son acontecimientos que se presentan en el 
intra y post operatorio, son monitorizados mediante la  ...",capnografía.,pulsioximetría.,electromiografía.,gasometría.,A
"En relación al crecimiento de la columna vertebral ¿A qué edad el paciente pediátrico alcanza el nivel del adulto (L1 para 
el cono medular y S2 el saco dural)?",A los 6 meses.,Al final del segundo año,Al final del primer año de vida,Al final de los cuatro años de vida,C
"Varón de 56 años, HTA y DM mal controlada, dislipidemia, ingresa por colecistitis aguda complicada. Valoración 
preanestésica: se auscultan soplo en segundo espacio paraesternal derecho, mesosistólico, creciente - decreciente, 
irradiado hacia las carótidas, con ruidos S3, que reduce de intensidad a la maniobra de valsalva. ¿Cuál es el diagnóstico?",Estenosis mitral,Estenosis aórtica,Insuficiencia mitral,Prolapso de la válvula mitral,B
"En la evaluación preanestésica inicial para cirugía torácica, las consideraciones anestésicas en pacientes con cáncer 
debe incluir el efecto de masa, los efectos metabólicos, la medicación que toma el paciente y ...",el análisis de gases arterial.,la espirometría.,la prueba de esfuerzo.,la metástasis.,D
"En la parada cardíaca pediátrica la dosis endovenosa de adrenalina es de ..... y si el acceso venoso no está disponible 
se puede administrar la dosis por TET de ...","0,01mg/Kg - 0,1mg/Kg.","0,1mg/Kg - 0.5mg/Kg.",0.1mg/Kg - 0.6mg/Kg.,0.01mg/Kg - 0.5mg/Kg.,A
"¿Cuál es el fármaco usado para reversión del bloqueo neuromuscular que liga selectivamente los relajantes mediante un 
mecanismo de encapsulación que inactiva el bloqueante neuromuscular?",Sugammadex,Neostigmina,Piridostigmina,Edrofonio,A
"El objetivo en los ajustes de dosis durante la anestesia es conseguir y mantener una concentración terapéutica estable 
del fármaco en el sitio denominado ..... donde ejerce sus efectos.",compartimento central,biofase,histeresis,compartimiento periférico,B
En el aparato cardiovascular. ¿Cuál es el cambio fisiológico durante el embarazo?,Disminución del volumen eritrocitario,Disminución del gasto cardiaco,Aumento de la resistencia vascular sistémica,Aumento del volumen plasmático,D
"Se acude a emergencia para evaluación preanestésica de mujer de 60 años, con hemorragia subaracnoidea. A la 
evaluación paciente presenta cefalea moderada. Examen: rigidez de nuca, ausencia de déficit, salvo parálisis de pares 
craneales. ¿A qué grado corresponde de acuerdo a la clasificación de Hunt-Hess?",II,III,IV,V,A
La bradicardia es una complicación que en el post operatorio inmediato se presenta debido a :,Reversión con anticolinesterásicos,Administración de ketamina,Reversión con suggamadex,Atropina endovenosa,A
"Mujer de 45 años, operada de mastectomía bilateral, con anestesia general balanceada y se está monitorizando la 
profundidad anestésica mediante el uso el BIS (índice biespectral), indicando el equipo un valor de 50. El paciente se 
encuentra ...",con sedación moderada.,adecuadamente anestesiada.,en coma.,semi despierto.,B
"Varón de 4 años, con diagnóstico de abdomen agudo quirúrgico, se le realiza laparotomía exploratoria. Sobre el 
tratamiento del dolor agudo. ¿Qué analgésico es el menos recomendable?",Morfina,Fentanilo,Meperidina,Ketamina,C
"¿Cuál es el bloqueante neuromuscular de inicio de acción rápida y una duración ultracorta que estimula los receptores 
colinérgicos en la unión neuromuscular y los sitios autónomos muscarínicos?",Atracurio,Succinilcolina,Vecuronio,Rocuronio,B
"¿Cuál es la clasificación de Mallampati en donde se visualiza paladar duro, paladar blando, pilares palatinos y la úvula 
completa?",II,III,I,IV,C
¿Cuál es el fármaco que conserva el tono muscular y los reflejos protectores de la vía aérea?,Fentanilo,Morfina,Ketamina,Codeína,C
"Varón de 82 años, con cáncer de próstata y metástasis a cadera derecha, con sonda vesical permeable. Se desea 
programar para RTU. Pronóstico reservado. ¿Cuál es la conducta a seguir?",Solicitar exámenes pre quirúrgicos y programar,Alternativas a la cirugía,Interconsulta a UCI para postoperatorio,Solicitar evaluación para cuidados paliativos,D
"La monitorización no invasiva que se utiliza para vigilar la saturación fraccionada de oxígeno arterial, corresponde a:",Capnografía,Pulsioximetría,End tidal CO2,AGA,B
La hipertensión pulmonar debida a enfermedad del corazón izquierdo se debe a ...,hipoxemia.,enfermedad vascular pulmonar.,disfunción diastólica.,apnea del sueño.,C
"¿Cuál es el agonista-α2 específico, que prolonga el bloqueo motor y sensitivo de los anestésicos locales de acción 
prolongada aproximadamente en 4 h?",Dexametasona,Lidocaína,Fentanilo,Dexmedetomidina,D
..... en el espacio epidural se asocia a la reactivación post parto del herpes simple labial.,El fentanilo,El sufentanilo,La morfina,El tramadol,C
"Paciente en soporte cardiovascular avanzado por parada cardiaca, le corresponde la segunda dosis de amiodarona 
endovenosa de ..... mg.",300,150,100,250,B
"La médula espinal tiene una terminación distal variable, desde ..... en los niños hasta el borde inferior de ..... en los adultos 
debido a las diferentes tasas de crecimiento entre el canal vertebral óseo y el sistema nervioso central.",L5 / L1,L3 / L2,L4 / L1,L3 / L1,D
"El modelo farmacocinético - farmacodinámico utilizados en sistemas de perfusión de hipnóticos controlados por objetivos 
para la administración de ketamina corresponde a:",Domino,Paedfusor,Kataria,Minto,A
En el tratamiento del dolor agudo post operatorio. ¿Cuál opiode está contraindicado en el espacio subaracnoideo?,Morfina de liberación sostenida,Citrato de fentanilo,Sufentanilo,Clorhidrato de petidina,A
El dolor agudo post operatorio no controlado puede contribuir a la morbimortalidad de los pacientes por:,Aumento de oxígeno por vasodiatacion coronaria,Aumenta la actividad gastrointestinal,Aumento del consumo de oxígeno miocárdico,Se activa el sistema nervioso parasimpático,C
El laringoespasmo sostenido ocasiona edema agudo pulmonar debido ...,a la disminución del gradiente de presión hidrostática.,al aumento del flujo sanguíneo hacia lado derecho del corazón.,a la disminución de la postcarga del ventrículo izquierdo.,al aumento de la fracción de eyección.,B
"Varón de 35 años post operado de laparotomía exploratoria por abdomen agudo, para el tratamiento del dolor agudo post 
operatorio se recomienda:",Bloqueo plexo nervioso,Analgesia epidural,Parche de opioides,Analgesia multimodal,D
"Varón de 63 años, presenta bradiarritmia con pulso persistente que causa hipotensión, alteración aguda del estado 
mental, signos de shock, insuficiencia cardiaca aguda. El tratamiento con atropina no fue efectivo. ¿Cuál es la conducta 
a seguir?",Adenosina,Amiodarona,Cardioversión sincrónica,Adrenalina,D
"Paciente que en su tratamiento de dolor postoperatorio presenta tolerancia a la morfina, para mantener un nivel 
determinado de analgesia y de acuerdo a las dosis equianalgesicas de la morfina ¿Qué analgésico NO debería 
administrarse?",Tramadol,Fentanilo,Metadona,Oxicodona,A
La duración ultracorta de la acción de la ..... se debe a la rápida hidrolisis por butirilcolinesterasa.,atracurio,vecuronio,succinilcolina,pancuronioi,C
"Mujer de 37 años, PA: 100/60 mmHg, FC: 70X´, SatO2 97%, peso 63 Kg, estatura 1.60 m, la administración de líquidos 
de mantenimiento durante 2 horas de cirugía según la fórmula de estimación de necesidades de mantenimiento de agua 
tomados de Holliday y Segar corresponde a ..... ml.",90,206,186,93,B
"En cirugía laparoscópica se utiliza neumoperitoneo por insuflación de CO2 requiriendo monitorización con ...... para evitar 
hipercapnía en el paciente.",pulsioximetría,pletismografía,capnografía,curva flujo tiempo,C
"¿Qué tipo de fibra contiene mielina y la mayor velocidad de conducción nerviosa, con funciones motora, táctil y 
propioceptivas?",B,C,D,A,D
"¿Qué categoría corresponde según la clasificación del estado físico de la Sociedad Americana de Anestesiología un 
paciente con enfermedad sistémica grave que supone una amenaza continua para su vida?",2,3,5,4,D
¿Cuál de los bloqueantes neuromusculares se metaboliza por la eliminación de Hofmann?,Atracurio,Succinilcolina,Vecuronio,Rocuronio,A
"Durante la valoración preanestésica en un paciente varón de 53 años, programado para hernioplastía laparoscópica. En 
tratamiento con β-bloqueantes y digoxina. ¿Cuál es la indicación preoperatoria?",Interrumpa la administración el día de la cirugía,Solo interrumpir β-bloqueantes el día de la cirugía,Continúe con su administración el día de la cirugía,Solo suspender β-bloqueantes 12 h previas a la cirugía,C
"¿Qué fármaco inhibe el influjo glutaminérgico mediado por NMDA hacia el sistema gabaérgico, inhibe los receptores 
muscarínicos y no suele ejercer efectos depresores en los sistemas cardiovascular ni respiratorio?",Ketamina,Propofol,Etomidato,Dexmedetomidina,A
"Niña de 4 años, es operada de adenoidectomía con anestesia general presentando en el postoperatorio inmediato un 
estado de confusión transitorio reversible. ¿Cuál es el diagnóstico?",Delirium postoperatorio,Agitación al despertar,Efecto colateral de anestésicos endovenosos,Neurotoxicidad,B
"¿Cómo se denomina al tiempo que tarda entre la concentración plasmática máxima y la concentración máxima en el lugar 
de acción?",Biofase,Tiempo de vida media,Histeresis,Sitio efecto,C
"Entre los predictores de un resultado perioperatorio deficiente en los pacientes con enfermedades hepáticas se incluyen 
los siguientes parámetros de la clasificación de Child-Turcotte- Pugh.","Ascitis, urea, creatinina, albúmina, encefalopatía","Ascitis, hemoglobina, albúmina, creatinina, encefalopatía","Ascitis, hemoglobina, albúmina, tiempo de protrombina, bilirrubina","Ascitis, bilirrubina, albúmina, tiempo de protrombina, encefalopatía",D
"En el uso de diversas técnicas para lograr una analgesia postoperatoria se describe la existencia de casos de condrolisis 
glenohumeral. Que se encuentra asociado a:",Analgesia intraarticular,Bloqueo troncal,Opioides intraarticular,Bloqueo de Bier,A
"En el tratamiento del dolor agudo postoperatorio de un paciente con tolerancia a los opioides, existe un principio que 
NO es apropiado realizar:",Ocuparse de las expectativas del paciente y su familia,Puntuaciones elevadas del dolor referido por el paciente,Desintoxicación en el periodo perioperatorio,Mantenimiento de la necesidad basal de opioides,C
"Mujer de 65 años con fibrilación auricular, antecedente de HTA y DM bien controladas; según la puntuación CHA2DS2-
VASc, el riesgo de embolia sistémica a largo plazo corresponde a:",Bajo riesgo,Riesgo intermedio,Alto riesgo,No tiene riesgo,C
"¿Qué fármaco es un compuesto de vida corta, tiene un metabolismo completo (99%) en el hígado, se indica para reversión 
del efecto de las benzodiazepinas, tiene un volumen de distribución alto y la distribución extravascular es elevada?",Midazolam,Dexmedetomidina,Flumazenilo,Metadona,C
La .............. y  ................son causas reversibles de parada cardiaca.,hiponatremia / el neumotórax a tensión,hipernatremia / la trombosis pulmonar,hipotermia / el taponamiento cardiaco,hiponatremia / la trombosis coronaria,C
"Varón de 62 años, fumador. Antecedente: DM, HTA, e infartó cardiaco hace 3 años. Ingresa con diagnóstico de 
insuficiencia cardiaca y apendicitis aguda, paciente refiere ligera limitación de la actividad física que produce fatiga y 
palpitaciones. Según la clasificación de la New Heart Association (NYHA). ¿A qué clase funcional corresponde?",I,III,II,IV,C
"Una alternativa en el tratamiento del dolor agudo postoperatorio son los TENS (neuroestimulación eléctrica transcutánea) 
y su benéfico es debido a:",Liberación de cortisol,Bloqueo dopaminérgico,Liberación de endorfinas endógenas,Está relacionado a factores psicológicos,C
¿Cuál es el analgésico opioide que tiene una potencia de una quinta a una décima parte de la morfina?,Codeina,Buprenorfina,Tramadol,Ketamina,C
"¿Cuál es el fármaco bloqueante de los canales del sodio que se mantiene como tratamiento de elección en la neuralgia 
del trigémino?",Mexiletina,Gabapentina,Pregabalina,Carbamacepina,D
"Mujer de 52 años, portadora de distopía genital, programada para cura quirúrgica. Antecedente: DM2 hace10 
años, tratamiento con metformina. Metabólicamente estable. Acude para evaluación preanestésica. ¿Cuál es la conducta 
a seguir?",Evaluación de exámenes pre quirúrgicos,Evaluación de vía aérea,"Evaluación de los sistemas cardiovascular, renal y neurológico",Solicitar evaluación por endocrinología,C
"Puérpera mediata de parto por cesárea con anestesia neuroaxial, a las 24 h inicia cefalea frontal que empeora con la 
incorporación o en sedestación y se alivia en decúbito supino, mareos, diplopía. ¿Cuál es el diagnóstico?",Aracnoiditis,Lesión nerviosa,Cefalea pospunción dural,Síndrome de la cola de caballo,C
¿Cuál es el anestésico local con potencia intermedia del bloqueo de conducción?,Procaína,Bupivacaína,Lidocaína,Tetracaína,C
"En la visita anestésica a un paciente programado para cirugía cardiaca, se percata que el soplo es audible sin la necesidad 
del uso de un estetoscopio. ¿Qué grado de intensidad de soplo cardiaco corresponde?",IV,III,V,VI,D
La ..... se caracteriza por una velocidad constante de eliminación del fármaco.,cinética de primer orden,cinética de orden cero,cinética final,histéresis,B
"Mujer de 37 años, programada para cirugía laparoscópica de vesícula, refiere reacciones adversas medicamentosas a 
los AINEs, post operada de cesárea con anestesia regional sin intercurrencias, no refiere otros antecedentes. En la 
evaluación preanestésica se evalúa vía aérea y en la apertura oral se puede visualizar paladar blando y base de la úvula. 
Según la clasificación de Mallampati. ¿A qué clase correspondería?",III,II,I,IV,A
"¿Cuál es el fármaco utilizado en la analgesia del dolor postoperatorio, que está asociado con mayor tasa de depresión 
respiratoria en pacientes sometidos a cirugía laparoscópica?",Paracetamol,Ketamina,Opioides,Gabapentina,D
"Varón de 72 años operado de fractura supracondílea de cadera izquierda con anestesia general que presenta en el post 
operatorio inmediato deterioro cognitivo, alteración de la atención y del estado mental. ¿Cuál es el diagnóstico?",Agitación al despertar,Retraso del despertar,Demencia senil,Delirium post operatorio,D
"Para el tratamiento del dolor postoperatorio torácico. ¿Cuál es la técnica indicada que puede producir con mayor 
frecuencia neumotórax?",Bloqueo intercostal,Bloqueo epidural toráxico,Bloqueo del plano transverso del abdomen,Analgesia interpleural,A
"La indicación de ayuno preoperatorio en pacientes pediátricos es de.........horas de ayuno para alimentos sólidos, 
.......horas de ayuno para la leche materna, y .......horas de ayuno para líquidos claros.",8/6/04,6/3/02,8/4/02,6/4/02,D
"Cuando se realiza la intubación endotraqueal de un paciente. ¿Qué nos indica que la posición del tubo endotraqueal es 
correcto?",Pulsoximetría,Radiografía,Capnografía,Auscultación,C
¿Cuál es el objetivo de la evaluación pre anestésica?,Evaluar los exámenes pre operatorios completos,Evaluar el riesgo y reducir la morbilidad perioperatoria,Lograr la firma del consentimiento informado por el paciente,Remitir al paciente a evaluación por especialistas,B
"Mujer de 42 años operada de distopia genital, con anestesia peridural con lidocaína y morfina, que presenta en post 
operatorio naúsea y vómitos incoercibles. ¿Cuál es el tratamiento de elección?",Hidrocortisona,Dimenhidrinato,Atropina,Naloxona,D
"El ..... es un fármaco no volátil que destaca por alcanzar rápidamente su valor de CAM objetivo y el lavado rápido, mejora 
la liberación de catecolaminas y no reduce la resistencia vascular sistémica ni el gasto cardiaco, manteniendo la 
estabilidad hemodinámica y no tiene impacto negativo sobre la mucosa bronquial ni sobre la actividad del músculo liso.",óxido nitroso,sevoflurano,desflurano,isoflurano,A
"Varón de 40 años, programado para una cirugía oncológica por cáncer gástrico, con una duración de cirugía de 3 horas 
aproximadamente. Hace 20 días presentó infección respiratoria. Examen: SatO2 97%. Laboratorio: Hb 10mg/dl. Según 
el Índice de riesgo pulmonar perioperatorio ARISCAT el riesgo que presenta el paciente es:",Moderado,Bajo.,Alto,No tiene riesgo,C
"La ketamina se administra en dosis subanestésicas en el tratamiento del dolor agudo postoperatorio, produciendo buena 
analgesia, debido a:",Por administrase exclusivamente por vía EV.,Aumenta requerimiento de analgésicos de rescate.,Acción antagonista del NMDA.,Acción en sistema límbico.,C
"Tercigesta de 38 semanas, se realizará cesárea de emergencia. Valoración preoperatoria: se auscultan latidos cardiacos 
en ápex, pansistólico, de tono alto, silbante, irradiado a axila, disminuye en bipedestación. ¿Cuál es el diagnóstico?",Insuficiencia aórtica,Insuficiencia mitral,Estenosis aórtica,Miocardiopatía hipertrófica,B
"Paciente en cirugía torácica, en posición lateral, la VPH es capaz de reducir el flujo sanguíneo al pulmón no ventilado en 
un 50%. El estímulo para ventilación pulmonar hipóxica es sobre todo la ....., que redistribuye el flujo sanguíneo pulmonar.",acidosis metabólica,alcalosis metabólica,presión alveolar de O2,posición del paciente,C
Durante la visita preanestésica. ¿Qué medicación preoperatoria debe interrumpir su administración 48 horas antes?,Fármacos tiroideos,AINES,Opioides,Antiepilépticos,B
"En el tratamiento del dolor agudo postoperatorio la incidencia de náusea y prurito es menor cuando se administra opioides 
lipófilos como:",Morfina,Ketamina,Sufentanilo,Hidromorfina,C
¿Qué fármaco es un opioide semisintético?,Fentanilo,Heroína,Metadona,Remifentanilo,B
En relación al aparato pulmonar. ¿Cuál es la capacidad pulmonar sin cambios en la paciente embarazada a término?,Capacidad inspiratoria,Capacidad residual funcional,Capacidad pulmonar total,Capacidad vital,D
"Varón de 55 años, con EPOC, será operado de adenoma de próstata. ¿Cuál es el objetivo de la evaluación pre operatoria?",Realizar AGA pre quirúrgico,Optimizar la función pulmonar en el pre quirúrgico,Oxígeno suplementario intraoperatorio,Administrar inhaladores en el pre quirúrgico,B
¿Cuál es el fármaco utilizado para tratar la hipertermia maligna?,Dantroleno,Flumacenil,Naloxona,Topiramato,A
"Varón de 50 años, operado de adenoma prostático con anestesia general balanceada. Para garantizar la reversión 
neuromuscular se debe monitorizar objetivamente con:",Estimulador de nervio periférico,Electromiografía,Tren de cuatro (TOF),Mecanomiografía,C
"Varón de 72 años, con obesidad y apnea del sueño. Se realiza reducción cruenta por fractura cadera derecha. ¿Cuál es 
el tratamiento adecuado para el dolor post operatorio?",Bloqueo de nervios periféricos,Ketamina subcutánea en baja dosis,Dexmedetomidina en parche cutáneo,Colonidina subcutáneo,A
