questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 68 años, fumador ocasional, expuesto a biomasa, con antecedente de lobectomía inferior derecha por 
hidatidosis pulmonar y antecedentes familiares de cáncer. TC de tórax: tumor localizado en segmento 6 izquierdo de 1.5 
cm. Bx: adenocarcinoma con ganglios regionales ipsilaterales negativos. RM cerebral: normal. Tiene VEF1: 0.7 L, 
FEF(25-75%): 0.6 L, VVM: 38%. ¿Cuál es la resección pulmonar que se debe realizar?",Neumonectomía,Segmentectomía,Resección en cuña,Lobectomía,B
"Varón de 19 años, que sufre agresión por proyectil de arma de fuego en tráquea, es traido a emergencia presentando 
cianosis, insuficiencia ventilatoria, bradicardia, pérdida del conocimiento, sangrado profuso por cavidad oral, que impide 
realizar intubación endotraqueal. ¿Qué acciones terapéuticas iniciales debe realizar?",Traqueostomía,Broncoscopía,Cricotiroidotomía,Intubación endotraqueal,C
En trauma torácico cerrado. ¿Cuál es la localización más frecuente de un pseudoaneurisma traumático de aorta?,Aorta ascendente,Cayado aórtico,Mitad inferior de la aorta torácica descendente,Istmo aórtico,D
En neumotórax espontáneo por bullas. ¿Cuál es el factor predictivo de recidivas en cirugía por VATS?,Bullas localizadas en los segmentos basales pulmonares,Bullas múltiples,Coexistencia simultánea de bullas y blebs,Falta de identificación y resección intraoperatoria de las bullas,D
"Varón de 70 años que ingresa por disfagia, dolor retroesternal y pérdida de peso. Antecedente: tabaco negativo, 
alcohol positivo. Endoscopía: evidencia de lesión en tercio medio del esófago. ¿Cuál es el diagnóstico más probable?",Carcinoma células escamosas,Adenocarcinoma,Esófago Barrett,Leiomioma,A
¿Cuál es la vía de abordaje para reparar una lesión del esófago torácico proximal?,Toracotomía izquierda,Esternotomía media,Toracotomía derecha,Infraclavicular,C
"En neumonectomía por cáncer pulmonar. ¿Qué cuidado se debe tener, intraoperatoriamente, para disminuir el riesgo de 
fístula broncopleural?",Evitar la remoción de la adventicia bronquial,Seccionar el bronquio principal izquierdo,Extirpar los ganglios subcarinales con electrocauterio,Cerrar el muñón bronquial latero lateral,A
El quiste mediastínico más frecuente es el...,pericárdico.,broncogénico.,esofágico.,neuroentérico.,B
Es un signo blando de lesión vascular...,sangrado activo pulsátil.,soplo o frémito en el área de la lesión.,hematoma pequeño no expandible.,pulso distal ausente.,C
"Varón de 35 años, piloto de avión, sin antecedentes patológicos, presenta tos seca, disnea y dolor torácico en hemitórax 
izquierdo de aparición súbita.TC: bullas y blebs en hemitórax izquierdo. ¿Cuál es la conducta terapéutica?",Drenaje torácico,Colocación del drenaje pleural más pleurodesis,Procedimiento de Monaldi,Resección quirúrgica de las bullas,D
¿Qué porcentaje del hemitorax debe abarcar una bulla para que sea denominada gigante?,>30%,>20%,>10%,>5%,A
El tumor del mediastino más frecuente en niños es el...,timoma.,quiste pericárdico.,neurogénico.,linfoma.,C
"Según la novena edición de la clasificación internacional del cáncer pulmonar no microcítico, el T2b, N1 y M0. ¿A qué 
estadío corresponde?",IIA,IIIA,IIB,IIIB,C
"En absceso pulmonar, la cirugía está indicada en...",broncoaspiración de todo el parénquima pulmonar ipsilateral.,inmediatamente luego de ser diagnosticado.,fracaso al tratamiento médico.,favorable respuesta al tratamiento médico conservador.,C
¿Qué caracteriza a los derrames pleurales paraneumónicos?,La mayoría son trasudados claros,La mayoría de los cultivos del líquido pleural son positivos,La neumonía es responsable hasta del 60%  de estos derrames,En el 40% se complican con loculaciones y depósitos de fibrina,C
"La TC de tórax de alta resolución muestra nódulo pulmonar de 5 mm, con radiopacidad en vidrio esmerilado, parcialmente 
sólido con espacios quísticos, de bordes bien definidos y extensión parcial a pleura. ¿A qué tipo de nódulo corresponde 
este hallazgo?",Cáncer pulmonar,Carcinoide,Carcinoma mínimamente invasivo,Granuloma,C
"Varón de 59 años, con antecedente familiar de cáncer pulmonar, presenta tos y baja de peso de 4 meses de evolución. 
TC pulmonar: tumor 3 cm que infiltra el bronquio lobar superior derecho con compromiso parcial del bronquio principal; 
Bx por broncoscopía: tumor mucoepidermoide de bajo grado de malignidad, ganglios regionales ipsilaterales negativos. 
¿Cuál es la mejor opción de resección quirúrgica que conserve el mayor parénquima pulmonar posible?",Neumonectomía,Lobectomía superior derecha,Resección en manguito del lóbulo superior derecho,Bilobectomía superior y media derecha,C
"Varón de 30 años, en el PO3 de neumonectomia presenta tos con expectoración hemoptoica y disnea; RX tórax inicial: 
muestra nivel hidroaéreo en tercio medio de HTD. Exámen: FR: 28X', SatO2: 80%, subcrépitos basales izquierdos, dren 
pleural clampado. Rx de control: nivel hidroaéreo en el tercio inferior del HTD y signos de broncoaspiración leve en el HTI. 
¿Cuál es el diagnóstico más probable?",Fuga de aire prolongado,Absceso pulmonar,Fístula broncopleural,Broncoaspiración por reflujo gástrico,C
¿Cuál es la incisión de toracotomía que se utiliza en la cirugía de bypass coronario minimamente invasiva o MIDCAB?,Posterolateral,Anterolateral derecha,Axilar,Anterolateral izquierda,D
¿Cuál es el porcentaje estimado de mortalidad global de la contusión pulmonar por trauma cerrado?,3 a 5,7 a 9,10 a 40,90 a 95,C
"En una TC con contraste se identifica ganglios hipertróficos en la parte inferior paratraqueal derecha. Según la 
clasificación de la Asociación Internacional para el Estudio del Cáncer (IASLC). ¿A qué estación ganglionar corresponde?",2R,5,4R,3a,C
¿Cuál es la patología obstructiva benigna de vías aéreas superiores que no requiere cirugía?,Tuberculosis,Anillos vasculares,Sarcoidosis,Bocio,C
¿Cuál es la contraindicación absoluta del trasplante pulmonar?,Estado nutricional pobre,Terapia alta dosis esteroidea,Osteoporosis sintomática,Neoplasia maligna activa,D
De todas las neoplasias que ocurren en la pared torácica. ¿Qué porcentaje corresponde a la enfermedad metastásica?,5 a 7,20 a 30,10 a 15,40 a 50,B
"Mujer 45 años que ingresa por disnea a medianos esfuerzos. Antecedente: dos días antes regresó de un viaje aéreo 
mayor a 12 horas. Examen: hemodinámicamente estable, aumento de volumen de pierna derecha con dolor 4/10. Rx 
tórax normal. Ecodoppler venoso miembros inferiores no contributorio. Dímero D elevado. ¿Cuál es el diagnóstico?",Tromboembolia pulmonar,Infarto miocardio,Disección aorta,Estenosis aórtica,A
"Varón de 63 años, fumador pesado presenta tos seca de 3 meses de evolución, BK negativo. TC contrastada: masa de 
2.5 cm en el segmento 3. Bx: cáncer a células no pequeñas en ganglios subcarinales y mediastinales. Mapeo cerebral y 
resto del cuerpo fueron negativos. Según la clasificación internacional del cáncer de pulmón para la 9na. edición. ¿En 
qué estadío se encuentra este paciente?",IB,IIIB,IIA,IIIA,D
"Mujer de 30 años, ingresa por presentar disnea, cianosis, enfisema subcutáneo cervicotorácico, con antecedente de que 
le realizaron maniobras de RCP avanzado al momento de la inducción de la anestesia para una liposucción en una clínica. 
Broncoscopia: lesión de la membrana traqueal muy cerca a la carina principal. ¿Qué abordaje quirúrgico es el indicado?",Incisión cervical longitudinal,Toracotomía posterolateral izquierda,Cervicotomía horizontal baja,Toracotomía posterolateral derecha,D
La reparación de la válvula mitral por cirugía robótica está indicado en...,válvula mitral degenerativa aislada.,anillo mitral severamente calcificado.,toracotomía previa derecha.,isquemia miocárdica reciente.,A
"En el transplante pulmonar, la anastomosis que presenta la más alta tasa de complicación es la ...",arterial.,atrial.,parenquimal.,bronquial.,D
"Varón de 67 años, diagnosticado de tumor maligno que obstruye el 70% de la luz de la tráquea y bronquio principal 
izquierdo e infiltra parcialmente la aorta. ¿Qué procedimiento realizaría?",Cirugía de resección del tumor traqueal,Broncoplastía,Colocación de tutor traqueobronquial,Resección del tumor tráqueal y neumonectomía izquierda,C
¿Qué conducta terapéutica debe realizar en el sindrome de Pancoast?,Resección de raíces nerviosas C5 y C6,Radioterapia seguido de cirugía después de 4 semanas,Resección quirúrgica sola,Terapia de inducción y evaluación posterior,B
¿Cuál es el tumor maligno más frecuente de las vías aéreas superiores?,Papiloma escamoso,Adenoma pleomorfo,Carcinoma mucoepidermoide,Carcinoma a células escamosas,D
El hidrotórax hepático se asocia con...,cirrosis.,neoplasia.,hepatitis.,trauma.,A
"Mujer de 35 años, desde hace un mes presenta dolor torácico izquierdo, disnea progresiva, dolor epigástrico intermitente 
y cambio abrupto del hábito intestinal. Antecedente: hace 3 meses hemotórax izquierdo drenado por accidente de tránsito. 
Examen: pulmones: MV disminuido en base HTI con presencia de gorgoteo; abdomen: RHA aumentados, distensión 
abdominal y signos de obstrucción.  ¿Qué espera encontrar en la Rx de tórax?",Derrame pleural izquierdo moderado,Signos de neumonía basal izquierda,Austras en el tercio inferior del HTI con niveles hidroaéreos,Signo del camalote,C
El síndrome de Paget-Schroetter o trombosis del esfuerzo se presenta en la ...,arteria subclavia.,vena axilar.,vena subclavia.,arteria braquial.,C
"La persistencia de fuga de aire mayor a 5 días en un paciente con neumotórax espontáneo tratado con un tubo de drenaje 
torácico es indicación de...",aspiración continua.,videotoracoscopía.,pleurodesis.,cambio de dren.,B
"Varón de 18 años, es atropellado por vehículo, lanzándolo varios metros en el pavimento, ingresa a trauma shock, en 
estado de inconciencia, con polipnea, taquipnea, cianosis, diaforesis y frialdad de piel, presenta estertores intensos 
audibles a distancia, su vestimenta se encuentra manchada de sangre. Durante la inspección primaria ¿Cuál de las 
injurias torácicas debe ser identificada?",Contusión pulmonar,Neumotórax simple,Neumotórax abierto,Contusión miocárdica,C
"Varón de 68 años que ingresa por disfagia, regurgitación y dolor epigástrico. Antecendente: tabaco positivo, alcohol 
negativo. Endoscopía: lesión en tercio distal de esófago. AP: adenocarcinoma. Rx tórax normal. ¿Cuál es el paso a seguir 
para determinar con mayor precisión los estadíos iniciales?",TC tórax y abdomen,Ultrasonido endoscópico,Resonancia magnética,Broncoscopía,B
"En una lobectomía pulmonar superior izquierda por cáncer pulmonar, cuyo hilio tiene gran número de ganglios 
peribronquiales que infiltran los tejidos adyacentes. ¿Qué maniobra preventiva se debe realizar para evitar sangrado 
incoercible?",Seccionar primero el bronquio lobar superior izquierdo,Clampar todo el hilio pulmonar principal,Rodear y cadalzar con una cinta umbilical el tronco de la arteria pulmonar principal,Disecar la arteria apicoanterior y luego seccionar el bronquio lobar superior,C
"Varón de 40 años, presenta un tumor extenso muy doloroso, dependiente del esternón, que fue creciendo lentamente 
desde hace 1 año, es de consistencia dura y no es desplazable con la palpación. TC: masa con calcificaciones condroides 
que compromete significativamente las partes blandas y causan separación ósea. ¿Qué tipo de tumor sospecha?",Osteosarcoma,Condrosarcoma,Plasmocitoma solitario,Fibrosarcoma,B
"Mujer 50 años que ingresa por dolor súbito en miembro inferior izquierdo de 4 horas de evolución. Examen: FV estables, 
RC arritmicos; MMII izquierdo: llenado capilar lento, palidez, frialdad y disminución de la sensibilidad; pulso poplíteo y 
pedio ausentes. ¿Cuál es el tratamiento de elección?",Trombolisis,Anticoagulación plena,Angioplastía,Tromboembolectomía femoral,D
El síndrome del diafragma poroso se presenta en el ...,neumotórax traumático.,sindrome de Meigs.,mesotelioma.,empiema.,B
"Varón de 27 años, albañil, que cae de 10 metros sobre HTD, sin pérdida de la conciencia; ingresa en camilla. Examen: 
PA: 90/60 mmHg, agitado, con dolor, ortopnea, cianosis leve, polipnea, taquicardia, piel fría y diaforética; enfisema 
subcutáneo; HTD: abovedamiento y MV abolido; RC y desviación de la tráquea hacia el lado izquierdo. Luego de 5 
minutos se vuelve soporoso y empeora. ¿Qué acción urgente realizaría inicialmente?",Colocar una a tres agujas hipodérmicas calibre 14 o 16 en el 2do EIC derecho a nivel de la LMC,Realizar una Rx de emergencia para comprobar la sospecha diagnóstica,Solicitar un tubo de drenaje pleural antes de cualquier maniobra,Colocar un tubo endotraqueal y transfundir una unidad de sangre más cristaloides,A
"Mujer de 28 años que ingresa por dolor súbito en HTI. Dos días antes inició su período menstrual. Examen: 
hiperresonancia y MV abolido ipslateral. ¿Cuál es el diagnóstico probable?",Derrame pleural,Neoplasia pulmonar,Neumotórax catamenial,Bullas gigantes,C
"Varón de 45 años que presenta en forma súbita dolor torácico retroesternal 8/10 que se irradia a región interescapular. 
Rx tórax: ensanchamiento mediastino, aumento silueta cardiaca y radiopacidad basal izquierda. EKG: cambios en 
pared inferior. ¿Cuál es la principal sospecha diagnóstica?",Disección aorta ascendente,Infarto miocardio agudo,Estenosis aórtica severa,Insuficiencia mitral aguda,A
