questions,option_A,option_B,option_C,option_D,correct_answer
"Al pensar en realizar punción lumbar diagnóstica en un caso de absceso cerebral parenquimatoso, debo saber como 
especialista que:","El cultivo de LCR obtenido en la PL, resultan positivos en un 90% de los casos",No existe ningún riesgo de que los abscesos generen hernia transtentorial aun siendo voluminosos,"La PL es discutible y no define patógeno, salvo que el absceso se haya abierto al ventrículo","Todos los resultados del LCR, usualmente salen normales en un 95% de casos",C
"Varón de 32 años, sufre golpe en la cabeza, acude con pérdida severa de la fuerza en las 4 extremidades. Examen: 
cuadriparesia severa 1/5 de instalación brusca, anestesia disociada de C5 a caudal. RM cervical: HNP C3-C4 extruida, 
que comprime canal medular. ¿Cuál es el síndrome?",Brown-Séquard,Centro medular,Cordonal posterior,Cordonal anterior,D
"Estamos a punto de iniciar una intervención quirúrgica de instalación de sistema de derivación ventrículo-peritoneal, 
verificamos que el reservorio de la válvula para hidrocefalia tiene 3 puntos juntos adyacentes a la flecha que indica la 
dirección del flujo. Entonces se trata de una válvula de presión...",baja.,media.,alta.,programable.,C
Los tumores hipofisarios que comprimen el quiasma óptico en su mayoría generan:,Hemianopsia homónima,Cuadrantopsia inferior homónima,Cuadrantopsia superior homónima,Hemianopsia bitemporal,D
¿Por la unión de qué venas se origina la vena basal de Rosenthal?,Vena cerebral media profunda y vena cerebral anterior,Venas insulares y vena temporomesial,Vena cerebral media profunda y vena cerebral interna,Vena parietal posterior y cerebral anterior,A
En hipertensión intracraneal idiopática el cuadro clínico inicial incluye más frecuentemente entre el 90 y 100% lo siguiente:,Náusea y vómitos,Trastornos visuales y cefalea,Cefalea y papiledema,Rigidez de nuca y náusea,C
"Paciente con diagnóstico de aneurisma de arteria comunicante posterior de 6 mm de cuello fusiforme lateral, HSA Fisher 
II en 2do día. Se programa para clipaje. Reporte de cirugía: cerebro edematizado con difícil visualización de la axila distal, 
se diseca de arteria comunicante posterior. Paciente en post operatorio con hemiparesia braquiocrural severa 
contralateral a la cirugía. ¿Cuál es la imagen que encontrará en TC control?",Infarto de arteria comunicante posterior,Infarto de arteria coroidea anterior,Vasoespasmo,Infarto de la coroidea posterior,B
"Mujer de 39 años, desde hace 7 días con oftalmoplejía dolorosa izquierda, no náusea ni vómitos. Antecedente: hace dos 
años episodio similar y remitió con corticoides sin secuelas. Examen: Glasgow 15, pupilas CIRLA, plejía del IV y III par 
izquierdo. RM: Inflamación granulomatosa de la hendidura esfenoidal izquierda con extensión a seno cavernoso. ¿Cuál 
es el diagnóstico?",Aneurisma cerebral roto,Síndrome de Parinaud,Neuralgia de Raeder,Síndrome de Tolosa Hunt,D
"En el transcurso de la HSA aneurismática o por una MAV se suele apreciar distintos tipos de sangrado ocular, el síndrome 
de Terson hace referencia a la hemorragia:",Intravítrea,Subhialoidea,Prerretiniana,Intrarretiniana,A
"Varón de 22 años embestido por bus a velocidad que invadió el paradero donde estaba el paciente de pie, zona de 
impacto frontal derecha, es ingresado a la unidad de shock-trauma en coma, lo intuban, al estímulo responde únicamente 
con rigidez de descerebración unilateral, no está sedado, su escala de Glasgow es:",AO1 + RV(NV) + RM2,AO2 + RV0 + RM2,AO2 + RV2 + RM2,AO1 + RV(NV) + RM1,A
En la escala de discapacidad de la ASI,C,A,E,B,B
"Varón de 45 años, acude referido de provincia por presentar dilatación pupilar derecha y dos eventos de TIA que 
recuperaron en menos de 24 horas. TC: lesión ocupante de espacio en región supraclinoidea derecha de 2.9 cm. ¿Cuál 
es el diagnóstico?",Tumor de hipófisis gigante,Aneurisma cavernoso,Angioma venoso,Aneurisma supraclinoideo gigante,D
"Mujer de 25 años; acude con cefalea muy intensa, EVA 10/10 hace 13 horas, acompañada de náusea y vómitos a 
repetición. Sin antecedentes de importancia. Examen: marcada rigidez de nuca. TC: sin alteraciones. Ante la sospecha 
de HSA aneurismática. ¿Cuál es la conducta a seguir?",Realizar punción lumbar y solicitar angiotem de alta resolución,Repetir TC simple en 12 horas,Alta al paciente y control por consultorio externo,Solicitar RM secuencia TOF,A
"Mujer de 46 años diagnosticada y operada de tumor cerebral supratentorial. El informe operatorio menciona: resección 
macroscópica completa con coagulación endotérmica de la adherencia dural. AP: meningioma atípico. Acorde a los 
resultados, señale el grado de la OMS y la clasificación de Simpson.",II - II,III - I,II - III,III - I,A
"En la reducción abierta de las carrillas encastradas en TVM cervical. ¿Cuál evita la necesidad de instituir movilización 
externa postoperatoria?",Artrodesis de masas laterales,Artrodesis combinada anterior y posterior 360°,Abordaje anterior con “cage” y placa cervical anterior,Laminectomía y foraminotomía,B
"En los linfomas primarios del sistema nervioso central es recomendable evitar los ......, previo a la biopsia ya que pueden 
disminuir la certeza del diagnóstico.",osmóticos,calcio antagonistas,corticoides,antibióticos,C
"Paciente mujer de 30 años, acude por fracaso de tratamiento con carbamazepina y toxina botulínica; refiere que siguen 
las contracciones intermitentes unilaterales e indoloras de los músculos faciales, con mioclonía palatal. ¿Cuál es el 
diagnóstico y tratamiento indicado?",Espasmo hemifacial / repetir toxina botulínica más baclofeno,Espasmo hemifacial / descompresión microvascular del VII par,Neuralgia de Weberth / descompresión microvascular del VII par,Neuralgia del trigémino atípica / descompresión microvascular,B
¿Cuáles es el límite caudal del triángulo de Trautman?,Seno petroso,Conductos semicirculares,Bulbo de la yugular,Borde interno del VII par,C
"Mujer de 32 años con antecedentes de diabetes mellitus tipo 2, con cefalea intensa, náusea y rigidez de nuca. TC: HSA 
delante del tronco encefálico, que se dirige a la parte anterior de cisterna ambiens. Angiografía negativa. ¿Qué reparo 
anatómico es importante para el diagnóstico?",Mámina terminalis,Asa de Mayer,Membrana de Liliequist,Cisterna ambiens,C
"Varón de 44 años, con antecedente de sinusitis recurrentes, acude con fiebre, cefalea meningismo y hemiparesia. Se le 
encuentra en neuroimágenes contrastadas un empiema subdural. ¿Cuál es el agente etiológico más probable?",Estreptococos anaerobios,Estafilococos,Bacilos gramnegativos aerobios,Estreptococos aerobios,D
"En la visita médica del servicio de neurocirugía tenemos un paciente con diagnóstico de ""cavernoma"", le explicamos a 
nuestros residentes e internos que...","esta malformación vascular es conocida como ""angioma venoso"".",es una malformación vascular arteriográficamente oculta.,"puede localizarse en todo el encéfalo, menos en la médula espinal.","su tasa de sangrado anual es escasa, superando solo el 10%.",B
"Mujer de 70 años, presentó fractura por aplastamiento de L4 en un 30% del cuerpo vertebral, se le dio analgésicos y 
corset; acude semanas después sin mejoría, con dolor a las actividades diarias y mala respuesta a los analgésicos. Se 
decide vertebroplastía percutánea. ¿Qué examen solicita para constatar la agudeza de la fractura?",TC lumbosacra con contraste,RM lumbosacra sin contraste con fase STIR,RM lumbosacra con contraste con fase STIR,Rx lumbosacra funcional,C
"A los pacientes con diagnóstico de microadenoma hipofisiario, se les debe informar que ...","el prolactinoma solo se presenta en mujeres, no aparecen en varones.",estadísticamente 55% a 57% son hallazgos incidentales en necropsias.,antagonistas de dopamina bromocriptina/cabergolina disminuyen la prolactina.,el tumor secretor de prolactina es el 40% de los adenomas sintomáticos.,D
"Se conoce que la arteria PICA consta de 5 segmentos. Uno de ellos empieza desde la porción más prominente de la oliva 
bulbar, hasta el origen de las fibras de los pares craneales IX, X, XI y XII. Este segmento está presente en casi 100% de 
los casos. ¿A qué segmento se hace referencia?",Bulbar anterior,Televelotonsilar,Bulbar lateral,Cortical,C
¿Cuál es la causa más frecuente de hidrocefalia congénita?,Hidrocefalia externa,Estenosis del acueducto de Silvio,Malformación de Chiari,Mielomeningocele,B
"Paciente con diagnóstico anátomo-patológico de ependimoma extrarraquídeo, entonces debemos explicar a paciente y/o 
familia que ...",es poco frecuente la localización sacro-coccígea.,el pronóstico es generalmente malo a corto plazo.,debemos ampliar estudio con inmunohistoquímica para definir si recibirá quimio/radioterapia.,"son frecuentes las recidivas, en ocasiones produce metástasis locales y pulmonar.",D
"Mujer de 47 años, con diagnóstico de aneurisma gigante paraclinoideo izquierdo. AngioTC: aneurisma de 3.5 cm 
paraclinoideo izquierdo con efecto de masa. Angiografía: cuello aneurismático cercano a arteria oftálmica. Test de 
oclusión negativo. Se decide tratamiento quirúrgico. ¿Qué pautas debe incluir en el abordaje pterional?",Control cervical - clineidectomía anterior - clipaje en tándem,Control cervical -clineidectomía posterior - clipaje simple,Clineidectomía anterior - clipaje en tándem,Clineidectomía posterior - clipaje en tándem,A
"En la cabeza del hipocampo encontramos el giro ......, la banda de ...... y el giro...",intralímbico / Giacomini / uncinado.,accesorio / Broca / dentado.,del cíngulo / Giacomini / del parahipocampo.,intralímbico / Giacomini / dentado.,A
"Neonato es traído por su madre, con estudios ya realizados. RM cerebral: arterias coroideas posteriores dilatadas, que 
drenan a una vena prosencefálica media de Markowski dilatada, la vena prosencefálica media drena en el seno sagital 
superior a través de un seno fálcico embrionario y ausencia del seno recto. ¿Cuál es el diagnóstico?",Síndrome del molar,Seno pericraneal,Malformación de la vena de Galeno,MAV de la región pineal,C
"En relación a la etiología de los empiemas subdurales, la causa más frecuente proviene de:",Otitis media crónica,Sinusitis paranasal frontal,Postoperados de neurocirugía,Postoperados de ORL,B
En la hidrocefalia la presencia de náuseas y vómitos se debe a la compresión de ...,cuerpos mamilares.,núcleo paracentral del tálamo.,cabeza del caudado.,área postrema.,D
¿Cuál es una recomendación práctica nivel II de certeza clínica en traumatismo cráneo-encefálico?,Hiperventilar (PaCO2 < 25 mmHg) como método de prevención,Nunca administrar antibióticos para intubar vía endotraqueal,Anticonvulsivantes postraumáticos diferidos después de 1 mes,Antiepilépticos hasta 7 días posteriores al TEC,D
"Varón de 40 años procedente de Apurímac, cefalea hace 2 meses, hace 2 días se encuentra desorientado, con vómitos. 
Fondo de ojo: se aprecia escólex de parásito. TC craneal: IV ventrículo pequeño y los demás dilatados, con edema 
transependimario y presencia de quistes intraventriculares. ¿Cuál es el tratamiento ideal?",Quistectomía endoscópica ventricular,Colocación de SDVP,Tratamiento con albendazol,Observación del paciente,A
"Varón de 23 años sufrió caída de 2 metros. Acude con cervicalgia, que irradia hacia occipital, al sentarse siente la 
necesidad de sostener su cabeza, no presenta déficit neurológico. TC cervical: fractura de odontoides que atraviesa la 
base del cuello sin incluir el cuerpo de C2, desplazamiento >5mm y conminuta. ¿Cuál es el tipo según la clasificación de 
Anderson y D´Alonzo?",III,II B,II A,IV,C
"Dentro de la neurocirugía funcional, la estimulación cerebral profunda permite tratar diversas afecciones, entre ellas:","Parkinson, diabetes, ansiedad generalizada","Parkinson, distonía, epilepsia","Epilepsia, Alzheimer, trastorno bipolar","Trastornos del movimiento, obesidad, amnesia",B
"Dentro de la historia de la neurocirugía funcional, sobre el tratamiento de la enfermedad de Parkinson, debemos conocer 
lo siguiente:",La talamotomía unilateral solo actúa sobre el hemicuerpo ipsilateral entonces se recomendaba bilateral,"Gracias a la incorporación de la levodopa en la práctica diaria en 1960, proliferó notablemente la aplicación de la",La lesión del tálamo ventrolateral tenía como efecto más importante la disminución de los temblores,"La palidotomía anterodorsal era el más aceptado en 1950, obtenía mejoría principalmente sobre el temblor y la",C
¿A qué nivel se encuentra el mayor porcentaje de hernias cervicales?,C3-C4,C2-C3,C5-C6,C6-C7,D
"Varón de 40 años que se lanzó del 3er piso, impactó en su caída principalmente a nivel dorso-lumbar, a su ingreso dentro 
de las 4 h del suceso, se examina parapléjico flácido, arrefléxico, con sensibilidad abolida en ambos miembros inferiores. 
¿Cuál es la conducta inicial a seguir?",Radiografía de columna vertebral,Observación 12 horas,Instaurar un tratamiento quirúrgico precoz,Realizar TC y RM,D
La hemorragia intra-parenquimal secundaria a HTA es de frecuente localización en...,"ganglios basales, el tálamo y el tronco cerebral.","tálamo, parietal y tronco encefálico.","lóbulos frontales, ganglios basales y tallo encefálico.","ganglios basales, hipotálamo y mesencéfalo.",A
"Varón de 88 años, evaluado en emergencia con trastorno del sensorio. TC: hemorragia intra-parenquimatosa de 
localización lobar superficial monohemisférica. ¿Cuál es la etiología?",Malformaciones arterio-venosas,Aneurismas cerebrales,Arteriopatía amiloide,Hipertensión arterial crónica,C
"Varón de 26 años con incomodidad por masa dentro de fosa nasal. RM: masa destructiva en seno maxilar, infiltrante óseo 
y deforma compartimientos. Se extirpó lesión y recibimos Anatomía-Patológica. Explicamos al paciente y su familia que 
su tumor es muy poco frecuente, debe recibir tratamiento adyuvante con QT y/o RT, pronóstico malo, con recidiva local 
25% y metástasis 20%. ¿Cuál es el diagnóstico?",Rabdomiosarcoma pseudovascular esclerosante,Meningioma ectópico,Glioblastoma multiforme,Tumor neuroectodérmico melanótico,A
"Varón de 73 años, sufrió accidente de tránsito. Examen: tubo orotraqueal y VM, pupilas anisocóricas con tendencia a la 
midriasis, Glasgow 3. TC craneal: hematoma subdural agudo de 2.5 cm de espesor, desvío de línea media de 1.8 cm, 
contusiones múltiples contralaterales, cisternas peritroncales cerradas. ¿Cuál es la conducta a seguir?",Se programa cirugía bilateral para evacuación de HSDA y contusiones múltiples contralaterales,"Se informa a familiares sobre mal pronóstico y se desiste de cirugía, tratamiento de soporte",Se solicita RM para descartar lesión axonal difusa,"Priorizar su pase a UCI para neuroprotección, colocación de PIC y programar cirugía electiva",B
"¿En qué caso de patología de columna vertebral, la tomografía es superior a la resonancia?",Neumodisco,Hernia secuestrada,Hernia calcificada,Hernia fragmentada,C
"Para clasificar la incapacidad secundaria a TEC, es relevante conocer la Glasgow Outcome Scale; según esta clasificación 
si el paciente llega a fallecer dentro de las 48 horas la puntuación es ......; en cambio si se recupera, retornando a su vida 
habitual, la puntuación es...",1 / 5.,0 / 4.,3 / 15.,0 / 5.,D
"Paciente postoperado de tumor de hipófisis por vía endonasal, acude a los 6 días del alta, presentando salida de líquido 
cefalorraquídeo por la nariz; sin otra sintomatología. ¿Cuál es su indicación terapéutica?","Colocación de drenaje lumbar externo, acetazolamida 250 mg cada 6 h y reposo",Programarlo de urgencia para cierre de la fístula de líquido cefalorraquídeo,Colocación de nuevo taponamiento nasal y alta,Mandar pruebas confirmatorias de LCR y alta,A
¿Cuál es la prueba de confirmación más precisa para la fístula de líquido cefalorraquídeo?,Signo de reservorio,Cualitativa de glucosa,Transferrina β2,Signo del halo,C
"Varón de 35 años, es llevado a emergencia presentando TEC por PAF. Examen: Glasgow 8, pupilas anisocóricas, se 
aprecia orificio de entrada y salida con exposición de masa encefálica. TC: hematomas intracerebrales múltiples. ¿Cuál 
es la conducta a seguir?","Desbridar tejido desvitalizado, evacuar hematomas, extraer todos los fragmentos óseos y cierre dural con autoinjerto","Evacuar hematomas, extraer fragmentos óseos accesibles y cierre dural hermético con duramadre sintética","Desbridar tejido desvitalizado, evacuar hematomas, extraer fragmentos óseos accesibles y cierre dural hermético con","Desbridar tejido desvitalizado, extraer todos los fragmentos óseos y cierre dural",C
"En la cirugía de columna vertebral ...... es una complicación infrecuente, caracterizado por dolor urente, disfunción 
neurovegetativa y cambios tróficos, aparece entre 4 días y 20 semanas después de una intervención quirúrgica de 
descompresión combinada con artrodesis, en un paciente con reoperaciones.",la anestesia en silla de montar,la causalgia algodistrófica nociceptiva,el síndrome de dolor regional complejo,la distrofia simpática arrefléxica,C
"Se evalúa el caso en junta médica de paciente adulto con hemianopsia heterónima bitemporal cuya TC muestra en T1: 
lesión expansiva extra-axial selar, supraselar con morfología en ""número 8"" o ""muñeco de nieve"", isodenso con la 
sustancia gris pero con áreas quísticas y necróticas, tamaño 41 mm de altura. ¿Cuál es el diagnóstico?",Apoplejía hipofisiaria,Quiste de la bolsa de Rathke,Macroadenoma hipofisiario gigante,Craneofaringioma gigante,C
¿Cuál es el tumor cerebral asociado con mayor frecuencia a hemorragia intraparenquimal?,Meduloblastoma,Meningioma,Glioblastoma,Linfoma,C
¿Cuál es el signo clínico que consiste en percutir la uña del pulgar o índice?,Sturger,Hueber,Hoffman,Queen,C
"Es criterio diagnóstico de hidrocefalia en TC, el índice de EVANS >0,3 que se obtiene de dividir, en el mismo corte 
tomográfico, las dimensiones del ancho mayor entre las ...",astas occipitales y el diámetro interno máximo.,astas temporales y el diámetro biparietal máximo.,astas frontales y el diámetro biparietal máximo.,astas frontales y el diámetro interno máximo.,C
"Mujer de 45 años; ingresa con fiebre, rigidez de nuca, alteración del estado mental y crisis epilépticas. Antecedente: 
sinusitis crónica. TC: imagen en semiluna, hipodensa (pero con mayor densidad que el LCR) y desvío de línea media. 
¿Cuál es el diagnóstico?",Hematoma subdural,Absceso cerebral,Higroma subdural,Empiema subdural,D
"Mujer de 35 años, con cervicalgia. RM columna cervical: T1 y T2 se encontró el cuerpo vertebral de C4 con componente 
intraóseo hiperintenso, interrumpido por barras verticales hipointensas, no se visualizan trabéculas horizontales, ¿Cuál 
es el diagnóstico?",Metástasis vertebral,Sarcoma de Ewing,Hemangioma vertebral,Enfermedad de Paget,C
"En el abordaje nasal endoscópico de la base de cráneo, el rostro del esfenoides se articula con el hueso:",Etmoides,Esfenoides,Vómer,Frontal,C
¿Cuál es una manifestación de ruptura inminente de aneurisma cerebral?,No afección de pares craneales,Vasoespasmo,Signo del aneurisma pulsátil,Tamaño constante del aneurisma,C
La hormona  .....  es sintetizada por neuronas ...... y liberadas por la ...,corticoliberina / hipofisiarias / adenohipófisis.,prolactina / hipotalámicas / neurohipófisis.,somatoestatina / hipofisiarias / adenohipófisis.,arginina vasopresina / hipotalámicas / neurohipófisis.,D
Se denomina velum interpositum al espacio entre ambas capas de la tela coroidea …,en el piso del III ventrículo.,en el techo del III ventrículo.,en la pared anterior del III ventrículo.,que discurre entre ambos fórnix.,B
El líquido céfalo-raquídeo tiene una dirección de flujo en su recorrido:,Sale del sistema ventricular a través de tres agujeros (de Luschka y Magendie),Circula por el agujero de Monro (que es único) y pasa del III ventrículo al acueducto,Se principalmente en las granulaciones de Pacchioni (de los ventrículos laterales),Ee absorbe fundamentalmente en los plexos coroideos (de los últimos ventrículos),A
"Mujer de 48 años, obesa en perimenopausia, acude por emergencia con cefalea severa, náusea y acúfenos; refiere que 
presentó amaurosis que revirtió 2 horas después. Examen: papiledema bilateral. TC craneal y RM normales. PL con 
presión de apertura >25 cm H2O. Citoquímico en rangos normales. ¿Cuál es el diagnóstico?",Meningitis carcinomatosa,Tumor cerebral a determinar,Enfermedad desmielinizante de primera neurona,Hipertensión intracraneal idiopática,D
"En el abordaje retrosigmoideo, una forma de identificar el conducto auditivo interno es reconocer las estrías verticales 
que presenta la duramadre a nivel de la cara posterior del hueso petroso, cuando la duramadre se vuelve lisa, indica la 
pared posterior del conducto auditivo interno, dicha línea es la de ...",petrosal superior.,Traumant.,Sharmman.,Tubingen.,D
"Varón 44 años con tumoración en el cuerpo carotídeo, con antecedente clínico familiar y personal de MEN2, es una masa 
indolora, pero siente un efecto de compresión en la zona del cuello. ¿Cuál es el diagnóstico?",Paraganglioma,Tumor Glómico,Ganglioneuroma,Neuroblastoma,A
"Varón de 55 años refiere que puede leer pero no puede escribir, se confunde entre izquierda/derecha y tiene incapacidad 
para reconocer los dedos por su nombre. Nuestro diagnóstico neurofisiológico encefálico regional es síndrome ...",del lóbulo occipital.,de Foster-Kennedy.,de Parinaud.,de Gerstmann.,D
"En la estadificación histológica de los abscesos cerebrales parenquimatosos, el estadío ...... corresponde a la aparición 
de ...",4 - cerebritis tardía.,2 - cápsula tardía.,3 - cápsula inicial.,2 - cerebritis inicial.,C
Un ..... puede ocasionar hidrocefalia por ...,glioblastoma multiforme - infiltración de la línea media.,macroadenoma hipofisiario - compresión del III ventrículo.,meduloblastoma - compresión de ventrículo lateral.,meningioma de la hoz - compresión acueductal.,B
"En relación al diagnóstico imagenológico del hemangioblastoma raquídeo, son características típicas en una RM con 
administración de medio de contraste paramagnético:",Se trata de una lesión neoplásica benigna extramedular primaria,Existe escaso componente vascular por lo que no pueden apreciarse vasos sanguíneos,Su realce tras la administración de contraste es muy tenue casi imperceptible,Se observan pequeños nódulos con expansión focal de la médula,D
"Mujer de 44 años con hipertensión endocraneal, se mide su presión en mmHg por medio de línea arterial: la sistólica en 
115, la diastólica en 55, si su presión de perfusión cerebral es 50 mmHg. ¿Cuánto es el valor de la presión intracraneal 
en mmHg?",25,23,27,30,A
"Varón de 22 años que tras un sismo le cae roca en la región temporal derecha, ocasionándole fractura temporal derecha. 
¿Cuáles serían sus lesiones secundarias más frecuentes?",Hematoma epidural izquierdo y hemorragia contusional derecha,Hemorragia epidural derecha y hematoma epidural izquierdo,Hematoma epidural derecho y hemorragia contusional izquierda,Hemorragia subdural derecha y hemorragia contusional derecha,C
"¿Cuáles son las arterias más comúnmente relacionadas con la compresión del V y VII pares craneales, respectivamente?",Cerebelosa superior y cerebelosa posteroinferior,Cerebelosa anteroinferior y calcarina superior,Cerebelosa superior y cerebelosa anteroinferior,Cerebelosa superior y bulbar anterior,C
