questions,option_A,option_B,option_C,option_D,correct_answer
"Niño de 7 años; a menudo está enfadado o resentido, discute, muestra actitud desafiante, pierde la calma y se 
torna susceptible o se enoja con facilidad. Desafía al director de su colegio y culpa a los demás por sus errores o mal 
comportamiento. ¿Cuál es el trastorno más probable?",Negativista desafiante,Conducta,Déficit de atención,Autismo leva,A
"Mujer de 58 años, en tratamiento regular por trastorno bipolar. En su evaluación anual se detectó hipertensión y 
se encontró creatinina 2.5 mg/dL. ¿Cuál de los siguientes fármacos debe ser retirado prioritariamente?",Carbamazepina,Ácido valproico,Quetiapina,Litio,D
"Mujer de 19 años, con antecedente de abuso sexual en la infancia; desde hace 10 años presenta pesadillas sobre el 
abuso, episodios de flashbacks donde revive la experiencia y evita la cercanía de varones parecidos a su abusador. ¿Cuál 
es el trastorno más probable?",Estrés agudo,Ansiedad generalizada,Estrés postraumático,Rememoraciones,C
"Adolescente de 16 años; desde la infancia comete errores y no termina sus deberes a tiempo en casa y el colegio por 
no prestar atención a los detalles; pierde con frecuencia sus cosas, tiene dificultad para organizar sus actividades, se 
distrae con facilidad y parece no escuchar cuando le hablan. ¿Cuál es el trastorno más probable?",Déficit de atención a predominio hiperactivo,Déficit de atención mixto,Déficit de atención a predominio inatento,Orgánico cerebral con síntomas psicóticos,C
¿Cuál es la zona del neocortex donde se codifican los conocimientos en el cerebro humano?,Paralímbico,Dorsolateral,Parieto temporo occipital,Amigdala del lobulo temporal,C
El cuestionario CAGE se usa en la evaluación y cribado de...,depresión.,alcoholismo.,pánico.,esquizofrenia.,B
"Mujer de 28 años, secretaria, con eficiencia promedio; avisa a sus jefes que no hagan negocios en días ""aciagos"" según 
su horóscopo. Afirma que puede conocer las intenciones de la gente con solo una mirada y presentir acontecimientos 
catastróficos que evita con rituales o vistiendo ciertos colores. Cree en teorías conspirativas sobre extraterrestres y 
terraplanismo. Poco sociable, pero amable. Su discurso es muy elaborado y a veces difícil de entender. ¿Cuál es el 
trastorno más probable?",Personalidad esquizotípica,Trastorno anancástico,Ideas delirantes,Episodio psicótico,A
"¿Cuál es la patología que se caracteriza por la tríada sintomática de dolor abdominal tipo cólico agudo, polineuropatía 
motora y psicosis?",Encefalopatía hepática,Porfiria intermitente aguda,Uremia,Diabetes,B
"En la narcolepsia hay episodios de ......, que consiste en pérdida brusca temporal del tono muscular que causa debilidad 
e inmovilidad, seguida frecuentemente de sueño.",disociación,lipotimia,cataplexia,hipotensión,C
"Niño de 6 años; llevado a consulta cuando intentó ahorcar a un gato recién nacido. En el colegio acosa, amenaza o 
intimida a otros niños, inicia peleas y rompe los juguetes de sus amigos; robó pertenencias de su profesora 
e intentó incendiar su colegio. ¿Cuál es el trastorno más probable?",Desafiante,Déficit de atención,Aspeger,Conducta,D
"Neutropenia, íleo paralitico, ortostatismo y convulsiones son efectos secundarios potenciales de...",fluoxetina.,paroxetina.,clozapina.,fluvoxamina.,C
¿Cuál es el trastorno de personalidad donde el aspecto clínico fundamental es la hipersensibilidad al rechazo?,Anancástico,Solitario,Paranoide,Evitativo,D
"¿Cuál es la deformación no intencionada de la memoria que se produce al ser filtrada a través del estado emocional, 
cognitivo y experimental de una persona?",Falsificación retrospectiva,Seudología fantástica,Mitomanía recurrente,Incorporación subjetiva,A
¿Cuál de las siguientes sustancias se puede administrar por vía intravenosa?,Marihuana,Éxtasis,Heroína,Alprazolam,C
"Mujer de 16 años que terminó con su enamorado hace una semana; desde allí se torna irritable y triste, afirmando que 
quiere morir. ¿Cuál es el trastorno más probable?",Autismo,Adaptación,Déficit atención,Esquizofrenia,B
"Varón de 87 años, sin antecedentes de importancia; desde hace cuatro meses experimentó desorientación, olvidos, 
desinterés, hipoergia, irritabilidad, inversión del ritmo circadiano y alucinaciones visuales; se sospechó una demencia 
secundaria. La hija recordó que el paciente solicitó medicación a su geriatra por insomnio. ¿Cuál de los siguientes 
fármacos tiene mayor probabilidad de ser el causante?",Haloperidol,Risperidona,Quetiapina,Alprazolam,D
"¿Cuál es el principio de la psicoterapia donde se espera que la persona evalúe de manera objetiva el mundo fuera de sí 
mismo, percibiéndose a sí mismo de manera precisa?",Realidad,Transferencia,Empatía,Aceptación,A
"Las personas que se cortan o lesionan la piel sin propósitos suicidas afirman que así obtienen alivio de sus síntomas 
disfóricos.¿Cuál de las siguientes sustancias se libera con esta acción y es responsable de tal efecto?",Endorfinas,Glutamato,Serotonina,Cortisol,A
"¿Cuál de los siguientes antidepresivos se prescribe con mayor probabilidad en una persona con depresión, hiporexia y 
dolor neuropático?",Paroxetina,Mirtazapina,Fluoxetina,Bupropión,B
¿Cuál de siguientes fármacos es un antidepresivo inhibidor de la recaptación de serotonina que restringe el apetito?,Mirtazapina,Clomipramina,Propanolol,Fluoxetina,D
¿Qué tipo de sustancia es la psilocibina?,Alucinógeno,Antidepresivo,Anabólico,Antipsicótico,A
"La acción de la nicotina involucra a los receptores colinérgicos, potencia la liberación de acetilcolina y produce:",Estimulación de ß endorfinas,Bloqueo dopaminergico,Estimulación pituitaria,Bloqueo glutamatérgico,A
"Varón de 48 años, que compra y recolecta objetos de poco o ningún valor porque piensa que pueden serle útiles en algún 
momento, hasta ocupar grandes áreas de su casa. Cuando sus hijos intentan eliminar objetos inservibles, tiene dificultad 
para separarse de ellos por la necesidad percibida de guardar sus posesiones. Se entristece porque no puede invitar a 
su casa a sus amigos, ya que no tiene lugar para recibirlos. ¿Cuál es el trastorno más probable?",Compulsivo,Acumulación,De Diógenes,Maniaco,B
"Niña de 4 años de edad, con diagnóstico definitivo de trastorno por déficit de atención e hiperactividad severo. ¿Cuál de 
los siguientes fármacos está indicado?",Lisdexanfemitana,Clonidina,Dextroanfetamina,Metilfenidato,C
¿Cuál es el fármaco indicado en el tratamiento de mantenimiento del trastorno bipolar?,Escitalopram,Lamotrigina,Clomipramina,Clonazepam,B
"En la psicoterapia de apoyo. ¿Cuál es la experiencia donde el terapeuta muestra una conducta diferente a la conducta 
destructiva o improductiva de un progenitor del paciente, neutralizando o revirtiendo los efectos originados por tal 
conducta?",Acrítica despersonalizada,Psicodinámica breve,Emocional correctiva,Reestructuración conductual,C
"Niña de 6 años, tiene deficiencias en la reciprocidad socioemocional y comunicacion social, muestra patrones repetitivos, 
estereotipias, ecolalia y angustia frente a cambios pequeños. No interactúa con otros niños y grita cuando hay 
sonidos fuertes. ¿Cuál es el trastorno más probable?",Retraso mental,Déficit atención e hiperactividad,Espectro autista,Desafiante oposicionista,C
"Varón de 30 años, usuario de risperidona desde hace 4 meses; acude a emergencia por sensación subjetiva de 
intranquilidad, con necesidad urgente de estar en movimiento constante, que ocurre desde hace dos días, luego de 
incrementar la dosis de su medicamento. ¿Cuál es el síntoma más probable?.",Psicosis,Dromomanía,Irritabilidad,Acatisia,D
"¿Cuál es el trastorno del discurso dirigido por el sonido de un término más que por su significado, donde las palabras no 
tienen una conexión lógica y los juegos de palabras y las rimas pueden dominar la conducta verbal?",Discurso afectivo,Asociación sonora,Lenguaje disgregado,Ensalada de palabras,B
"Sirve para conocer y explicar el mundo, las cosas y las propias formas de actuar y para relacionarse con otras personas:",Imaginación,Percepción,Pensamiento,Apatía,C
¿Cuál es la principal causa de muerte prematura entre los pacientes con esquizofrenia?,Infarto,Hiperglicemia,Cirrosis,Suicidio,D
"Terminada la fase aguda de la depresión mayor; el insomnio, la fatiga y la hipoprosexia son los síntomas ...... más 
comunes de  los pacientes sin remision.",nucleares,vegetativos,residuales,indirectos,C
"Mujer de 28 años que recibió durante un mes decanoato de flufenazina 50 mg por semana, por vía IM; acudió a 
emergencia por fiebre. Examen: FC: 105X', FR: 32X', T°: 40.5 °C, PA: 160/90 mmHg; rigidez muscular; acinesia. Ex. 
mental: mutismo, confusión y agitación. ¿Cuál es el síndrome más probable?",Discontinuación,Neuroléptico maligno,Ganser,Cushing,B
¿En qué parte del neocórtex se codifican los valores?,Ínsula,Occipital,Hipocampo,Prefrontal dorsolateral,D
"Mujer de 25 años, derivada por dermatología debido a su preocupación por la apariencia de su cutis y revisión constante 
de su rostro; refirió que tiene periodos de gran tensión al ver cicatrices o marcas en su mentón, la que se alivia al rascarlas 
hasta dejar lesiones, tras de lo cual siente alivio pero luego culpabilidad por haberse dejado más huellas. ¿Cuál es el 
trastorno más probable?",Excoriación,Obsesivo,Prúrigo,Dismórfico,A
"Varón de 65 años, presenta reducción del procesamiento mental, tiempos de reacción prolongados y olvidos benignos. 
¿Cuál es el diagnóstico más probable?",Deterioro cognitivo leve,Enfermedad de Alzheimer,Demencia mixta,Demencia por proteinas tau,A
"Varón de 34 años; durante la entrevista tiene actividad espontánea, se mueve, dirige la mirada y responde lentamente 
cuando se le habla o se le da una orden. ¿Cuál es el síntoma más probable?",Afasia amnésica,Alexitimia,Hipoactividad,Hiperprosexia,C
"Varón de 78 años; durante su segundo dia post operatorio de cirugia laparoscópica presentó alteración del nivel de 
conciencia con atención fluctuante y agitación psicomotriz. ¿Cuál es el trastorno más probable?",Delusional,Delirium,Infarto,Apatía,B
"Abogada de 45 años en estudio privado, con rendimiento promedio, se queja con sus jefes porque no le asignan casos 
importantes (mejor pagados) a pesar de juzgarse la mejor abogada del estudio. Se muestra seductora cuando quere 
conseguir algo, pero tiene estallidos de furia y maltrata a secretarias y practicantes si no priorizan sus pedidos o no la 
tratan como ella exige. Reclama que hay favoritismo hacia una de sus colegas de rendimiento superior al suyo y buen 
trato, que es profesora universitaria y estimada de todos. ¿Cuál es el trastorno más probable?",Episodio maniaco,Delusión de grandiosidad,Ideas referenciales,Personalidad narcisista,D
La ailurofobia es la fobia a:,Rayos,Líneas,Gallinas,Gatos,D
"Mujer de 14 años, luego de alimentarse vomita porque se siente obesa y tiene miedo intenso a ganar peso; usa laxantes, 
restringe alimentos y bajó 10 Kg en 5 meses. IMC: 16.5.  ¿Cuál es el trastorno más probable?",Anorexia restrictiva y con purgas,Bulimia con purgas,Atracones compulsivos,Anorexia grave y restrictiva,A
"El uso de ...... está asociado a irritabilidad, agresividad, depresión y psicosis.",antidepresivos tricíclicos,antagonistas dopaminérgicos,esteroides anabólicos,agonistas gabaérgicos,C
¿Qué antagonista β-adrenérgico es eficaz en el temblor inducido por litio y la acatisia aguda inducida por neurolépticos?,Pindolol,Propranolol,Clonazepam,Lurasidona,B
"El concepto, es la unidad esencial del...",imaginario.,habla.,pensamiento.,sensorio.,C
¿Cuál de los siguientes exámenes auxiliares debe hacerse antes de iniciar la terapia con litio?,Resonancia magnética,B12,Electroencefaligrama,TSH,D
"Puérpera 
de 33 
años; 
durante el 
primer 
mes 
posparto presentó insomnio, 
fluctuación 
del 
ánimo, 
irritabilidad, delusiones incongruentes con su estado de ánimo, conducta desorganizada y riesgo de infanticidio 
y suicidio. ¿Cuál es el trastorno más probable?",Psicosis orgánica,Autismo,Depresión postparto,Psicosis postparto,D
¿Cuál es un efecto adverso urogenital de la memantina?,Incontinencia,Priaprismo,Inhibición,Litiasis,A
"¿Cuál es la estructura que obra como interfaz principal para la información sensorial visual, auditiva y somática recibida 
del tálamo y la corteza en la respuesta ante el miedo?",Sustancia blanca,Lóbulo prefrontal,Núcleo lateral amigdalino,Vía aferente visceral,C
¿Cuál es el problema psiquiátrico más frecuente durante el primer año posterior al trasplante renal?,Depresión,Pánico,Delirio,Claustrofobia,A
¿Cuál es el tipo de psicoterapia con mejor evidencia empírica para el tratamiento del trastorno de personalidad inestable?,Esquemas,Conductual dialéctica,Familiar sistémica,Eneagrama,B
"Mujer de 62 años, presenta cambios progresivos del comportamiento y personalidad como apatia, desinhibición 
y deterioro del lenguaje que perjudican su conducta social. ¿Cuál es la demencia más probable?",Alzheimer,Vascular,Frontotemporal,Cuerpos de Lewy,C
"Mujer de 19 años, presenta atracones recurrentes pero sin comportamiento compensatorio (vómitos, abuso de laxantes 
o dieta excesiva) ni deseo excesivo de delgadez, con peso normal o elevado. ¿Cúal es el trastorno más probable?",Bulimia,Anorexia,Disociativo,Atracones,D
"Varón de 19 años; hace 7 años presenta rituales de comprobación, duda si ha cerrado la puerta varias veces, a veces 
con tanta fuerza que a roto varias puertas, indica que sus ideas son angustiosas e ilógicas. ¿Cuál es el trastorno más 
probable?",Obsesivo compulsivo,Anancástico de la personalidad,Esquizofrenia,Bipolar,A
"Mujer de 28 años, soltera, muestra patrones restringidos de interacción social desde la infancia con lenguaje adecuado y 
presencia de manierismos motores; no tiene retraso general ni cognitivo del desarrollo ni presenta delusiones. Su 
coeficiente intelectual es 80. ¿Cuál es el trastorno más probable?",Retraso mental leve,Esquizofrenia,Asperger,Retraso mental moderado,C
¿Cuál de los siguientes antidepresivos tiene mayor potencial de inhibición del citocromo P450 - CYP1A2?,Nefazodona,Duloxetina,Fluvoxamina,Imipramina,C
"Mujer de 37 años, llevada a la emergencia por sospecha de consumo de drogas en una fiesta porque reía sin razón 
aparente y comenzó a bailar quitándose la ropa; ella protestó: ""no he tomado nada; he tenido depresión pero estoy muy 
alegre estas dos semanas. Sólo me he vestido sensual para la fiesta"". Sus amigos confirmaron que esa no era su 
conducta habitual y el episodio depresivo. Ex. mental: maquillaje recargado, conducta intrusiva, taquilalia, ánimo elevado 
pero irritable a la confrontación. Ex. físico y laboratorio: sin alteraciones. ¿Cuál es el diagnóstico más probable?",Trastorno límite,Psicosis aguda,Episodio maniaco,Disociación,C
"Mujer de 72 años, desde hace 2 años tiene necesidad de apuestas cada vez más altas para lograr la misma emoción, se 
vuelve irritable cuando intenta no jugar y tiene pensamientos persistentes sobre el juego; miente para ocultar sus pérdidas 
económicas y pide dinero a los hijos y amigos con pretextos diversos. ¿Cuál es el trastorno más probable?",Alcoholismo,Demencia,Juego patológíco,Psicopatía,C
"¿Cuál es el trastorno del sueño caracterizado por la dificultad para iniciar o mantener el sueño o despertarse temprano 
por la mañana con incapacidad para volver a dormir?",Parasomnia,Automatismo,Insomnio,Inquietud,C
"¿Cuál de los siguientes trastornos psiquiátricos es la comorbilidad más frecuente de los trastornos dermatológicos 
crónicos?",Psicosis,Pánico,Depresión,Adaptación,C
¿En cuál de las siguientes terapias grupales se usa con más frecuencia la confrontación?,Cognitiva,Autoayuda,Psicodinámica,Conductual,C
"Varón de 21 años, posee habilidades sociales y ocupacionales adecuadas para un mínimo de independencia; sin 
embargo, requiere guía o asistencia frente a un nivel inusual de estrés económico o social. ¿Cuál es el grado de retraso 
mental más probable?",Moderado,Grave,Fronterizo,Leve,D
"¿Cómo se denomina a la actividad mental que sigue un sistema lógico totalmente subjetivo e idiosincrático y que no toma 
en consideración los hechos de la realidad ni la experiencia?",Ilusión,Sincretismo,Dereísmo,Aislamiento,C
"¿En qué trastorno de comportamiento del sueño se producen puñetazos, patadas y otros movimientos desde la cama 
durante el intento de representación del sueño del paciente?",Sonambulismo,Parálisis,Fase REM,Hipnagogia,C
"Varón de 45 años, gerente de una pequeña agencia bancaria; no es ascendido porque, debido a su perfeccionismo, se 
demora en exceso para implementar indicaciones superiores; no puede delegar funciones y se recarga de trabajo, 
desatendiendo al hogar y sus amigos. Cuando intentan convencerlo de algún cambio, se muestra obstinado y es rígido 
en los procedimientos. ¿Cuál es el trastorno de la personalidad más probable?",Paranoide,Desorganizado,Obsesivo compulsivo,Pasivo agresivo,C
"¿Cuál es el mecanismo de defensa que permite el manejo de un impulso inaceptable permitiendo su expresión en 
la forma contraria (antitética)?",Sublimación,Desplazamiento,Acting out,Formación reactiva,D
"Las asociaciones ...... se manifiestan como un fallo de la comunicación verbal, donde las ideas se desplazan de un tema 
a otro sin relación ni conexión.",fijas,laxas,parciales,libres,B
"¿Cuál es el trastorno de personalidad que tiene mayor evidencia de abuso sexual en la infancia y suele consultar por 
disforia de género?",Limítrofe,Dependiente,Antisocial,Anancástico,A
"Sobre neuroimágenes. ¿Cuáles son las regiones cerebrales con mayor activación durante un episodio de crisis de 
pánico?",Frontal y temporal,Occipital y ventral,Wernicke y cingular,Insular y estriada,D
"En la pérdida de las fronteras del yo, el paciente no distingue dónde acaba el propio cuerpo, mente e influencia y dónde 
empiezan las del resto de objetos animados e inanimados, lo que se expresa en las delusiones...",hápticas.,de ruina.,de poder.,referenciales.,D
El trastorno esquizofreniforme dura entre ...... a ...... meses.,1 / 6,3 / 10,6 / 12,4 / 9,A
"Varón de 34 años, procedente de Madre de Dios, sin patología previa, que refina oro en su domicilio y se alimenta en su 
taller. Desde hace dos meses ríe y hace bromas sin motivo aparente, afirma que es invulnerable a las enfermedades y 
que es amigo de todos sus vecinos (no habla con ellos). Es llevado al hospital por diarrea sanguinolenta. Examen: temblor 
en ambas manos, encías inflamadas y desorientado en lugar y tiempo. Resto sin alteraciones. ¿Cuál es el 
diagnóstico más probable?",Rabia,Botulismo,Infección por E. coli,Intoxicación por mercurio,D
¿Cuál es el trastorno que se inicia antes de los 18 años y combina tics vocales (entre ellos coprolalia) y motores múltiples?,Distonía,Hemibalismo,La Tourette,Corea,C
"Niño de 12 años, desde hace 4 años presenta regurgitación sin esfuerzo ni dolor; a veces deglute o escupe los alimentos. 
¿Cuál es el trastorno más probable?",Pica,Rumiación,Restricción de alimentos,Atracones,B
"Mujer de 34 años, en episodio depresivo con buena evolución desde hace 2 meses; acudió a control quejándose 
de insomnio, a pesar de aumentar la frecuencia y dosis de un inductor del sueño que antes era de uso muy ocasional. 
Examen: edema de miembros inferiores, resto sin alteraciones. La paciente confesó que una semana antes del inicio del 
insomnio, consumió un ""producto natural"" sin consulta médica, para ""mejorar su energía"". ¿Cuál es la sustancia ingerida, 
con mayor probabilidad?",Kava,Hipérico,Lúpulo,Ginseng,D
"Niño de 2 años, desde hace 10 semanas llora insistentemente cuando se separa de su madre, presentando palpitaciones, 
dolor abdominal, náusea, vómitos, síntomas seudogripales y cefalea. Los síntomas no están relacionados a condiciones 
clínicas o quirúrgicas. ¿Cuál es el trastorno más probable?",Ansiedad por separación,Depresión,Ansiedad generalizada,Autismo,A
"¿Cuál es el inhibidor selectivo de la recaptación de serotonina que produce mayor prolongación del intervalo QT en 
el electrocardiograma?",Fluoxetina,Sertralina,Citalopram,Paroxetina,C
"Varón, 25 años, acude en agosto a la emergencia gritando que se asfixia, refirió que desde hace 3 meses tiene episodios 
de sensación de falta de aire, parestesias, temblor y miedo a morir. Al examen: vestido con camiseta corta y shorts, FC: 
105X', FR: 28X', SatO2: 99%, piel caliente, con zonas hipopigmentadas y tremor fino en manos; resto del examen sin 
alteraciones. ¿Cuál es el examen auxiliar que el psiquiatra debe solicitar?",Electroencefalograma,Tomografía cerebral,Perfil tiroideo,Transaminasas,C
"¿Cuál es el riesgo de usar benzodiazepinas en un paciente con trastorno de personalidad antisocial y conducta 
heteroagresiva?",Sedación,Desinhibición,Insomnio,Acatisia,B
"Varón de 36 años; simula síntomas sin recompensa o motivación externa aparente, pero su objetivo es asumir el papel 
de enfermo. ¿Cuál es el trastorno más probable?",Disociativo,Ganser,Facticio,Evitativo,C
"Los fenómenos que consisten en distorsiones visuales, alucinaciones geométricas, estelas de imágenes de objetos en 
movimiento y emociones intensas revividas, se denominan...",delirium.,flashbacks.,delusión.,alucinaciones.,B
"Primigesta de 24 años, en 28a semana de gestación, con evolución de la gestación aparentemente normal, que 
experimenta la necesidad irresistible de consumir tierra de jardín. ¿Cuál es el trastorno más probable?",Anemia,Alergia,Pica,Oxiuriasis,C
"¿Cómo se llama la interrupción brusca del curso del pensamiento antes de que una reflexión o una idea finalice 
donde, después de una pausa breve, la persona dice que no recuerda lo que estaba diciendo o lo que iba a decir?",Dispersión,Bloqueo,Hipomnesia,Saturación,B
"Mujer de 27 años; se queja de episodios intermitentes de ""distanciamiento de sí misma"", normalmente asociados a 
situaciones sociales que le provocan ansiedad. En la consulta afirmó: ""de pronto yo estaba hablando, pero me sentía 
como si no fuera yo quien hablara"". ¿Cuál es el trastorno más probable?",Ansiedad generalizada,Pánico,Bipolar,Despersonalización,D
¿Cuál de los siguientes es un antipsicótico de segunda generación?,Haloperidol,Olanzapina,Tioridazina,Trifluoferazina,B
"Comprende intervenciones diseñadas para ayudar a las personas con discapacidades por trastornos mentales, 
destinadas a mejorar su funcionamiento y calidad de vida.",Rehabilitación,Prevención,Diagnóstico,Plan de trabajo,A
"Rafael de 45 años, con antecedentes de consumo de alcohol; desde hace un año presenta deterioro cognitivo en memoria 
reciente y amnesia anterógrada. Al examen: hipoalerta, reactivo y presenta confabulaciones. ¿Cuál es el síndrome más 
probable?",Wernicke,Ganser,Korsakoff,Lagunas,C
"¿Cuál es el antipsicótico antagonista de los receptores 5-HT2A, indicado para el tratamiento de la esquizofrenia y la manía 
aguda, así como para potenciar la acción de los antidepresivos en el trastorno depresivo mayor?",Aripiprazol,Haloperidol,Trifluoperazina,Fluoxetina,A
