questions,option_A,option_B,option_C,option_D,correct_answer
"Gestante de 34 semanas, G4 P3003, antecedente de 03 cesáreas y actualmente con placenta previa. ¿Cuál de los 
siguientes signos ecográficos nos haría sospechar en un transtorno de adherencia placentaria?",Adelgazamiento miometrial <5 mm,Línea hiperecoica entre la serosa uterina y la luz vesical,Pérdida de la zona clara por debajo del lecho placentario,Masa endofítica focal por dentro de la pared uterina,C
"Multigesta de 40 semanas, acude por dolor tipo contracción. Examen: AU: 31cm, SPP: LCI, LCF: 144X´. Tacto 
vaginal: dilatación: 9 cm, B: 100%, AP: +1, membranas rotas con liquido claro, se palpa presentación cara mento anterior. 
¿Cuál es la conducta más adecuada?",Programar cesárea de emergencia,Convertir a presentación occipucio,Dejar evolucionar parto vaginal,Usar vacuum de salida,C
"Mujer de 34 años con paridad satisfecha y antecedente de cáncer de ovario en abuela materna y madre. Acude a la 
consulta por método anticonceptivo. Actualmente asintomática, con funciones vitales estables. Talla: 1.56 m., peso: 82 
Kg. ¿Cuál es el método anticonceptivo que indicaría?",Bloqueo tubárico bilateral,Implante subdérmico,Dispositivo intrauterino,Salpinguectomía bilateral,D
"Mujer de 55 años, acude por sensación de bulto en vagina. Antecedente: G5 P4014; FUR: hace 7 años. Examen: a 
valsalva se observa protrusión de pared vaginal anterior cuya parte más distal desciende hasta el nivel del himen. ¿A qué 
estadío corresponde según la clasificación del POP - Q?",II,I,III,IV,A
En el sistema de cuantificación POP-Q para prolapso genital. ¿Qué significa cuando el punto D se omite?,Prolapso genital total,Hay presencia de incontinencia,Dificultad para cuantificar,No hay cérvix,D
"Paciente posmenopáusica, refiere presentar lesión blanquecina en la vulva, que le produce prurito. Examen: En vulva se 
observa ""placa de color blanco de porcelana"" que altera la anatomía vulvar con regresión de labios menores y 
ocultamiento del clítoris. ¿Cuál es el tratamiento de elección para este caso?",Pimecrolimús,Tacrolimús,Clobetasol,Estrógenos,C
"Primigesta de 37 semanas, sin controles prenatales, acude por presentar dolor tipo contracción esporádico. Examen: AU: 
32 cm, SPP: LCI, LCF: 150X'; Tacto vaginal: D: 0, B: 0%, AP: -4. Laboratorio: VIH + y carga viral en 2000 copias/mL. 
¿Cuál es la conducta más adecuada para la vía de parto?",Parto vaginal espontáneo,Inducción a las 39 semanas,Cesárea programada,Parto instrumentado,C
"En una evaluación ecográfica de un embarazo doble se encuentra que hay un gemelo donante bien formado que exhibe 
características de insuficiencia cardiaca y otro gemelo receptor muy mal formado que carece de corazón y otras 
estructuras. ¿Cuál es el diagnóstico?",Gemelo parásito,Secuencia de anemia-policitemia,Secuencia TRAP,Mola hidatidiforme con feto sano,C
"En un estadiaje de cáncer de ovario, la evaluación quirúrgica de los ganglios linfáticos pélvicos y paraaórticos nos sirve 
para:",No modificar la estrategia terapéutica primaria,Detección precisa de metástasis,Disminuir la tasa de supervivencia,Disminuir el tiempo operatorio,B
En el cáncer ginecológico localmente avanzado se puede producir...,obstrucción ureteral con uremia.,ausencia de dolor pélvico.,ausencia de obstrucción venosa.,hipocalcemia.,A
¿En qué caso es muy útil la cirugía robótica en ginecología ?,Cirugías que requieran suturas de poca extensión,Pacientes obesas,Cirugías de corta a mediana duración,Pacientes sin cáncer ginecológico,B
¿Cuál es un factor de riesgo para macrosomía fetal?,Embarazo en adolescente,Nuliparidad,Embarazo postérmino,Oligohidramnios,C
"En mujeres con un embarazo previo afectado de un defecto del tubo neural, la investigación ha demostrado que los 
suplementos de ácido fólico con ...... mg/día, iniciándose al menos un mes antes de intentar la concepción, reducían el 
riesgo de un nuevo defecto en cerca de un 72%.",0.5,0.8,2,4,D
"Mujer de 52 años acude a consulta con resultado de ecografía TV: tumor de ovario izquierdo de 10 cm, con múltiples 
tabiques gruesos e irregulares, con flujo sanguíneo al Doppler y Ca 125: 138 UI/mL. Actualmente asintomática y funciones 
vitales estables. ¿Cuál es la vía quirúrgica más adecuada en este caso?",Minilaparotomía,Laparoscopía,Laparotomía exploratoria,Cirugía robótica,C
"Gestante de 33 semanas, G3 P2001, diabética, con embarazo previo que cursó con muerte fetal inexplicada. 
Asintomática; viene a evaluación. ¿Cuál es la prueba que ud. solicitaría de inicio para vigilar el bienestar fetal anteparto?",Test estresante,Perfil biofísico fetal,Ecografía Doppler,Test no estresante,D
"Mujer de 32 años, luego de alumbramiento, se produce sangrado vaginal abundante. Examen: PA: 85/55 mmHg, FC: 
105X'; se intenta realizar masaje uterino y se nota que no existe un fondo uterino abdominal palpable. Tacto vaginal: se 
palpa masa redondeada en la vagina que no sobrepasa el introito. De acuerdo al diagnóstico. ¿A qué grado pertenece?",Segundo,Primer,Tercer,Cuarto,A
"Mujer de 21 años, solicita información sobre screening para cáncer de cuello uterino; no manifiesta sus antecedentes 
sexuales. ¿Cuál es la indicación?",Test de Cobas,Observación,Citología cervical,Prueba conjunta,C
"Durante la atención prenatal que Ud. realiza a una gestante, el momento ideal para realizar el tamizaje de diabetes 
gestacional es entre las semanas ...",20-24.,24-28.,28-32.,16-20.,B
"B. 24-28. 
C. 28-32. 
D. 16-20. 
 
29. Matrimonio con 4 hijos y paridad satisfecha. ¿Cuál es el método anticonceptivo de primera elección?",Anticonceptivos orales,Medroxiprogesterona,Parches transdérmicos,Esterilización masculina,D
"Varios factores pueden aumentar la infección en pacientes post quirúrgicos, el factor que produce mayor morbilidad 
parece ser...",la inmunocompetencia alterada.,la obesidad.,el tiempo operatorio prolongado.,la falta de uso antibiótico profiláctico.,A
"Primigesta de 28 semanas asintomática, acude a control prenatal. Se realizó ecografía morfológica sin alteraciones. 
Examen: PA: 100/80 mmHg, FC: 80X'. AU: 26 cm, LCF: 144X'. La paciente pregunta por su esquema de inmunización. 
¿Qué vacuna le corresponde?",Tdap,Rubéola,Varicela,VPH,A
"Gestante de 34 semanas, G1P0, asintomática Examen: PA: 140/90 mmHg. Laboratorio: plaquetas 65000/µL, creatinina: 
1 mg/dL, TGO: 105 mg/dL, Bilirrubina total: 1.3 mg/dL, DHL: 800 UI/L, frotis de lámina periférica con presencia de 
esquistocitos. ¿Cuál es el diagnóstico más probable?",Sindrome urémico hemolítico,Sindrome HELLP,Hígado graso gestacional,Purpura trombótica trombocitopénica,B
"Mujer de 42 años, G1 P1001, con deseo de gestación, acude por sangrado intermenstrual e hipermenorrea en forma 
esporádica. Histerosonografía: mioma de 3 cm FIGO 1. Se le recomienda miomectomía. ¿Cuál es la vía de abordaje 
recomendada?",Laparoscópica,Laparotomía,Robótica,Histeroscópica,D
"Gestante de 28 semanas en la que por ultrasonido se ha detectado que el feto presenta un teratoma sacrococcígeo 
asociado a hidrops fetal y polihidramnios. Posteriormente, en la evolución del caso, la madre empieza a presentar edema 
y valores de PA: 140/90 mmHg. Este caso correspondería a un síndrome ...",del espejo.,urémico hemolítico.,HELLP.,pulmón riñon.,A
"En un embarazo gemelar monocigótico en que la división del óvulo fecundado ocurre entre los 8 y 12 días después de la 
fecundación. ¿En qué momento recomendaría realizar la culminación del embarazo?",34,36,38,39,A
"Gestante de 36 semanas, con antecedente de placenta previa mas signos ecográficos de espectro de placenta accreta; 
ha tenido varios episodios previos de sangrado vaginal escasos y recurrentes. Acude ahora a emergencia por presentar 
sangrado vaginal en regular cantidad. ¿Cuál es la conducta a seguir?",Reevaluar cuando la gestación esté a término,Hospitalizar para culminar la gestación,Hospitalizar y cesárea electiva a las 38 semanas,Manejo del sangrado y alta médica,B
"Tercigesta de 33 semanas, cesareada anterior dos veces; acude por sangrado vaginal indoloro. Examen: AU: 30 cm, 
SPP: LCD, LCF: 144X'. Ecografía obstétrica: gestación única activa con ponderado fetal en percentil 60. Placenta cubre 
la totalidad del OCI y presenta además lagunas vasculares, adelgazamiento miometrio retroplacentario y vasos puente. 
¿Cuál es el diagnóstico más probable?",Rotura uterina,Rotura de vasa previa,Espectro de acretismo placentario,Hematoma retroplacentario,C
"Mujer de 60 años, en quien se diagnóstica hiperplasia con atipia. ¿Cuál es la conducta a seguir?",Progestágenos por vía oral,Histerectomía con salpingooforectomía bilateral,DIU de progestágenos,Histerectomía total,B
"De acuerdo a la embriología, existen fechas límites después de la concepción en que finaliza el cierre del tubo neural 
embrionario. Por ello, es fundamental que las mujeres embarazadas consuman suficiente ácido fólico antes de la 
concepción y por lo menos durante las primeras ..... semanas de edad gestacional según la fecha de la última regla, para 
alcanzar a prevenir los defectos del tubo neural.",4,9,6,12,C
"Con respecto a las pruebas serológicas de la sífilis: ¿Cuál de las siguientes puede permanecer positiva toda la vida hasta 
en 85% de las personas infectadas, independientemente del tratamiento?",RPR,VDRL,FTA-ABS,Treponema pallidum IgM/IgG,C
"Mujer de 39 años, 31 semanas de gestación, asintomática, con PA: 150/100 mmHg. Laboratorio: proteinuria (+) y 
plaquetas: 100000/µL. Desde el punto de vista de la angiogénesis. ¿Como se desarrolla la etiopatogenia de esta 
enfermedad?",La endoglina soluble es un factor angiogénico involucrado,El desequilibrio angiógeno se refiere a cantidad excesiva de factores angiogénicos,Una concentración materna elevada de PlGF provoca disfunción endotelial,La concentración elevada de sFlt-1 y sEng,D
"Multigesta obesa, llega en periodo expulsivo del trabajo de parto y luego de la salida de la cabeza fetal se advierte una 
distocia de hombros. Se realiza la maniobra de McRoberts sin éxito. ¿Cuál es la conducta a seguir?",Maniobra de nacimiento del hombro anterior,Maniobra de Rubin,Maniobra de Rojas,Cleidotomía,B
¿Qué cambios hormonales se producen durante la ovulación?,Al final de la fase folicular ocurre un descenso del estradiol,No hay variación de la progesterona,Incremento súbito en las concentraciones de LH,Disminución de la concentración de FSH,C
"Secundigesta 38 semanas, cesareada anterior una vez hace 2 años, se somete a prueba de trabajo de parto. Cuando 
llega al periodo expulsivo presenta dolor abdominal agudo y sangrado vaginal abundante. Examen: PA: 80/50 mmHg, 
FC: 110X', abdomen: se observa cambio en la forma del útero y ausencia de contracciones, LCF: no audible, TV: cabeza 
fetal no es palpable. ¿Cuál es el diagnóstico más probable?",Vasa previa,Desprendimiento prematuro de placenta,Acretismo placentario,Rotura uterina,D
"Mujer de 57 años, acude para solicitar terapia de reemplazo hormonal, presenta bochornos dos veces al día. FUR hace 
10 años. ¿Cuál es la conducta a seguir?",Estrógenos vía oral,Estrógenos parenterales,Medidas higiénico dietéticas,Estrógeno más progesterona,C
"Mujer de 31 años, acude a consulta refiriendo presentar flujo vaginal. Luego de evaluarla, Ud. realiza el estudio inicial y 
encuentra que el test de KOH es negativo. ¿Cuál es la causa más probable?",Vaginosis bacteriana,Candidiasis vaginal,Tricomoniasis vaginal,Vaginitis descamativa,B
"Primípara de 32 años, Rh negativo; actualmente puérpera de 96 horas de parto vaginal, manifiesta que su hijo es Rh 
positivo y ella no ha recibido inmunoglobulina anti-D durante su embarazo, ni en el puerperio inmediato. ¿Cuál es la 
conducta a seguir?",Diferir inmunoglobulina anti-D hasta el próximo embarazo,Solicitar prueba de coombs indirecta,Administrar corticoides intramuscular,Colocar inmunoglobulina anti-D inmediatamente,D
"En la evaluación ecográfica de un feto se encuentra que a nivel axial de tórax el corazón se encuentra desplazado hacia 
el lado derecho y en el lado izquierdo se observa solo una estructura ovoidea anecogénica bien definida y delante de ella 
un tejido de ecogenicidad diferente al pulmón. ¿Cuál es el diagnóstico más probable?",Hernia diafragmática congénita,Secuestro pulmonar,Malformación adenomatosa quística,CHAOS,A
"Mujer de 30 años, con IMC de 40, en coordinación con su médico de confianza se somete a una cirugía bariátrica. 
Posteriormente, logra un embarazo. Esta paciente va a disminuir el riesgo de ...",macrosomía fetal.,parto postermino.,déficit de micronutrientes.,RCIU.,A
"Mujer de 38 años primigesta de 12 semanas, con diagnóstico de carcinoma in situ de mama derecha y antecedente 
de madre con mastectomía por cáncer de mama. ¿Cuál es la evolución más probable de su enfermedad?",Disminución de la progresión por los cambios hormonales,Aumento del riesgo de aborto espontáneo,Rápida progresión a carcinoma invasor,No se relacionan con los cambios estromales de la gestación,C
¿En qué caso está indicado la colocación de una malla sintética para el manejo de patologías del piso pélvico?,Prolapso del compartimento anterior,Prolapso de cúpula vaginal,Prolapso del compartimento posterior,Incontinencia urinaria de urgencia,B
Con respecto a la anatomía de la mama. El límite .....  está situado ...,superior / en la primera costilla.,inferior / en la quinta costilla.,lateral / en la línea axilar lateral.,profundo / sobre la fascia del músculo pectoral mayor.,D
"Mujer de 58 años, acude por sangrado vaginal en regular cantidad en forma intermitente. Antecedente: cono hace 5 años 
por cáncer in situ de cérvix. Examen: PA: 90/50 mmHg, FC: 110X'. Al espéculo: cérvix con lesión exofítica sangrante de 
2 x 2 cm. TV: útero 8x5 cm. Parametrios acortado y engrosados. Hemoglobina: 6.5 mg/dL. ¿Cuál es el estadio clínico de 
esta patología?",IIIA,IIIB,IIA,IIB,D
Entre las ....... semanas de gestación la altura uterina se correlaciona con la edad gestacional en semanas.,20 y 34,34 y 36,16 y 20,36 y 40,A
"Llega a emergencia una multigesta de 37 semanas (sin antecedentes patológicos ni quirúrgicos) con deseos de pujo y en 
el momento que Ud. se dispone a evaluar se produce expulsión de feto en presentación podálica, luego de lo cual se 
produce atrapamiento de la cabeza a pesar de la tracción suave del cuerpo fetal que ha ejercido. ¿Cuál es la conducta a 
seguir?",Maniobra de Gaskin,Sinfisiotomía,Incisiones de Dührssen,Maniobra de Sellick,C
"Mujer de 30 años, acude por dolor abdominal agudo desde hace 4 horas que se intensifica progresivamente y se asocia 
a náuseas. Examen: funciones vitales estables. Abdomen; doloroso en cuadrante inferior derecho, rebote negativo. TV: 
se palpa tumor de 8 cm en anexo derecho, doloroso, consistencia semisólida. ¿Cuál es el diagnóstico presuntivo?",Cáncer de ovario,Torsión anexial,Plastrón apendicular,Absceso tubo ovárico,B
En relación a la úlcera genital. ¿Cuál de las siguientes alternativas puede ser una causa NO infecciosa?,Vaginitis atrófica,Neoplasia intraepitelial vulvar,Enfermedad de Behcet,Consumo de marihuana,C
"Primigesta de 30 semanas, sin control prenatal, acude por cefalea, tinnitus y dolor en el hipocondrio derecho desde hace 
2 días. Examen: PA: 140/90 mmHg Abdomen: AU: 28 cm, LCF: 148X', DU: ausente; cérvix: sin alteración. Trae examen 
de hemoglobina de 12 g/dL, plaquetas: 100000/µL, transaminasas normales. ¿Cuál es el diagnóstico?",Hipertensión gestacional,Hipertensión crónica,Síndrome HELLP,Preeclampsia con signos de severidad,D
Las gestantes que tienen vaginosis bacteriana muestran un riesgo mayor de:,Endometritis post parto,Desprendimiento prematuro de placenta,Infección por chlamydia post parto,Parto prematuro,D
¿Cuál es el tratamiento más efectivo para la infertilidad en pacientes con endometriosis?,La fertilización in vitro,Laparoscopía quirúrgica,Tratamiento médico,Inseminación intrauterina,A
Los disgerminomas son tumores de ovarios secretores de:,Ca125,CEA,DHL,Ca 15-3,C
¿Cuál es la complicación más común de una histeroscopía?,Perforación uterina al ingresar a cavidad,Estenosis cervical,Hipernatremia e hiperosmolaridad,Hipoglucemia e hiperamonemia,A
Después de la aplicación del ácido acético. ¿Cuál es la imagen colposcópica que corresponde a una lesión de alto grado?,Borde geográfico,Borde denso,Patrón vascular fino,Desvanecimiento rápido,B
"Mujer de 40 años, procedente de Ayacucho, referida por diabetes y resultado de PAP: LIE de bajo grado con biopsia de 
cérvix: NIC II. Examen: cérvix normal. ¿Cuál es el procedimiento a seguir?",Observación un año,Control PAP en 6 meses,Conización,Crioterapia,C
"En el estudio de infertilidad de una dama, se realiza histerosalpingografía y se encuentra la presencia de hidrosalpinx. 
¿Cuál es la recomendación?",Repetir con medio de contraste hidrosoluble,Solicitar serología para Chlamydia,Uso de Ceftriaxona,Tratamiento con doxiciclina,D
"Paciente de 69 años, FUR: Hace 18 años. Acude por presentar sangrado vaginal en escasa cantidad durante el presente 
mes. ¿Cuál es la causa más frecuente?",Atrofia endometrial,Pólipo cervical,Hiperplasia endometrial,Cáncer endometrial,A
"En la hemorragia posparto, una de las contraindicaciones del uso de .....  es la presencia de la Enfermedad de Raynaud.",oxitocina,misoprostol,metilergometrina,prostaglandina F2α,C
¿Cuál es la anomalía cromosómica más frecuente en los abortos espontáneos ?,Trisomía autosómica,Triploidía,Monosomía X,Tetraploidía,C
"Mujer de 21 años, acude por presentar vesículas agrupadas a nivel genital junto a pequeñas úlceras superficiales. El año 
pasado tuvo cuadro similar. ¿Cuál es el tratamiento indicado?",Eritromicina,Doxiciclina,Valaciclovir,Podofilina,C
"Existen varios mecanismos propuestos que intervienen en el parto pretérmino espontáneo. ¿Cuál es el que está vinculado 
desde el punto de vista causal?",Sobredistensión uterina,Disfunción del cuello uterino,Infección intraamniótica,Apoptosis en el amnios,C
"Niña de 8 años, raza afroperuana, es traída por sus padres a su consulta debido a que de forma aguda presenta una 
tumoración blanda y friable que rodea de forma simétrica a la uretra y que sangra en escasa cantidad. ¿Cuál es el 
diagnóstico más probable?",Condilomas,Líquen plano,Prolapso uretral,Molusco contagioso,C
"El ácido tranexámico es un medicamento muy utilizado actualmente para el manejo de la hemorragia obstétrica. ¿Cuál 
es su mecanismo de acción?",Bloquea a la proteína C activada,Convierte la fibrina en productos de degradación de la fibrina,Bloquea la unión de la plasmina a la fibrina,Activa al factor VIII en la circulación,C
El tejido mamario esta compuesto por células ...,musculares estriadas.,foliculares.,mioepiteliales.,trofoblásticas.,C
"Mujer de 55 años, asintomática. Ecografía transvaginal: quiste anexial de 10 cm con múltiples áreas sólidas y presencia 
de papilas, superficie irregular y presencia de líquido libre en fondo de saco de Douglas. ¿Cuál es el diagnóstico más 
probable?",Cistoadenocarcinoma mucinoso,Carcinoma endometrioide,Tumor de Brenner,Cistoadenocarcinoma seroso,D
"Mujer de 29 años, acude con retraso menstrual de una semana y dolor en fosa iliaca derecha desde hace un día el cual, 
se hace más intenso hace 2 horas. Antecedente: laparotomía por embarazo ectópico complicado izquierdo hace 2 años. 
Examen: PA: 70/30 mmHg, FC: 100X´; abdomen: rebote positivo; TV: útero y anexos difícil de palpar por dolor, fondo de 
saco abombado. ¿Cuál es la conducta a seguir?",Hospitalización y observación,Interconsulta a cirugía,Laparoscopía quirúrgica,Ecografía transvaginal,C
"Gestante de 32 semanas, G3 P2002, con glicemia al azar de 210 mg/dL. Examen: altura uterina mayor que la 
correspondiente a su edad gestacional. El ultrasonido informa un índice de líquido amniótico de 26 cm. ¿Cuál es la 
probable causa de este último hallazgo?",Insuficiencia placentaria,Hipoplasia de las células ß del páncreas fetal,Poliuria fetal,Feto con valores elevados de ácido láctico,C
La mayor parte del drenaje linfático de la mama va a ...... y se dirige inicialmente a ...... ganglios centinelas.,el pezón / 2 - 5,el músculo pectoral / 3 - 5,la axila / 1 - 2,el diafragma / 2 - 3,C
¿Cuál es el progestágeno que se puede utilizar en el tratamiento de la endometriosis?,Mifepristona,Onapritona,Gestrinona,Medroxiprogesterona,D
"Acude a consulta paciente que presenta sangrado vaginal abundante con la menstruación y que trae una 
histerosonografía que indica ""mioma submucoso <50% intramural"". Según el sistema de clasificación de la FIGO, ello 
corresponde a un estadio:",0,1,2,3,B
"Para el tratamiento de la hipertensión aguda y grave en la preeclampsia. ¿Cuál es en nuestro medio la terapia 
disponible de primera elección?",Nifedipino,Hidralazina,Alfa metildopa,Labetalol,A
¿Cuál es una contraindicación para el uso del dispositivo intrauterino?,Post aborto en los últimos 12 meses,Adolescentes,Antecedente de cesárea,Endometritis post parto,D
"Paciente de 55 años, obesa mórbida, acude a la consulta por presentar sangrado vaginal en poca cantidad hace 4 
días. Examen: PA: 120/70 mmHg; TV: útero y anexo difícil de palpar por abundante tejido adiposo, no se observa 
sangrado vaginal. Laboratorio: glucosa en ayunas 90 mg/dL, Hb: 12 g/dL. ¿Cuál es la conducta a seguir?",Histeroscopía,Legrado uterino,Biopsia de endometrio,Ecografía transvaginal,D
"Una paciente llega a la consulta con un informe de ecografía transvaginal que indica ""Imagen anecoica elongada, de 
paredes delgadas, con tabiques incompletos"" a nivel de uno de los anexos. ¿Cuál es el diagnóstico más probable?",Hidrosalpinx,Endometrioma,Teratoma,Cistoadenoma,A
El factor de riesgo que más se relaciona con el prolapso de órganos pélvicos es:,Traumatismo del piso pélvico,Menopausia,Elevación crónica de la presión intraabdominal,Parto vaginal,D
"Mujer de 32 años, acude por dolor en fosa iliaca derecha desde hace tres días que se ha ido intensificando. Antecedentes 
de hidrosonografía hace 10 días. Examen: T°: 37 °C, FC: 80X'. Tacto vaginal: dolor a la movilización de cérvix, se 
evidencia flujo vaginal con mal olor. Eco TV: útero de 7 cm, presencia de líquido en fondo de saco. ¿Cuál es el manejo 
más adecuado?",Ceftriaxona + doxiciclina + gentamicina,Clindamicina + gentamicina,Doxiciclina + ceftriaxona + metronidazol,Doxiciclina + azitromicina,C
"Mujer de 23 años hace dos días nota aparición de ""unos bultitos"" en genitales. Examen: 3 úlceras genitales muy dolorosas 
y adenopatía inguinal derecha dolorosa a la palpación. ¿Cuál es el tratamiento indicado?",Aciclovir 400 mg VO c/8 horas,Azitromicina 1 g VO dosis única,Penicilina G benzatínica 2.4 millones UI I.M. dosis única,Valaciclovir 1 g VO c/12 horas,B
"Gestante del primer trimestre con un IMC previo a la gestación de 28. ¿Cuál es la recomendación que Ud. le da para el 
aumento total de peso en Kg hasta el final del embarazo?",De 5 a 9,De 11 a 16,De 12 a 18,De 7 a 11,D
¿Cuál es el medio ideal de distensión que se usa actualmente en la realización de la histeroscopía diagnóstica?,Glicina,Agua destilada,Dextrano,CO2,A
"Mujer de 24 años con presencia de irregularidades menstruales desde hace dos años, hirsutismo leve, IMC: 20. Glucosa 
en ayunas: 80 mg/dL. ¿Cuál es el tratamiento más adecuado?",Metformina,Espironolactona,Anticonceptivos orales combinados,Finasteride,C
"Mujer de 35 años que acude por dismenorrea, dolor a la defecación desde hace un año. Ecografía: tumor quístico 
anexial con contenido como vidrio esmerilado de 3 cm. El tratamiento de primera opción además de los analgésicos 
incluye:",Progesterona,Agonista de la GnRH,Anticonceptivos combinados,Antagonista de la GnRH,C
"Mujer de 31 años, asintomática, referida de Pucallpa por resultado PAP: Lesión intraepitelial escamosa de alto grado. 
Colposcopía y Bx múltiple: NIC1. Antecedente: primera relación sexual a los 14 años, 3 parejas sexuales; G2 P2002. 
¿Cuál es la conducta a seguir?",Histerectomía subtotal,Conización,Histerectomia total ampliada a vagina,Crioterapia,B
"En las glándulas mamarias, ¿Cuál es la función de las células mioepiteliales?",No ayudan a mantener la membrana basal,No inhiben la angiogénesis,Se contraen para la eyección de la leche durante la lactancia,No forma parte de la membrana basal,C
"En el estudio de la pareja infértil, con respecto a la infertilidad por factor masculino. ¿Cuál es la causa más frecuente?",Factores infecciosos,Idiopática,Criptorquidia,Alteraciones endocrinas,B
"Mujer de 39 años, G2 P0020, tiene un mioma FIGO tipo 5 en fondo del útero de 7 cm, por lo cual se le recomienda manejo 
quirúrgico. ¿Cuál es la cirugía más adecuada?",Miomectomía histeroscópica,Miomectomía convencional,Miomectomía laparoscópica,Histerectomía robótica,C
El hallazgo de higroma quístico en un feto está asociado principalmente a ...,cardiopatías.,aneuploidías.,teratoma sacrococcígeo.,síndrome de Noonan.,B
"Mujer de 34 años, acude por dolor pélvico de intensidad moderada y fiebre de 1 semana de evolución. Se hospitaliza con 
diagnóstico de enfermedad inflamatoria pélvica moderada, por lo que recibe antibiótico por 5 días. Sin embargo, el cuadro 
febril persiste. TC: tumor complejo de ovario derecho de 12 x 10 cm. Examen: abdomen doloroso a la palpación profunda. 
Rebote negativo. Lab: Leucocitosis con desviación izquierda. ¿Cuál es el diagnóstico más probable?",Cáncer de ovario derecho,Quiste de ovario a pediculo torcido,Plastron apendicular,Absceso tuboovárico derecho,D
"Primigesta de 41 semanas, acude a control prenatal por que aún no ha iniciado trabajo de parto. Examen: PA: 100/60 
mmHg, FC: 72X', AU: 32 cm, SPP: LCI, LCF: 132X'. Tacto vaginal: D: 0, B: 50%, AP: -2. Ecografía: ponderado fetal 3700 
g y oligohidramnios. Test no estresante normal. ¿Cuál es la conducta más adecuada?",Cesárea de emergencia,Inducción de trabajo de parto,Vigilancia fetal cada 72 horas,Cesárea a las 42 semanas,B
"Luego de atender un parto, Ud. advierte un desgarro perineal que compromete menos del 50% del esfínter anal externo. 
¿A qué tipo de desgarro de tercer grado corresponde?",3a,3b,3c,3d,A
"Mujer de 32 años asintomática que acude por chequeo. Al examen de mama a la expresión de uno de los pezones sale 
secreción blanco lechoso. ¿Cuál es el manejo más adecuado?",Ecografía de mamas,Mamografía,Observación,Solicitar prolactina,C
