questions,option_A,option_B,option_C,option_D,correct_answer
"Adolescente de 15 años, con diagnóstico de TB pulmonar. Laboratorio: BK positivo sensible. ¿Cuánto dura la fase inicial 
intensiva del tratamiento anti tuberculoso?","Cuatro meses con 4 fármacos (HREZ), 50 dosis, lunes a sábado","Seis meses con 4 fármacos (HREZ), 54 dosis, lunes-miércoles y viernes","Dos meses con 4 fármacos (HREZ), 50 dosis, lunes a sábado","Seis meses con 4 fármacos, (HREZ), 50 dosis, lunes a sábado",C
"Recién nacido prematuro de 28 semanas y 1050 g de peso se encuentra en la UCIN debido a su prematurez; durante la 
primera semana requirió múltiples extracciones sanguíneas para monitorización. A los 10 días, presenta palidez, 
taquicardia y hemoglobina de 8.0 g/dL, lo que lleva al equipo médico a considerar transfusión. ¿Qué medida inicial tiene 
mayor impacto en disminuir la probabilidad de requerir transfusión en este paciente?",Administrar eritropoyetina para estimular la producción de glóbulos rojos,Iniciar suplementación con hierro intravenoso para mejorar la síntesis de hemoglobina,Restringir toma de muestras de sangre para exámenes de laboratorio,Iniciar suplementación con hierro vía oral,C
"Niño de 10 años es llevado urgencias por presentar desde hace 3 días ictericia, letargo, somnolencia y hematemesis. Hace 7 
días presentó alza térmica, dolor abdominal y vómitos que cedieron con sintomáticos. Examen: ictericia de piel y mucosas, 
hígado a 3 cm DRCD doloroso, Glasgow 12, ROT: aumentados. Según su presunción diagnóstica. ¿Cuál es la conducta 
inicial a seguir?",Solicitar pruebas de función hepática y realizar una ecografía abdominal,Administrar omeprazol para proteger la mucosa gástrica y mantener en observación,Iniciar tratamiento empírico con antibióticos de amplio espectro,Hidratación parenteral y referencia a centro hospitalario de mayor complejidad,D
¿Cuál es la neumonía más frecuente en niños?,Redondeada,Lobular,Difusa,Periférica,A
"El diagnóstico de la ......es anatomopatológico, caracterizado por EPOC, debida a una agresión del aparato respiratorio 
inferior que causa inflamación y fibrosis de las vías respiratorias pequeñas, más frecuente en niños tras una infección 
respiratoria, particularmente por adenovirus y también por Mycoplasma pneumoniae, sarampión, Legionella pneumophila, 
gripe y tos ferina.",broncodisplasia pulmonar,fibrosis quística,bronquiolitis aguda,bronquiolitis obliterante,D
"Niño de 5 años desde hace dos días presenta dolor abdominal y deposiciones líquidas, niega alza térmica. Antecedente: 
hace 4 meses fue diagnosticado con purpura de Henoch-Schölein recibiendo corticoterapia. Examen: FC: 80X´, FR: 
18X´, PA: 80/50mmHg, hidratado; lesiones papulo-eritematosas en plantas, tobillos y antebrazos. Laboratorio: hematuria 
microscópica, proteinuria no significativa. ¿Cuál es el diagnóstico más probable?",Síndrome nefrótico,Nefropatía por IgA,Nefritis,Síndrome de Alport,C
"Niño de 4 años desde hace 4 días presenta lesiones cutáneas papulares difusas. Antecedente: síndrome de mano-boca-
pie hace 10 días. Examen: pápulas de pequeño tamaño monomorfas de color rojizo pardo en cara, orejas, nalgas y 
extremidades de distribución lineal. ¿Cuál es el diagnóstico más probable?",Pitiriasis rubra pilaris,Urticaria,Sindrome de Gianotti-Crosti,Sarampión,C
"¿Cuál es la afección que se presenta en el 1-2% de los niños, predispone a pielonefritís, lo cual puede dar lugar a lesiones 
renales o a la formación de cicatrices, las que por su extensión pueden alterar la función renal y dar lugar a hipertensión?",La infección urinaria recurrente,La disfunción vesical-intestinal,El reflujo vesicoureteral,La vejiga neurogénica,C
"Niño de 3 años, desde hace un día presenta tos seca. Examen: T°: 37°C, FC: 90X', FR: 24X', SatO2: 98%. BEG, disfonía, 
pulmones normales. ¿Cuál es el tratamiento de elección?",Ibuprofeno,Dexametasona,Naproxeno,Epinefrina nebulizada,B
"Adolescente de 15 años, ciclista competitivo que sufre caída con lesión medular traumática, presenta pérdida contralateral 
de la sensibilidad al dolor y temperatura. ¿Cuál es la vía más probablemente afectada?",Vía espinotalámica lateral,Vía lemniscal medial,Tracto espinocerebeloso,Tracto corticoespinal lateral,A
"RN a término, con 2 horas de vida. Antecedentes maternos: madre con IMC: 29, CPN: 07. Examen: PN: 3890 
g. Laboratorio: glucosa: 25 mg/dL. ¿Cuál es el manejo inicial?",Colocar glucosa intravenosa en bolo,Alimentar al neonato y repetir a la hora el dosaje de glucosa,Administrar suero glucosado oral,Observar y repetir el dosaje de glucosa,B
"Niño de 5 años, desde hace 4 días presenta en forma súbita fiebre, dolor de garganta y dificultad para deglutir. Examen: 
T°: 39°C, FC: 120X´, FR: 26X´, SatO2: 96%. REG; conjuntivas y fosas nasales y congestivas; boca: vesículas rodeadas 
por anillo eritematoso en pared faríngea posterior; adenopatía cervical levemente dolorosos. ¿Cuál es el diagnóstico más 
probable?",Faringitis estreptocócica,Faringitis a virus Herpes,Herpangina,Mononucleosis infecciosa,C
¿Cuál es la vía de infección más frecuente de la conjuntivitis neonatal?,Contacto directo con secreciones respiratorias de familiares,Diseminación de gérmenes desde las mucosas de las vías respiratorias superiores,Transmisión de gérmenes por las manos,Parto vaginal,D
"En el estudio ecográfico según la técnica de Graf, la displasia de cadera moderada corresponde al tipo:",I,II,III,IV,C
"Escolar de 9 años en corticoterapía por lupus, desde hace 2 días presenta alza térmica, dolor ocular, edema bipalpebral y 
eritema de ojo derecho. Antecedente: rinitis alérgica desde los 5 años tratado irregularmente con corticoides intranasales 
y antileucotrienos. Examen: edema bipalpebral de ojo derecho, apertura y movimientos oculares disminuídos y dolorosos, 
quemosis; faringe: goteo nasal posterior purulento. ¿Cuál es la cobertura antimicrobiana más recomendable?",Ertapenem,Ceftriaxona + clindamicina,Oxacilina + clindamicina,Piperacilina/tazobactam + vancomicina,D
"Niño de 10 años, presenta hace 5 días rinorrea acuosa y disfagia, 2 días antes se agrega tos con flema, silbido de 
pecho, fiebre e hiporexia. Antecedentes: inmunizaciones completas. Examen: REG, FC: 78X', FR: 26X', SatO2: 95%. 
Tórax: sibilantes y subcrepitos en AHT, tirajes IC. Laboratorio: leucocitos: 12.000/µL; PCR: 5 mg/L; procalcitonina 
ligeramente elevado. ¿Cuál es el agente etiológico más probable?",Mycoplasma pneumoniae,Streptococcus pneumoniae,Virus sincitial respiratorio,Haemophilus influenzae tipo b,A
"Adolescente de 16 años, desde hace 7 días presenta dolor y limitación a la apertura palpebral derecha. Examen ojo 
derecho: edema bipalpebral con eritema, no proptosis; agudeza visual, motilidad ocular y reflejos pupilares normales. 
¿Cuál es el diagnóstico?",Celulitis orbitaria,Endoftalmitis,Celulitis preseptal,Conjuntivitis,C
"Lactante de un mes, con lesión cutánea compatible con hemangioma en región sacra y presencia de hoyuelo con 
profundidad > 6mm. ¿Cuál es la conducta a seguir?",Tomografía pélvica,Ecografía de partes blandas,Biopsia de lesión,Interconsulta a dermatología,B
"Adolescente de 14 años con antecedentes de conducta autolesiva, es traída por la madre al encontrarla en su dormitorio 
con pérdida de conciencia y con múltiples blisters de aspirina vacíos. Examen: FC: 120X', FR: 40X', T°: 38.5°C, signos 
de cutting, diaforética. Glasgow: 10. AGA: acidosis metabólica con anión gab elevado. ¿Cuál es el tratamiento inicial?",Carbón activado y acidificación de la orina,Octreótido y dextrosa,N-acetil cisteína y atropina,Carbón activado y alcalinización de la orina,D
"Niña de 2 años es traída por presentar desde hace 6 horas dificultad respiratoria progresiva, tos exigente y moviliza 
abundantes secreciones. Examen: FC: 70X', FR: 32X', SatO2: 94%; tórax: sibilantes en AHT; CV: RC 
rítmicos; neurológico: sensorio alternante, laxitud generalizada y pupilas puntiformes poco reactivas. ¿Cuál es el 
diagnóstico más probable?",Intoxicación por órganos organosfosforados,Bronquiolitis,Aspiración de cuerpo extraño,SOBA,A
"Niña de 5 años, quien presenta fiebre y secreción purulenta por oído derecho. Examen: T°: 38.5°C, FC: 100X', FR: 20X', 
SatO2: 98%; ojos: secreción purulenta conjuntival por ambos ojos; oído derecho: secreción purulenta. ¿Cuál es el 
microorganismo causal más probable?",Hemophylus influenza,Estreptococo pneumoniae,Moraxella catarrhalis,Estreptococo pyogenes,A
"Niño de 2 años, presenta hace 2 días tos seca a predominio nocturno. Antecedente: bronquiolitis a los 5 meses y síndrome 
obstructivo bronquial recurrente; hermano asmático y en su casa conviven con dos perros y un gato. Examen: FC: 32X', 
SatO2: 96%, T°: 37 °C; Tórax: taquipnea, tirajes IC, disbalance toracoabdominal, sibilantes espiratorios en AHT. ¿Cuál 
es la acción inicial más apropiada?",Administrar antileucotrienos,Administrar broncodilatadores,Solicitar Rx de tórax urgente,Administrar corticoides sistémicos,B
"Lactante de un año, desde hace una semana presenta malestar general, cefalea y fiebre, ingresa por convulsiones. 
Examen: espasmo laríngeo, rigidez de nuca. Evoluciona con parálisis, coma y finalmente muere por insuficiencia 
respiratoria. Necropsia/AP: presencia de cuerpos de Negri en el citoplasma de las neuronas piramidales y de Purkinje. 
¿Cuál es la causa de muerte?",Botulismo,Amebiasis cerebral,Neuroborreliosis,Rabia,D
"Lactante prematuro con dificultad respiratoria, cianosis y aleteo nasal. Rx tórax: patrón en vidrio esmerilado de distribución 
bilateral y simétrica con broncograma aéreo a predominio periférico. ¿Cuál es el diagnóstico más probable?",Síndrome de dificultad respiratoria neonatal,Enfermedad pulmonar crónica de la lactancia,Taquipnea transitoria del recién nacido,Síndrome de aspiración de meconio,A
"RN de 4 semanas, presenta vómitos no biliosos progresivos y en proyectil, masa palpable en epigastrio (signo de la oliva). 
¿Cuál es el método diagnóstico de elección para su evaluación?",Ecografía,Radiografía,Tomografía,Resonancia,A
"Niña de 2 años, es traída por tos y sibilancias. Antecedente: en el último año un episodio de sibilancia. Madre con rinitis 
alérgica. Examen: T°: 36.8°C, FC: 100X', FR: 30X', SatO2: 98%. TyP: subcrepitantes regular cantidad, sibilantes 
espiratorios. Hemograma: eosinófilos 2%. ¿Cuál es el diagnóstico más probable?",Asma bronquial,Síndrome de obstrucción bronquial aguda,Bronquiolitis,Bronquitis aguda,B
"Recién nacido de 6 días, es traído a emergencia por presentar enrrojecimiento, calor local, secreción purulenta y mal olor 
en la base del cordón umbilical, pobre succión y sueño incrementado. Examen: eritema periumbilical de 2 cm con 
induración e incremento de volumen; neurológico: succión irregular e hipoactividad. ¿Cuál es la conducta más adecuada?",Administrar antibióticos tópicos y realizar seguimiento ambulatorio estrecho,Iniciar tratamiento antibiótico intramuscular y evaluar respuesta en 48 horas,Hospitalizar e iniciar tratamiento antibiótico intravenoso de amplio espectro,Realizar hemocultivo y esperar resultados para iniciar antibioticoterapia,C
"Niño de 5 años con dolor en pierna post traumatismo. Radiografía de metáfisis tibial: destrucción focal de hueso cortical, 
formación de nuevo hueso perióstico y tumefacción en partes blandas. ¿Cuál es el diagnóstico más probable?",Metástasis osteoblásticas,Osteomielitis,Fractura conminuta,Osteoporosis,B
"Según la NTS MINSA el tamizaje neonatal para el descarte de cardiopatía congénita, la búsqueda e identificación pre 
sintomática de patologías cardiacas críticas empleando la oximetría de pulso que ponen en riesgo la vida del recién 
nacido, esta se realiza oportunamente a partir de las 12 horas hasta las......horas de vida.",36,48,24,72,C
"La anemia......es una alteración en la síntesis del ADN con asincronía en la maduración entre el núcleo y el citoplasma; en 
el hemograma se observa leucopenia, trombocitopenia y aumento del volumen corpuscular medio; en la médula ósea 
puede encontrarse metamielocitos y bandas de neutrófilos.",sideroblástica,ferropénica,megaloblástica,de Fanconi,C
"RN de 8 días, traído a urgencias por pobre ganancia ponderal, irritabilidad, orina escasa y pobre succión. Antecedente: 
nacido por cesárea, alta conjunta, madre adolescente con embarazo controlado. Examen: FC: 140X'; FR: 30X'; T°: 
37.8°C. Ictericia hasta raíz de muslos, adelgazado y llanto enérgico. ¿Cuál es el diagnóstico más probable?",Sepsis neonatal,Ictericia neonatal,Hipoglicemia,Deshidratación hipernatrémica,D
"Lactante de 8 meses, con regurgitación repetida de los alimentos, la comida regurgitada lo vuelve a masticar, lo vuelve a 
tragar o a escupir durante el día y no sucede durante el sueño. Examen: T°: 37°C, FC: 100X', FR: 24X´, SatO2: 
98%; adopta una posición característica con la espalda estirada, arqueada y la cabeza colgando hacia atrás, al tiempo 
que hace movimientos de succión con la lengua. ¿Qué tipo de trastorno es?",Reflujo gastroesofágico,De rumiación,Estenosis pilórica,Bulimia nerviosa,B
"Lactante de 6 meses, es traído por que hace 3 días presenta fiebre 38.5°C e hiporexia. Urocultivo por sonda vesical: E. 
coli >10,000 UFC/ml. ¿Cuál es la conducta a seguir?",Repetir urocultivo,Solicitar ecografía,Iniciar tratamiento antibiótico,Indicar antipiréticos,C
"Lactante de 9 meses, desde hace 3 días presenta fiebre y vómitos frecuentes. Examen: T°: 39 ºC, piel caliente, poco 
elástica. Laboratorio: leucocitos: 20000/µL, abastonados: 700/µL; examen de orina: nitrito positivo > 100 
leucocitos/campo. ¿Cuál es la conducta más adecuada?",Administrar antibioticoterapia parenteral,Iniciar hidratación por vía oral e indicar antibioticoterapia oral,Realizar ecografía renal para descartar absceso,Hospitalizar para hidratación y antibioticoterapia parenteral,D
El epidídimo y los conductos deferentes se desarrollan a partir de ...,proteína SRY.,conducto de Müller.,conducto de Wolff.,cresta neural.,C
¿Cuál es la neoplasia hepática maligna más frecuente en la edad pediátrica?,Carcinoma hepatocelular,Hepatoblastoma,Hamartoma,Hemangioendotelioma,B
¿Qué sustancia facilita la absorción de hierro a nivel intestinal?,Polifenoles,Oxalatos,Calcio,Fructosa,D
¿Cuál es la lesión más frecuente en el espacio parotídeo?,Quiste branquial tipo I,Ránula,Quiste vallecular,Tumor dermoide,A
"Niño de 6 años, quien presenta dolor de garganta intenso y fiebre alta. Examen: T°: 39°C, FC: 120X', FR: 26X', SatO2: 
97%, REG, exudado faríngeo; adenomegalias dolorosas en cadena cervical anterior; resto del examen normal. Médico 
plantea diagnóstico probable de faringitis estreptocócica, y decide tratamiento antibiótico. La principal indicación y 
finalidad de dicho tratamiento antibiótico, es la prevención de ...",fiebre reumática aguda.,glomerulonefritis.,absceso periamigdaliano.,adenitis cervical.,A
"Niño de 8 años, post ingesta de alimento, presenta prurito en la boca, enrojecimiento de cara y sensación de calor; se 
añade tos seca persistente, edema de labios y ronquera. Antecedente: asma en tratamiento controlador. Examen: 
FC: 85X', FR: 25X', SatO2: 98%, estridor, hipoactivo, edema bipalpebral; tórax: sibilantes en AHT. ¿Cuál es el tratamiento 
de elección?",Salbutamol,Dexametasona,Adrenalina,Clorfeniramina,C
"Lactante de 5 meses, es traída a emergencia por abuelita quien refiere que desde hace 3 días presenta deposiciones 
líquidas con sangre, y hace 24 horas se agrega fiebre, irritabilidad y malestar general. Alimentación con lactancia mixta. 
Examen: T°: 38.2 °C, irritable, mucosas semisecas. Abdomen: RHA ++, poco depresible, tenso. ¿Cuál es el agente causal 
más probable?",Shiguella,Campylobacter,Salmonella,Ameba,B
"Niño de 5 años, quien ha presentado en el último año 3 episodios de sibilancia. Antecedentes: rinitis alérgica y un primo 
hermano con diagnóstico de asma bronquial. Hemograma: eosinófilos 3%.  Según el Índice predictivo de Asma, tiene una 
condición previa más...",2 criterios menores.,1 criterio mayor.,2 criterios mayores.,1 criterio menor.,D
"Lactante de 40 días, es referido a Lima, por presentar desde el nacimiento coriza y hace 3 días lactancia entrecortada. 
Antecedentes: EG: 38 semanas, parto eutócico. Recibe corticoides nasales y clorfeniramina. Examen: Peso: 3900 g, FC: 
90X', FR: 40X', T: 37 °C; ictericia hasta abdomen. Abdomen: hepatomegalia, RHA presentes. ¿Cuál es el diagnóstico 
más probable?",Atresia de coanas,Atresia biliar,Toxoplasmosis congénita,Sífilis congénita,D
"Adolescente de 13 años, desde hace 2 meses presenta lesión en dorso de mano derecha. Examen: lesión macular 
redondeada hipopigmentada eritematosa, con escasa descamación de aprox. 3 x 2 cm. ¿Cuál es el diagnóstico más 
probable?",Tiña versicolor,Psoriasis,Dermatitis seborreica,Pitiariasis alba,A
"Lactante de 2 meses desde hace una semana presenta deposiciones con rasgos de sangre y distensión abdominal en 
forma intermitente. Antecedentes: parto eutócico, alta conjunta, lactancia materna y desde hace un mes fórmula 
maternizada durante la noche. Buena ganancia ponderal. Examen: FC: 120X'; FR: 30X', T°: 37°C; activo y reactivo, 
relleno capilar <2"", lesiones escamosas en cuero cabelludo y en el área del pañal. Laboratorio: leucocitos en heces: 20 
por campo, thevenon 1+/3+. ¿Cuál es el diagnóstico más probable?",Diarrea aguda infecciosa,Invaginación intestinal,Alergia a la proteína leche de vaca,Enfermedad diverticular,C
"En el estudio ecográfico de la encefalopatía hipoxicoisquémica neonatal, el signo más precoz de localización periférica 
es...",el aumento difuso de la ecogenicidad talámica.,la acentuación de la diferenciación entre la sustancia blanca y gris.,el aumento de la ecogenicidad periventricular.,la reducción del tamaño de los ventrículos laterales.,B
"Recién nacido postérmino al nacer presenta taquipnea, hipoxia e hipercapnia. Rx tórax: pulmones hiperinsuflados con 
densidades difusas filamentosas y pequeño colapso pulmonar. ¿Cuál es el diagnóstico más probable?",Taquipnea transitoria del recién nacido,Síndrome de dificultad respiratoria neonatal,Síndrome de aspiración de meconio,Enfermedad pulmonar crónica de la lactancia,C
"Escolar de 7 años, presenta aplanamiento plantar bilateral asintomático. Examen: disminución del arco plantar y valgo de 
retropié; en bipedestación el arco desaparece. ¿Cuál es el diagnóstico del pie plano?",Rígido congénito,Con contractura,Neurológico,Flexible,D
"Niño de 6 años, quien presenta desde hace 2 meses, hiporexia, fatigabilidad, febrícula intermitente y artralgias. Examen: 
T°: 38°C, FC: 120X', FR: 30X', pálido, con lesiones purpúricas y petequiales, adenomegalia y esplenomegalia. 
Laboratorio: leucocitos: 18000/µL, trombopenia, Hb: 9 g/dL. LDH elevada. Cromosoma Philadelphia positivo. ¿Cuál es el 
diagnóstico más probable?",Leucemia mieloide crónica,Leucemia mieloide aguda,Reacción leucemoide,Leucemia linfoblástica aguda,D
"Lactante de 18 meses, desde hace 10 días presenta lesiones perineales que no mejoran a pesar de tratamiento tópico y 
cuidados higiénicos. Examen: exantema perineal superficial, eritematoso rojo brillante, exudativo, bien delimitado, no 
indurado, doloroso que confluye desde el ano hacia fuera. ¿Cuál es el diagnóstico más probable?",Dermatitis infecciosa perineal,Candidiasis,Dermatitis seborreica,Infestación por oxiuros,A
"Neonato de 2 horas presenta sialorrea súbita, tos y cianosis durante la alimentación. Antecedente: nacido de parto 
cesárea, líquido amniótico aumentado. Examen: abdomen: escafoideo, RHA ausentes. ¿Cuál es el diagnóstico más 
probable?",Neumonía por aspiración meconial,Fístula traqueoesofágica tipo H,Atresia esofágica,Hernia diafragmática,C
En niño de 7 años inmunocomprometido que presenta escabiosis diseminada. ¿Cuál es el tratamiento de elección?,Ivermectina,Benzoato de bencilo,Permetrina,Lindano,A
"La diferenciación de las células de Sertoli sólo ocurre si la ...... está presente, de lo contrario, los cordones sexuales 
formarán folículos ováricos.",testosterona libre,proteína SRY,sustancia inhibidora Mülleriana,cresta urogenital,B
"Niño de 3 años con tumor subcutáneo en antebrazo derecho de 4 cm de diámetro, no doloroso y de crecimiento lento, al 
resecarlo es blando, pálido y lobulado, similar al tejido adiposo, con áreas mixoides o gelatinosas. El estudio microscópico 
revela adipocitos inmaduros separados por tabiques fibrosos y estroma mixoide. ¿Cuál es el diagnóstico más probable?",Liposarcoma,Hibernoma,Lipoblastoma,Lipoma condroide,C
"Según la norma técnica de salud del MINSA, las vacunas de BCG y hepatitis B se debe colocar de manera ideal dentro 
de las primeras......horas de vida.",24,36,48,12,D
"Adolescente de 13 años, hace 4 semanas presenta episodio diarreico, 10 días después presenta paraparesia de MMII 
que progresa hasta MMSS. Laboratorio: LCR: hiperproteinorraquia, glucosa normal, no pleocitosis. ¿Cuál es el 
diagnóstico más probable?",Síndrome de Guillain Barre,Encefalitis aguda,Neuropatía sensorial aguda,Polineuritis craneal,A
"Niño de 3 años es traído por cefalea y alteraciones en los movimientos. Examen: aumento del diámetro craneal para la 
edad y déficit en la coordinación de movimientos. TC: tumoración en el cerebelo. AP: tumor altamente celular con 
abundante mitosis, presencia de rosetas de Homer Wright. ¿Cuál es el diagnóstico más probable?",Ependimoma,Oligodendroglioma,Meduloblastoma,Meningioma,C
"Escolar de 8 años, presenta desde hace cinco días fiebre, hiporexia, náusea, malestar general y dolor abdominal. 
Antecedente: vivienda sin servicios básicos. Examen: MEG, REH, FC: 80X', T°: 38.8 °C. Peso: 25 Kg. Piel: caliente, seca. 
Abdomen: RHA incrementados, blando, hepatoesplenomegalia y doloroso a la palpación en mesogastrio. Laboratorio: 
leucopenia. ¿Cuál es el diagnóstico más probable?",Brucelosis,Paludismo,Fiebre tifoidea,Dengue,C
"Niño de 5 años con antecedente de infección de vías respiratorias superiores; presenta artralgias y dolor abdominal. 
Examen: lesiones purpúricas, artritis en manos, pies y tobillos. Laboratorio: hematuria microscópica. ¿Cuál es el 
diagnóstico más probable?",Enfermedad de Good Pasture,Síndrome de Evans,Púrpura de Henoch-Schönlein,Nefritis rápidamente progresiva,C
"Niña de 2 años que ingresa a emergencia cianótica y objetivándose gran dificultad respiratoria. Después de la evaluación 
se hace diagnóstico de epiglotitis aguda. ¿Cuál es el tratamiento inmediato?",Epinefrina nebulizada,Dexametasona,Vía respiratoria artificial,Epinefrina racémica,C
"Niña de 10 meses, con pobre ganancia ponderal. Examen: T°: 37°C, FC: 140X´, FR: 40X´, SatO2: 96%. REG, piel seca, 
cabello débil, palidez marcada y pérdida de grasa generalizada. Su peso para la talla está por debajo de -3DE y la talla 
es normal. ¿Cuál es el diagnóstico más probable?",Kwashiorkor,Desnutrición crónica severa,Marasmo,Kwashiorkor marásmico,C
"Niño de 6 años, procedente de la sierra, es traído por madre quien refiere que hace un mes presenta dolor abdominal, 
náusea y deposiciones sanguinolentas. Antecedente: vivienda rústica en el campo; crianza de cerdos. Examen: peso: 18 
Kg. Abdomen: RHA +++, blando, doloroso a la palpación en hipogastrio. ¿Cuál es el agente etiológico más probable?",Giardia lamblia,Cryptosporidium,Balantidium coli,Cyclospora,C
"Recién nacido de 37 semanas, peso 2000 g, es evaluado en las primeras horas de vida, letárgico, nauseoso, succión 
débil y temblores finos. Glicemia capilar: 39 mg/dL. ¿Cuál es la causa más probable?",Hiperinsulinismo congénito,Adaptación metabólica transitoria,Disminución de reservas energéticas,Asfixia perinatal,C
"Niño de 3 años, quien presenta desde hace 2 días tos y por primera vez silbido de pecho. Antecedente: portador de rinitis 
alérgica. Examen: T°: 36.8°C, FC: 100X', FR: 30X', SatO2: 97%, BEG. Tórax: MV pasa bien en AHT, sibilantes 
espiratorios. ¿Cuál es el diagnóstico más probable?",Bronquiolitis,Asma bronquial,Hipersecreción bronquial,Hiperreactividad bronquial,D
"Adolescente de 16 años, con edema generalizado, hipoalbuminemia severa, proteinuria de 12 g/24h, creatinina sérica de 
1 mg/dL, colesterol total de 280 mg/dL, LDL de 160 mg/dL, triglicéridos de 155 mg/dL, y resultados negativos en exámenes 
inmunológicos y virales. Biopsia renal muestra borramiento de los pies de podocitos. ¿Cuál es el diagnóstico más 
probable?",Nefropatía membranosa,Glomeruloesclerosis focal y segmentaria,Enfermedad de cambios mínimos,Nefritis lúpica,C
"Recién nacido a término por cesárea programada que presenta dificultad respiratoria. Rx tórax: incremento de 
radiolucidez en ACP, densidades lineales alrededor del hilio, con líquido intercisural. ¿Cuál es el diagnóstico más 
probable?",Síndrome de dificultad respiratoria neonatal,Síndrome de aspiración de meconio,Taquipnea transitoria del recién nacido,Enfermedad pulmonar crónica de la lactancia,C
"Niña de 2 años, traída al centro de salud por fiebre, vesículas en mucosa oral, palma de manos y planta de pies. Examen: 
T°: 38.5°C, FC: 120X', FR: 24X', SatO2: 98%, REG; boca: vesículas dolorosas diseminadas en mucosa oral; piel: lesiones 
máculopapulosas y vesiculosas en palma de manos y planta de pies. ¿Cuál es el agente etiológico más frecuente?",Herpes virus,Virus de la varicela,Coxsackie virus,Parvovirus B19,C
"Varón recién nacido de cesárea urgente por pérdida del bienestar fetal. En los estudios prenatales existía una ligera 
dilatación del intestino delgado, así como polihidramnios. Rx abdominal al nacer: distensión aérea desde el estómago y 
asas delgadas con un ‘‘stop’’ localizado en el flanco izquierdo, sin aire en asas intestinales distales. ¿Cuál es el 
diagnóstico más probable?",Hipertrofia del píloro,Atresia de colon,Vólvulo gástrico,Atresia yeyunal,D
"Según la NTS N°214 -MINSA/DGIESP-2024 NORMA TÉCNICA DE SALUD PARA LA ATENCIÓN INTEGRAL DE SALUD 
NEONATAL, el tamizaje de enfermedades metabólicas debe realizarse a partir de las......horas de vida.",12,48,24,36,B
