questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 40 años con nódulo subcutáneo en miembro inferior derecho de meses de evolución y crecimiento lento. Es 
resecado y el estudio patológico muestra numerosos vasos sanguíneos de paredes delgadas con crecimiento celular 
perivascular, concéntrico, en varias capas, las células son rechonchas, fusiformes y redondas de citoplasma eosinófilo y 
núcleos redondos; sin mitosis. ¿Cuál es el diagnóstico más probable?",Miofibroma,Angioleiomioma,Miopericitoma,Tumor glómico,C
"El cuadro histológico de una lesión nasal destructiva que se compone de células plasmáticas abundantes (células de Mott 
y cuerpos de Rusell), células de Mikulicz, vasculitis, hiperplasia pseudoepiteliomatosa, ulceración y quistes submucosos 
de queratina, es característico de:",Micetoma,Mucormicosis,Rinoescleroma,Granulomatosis de Wegener,C
¿Por qué se caracterizan los timomas?,Son frecuentes en niños,Su localización más frecuente es el mediastino posterior,El timoma invasivo tiene citología francamente pleomórfica,Ambos sexos se ven afectados por igual,D
"Varón de 62 años, se le realiza RTUP. AP: proliferación bien circunscrita de glándulas pequeñas o medianas en la zona 
de transición, mezcladas con nódulos hiperplásicos típicos, las células acinares con citoplasma claro, núcleos redondos 
y nucleolos anodinos, capa de células basales fragmentadas. Los marcadores de células basales muestran capa 
discontinua de células basales. ¿Cuál es su diagnóstico?",Hiperplasia adenomatosa atípica,Hiperplasia prostática benigna,Hiperplasia esclerosa,Adenoma nefrógeno,A
¿Por qué se caracteriza la enfermedad de Hirschsprung?,En la mayoría de casos es una enfermedad genética familiar,Hay una ausencia completa de células ganglionares en los plexos del segmento intestinal dilatado,En la biopsia se observa atrofia de los elementos nerviosos de Schwann,Es la obstrucción intestinal congénita más frecuente,D
"Varón de 62 años, acude por presentar disfagia progresiva recidivante (para sólidos y líquidos), vómitos de alimentos no 
digeridos, dolor torácico, regurgitación, adelgazamiento. Rx de esófago contrastada: deformidad ""en pico de ave"". AP: 
revela inflamación distal de las células ganglionares, infiltrado por linfocitos T, eosinófilos, plasmocitos y mastocitos; capa 
muscular propia con hipertrofia, degeneración eosinófila y fibrosis. ¿Cuál es el diagnóstico más probable?",Esofagitis por reflujo,Leiomiomatosis esófagica distal,Acalasia,Lesión yatrógena postoperatoria,C
¿Cuál es el cambio histológico clave del tejido en el prolapso de la válvula mitral?,Calcificaciones focales en la base de la valva,Trombos en las superficies auriculares de las valvas,Degeneración mixomatosa de la capa esponjosa de la valva,Engrosamiento fibroso de las valvas,C
"El crecimiento submucoso de un tejido conjuntivo fibrovascular que migra sobre la córnea, disecando el plano ocupado 
por la capa de Bowman, describe mejor a:",Chalazion,Blefaritis,Pterigion,Queratocono,C
"Paciente mujer de 40 años, con nódulo subcutáneo en el antebrazo derecho, duro, no doloroso. Es resecado y el estudio 
histológico revela numerosos macrófagos activados en empalizada, con linfocitos y células plasmáticas, rodeando un 
área central de necrosis fibrinoide. ¿Cuál es el diagnóstico más probable?",Granuloma tuberculoso,Nódulo reumatoideo,Tofo gotoso,Fibrohistiocitoma,B
"¿Cuál de los siguientes sarcomas, es el más frecuente en el útero?",Leiomiosarcoma,Sarcoma del estroma endometrial,Sarcoma indiferenciado,Carcinosarcoma,A
"Varón que al examen endoscópico presenta pequeños nódulos en bulbo duodenal. AP revela presencia de células 
parietales y principales, además de presencia de Helicobacter pylori. ¿Cuál es el diagnóstico más probable?",Metaplasia gástrica,Heterotopia gástrica,Metaplasia de glándulas pilóricas,Displasia,B
"¿Cuál es el factor de crecimiento que tiene función quimiotáctica para neutrófilos, macrófagos, fibroblastos y células del 
músculo liso, activa y estimula la proliferación de fibroblastos?",Epidérmico (EGF),De queratinocitos (KGF),Derivado de las plaquetas (PDGF),Transformante beta (TGF-ß),C
"¿Cuál es el tumor de localización subdérmica de la vaina nerviosa periférica con células fusiformes, patrón estoriforme, 
""en molinillo"", y otras lamelar, estroma de fondo colagenoso, mixoide, sin hialinización vascular?",Neurofibroma,Tumor fibroso solitario,Meningioma,Perineuroma,D
La deficiencia grave del factor IX produce el trastorno denominado:,Hemofilia A,Enfermedad de von Willebrand,Hemofilia B,Purpura trombocitopénica inmunitaria,C
"Paciente varón de 30 años, con historia de otitis crónica refractaria al tratamiento, acude a consulta por pérdida de la 
audición, otalgia y otorrea. Los estudios de imagen muestran una tumoración en oído medio, se reseca y la biopsia revela 
fragmentos de epitelio escamoso con restos de queratina y tejido conjuntivo fibroso. ¿Cuál es el diagnóstico más 
probable?",Otoesclerosis,Pólipo ótico,Adenoma del oído medio,Colesteatoma,D
La principal correlación morfológica del rechazo crónico del trasplante pulmonar es:,Bronquiolitis obliterante,Infiltrado inflamatorio alrededor de vasos pequeños,Infiltrado inflamatorio en submucosa de vías respiratorias,Hipertrofia de la media de vasos pequeños,A
"En un estudio histológico de un testículo criptorquídico, se observa el adenoma de Pick. Éste consta de:",Células de Leydig,Cuerpos eosinófilos o microlitos,Células de Sertoli,Espermatogonias gigantes con núcleos oscuros,C
En relación a las células enteroendocrinas. ¿Cuál tiene como función actuar como inhibidor general de la secreción ácida?,Glucagón,Somatostatina,Gastrina,Polipéptidos pancreático,B
"Linfoma con morfología de células lagunares frecuentes y células de RS ocasionales, el infiltrado de fondo está compuesto 
por células T, eosinófilos, macrófagos y células plasmáticas, con bandas fibrosas. ¿A qué subtipo de linfoma de Hodgkin 
corresponde?",Celularidad mixta,Rico en linfocitos,Predominio linfocítico nodular,Esclerosis nodular,D
"Niño de 12 años con nódulo subcutáneo en dorso de la mano derecha, asintomático, de dos años de evolución, de 
crecimiento lento. Se extirpa y el estudio histológico revela un granuloma inespecífico con una zona central de fibras de 
colágeno necróticas y un infiltrado periférico en empalizada con histiocitos, linfocitos y células gigantes. ¿Cuál es el 
diagnóstico más probable?",Granuloma anular,Granuloma tuberculoso,Granuloma a cuerpo extraño,Enfermedad por arañazo de gato,A
"¿Qué células del páncreas suprime la secreción endocrina tanto de la insulina como del glucagón, para mantener los 
niveles normales de glucosa?",Delta,Alfa,Beta,F,A
¿Cuál es el marcador histológico más fiable de diabetes ocular?,Microaneurismas en la retina,Engrosamiento de la membrana basal del epitelio del cuerpo ciliar,Desprendimiento de retina,Neovascularización de la retina,B
"Mujer de 16 años, cursa con dolor y aumento de volumen abdominal. Los estudios de imagen muestran una tumoración 
en el hígado. Se reseca y el estudio patológico muestra una masa delimitada compuesta por hepatocitos dispuestos en 
placa de una o dos células de espesor. No se identifican conductos biliares ni espacios porta normales. ¿Cuál es el 
diagnóstico más probable?",Hepatoblastoma,Carcinoma hepatocelular,Colangiocarcinoma,Adenoma hepatocelular,D
El ...... es una neoplasia maligna epitelial de glándulas salivales que muestran diferenciación ...,carcinoma adenoide quístico / mioepitelial y ductal.,carcinoma de células acinares / de células acinares mucosas.,carcinoma adenoide quístico / de células acinares serosas.,carcinoma de células acinares / de células basales.,A
Es el linfoma primario tiroideo más frecuente:,Linfoma difuso de células B grandes,Linfoma de células T periférico,Linfoma de Hodgkin,Linfoma folicular,A
"Varón de 36 años, con nódulo doloroso, solitario en el oído externo con hipersensibilidad exquisita. Los estudios muestran 
hiperplasia epidérmica adyacente a tapón córneo, la dermis superior muestra necrosis fibrinoide, colágeno necrobiótico 
que se extiende hacia abajo hasta el pericondrio. ¿Cuál es el diagnóstico más probable?",Policondritis recidivante,Condrodermatitis nodular del hélix,Condromalacía quística,Carcinoma espinocelular,B
¿Cuáles son las características del rechazo hiperagudo del trasplante?,Mediados por mecanismos humorales y celulares,Causados principalmente por cambios vasculares acompañado de isquemia,Está mediado por Ac antidonantes preformados que existen en la circulación del receptor,Los linfocitos T del donante reconocen los antígenos HLA del receptor como extraños,C
"Dentro del espectro de la displasia fibrosa. ¿Cuál de las siguientes se caracteriza por la aparición de mixomas de tejidos 
blandos?",Displasia fibrosa monostótica,Síndrome de Mazabraud,Displasia fibrosa poliostótica,Síndrome de McCune-Albright,B
"¿Cuál de los siguientes hallazgos histológicos se observan, en estadíos tempranos, en cerebros con Enfermedad de 
Alzheimer?",Placas neuríticas,Ovillos neurofibrilares,Angiopatía amiloide,Atrofia cortical,C
"Paciente varón con lesión en vía aérea y digestiva superior que afecta cavidad nasosinusal difuso. Estudio 
complementario ANCA elevados, proteinasa 3 (PR3) elevada. Microscopía revela infiltrado de células inflamatorias 
angiocéntrico y angioinvasivo también formación de granuloma con células gigantes multinucleadas. ¿Cuál es el 
diagnóstico más probable?",Enfermedad de Churg - Strauss,Linfoma de linfocitos T/NK tipo nasal,Granulomatosis de Wegener,Linfoma difuso de linfocitos B grandes,C
"Varón de 30 años, VIH positivo en estadío SIDA, con lesiones cutáneas ulceradas y necróticas. Biopsia: tejido necrótico 
abundante, escaso componente inflamatorio y abundantes estructuras levaduriformes de 5 a 10 micras de gruesa cápsula 
que se tiñen de rojo intenso con la coloración de mucicarmin. ¿Cuál es el diagnóstico más probable?",Candidiasis,Histoplasmosis,Paracoccidioidomicosis,Criptococosis,D
"¿Qué tumor benigno de las glándulas salivales se caracteriza por su crecimiento quístico y papilar, proliferación epitelial 
en dos capas y presencia de estroma celular linfocítico maduro asociado?",Cistoadenoma,Tumor de Warthin,Tumores de glándulas con células oncocíticas,Linfoadenoma sebáceo,B
¿Cuál es el oncogén alterado con mayor frecuencia en el cáncer pancreático?,CDKN2A,SMAD4,KRAS,TP53,C
"Mujer de 63 años, con masa palpable y densidad mamográfica circunscrita, localización central debajo del pezón con 
secreción por el pezón. AP: carcinoma confinado a un espacio quístico bien delimitado, con cápsula externa fibrosa 
y linfocitos diseminados, papilas delgadas con centros fibrovasculares finos. RE y RP son positivos; no hay HER2, p63: 
ausencia de células mioepiteliales en frondas papilares. ¿A qué tipo de carcinoma de mama corresponde?",Papilar sólido,"Ductal in situ, tipo papilar",Ductal in situ,Papilar encapsulado,D
¿En qué zona de la glándula suprarrenal se localizan las células derivadas de la cresta neural?,Glomerular,Fascicular,Medular,Reticular,C
"Mujer de 40 años después de traumatismo muestra lesión en encía, sésil con superficie color rojo y ulceración superficial. 
AP revela úlcera sobre un estroma vascular con un infiltrado inflamatorio agudo y crónico muy denso y proliferación 
reactiva de célula gigantes. ¿Cuál es diagnóstico más probable?",Fibroma osificante periférico,Granuloma periférico de células gigantes,Granuloma piógeno,Flemón gingival,B
"La presencia de vacuolas subnucleares en el epitelio glandular de una biopsia de endometrio, indican:",Fase proliferativa,Fase secretora tardía,Predecidualización y agotamiento secretor,Postovulación,D
"Varón de 20 años que presenta lesión en la zona posterior de la mandíbula con crecimiento expansivo no dolorosa pero 
desfigurante. AP: cordones anastomosantes de epitelio odontógeno, retículo estrellado, vacuolización subnuclear y 
polaridad inversa de los núcleos. ¿Cuál es el diagnóstico más probable?",Ameloblastoma,Quiste odontógeno calcificante,Fibroma ameloblástico,Tumor odontógeno escamoso,A
"Dentro de las miopatías tóxicas. ¿Cuál de los siguientes fármacos está implicado en la interferencia de la función 
lisosómica normal?",Hidroxicloroquina,Estatinas,Corticosteroides,Antiinflamatorios no esteroideos,A
"¿Cuál de los siguientes patógenos, producen úlceras en la mucosa en forma de matraz?",Giardia lamblia,Strongyloides stercolaris,Entamoeba histolytica,Balantidium coli,C
¿Cuál es la anomalía cromosómica asociada al sarcoma de Ewing?,EWS - ATF 1,EWF-FLI 1,TFE3 - ASPL,ETV6 - NTRK3,B
El infarto de hueso y la médula es relativamente común. Las ...... y la ...... son las dos causas más comunes.,enfermedades de tejido conjuntivo / pancreatitis crónica,enfermedades de tejido conjuntivo / gestación,fracturas / administración de bifosfonatos,fracturas / administración de corticosteroides,D
"¿Cuál es la neoplasia que se caracteriza por crecimiento lobular, disposición en cordones e islotes con células poligonales 
epitelioides, células fisalíferas grandes con citoplasma multivacuolado y abundante matriz mucinosa intercelular, en la 
IHQ: positivo para CK-PAN, EMA y S100?",Condrosarcoma,Meningioma cordoide,Glioma cordoide,Cordoma,D
¿Cuál es un hallazgo histológico de la ginecomastia?,Hiperplasia epitelial del revestimiento ductal,Escaso tejido conjuntivo colagenoso,Formación de abundantes lobulillos,Presencia de metaplasia apocrina,A
"A un paciente se le ha realizado una biopsia de próstata por un leve aumento de su PSA; la biopsia revela una proliferación 
bien circunscrita de glándulas pequeñas a medianas densamente aglomeradas, con escaso estroma entre ellas. Las 
células glandulares son cúbicas a cilíndricas bajas, de núcleos redondos con nucléolos indistintos y presentan pigmento 
citoplasmático. La IHQ revela que son PSA (+), PAP (+), HMCK (+). ¿Cuál es el diagnóstico más probable?",Hiperplasia mesonéfrica,Adenocarcinoma acinar,Hiperplasia de las glándulas mucosas del veromontanun,Adenoma nefrogénico,C
"Varón con molestias urinarias, la citoscopía describe lesión en trigono vesical de menos de 5 mm de diámetro, aspecto 
buloso. AP revela nidos sólidos de células uroteliales en la lámina propia, los nidos tienen contornos lisos y redondeados, 
los nidos espaciados tienen configuración lobular, borde lineal nítido en la unión profunda con la lámina propia, las células 
uroteliales no tienen características displásicas. ¿Cuál es el diagnóstico más probable?",Papiloma invertido,Nidos de Von Brunn,Paraganglioma,Tumor carcinoide,B
"¿Cuál de las siguientes variantes del carcinoma papilar de tiroides muestra, en su histología, nidos celulares ovales con 
coloide escaso, con relación núcleo citoplasma alta?",Cribosa-mórula,Oncocítica,Insular-sólida,Macrofolicular,C
"¿Cuál de las variantes del ameloblastoma presenta en su histología, largos cordones anastomosados de epitelio 
odontógeno con empalizada periférica y estroma laxo?",Basaloide,Acantomatoso,Folicular,Plexiforme,D
"El cuadro histológico de una lesión vascular caracterizada por proliferación de pequeños espacios vasculares irregulares, 
con eritrocitos y linfocitos extravasados, glóbulos hialinos intra y extracelulares, células fusiformes con atipias y mitosis, 
corresponde a:",Granuloma piógeno,Angiosarcoma,Hemangioendotelioma,Sarcoma de Kaposi,D
"Varón de 22 años, acude a consulta por presentar masa subcutánea en el muslo derecho, indolora, de crecimiento 
lento. Se reseca la lesión y el estudio histológico muestra un tumor lobulado constituido por sábanas de células de tres 
tipos: poligonales de citoplasma eosinófilo granular, poligonales con múltiples vacuolas pequeñas y células 
univacuoladas. Los núcleos son homogéneos pequeños y centrales. ¿Cuál es el diagnóstico más probable?",Hibernoma,Lipoblastoma,Rabdomioma de tipo adulto,Lipoma condroide,A
"Varón de 14 años con masa tumoral testicular indolora, de crecimiento lento, bien circunscrita. AP: nidos, cordones y 
trabéculas de células poligonales con abundante citoplasma eosinófilo, finamente granular, núcleos vesiculares y 
nucléolos prominentes, estroma fibroso con calcificaciones y áreas mixohialinas. ¿A cuál de los siguientes tumores 
corresponde?",De células de Leydig,Del síndrome genitosuprarrenal,Calcificante de células grandes de Sertoli,Adulto de células de la granulosa,C
"Es una vasculitis necrosante de pequeños vasos asociada clásicamente con asma, rinitis alérgica, infiltrado pulmonares, 
eosinofilia periférica, granulomas necrosantes extravasculares y un infiltrado eosinófilo muy llamativo de vasos y tejidos:",Síndrome de Churg-Strauss,Polivasculitis microscópica,Panarteritis nodosa,Enfermedad de Buerger,A
¿Cuál es el patrón de crecimiento más frecuente del tumor filodes?,Pericanalicular,Intracanalicular,Aspecto de hoja,Diferenciación heteróloga,B
¿Cuál es el agente etiológico del sarcoma de Kaposi?,VHS - 1,VHS - 2,VHH - 8,VHH - 6,C
"Un tumor pulmonar de 3 - 5 cm o con afectación del bronquio principal, pero no de la carina, afectación de la pleura 
visceral o atelectasias lobulares, según el sistema TNM, pertenece al estadío:",T1,T3,T4,T2,D
"Varón de 45 años, acude por aumento del volumen testicular derecho. Se realiza orquiectomía y el estudio patológico 
revela una tumoración de patrón tubular, los túbulos son redondos y alargados, formados por células cilíndricas de 
moderado citoplasma ligeramente eosinófilo y núcleos redondos con nucléolo central. La IHQ revela que son PanCK (+), 
alfa inhibina (+), podoplanina (-), AFP (-). ¿Cuál es el diagnóstico más probable?",Tumor de células de Sertoli,Seminoma variante tubular,Tumor de células de Leydig,Tumor del saco vitelino,A
"Varón adulto mayor, con masa cervical palpable, niveles séricos de calcio: >16 mg/dL y PTH: >1000 ng/L, fosfatasa 
alcalina en suero >200 UI/L; nefrolitiasis y nefrocalcinosis. AP: neoplasia con crecimiento trabecular separado por fibrosis 
gruesa acelular con formación de bandas, invasión capsular, vascular y perineural; macronucléolos prominentes 
eosinofílicos e irregulares. ¿Cuál es el diagnóstico más probable?",Adenoma parotiroideo,Carcinoma tiroideo medular,Carcinoma paratiroideo,Carcinoma de células renales metastásico,C
"Diferentes fármacos y toxinas están implicados en lesión hepática, produciendo un espectro de patrones morfológicos. 
¿Cuál de los siguientes fármacos produce granulomas epitelioides no necrosantes?",Anticonceptivos orales,Estatinas,Sulfonamidas,Metildopa,C
¿Cuál es el mediador químico de la inflamación que interviene en la fijación de los leucocitos a las células endoteliales?,Histaminas,Quimiocinas,Integrinas,Leucotrienos,C
"Mujer de 16 años con adenopatía cervical. AP revela hiperplasia folicular, necrosis estrellada central, histiocitos 
epitelioides en empalizada que forma granulomas con células gigantes multinucleadas tipo cuerpo extraño. ¿A qué 
enfermedad corresponde?",Metastásica,De Kikuchi-Fujimoto,Por arañazo de gato,De Kawasaki,C
"Varón de 15 años, con masa en muslo izquierdo de crecimiento rápido y adenopatías inguinales. Se extirpa la lesión y el 
estudio histológico revela un tumor constituido por grupos de células redondas poco diferenciadas de núcleos 
hipercromáticos y escaso citoplasma. Los grupos celulares pierden cohesión en el centro, por necrosis celular, y crean 
espacios tapizados por las mismas células en la periferia. Los grupos celulares están separados por estroma fibrovascular. 
¿A qué tipo de rabdomiosarcoma corresponde?",Embrionario,Esclerosante,Alveolar,Polimorfo,C
"A un paciente de 50 años se le realiza una colonoscopía para un estudio de pólipos colorrectales, en la cual se resecan 
algunos de ellos de aproximadamente 3 mm cada uno. La biopsia revela una proliferación circunscrita de células 
fusiformes monomorfas limitadas a la lámina propia, que separan y atrapan las criptas, sin inflamación. ¿Cuál es el 
diagnóstico más probable?",Tumor miofibroblástico inflamatorio,Fibromatosis,Pólipo fibroblástico benigno,Fibrosis de la lámina propia,C
"Llega al servicio de patología, unas láminas de preparado histológico para revisión, trae diagnóstico de carcinoma 
epidermoide de ano. El patólogo para confirmar el diagnóstico, solicita estudios de IHQ. ¿Qué espera encontrar?","P63 ( + ), CK 5/6 ( + ), EMA/MUC1 ( - )","P63 ( - ), CK 5/6 ( + ), EMA/MUC1 ( - )","P63 ( + ), CK 5/6 ( + ), EMA/MUC 1 ( + )","P63 ( + ), CK 5/6 ( - ), EMA/MUC1 ( - )",C
"Paciente varón de 30 años, presenta fractura patológica de la tibia derecha. Se realiza limpieza quirúrgica del hueso 
desvitalizado, se envía a patología y se observa, al estudio microscópico, hueso necrótico con tejido de granulación 
edematoso, numerosas células plasmáticas y endoarteritis obliterante. ¿Cuál es el microorganismo responsable más 
probable?",Mycobacterium tuberculoso,Staphylococcus aureus,Brucella melitensis,Treponema pallidum,D
"¿Cuál es el tumor óseo benigno con localización intracortical en la tibia, que se presenta con dolor nocturno intenso y se 
alivia con AAS y otros AINES?",Osteoblastoma,Osteoma,Osteoma osteoide,Encondromas,C
¿Cuál es la principal causa de hipertensión portal intrahepática?,Trombosis obstructiva de la vena porta,Insuficiencia cardíaca grave del lado derecho,Cirrosis,Pericarditis constrictiva,C
"¿Cuál es la patología que se caracteriza por presentar hiperplasia epitelial asociada al VEB, generalmente en el borde 
lateral de la lengua en pacientes inmunodeficientes?",Queratosis de fricción,Leucoplasia,Leucoplasia vellosa,Candidiasis hiperplásica,C
"Varón de 15 años, acude a consulta por dolor en muslo derecho a predominio nocturno. Los estudios de imagen muestran 
tumor de 1.5 cm en la corteza del fémur. Es resecado y el estudio patológico muestra trabéculas interconectadas al azar 
de tejido óseo, revestidas por una sola capa de osteoblastos prominentes y rodeadas por tejido conjuntivo laxo con 
muchos capilares dilatados y congestivos. ¿Cuál es el diagnóstico más probable?",Osteoblastoma,Osteosarcoma,Osteocondroma,Osteoma osteoide,D
"La rotura de la pared de un vaso sanguíneo con la consiguiente acumulación de sangre (hematoma) que queda limitada 
externamente por los tejidos perivasculares adheridos, define a:",Aneurisma verdadero,Falso aneurisma,Disección,Ateroembolia,B
¿Cuál de las siguientes lesiones histológicas es característica de la hipertensión pulmonar avanzada?,Lesión plexiforme de arterias pequeñas,Hipertrofia de la capa media,Cambios similares a los del ateroma,Fibrosis de la capa íntima,A
"Gestante de 32 años, se detecta masa nodular asimétrica dependiente de tiroides. AP: revela nódulos que carecen de 
cápsula con borde abombado, la mayoría de los nódulos contienen folículos grandes, distendidos por coloide con 
proyecciones papilares carentes de complejidad tapizados por células epiteliales cúbicas o cilíndricas, focalmente 
metaplasia cartilaginosa. ¿Cuál es el diagnóstico más probable?",Adenoma folicular,Bocio dishormonogénico,Carcinoma metastásico,Nódulo adenomatoide,D
"De las neoplasias malignas endometriales. ¿Cuál de ellas está estrechamente asociada a mutaciones disruptivas en el 
gen supresor tumoral TP53?",Carcinoma endometrioide,Carcinosarcoma,Adenosarcoma,Carcinoma seroso,D
Son tumores derivados de los vestigios residuales de la bolsa de Rathke:,Craneofaringioma,Adenoma hipofisiario,Glioma,Meningioma,A
¿Cuál es el homólogo ovárico del seminoma testicular?,Tumor de células de la granulosa,Tumor de células de Sertoli-Leydig,Tecoma,Disgerminoma,D
"Paciente varón de 40 años, con historia de convulsiones dos meses atrás. Los estudios de imagen muestran una 
tumoración en el hemisferio cerebral derecho. Al resecarlo, el estudio histológico muestra una tumoración conformada 
por sábanas de células regulares con núcleos esféricos que contienen cromatina regular fina y rodeados de halo claro 
citoplasmático; además de un entramado tenue de capilares anastomosados. ¿Cuál es el diagnóstico más probable?",Ependimoma,Meduloblastoma,Oligodendroglioma,Meningioma,C
"¿Cuál es el tumor quístico que se localiza en la región selar, revestido por epitelio cilíndrico, pseudoestratíficado alto y 
ciliado, metaplasia escamosa y epitelio pavimentoso estratificado?",Craneofaringioma,Quiste de Rathke,Quiste epidermoide,Carcinoma epidermoide metastásico,B
"La AP de tumor renal revela: tumor celular compuesto por pequeños ácinos de células azules primitivas con escaso 
estroma, componente papilar y estructuras glomeruloides. Las células tumorales tienen un citoplasma con núcleos 
uniformes, redondos u ovalados, ligeramente mayores que el tamaño de un linfocito. ¿Cuál es el diagnóstico?",Tumor de Wilms de predominio epitelial,Carcinoma renal papilar,Nefroma quístico,Adenoma metanéfrico,D
"¿Cuál de los siguientes hallazgos histológicos son más frecuentemente observados en hígados comprometidos por 
preeclampsia?",Depósitos de fibrina en sinusoides periportales,Esteatosis microvesicular difusa,Necrosis hemorrágica centrolobulillar,Colestasis intrahepática,A
"Mujer de 54 años con antecedentes de diabetes mellitus insulinodependiente, presenta masa palpable en mama, 
consistencia dura no bien definida. AP: infiltrado linfocítico denso periductal, perilobulillar y perivascular acompañado de 
una proliferación de fibroblastos y miofibroblastos. Los linfocitos son predominantemente B entremezclados con población 
de linfocitos T de menor tamaño. ¿Cuál es el diagnóstico más probable?",Hiperplasia estromal seudoangiomatosa,Pseudotumor inflamatorio,Mastopatía fibrosa diabética,Lobulillitis linfocítica asociada a carcinoma,C
"Mujer de 70 años, usuaria permanente de sonda vesical, acude por hematuria. La cistoscopía muestra focos de mucosa 
friable y papilas anchas adyacentes a zona inflamada. La biopsia revela proyecciones exofíticas cubiertas por urotelio 
reactivo prominente, sin ramificación; los centros estromales contienen fibrosis y edema asociado a infiltrado inflamatorio 
crónico y agudo. ¿Cuál es el diagnóstico más probable?",Adenoma nefrogénico,Neoplasia urotelial papilar,Cistitis papilar/polipoide,Pólipo fibroepitelial,C
"Varón de 20 años, con nódulo indoloro, de crecimiento lento, en dedo pulgar izquierdo, porción media ventral. Es resecado 
y el estudio histológico revela una lesión bien delimitada constituida por una mixtura de células estromales 
mononucleadas, células gigantes multinucleadas y macrófagos, incluidas células xantomatosas, además, hay fibrosis 
estromal y depósitos de hemosiderina. ¿Cuál es el diagnóstico más probable?",Tumor de células gigantes de tipo difuso,Tumor de células gigantes de la vaina tendinosa,Tumor de células gigantes del hueso,Xantogranuloma juvenil,B
"Los efectos locales de la diseminación de un tumor pulmonar son variados, así ...... tiene su sustento anatomopatológico 
en ...",la disfagia / la invasión del nervio frénico.,la ronquera / la invasión del esófago.,el síndrome de Horner / la invasión de ganglios simpáticos.,el derrame pleural / la obstrucción de la vía respiratoria por el tumor.,C
"¿Cuál es la patología mamaria que revela proliferación clonal de células epiteliales confinada a conductos y lobulillos, con 
patrón de cohesión y característicamente positiva para E-caderina?",Carcinoma lobulillar in situ,Carcinoma ductal in situ,Hiperplasia ductal atípica,Hiperplasia ginecosmastoidea,B
"¿Cuál de las siguientes características histológicas se puede observar, con más frecuencia, en las tiroides comprometidas 
por la enfermedad de Graves?",Atrofia del epitelio folicular,Metaplasia oncocítica adyacente a linfocitos,Proyecciones papilares en la luz folicular,Abundante coloide,C
