questions,option_A,option_B,option_C,option_D,correct_answer
En la hipertensión abdominal. ¿A qué grado corresponde la medición mayor de 25 mmHg?,I,II,IV,III,C
"Varón de 75 años, sufre de enfermedad pulmonar obstructiva, sin antecedente quirúrgico; consulta por tumoración en 
epigastrio a los esfuerzos. Examen: en el esfuerzo por levantar la cabeza de la camilla se palpa adelgazamiento de la 
línea alba con protrusión de la pared anterior del abdomen; se evidencia la separación de los bordes de los músculos 
rectos abdominales hasta un tercio por encima del ombligo. ¿Cuál es la conducta a seguir?",Preparar para cirugía electiva,Preparar para cirugía de urgencia,Tranquilizar al paciente por lo inocuo del trastorno,Solicitar estudio de diagnóstico por imágenes,C
"Uno de los problemas en pacientes geriátricos es el deterioro cognitivo y síndrome confusional postquirúrgico, por lo que 
se debe evaluar en el preoperatorio con la escala de valoración MINI -COG, que comprende el recuerdo de tres palabras 
y dibujo del reloj. ¿Qué puntaje determina el deterioro?",4,3,5,2,D
"Mujer de 50 años, que bruscamente presenta dolor abdominal intenso tipo cólico en mesogastrio, los análisis bioquímicos 
demuestran la presencia de pancreatitis aguda probablemente severa. ¿Cuál de los exámenes imagenológicos sirve para 
evaluar la extensión de la necrosis?",Resonancia magnética,TC abdominal con contraste,Ecografía endoscópica,TC abdominal sin contraste,A
"Mujer de 36 años, consulta por presentar fiebre y recurrencia de masa vulvar en la parte inferointerna de los labios 
mayores. Ha sido tratada anteriormente con drenaje y antibióticos. Examen: masa quística en la zona referida, caliente, 
eritematosa y dolorosa. ¿Cuál es el tratamiento indicado?",Drenaje,Quistectomía,Excisión vulvar amplia,Marsupialización,D
"Según la ATLS, la causa más frecuente de shock en el politraumatizado es el hipovolémico por hemorragia, por lo que 
recomienda medidas de tratamiento de reposición con...",dextrosa con electrolitos.,sangre total.,solución de cristaloides calentada.,plasma fresco.,C
"Mujer de 25 años programada para colecistectomía por colecistitis aguda, refiere haber ingerido un vaso de limonada 
azucarada una hora antes de la intervención. ¿Cuál es la conducta adecuada?",Postergar la cirugía por 24 horas,Se administra un antiemético y se procede,Postergar la cirugía por 2 horas,Se monitoriza de cerca durante la inducción anestésica,C
"Varón de 43 años, llevado a urgencias porque sufrió hace 30 minutos impacto de timón en el tórax por accidente de 
tránsito. Presenta disnea intensa, dolor torácico izquierdo, taquipnea. Examen: PA:80/40 mmHg, FC: 100X', FR: 36X'; 
cianosis distal, movimiento paradojal de la pared torácica. Rx: múltiples fracturas costales izquierdas. ¿Cuál es la 
conducta más adecuada?",Colocación de catéter central,Fijación costal quirúrgica,Intubación orotraqueal,Ventilación no invasiva,C
¿Cuál es el valor de la evaluación del riesgo quirúrgico?,Estudiar la capacidad funcional de los órganos,Proteger a los pacientes de operaciones inadecuadas y optimizarse antes de la cirugía,Predecir el pronóstico de la intervención quirúrgica,Ayuda al anestesiólogo para tomar precauciones,B
¿Cuál es un criterio de exclusión para el abordaje del estudio de un mielomeningocele para cirugía fetal?,Diabetes pregestacional insulinodependiente,Lesión de MMC entre D1 y S1 con hernia del romboencéfalo,Edad gestacional en el momento de la aleatorización de 19 a 25 semanas,Cariotipo normal,A
¿Cuál es una lesión habitual con propensión a evolucionar a síndrome compartimental?,Fractura poco desplazada,Fractura gravemente conminuta o segmentaria,Lesión de baja energía,Fractura de articulación no desplazada,B
¿Cuál de los tipos histológicos de cáncer predomina en los tumores de cabeza y cuello excluyendo tiroides?,Adenocarcinoma,Linfoma,Carcinoma epidermoide,Neurofibroma,C
"Varón de 25 años post laparotomía por apendicitis complicada y peritonitis generalizada; al cuarto día posoperatorio 
presenta distensión abdominal, náusea y vómitos. Examen: abdomen distendido y doloroso, RHA ausentes, SNG: 1000 
ml de líquido verdoso. Electrolitos normales. ¿Cuál es el diagnóstico más probable?",Obstrucción por bridas,Síndrome de Ogilvie,Perforación intestinal,Íleo paralítico,D
El cribado del cáncer de próstata debe hacerse principalmente en hombres...,a partir de los 40 años.,"a partir de los 50 años, con tacto rectal.",mayores de 55 años y con antecedentes familiares.,a partir de 40 años con ecografía prostática.,C
"La maniobra de Pringle es una técnica valiosa para disminuir lo suficiente el flujo sanguíneo como para visualizar la lesión 
hepática por trauma; ésta permite...",observar si hay compromiso de vías biliares intrahepática.,observar si hay compromiso de vías biliares extrahepática.,evaluar la presencia de hematoma subcapsular.,distinguir si la hemorragia es arterial o venosa.,D
¿Qué grado de sospecha de malignidad indica un informe de TI-RADS 3?,Baja,Alta,Intermedia,Muy baja,A
¿Cuál es el examen de elección para detectar la presencia de urolitiasis?,TC de abdomen y pelvis con contraste,Urografía intravenosa,TC de abdomen y pelvis sin contraste,Radiografía simple,C
"El cáncer de cuello uterino se inicia por la infección del PVH (papiloma virus humano), por lo que se han hecho estudiios 
de la capacidad carcinogénica de los diferentes tipos. ¿Cuáles son los de mayor carcinogénesis?",6 y 11,16 y 18,33 y 45,8 y 16,B
"Mujer de 30 años, acude por presentar dolor epigástrico de 6 meses de evolución, pérdida de 10 Kg de peso en 3 meses. 
Endoscopía: tumor en cuerpo gástrico de 5x4 cm. AP: tumor en células en anillo de sello. TC con contraste: T3N1M0. 
¿Cuál es el tipo de cáncer gástrico?",Intestinal hereditario avanzado,Que llega a la capa sub mucosa,Con presencia de inestabilidad microsatelital,Difuso hereditario avanzado,D
"Paciente de 60 años, se le realizó colectomía derecha de 3 horas de duración, en el postoperatorio inmediato presenta 
somnolencia y cefalea. Laboratorio: glucosa: 120 mg/dL, Hb: 12 g/dL, Na+: 116 mEq/L, K+: 4 mEq/L. ¿Cuál es la conducta 
inmediata?",Corregir la hiponatremia,Corregir el potasio,Hidratación,Corregir la hipovolemia,A
"Lactante de 2 semanas de edad, presenta náusea y vómitos explosivos que calman el llanto. Examen: tumoración de 2 x 
2 cm en hipocondrio derecho por lo que se le diagnostica estenosis hipertrófica del píloro. Dentro de los cuidados pre 
operatorios. ¿Qué condición puede llevar a apnea postoperatoria?",Alcalosis metabólica,Deshidratación,Neumopatía aspirativa,Edema de glotis,A
En cuanto al consentimiento informado ¿En qué casos no es indispensable un consentimiento informado por escrito?,Procedimientos diagnósticos,Situación de emergencia,Tratamientos de protocolos médicos,Investigación médica,B
"Paciente de 50 años, que se sometió a endoscopia gástrica hace 24 horas, refiere disnea y dolor epigástrico. Examen: 
ligera disfonía y crepitación en el cuello, dolor a la palpación de epigastrio. ¿Cuál es su presunción diagnóstica?",Infarto de miocardio,Neumonía por aspiración,Síndrome de Boerhaave,Perforación esofágica,D
¿Cuál es la manifestación clásica de la hemorragia subaracnoidea causada por un aneurisma cerebral?,Cefalea muy intensa de aparición repentina,Cefalea moderada de aparición progresiva,Convulsiones tónico clónicas,Pequeñas convulsiones localizadas,A
"Varón de 40 años, con dolor en región inguinal izquierda después de levantar objeto pesado de un día de evolución. 
Examen: MEG. Abdomen: globuloso, RHA disminuidos; a nivel del pliegue de la ingle aumento de volumen por tumoración 
2x2 cm, indurada, no reductible y con signos de flogosis. Rx abdomen simple de pie: múltiples niveles hidroaéreos. ¿Cuál 
es el diagnóstico?",Hernia inguinal estrangulada,Hernia crural encarcelada,Hernia de Spiegel estrangulada,Íleo adinámico,A
La aceptación de la teoría de los gérmenes está en relación con el concepto de...,resistencia bacteriana.,antisepsia.,clasificación de la herida quirúrgica.,estado inmunológico del paciente.,B
"¿Cuál es uno de los cuidados que se debe tener en las pacientes embarazadas del tercer trimestre que requieran 
laparoscopía para descartar apendicitis aguda?",Es preferible la apendicectomía abierta,Iniciar tratamiento antibiótico de amplio espectro,Colocarla en decúbito lateral izquierdo,Insuflación a alta presión,C
"Motociclista de 30 años, sufrió TEC severo con Glasgow 5. TC cerebral: hematoma epidural de 40 cc. ¿Cuál es la 
indicación terapéutica?",Manitol y corticoides para evaluar progresión,Craneotomía descompresiva y drenaje,Medición del PIC para ver evolución,Drenaje del líquido cefalorraquídeo,B
"RN a término con dificultad respiratoria, sialorrea y asfixia con la primera alimentación oral. La sonda nasogástrica no 
progresa más allá de 10 cm. Rx: sonda enrollada en el esófago superior, presencia de aire en estómago e intestinos. 
¿Cuál es el diagnóstico?",Estenosis pilórica,Fístula traqueoesofágica,Atresia esofágica con fístula traqueoesofágica,Anillo vascular presente,C
"Según la clasificación de la Asociación Americana de Cirugía de Trauma (AAAT). ¿A qué grado de lesión corresponde 
un hematoma subcapsular del 10-50% del área de superficie del bazo?",III,I,II,IV,C
"Feto intraútero de 28 semanas de gestación, en control prenatal se detectó por ecografía y resonancia magnética, que 
cursa con masa cervical compatible con teratoma, más polihidramios e hidropesía fetal no inmunitaria. ¿Cuál es la 
conducta a seguir?",Continuar con gestación y parto por cesárea,Resección fetal abierta después de las 30 semanas,Cirugía neonatal inmediata,Resección fetal abierta antes de las 30 semanas,D
¿Cuál es una característica clínica del ependimoma cerebral?,Se localiza mayormente en fosa anterior,Es de crecimiento lento,Es de crecimiento rápido,Se trata solamente con radioterapia,B
¿Cuál es una indicación para cierre abdominal temporal?,Reparación quirúrgica de hernia incisional,Derivación biliodigestiva,Cirugía de control de daños,Duodenopancreatectomía,C
"Mujer de 25 años, en primer día post operatorio inmediato, con signos de deshidratación, valores elevados de sodio en 
orina e hiperosmolaridad. Se considera que cursa con síndrome de secreción inadecuada de hormona antidiurética. ¿Cuál 
es el fármaco más relacionado?",Hidrocortisona,Ceftriaxona,Metamizol,Morfina,D
"Neonato de dos días; presenta vómitos biliosos significativos, distensión abdominal y ausencia de eliminación de 
meconio, que se corrobora al examen. Rx abdominal: obstrucción intestinal compatible con atresia yeyunoileal. En la 
intervención quirúrgica se corrobora el diagnóstico encontrándose un cordón atrésico entre dos extremos ciegos de 
yeyuno con mesenterio intacto. ¿Cuál es el tipo de atresia yeyunal que presenta?",I,III,II,IV,C
La etapa inicial del rechazo de los tejidos aloinjertos inicia con...,lesión de las células parenquimatosas.,activación del complemento y lesión endotelial.,endotélisis.,proliferación de células musculares lisas de la íntima.,B
"Varón de 60 años, acude a emergencia por presentar dolor en hipocondrio derecho de 12 h de evolución. Ecografía de 
abdomen:  signos de colecistitis aguda y presencia de gas en la pared vesicular. ¿Cuál es el tratamiento?",Hidratación y antibióticos de amplio espectro,Hidratación y analgésicos,Colecistostomía con drenaje percutáneo,Colecistectomía laparoscópica de emergencia,D
¿Cuál es una ventaja tecnológica de la plataforma de cirugía robótica con respecto a la laparoscopía?,Visión más amplia de la intervención,Capacidad para controlar tres brazos robóticos,Utilización en todo tipo de intervención quirúrgica,Entrenamiento más sencillo,A
"Mujer de 50 años, se encuentra en UCI por quemadura de piel, con NPT (nutrición parenteral total); presenta desde hace 
4 días fiebre y deterioro del estado general. Ecografía abdominal: engrosamiento de la pared vesicular y liquido 
pericolecisto. ¿Cuál es el tratamiento adecuado?",Colecistostomía percutánea,Colecistectomía laparoscópica,Observación y antibióticos de amplio espectro,Colecistectomía parcial,A
"Varón de 20 años; refiere que después de haber jugado fulbito por 20 minutos, nota dolor en el escroto derecho, desde 
hace 30 minutos va en aumento, con náusea y vómitos. Examen: testículo derecho algo retraído y doloroso, con pérdida 
del reflejo cremasteriano. ¿Cuál es la conducta a seguir?",Ecografía de testículo derecho y cirugía de urgencia,Cirugía de emergencia para fijación testicular derecha o extirpación,Ecografía doppler testicular y fijación de ambos testículos de emergencia,Maniobras de devolvulación de testículo derecho,C
¿Cuál es una ventaja actual de la derivación arterial coronaria totalmente endoscópica (TECAB)?,Se utiliza en todos los pacientes,Limita la invasividad de la cirugía coronaria,Duración corta de la intervención,Se puede acceder a todos los vasos,B
"Mujer de 75 años es trasladada al servicio de emergencia, porque desde hace 4 días presenta dolor abdominal a 
predominio de fosa iliaca izquierda, vómitos, alza térmica y rectorragia. Antecedente: estreñimiento crónico. Examen: 
pálida, PA: 90/60 mmHg, FC: 100X', FR: 30X'. Abdomen: distendido, RHA (-); a la palpación dolor abdominal generalizado, 
rebote(+); TR: dedo de guante con sangre. ¿Cuál es el diagnóstico más probable?",Apendicitis aguda,Enfermedad de Crohn,Colitis infecciosa,Diverticulitis aguda,D
"RN masculino de 12 horas, presenta vómitos biliosos sin distensión abdominal. Antecedente: nacido por gestación 
con polihidramnios. Rx abdominal: “doble burbuja” sin aire distal. ¿Cuál es el diagnóstico?",Íleo meconial,Vólvulo intestinal,Mal rotación intestinal,Atresia duodenal,D
¿Cuál es un mediador predominante en el rechazo agudo de aloinjertos?,Linfocitos T,Anticuerpos preformados,Linfocitos B,Complemento C4,A
"¿Cuál es el síntoma prevalente que se produce con una frecuencia superior a una vez por semana en pacientes con 
enfermedad por reflujo gastroesofágico?",Regurgitación,Dolor abdominal,Pirosis,Eructos,C
¿Cuál es la causa traumática más frecuente por la que se lesiona el duodeno?,Cizallamiento,Penetrante por arma de fuego,Contusa por asa cerrada,Penetrante por arma blanca,B
"Mujer de 20 años, refiere la presencia de una tumoración en la pared anterior y medial del cuello, indolora, de 6 meses 
de evolución; posteriormente presenta dolor, fiebre y presencia de secreción purulenta en región inferior del cuello. 
Examen: orificio en la piel a 2 cm de la horquilla esternal con secreción purulenta, piel eritematosa y dolorosa, ausencia 
de ganglios cervicales, tumor a 3 cm del hueso iodes de 2x2 cm de bordes definidos y renitente. ¿Cuál es el diagnóstico?",Quiste de itsmo de la tiroides,Quiste sebáceo infectado,Quiste del conducto tirogloso,Carcinoma de tiroides,C
"Varón de 67 años, hipertenso no controlado; en su primer día postoperatorio de peritonitis generalizada por apendicitis 
aguda perforada, presenta parálisis facial, disminución de la función motora de miembros inferiores, estado mental con 
delirium, letargo y disminución de la capacidad de respuesta. ¿Cuál es el diagnóstico más probable ?",Síndrome confusional,Sepsis,ACV isquémico,ACV hemorrágico,D
"Varón de 65 años, diabético de larga data no controlado; presenta enrojecimiento de piel en la región perineal que se 
extiende hasta la región escrotal y genital, con dolor intenso, edema y crepitación, en algunas zonas con secreción mal 
oliente. ¿Cuál es el diagnóstico?",Absceso perianal extendido,Celulitis abscedada,Orcoepididimitis necrosante,Gangrena de Foúrnier,D
"Niño de 10 años, acude por tos, disnea, baja de peso fiebre nocturna. Examen: ingurgitación yugular marcada. TC de 
tórax: múltiples nódulos en el mediastino. ¿Cuál es el diagnóstico más probable?",Linfoma no Hodgkin,Linfoma de Hodgkin,Tumor carcinoide,Paraganglioma de mediastino,A
"La cirugía reparadora pélvica para el prolapso de órganos pélvicos se individualiza con el objetivo de restablecer la 
anatomía y funciones de los compartimentos vaginales ...","anterior, posterior y laterales.",anterior y posterior.,"anterior, posterior y apical.",posterior y laterales.,C
"Varón de 70 años, con antecedente de diabetes mellitus tipo 1 y enfermedad diverticular; consulta por dolor abdominal 
recurrente en el cuadrante inferior izquierdo, fiebre y presencia de neumaturia y fecaluria. Examen: dolor a la palpación 
profunda en esa zona. ¿Cuál es la complicación más probable?",Fístula colovesical,Absceso pélvico,Obstrucción colónica,Infección urinaria,A
La evaluación del hígado se hace con las escalas de Child-Plug y MELD. ¿Cuáles son las variables del MELD?,"Encefalopatía, ascitis, albúmina sérica","Bilirrubina total, creatinina e índice normalizado internacional","Encefalopatía, INR, bilirrubina total","Bilirrubina total, albúmina, ascitis",B
"Politraumatizado de 42 años, evaluado en emergencia observándose palidez y ansiedad. Examen: FC: 125X', hipotenso, 
FR: 30X'; orina por sonda vesical 15 cc; abdomen: distendido, doloroso y percusión mate. Se sospecha hemoperitoneo. 
¿Cuál es la clase de shock que presenta según ATLS?",I,II,III,IV,C
"Lactante de 3 meses, diagnosticado de craneosinostosis, cursa con ligera deformidad de la cabeza y proyección de las 
cejas e irritabilidad. ¿Cuándo se recomienda la cirugía craneofacial?",Después de los seis meses de vida,Sólo cuando hay hipertensión endocraneana,Si aparece déficit de desarrollo neurológico,Durante los primeros seis meses de vida,D
"Niño de un año, tras un episodio reciente de gastroenteritis, es evaluado por dolor abdominal tipo cólico intenso, vómitos, 
eliminación de moco sanguinolento (heces en jalea de color rojo grosella) y masa abdominal palpable en flanco y FID. 
Rx simple de abdomen: presencia de masa con escaso gas colónico y obstrucción completa del intestino delgado distal. 
¿Cuál es el diagnóstico?",Invaginación ileocecal,Divertículo Meckel complicado,Plastrón apendicular,Quiste mesentérico complicado,A
"¿Cuál es la enfermedad que actualmente, el tratamiento habitual se realiza por cirugía fetal?",Uropatía obstructiva,Cardiopatías congénitas,Ciertos casos de mielomeningocele,Hernia diafragmática congénita,C
"Varón de 46 años, hace una hora sufre impacto de proyectil de arma de fuego en abdomen. Examen: PA: 60/40 mmHg, 
FC: 100X'. Pálido. Tórax: MV normal. Cardiovascular: RC disminuidos de intensidad. Abdomen: distendido, orificio en 
mesogastrio, RHA disminuidos, signo de rebote (+). ¿Cuál es la indicación inmediata?",Laparoscopía diagnóstica,Exploración de la herida,Laparatomía exploratoria,FAST,C
"Paciente de 65 años, acude por prurito generalizado, baja 10 Kg de peso en 2 meses, intolerancia a grasas. 
Examen: ictérico y desnutrido. TC de abdomen: tumor de cabeza de páncreas de 3x4 cm, libre de vasos mesentéricos 
superiores. Intervenido con operación de Whiple. ¿Cuál es la complicación más frecuente que puede presentarse?",Fístula pancreática,Infección de herida operatoria,Retraso del vaciamiento gástrico,Fuga biliar,C
¿Cuál es el subtipo histológico más agresivo de los timomas?,A,AB,B3,B1,C
"Mujer de 28 años, llevada a emergencia por familiares por haber presentado cefalea; actualmente con somnolencia, 
confusión y déficit focal leve; fue diagnosticada de aneurisma cerebral hace dos días. Dentro de la escala de clasificación 
clínica de Hunt y Hess para predecir el vasoespasmo posible y los resultados generales. ¿A qué grado y buen resultado 
corresponde?","1, ≈70","2, ≈70","3, ≈15","4, ≈15",C
"¿Cuál es el grado de las lesiones esofágicas por endoscopía, cuyo hallazgo es úlcera de submucosa circunferencial?",3A,3B,2B,3,C
"Varón de 50 años con úlcera crónica varicosa de la cara medial del tobillo del pie derecho de 4x3 cm. Se quiere colocar 
un injerto de piel, después de hacer un lecho adecuado para implantarlo. ¿Cuál es el injerto de piel ideal?",Aloinjerto,Homoinjerto,Autoinjerto,Xenoinjerto,C
"Varón de 58 años, postoperado de cáncer de sigmoides, realizándose resección reglada del tumor y anastomosis 
colorectal. En el cuarto día post operatorio cursa con fiebre, malestar general, abdomen peritoneal y secreción fecaloidea 
de alto flujo por el drenaje, por lo que se decide reintervención encontrándose dehiscencia de la anastomosis con 
peritonitis. ¿Cuál es la conducta recomendada?",Reanastomosis,Reanastomosis más ileostomía,Sutura de la dehiscencia,Colostomía derivativa,D
"Mujer de 60 años, presentó sarcoma de abdomen de 5x6 cm a nivel del pubis; se le practica un colgajo pediculado 
miocutaneo. ¿Cuáles son los cuidados postoperatorios para su viabilidad?",Observación diaria ante la presencia de hematoma,Curarlo con compresas de gasas vaselinadas,Evitar la compresion extrínseca,Evitar la infección de sitio quirúrgico,C
¿Cuál es una causa de derrame pleural trasudativo?,Carcinoma primario pulmonar,Linfoma,Insuficiencia cardiaca congestiva,Mesotelioma,C
"¿Cuál es una de las complicaciones postoperatorias más frecuentes y potencialmente devastadoras, observadas en 
ancianos?",Dolor intratable,Infarto miocardio,Síndrome confusional,Insuficiencia renal aguda,C
¿Cuál de las siguientes anastomosis tienen mayor riesgo de dehiscencia?,Ileocólica,Colocolónica,Ileoileal,Colorrectal,D
"La evaluación preoperatoria del sistema pulmonar es necesaria principalmente para ver la capacidad fisiológica y 
valoración del volumen residual pulmonar. ¿Cuál es la ayuda diagnóstica indicada?",Espirometría,Espirometría y Rx de tórax,Gases arteriales,Tomografía pulmonar con contraste,B
"La enfermedad arterial periférica se presenta con mayor incidencia en pacientes con factores de riesgo, siendo el de 
mayor frecuencia el asociado a:",Tabaquismo,Diabetes mellitus 2,Arterioesclerosis,Edad,A
"Varón de 20 años, hace 6 días sufre atropello por vehículo, presenta herida en el muslo derecho. Examen: PA: 90/60 
mmHg, FR: 24X', FC: 100X'. Herida en tercio medio de muslo derecho, bordes negruzcos, ampollas con contenido rojo 
vinoso y secreción fétida. Laboratorio: Hb: 7.5 g/dL. ¿Cuál es el tratamiento prioritario?",Antibióticos de amplio espectro,Vacuna antitetánica,Transfusión sanguínea,Desbridamiento y drenaje,D
¿Cuál es uno de los indicadores inmediatos de la calidad de vida en la reparación de las hernias inguinales?,Frecuencia de recidiva,Infección del sitio quirúrgico,Rechazo de las mallas protésicas,Dolor post operatorio,D
"Mujer de 30 años; durante una apendicectomía se encuentra una tumoración de menos de 2 cm en la punta del apéndice. 
No se observa muestra de extensión abdominal extraapendicular. ¿Cuál es la conducta indicada?",Apendicectomía,Colectomía ascendente,Hemicolectomía derecha,Ileostomía,A
"¿Cuál es el tratamiento de las lesiones penetrantes pancreáticas ductales a la izquierda de los vasos mesentéricos 
superiores?",Duodenopancreatectomía,Sutura de la lesión,Parche con epiplon,Pancreatectomía distal,D
"Mujer de 58 años con antecedentes de litiasis renal recurrente, presenta fiebre de 39.2 °C, vómitos y dolor lumbar 
izquierdo de 48 horas de evolución. Examen: PA: 90/60 mmHg, FC: 120X', dolor en fosa lumbar izquierda. Leucocitosis. 
Tomografía abdomino pélvica: litiasis obstructiva en uréter proximal izquierdo, dilatación del sistema pielocalicial y 
absceso perinéfrico. ¿Cuál es la intervención inicial más adecuada?",Antibióticos de amplio espectro y nefrectomía diferida,Litotricia extracorpórea y seguimiento con antibióticos,Derivación urinaria urgente con catéter doble J y nefrostomía percutánea,Drenaje quirúrgico del absceso sin derivación urinaria,C
"Paciente de 30 años, sufrió traumatismo abdominal por proyectil por arma de fuego. Examen: herida de entrada en 
mesogatrio y orificio de salida en región lumbar izquierda; PA: 80/50 mmHg, FC: 120X'; FR: 22X'. ¿Cuál es la conducta 
inmediata luego de aplicar vía endovenosa?",Ecografía abdominal de urgencia,Trasladar a centro quirúrgico,TC de abdomen con contraste,Monitoreo hemodinámico,B
Varón de 20 años con traumatismo cerrado en hígado. ¿Cuál es el lóbulo y segmento más afectado?,"Izquierdo, segmento anterior","Derecho, segmento anterior","Izquierdo, segmento posterior","Derecho, segmento posterior",D
"Varón de 50 años, procedente de Huancayo, acude por distensión abdominal desde hace 24 horas, con 
náusea, vómitos, dolor cólico y ausencia de flatos. Examen: gran distensión abdominal; tacto rectal: ampolla vacía; 
abdomen: timpánico y ligero dolor abdominal a la palpación profunda. ¿Cuál es la conducta inmediata?",Reposición hidroelectrolítica,Sonda nasogástrica,Proctoscopía rígida,TC con contraste,A
"¿Cuál es un componente de la reanimación con control del daño o hemostática, en la atención quirúrgica de un 
politraumatizado?",Se maximiza el uso de cristaloides,Se utiliza los hemoderivados al finalizar la intervención,Se inicia la hipotensión permisiva hasta conseguir el control quirúrgico definitivo,No se utiliza solución salina hipertónica,C
"¿Cuál es la enfermedad causante de insuficiencia hepática por cirrosis no colestásica que puede tratarse eficazmente 
con trasplante?",Cirrosis biliar primaria,Enfermedad de Caroli,Hepatopatía alcohólica,Quiste de colédoco,C
¿Cuál es uno de los objetivos principales del tratamiento quirúrgico de la fisura palatina en niños?,Mantener el peso ponderal del niño,Desarrollo del habla normal,Evitar los vómitos,Estético,B
"Mujer de 43 años, operada hace seis meses de tumor maligno de oreja y piel facial posterior; en su control por diagnóstico 
de imágenes se encuentran ganglios linfáticos posterior al borde del músculo esternocleidomastoideo, anterior al músculo 
trapecio, superior a la clavícula e inferior a la base del cráneo. ¿Cuál es el nivel de la cadena linfática comprometido?",I,III,V,IV,C
"Mujer de 27 años, gestante de 37 semanas, con diagnóstico de preeclampsia y criterios de severidad. Durante la cesárea 
se encontró hemoperitoneo de 200 cc, hígado sangrante con hematomas. ¿Cuál es la conducta?",Lavado de cavidad,Taponamiento hepático,Tratamiento con coagulantes,Embolización de la arteria hepática,B
"Varón de 75 años, presenta tos, expectoración amarillenta, fiebre y malestar general; hace un mes tuvo vómitos 
postprandiales y fue tratado por neumonía. Examen: ausencia de MV en tercio medio hemitórax derecho. Rx de tórax: 
radio opacidad de 4x4 cm en el segmento superior del lóbulo inferior. Cultivo de esputo es negativo. ¿Cuál es el 
diagnóstico más probable?",Tuberculosis pulmonar,Bronquiectasia crónica,Absceso pulmonar,Cáncer de pulmón,C
