questions,option_A,option_B,option_C,option_D,correct_answer
"Paciente de 70 años asintomático, acude a chequeo.TC abdomen: en el riñón nódulo sólido isodenso en la fase sin 
contraste, realza en forma similar a la corteza renal en la fase corticomedular, con cicatriz central y lavado moderado en 
fase nefrográfica e hipodensa en fase excretora. ¿Cuál es el diagnóstico más probable?",Nefroma quístico,Lipoma,Oncocitoma,Linfoma,C
¿Cuál es el tumor calcificado primario más frecuente en la pared torácica?,Liposarcoma,Condrosarcoma,Osteosarcoma,Angiosarcoma,B
Topográficamente el vestíbulo laríngeo corresponde al espacio ...,glótico.,subglótico.,supraglótico.,hipofaríngeo.,C
"Varón de 67 años, presenta tumor en la cara anterolateral de la cadera izquierda. Ecografía: asimetría en tamaño 
con agrandamiento del músculo tensor de la fascia lata (TFL) izquierdo. RMN: aumento de tamaño del TFL izquierdo, 
respecto al derecho, con aumento de señal multifocal intramuscular en secuencias T1/T2, que se corresponden con 
disminución de señal en secuencias de saturación grasa. ¿Cuál es el diagnóstico más probable?",Tumor pleomórfico hialinizante telangiectásico,Hipertrofia selectiva del TFL,Seudo hipertrofia del TFL,Tumor de células gigantes de tejidos blandos,C
"Varón de 50 años con nódulo palpable en mama derecha. Ecografía: nódulo hipoecogénico bien circunscrito, avascular 
al Dopler color, con refuerzo acústico posterior, localizado predominantemente en la dermis. ¿Cuál es el diagnóstico más 
probable?",Mastitis granulomatosa,Tumor phyllodes,Carcinoma inflamatorio,Quiste epidérmico de inclusión,D
"En una radiografía de tórax PA, el signo de la doble densidad que se visualiza como una densidad curvilínea que se 
proyecta por dentro del borde cardiaco derecho, corresponde a una dilatación de...",ventrículo derecho.,aurícula izquierda.,ventrículo izquierdo.,aurícula derecha.,B
En una radiografía de tórax. ¿Cuál es un signo directo de enfisema pulmonar?,Hiperinsuflación pulmonar,Disminución de calibre de los vasos periféricos,Bulla,Atrapamiento aéreo,C
"Varón de 40 años con neumonía organizativa. TC tórax: área focal de vidrio deslustrado rodeada de consolidación de 
espacio aéreo, hallazgo que corresponde al signo...",de cisura abombada.,creciente aéreo.,de cola de cometa.,del atolón.,D
Las amígdalas palatinas forman parte de la ...,hipofaringe.,nasofaringe.,orofaringe.,laringo-faringe.,C
"Varón de 40 años con tos productiva por 6 meses. Rx de tórax: engrosamiento y borrosidad distal de paredes bronquiales, 
secreciones en árbol traqueobronquial, hiperinsuflación pulmonar. ¿Cuál es el diagnóstico más probable?",Atelectasia,Bronquitis crónica,Enfisema,Neumonía,B
"Mujer de 30 años con automedicación de analgésicos por largo tiempo, acude a emergencia con dolor lumbar. Ecografía 
renal: cavitación de papilas, pirámides hinchadas, cáliz deforme, papíla desprendida en el sistema colector. ¿Cuál es el 
diagnóstico más probable?",Pielonefritis crónica,Tuberculosis,Pielitis enfisematosa,Necrosis papilar,D
"¿Cuál es el protocolo útil en RMN de mama para valorar el tamaño, la extensión y la relación de una lesión con otras 
estructuras adyacentes?",MIP,STIR,ADC,Difusión,A
"En TC de tórax, el signo radiológico de dedos de guante que corresponde a imágenes tubulares de densidad de partes 
blandas en los lóbulos superiores con una distribución bronquial dilatada, corresponde con más frecuencia a:",Fibrosis quística,Bronquitis aguda,Neumonía redonda,Asma bronquial,A
La artritis psoriásica forma parte de las artritis ...,secundarias.,hipertróficas.,erosivas.,infecciosas.,C
En RM cardiaca. ¿Cuál es la proyección para valorar la válvula mitral y aórtica?,Eje largo vertical,Tres cámaras,Eje largo horizontal,Eje corto,B
El hallazgo más característico de enfermedad discal degenerativa en un estudio de RM es ...,disco hiperintenso en T2.,esclerosis de los platillos discales.,osteofitos marginales.,disco hipointenso en T2.,D
"B. esclerosis de los platillos discales. 
C. osteofitos marginales. 
D. disco hipointenso en T2. 
 
53. En una radiografía de tórax: hemidiafragma izquierdo elevado con aumento de densidad, ángulo costofrénico poco 
profundo, cúpula del hemidiafragma lateralizada, separación de más de 2 cm entre la burbuja aérea gástrica y el supuesto 
diafragma. ¿Cuál es el diagnóstico más probable?",Derrame loculado,Derrame masivo,Menisco pleural,Derrame subpulmonar,D
"Varón de 40 años con hipoacusia y otorrea fétida. TC oído: masa centrada en el receso epitimpánico lateral asociada a 
erosión del escutum y destrucción de la cadena de los huesecillos. ¿Cuál es el diagnóstico más probable?",Colesteatoma,Otitis crónica,Glomus timpánico,Otitis aguda,A
"En la Rx de tórax: la presencia de una línea radiolucente que se extiende por encima del diafragma, cruzando la línea 
media, puede corresponder a...",neumotórax.,enfisema subcutáneo.,neumomediastino.,hidrotórax.,C
En TC cardiaca normal. ¿Cuál es el nivel donde se identifica el infundíbulo de salida del ventrículo derecho?,Cardiaco bajo,Cardiaco alto,Del cayado aórtico,Ventana aortopulmonar,B
"Varón de 30 años, sin antecedente de tabaquismo. TC tórax: nódulo sólido único, en el lóbulo medio de márgenes 
regulares de 5 mm, sin calcificaciones. ¿Cuál es el criterio para seguimiento recomendado por la Sociedad de Fleischner?",TC a los 6-12 meses,TC a los 3-6 meses,No requiere seguimiento,PET CT,C
"En una radiografía de tórax adquirida con técnica adecuada. ¿Cuál es la proyección radiográfica que incrementa el 
tamaño de la silueta cardiaca en un paciente asintomático?",Oblicua anterior derecha,Postero anterior,Lateral derecha,Antero posterior,D
"¿Cuál es la patología tumoral que NO muestra captación al Tc-99m MDP, en un estudio de gammagrafía ósea para 
metástasis?",NM de mama,NM de próstata,Carcinoma broncogénico,Mieloma múltiple,D
"En traumatismo esplénico. TC: el defecto de baja atenuación que típicamente corta transversalmente al bazo, 
corresponde a:",Laceración,Contusión,Hematoma intraparenquimatoso,Hematoma subcapsular,A
La consolidación periférica subpleural es típica de...,neumonía viral.,neumonía bacteriana.,neumonía eosinófila.,edema pulmonar cardiogénico.,C
¿Cuá es la presentación más frecuente de carcinoma ductal in situ en la RMN de mama?,Realce no masa,Foco,Microcalcificaciones,Realce tipo masa,A
"Mujer de 70 años diabética con infección urinaria, tiene fiebre, dolor en flanco derecho. TC contrastada: riñón aumentado 
de tamaño, cálculo coraliforme e hidronefrosis. ¿Cuál es el diagnóstico más probable?",Pielonefritis enfisematosa,Pielonefritis xantogranulomatosa,Pielonefritis aguda,Absceso renal,B
"Mujer de 65 años diabética, presenta leve dolor e incremento de volumen de las partes blandas de rodilla izquierda. 
Rx rodilla: extensa esclerosis subcondral, destrucción de la articulación con fragmentación de los huesos periarticulares, 
signos de derrame periarticular que desplaza la rótula hacia adelante. ¿Cuál es el diagnóstico más probable?",Osteomielitis,Artritis erosiva,Artropatía de Charcot,Artritis hipertrófica,C
"En una RMN de mama. ¿Qué tipo de distribución tiene el realce no masa que es triangular con vértice orientado hacia el 
pezón?",Regional,Focal,Difuso,Segmentaria,D
"Mujer de 61 años, con tos y disnea. Rx tórax: hemitórax izquierdo opacificado de vértice a base, tráquea desplazada hacia 
la izquierda y elevación de la burbuja gástrica. ¿Cuál es el diagnóstico más probable?",Atelectasia,Neumonectomía,Derrame pleural,Neumonía,A
"En TC de riñones. ¿Cuál es la fase donde la corteza y la médula presentan realce similar y es la mejor fase para 
diagnosticar masas renales?",Corticomedular,Excretora,Nefrográfica,Sin contraste,C
¿Cuál es el mejor método de diagnóstico para detectar litiasis renal?,Radiografía,Resonancia,Tomografía,Ecografía,C
"En RMN cerebral las características de un hematoma en T1 y T2 hipointenso, corresponde a hematoma...",subagudo tardío.,subagudo precoz.,crónico.,hiperagudo.,C
"Mujer de 65 años, postrada, sospecha de patología pulmonar. Rx tórax portátil: campos pulmonares de transparencia 
conservada, clavículas rectas proyectadas por encima de las primeras costillas, incremento del índice cardiotorácico y 
opacidad del hemidiafragma izquierdo. ¿Cuál es la proyección en la que se ha obtenido la radiografía?",Lateral izquierda,Rotación izquierda,Lordótica apical,Oblicua derecha,C
¿Cuál es la patología más frecuente que presenta broncograma aéreo?,Atelectasia,Derame pleural,Neumonía,Neumotórax,C
"En el cuello suprahioideo, los pares craneales IX, X, XI y XII, forman parte del espacio...",retrofaríngeo.,mucosofaríngeo.,carotídeo.,cervical posterior.,C
¿Cuál es la causa más frecuente de atelectasia por cicatrización?,Histoplamosis,Esclerodermia,Tuberculosis,Silicosis,C
En una radiografía de tórax en P,Ascenso del líquido por las cisuras,Obliteración del seno costofrénico,Borramiento del diafragma,Desplazamiento medial del seno costofrénico,D
"¿Qué posición deben adoptar los brazos del paciente en una radiografía en incidencia lateral izquierda, para evitar la 
opacificación del espacio claro retroesternal?",Lateral al tórax,Por delante del tórax,Encima de la cabeza,Por detrás del tórax,C
¿Cuál es el estudio que se utiliza para evaluar la cavidad uterina y trompas de falopio?,Ecografía pélvica,Histerosonografía,Histerosalpingografía,Ecografía transvaginal,C
"Varón de 63 años, con dolor crónico en el primer dedo del pie derecho. Rx pie: masa de partes blandas en el borde medial 
de la articulación metatarso falángica, erosiones yuxta articulares con ribete esclerótico en la cabeza del primer 
metatarsiano. ¿Cuál es el diagnóstico más probable?",Osteomielitis,Artritis reumatoide,Gota,Artrosis,C
Varón de 20 años con traumatismo cerrado en hígado. ¿Cuál es el lóbulo y segmento más afectado?,"Izquierdo, segmento posterior","Derecho, segmento anterior","Izquierdo, segmento anterior","Derecho, segmento posterior",D
La fractura del radio distal con angulación palmar se denomina fractura de:,Lisfranc,Smith,Colles,Jones,B
"Varón de 50 años, sufre accidente de tránsito, refiere dificultad para respirar. Rx de tórax AP: acentuación de la trama 
vascular en las bases, índice cardiotorácico incrementado, solo se observan ocho costillas posteriores. ¿Qué parámetro 
técnico NO es el adecuado?",Inspiración,Penetración,Centrado,Angulación,A
¿Cuál es la neoplasia que produce metástasis hipervasculares en el parénquima hepático?,Colon,Páncreas,Mama,Melanoma,D
"Mujer de 50 años con fiebre, ictericia, dolor en hipocondrio derecho. Ecografía abdominal: dilatación biliar, coledocolitisis, 
engrosamiento de la pared del conducto biliar y abscesos hepáticos. ¿Cuál es el diagnóstico más probable?",Colecistitis aguda,Fascioliasis,Enfermedad de Caroli,Colangitis bacteriana,D
"Mujer de 52 años, con antecedente de angina, insuficiencia cardiaca congestiva y episodios de desvanecimiento. Rx de 
tórax AP: índice cardiotorácico conservado, aorta ascendente convexa que se proyecta lateral al borde cardiaco derecho. 
¿Cuál es el diagnóstico más probable?",Estenosis aórtica,Insuficiencia aórtica,Hipertensión pulmonar,Estenosis mitral,A
"Varón de 70 años, con tos de larga evolución, fumador y diagnóstico de reflujo gastroesofágico. TC tórax: patrón en panal 
de abeja, opacidades reticulares subpleurales y bronquiectasias por tracción, especialmente en las bases pulmonares. 
¿Cuál es el diagnóstico más probable?",Tuberculosis,Neumonía intersticial idiopática,Carcinomatosis linfangítica,Neumonía intersticial usual,D
"En una radiografía de tórax PA con técnica adecuada en un paciente sano, ...... no forma parte del contorno cardiaco.",la aorta ascendente,la aurícula derecha,la aurícula izquierda,el ventrículo izquierdo,C
¿Cuál es una complicación mayor en la ablación por radiofrecuencia del nódulo tiroideo benigno?,Vómitos frecuentes,Lesión del nervio laríngeo recurrente,Dolor intenso,Quemadura en la piel,B
"Niño de 2 años, con antecedente de resfrío común, ahora presenta tos metálica, ronquera, estridor inspiratorio, febrícula 
y dificultad respiratoria. Rx lateral del cuello: distensión de la hipofaringe y del ventrículo laríngeo, borramiento con 
estrechamiento del espacio subglótico. ¿Cuál es el diagnóstico más probable?",Epiglotitis,Faringitis,Hipertrofia adenoidea,Laringotraqueobronquitis,D
"Según el sistema FIGO, el cáncer vaginal que involucra el tejido paravaginal sin extensión a la pared pélvica, corresponde 
al estadio:",II,IVA,III,I,A
¿Cuál es un hallazgo en RMN cerebral de esclerosis múltiple?,Hiperintensidad en T2 en gánglios de la base,Hipertrofia cerebral y de la médula,Lesiones focales en sustancia blanca hiperintensas en FLAIR,Lesiones focales en sustancia negra del cordón medular,C
"Paciente con diagnóstico de neumomediastino por accidente de tránsito. Rx tórax: imágenes lineales radiolúcidas que se 
extienden a lo largo de haces musculares produciendo un aspecto estriado en forma de ""peine"" que se superponen al 
pulmón derecho. ¿Cuál es el diagnóstico más probable?",Neumotórax,Tórax inestable,Enfisema subcutáneo,Contusión pulmonar,C
"Mujer de 60 años, acude a chequeo médico. Rx de tórax:  en la periferia del campo pulmonar se observa un nódulo de 
márgenes circunscritos, que forma ángulo obtuso con la pleura. ¿Cuál es la localización más probable del nódulo?",Bronquial,Pleural,Alveolar,Pulmonar,B
"Mujer de 60 años con diagnóstico de carcinoma triple negativo en mama, alérgica al Gadolinio. ¿Cuál es el método de 
imagen más adecuado para el estadiaje?",Resonancia,Mamografía analógica,Mamografía con contraste,Ecografía,C
"Rx de tórax de un paciente con diagnóstico de infarto pulmonar, las consolidaciones multifocales periféricas triangulares 
en contigüidad con la superficie pleural, corresponde al signo de...",Fleischner,Joroba de Hampton,Westermark,S de Golden,B
"En una radiografía PA de tórax, para evaluar si ésta se encuentra rotada hacia la derecha, debemos observar que la 
apófisis espinosa de la vertebra dorsal se proyecta...",equidistante al esternón.,cercana a la cabeza de la clavícula derecha.,cercana a la cabeza de la clavícula izquierda.,medial al esternón.,C
¿Cuál es la neumonía más frecuente en niños?,Difusa,Redondeada,Periférica,Lobular,B
"Mujer de 40 años con vómitos, dolor y distensión abdominal. Rx de abdomen: asas intestinales delgadas de 4 cm de 
grosor, múltiples niveles hidroaéreos y ausencia de gas distal. ¿Cuál es el diagnóstico más probable?",Íleo generalizado,Vólvulo de sigmoides,Íleo localizado,Obstrucción de intestino delgado,D
"Varón de 79 años, con dolor abdominal y masa palpable en el abdomen superior. TC con contraste: masa sólida hepática 
hipodensa que reemplaza la totalidad del lóbulo izquierdo, realza en forma heterogénea en la fase arterial, muestra lavado 
en la fase venoportal y se torna hipodensa en la fase de equilibrio. ¿Cuál es el diagnóstico más probable?",Hemangioma cavernoso,Carcinoma hepatocelular,Hiperplasia nodular focal,Nódulo de regeneración,B
"Es indicativo de maltrato infantil, la fractura de...",cara posterior de las costillas.,epífisis de cabeza del fémur.,húmero proximal.,placa epifisiaria.,A
"En una radiografía de tórax normal obtenida en bipedestación, el flujo sanguíneo se distribuye hacia ...",los hilios.,los ápices.,las bases.,la región subpleural.,C
¿Cuál es la técnica de elección para la evaluación de disfunción de la articulación temporomandibular?,RMN,TC,Ecografía,Radiografía simple,A
