questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 35 años, con masa palpable bajo el reborde orbitario superotemporal derecho; globo ocular desplazado en 
dirección inferior y medial. Ante la sospecha del tumor benigno más frecuente de la glándula lagrimal. ¿Cuál es el hallazgo 
anatomopatológico esperado?",Células pequeñas con patrón cribiforme (en queso suizo),"Histiocitos con patrón histológico basaloide, esclerosante",Células multinucleadas de Reed-Sternberg con positividad para CD15 y CD30,"Estroma mixoide con metaplasia cartilaginosa, osteoide o mucinosa",D
"Varón de 35 años con antecedente de hemovítreo por trauma ocular contuso y baja visión en ojo derecho. Fondo de ojo: 
numerosas partículas refringentes de color marrón dorado en el vítreo, que tienden a depositarse inferiormente al 
postmovimiento en ojo derecho. ¿Cuál es la patología más probable?",Amiloidosis familiar,Desprendimiento de vítreo,Sínquisis centelleante,Hialosis asteroidea,C
¿Cuál de los músculos extraoculares es el que tiene menor longitud?,Recto superior,Oblicuo superior,Oblicuo inferior,Recto medio,C
¿Qué síndrome es el que más se asocia a la retinosis pigmentaria?,Leber,Down,Usher,Morsier,C
"¿Cuál es un signo temprano de pérdida de la retina externa perifoveal en la maculopatía por hidroxicloroquina, que se 
evidencia con tomografía de coherencia óptica?",Ojo de buey,Platillo volador,De la pasta de dientes,Sol poniente,B
"¿Cuál de las siguientes variantes de la hipertrofia congénita del epitelio pigmentario de la retina se asocia a poliposis 
adenomatosa familiar?",Atípica,Multifocal típica,Unifocal,Huellas de oso polar,A
"Mujer de 22 años con miopía. Desea realizarse cirugía refractiva. ¿Cuál de las siguientes lesiones en el fondo de ojo 
puede predisponerla a un desprendimiento de retina?",Degeneración pavimentosa,Roseta retiniana,Drusas periféricas,Degeneración en panal,B
Las gráficas de Hess facilitan el diagnóstico y seguimiento de los pacientes con…,esotropia congénita.,estrabismo alternante.,estrabismo inconcomitante.,foria descompensada.,C
¿Cuál es la válvula que se encuentra imperforada en la obstrucción congénita del conducto nasolacrimal?,Rosenmüller,Wegener,Lowe,Hasner,D
¿Cuál es la capa de la malla trabecular donde se ofrece la mayor resistencia al flujo del humor acuoso?,Esclerocorneal,Uveal,Yuxtacanalicular,Reticular,C
"Niño de 4 años con diagnóstico de retinoblastoma en ojo derecho. Antecedente: tío materno padeció de retinoblastoma 
trilateral (pinealoblastoma). ¿Qué tratamiento quintuplica el riesgo de un segundo cáncer extraocular?",Quimioterapia,Termoterapia transpupilar,Braquiterapia,Radioterapia externa,D
¿Cuál de los siguientes signos caracteriza al síndrome de Weill-Marchesani?,Microesferofaquia,Aracnodactilia,Talla alta,Miembros largos,A
¿Qué caracteriza a la esotropia acomodativa refractiva?,Se suele asociar a miopía alta con aumento de la convergencia,La forma acomodativa pura presenta supresión del ojo desviado,El cociente convergencia acomodativa/acomodación es normal,El cociente convergencia acomodativa/acomodación está aumentado,C
¿Cuál de los siguientes se asocia al signo de Shafer?,Agujero macular,Desgarro retiniano,Neuritis óptica,Queratocono,B
"Varón de 14 años con antecedente de insuficiencia renal crónica y sordera neurosensorial. Referido por baja visión. 
Examen: signo de la “gota de aceite” del cristalino en ambos ojos, córneas con lesiones endoteliales sutiles. Fondo de 
ojo: motas punteadas amarillentas diseminadas por el área perimacular y manchas periféricas más grandes en ambos 
ojos. ¿Cuál es el síndrome más probable?",Weill-Marchesani,Marfan,Nougaret,Alport,D
"¿La hiperfunción de qué músculo, caracteriza al estrabismo con patrón en “V”?",Oblicuo inferior,Recto medial a la elevación,Recto lateral a la depresión,Oblicuo superior,A
¿Cual es una de las características de la úlcera de Mooren?,La forma bilateral tiende a producirse en pacientes más jóvenes,La foma unilateral es más agresiva que la bilateral,Se asocia frecuentemente a escleritis,Inicia como una ulceración focal en el centro de la córnea,A
El músculo recto superior se origina en la parte superior del anillo de Zinn y se inserta ...... mm por detrás del limbo.,6.5,7.7,6.9,5.5,B
"Maratonista de 22 años, con historia familiar de glaucoma; acude para evaluación. ¿En qué tipo de glaucoma se aconseja 
evitar el ejercicio extremo?",Por cierre angular,Por recesión angular,Por células fantasma,Pigmentario,D
"Mujer de 42 años, con queratitis intersticial bilateral, sordera, acúfenos y vértigo; serología negativa para sífilis. ¿Cuál es 
el síndrome más probable?",Cogan,Duane,Parinaud,Wallenberg,A
"El síndrome endotelial iridocorneal engloba patologías que presentan células endoteliales corneales anormales con 
tendencia a la proliferación, progresión a glaucoma y descompensación corneal. ¿Cuál es el síndrome que es una variante 
representativa?",Chandler,Ehlers- Danlos,Goldenhar,Shy-Drager,A
¿Cuál es el par craneal que con mayor frecuencia se compromete en la migraña oftalmopléjica?,II,III,IV,V,B
¿En cuál de las patologías se observan figuras dendríticas plateadas en la retina periférica?,Atrofia girata,Coroideremia,Retinosquisis juvenil ligada al cromosoma X,Vitreorretinopatía exudativa familiar,C
¿Cuál de los siguientes es un tipo de coristoma?,Nevus,Dermoide,Linfangioma,Hemangioma,B
"La conjuntivitis de inclusión del adulto es una infección oculogenital causada normalmente por los serotipos ...... de 
Chlamydia trachomatis.",A - C,L - O,D - K,C - L,C
"Varón de 85 años, con visión central disminuida. Fondo de ojo: drusas blandas dispersas en mácula de ambos ojos. 
Tomografía de coherencia óptica: adelgazamiento focal del epitelio pigmentario de la retina y retina 
neurosensorial yuxtafoveal con tubulaciones en la retina externa de ambos ojos. ¿Cuál es la conducta a seguir?",β-caroteno y antiangiogénicos intravítreos,Corticoides intravítreos y protección solar,Carotenoides y test de Amsler domiciliario,Láser micropulsado y ayudas ópticas,C
"¿Qué patógeno ocasiona lesiones palpebrales que a la histopatología muestran una foseta central y lóbulos de epidermis 
hiperplásica con cuerpos de inclusión intracitoplásmicos (de Henderson-Patterson) que desplazan el remanente nuclear 
hacia el borde celular?",Virus del herpes simple,Moraxella lacunata,Streptococcus pyogenes,Virus del molusco contagioso,D
"Un paciente con iridociclitis heterocrómica de Fuchs puede presentar hemorragia en la cámara anterior como 
complicación de una paracentesis. ¿Cuál de los siguientes signos es el descrito?",Cogan,Amsler,Braley,Collier,B
"Varón de 47 años, agricultor, con lesión en párpado inferior de ojo izquierdo. Examen inicial: lesión hiperqueratósica, 
cupuliforme y rosada en párpado inferior.  Evolución: a las 6 semanas triplica su tamaño; luego deja de crecer 3 meses e 
involuciona espontáneamente a un cráter lleno de queratina; presentando un año después una cicatriz antiestética. ¿Cuál 
de las siguientes explica mejor esta lesión?",Carcinoma basocelular,Carcinoma de células sebáceas,Queratoacantoma,Neurofibroma,C
¿Cuál de las siguientes caracteriza a la Enfermedad de Behçet?,La forma de presentación más frecuente es la uveítis anterior granulomatosa unilateral,Las úlceras orales aftosas y genitales no son recurrentes,Las vasculitis obliterativas extraoculares son un criterio mayor de la enfermedad,Hipopión transitorio móvil en un ojo relativamente blanco que desaparece con o sin tratamiento,D
¿Cuál es la técnica quirúrgica que reduce la desviación ocular en la hiperfunción de un músculo extraocular?,Retroceso del músculo antagonista,Resección del músculo hiperfuncionante,Retroceso del músculo hiperfuncionante,Miectomía del músculo antagonista,C
¿Cuál de los siguientes defectos del campo visual es el más precoz en el desarrollo del glaucoma?,Cuña temporal,Escotomas paracentrales,Escalón nasal,Escotoma anular,B
"En la evaluación del segmento anterior con la lámpara de hendidura. ¿Cuál es la técnica de iluminación que consiste en 
descentrar el haz de hendidura lateralmente, para que la luz incida en el limbo con el microscopio enfocado centralmente?",Iluminación directa,Retroiluminación,Reflexión especular,Dispersión escleral,D
"En el examen del campo visual normal. ¿Cuál es la localización del escotoma fisiológico (mancha ciega) que corresponde 
al nervio óptico?",Temporal,Nasal,Central,Superior,A
"¿Cuál de los siguientes síndromes se caracteriza por la presencia de criptoftalmia, sindactilia, malformaciones 
urogenitales y craneofaciales?",Fraser,Bazex,Muir-Torre,Gorlin-Goltz,A
¿Cuál de los siguientes fármacos causa córnea verticilada?,Prednisolona,Aciclovir,Amiodarona,Acetazolamida,C
"En la evaluación del glaucoma unilateral, la presencia de recesión angular le hace sospechar de un origen:",Metabólico,Traumático,Congénito,Uveítico,B
"Durante una cirugía de catarata se observa aplanamiento progresivo de la cámara anterior, aumento de la presión 
intraocular, prolapso del iris, oscurecimiento parcial del reflejo rojo y aparición de una prominencia oscura detrás de la 
pupila. ¿Cuál es la conducta inmediata más adecuada?",Sacar una muestra de vítreo,Lavado de cámara anterior,Colocar el lente intaocular,Cierre de la incisión mediante sutura,D
¿En qué patología se puede encontrar manchas de Roth?,Pancreatitis,Timoma,Amiloidosis,Leucemia,D
"El “síndrome seudo-Foster Kennedy” se presenta con neuropatía óptica isquémica anterior con la enfermedad activa en 
un ojo y …… contralateral.",atrofia óptica,papiledema,neuritis óptica,papila normal,A
"Niño de 7 años con baja visión en ojo derecho. Examen: micrognatia, paladar hendido y glosoptosis; 
hiperextensibilidad articular y displasia espondiloepifisiaria leve. Fondo de ojo: desprendimiento de retina en ojo derecho; 
en ojo izquierdo presenta cavidad vítrea ópticamente vacía con condensaciones aplanadas del vítreo adheridas a la retina 
y múltiples desgarros periféricos. ¿Qué trastorno hereditario del colágeno causa más frecuentemente este cuadro clínico?",Retinosquisis juvenil ligada al cromosoma X,Vitreorretinopatía exudativa familiar,Artroftalmopatía hereditaria del síndrome de Stickler,Vitreorretinopatía inflamatoria neovascular autosómica dominante,C
"Niño de un año con buftalmos, epífora y blefaroespasmo, será sometido a anestesia general para descarte de glaucoma 
congénito. ¿Qué consideración se debe tener en cuenta respecto a la presión intraocular (PIO) en esta situación?",El hidrato de cloral reduce considerablemente la PIO,Se debe medir inmediatamente después de la inducción,La deshidratación suele causar incremento de la PIO,El fenómeno de Bell causa presión intraocular baja,B
En el estudio de los campos visuales. ¿Cuál es el límite superior normal?,60°,40°,50°,30°,C
¿Cuáles son los signos que caracterizan al síndrome de blefarofimosis?,"Entropión, ptosis e hipertelorismo","Microftalmia, ptosis y entropión","Ptosis, epibléfaron y ectropión","Ptosis, epicanto inverso y telecanto",D
"Mujer de 45 años con hipertensión arterial; dos semanas después de un traumatismo craneal presenta proptosis pulsátil, 
quemosis conjuntival, marcada dilatación de vasos epibulbares y ruidos sibilantes dentro de la cabeza. Angiorresonancia: 
defecto en la pared del segmento intracavernoso de la arteria carótida interna. ¿Cuál es el diagnóstico más probable?",Fístula carotidocavernosa indirecta,Várices orbitarias primarias,Trombosis del seno cavernoso,Fístula carotidocavernosa directa,D
"En la evaluación del ángulo de la cámara anterior, según la técnica de Van Herick, se considera de grado 2 cuando el 
espacio periférico de la cámara anterior es ...... espesor de la córnea.",igual a un cuarto del,menor de un cuarto del,entre un cuarto y un medio del,igual o mayor que el,A
"¿Cuál es la enfermedad de la córnea, en la que se presenta la línea de Khodadoust?",Queratitis punteada superficial,Queratopatía por exposición,Rechazo de trasplante corneal,Degeneración marginal pelúcida,C
"Mujer de 50 años afroamericana, asintomática. Fondo de ojo: OD lesión papilar de color marrón oscuro, plana con bordes 
desflecados que se extiende más allá del límite de la papila. OI Normal.  Angiofluoresceinografía: Marcada 
hipofluorescencia persistente debido al efecto pantalla del pigmento. Evolución: Se mantiene estable 5 años 
después. ¿Cuál es el diagnóstico más probable?",Melanocitoma,Osteoma coroideo,Melanoma coroideo,Hemangioma coroideo,A
En relación a la retinopatía de la prematuridad. ¿Cuál es una característica del estadio 4A?,Proliferación vascular con retina aplicada,Desprendimiento de retina parcial,Desprendimiento total de retina,Desplazamiento temporal de la mácula,B
¿Cuál de las siguientes tiene como manifestación ocular principal la uveítis anterior aguda no granulomatosa?,Toxocariasis ocular,Sarcoidosis,Espondilitis anquilosante,Oftalmía simpática,C
¿En cuál de las siguientes patologías podemos encontrar sangre en el canal de Schlemm?,Oclusión de la arteria central de la retina,Oclusión de la vena central de la retina,Síndrome isquémico del segmento anterior,Obstrucción de la vena cava superior,D
"Mujer de 54 años, operada de glaucoma. Examen: línea de depósito de hierro en el epitelio corneal, adyacente a una 
ampolla filtrante limbar. ¿Cómo se denomina a este tipo de depósito?",Ferry,Hudson- Stähli,Fleischer,Stocker,A
"Varón de 38 años con antecedente de tumor de Pancoast. Examen: ptosis palpebral de 2 mm y miosis del ojo derecho, 
con anhidrosis ipsilateral. ¿Cuál es la cirugía que se recomienda para este tipo de ptosis?",Harada-Ito,Tira tarsal lateral,Fasanella-Servat,Wies,C
"¿Qué patología presenta el fenómeno de Uhthoff con empeoramiento repentino de la visión al hacer ejercicio o aumentar 
la temperatura corporal?",Esclerosis lateral amiotrófica,Neurofibromatosis,Esclerosis múltiple,Parkinson,C
"Varón de 50 años con aumento de volumen palpebral de ojo izquierdo. Examen: lesión quística redondeada que protruye 
en el fondo de saco temporal superior con leves signos de flogosis. ¿Qué quiste es el más probable?",De Zeiss,De Moll,Dacriops,Hidrocistoma ecrino,C
¿Qué enfermedad se presenta con deformidad del párpado superior con ptosis en forma de “S”?,Orbitopatía tiroidea,Linfoma orbitario,Dacrioadenitis,Fístula arteriovenosa,C
"Lactante de 6 meses referido para descarte de glaucoma. Examen: hipoplasia maxilar, microdontia, hipertelorismo, 
redundancia de la piel paraumbilical. Biomicroscopía: embriotoxón posterior, hipoplasia del estroma del iris, ectropión 
uveal y corectopia en ambos ojos. ¿Cuál es el síndrome más probable?",Cogan-Reese,Sturge-Weber,Axenfeld-Rieger,Chandler,C
¿Cuál es el nervio sobre el que se aplica la técnica de bloqueo anestésico tipo O’Brien?,Óptico,Oculomotor,Facial,Trigémino,C
"Varón de 30 años, con hepatopatía. Examen: zona de depósito pardo-amarillenta, pulverulenta en la membrana de 
Descemet periférica de ambos ojos. Ante la sospecha de depósitos de cobre en dicha zona. ¿Cual de los siguientes se 
asocia a la enfermedad más probable?",Dolor urente en las extremidades,Aneurismas conjuntivales,Trastornos psiquiatricos,Retracción palpebral,C
"Varón de 25 años, diabético, que cursa con cetoacidosis y sinusitis. Referido por edema periorbitario, diplopia y pérdida 
de visión en OD. Examen: párpados con signos de flogosis, leve proptosis, quemosis, limitación dolorosa de los 
movimientos oculares y escaras negras en los párpados, paladar, cornetes y tabique nasal. ¿Cuál es la etiología más 
probable?",Rabdomiosarcoma,Oftalmopatía tiroidea,Pseudotumor orbitario,Mucormicosis,D
¿Qué caracteriza a la pupila de Argyll Robertson?,Movimientos vermiformes,Se asocia a meningioma del nervio óptico,Responde bien a la acomodación,Se presenta en la parálisis simpática,C
¿Cuál de las siguientes se considera como adaptación sensorial frente al estrabismo en niños?,Visión binocular única,Confusión con diplopía,Correspondencia retiniana anómala,Elevación o depresión del mentón,C
¿Cuál es una característica del síndrome de retracción de Duane tipo 1?,Limitación o ausencia de aducción con abducción normal o un poco limitada,Limitación grave tanto de la aducción como de la abducción,Limitación o ausencia de abducción con aducción normal o mínimamente limitada,Limitación grave de la elevación desde la abducción hasta la aducción,C
"Los nódulos de .….. en el iris, son hamartomas que suelen asociarse a la neurofibromatosis de tipo 1.",Brushfield,Elschnig,Weiss,Lisch,D
"¿Cuál es el síndrome que se caracteriza por glaucoma infantil asociado a hemangioma cutáneo facial, hemangioma 
cavernoso de la coroides y angioma leptomeníngeo ipsilateral?",Watzke-Allen,Sturge-Weber,Posner-Schlossman,Tolosa-Hunt,B
"Mujer de 43 años, PVVS (VIH positivo) con baja visión de ojo izquierdo. Examen: ausencia de celularidad en cámara 
anterior y de vitritis en ambos ojos. Fondo de ojo: atrofia peripapilar bilateral, hemorragia macular de ojo 
izquierdo, múltiples manchas de atrofia retinocoroidea blancas en sacabocados en el polo posterior y en la media periferie 
de ambos ojos. Reacción positiva a la prueba de la histoplasmina. HLA-A29 negativo. ¿Cuál es el diagnóstico más 
probable?",Histoplasmosis ocular con neovascularización coroidea,Coroiditis multifocal con panuveitis aguda,Coroidopatía serpiginosa con neovascularización prerretiniana,Retinocoroiditis en perdigonada con edema macular,A
¿Cuál es la posición cardinal de la mirada en la que se evalúa al músculo oblícuo superior del ojo izquierdo?,Dextroelevación,Levoelevación,Levodepresión,Dextrodepresión,D
"Mujer de 85 años que después del bloqueo anestésico retrobulbar presenta síndrome compartimental agudo orbitario con 
neuropatía óptica compresiva por hemorragia retrobulbar. ¿Cuál es la conducta inmediata más adecuada?",Aspiración con aguja,Masaje ocular,Observación,Cantotomía y católisis,D
"Varón de 89 años con escotoma central súbito. Antecedente: múltiples inyecciones intravítreas de antiangiogénico, la 
última inyección de Bevacizumab hace 2 semanas. Tomografía de coherencia óptica: desprendimiento del epitelio 
pigmentario de la retina (EPR) grande de más de 600 µm de altura previo al tratamiento; pérdida de la forma de cúpula 
con hiperreflectividad y plegamiento del EPR en OCT actual. ¿Cuál es la complicación más probable después del 
tratamiento con antiangiogénico?",Desgarro del epitelio pigmentario de la retina,Desprendimiento del epitelio pigmentario hemorrágico,Atrofia geográfica subfoveal,Cicatrización disciforme subfoveal,A
"Mujer de 40 años con edema de párpado superior y tumoración dependiente de glándula lagrimal de rápido crecimiento 
desde hace 3 meses. Examen: distopia nasal, congestión epibulbar, proptosis y oftalmoplejía. Fondo de ojo: edema de 
papila y pliegues coroideos.Tomografía coronal: tumor con erosión del hueso adyacente y puntos de calcificación 
intratumoral. Ante la sospecha de una neoplasia maligna. ¿Qué tipo histológico sería el más frecuente?",Adenocarcinoma pleomorfo,Carcinoma mucoepidermoide,Carcinoma epidermoide,Carcinoma quístico adenoideo,D
¿Cuál es una causa importante de tricomegalia?,Psoriasis,Lupus,Desnutrición,Radioterapia,C
Los músculos oblicuos se insertan por detrás del ecuador del globo ocular y forman un ángulo de ...... con el eje visual.,23°,51°,39°,67°,B
¿En cuál de las siguientes se puede usar la sutura de fijación posterior de Faden en el músculo recto superior?,Síndrome de retracción de Duane,Esotropia por exceso de convergencia,Fibrosis de la vaina del oblicuo superior,Desviación vertical disociada,D
¿Cuál es la patología en la que se encuentra el anillo de Vossius?,Trauma ocular contuso,Queratopatía bullosa,Glaucoma agudo,Queratitis por Acanthamoeba,A
¿Cuál es el origen embriológico de la malla trabecular?,Mesodermo,Neuroectodermo,Cresta neural,Ectodermo superficial,C
"Mujer de 45 años, en tratamiento con antidepresivos del grupo de los inhibidores de la monoaminooxidasa. Presión 
intraocular: ojo derecho 25 mmHg, ojo izquierdo 22 mmHg. Fondo de ojo: excavación papilar de 0.6 en ambos ojos. 
Campimetría: escalón nasal e incremento de la mancha ciega en ambos ojos. ¿Qué fármaco evitaría usar en esta 
paciente?",Latanoprost,Timolol,Brimonidina,Dorzolamida,C
"En la electrorretinografía, la onda b es una deflexión positiva que es generada por ...... y depende a su vez del 
funcionamiento de los fotorreceptores.",el epitelio pigmentario de la retina,las células de Müller y bipolares,las células horizontales,las células ganglionares,B
"Si un tumor orbitario se manifiesta con disfunción del nervio óptico con edema crónico, luego colaterales optociliares que 
involucionan cuando se instaura la atrofia óptica; posteriormente defectos de motilidad restrictivos (especialmente a la 
elevación) y finalmente proptosis. ¿Cuál de los siguientes tumores tiene esta secuencia de afectación?",Hemangioma cavernoso retrobulbar,Rabdomiosarcoma orbitario,Meningioma de la vaina del nervio óptico,Hemangioma capilar intraconal,C
"Mujer de 30 años con disminución de la agudeza visual del ojo izquierdo. Examen: papilas grandes en ambos ojos con 
depresión redondeada grisácea hacia el borde temporal de la papila de ambos ojos. Tomografía de coherencia 
óptica: esquisis y desprendimiento seroso macular del ojo izquierdo que a la angiofluoresceinografía no muestra 
hiperfluorescencia. ¿Cuál es el diagnóstico más probable?",Coriorretinopatía serosa central,Foseta papilar,Vogt Koyanagi Harada,Neurorretinitis,B
¿Cuál es el ligamento suspensorio del globo ocular?,Whitnall,Weiger,Lockwood,Zinn,C
"¿Cuál es la lesión palpebral que a la histopatología muestra una epidermis irregular y displásica con hiperqueratosis, 
paraqueratosis y formación de cuernos cutáneos?",Queratosis seborreica,Queratosis actínica,Papiloma sésil,Pilomatricoma,B
"¿Qué estructura celular en común del epitelio pigmentario de la retina y de las células endoteliales de los capilares 
retinianos es el elemento más importante que explica su función de barrera hematorretiniana?",Membrana basal,Bomba de Na/K ATPasa,Citoesqueleto,Zonas de oclusión,D
"El desprendimiento de retina regmatógeno suele provocar una disminución de la presión intraocular. ¿Qué síndrome se 
caracteriza por hipertensión ocular en desprendimiento de retina regmatógeno?",Mitzuo-Nakamura,Schwartz-Matsuo,Fischer-Khunt,Posner-Schlossman,B
"La endoftalmitis postoperatoria de comienzo tardío, tras la cirugía de catarata aparece cuando un organismo poco 
virulento como …… queda atrapado en el interior del saco capsular.",Propionibacterium acnes,Pseudomonas aeruginosa,Neisseria gonorrhoeae,Haemophilus influenzae,A
"Niña de 10 años con antecedente de hipertrofia congénita del epitelio pigmentario de la retina. Examen de fondo de ojo: 
lesión plana hiperpigmentada negruzca de 4 mm con halo despigmentado cerca del borde, redonda, bien definida, sin 
variación respecto a evaluación previa. ¿Qué patrón angiográfico esperaría encontrar en las áreas de aumento de 
densidad del epitelio pigmentario de la retina?",Defectos de llenado retinales,Defecto ventana,Hipofluorescencia  coroidea,Pseudofluorescencia,C
¿Qué signo evidencia una retracción palpebral en la orbitopatía de Graves?,Dalrymple,Willebrand,Collier,Goldberg,A
