questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 28 años que ingresa por presentar herida por PAF en mediastino. Esofagografía y esofagoscopía evidenció 
lesión en esófago torácico medio. ¿Cuál es el abordaje?",Toracotomía posterolateral izquierda,Esternotomía media,Toracotomía anterior derecha,Toracotomía posterolateral derecha,D
¿Cuál es una lesión benigna de tráquea?,Tumor carcinoide,Tumor de células granulares,Carcinoma epidermoide,Carcinoma adenoideo quístico,B
"Mujer de 61 años, presenta dolor torácico, tos seca y disnea a los pequeños esfuerzos. TC: tumoración de 8 cm en LID y 
signos de derrame pleural significativo. ¿En qué estadío se encuentra?",IVB,IIIB,IVA,IIIC,C
"Varón 40 años que acude por dolor torácico izquierdo. Rx: lesión tumoral en la unión costocondral 6ta costilla, de límites 
borrosos, con destrucción de la corteza. ¿Cuá es el diagnóstico más probable?",Osteosarcoma,Condroma,Displasia fibrosa de hueso,Condrosarcoma,D
"RN a término, sexo femenino, que comienza a respirar con dificultad cuando recibe lactancia materna. Clínicamente luce 
normal, no presenta cianosis. Examen: soplo cardíaco sistodiastólico. ¿Cuál es su principal sospecha diagnóstica?",Comunicación interauricular,Persistencia conducto arterioso,Comunicación interventricular,Estenosis pulmonar,B
¿Cuál es la toracotomía de abordaje en un traumatismo torácico con una lesión de aorta descendente?,Antero lateral izquierda,Axilar izquierda,Postero lateral izquierda,Antero lateral en charnela izquierda,C
"Varón de 65 años que ingresa por presentar ronquera y hemoptisis. Antecedente: tabaquismo por 10 años. TC tórax: 
nódulo intraluminal en tercio distal de tráquea con sospecha de neoplasia maligna. ¿Cuál es la conducta a seguir?",Laringoscopía,Fibrobroncoscopía,PET/CT,Endoscopía,B
¿Cuál es el cáncer pulmonar con menor índice de supervivencia?,Adenocarcinoma,Carcinoma neuroendocrino de células grandes,Carcinoma epidermoide,Carcinoma de células pequeñas,D
¿Cuál es el valor del PaO2/FiO2 que espera encontrar en el SDRA moderado?,100 mmHg - 200 mmHg,201 mmHg - 300 mmHg,≤ 100 mmHg,301 mmHg – 400 mmHg,A
¿Cuál es la incisión de elección para realizar la toracotomía de emergencia?,Toracotomía axilar,Toracotomía posterolateral,Toracoesternotomía,Toracotomía anterior,D
"En el monitoreo de presión arterial invasiva en cirugía cardiaca, se evidencia: pulso bisferiens, presión de pulso ancho. 
¿Cuál es la patología asociada?",Insuficiencia aórtica,Estenosis aórtica,Insuficiencia sistólica del ventrículo izquierdo,Miocardiopatía hipertrófica,A
¿Cuál es el tratamiento del plasmocitoma solitario de pared torácica?,Quimioterapia,Radioterapia,Cirugía,Quimioterapia y cirugía,B
Los traumatismos cerrados del árbol tráqueobronquial se localizan principalmente:,En tráquea cervical,A 2.5 cm de la carina,A 2 cm o menos del bronquio principal derecho,A 2 cm o menos del bronquio principal izquierdo,B
"En la enfermedad pulmonar obstructiva crónica avanzada que necesita de cirugía de reducción de volumen, además de 
los parámetros de las pruebas ventilatorias, es necesario objetivar los volúmenes pulmonares aumentados y aplanamiento 
del diafragma que indican hiperinsuflación, descartar neoplasias, y el patrón de enfisema. ¿Cuál es el procedimiento 
diagnóstico de más alta sensibilidad?",Resonancia magnética,Pet torácico,Ecocardiografía,Tomografía computarizada,D
¿Cuál es la neoplasia más frecuente del compartimento anterosuperior del mediastino?,Teratoma,Timoma,Tumor de células germinales,Seminoma,B
"Según los criterios de GOLD para gravedad de la obstrucción del flujo de aire en pacientes con EPOC. Espirometría: 
FEV1/FVC: <0.7 y FEV1: >50% pero <80% de lo predicho. ¿Cuál es el estadío?",I leve,II moderado,III grave,IV muy grave,B
"Varón de 52 años con tumoración pulmonar periférica en LSI de 2.5 cm de diámetro, afebril, con dolor torácico, 
disminución peso. BIPA negativa para células malignas. ¿Cuál es la conducta a seguir?",Toracotomía exploratoria izquierda,Videotoracoscopía más biopsia por congelación,Mediastinoscopía supraesternal,Fibrobroncoscopía,B
¿Cuál es el tipo histopatológico más frecuente de tumor maligno traqueal?,Carcinoma epidermoide,Carcinoma adenoideo quístico,Sarcoma,Tumor carcinoide,A
"En un paciente que sufre accidente de tránsito con sospecha de lesión traqueo bronquial. ¿Qué procedimiento requiere 
para confirmar el diagnóstico?",Toracoscopía,Mediastinoscopía,Fibrobroncoscopía,Laringoscopía,C
"En el cáncer pulmonar de células no pequeñas, la cirugía de resección pulmonar está indicada en pacientes con:",Compromiso del nervio laríngeo recurrente,Efusión pleural maligna,Tumor limitado al pulmón,Metástasis a distancia,C
"Mujer de 25 años con disnea, dolor torácico y dismenorrea. Examen: FC: 98 X', FR: 28 X', PA: 90/50 mmHg; tórax: 
hiperresonancia y MV abolido en HTI. ¿Cuál es el diagnóstico más probable?",Neumotórax catamenial,Neumotórax espontáneo por bulas,Neumotórax traumático,Efusión pleural izquierda,A
"Según American Heart Association, la clasificación de las fases de la insuficiencia crónica, el alto riesgo de insuficiencia 
cardiaca corresponde a la fase:",D,B,A,C,C
¿Cuál es el método de elección para el diagnóstico de coartación de aorta en pediatría?,Angio TC,Ecocardiografía,Angio RMN,Radiografía de tórax,B
La enfermedad pulmonar obstructiva crónica incluye enfisema...,bronquitis crónica y enfermedad de vías respiratorias pequeñas.,asma bronquial y bronquiectasia.,enfermedad de vías respiratorias pequeñas y asma bronquial.,fibrosis pulmonar y neumonía.,A
¿Cuál es el tratamiento inicial del síndrome de la abertura torácica superior?,Desinserción del músculo escaleno y medio,Desinserción del pectoral menor,Resección de la primera costilla,Médico y fisioterapia,D
En el estudio de ecocardiografía de un niño. ¿Cuál es el mejor plano para evaluar derrame pericárdico?,Subcostal eje largo,Apical,Paraesternal,Supraesternal,A
¿Qué estructura se evalúa mejor con la ecocardiografía transesofágica?,Ventrículo derecho,Raíz de la aorta,Arteria pulmonar,Vena cava inferior,B
El método diagnóstico en disección aórtica aguda que tiene una sensibilidad y especificidad cercana al 98% es:,Ecografía,Tomografía,Radiografía,Resonancia,B
¿Qué examen evalúa el grado de obstrucción y progresión de la estenosis aórtica?,Cateterismo cardiaco,EKG,Fracción de eyección ventricular,Ecocardiografía,D
¿Cuál es el procedimiento quirúrgico inicial que se debe realizar en pacientes con derrame pleural maligno masivo?,Toracocentesis evacuadora,Video toracoscopía,Pleurodesis,Drenaje pleural,D
"En una Rx de tórax se evidencia un nódulo periférico de densidad homogénea con bordes convexos y nítidos en dirección 
al pulmón, los márgenes superiores e inferiores forman un ángulo obtuso mayor de 90 grados en relación a la pared 
torácica. ¿A qué signo radiológico corresponde?",Silueta,Intrapulmonar,Cervicotorácico,Extrapulmonar,D
La hernia diafragmática congénita se localiza con mayor frecuencia en la región…,retroesternal izquierda.,pósterolateral derecha.,retroesternal derecha.,pósterolateral izquierda.,D
"Varón de 30 años que ingresa por herida por PAF en tórax. Examen: matidez y MV disminuido en 2/3 inferiores HTI. Rx 
tórax: radiopacidad pulmonar izquierda. Drenaje intercostal izquierdo: 1000 ml liquido lechoso; estudio de líquido: linfocitos 
5000/ml y triglicéridos mayor a 110 mg/dl. ¿Cuál es el diagnóstico?",Empiema torácico izquierdo,Absceso pulmonar,Quilotórax,Hemotórax retenido,C
¿En qué tipo de endocarditis se pueden ver los cuerpos hematoxilínicos de Gross?,Libman - Sacks,Valvulitis reumática,Trombótica no reumática,Bacteriana subaguda,A
"Varón de 44 años, consulta por hemoptisis recurrente. Antecedente: TB pulmonar a los 22 años con esquema de 
tratamiento completo. TC: lesión cavitaria de 4 cm diámetro con contenido heterogéneo en región apical del lóbulo superior 
derecho. ¿Cuál es su diagnóstico?",Bronquiectasia,Histoplasmosis pulmonar,Coccidiomicosis,Aspergiloma pulmonar,D
"Mujer de 38 años, presenta disnea durante el ejercicio de forma gradual. Examen: PA: 120/70 mmHg; monitoreo 
hemodinámico: presión de aurícula izquierda aumentada, onda v variable. Ecocardiograma: VI muy aumentado, AI 
aumentada. ¿Cuál es la patología?",Estenosis mitral aguda descompensada,Insuficiencia mitral crónica descompensada,Insuficiencia aórtica aguda compensada,Estenosis aórtica crónica compensada,B
"Mujer 58 años que desde hace dos meses presenta disnea y estridor. Antecedente: COVID severo hace 2 años con 
traqueostomía. Fibrotraqueobroncoscopía: estenosis del 60% de la luz traqueal. ¿Cuál es la conducta a seguir?",Dilatación traqueal,Resección cricoides anterior,Endoprótesis laringeotraqueal,Resección y anastomosis T-T,D
¿Cuál es la indicación de la toracotomía de reanimación en lesiones torácicas?,Traumatismo torácico contuso,Respiración espontánea,Soporte quirúrgico necesario,Traumatismo torácico penetrantes,C
"Varón de 24 años, que ha recibido una agresión con arma blanca en el hemitórax derecho, se aprecia una herida soplante 
de aproximadamente 4 cm de largo en el tercer espacio intercostal derecho, por fuera de línea media clavicular. ¿Cuál es 
la presunción diagnóstica?",Neumotórax espontáneo,Neumotórax abierto,Neumotórax a tensión,Hemoneumotórax,B
"Varón de 60 años, portador de patología cardiaca; la macroscopía muestra corazón agrandado y aumento de peso, con 
aspecto globular, el endocardio está engrosado y presencia de trombos murales en los ventrículos. AP revela cambios 
inespecíficos y variables, algunas fibras hipertróficas y otras atróficas. ¿Cuál es el diagnóstico más probable?",Miocardiopatía hipertrófica idiopática,Fibrosis endomiocárdica,Miocardiopatía dilatada idiopática,Endocarditis de Loeffer,C
¿Dónde se localiza el ganglio estrellado para ubicar la cadena simpática dorsal?,Debajo de la primera costilla,Entre la segunda y tercera costilla,Entre la quinta y sexta costilla,En cualquiera de las últimas cuatro costillas,A
"La mediastinoscopía se utiliza en el estadiaje del cáncer pulmonar para confirmar o excluir metástasis de los ganglios 
mediastinales. Es una complicación mayor:",Perforación esofágica,Bradicardia refleja,Neumotórax,Infección de la herida,A
"Mujer de 18 años, disneica, con debilidad general significativa, tos, dolor torácico y ptosis palpebral. Examen: normal. TC: 
opacidad en mediastino anterosuperior. Laboratorio: anticuerpos contra receptores de acetilcolina a pesar de tener 
tratamiento con inhibidores de la colinesterasa. ¿Cuál es la conducta a seguir?",Plasmaféresis y timectomía,Timectomía,Continuar con inhibidores de la colinestenerasa,Plasmaféresis e inhibidores de la colistenerasa,A
"Varón de 47 años con antecedente de infarto miocárdico agudo, se describe en el área infartada zonas de color amarillo 
tostado blanda, con bordes de color rojo parduzco deprimido. ¿A cuántos días de transcurrido el infarto corresponde?",10 - 14,3 - 7,7 - 10,14 - 30,C
"Varón de 68 años, antecedente de cardiopatía severa no descompensada, ingresa a SOP para una Apendicectomía. 
¿Cuál es la clasificación ASA de acuerdo al estado físico?",V,VI,I,III,D
¿Qué cambios ocurre en las válvulas aórticas durante el envejecimiento cardiaco?,Calcificación en el anillo de la válvula mitral,Tortuosidad,Fragmentación elástica y acumulación de colágeno,Atrofia parda,A
"Los pacientes con enfisema distribuido de manera difusa en la CT o capacidad de difusión del pulmón para monóxido de 
carbono (DLCO) <20% de lo predicho, tienen mortalidad aumentada después de la cirugía de reducción de volumen. 
¿Qué otro parámetro nos sugiere lo mismo?",FEV1 <20% de lo predicho,DLCO >20% de lo predicho,FEV1 >20% de lo predicho,Enfisema mayormente distribuido en lóbulos superiores,A
¿Cuál es el tipo histológico más común del cáncer de esófago?,Carcinoma de células escamosas,Carcinoma microcítico,Adenocarcinoma,Sarcoma,C
"Varón de 32 años, que sufre accidente de tránsito, presenta cianosis, enfisema subcutáneo cervical, hemoptisis y 
neumotórax, por lo que le colocan drenaje torácico que presenta burbujeo constante sin expansión pulmonar. ¿Cuál es 
la principal sospecha diagnóstica?",Lesión traqueo bronquial,Lesión parenquimal,Ruptura de bulas enfisematosas,Neumopericardio,A
"Varón 55 años hospitalizado por infarto de miocardio. Al día siguiente de su ingreso presenta hipotensión, congestión 
pulmonar y la aparición de soplo sistólico paraesternal izquierdo. ¿Cuál es el diagnóstico más probable?",Ruptura músculo papilar,Ruptura pared libre,Comunicación interventricular,Aneurisma ventricular izquierdo,C
"¿Cuál es el procedimiento quirúrgico a seguir en pacientes con empiema crónico, en quienes a pesar del drenaje pleural 
no se produce reexpansión pulmonar?",Decorticación pulmonar,Lavados pleurales,Videotoracoscopía,Presión negativa en el drenaje pleural,A
"Mujer de 35 años que ingresa por disnea y tos. Antecedente: hace 1 año transplante pulmonar bilateral. Prueba de función 
pulmonar: VEF1 severamente disminuido. ¿Cuál es la causa más probable del rechazo crónico?",Neumonía bacteriana,Bronquiolitis obliterante,Estenosis bronquial,Hemorragia postoperatoria,B
"Varón de 40 años que refiere disfagia progresiva, dolor retroesternal, pérdida de peso y anemia. Antecedente: reflujo 
gastroesofágico diagnosticado por endoscopia hace cinco años. ¿Cuál es el diagnóstico más probable?",Cáncer de esófago,Hernia hiatal,Acalasia,Cáncer de estómago,A
¿Cuál es el tratamiento quirúrgico indicado en enfisema buloso?,Lobectomía,Neumonectomía,Segmentectomía,Reducción del volumen pulmonar,D
"En el transplante pulmonar, el pulmón donante debe...",tener antígenos HLA inaceptables.,transmitir enfermedades como la hepatitis B o C.,ser de tamaño incompatible.,ser ABO compatible con los del receptor.,D
"En la evaluación preanestésica de una cirugía cardiaca, la presencia de un soplo localizado en segundo espacio 
paresternal derecho, de temporalidad mesosistólico está relacionado a...",estenosis mitral.,insuficiencia mitral.,miocardiopatía hipertrófica.,estenosis aórtica.,D
"Varón de 23 años, que en forma brusca presenta disnea y dolor torácico. Examen: PA :110/90 mmHg, FC: 110 X', FR: 26 
X'; tórax: vibraciones vocales disminuidas, percusión timpanismo y MV abolido en HTI; Rx: colapso pulmonar izquierdo 
de 40%. ¿Cuál es la conducta a seguir?",Punción con catéter,Ventilación asistida,Cobertura antibiótica,Drenaje torácico,D
"En las enfermedades congénitas del corazón. ¿Cuál es la lesión causante de derivación derecha - izquierda con 
disminución del flujo sanguíneo pulmonar?",Tronco arterioso,Transposición de los grandes vasos,Tetralogía de Fallot,Coartación de la aorta,C
"Mujer de 50 años, sometida a cirugía de recambio valvular aórtico con circulación extracorpórea (CEC); al salir de CEC, 
paciente presenta: bradicardia, bloqueo cardiaco completo y asistolia. ¿Cuál es la medida a seguir?",Utilizar cables de estimulación epicárdica temporales,Iniciar diltiazem y digoxina,Iniciar betabloqueante de acción larga,Reingresar a CEC,A
¿Cuál es el tipo histológico de cáncer pulmonar más frecuente?,Carcinoma neuroendocrino de células grandes,Carcinoma de células pequeñas,Adenocarcinoma,Carcinoma epidermoide,C
"Varón de 25 años con dolor torácico, súbito, moderada intensidad. Examen: FC: 100 X', FR: 24 X', PA: 70/50 mmHg; 
ingurgitación yugular; tórax: VV y MV abolidos, timpanismo en HTI. ¿Cuál es la conducta a seguir?",Descompresión inmediata con un catéter,Toracotomía mínima de drenaje intercostal,Toracotomía exploratoria,Rx tórax frontal y lateral,A
Existe predominio de nódulos pulmonares en el lóbulo inferior cuando está asociado a:,Sarcoidosis,Neoplasia metastásica,Tuberculosis miliar,Bronquiolitis respiratoria,B
"Paciente que sufre accidente de tránsito, con drenaje torácico con fuga de aire continua y con lesión tráqueobronquial. 
¿Cuál es el procedimiento a seguir?",Toracoscopía,Toracotomía de emergencia,Realizar aspiración continua por el drenaje,Colocación de un segundo drenaje,B
"Varón de 20 años con dolor torácico, súbito, moderada intensidad. Examen: FC: 100 X’, FR: 24 X’, P.",Taponamiento cardíaco,Infarto miocardio,Neumotórax a tensión,Neumonía basal izquierda,C
"Mujer de 58 años, con tumoración de 3 cm de diámetro en LSI, dolor torácico, tos, y pérdida de peso. Fibrobroncoscopía: 
no invasión del bronquio lobar. Linfoadenopatías subaórticas y subcarinales. ¿Cuál es el estadío TNM?",IIB,IIIB,IIA,IIIA,D
Las lesiones malignas del tercio distal de tráquea se abordan por:,Toracotomía izquierda,Incisión cervical,Toracotomía derecha,Toracotomía axilar,C
"Mujer de 28 años, que ha recibido una agresión con arma blanca en el hemitórax derecho, se aprecia una herida soplante 
de aproximadamente 4 cm de largo en el tercer espacio intercostal derecho por fuera de línea media clavicular. ¿Cuál es 
procedimiento de manejo inicial?",Toracocentesis y drenaje torácico,Apósito oclusivo cerrado en tres lados,Toracoscopía videoasistida,Toracotomía exploradora,B
"Varón de 60 años, que ingresa con tos, disnea, dolor y hemoptisis. TC: nódulo de 1.8 cm localizado periféricamente en 
LSD. Biopsia: cáncer pulmonar de células no pequeñas. ¿Cuál es la conducta a seguir?",Segmentectomía,Lobectomía más disección ganglionar,Neumonectomía,Quimioterapia neoadyuvante,B
¿Cuál es la causa más común del neumotórax espontáneo primario?,Enfermedad quística pulmonar,Ruptura ampolla subpleural apical,Neoplasia maligna pulmón,Enfisema pulmonar,B
¿Cuál es la hernia hiatal más común?,Deslizante,Paraesofágica,Frenoesofágica,Posterolateral,A
¿Cuál es la complicación más común en neonatos prematuros con ligadura del ductus arterioso persistente?,Neumotórax,Parálisis unilateral cuerdas vocales,Quilotórax,Hemotórax,B
¿Qué procedimiento se debe realizar para evitar la recidiva del derrame pleural maligno?,Drenaje pleural,Toracoscopía,Toracocentesis,Pleurodesis,D
"Varón de 65 años, con fracción de eyección de ventrículo izquierdo: 35%; sometido a cirugía oftalmológica, durante la 
intervención quirúrgica, presenta: presión intraocular alta. Se administra: manitol 300 ml. ¿Cuál es la complicación que 
podría presentar el paciente?",Hipertensión arterial,Paro respiratorio,Insuficiencia cardiaca,Broncoespasmo crónico,C
En TC. ¿Cuál es la manifestación más frecuente de lesión del esófago torácico?,Neumomediastino,Derrame pleural,Enfisema subcutáneo,Extravasación del contraste oral,B
"Mujer de 47 años, acude con un tiempo de enfermedad de 12 meses con dolor torácico izquierdo, disnea a medianos 
esfuerzos y tos. TC tórax: masa ovoidea de 8 x 6 cm localizada en lóbulo superior izquierdo. Biopsia pleural percutánea 
no fue concluyente. ¿Cuál es el siguiente paso a seguir?",Resección quirúrgica,Radioterapia,Quimioterapia,Fibrobroncoscopía,A
¿Cuál es el procedimiento diagnóstico con mayor sensibilidad en el derrame pleural maligno?,Drenaje pleural,Toracocentesis,Toracoscopía,Biopsia pleural,C
"Varón de 28 años, que ingresa por derrame pleural a quien se le realiza toracocentesis a quien se le extrae líquido de 
aspecto quiloso, turbio y denso. ¿Cuál es la conducta inicial a seguir?","Cultivo, antibiograma y tratamiento antibiótico",Toracocentesis evacuadora,Drenaje Pleural,"Toracocentesis evacuadora, cultivo y antibiograma",C
¿Qué patología tiene la mayor posibilidad de requerir transplante cardiaco?,Pericarditis constrictiva,Cardiomiopatía dilatada,Cardiopatía valvular,Puente intramiocárdico,B
¿Cuál es el cambio fisiopatológico asociado a estenosis mitral?,Aumento de la precarga del VI,Aumento de la frecuencia cardiaca,Aumento de la resistencia vascular periférica,Resistencia vascular sistémica aumentada,A
"Varón de 55 años hace 1 año transplante cardiaco, que ingresa con signos de falla cardíaca. Biopsia endomiocárdica: 
vasculopatía coronaria. ¿Cuál es el tratamiento definitivo?",Retransplante cardíaco,Angioplastia coronaria más stent,Administrar bloqueadores canales de calcio,Administrar estatinas,A
"Varón de 39 años que sufre herida por PAF en HTD. Se le colocó un dren torácico con débito de 2000 cc de líquido pleural 
hemático. ¿Cuál es la conducta a seguir?",Toracotomía anterior exploratoria,Esternotomía media,Toracotomía axilar,Toracotomía posterolateral,A
"Varón de 24 años con absceso pulmonar de 5 cm de diámetro en lóbulo inferior derecho, con dos semanas de tratamiento 
antibiótico, que presenta hemoptisis masiva. ¿Cuál es la conducta a seguir?",Drenaje torácico,Cultivo y antibiograma,Drenaje postural,Lobectomía,D
La supervivencia de los pacientes con EPOC mejoran con:,Uso de broncodilatadores,Uso de corticoides,Uso de antibióticos,Cese del tabaquismo,D
En el traumatismo torácico grave que requiere toracotomía de reanimación. ¿Cuál tiene mayor supervivencia?,Contusos,Politraumatizado,Tórax inestable,Penetrante,D
"Varón de 33 años, ingresa por cuadro de disnea y dolor abdominal. Antecedente: accidente de tránsito hace dos meses. 
Examen: FC: 100 X', FR: 32 X', PA: 110/70 mmHg; RHA presentes en dos tercios inferiores HTI. ¿Cuál es el diagnóstico 
más probable?",Eventración diafragmática,Hemotórax traumático,Hernia diafragmática,Neumotórax traumático,C
"La revascularización quirúrgica de la DA con la arteria mamaria interna izquierda más revascularización percutánea de la 
arteria circunfleja y la zona de la arteria coronaria derecha se refiere a la revascularización...",percutánea.,hibrida.,quirúrgica.,mixta.,B
"Varón 18 años que refiere crecimiento progresivo de masa en región anterior pared torácica derecha, no doloroso. 
¿Qué estudio permite definir mejor la afectación de partes blandas, nervios y extensión medular?",Tomografía,Ecografía partes blandas,Resonancia magnética,PET/CT,C
¿Cuál es la indicación principal del tratamiento quirúrgico de las bronquiectasias?,Bronquiectasias bilaterales,Hemoptisis masiva,Aspergilosis broncopulmonar,Broncorrea abundante,B
¿Cuál es el método diagnóstico de elección ante la sospecha de tromboembolismo pulmonar?,Ecografía,Angiotomografía,Angioresonancia,PET/CT,B
"En el compartimento posterior del mediastino, el tumor neurógeno más frecuente en niños es:",Schwannoma,Ganglioneuroma,Neurofibroma,Neurilemomas,B
