questions,option_A,option_B,option_C,option_D,correct_answer
"Mujer de 45 años, desde hace un año presenta cansancio, intolerancia al frio, mucho sueño y aumento de peso. Examen: 
PA: 90/60 mmHg, FC: 52 X’, FR: 20 X’, T°: 36.2 °C, peso: 92 Kg, talla: 1.52 m; piel áspera y seca, voz ronca, macroglosia, 
reflejo aquileo enlentecido, aparato respiratorio y cardiovascular normales. ¿Qué examen le solicito para confirmar el 
diagnóstico?",TSH y T4 Libre,Ecografía tiroidea,TSH y T3,T3 y T4,A
"Mujer de 35 años acude por anorexia, constipación, luego se agrega náusea, vómitos y somnolencia. Antecedente de 
mieloma múltiple. Examen: PA: 100/60 mmHg, FC: 90 X', FR: 20 X', T: 36°C. Examen: deshidratada; neurológico: 
somnolienta. Laboratorio: calcio: 16 mg/dl. ¿Cuál es el tratamiento inicial?",Hidratación,Calcitonina,Furosemida,Pamidronato,A
En un neonato a término. ¿Cuál es el nivel máximo que puede alcanzar la ictericia para considerarla fisiológica?,Abdomen,Piernas,Cuello,Cara,A
"Mujer de 54 años, obesa, presenta hiperpigmentación parduzca con hiperqueratosis, plegamiento y engrosamiento 
aterciopelado de la piel en los pliegues del cuello y axilas; no otros síntomas. ¿Cuál es el mecanismo fisiopatológico más 
probable?",Lipólisis incrementada,Cetogénesis,Resistencia a la insulina,Gluconeogénesis,C
"Es una enfermedad que genéticamente, se encuentra ligada al cromosoma X, que se caracteriza porque que conduce a 
hemorragias que no se controlan espontáneamente tras lesiones o heridas cutáneas, intervenciones quirúrgicas o 
extracciones dentales. ¿El déficit de que factor produce esta patología?",I,VIII,XI,IX,B
"Varón de 34 años, procedente de Huancayo, acude por cefalea desde hace 8 meses y bruscamente presenta una 
convulsión tónico clónica generalizada. Examen: neurológicamente normal, fondo de ojo normal. Tomografía cerebral: 
múltiples quistes localizados en la corteza cerebral y en los ganglios basales, algunas calcificadas. ¿Cuál es el tratamiento 
de primera elección?",Mebendazol,Ivermectina,Albendazol,Tiabendazol,C
"De acuerdo con la fisiopatología de la enfermedad, ésta se caracteriza por presentar manifestaciones hemorrágicas, 
evidencia de extravasación plasmática y recuento plaquetario <100000/µl. El paciente puede o no provenir de zona 
endémica y dentro de los síntomas cursa con artralgias. ¿Cuál es la enfermedad probable?",Paludismo,Fiebre amarilla,Chikungunya,Dengue,D
"Varón de 65 años, hospitalizado desde hace 3 días por infarto agudo de miocardio de cara inferior; en forma sostenida 
empieza a presentar hipotensión y disnea. Examen: 80/60 mmHg, FC: 102 X´, escasos crépitos en bases de AHT. EKG: 
sin cambios en relación a la inicial. ¿Cuál es el examen más adecuado para confirmar el diagnóstico?",Coronariografía,Ecodoppler cardiaco,Gammagrafía cardiaca,Ecocardiografía,D
"Neonato es traído a su primer control y se recibe resultado de tamizaje confirmando que padece de fenilcetonuria. ¿Qué 
tipo de dieta es la recomendada?",Lactancia materna exclusiva más fórmulas con abundante fenilalanina,Fórmulas libre de fenilalanina,Fórmulas lácteas maternizadas,Lactancia materna más fórmulas con poco o nada de fenilalanina,D
"Mujer de 70 años, presenta dolor precordial, disnea y palpitaciones. Antecedente: falla cardiaca e hipertensión arterial. 
Examen: PA: 100/60 mmHg, FC: 102 X', FR: 20 X', T:37°C. EKG: fibrilación auricular con frecuencia ventricular controlada. 
Paciente tiene indicación de anticoagulación, para valorar el riesgo de sangrado. ¿Qué score debe valorarse?",HAS-BLED,EHRA,CHA2DS2 VASc,TIMI,A
"Varón de 14 años, presenta lesiones acneiformes, nodulares extensas, comedones, numerosas pápulas, pústulas 
y abscesos en espalda, tórax, brazos y glúteos. Laboratorio: cultivo de las lesiones estafilococo coagulasa positivo. No 
responde al tratamiento convencional. ¿Qué tratamiento recomendaría como más eficaz?",Isotretinoína,Eritromicina,Tretinoína tópica,Peróxido de Benzoilo,A
Gestación con índice de líquido amniótico (I.L.,uropatía obstructiva fetal.,diabetes materna.,síndrome de Potter.,insuficiencia placentaria.,B
"Madre cuyo primer hijo tiene diagnóstico de anemia falciforme y acude a consulta a preguntar si su hija de 1 año también 
es portadora de la misma enfermedad. ¿Qué examen solicita?",Aspirado de médula ósea para detectar Hb fetal,Electroforesis de hemoglobina para detectar Hb S,Hemograma para visualizar hematies en forma de semiluna,Test de stress del eritrocito para evidenciar alteración de membrana,B
"Varón de 3 años, traído a consulta por presentar epistaxis en tres oportunidades y equímosis en MMII. Antecedente: 
infección respiratoria viral tratada con antihistamínicos hace tres semanas. Examen: pálido, petequias y equímosis en 
MMII, algunas petequias en cara. Laboratorio: leucocitos 7500/µl, neutrófilos 70%, linfocitos 25%, Hb: 9.5 g/dl, plaquetas: 
30000/µl. Prueba de Coombs (-). ¿Cuál es el diagnóstico más probable?",Purpura trombótica trombocitopénica,Trombocitopenia inmune primaria,Trombocitopenia inducida por fármacos,Sindrome de Wiskott-Aldrich,B
"Varón de 39 años, obeso, politraumatizado con nutrición parenteral total prolongada que subitamente, presenta dolor 
cólico abdominal en hipocondrio derecho. Examen: T°: 38.5 °C, Murphy positivo. Laboratorio: amilasa y 
transaminasas normales, leucocitos: 14000/µl. Ecografía abdominal: vesícula biliar agrandada con hipertrofia de músculo 
vesicular y líquido pericolecístico. ¿Cuál es el tipo de colecistitis de mayor probabilidad?",Litiásica,En porcelana,Alitiásica,Enfisematosa,C
"En niños sin antecedente patológico. ¿Cuál es el hallazgo más frecuente a nivel ocular que induce a pensar en maltrato 
infantil?",Desprendimiento de retina,Hemorragia retiniana,Laceración palpebral,Luxación del cristalino,B
¿Cuál de las siguientes es una complicación obstétrica asociada a la diabetes pregestacional?,Muerte fetal intrauterina,RCIU,Oligohidramnios,Parto postérmino,A
"Varón de 35 años, presenta ""dolor de garganta y de pecho"", epigastralgia y pirosis, provocándole tos. Según la fisiología 
de la deglución. ¿Cuál es el proceso afectado?",Deglución primaria,Inhibición de la deglución,Peristalsis secundaria,Deglución secundaria,B
"Lactante de 2 años que presenta diarrea crónica y lesiones en región perineal. Examen: alopecía, discreto edema facial, 
marcado eritema y zonas esfaceladas en región perineal. Laboratorio: fosfatasa alcalina: cero. ¿Cuál es el diagnóstico 
más probable?",Diatesis cutánea,Déficit de zinc,Eccema atópico,Candidiasis sistémica,B
"Mujer de 52 años, asintomática, que desde hace 3 años presenta las transaminasas ligeramente elevadas no mayor 
de 100 Ul/ml; no bebe alcohol, no toma medicamentos de forma habitual. Examen: PA: 110/70 mmHg, FC: 72 X’, FR: 18 
X’, peso: 92 Kg, talla: 1.50 m. Laboratorio: marcadores de virus de hepatitis B y C son negativos, TGO 82 Ul/ml y TGP 
96 UI/ml; anticuerpos antinucleares 1/80 y anti-músculo liso 1/160. ¿Cuál es el examen que confirma el diagnóstico?",TAC hepática,Biopsia hepática,Gammagrafía hepática,Ecografía hepática,B
"Niño de 4 años, portador de válvula ventrículo peritoneal por hidrocefalia y mielomeningocele, con vejiga neurogénica y 
paraparesia de MMII, presenta infecciones urinarias a repetición. ¿Cuál es la intervención quirúrgica a considerar para 
evitar infecciones recurrentes?",Reimplante ureteral,Nefrostomía,Vesicostomía cutánea,Recambio valvular,C
"Niño de 2 años es traído por cuadro que inició con rinorrea, inyección conjuntival, fotofobia, fiebre de 39°C y tos seca 
exigente; se añade una erupción máculo papular rojiza en tórax, extremidades hasta planta de pies. 
Antecedente:  procesos infecciosos a repetición, lo cual ha postergado el cumplimiento de programa de inmunizaciones. 
¿Cuál es el diagnostico probable?",Sarampión,Eritema infeccioso,Exantema súbito,Rubéola,A
"Mujer de 58 años con IMC 38; al llegar a Lima procedente de Tumbes por vía terrestre, presenta en forma brusca disnea 
con taquipnea, dolor pleurítico, hemoptisis, edema y dolor en miembro inferior derecho. Examen: PA: 80/40 mmHg, FC 
118X', FR 30 X', afebril, SatO2 88%, ECG: onda T negativa, bloqueo de rama derecha. ¿Cuál es el diagnóstico?",Infarto ventricular izquierdo,Infarto ventricular derecho,Tromboembolia pulmonar,Edema agudo de pulmón,C
"Varón de 18 años bailarín refiere que hace 2 horas después de finalizar su actuación, presenta dolor agudo en el escroto 
derecho.  Examen: PA: 140/70 mmHg, FR: 20 X’, FC: 80 X´; hinchazón, asimetría escrotal dolorosa con testículo en 
posición alta con pérdida del reflejo cremastérico. ¿Cuál es el diagnóstico más probable?",Torsión testicular,Trauma testicular,Orcoepididimitis aguda,Hernia encarcelada,A
El DIU pertenece al grupo de anticonceptivos LARCS. ¿Cuál es su eficacia en porcentaje para evitar el embarazo?,90,99,80,95,B
"Mujer de 42 años, acude al control prenatal con una ecografía temprana del primer trimestre que ratifica su edad 
gestacional actual de 32 semanas. Examen: FC: 68 X', FR: 20 X', T°: 37 °C, PA: 110/70 mmHg, AU: 24 cm, LF: 138 X’, 
DU: ausente. ¿Cuál es el procedimiento diagnóstico indicado?",Doppler de arteria umbilical,Test estresante,Test no estresante,Perfil biofísico fetal,A
¿Cuál es la complicación más frecuente asociada a diabetes gestacional?,Preeclampsia,Parto pretérmino,Malformaciones fetales,Distocia de presentación,A
"Varón de 36 años, en biopsia gástrica se encuentra Helicobacter pylori, recibe tratamiento con omeprazol, metronidazol, 
amoxicilina y sub-salicilato de bismuto; al décimo día de tratamiento después de ingesta de alcohol, presenta nausea y 
vómitos. ¿Cuál es el medicamento causante de este efecto?",Omeprazol,Sub-salicilato de bismuto,Metronidazol,Amoxicilina,C
"Niño de 6 años, con antecedente de asma y rinitis alérgica, uso de inhaladores y antihistamínicos. Ingresa a emergencia 
por cuadro obstructivo bronquial severo, manejado con hidrocortisona parenteral y nebulización con salbutamol y bromuro 
de ipratropio. Laboratorio: leucocitos: 18000/µl, glucosa: 200 mg/dl, sedimento de orina: glucosa (++). ¿Cuál es el fármaco 
que produce estos resultados?",Ipratropio,Salbutamol,Corticoides,Antihistamínicos,C
"Preescolar de 2 años es traído por pobre ganancia pondo estatural. Examen: pulso periférico amplio; impulso ventricular 
amplio, ruidos cardiacos fuera de la línea media clavicular y soplo sistodiastólico III/VI continuo, máxima intensidad al final 
de la sístole. ¿Cuál es el diagnóstico más probable?",Comunicación interventricular,Retorno venoso pulmonar anómalo,Persistencia de conducto arterioso,Comunicación interauricular,C
"Varón de 55 años con insuficiencia renal crónica en programa de hemodiálisis, hepatitis C y cirrosis. Desde hace 2 días 
aumenta el perímetro abdominal con dolor abdominal difuso. Examen: PA: 110/70 mmHg, FC: 72 X’, FR: 18 X’, T°: 38 
°C. Abdomen distendido y doloroso a la palpación. Paracentesis: leucocitos 950/µl, con 80% de polimorfonucleares y 
proteínas 0.6 g/dl. ¿Cuál es la medida terapéutica de elección?",Metronidazol,Amikacina,Ceftriaxona,Ciprofloxacino,C
"Para confirmar el diagnóstico de sífilis en una paciente con prueba no treponémica reactiva, que se sospecha sea un 
resultado falso positivo. ¿Cuál es la prueba que debe utilizarse?",VDRL,KLINE,FTA-ABS,RPR,C
"Mujer de 51 años, refiere desde hace 3 años incontinencia urinaria al toser y estornudar que se ha ido incrementando. 
Antecedentes: G2P2002, partos eutócicos. Examen: FC: 60X', T°: 36.8 °C, PA: 120/80 mmHg. Ginecológico: G. Ext. de 
multípara, Q-Tip test uretral con movilidad mayor de 30°, maniobra de Valsalva: pérdida de regular cantidad de orina, 
vagina hipotrófica, útero y anexos normales. ¿Cuál es el tratamiento quirúrgico adecuado?",Operación de  Burch,Kelly - Kennedy,Sling suburetral TOT,Marshall-Marchetti-Krantz,C
En la etiología de la candidiasis vulvo vaginal. ¿Cuál es la candida más frecuente?,glabatra,kruzei,albicans,tropicalis,C
"Gestante de 39 años, que a las 12 semanas se le realiza estudio ecográfico. Se encuentra una translucencia nucal 
engrosada para la edad gestacional. ¿Cuál es la aneuploidía que tiene mayor riesgo de presentar este feto?",Trisomía 13,Monosomía X,Trisomía 18,Trisomía 21,D
"Varón de 37 años, acude por presentar disnea, hemoptisis. Antecedente: hace 5 meses arritmia cardíaca. Rx. de tórax: 
congestión pulmonar; test de esfuerzo: genera arritmias y signos de isquemia miocárdica. ¿Cuál es el mecanismo 
fisiológico alterado?",Disminución del llenado ventricular derecho,Aumento de resistencia pulmonar,Disminución de la gradiente de presión atrioventricular,Disminución del llenado ventricular izquierdo,D
"Niño de 12 años con dificultad respiratoria y alza térmica desde hace 6 días. Examen: FC: 120 X', FR: 38 X', SatO2: 94%, 
luce tóxico, lesión eritematosa con secreción amarillenta escasa en pierna derecha; tórax: crepitantes y matidez en 
HTD. ¿Cuál es el agente etiológico?",Clostridium tetani,Pseudomonas  aeruginosa,Klebsiella pneumoniae,Staphilococcus aureus,D
"Frente al incremento de casos de Síndrome de Guillain Barré, el jefe de epidemiologia elabora y presenta a la Direccion 
General el plan de contingencia. Actualmente el plan está siendo evaluado por la Oficina de Planeamiento Estratégico. 
¿En qué etapa de la planificación se encuentra este documento técnico?",Discusión y aprobación,Formulación,Diagnóstico,Ejecución y evaluación,A
"Mujer de 30 años cae por escaleras y presenta pérdida parcial del movimiento voluntario en el lado derecho del cuerpo, 
pérdida de la sensación de dolor y temperatura en el lado izquierdo, por debajo de la región subclavicular. Es probable 
que tenga hemisección medular a nivel de médula espinal en región:",Torácica superior derecha,Torácica superior izquierda,Región lumbar derecha,Región lumbar izquierda,A
"¿En qué etapa del abordaje integrado de las nuevas funciones esenciales de la salud pública apropiadas para la Región 
de las Américas, se ubica la activación del comité intersectorial de salud para el control del dengue?",Asignación de recursos,Evaluación,Desarrollo de políticas,Acceso,D
"Lactante de 11 meses que presenta regresión del desarrollo, espasmos epilépticos y un trazado en el EEG de 
hipsarritmia. ¿Cuál es el diagnóstico probable?",Epilepsia mioclónica progresiva,Sindrome de Lennox-Gastaut,Sindrome de West,Sindrome de Landau-Kleffner,C
"Varón de 12 años, nadador, refiere hace una semana presentó prurito y luego dolor moderado en oído izquierdo, en la 
actualidad persiste prurito intenso. ¿Cuál es el diagnóstico probable?",Otitis media crónica,Otitis externa,Perforación tímpano,Otitis media aguda,B
"Mujer de 73 años, quien acude por presentar fatigabilidad. Examen: ingurgitación yugular, hepatomegalia, ascitis, derrame 
pleural, edema periférico en ambos maleolos. ¿Cuál es su diagnóstico?",Insuficiencia cardíaca derecha,Insuficiencia cardiaca izquierda,Estenosis aórtica,Falla multivalvular,A
"Neonato con convulsiones e hidrocefalia. Examen de fondo de ojo: cicatriz corioretinal en AO. Tomografía: calcificaciones 
intracraneales. ¿Cuál es la causa más probable?",Retinopatía del prematuro,Displasia retiniana,Acromatopsia,Toxoplasmosis,D
"Escolar de 6 años, presenta desde hace 5 horas fiebre alta, dolor abdominal intenso, anorexia, vómitos, 
tenesmo, defecación dolorosa y deposiciones acuosas con moco y sangre. Examen: T°: 39 °C, FC: 100 X', FR: 20 X', 
PA: 80/50 mmHg, mucosa oral seca, ojos hundidos, mal estado general, luce tóxico; ruidos cardiacos de baja intensidad, 
llenado capilar >2"". Tratamiento: hidratación endovenosa. ¿Cuál es el agente etiológico probable de la diarrea?",Shigella,Vibrio cholerae,Campylobacter,Escherichia coli,A
"Mujer de 45 años posoperada de fractura de cadera, súbitamente presenta dificultad respiratoria, hipotensión y cianosis. 
Examen: FC: 110 X', FR: 30 X', T: 37 °C, PA: 70/40 mmHg. ¿Qué examen es el indicado para confirmar el diagnóstico?",Angiotomografía,Dímero D,Ecocardiografía,Ecografía doppler,A
"Mujer de 44 años, acude a consulta por presentar llenura precoz, distensión abdominal, estreñimiento y sensación de 
compresión en zona pélvica. Historia familiar de Ca de mama y de ovario. Examen: se palpa tumoración en fosa iliaca 
izquierda dura, fija y dolorosa a la palpación. ¿Qué marcador tumoral es más adecuado a solicitar?",Ca 19-9,AFP,Ca-125,CD30,C
"¿Cuál es el ruido cardiaco que es causado por el flujo turbulento asociado al cierre de las válvulas auriculoventriculares 
en el comienzo de la sístole?",S1,S3,S2,S4,A
"Varón de 57 años con diagnóstico y en tratamiento de insuficiencia cardiaca congestiva post infarto de miocardio. Examen: 
PA: 140/80 mmHg, FC: 90 X´, FR: 16 X´; palidez de piel y mucosas, resto normal. Laboratorio: Hb: 8 g/dl, VCM 67 fl, 
reticulocitos: 1%, ferritina 20 ng/ml, plaquetas: 150000/µl. ¿Cuál es el tratamiento más adecuado de la anemia?",Hierro intravenoso,Sulfato ferroso oral,Hierro intramuscular,Transfusión de sangre total,A
"Mujer de 65 años con diagnóstico de diverticulosis colónica, acude a la emergencia por presentar dolor abdominal intenso 
de aparición brusca, fiebre, náusea y vómitos. Examen: FR: 25 X', FC: 90 X´, T°: 39°C, PA: 140/80 mmHg; abdomen: a 
la palpación dolor con contracción y reacción peritoneal. Laboratorio: leucocitos: 20000/µl. Rx de abdomen: 
neumoperitoneo. ¿Cuál es el diagnóstico más probable?",Diverticulitis no complicada,Diverticulitis complicada,Fístula colovesical,Fístula colovaginal,B
"La autoridad sanitaria de un ámbito territorial presenta la pirámide poblacional de la demanda, evidenciándose un 
importante incremento de la población mayor de 65 años ¿Qué elemento esencial de un sistema de salud basado en 
atención primaria de salud deberá priorizar?",Justicia Social,Recursos humanos apropiados,Orientación a la calidad,Responsabilidad y rendición de cuentas,B
"Mujer de 50 años, politraumatizada, llega a emergencia con dificultad respiratoria. Examen: PA: 80/40 mmHg, FR: 35 X', 
FC: 100 X'; ingurgitación yugular, tráquea desviada al lado derecho y murmullo vesicular ausente en hemitórax izquierdo, 
se palpa enfisema subcutáneo. ¿Cuál es el diagnóstico?",Neumotórax a tensión,Hemotórax,Contusión pulmonar,Neumotórax simple,A
"Mujer de 75 años, sufre caída del segundo piso, trasladada a emergencia inmediatamente con intenso dolor en la pelvis 
derecha. Examen: FR: 20X', FC: 86X', PA: 120/60 mmHg; abdomen ligeramente doloroso, no reacción peritoneal, 
movilización pélvica produce dolor. No se palpa globo vesical y no hay orina por la sonda vesical. Rx de pelvis: fractura 
de rama íleopubiana derecha. ¿Cuál es la lesión que sospecha?",Hematoma retroperitoneal,Lesión del plexo lumbar,Ruptura uretral,Ruptura vesical intraperitoneal,D
"Varón de 36 años, desde hace tres días presenta dorsalgia, hormigueo y debilidad de miembros inferiores. Examen 
neurológico: despierto, lúcido, fuerza muscular disminuida y arreflexia en MMII, sin nivel sensitivo. Punción lumbar: 
leucocitos en 15/µl, proteínas 135 mg/dl. ¿Cuál es el manejo inmediato?",Ceftriaxona,Metilprednisolona,Inmunoglobulina,Metotrexate,C
"Mujer de 33 años, primigesta de 33 semanas, llevada a emergencia por cefalea, acúfenos, epigastralgia, escotomas y 
dolor en hipogastrio. Examen: FC: 88 X', FR: 20 X', T°: 37 °C, PA: 160/115 mmHg. Altura uterina: 28 cm. LF: 150 X'. Se 
indica disminuir la presión arterial. ¿Qué hipotensor es el más adecuado a utilizar en este caso?",Nifedipino,Metildopa,Captopril,Losartán,A
"Mujer de 60 años, multípara que consulta por ictericia de tres días de evolución y fiebre. Antecedente: cólicos biliares a 
repetición. Examen: FR: 24 X', FC: 100 X', T°: 39 °C, PA: 120/60 mmHg; icterica, dolor en hipocondrio derecho, signo de 
Murphy (+). Laboratorio: leucocitosis 16000/µl, bilirrubina total: 5 mg/dl. Ecografía: vesícula biliar con cálculos pequeños, 
pared 3 mm, colédoco dilatado de 8 mm, con cálculo en su interior de 5 mm. ¿Cuál es la conducta a seguir?",Drenaje biliar percutáneo,Laparoscopía,CPRE,Laparotomía,C
"Mujer de 75 años, a la cual se le diagnostica hemorragia oculta en heces. ¿Cuál es el examen más apropiado para 
completar el estudio?",Tomografía,Rx de colon contrastada,Colonoscopía,Cápsula endoscópica,C
"Niño de 3 años, presenta secreción mucopurulenta de un ojo, luego del otro lado, con visión normal, fotofobia 
e hiperemia. ¿Qué tipo de conjuntivitis padece?",Vírica,Membranosa,Bacteriana,Alérgica,C
"Adolescente de 15 años, es traída a emergencia por presentar agitación, confusión, vómitos, sialorrea y dificultad 
respiratoria; padres la encuentran en el piso de su dormitorio. Examen: T°: 37 °C, FC: 70 X', FR: 20 X', SatO2 94%, 
confusa, con sialorrea, abundante sudoración, pupilas mióticas; tórax: roncantes y sibilantes en AHT; abdomen: 
fasciculaciones. ¿Cuál es el diagnóstico probable?",Intoxicación por metanol,Intoxicación por cáusticos,Cuerpo extraño en vía aérea,Intoxicación por órganos fosforados,D
"Varón de 60 años, desde hace 5 meses presenta fiebre intermitente, sudoración profusa durante las noches y prurito 
generalizado; ha disminuido de peso aproximadamente 15 kilos. Examen: se palpan tres adenopatías cervicales de 2.5 
cm de diámetro, no dolorosas, elásticas y se mueven con facilidad. ¿Cuál es el diagnóstico más probable?",Sarcoidosis,Síndrome retroviral,Linfoma de Hodgkin,Mononucleosis infecciosa,C
"En el hipo. ¿Qué músculo es el que se contrae involuntaria y espasmódicamente, provocando inhalaciones súbitas 
interrumpidas por el cierre espasmódico de la glotis?",Subcostales,Serrato inferior,Intercostales internos,Diafragma,D
La mayoría de cánceres de mama se van a presentar en el tejido:,Ductal,Lobulillar,Graso,Conectivo,A
"Recién nacido de tres días, con bajo peso, nacido con polihidramios; es evaluado en emergencia por cursar con tos 
y asfixia, desde la primera alimentación oral. Examen: tos exigente, taquipnea, apnea y cianosis por momentos; 
distensión gástrica. Se coloca SNG. Rx: SNG incurvada a la altura del orificio torácico superior. ¿Cuál es el diagnóstico?",Etenosis hipertrófica de píloro,Reflujo gastroesofágico,Atresia esofágica,Gastrosquisis,C
"Se evalúa el porcentaje de desnutrición crónica en menores de 5 años: un distrito de ingresos económicos bajos presenta 
30% y un distrito de ingresos económicos altos presenta 3%. Esta situación es un ejemplo de:",Acceso universal,Justicia social,Desigualdad social,Inequidad en salud,D
"Varón de 34 años, acude por presentar traumatismo a nivel ocular hace dos semanas, refiere que ve ""destellos de luz, 
que van y vienen"". De acuerdo a su presunción diagnóstica. ¿Cuál es el origen embrionario del nervio que inerva la zona 
afectada?",Telencéfalo,Mielencéfalo,Metencéfalo,Diencéfalo,D
"Mujer de 24 años, con diagnóstico de amigdalitis, acude a centro de salud donde le aplican penicilina clemizol IM, 
presentando de manera inmediata eritema, edema parpebral, disfonía, disnea y estridor. Examen: PA: 70/50 mmHg, 
somnolienta. ¿Qué fármaco le aplicaría de inmediato?",Clembuterol,Epinefrina,Salbutamol,Clorfeniramina,B
"Lima presenta una alta incidencia y prevalencia de tuberculosis pulmonar, sin embargo los casos se concentran en unos 
distritos más que en otros. ¿A qué tipo o modelo de relación causal corresponde este hecho epidemiológico?",Ni suficiente ni necesaria,Necesaria y suficiente,Necesaria pero no suficiente,Suficiente pero no necesaria,C
"Durante la gestación, en el período de formación embrionaria se puede dar lugar a la enfermedad trofoblástica gestacional, 
que se caracteriza por presentar tumores con un grado elevado de malignidad, puede producir metástasis, a través de 
los vasos sanguíneos a varios órganos de la madre; es muy sensible a la quimioterapia y generalmente es posible su 
curación. ¿A qué patología corresponde?",Corangioma,Enfermedad trofoblástica,Mola hidatiforme,Coriocarcinoma gestacional,D
"Adolescente de 15 años que refiere ardor y prurito vulvar con flujo vaginal. Examen: marcado eritema vulvar, escasa 
secreción blanquecina grumosa. ¿En qué agente sospecha?",Gardnerella,Chlamydia,Candida,Trichomonas,C
