questions,option_A,option_B,option_C,option_D,correct_answer
¿Qué inclusiones citoplasmáticas se encuentran en la enfermedad de Parkinson?,Cuerpo de Hirano,Cuerpos de Lewis,Cuerpo de negri,Ovillos neurofibrilares,B
"Varón de la tercera edad que presenta masa tumoral indolora mal delimitada, localizada en la región cervicodorsal, de 
5 cm, se realiza extirpación local. AP: revela sabanas uniformes de tejido colagenizado denso con hendiduras y grietas, 
hipocelular de núcleos pequeños. El patólogo plantea el diagnóstico de fibroma de la nuca y de Gardner. Solicita estudios 
de IHQ para confirmar el diagnóstico. ¿Cuál de las IHQ confirma el diagnóstico?",α-actina,CD34,ß-catenina,S100,C
"¿Cuál es el mediador que se origina a partir del ácido araquidónico, que reduce la inflamación, inhibiendo el reclutamiento 
de leucocitos?",Leucotrieno,Lipoxina,Prostaciclina,Tromboxano,B
"Mujer de 60 años, presenta ampollas de tamaño variable que compromete tórax anterior. AP revela acantolisis; 
inmunofluorescencia muestra anticuerpos contra uniones intercelulares de IgG. ¿Cuál es el diagnóstico más probable?",Dermatitis espongiótica,Herpes,Quemadura,Pénfigo vulgar,D
¿Qué virus se asocia a la leucoencefalopatía multifocal progresiva?,Polioma,HIV,CMV,Histoplasma,A
¿Cuál es el mediador químico que interviene en la adhesión leucocitaria en la inflamación aguda?,Citocinas,FNT,Quimiocinas,Integrinas,D
"Varón de 14 años con antecedentes de faringitis, infección del tracto respiratorio y manifestaciones cardíacas. Examen: 
ventrículo izquierdo blando e inconsistente con algunos focos pálidos en su superficie que contienen los cuerpos de 
Aschoff. AP: nódulos diseminados en el tejido intersticial, especialmente en proximidad de vasos pequeños del miocardio 
y endocardio. ¿Cuál es el diagnóstico más probable?",Miocarditis reumática,Nódulos serosos,Arteritis reumática,Poliarteritis,A
"Varón de 59 años. Macro: masa papilar polipoide en vejiga. AP: patrón mixto tubuloquístico, papilar sólido y difuso, las 
células neoplásicas muestran citoplasma claro y eosinófilo, las papilas con centros hialinizados, algunas células con 
disposición ""en tachuelas"", atipia celular moderada a severa. IHQ: positividad para CK7, CEA y CA125. PAX-8 y AMACR. 
Negatividad para: PSA, RE, RP. ¿Cuál es el diagnóstico más probable?",Adenoma nefrógeno,Adenocarcinoma de células claras,Carcinoma urotelial con citoplasma claro,Carcinoma de células renales,B
"El estudio de una biopsia gástrica revela proliferación neoplásica linfoide con patrón nodular, linfocitos pequeños o 
intermedios con núcleos irregulares, nucleolos poco visibles, cromatina dispersa y citoplasma escaso, ausencia de 
""centros proliferativos"", presencia de histiocitos epitelioides que dan un patrón en ""cielo estrellado"". IHQ positividad para 
CD20, CD5, CD43, y ciclina D1. ¿Cuál es el diagnóstico más probable?",Linfoma MALT,Linfoma de células del manto,Leucemia linfocítica crónica,Linfoma difuso de células B grandes,B
¿Cuál es el tumor compuesto por células parenquimatosas?,Carcinoma epidermoide,Carcinoma broncogénico,Mesotelioma,Liposarcoma,D
"Varón de 21 años, con diagnóstico de linfoma de Hodgkin sub tipo esclerosis nodular que compromete dos regiones de 
ganglios linfáticos al mismo lado del diafragma y localización extralinfática. ¿Cuál es el estadio de la enfermedad?",I,II,III,IV,B
¿Cuál es la presentación clínica más frecuente de la nefropatía IgA?,Síndrome nefrítico,Hematuria recurrente,Síndrome nefrótico,Nefritis lúpica,B
¿Qué factor de crecimiento es eficaz para estimular la angiogenia?,Transformante α,De fibroblastos,Epidérmico,Derivado de plaquetas,B
"Mujer con cefalea persistente. Rx: lesión nodular parasagital en la convexidad cerebral. AP: fragmento de duramadre con 
tumoración blanquecina de 2 cm de diámetro. Histología: fascículos de células fusiformes con depósito de abundante 
colágeno. ¿Cuál es el tipo de meningioma?",Fibroblástico,Meningotelial,Psamomatoso,Atípico,A
"¿Cuál es el indicador más significativo de recidiva de la enfermedad y supervivencia para pacientes sin metástasis a 
distancia en cáncer de mama?",HER2,Grado histológico,Metástasis en ganglios linfáticos,Tipo histológico,C
"Gestante de 32 años. Examen: nódulo mamario de crecimiento rápido, asociado a piel de naranja y necrosis cutánea, los 
hallazgos histológicos revelan hendiduras estromales prominentes en formas de rendijas, revestidas por miofibroblastos, 
los espacios están vacíos o bien contienen únicamente unos pocos eritrocitos. Los estudios de inmunoperoxidasa 
confirman que las células que revisten las hendiduras son miofibroblastos. ¿Cuál es el diagnóstico más probable?",Angiosarcoma,Miofibroblastoma,Hiperplasia estromal seudoangiomatosa,Tumores fibrosos,C
"Mujer de 38 años, presenta tumor subcutáneo de 2.5 cm, se le realiza escisión simple. AP: revela patrón estoriforme laxo 
""plumoso"" que recuerda al cultivo de tejidos, estroma mixoide variable, espacios quísticos, hebras de colágeno queloideo, 
presencia de células gigantes tipo osteoclástico y aislados linfocitos. ¿Cuál es el diagnóstico más probable?",Fascitis nodular,Fibrohistiocitoma,Neurofibroma,Fibromatosis,A
"Niño de 11 años, presenta tumor infiltrante en palma de la mano, de +/- 3 cm, indolora, se le realiza escisión. AP: lesión 
tumoral de crecimiento fibroso con múltiples extensiones hacia el tejido circundante, zonas centrales con formación de 
cartílagos, presencia de células parecidas a condrocitos que se disponen en columnas lineales que se irradian desde los 
focos de calcificación, escasas mitosis. ¿Cuál es el diagnóstico más probable?",Fibromatosis del lactante,Fibromatosis palmar y plantar,Fibroma aponeurótico calcificante,Condroma,C
La tenosinovitis vellonodular o tumor de células gigantes de la vaina tendinosa es una lesión de tipo:,Inflamatoria,Neoplasia benigna,Traumática,Autoinmunitaria,B
¿Cuál es el gen asociado a la enfermedad de Von Hippel - Lindau?,VHL,RET,NF1,SDHD,A
¿Cuál es la enfermedad genética caracterizada por disminución de la resorción ósea y esclerosis ósea simétrica difusa?,Mucopolisacaridosis,Osteogénesis imperfecta,Osteomalacia,Osteopetrosis,D
¿A partir de qué células se originan los craneofaringiomas?,De Rathke,Cromófilas,Aracnoideas,Ependimales,A
"Mujer de 45 años, con adenomegalia cervical no dolorosa. Se realiza biopsia. AP sugiere diagnóstico de linfoma folicular. 
¿Qué marcador de inmunohistoquímica confirma el diagnóstico?",CD3,BCL2,CD8,CD5,B
¿Qué cambios ocurre en las válvulas aórticas durante el envejecimiento cardiaco?,Tortuosidad,Calcificación en el anillo de la válvula mitral,Fragmentación elástica y acumulación de colágeno,Atrofia parda,B
"Mujer de 32 años presenta tumor vulvar de 3 cm, se realiza escisión local. AP: lesión no encapsulada bien delimitada 
color marrón claro, la histología describe componente vascular muy abundante, numerosos capilares de paredes finas 
con zonas alternantes de celularidad, las células del estroma tienden a agruparse alrededor del componente vascular, 
matriz invariablemente edematosa o colagenosa con células rechonchas, ovoides (plasmocitoides) o fusiformes. ¿Cuál 
es el diagnóstico más probable?",Angiomixoma profundo,Angiofibroma celular,Pólipo fibroepitelial del estroma,Angiomiofibroblastoma,D
"Mujer de 22 años, refiere dolor abdominal crónico recidivante, distensión y cambios de hábitos intestinales. Sin patología 
macro o microscópica evidente. ¿Cuál es el diagnóstico más probable?",Enfermedad inflamatoria intestinal,Colitis microscópica,Colitis indeterminada,Síndrome del intestino irritable,D
"Niño de 8 años con dolor en ingle derecha de hace una semana. Examen: ganglios linfáticos tumefactos y dolorosos. AP: 
grandes centros germinales que contienen numerosas mitosis y múltiples neutrófilos y sinusoides, macrófagos con restos 
celulares. ¿Cuál sería el diagnóstico más probable?",Leucemia linfoblástica aguda,Linfadenitis por B. henselae,Linfoma folicular,Linfadenitis aguda,D
¿Cuál de los siguientes astrocitomas tiene una menor capacidad para la progresión agresiva?,Difuso,Anaplásico,Glioblastoma,Xantoastrocitoma pleomorfo,D
¿Qué caracteriza una lesión celular reversible?,Alteraciones de la membrana plasmática y necrosis,Falla en la fosforilación oxidativa,Edema y cambios grasos,Trastorno de la función de las membranas,C
"Varón de 60 años, acude por dolor abdominal y pérdida de peso. Endoscopía: pliegues gástricos engrosados, prominentes 
con aumento de secreción mucosa. AP: hiperplasia foveolar, criptas gástricas elongadas y tortuosas, dilatación quística 
y edema superficial de la mucosa. Estudios adicionales refieren secreción excesiva del factor de crecimiento 
transformante alfa. ¿Cuál es el diagnóstico más probable?",Enfermedad de Menetrier,Síndrome de Zollinger Ellison,Poliposis hiperplásica,Síndrome de Cronkhite-Canada,A
¿Cuál es el tumor cerebral que se caracteriza por presentar a la radiografía foco de calcificación?,Papiloma del plexo coroideo,Ependimoma,Astrocitoma,Oligodendroglioma,D
"Varón de 41 años, que muestra lesiones necrosantes localizadas en región nasosinusal, difusas, ulceradas y costrosas 
con destrucción de tejido. Laboratorio: ANCA elevado. AP: vasculitis, inflamación granulomatosa y necrosis tisular. ¿Cuál 
es el diagnóstico más probable?",Enfermedad de Churg-Strauss,Granulomatosis de Wegener,Linfoma difuso de linfocitos B grandes,Consumo de cocaína,B
¿Qué patología de vulva condiciona el desarrollo de carcinoma epidermoide vulvar?,Liquen plano,Liquen simple crónico,VHS,Liquen escleroso,D
"Varón de 10 años, portador de tumor renal. AP: red de tabiques vasculares con patrón en ""tela metálica"", que dividen el 
tumor en nidos y cordones de células poligonales con bordes celulares indiferenciados, núcleos con hipercromasia y 
mitosis atípica y nucléolos inapreciables. Pequeños grupos de células claras, con áreas mixoides y necrosis. ¿Cuál es el 
diagnóstico más probable?",Tumor neuroectodérmico primitivo,Nefroma mesoblástico congénito,Sarcoma de células claras de riñón,Tumor de Wilms con componente blastematoso,C
"¿Cuál es el principal mediador químico de la fase transitoria inmediata del incremento de la permeabilidad vascular, 
formando hendiduras interendoteliales en las vénulas?",Prostaglandinas,Histamina,Leucotrienos,FAP,B
"Varón de 76 años presenta masa tumoral retroperitoneal indolora de larga evolución. El patólogo describe neoplasia 
lipogénica maligna con una transición abrupta, entre tumor lipomatoso atípico (de cualquier subtipo) y un sarcoma no 
lipogénico de histología variable. ¿Cuál sería el diagnóstico más probable?",Tumor lipomatoso atípico (variante fusiforme),Liposarcoma polimorfo,Liposarcoma desdiferenciado,Lipoma fusiforme/polimorfo,C
¿En qué tipo de meningitis no se altera la glucosa en el LCR?,Viral aguda,Tuberculosa,Piógena aguda,Criptococócica,A
"Se recibe para estudio por congelación muestra de tumor cerebral. AP: células pleomórficas, hipercromáticas, con mitosis 
atípica, con zonas de hemorragia y necrosis en empalizada. ¿Cuál es el diagnóstico más probable?",Glioblastoma multiforme,Astrocitoma anaplásico,Astrocitoma pilocítico,Oligodendroglioma,A
"El estudio de una lesión subcutánea nodular blanquecina, firme, descrita macroscópicamente como tumor circunscrito, 
pero con base a la dermis, de color blanquecino, no encapsulado. El estudio histológico revela proliferación de células 
fusiformes típicamente anodinas con atrapamiento de colágeno en la periferia, hiperplasia de los anejos adyacentes. Los 
estudios de IHQ dan positividad para FXIIA, CD 163, CD 68 y negatividad para CD 34. ¿Cuál es el diagnóstico más 
probable?",Dermatofibroma,Dermatofibrosarcoma protuberans,Angiosarcoma,Fibroxantoma atípico,A
¿Cuál es la causa genética que se asocia a la atrofia muscular espinal bulbar?,Progranulina,Alfa sinucleína,Receptor de andrógeno,Tau,C
"Varón de 13 años presenta lesión tumoral subcutánea en región coccígea. El patólogo reporta ependimoma 
extrarraquídeo. ¿Qué estudio de IHQ confirma el diagnóstico?",34ßE12 / CK20,CK 7 / CK 20,CK 5/6 EMA,GFAP (+) / S100 (+),D
"Se recibe como tumor de mama masa muy dura, blanquecina mal delimitada que mide 3.5 cm. HC: mujer de 46 años, 
diabética. AP revela infiltrado linfocítico denso que rodea lobulillos, conductos y vasos sanguíneos; los linfocitos son 
extirpe B entremezclados con poblaciones de linfocitos T de menor tamaño. HIQ: células estromales positivas para 
fibroblastos y miofibroblastos (Cd34, actina, desmina, CD10). ¿Cuál es el diagnóstico más probable?",Lobulillitis linfocítica esclerosante,Nódulo fibroso,Linfoma,Pseudotumor inflamatorio,A
"¿Qué virus participa en mononucleosis infecciosa, en la patogenia de ciertos tumores humanos, principalmente linfomas 
y carcinoma nasofaríngeo?",Epstein-Bar,Papiloma humano,Linfotrópico humano-1,De hepatitis B,A
Según la clasificación de la OMS de neoplasias linfoides. ¿Cuál es una neoplasia de linfocitos B periféricos?,Linfoma anaplásico de células grandes,Leucemia linfocítica de gránulos grandes,Linfoma folicular,Linfoma angioinmunoblásticos,C
La lisencefalia es una malformación del cerebro caracterizada por...,reducción del número de circunvoluciones.,aumento del volumen del cerebro.,disminución del volumen del cerebro.,aumento del número de circunvoluciones irregulares.,A
¿Cuál es la célula cromófila de la hipófisis anterior que se caracteriza por la presencia de gránulos acidófilos?,TSH,FSH-LH,GH,ACTH,C
"Varón de 53 años, fumador acude por presentar tumor en parte lateral de la cara, a nivel de la parótida, de 2.5 cm, 
superficie gris pardo con áreas quísticas llenas de secreción mucinosa. AP revela que los espacios están revestidos por 
una capa doble de células epiteliales neoplásicas, la capa superior está compuesta por células cilíndricas en empalizada 
mientras que la inferior por células cúbicas o poligonales, apoyada sobre un estroma linfático denso. ¿Cuál es el 
diagnóstico más probable?",Cistoadenoma papilar linfomatoso,Carcinoma mucoepidermoide,Tumor mixto,Papiloma ductal,A
"Niño de 14 años tiene tumor cerebral que se presenta como masa sólida que se extiende desde el suelo ventricular. AP: 
constituido por células con núcleos redondos u ovoideos, fondo fibrilar y formaciones de seudorosetas perivasculares. 
¿Cuál es el diagnóstico más probable?",Ganglioglioma,Ependimoma,Oligodendroglioma,Astrocitoma,B
¿Qué malformación se caracteriza por la separación incompleta de los hemisferios cerebrales en la línea media?,Holoprosencefalia,Lisencefalia,Polimicrogiria,Agenesia del cuerpo calloso,A
"¿Qué estadío corresponde a los tumores incidentales encontrados en RTUP o muestras de cistoprostatectomía, con 7% 
de masa tumoral?",pT1a,pT2,pT2a,pT1b,D
"Varón de 18 años con antecedentes de hepatitis C, presenta edema maleolar, proteinuria de 3.5 g/día, asintomático; 
creatinina sérica 1.6 mg/dl, microhematuria en sedimento. Se sugiere síndrome nefrótico. Se realiza biopsia renal. ¿Qué 
tipo de glomerulonefritis espera encontrar?",Proliferativa focal,Focal y segmentaria,Membranosa,Membranoproliferativa,D
"Mujer de 30 años. Examen de mama: masa palpable, indolora, móvil, bien delimitada. AP: escasa celularidad y actividad 
mitótica, las células fusiformes estromales son predominantemente fibroblastos especializados, positivos para CD34. 
¿Cuál es el diagnóstico más probable?",Tumor filodes,Tumor fibroso,Hiperplasia estromal seudoangiomatosa,Fibroadenoma,D
¿Cuál de los siguientes tipos de cirrosis tiene mayor posibilidad de desarrollar hepatocarcinoma?,Biliar,Cardiaca,Por deficiencia de alfa-1 antitripsina,Por hemocromatosis,D
"Varón de 22 años, con lesión en tabique nasal, aspecto papilar, verrugoide, color rosado, consistencia firme, unido a la 
mucosa por un pedúnculo de base ancha. AP: fondos papilares compuestos por epitelio predominantemente pavimentoso, 
con menor cantidad de epitelio tipo respiratorio, hay mucositos y quistes mucosos intraepiteliales. ¿Cuál es el diagnóstico 
más probable?",Pólipo inflamatorio nasosinusal,Verruga vulgar en piel del ventrículo nasal,Papiloma nasosinusal exofítico,Rinosporidiosis,C
¿A qué nivel se debe realizar una biopsia endomiocárdica?,Ventrículo derecho,Ventrículo izquierdo,Aurícula derecha,Aurícula izquierda,A
"Varón de 36 años con máculas rojizo-morado en parte distal de miembros inferiores y otras nodulares. Histología:  
espacios vasculares, dilatadas e irregulares, en las zonas nodulares, células fusiformes proliferativas, sobre todo en 
dermis y tejido subcutáneo. IHQ: VHH-8 positivo. ¿Cuál es el diagnóstico más probable?",Hemangioendotelioma Kaposiforme,Granuloma piógeno,Sarcoma de Kaposi,Angiosarcoma,C
¿Qué trastorno del parénquima pulmonar predispone la cardiopatía hipertensiva pulmonar?,EPOC,Tromboembolia pulmonar recurrente,Hipoxemia,Obstrucción de vías respiratorias mayores,A
"Varón de 60 años, portador de patología cardiaca; la macroscopía muestra corazón agrandado y aumento de peso, con 
aspecto globular, el endocardio está engrosado y presencia de trombos murales en los ventrículos. AP revela cambios 
inespecíficos y variables, algunas fibras hipertróficas y otras atróficas. ¿Cuál es el diagnóstico más probable?",Miocardiopatía hipertrófica idiopática,Miocardiopatía dilatada idiopática,Fibrosis endomiocárdica,Endocarditis de Loeffer,B
¿Cuál de las amiloidosis es heredofamiliar?,AA,ATTR,AL,AB,B
"Tumor de células fusiformes con proliferación vascular de paredes finas, depósito de colágeno de aspecto queloide-
fibroso, carece de células inflamatorias, inmunoreactividad intensa y difusa para CD34, Bcl2 y CD99. ¿Cuál es el 
diagnóstico más probable?",Glomangiopericitoma,Meningioma,Tumor fibroso solitario,Fibrosarcoma,C
"Varón de 19 años acude por presentar tumor de localización subcutánea, indolora de 8 cm, delimitada, lobulada, 
crecimiento, lento. Superficie parda clara con áreas oscuras y focos con aspecto mucoide. AP: hibernoma. ¿Cuál es la 
anomalía citogenética?","T (3,21)","Traslocación T (X, 2)",12q (13 - 15),11q - 13 - 21,D
¿Cuál es causa de hipercoagulabilidad secundaria?,Déficit de proteína C,Mutación de protrombina,Síndrome antifosfolipídico,Homocistinuria homocigótica,C
¿Qué patología cardíaca se caracteriza por presentar dilatación de las cuatro cavidades?,Fibrosis endomiocárdica,Miocardiopatía congestiva idiopática,Endocarditis de Loeffler,Miocardiopatía hipertrófica idiopática,B
¿Cuál de las patologías es un tumor epidérmico premaligno?,Queratosis seborreica,Queratosis actínica,Acantosis nigricans,Nevus solar,B
¿Cuál es el agente etiológico de la enfermedad de Creutzfeldt-Jacob?,Virus JC,Priones,VIH,Virus de varicela-zóster,B
¿Qué astrocitoma se desarrolla en niños?,Pilocítico,Fibrilar,Anaplásico,Glioblastoma multiforme,A
"Varón de 66 años, con diagnóstico por AP de carcinoma de células renales tipo células claras papilar. Se solicita IHQ. 
¿Qué espera encontrar?",CK7 (+); Vimentina (-); EMA/MUC1 (+); CD10(-),CK7 (+); Vimentina (+); EMA/MUC1 (+); CD10 (-),CK7 (-); CD10 (+); EMA/MUC1 (+); Vimentina (+),CK7 (-); CD10 (-); EMA/MUC1 (-); Melan A (+),B
"Varón de 42 años, se detecta tumoración en glándula suprarrenal. Examen: nódulo bien delimitado pardo-rojizo de 3.5 
cm. AP: tumor no encapsulado, tejido adiposo maduro sin atipia ni lipoblastos combinados con células hematopoyéticas. 
¿Cuál es el diagnóstico más probable?",Fibrolipoma,Lipoma,Liposarcoma,Mielolipoma,D
"Varón de 47 años con antecedente de infarto miocárdico agudo, se describe en el área infartada zonas de color amarillo 
tostado blanda, con bordes de color rojo parduzco deprimido. ¿A cuántos días de transcurrido el infarto corresponde?",10 - 14,3 - 7,7 - 10,14 - 30,C
¿Qué patología neuroencefálica se caracteriza por la presencia de ovillos neurofibrilares?,Esclerosis múltiple,Enfermedad de Alzheimer,Parkinsonismo,Encefalomielitis perivenosa,B
¿Cuál de las amiloidosis es heredofamiliar?,ATTR,AA,AL,AB,A
El tejido conectivo de la cicatriz se forma por el depósito de colágeno tipo:,II - III - IV,I - III - V,I - II - V,II - V - VII,C
¿Cuál es la neoplasia maligna testicular que con más frecuencia se presenta en el adulto mayor?,Seminoma testicular,Teratoma maligno,Linfoma,Tumor de células de Leydig,C
"Varón de 22 años, acude por presentar lesión quística en la parte posterior de la mandíbula. AP: cavidad quística revestida 
por epitelio escamoso estratificado con queratosis, capa de células basales prominentes y una superficie epitelial 
ondulada. ¿Cuál es el diagnóstico más probable?",Quiste periodontal lateral,Queratoquiste odontógeno,Quiste odontógeno epitelial calcificante,Quiste paradental,B
"Varón, portador de trastorno autosómico recesivo, resultante de mutación de la beta-globina, con distorsión de los 
eritrocitos, provocando anemia hemolítica moderada o grave. ¿Cuál es el diagnóstico más probable?",Anemia drepanocítica,Talasemia,Esferocitosis hereditaria,Anemia inmunohemolítica,A
¿Qué neoplasia del SNC se caracteriza por la presentación típica de crecimiento angiocéntrico?,Linfoma primario del SNC,Glioblastoma multiforme,Hemangioblastoma,Meduloblastoma,A
¿Qué coloración histoquímica emplearía para detectar criptococo?,Mucicarmin,Reticulina,Ácido alcohol resistente,Gomori,A
¿Qué agente etiológico se asocia con la epidermodisplasia verruciforme?,Poxvirus,Herpes virus (HSV),Virus EB,Papiloma virus (HPV),D
¿Cuál es el factor de riesgo más frecuente en las hemorragias lobulares?,Traumatismo,Malformaciones vasculares,Hematoma epidural,Angiopatía amiloide cerebral,D
"Varón de 65 años, presenta masa tumoral nodular en cordón espermático. AP: revela túbulos glandulares con células de 
revestimiento cúbicas o aplanadas, estroma fibroso con infiltrado linfocitario. IHQ positividad para EMA, CK 5/6, WT1. 
¿Cuál es el diagnóstico más probable?",Mesotelioma papilar bien diferenciado,Mesotelioma peritoneal multiquístico,Mesotelioma maligno,Tumor adenomatoide,D
"Lactante con vómitos progresivos, no biliosos, en proyectil, el paciente se muestra sano a las 4 semanas de vida. Rx: 
distensión gaseosa se describe en el estudio baritado signo de la ""cuerda""; se realiza biopsia de píloro. AP: hipertrofia y 
desorganización de la capa circular interna de la muscular propia. ¿Cuál es el diagnóstico más probable?",Atresia congénita del píloro,Heterotopía,Estenosis pilórica,Estenosis pilórica adquirida,C
¿En qué tipo de endocarditis se pueden ver los cuerpos hematoxilínicos de Gross?,Valvulitis reumática,Libman - Sacks,Trombótica no reumática,Bacteriana subaguda,B
¿Cuál es el tumor encefálico que se puede diseminar por vía hematógena?,Astrocitoma anaplásico,Glioblastoma multiforme,Meduloblastoma,Ependimoma,C
¿Cuál es el daño preexistente detectado histológicamente en la disección aortica?,Inflamación,Degeneración quística de la media,Desgarro de la íntima,Hematoma disecante,B
¿Cuáles son los tumores que se presentan con mayor incidencia en niños menores de 5 años?,Sarcoma de Ewing,Linfoma linfoblástico agudo,Tumor neuroectodérmico primitivo,Neuroblastoma,B
¿Qué enfermedad del grupo de las glucogenosis se caracteriza por depósito lisosómico?,De Von Gierke,De Pompe,De Forbe,De Anderson,B
