questions,option_A,option_B,option_C,option_D,correct_answer
¿Cómo se denomina a la infección de la glándula de Meibomio?,Orzuelo externo,Chalazión,Flicténula,Orzuelo interno,D
"¿Cuál es el fármaco que se debe evitar en la retinopatía por drepanocitosis debido a que pueden precipitar la deformación 
falciforme de los eritrocitos y la oclusión vascular?",Carbamazepina,Acetazolamida,Hidroxicloroquina,Clorpromazina,B
¿Cuál es el tumor de la órbita y el área periorbitaria más frecuente en la infancia?,Hemangioma cavernoso,Neuroblastoma,Hemangioma capilar,Linfoma,C
"Mujer de 40 años con diagnóstico de ojo seco, que hace algunas semanas nota empeoramiento del cuadro. Examen: 
menisco lagrimal disminuido, queratitis punctata difusa, test de Schirmer 4 mm AO. Ante la sospecha de agravamiento 
por ingesta de fármacos. ¿Cuál es el tipo de fármaco involucrado?",Hipolipemiantes,Quinolonas,Antidiabéticos,Antihistamínicos,D
"Varón de 30 años con deficiencia de ceruloplasmina, presenta hepatopatía y trastornos psiquiátricos. Examen: zona 
pardo-amarillenta de depósito pulverulento en la membrana de Descemet periférica. ¿Cuál es el tratamiento indicado?",Sales de oro,Penicilamina,Hidroxicloroquina,Metotrexate,B
¿Cuál de los siguientes fármacos se considera eficaz en el tratamiento con agentes biológicos de la escleritis necrosante?,Adalimumab,Trastuzumab,Rituximab,Bevacizumab,C
"Varón de 40 años con ojo rojo y epifora crónica OD. Examen: OD, protuberancia eritematosa en el punto lagrimal y que 
al presionarla se obtiene concreciones blanquecinas mucopurulentas. OI normal. Segmento anterior y fondo de ojo normal 
AO. ¿Cuál es el patógeno más probable?",Pseudomonas aeruginosa,Actinomyces israelii,Staphylococcus aureus,Histoplasma capsulatum,B
¿Cuál es la característica de la retinocoroiditis en perdigonada?,La afectación es predominantemente macular,Se presentan con fibrosis subretiniana difusa,Es una variante de la enfermedad por arañazo de gato,Casi todos los pacientes son positivos para HLA-A29,D
¿Cuál de las siguientes afirmaciones orientará al diagnóstico de neuropatía óptica isquémica anterior arterítica?,Dolor a la palpación de la arteria temporal,Buen pronóstico visual,Velocidad de sedimentación globular normal,Hemianopsia bitemporal,A
¿Cuál es la alteración que se encuentra al examen de las reacciones pupilares en la sífilis terciaria?,Reacción pupilar normal con baja de agudeza visual en ambos ojos,Defecto pupilar aferente relativo en ambos ojos,Reacción pupilar normal con buena agudeza visual,"Reaccionan poco o nada a la luz, pero se contraen normalmente durante la acomodación",D
¿Por qué se caracteriza la persistencia de la vasculatura fetal?,Es unilateral en la mayoría de casos,Se presenta como glaucoma neovascular,Usualmente se asocia a megalocornea,Es una regresión anómala del vítreo secundario,A
¿Qué caracteriza a la anomalía de morning glory?,Es frecuentemente bilateral,Puede asociarse a displasia frontonasal,Evoluciona a foseta papilar en estadíos avanzados,Es de localización inferior y ligeramente nasal,B
¿Qué caracteriza a la enfermedad de Coats?,Hemorragias prerretinianas,Telangiectasias retinianas idiopáticas,Parsplanitis con exudación vítrea anterior,Desprendimiento de retina regmatógeno,B
"Agricultor que hace quince días, sufre traumatismo en ojo derecho con hoja de caña de azúcar. Una semana después 
presenta congestión conjuntival severa. Examen: úlcera corneal e hipopión de 3 mm. ¿Cuál es la queratitis más probable?",Viral,Parasitaria,Bacteriana,Micótica,D
"¿Cuál es el plan quirúrgico en una esotropia en ""A""?",Retroceso bilateral de los rectos laterales y transposición hacia abajo de sus tendones,Retroceso bilateral de los rectos medios y transposición hacia arriba de sus tendones,Retroceso bilateral de los rectos mediales y transposición hacia abajo de sus tendones,Retroceso bilateral de los rectos laterales y transposición hacia arriba de sus tendones,B
"Mujer de 40 años con baja visión OD y dolor orbitario en OD con los movimientos oculares, refiere adormecimiento en 
extremidades. Sus síntomas empeoran con el ejercicio y con el aumento de la temperatura corporal. Examen: AV OD 
20/200, OI 20/20, discromatopsia OD y defecto pupilar aferente relativo OD. Fondo de ojo normal AO. ¿Cuál es el 
diagnóstico más probable?",Papiledema agudo,Neuritis óptica retrobulbar,Neuropatía óptica isquémica arterítica,Neuropatía óptica isquémica no arterítica,B
¿Qué caracteriza al Síndrome de Cogan?,La queratitis se presenta con una típica queratoneuritis radial,Los síntomas vestíbuloauditivos requieren corticoterapia sistémica,La enfermedad afecta con mayor frecuencia a los niños,El tratamiento con azitromicina reduce la tasa de recidivas de la queratitis,B
¿Qué caracteriza en el fondo de ojo a la enfermedad de Eales?,Periflebitis oclusiva periférica,Oclusión de arteria central de la retina,Macroaneurisma arterial retinal,Arrosariamiento venoso,A
"Mujer de 30 años, con diplopía desde hace 1 semana y ptosis fluctuante, que empeora al final del día. Examen: AV normal 
AO; pupilas isocóricas; limitación de la motilidad ocular a la supraversion en OI; ptosis AO, mayor en OD; córnea y 
cristalino transparente AO. Fondo de ojo normal AO. Prueba de la bolsa de hielo positiva. ¿Cuál es la patología que se 
asocia al cuadro?",Meningioma,Neurosífilis,Timoma,Polimiositis,C
"Varón de 65 años con baja visión de OD. Antecedente de queratoplastia penetrante con corticoterapia tópica prolongada 
en OD. Examen: OD cristales en región subepitelial y estromal de la córnea que forman opacidades estromales 
ramificadas. OI normal. Ante la sospecha de origen infeccioso. ¿Cuál es el germen más frecuente?",Streptococcus pneumoniae,Staphylococcus aureus,Streptococcus viridans,Neisseria gonorrhoeae,C
¿Cuál es la enfermedad que presenta catarata en gota de aceite?,Galactosemia,Rubéola,Varicela,Trisomía 21,A
¿Cuál es la principal causa de ceguera irreversible evitable en el mundo?,Glaucoma,Catarata,Tracoma,Maculopatía,C
"Niño de 7 años con diplopía; desde hace 2 meses presenta proptosis de progresión rápida. Examen: tumoración 
localizada en la órbita superonasal izquierda con tumefacción y enrojecimiento de la piel por encima de la lesión, sin 
aumento de la temperatura en la zona. Escaso dolor. ¿Cuál es su diagnóstico más probable?",Mucocele,Rabdomiosarcoma,Displasia fibrosa,Histiocitosis,B
¿Cuál es el tipo de catarata que se puede presentar con el uso crónico de corticoides?,Subcapsular posterior,Cortical estelar,Nuclear densa,Polar anterior,A
"Mujer de 35 años, obesa, con cefalea, nausea y vómitos. Examen: aumento de la presión de apertura en la punción 
lumbar, con composición normal del líquido cefalorraquídeo. TC y RMN no evidencian tumores. Fondo de ojo: papiledema 
bilateral. Ante la sospecha de causa farmacológica. ¿Cuál podría ser el fármaco implicado?",Acetazolamida,Etambutol,Tiamina,Tetraciclina,D
"¿Cuál es el tipo de reacción de hipersensibilidad que se presenta en la dermatitis de contacto tras la exposición a 
medicamentos tópicos?",IV,III,II,I,A
"Varón de 26 años con neoplasia escamosa de la conjuntiva y córnea, de crecimiento rápido. ¿Cuál es la patología 
asociada que se debería descartar?",Queratitis herpética,Infección por VIH,Carcinoma basocelular,Melanoma coroideo,B
¿Cuál es el tratamiento que se indica en la conjuntivitis neonatal por Chlamydia trachomatis?,Dicloxacilina,Eritromicina,Cloranfenicol,Ciprofloxacino,B
"Varón de 21 años, con pérdida visual bilateral en semanas. Antecedente de ceguera en abuelo y tíos maternos. Fondo 
de ojo: edema de papila con vasos telangiectásicos peripapilares en AO. ¿Cuál es la enfermedad más probable?",Hipoplasia del nervio óptico,Atrofia óptica autosómica dominante,Neuropatía óptica isquémica,Neuropatía óptica de Leber,D
"¿Cuál es la enfermedad de la órbita que se caracteriza por invasión de los vasos sanguíneos y produce una vasculitis 
oclusiva con infarto de los tejidos orbitarios?",Rabdomiosarcoma,Hemangioma cavernoso,Fístula carotidocavernosa,Mucormicosis,D
¿Cuál es la localización habitual de los colobomas del párpado inferior?,En la unión del tercio medio e interno,En el tercio interno,En el canto externo,En la unión del tercio medio y externo,D
¿Cuál es el agente causal de la conjuntivitis hemorrágica aguda?,Coronavirus,Citomegalovirus,Poxvirus,Coxsackievirus,D
¿Cuál es la enfermedad autoinmunitaria sistémica que se asocia con más frecuencia a queratitis ulcerativa periférica?,Granulomatosis con poliangitis,Lupus eritematoso sistémico,Artritis reumatoidea,Poliarteritis nudosa,C
¿Cuál es el origen embrionario del endotelio corneal?,Cresta neural,Neuroectodermo,Mesodermo,Ectodermo superficial,A
¿Cuál de las siguientes drogas puede causar necrosis escleral aséptica?,Latanoprost,Brimonidina,Fenilefrina,Mitomicina,D
¿Cuál de los siguientes tipos de glaucoma se asocia a la presencia de la línea de Sampaolesi?,Facogénico,Seudoexfoliativo,Post traumático,Congénito,B
¿Cuál es el fármaco que con más frecuencia presenta queratopatía en remolino?,Etambutol,Corticoides,Topiramato,Amiodarona,D
¿Cuál es el principal factor de riesgo clínico para desarrollar oftalmopatía tiroidea?,Obesidad,Diabetes,Tabaquismo,Hipertensión,C
¿Qué caracteriza al glaucoma maligno luego de una cirugía de trabeculectomía?,PIO alta con ampolla bien formada,Rotación anterior de los procesos ciliares,Prueba de Seidel positiva,Iris bombé con iridectomía no permeable,B
"¿Cuál es el tipo de telangiectasias maculares idiopáticas en el que se considera que la degeneración de las células de 
Müller es un mecanismo etiopatogénico importante?",1,3,2,4,C
"¿Cuál es el tipo de colgajo semicircular que se indica en el tratamiento quirúrgico de los tumores malignos del párpado 
que comprometen más de un tercio, pero menos de la mitad del párpado?",Tenzel,Mustardé,Hughes,Allen,A
"Varón de 70 años con baja visión progresiva en AO desde hace 5 años, niega dolor. Examen: AV: OD: 20/40, OI: 20/70. 
PIO normal AO. LH: AO pequeñas opacidades estromales refringentes de color blanco-amarillento, asociadas a una leve 
vascularización superficial en la parte superior que se extienden circunferencialmente y están separadas del limbo por 
una zona transparente con una banda lipídica en su borde central. No presenta defecto epitelial ni hiperemia conjuntival. 
¿Cuál es el diagnóstico más probable?",Degeneración marginal de Terrien,Úlcera de Mooren,Granulomatosis con poliangitis,Degeneración marginal pelúcida,A
"Mujer de 26 años, con metamorfopsias en OI. Examen: AV OD: 20/20, OI: 20/40. PIO: 14 mmHg AO. Fondo de ojo: lesión 
plana yuxtapapilar nasal blancoamarillenta. AFG: hiperfluorescencia moteada, irregular y difusa en fases precoces con 
tinción tardía. Ecografía: zona hiperreflectante en polo posterior con sombra acústica posterior. ¿Cuál es el diagnóstico 
más probable?",Osteoma coroideo,Escleritis posterior,Hemangioma coroideo,Linfoma orbitario,A
"¿Cuál es el tipo de trasplante de córnea que se indica para la eliminación del tejido corneal infectado en ojos que no 
responden al tratamiento antimicrobiano?",Óptico,Tectónico,Terapéutico,Endotelial,C
¿Cuál es el signo oftalmológico del fondo de ojo que se puede presentar en la endocarditis bacteriana subaguda?,Placas de Hollenhorst,Nódulos de Lisch,Nódulos de Dalen-Fuchs,Manchas de Roth,D
"Varón de 8 años con exotropia de 30D en posición primaria de la mirada, que incrementa en la mirada hacia arriba a 45D 
y disminuye en la mirada hacia abajo a 15D. ¿Cuál es el patrón alfabético de la exotropia?",V,A,X,Y,A
"¿Cuál de los siguientes tumores es el que se asocia más frecuentemente con vasos de derivación optociliar en la papila 
óptica?",Meningioma del nervio óptico,Hemangioma cavernoso de la órbita,Melanoma maligno de coroides,Glioma del nervio óptico,A
"En relación a las opacidades vítreas. ¿Cuál es la característica de las partículas que se presentan en la sinquisis 
centelleante?",Se componen de pirofosfato cálcico,Se componen de ácido úrico,Tienden a depositarse inferiormente,Son secundarias a una pars planitis,C
"Niño de 12 años con dolor ocular en OD tipo presión y diplopía desde hace 2 días. Examen: AV OD 20/50, OI 20/20. En 
OD: edema palpebral, congestión conjuntival, proptosis y limitación de los movimientos oculares, OI normal. TAC: sinusitis 
etmoidal derecha. ¿Cuál de las siguientes podría ser una complicación del presente cuadro?",Trombosis del seno cavernoso,Fractura del piso de la orbita,Enoftalmos con hifema,Subluxación de cristalino,A
¿Cuál es el tipo de precipitados queráticos que caracterizan al síndrome de uveítis de Fuchs?,"En ""grasa de carnero""",Granulomatosos pigmentados,Estrellados difusos,Nodulares inferiores,C
"Niño de 1 año, que presenta anomalías mandibulares y auriculares, coloboma del párpado inferior, inclinación de las 
hendiduras palpebrales, cataratas, microftalmia y atresia de los conductos lagrimales. ¿Cuál es el síndrome más 
probable?",Treacher-Collins,Tolosa-Hunt,Vogt-Koyanagui,Sturge-Weber,A
¿Cuál es la patología en la que la prueba de Watzke-Allen es de utilidad diagnóstica?,Telangiectasias,Agujero macular de espesor completo,Degeneración macular asociada a la edad húmeda,Coriorretinopatía serosa central,B
"Mujer de 32 años, con dolor y ojo rojo localizado OD y sensación de cuerpo extraño. Antecedente de orzuelos recurrentes. 
Examen: OD con infiltrados marginales estromales en córnea inferior periférica con espacio limpio entre los infiltrados y 
el limbo asociados a hiperemia conjuntival adyacente. Blefaritis crónica AO. ¿Qué caracteriza a las lesiones corneales?",Los cultivos de las lesiones corneales son,La terapia tópica con corticoide agrava las lesiones,Normalmente se presentan con endoftalmitis,Resultan de sensibilización al virus del herpes,A
"Niña de 11 años que a veces desvía el ojo izquierdo en situaciones de fatiga. Examen: AV OD 20/20 OI 20/20, ortotropia 
para cerca y exotropia de OI para lejos. ¿Cuál es la exotropia más probable?",Alternante,Sensorial,Consecutiva,Intermitente,D
"En el síndrome de blefarofimosis, ptosis y epicanto inverso de tipo I. ¿Cuál es la enfermedad que se le asocia?",Diabetes mellitus,Hipotiroidismo,Esclerosis múltiple,Disfunción ovárica,D
"¿Cuál de los siguientes fármacos de uso tópico puede dar lugar a la aparición de un precipitado blanco calcáreo dentro 
de un defecto epitelial?",Tetraciclina,Gentamicina,Cloranfenicol,Ciprofloxacino,D
"Niño de 4 años con baja visión de ojo izquierdo. Examen: AV: OD 20/30, OI 20/200. Fondo de ojo: OD normal, OI disco 
óptico pequeño, pálido, con tortuosidad vascular y signo del doble anillo. ¿Cuál es el diagnóstico más probable?",Foseta del disco óptico,Drusas del nervio óptico,Neuritis óptica,Hipoplasia del nervio óptico,D
"Varón de 65 años, obeso con ojo seco y queratoconjuntivitis crónica. Examen: párpado superior de AO con laxitud extrema 
y redundancia de la piel, de fácil eversión palpebral y separación del globo ocular; con conjuntivitis papilar en tarso 
superior. ¿Cuál es la enfermedad que se asocia a esta patología?",Oftalmopatía tiroidea,Blefarocalasia,Síndrome de apnea del sueño,Síndrome endotelial iridocorneal,C
"Mujer de 70 años, operada de catarata con ruptura de la cápsula posterior y prolapso de vítreo a cámara anterior con 
incarceración de vítreo en la incisión corneal. Ante un cuadro de hipertensión ocular. ¿Cuál es el fármaco tópico que se 
debe evitar, ya que aumenta el riesgo de edema macular cistoide?",Latanoprost,Timolol,Dorzolamida,Betaxolol,A
"Varón de 65 años, con hipertensión intracraneal reciente. Fondo de ojo: edema de papila bilateral con dificultad de ver 
los vasos sanguíneos, hemorragias retinianas peripapilares y papilares, venas retinianas dilatadas y tortuosas. ¿Cuál es 
la manifestación que se presenta al levantarse súbitamente?",Retracción palpebral,Midriasis espontánea,Pérdida de visión transitoria,Proptosis pulsátil bilateral,C
¿Cuál es la causa más probable de parálisis del III par con respuesta pupilar normal?,Diabetes,Aneurisma,Neoplasia,Hematoma,A
"Niña de 2 años, con ojos alineados en posición primaria. Limitación grave de la abeducción izquierda, estrechamiento de 
la hendidura palpebral izquierda en aducción. Ante la sospecha de síndrome de Duane. ¿Cuál es el tipo que se presenta?",II,I,III,IV,B
¿Qué caracteriza al penfigoide ocular cicatricial?,Afecta principalmente al limbo superior y la conjuntiva bulbar y tarsal superior,Presenta depósitos lineales de anticuerpos en la zona de la membrana basal,Ocurre luego de un trasplante alogénico de células progenitoras hematopoyéticas,Presenta una proliferación crónica de melanocitos en el epitelio conjuntival,B
¿Cuál es la enfermedad autoinmunitaria que se presenta como neuritis óptica asociada a mielitis transversa?,Bourneville,Wilson,Devic,Lyme,C
"Varón de 75 años con baja visión reciente en OD. Operado de catarata OD hace 9 meses. Se sospecha de endoftalmitis 
postoperatoria de comienzo tardío. ¿Cuál es el agente causal?",Neisseria gonorrhoeae,Pseudomonas aeruginosa,Escherichia coli,Propionibacterium acnes,D
¿Qué caracteriza a la neuritis óptica parainfecciosa?,Es de mal pronóstico,Casi siempre es unilateral,Puede asociarse a sarampión,Es más frecuente en adultos,C
¿Cuál es la enfermedad que se asocia más a menudo a estrías angioides?,Amiloidosis,Seudoxantoma elástico,Distrofia miotónica,Feocromocitoma,B
En el glaucoma facolítico. ¿Cuáles son las células que predominan en el ángulo camerular?,Hematíes,Macrófagos,Linfocitos,Neutrófilos,B
"En la retinopatía de la prematuridad. ¿Cuál es el estadío que presenta proliferación fibrovascular extrarretiniana sin 
desprendimiento de retina?",1,3,2,4,B
En las espondiloartropatías seronegativas. ¿Cuál es la manifestación ocular más frecuente de la artritis reactiva?,Conjuntivitis,Retinitis,Endoftalmitis,Escleritis,A
"¿Cuál es el agente causal de la queratitis con absceso anular y que presenta dolor intenso y desproporcionado respecto 
a los signos clínicos?",Herpes simple,Acanthamoeba,Pseudomona,Candida,B
"Varón de 15 años, con baja visión de OD lentamente progresiva. Antecedente de rinitis alérgica. Examen: AV OD 20/200, 
OI 20/30. Biomicroscopía OD: córnea con estrías de Vogt, anillo de Fleischer y signo de Munson +, en OI no se aprecian 
dichos signos. ¿Qué caracteriza a la patología corneal que se presenta?",Aplanamiento progresivo de la cornea,Hay pérdida de la inervación corneal,Requiere tratamiento con LASIK,Es una ectasia no inflamatoria,D
¿Cuál es la localización del carcinoma basocelular que tiene más propensión a invadir la órbita y los senos paranasales?,Párpado inferior,Párpado superior,Canto interno,Canto externo,C
"Niño de 3 años con leucocoria y estrabismo OI. Antecedente de cuadros similares en la familia. Examen: OD normal, OI 
congestión ciliar, esotropia y leucocoria. Fondo de ojo: OD sin alteraciones, OI opacidad de medios no permite evaluación. 
Ecografía ocular: OI muestra tumoración intraocular con ecos de calcificación. ¿Cuál es la patología a la que el paciente 
estaría predispuesto?",Ca de páncreas,Osteosarcoma,Ca de colon,Neuroblastoma,B
¿Cuál de los siguientes se presenta en pacientes con síndrome de Sturge-Weber?,Hemangioma coroideo difuso,Meningioma de nervio óptico,Melanoma maligno de coroides,Mieloma múltiple,A
¿Cuál de las siguientes alternativas caracteriza al síndrome de Horner en el lado afectado?,Retracción del párpado superior,Sudoración normal,Anisocoria con miosis,Midriasis paralítica,C
¿Cuál es la ametropía que se asocia con mayor frecuencia a la retinosquisis degenerativa?,Miopía simple,Astigmatismo,Hipermetropía,Alta miopía,C
En el herpes zoster oftálmico. ¿Cuál es el signo cuando se compromete la punta de la nariz?,Amsler,Hutchinson,Braley,Hertoghe,B
"¿Cuál es el germen causal de la conjuntivitis crónica del adulto que presenta cuerpos de inclusión en el citoplasma de las 
células epiteliales?",Chlamydia trachomatis,Mycobacterium tuberculosis,Neisseria gonorroheae,Clostridium difficile,A
¿Cuál es el primer paso en el tratamiento de los niños con estrabismo y ambliopía?,Corrección del defecto refractivo y terapia de oclusión en el ojo sano,Cirugía de estrabismo y luego tratar la ambliopía,Cirugía de estrabismo y luego ejercicios ortópticos,Corrección del defecto refractivo y terapia de oclusión en el ojo ambliope,A
"Joven de 15 años hace 4 días presenta cuadro respiratorio superior, ojo rojo, edema palpebral, hiperemia conjuntival, 
lagrimeo y secreción acuosa en ambos ojos. Agudeza visual normal y ganglio preauricular palpable. ¿Cuál es la etiología 
más probable?",Viral,Alérgica,Parasitaria,Micótica,A
¿Cuál es la prueba que sirve para cuantificar el estrabismo?,Titmus,Worth,Maddox,Krimsky,D
¿Qué caracteriza al síndrome isquémico ocular?,Afecta típicamente a niños,La incidencia es el doble en mujeres que en,Es bilateral en la mayoría de casos,El pronóstico visual a menudo es muy malo,D
"Recién nacido con epifora en OI. Examen: hinchazón quística azulada, no pulsátil, por debajo del canto interno en OI. 
¿Cuál es su impresión diagnóstica?",Encefalocele,Canaliculitis,Glaucoma congénito,Dacriocele congénito,D
Con respecto al glaucoma congénito primario. ¿Qué es lo que lo caracteriza?,Las estrías de Haab se presentan por trauma obstétrico asociado,Es unilateral en la mayoría de casos,El aumento de la excavación papilar en lactantes es reversible,El buftalmos da origen a la hipermetropía,C
¿Cuál es la enfermedad cutánea que comúnmente se asocia a blefaritis posterior?,Dermatitis seborreica,Acné rosácea,Dermatitis atópica,Vitíligo,B
"Niño de 1 año, presenta endotropia de ángulo amplio, nistagmos, fijación cruzada y error refractivo normal para su edad. 
¿Cuál es el diagnóstico más probable?",Paresia de rectos medios,Desviación vertical disociada,Endotropia congénita,Endotropia acomodativa,C
¿Cuál es la cirugía que se indica en el tratamiento de la exotropia?,Retroceso de rectos medios,Retroceso de rectos laterales,Resección de oblicuos superiores,Resección de oblicuos inferiores,B
"Varón de 50 años, con desprendimiento total de retina OD de hace 8 días, operado de vitrectomía con aplicación de gas 
C3F8 hace 1 día. Examen: PIO normal AO. Fondo de ojo: OD retina aplicada, con presencia de burbuja de gas en cavidad 
vítrea. OI normal. ¿Cuál es el manejo preventivo que se le debe hacer al paciente si desea viajar?",Realizar iridectomía periférica inferior,Recomendar evitar viajes en avión,Colocar antiangiogénicos intravitreos,Recambio de gas C3F8 por SF6,B
¿Cuál es el tipo de radiación que genera una verdadera exfoliación de la cápsula anterior del cristalino?,Ionizante,Infrarroja,Ultravioleta A,Ultravioleta B,B
