questions,option_A,option_B,option_C,option_D,correct_answer
"Mujer de 35 años. Durante las relaciones sexuales pide que la insulten y golpeen o lastimen para excitarse sexualmente. 
En varias ocasiones le provocaron lesiones, pero continúa con esa práctica. ¿Cuál es el diagnóstico más probable?",Sadismo,Fijación,Voyerismo,Masoquismo,D
"Varón de 27 años, soltero, ingeniero electrónico, retraído y poco expresivo, solo se relaciona con gente de un grupo que 
busca mensajes de los extraterrestres, percibidos cuando están muy concentrados. Cree que sus colegas lo vigilan para 
interceptarlos. Cumple con su trabajo, pero sus colegas lo perciben como extravagante y desconfiado. ¿Cuál es el 
trastorno de personalidad más probable?",Ansioso,Esquizotípico,Paranoide,Extravagante,B
"Varón de 45 años, que solicita consulta por síntomas depresivos; ha sido tratado con antidepresivos sin buenos 
resultados. Antecedentes: episodios de irritabilidad, euforia, hiperactividad, delusiones de grandeza y riqueza, gastos 
excesivos y poca necesidad de dormir. No hay historia de consumo de drogas. ¿Qué trastorno es el más probable?",Demencial,Orgánico,Bipolar,Depresivo recurrente,C
"Mujer de 38 años, sin patología previa, que cursa desde hace 4 meses con tristeza, anhedonia, insomnio de segunda 
mitad, hiporexia, distractibilidad, minusvalía e ideas pasivas de muerte. Hace 3 semanas llora y se queja de que la familia 
está en la ruina porque así lo descubrió en las noticias; también escucha voces que le dicen que ella es la culpable y todo 
mejorará si ella muere. ¿Cuál de las siguientes es la mejor combinación terapéutica?",Amitriptilina y litio,Olanzapina y valproato,Atomoxetina y haloperidol,Paroxetina y quetiapina,D
"¿Cuál de los siguientes fármacos está asociado con mayor frecuencia a la aparición del síndrome de secreción 
inapropiada de hormona antidiurética?",Mirtazapina,Sertralina,Olanzapina,Aripiprazol,B
"Varón de 8 años, sin antecedentes patológicos perinatales; impulsivo, distraído en la casa, con quejas de los profesores 
porque no hace tareas, no espera turnos, no sigue reglas de juegos y camina por el salón. Examen: inquieto, coge cosas 
del consultorio sin pedirlas, interrumpe el relato de la madre y no obedece indicaciones. Sabe leer y escribir, pero no le 
gusta copiar. Coeficiente intelectual normal. ¿Cuál es el trastorno más probable?",Del espectro autista,Negativista desafiante,Déficit de atención con hiperactividad,Conducta tipo disocial,C
"Varón de 49 años, conducido a la emergencia por provocar una pelea. Examen: lloroso y enojado, enlentecido, con 
dificultades para caminar y olor a alcohol. La alcoholemia se encontrará entre ...... mg/100 ml.",35-70,100–120,160-200,0.5-40,B
"¿En cuál de los siguientes casos está contraindicado el uso de un fármaco Z, como el zolpidem?",Fibromialgia,Artritis reumatoide,Insomnio esencial,Miastenia gravis,D
"¿Cuál es el mecanismo de defensa inconsciente mediante el cual la energía asociada con estímulos o impulsos 
inaceptables se desvía a cauces personal y socialmente aceptables?",Sublimación,Acting out,Ruminación,Racionalización,A
"Mujer de 42 años, derivada a psiquiatría por trastorno de pánico en tratamiento psicoterapéutico desde hace 4 meses, 
con mala respuesta; se queja también de tremor, insomnio y cambios en la coloración de la piel. Siendo invierno, usa 
ropa de algodón ""porque no necesito abrigo"". ¿Qué examen de laboratorio se solicita?",Hemoglobina,Bilirrubina,Litemia,Perfil tiroideo,D
"Mujer de 36 años; desde hace 8 meses experimenta angustia casi todos los días. ""Me preocupo demasiado por todo y 
tengo los nervios de punta casi todo el día; peleo con mi esposo y mis hijos por tonterías. No me concentro cuando 
converso, pensando en una y mil cosas. Me canso con facilidad, pero si me acuesto no duermo, porque los pensamientos 
de los problemas o tareas pendientes están dando vueltas en mi cabeza"". ¿Cuál es el trastorno más probable?",Ansiedad generalizada,Pánico sin agorafobia,Personalidad obsesiva,Problemas de adaptación,A
"Varón de 22 años, que ejercita sus pectorales, sobre todo del lado izquierdo, porque los percibe ""aplanados y acortados"". 
Se queja del mal entrenamiento en los gimnasios. Ha consultado con cirujanos plásticos para conseguir que los alarguen. 
Cuando la familia, los entrenadores y los amigos le dicen que no hay problemas con el volumen de sus pectorales, no les 
cree y se irrita. Se mira en espejos con frecuencia para comprobar el volumen torácico. ¿Cuál es el trastorno más 
probable?",Ansiedad corporal,Dismórfico corporal,Fobia simple,Alucinatorio,B
"¿Cómo se denomina la forma de hablar en la que el paciente divaga innecesariamente en detalles y pensamientos 
inapropiados sin comunicar la idea central?",Superficialidad,Tangencialidad,Circunstancialismo,Logorrea,B
"En el tratamiento del miedo a lugares abarrotados de gente, la terapia con realidad virtual actúa a través de...",incremento.,moldeamiento.,persistencia.,exposición.,D
"Varón de 36 años, que afirmó en la consulta: ""quisiera tener amigos o pareja, pero desde niño tengo miedo de ponerme 
en ridículo. No me acercaba a otros chicos porque temía que me rechacen; solo iba a jugar si me llamaban. En las fiestas 
no saco a bailar a las chicas porque creo que bailo mal y no soy atractivo. He dejado trabajos donde había público porque 
no me atrevía a interactuar con gente"". ¿Cuál es el trastorno más probable?",Esquizofrenia simple,Personalidad evitativa,Retardo mental,Trastorno del neurodesarrollo,B
"Una persona con trastorno de personalidad ...... tolera un cónyuge maltratador, infiel o alcohólico debido a su pesimismo, 
desconfianza en sí mismo, pasividad y miedo a expresar sentimientos agresivos o sexuales para no alterar el vínculo.",esquizoide,dependiente,histriónico,anancástico,B
"Mujer de 45 años, con antecedentes de esquizofrenia y sin otra patología. Ingresó a la emergencia por agitación 
psicomotriz; luego de la aplicación del tratamiento farmacológico tuvo un síncope. EKG: prolongación del intervalo QT. 
¿Cuál de los siguientes fármacos es responsable, con mayor probabilidad?",Olanzapina,Ziprasidona,Diazepam,Valproato de sodio,B
"Las mujeres que tienen vaginismo, anorgasmia y dispareunia tienen una alta prevalencia de trastornos ...",somatomorfos.,bipolares.,histriónicos.,depresivos.,A
"Varón de 60 años, en tercer intento de suicidio. Antecedente: diagnóstico de trastorno depresivo mayor sin tratamiento, 
vive solo. Examen: tristeza, anhedonia, desesperanza, hiporexia, hiposomnia. Ideación suicida persistente desde hace 
dos meses, con planificación desde hace 1 mes. Hace 4 meses rompió con su pareja y tiene deudas. ¿Cuál es la mejor 
conducta?",Consulta psicológica,Psicoterapia de apoyo,Hospitalización,Pacto de no suicidio,C
El CI global para la discapacidad intelectual leve se sitúa entre ...... puntos.,60 y 80,30 y 50,50 y 70,70 y 90,C
¿Cómo se denomina la incapacidad para reconocer una parte del cuerpo como propia?,Somatoagnosia,Amnesia,Hipognosia,Heteroagnosia,A
"En los estudios de imágenes de pacientes con depresión. ¿En qué estructura se aprecia con más frecuencia una 
reducción del volumen?",Lóbulo occipital,Área de Broca,Hipocampo,Tronco encefálico,C
¿Cuál es la distorsión cognitiva frecuente en los trastornos depresivos?,Indefensión,Personalización,Acting out,Anhedonia,B
"Mujer de 19 años, desde la infancia maltrató animales y se escapaba del colegio. Roba objetos de casa y lo niega, aunque 
la descubran. Pide dinero prestado a su familia o amigos sin intención de devolverlo, gastándolo en ropa o fiestas y alcohol 
con desconocidos. Si sus padres intentan contenerla, los amenaza con irse de la casa y tira objetos hasta que la dejan 
salir, calmándose al lograrlo. Cuando quiere pedir algo, se muestra cariñosa y seductora. ¿Cuál es el trastorno de 
personalidad más probable?",Antisocial,Paranoide,Bipolar,Inestable,A
"Varón de 30 años, luego de accidente automovilístico; se teme que desarrolle trastorno de estrés postraumático y pobre 
respuesta al tratamiento farmacológico y psicoterapéutico por la presencia de un factor de vulnerabilidad en su historia, 
que es...",pobreza.,personalidad histriónica.,sexo masculino.,trauma infantil.,D
"Las creencias del sujeto sobre uno mismo, el mundo y el futuro conforman...",la triada cognitiva.,los esquemas mentales.,la visión del mundo.,el sistema delusional.,A
"Varón de 35 años, refiere que se excita solo al ver los pies de sus parejas. Menciona que es algo que no puede controlar; 
sus parejas se quejan de esto y lo dejan. En reuniones sociales se fija en los pies de las mujeres, generando incomodidad 
y rechazo. ¿Cuál es el diagnóstico más probable?",Voyerismo,Fetichismo,Travestismo,Frotismo,B
"Varón de 31 años, que acude a emergencia gritando ""me muero, me asfixio"". 20 minutos antes del ingreso percibió 
incremento de los latidos cardiacos, debilidad muscular, náusea, vértigo y parestesias. Examen: FC: 99 X', FR: 18 X', 
SatO2: 99%; diaforético, tembloroso. Resto de la exploración y exámenes auxiliares sin alteraciones. ¿Cuál es el 
diagnóstico más probable?",Ansiedad generalizada,Ataque de pánico,Trastorno facticio,Somatización,B
Se recomienda evitar la contención física en la agitación por delirium tremens por el riesgo de ...,hipermnesia.,resentimiento.,suicidio.,agotamiento.,D
"Niño de 6 años, llevado a consulta porque ingiere crayolas, viruta de madera y pintura de pared de modo persistente. 
¿Cuál es el trastorno más probable?",Geofagia,Amilofagia,Desintegración,Pica,D
"Mujer de 26 años que ingresó a emergencia por sexto intento de suicidio (esta vez, luego de una ruptura amorosa); se 
cortó los brazos con una hoja de afeitar. A la evaluación se evidencia sentimientos crónicos de vacío, episodios intensos 
de disforia, relaciones personales inestables con amigos y familiares, impulsividad (consumo de drogas, atracones con 
alimentos), ira inapropiada. ¿Cuál es el trastorno de personalidad más probable?",Antisocial,Paranoide,Evitativo,Límite,D
"¿Cuál es el trastorno delirante de inicio posterior a los 60 años, de tipo persecutorio, sin relación con la demencia?",Psicosis tardía,Delirio,Depresión atípica,Parafrenia,D
"Varón de 35 años, sin otros antecedentes, que ingresó a emergencia por agitación psicomotriz secundaria a consumo de 
cocaína. Durante el ingreso, se constató insuficiencia renal aguda. ¿Cuál es la causa más probable?",Infarto de miocardio,Vasculitis,Rabdomiolisis,Microangiopatía,C
"Psicólogo educacional de 33 años, con buen rendimiento profesional, pero cuya carrera no progresa porque no acude a 
entrevistas de trabajo, no va a eventos con desconocidos, teme hablar ante grupos numerosos o exponer el resultado de 
su trabajo; se avergüenza porque piensa que va a tartamudear, ponerse rojo o sudar al hablar ante otros. ¿Cuál es el 
trastorno más probable?",Ansiedad social,Personalidad dependiente,Distimia,Inhibición conductual,A
"Niño de 10 años, que hace una semana presenció el asesinato de su hermano. Desde ese día tiene sueños donde lo 
persiguen para matarlo o revive el episodio. En ocasiones ha revivido los momentos del ataque con imágenes que le 
aparecen de un momento a otro, el niño llora o corre sin dirección fija. Juega a que sus muñecos se matan. No recuerda 
todos los detalles del evento. Tiene sobresaltos al oír sonidos fuertes. ¿Cuál es el trastorno más probable?",Por estrés postraumático,De adaptación,De ansiedad,Por estrés agudo,D
¿Cuál es una contraindicación absoluta para la terapia sexual de pareja?,Infidelidad,Maltrato,Esquizofrenia,Separación,B
La dosis de atomoxetina en el trastorno por déficit de atención está alrededor de ...... mg/Kg.,3.9,0.6,4.3,1.2,D
"En el trastorno de personalidad......hay incapacidad para perdonar agravios, suspicacia, interpretación de las 
manifestaciones neutrales o amistosas de los demás como hostiles o despectivas, sentido combativo y tenaz de los 
propios derechos al margen de la realidad y preocupación por conspiraciones que explicarían acontecimientos del mundo 
en general.",esquizoide,delusivo,paranoide,sociopático,C
¿Cuáles son las alucinaciones que consisten en sensaciones infundadas de alteraciones en los órganos corporales?,Nihilistas,Cenestésicas,Hápticas,Táctiles,B
"Abogado de 45 años que inició demanda de divorcio por adulterio contra su esposa, a quien hizo seguir por detectives. 
Cuando cenaban en restaurantes, la acusaba de citarse con amantes en ese momento. Instaló cámaras en su 
departamento para grabarla y la acusó de manipular las cintas al no encontrar nada extraño. ¿Cuál es el trastorno más 
probable?",Agitado,Esquizofreniforme,Delirante,Somático,C
"¿Cuál es el trastorno caracterizado por inanición autoinducida de intensidad significativa, búsqueda implacable de la 
delgadez, miedo mórbido a la obesidad, distorsión de la imagen corporal y negación de la existencia de un problema de 
salud?",Anorexia nerviosa,Atracones,Hiporexia ansiosa,Dismorfofobia,A
¿En qué distorsión cognitiva se piensa siempre en lo peor y que es casi seguro que eso ocurrirá?,Catastrofismo,Referencialidad,Generalización,Dicotomización,A
"Síndrome que aparece con más frecuencia en niñas después de los 6 meses de edad, con movimiento estereotipado de 
manos, pérdida de movimientos intencionados, disminución de la respuesta social, escasa coordinación motora y 
disminución del uso del lenguaje:",De Rett,Asperger,Retardo mental,Turner,A
"Mujer de 20 años, derivada a psiquiatría del consultorio de dermatología por lesiones eccematoides en las manos 
producidas por lavado frecuente (10 a 15 veces al día, por 10 minutos) con detergente de ropa debido al miedo de 
ensuciarse. Dice: “me lavo por higiene y para no llevar el COVID a mi casa"". ¿Cuál es el fármaco de elección entre los 
citados?",Amitriptilina,Haloperidol,Fluvoxamina,Carbamazepina,C
¿Cuál es el delito más frecuente cometido por personas con ludopatía?,Asalto,Sabotaje,Carterismo,Desfalco,D
¿Cuál es la delusión en la cual los pensamientos son sustraídos de la propia mente por otras personas o fuerzas?,Robo del pensamiento,Síndrome de ruina,Trastorno asociativo,Pensamiento inhibido,A
¿Cuáles de los siguientes son factores de riesgo de suicidio?,Varón y soltero,Abstemio y vive solo,Sociable y casado,Desempleado y sano,A
"Varón de 12 años que ingresó a emergencia por inquietud motora; afirmó que no puede estar sentado o echado por 
malestar muscular y disforia desde hace dos días y que la molestia va en aumento. Tiene antecedentes de discapacidad 
mental leve; hace 7 días tuvo episodio de irritabilidad por el que se le prescribió risperidona 1 mg V.O. Examen: signos 
vitales y exámenes auxiliares sin alteraciones. ¿Cuál es la patología y la medida terapéutica más aconsejable?",Agitación / haloperidol 5 mg IM,Irritabilidad / valproato de sodio 250 mg VO,Acatisia / clonazepam 0.5 mg VO,Manía / ziprasidona 10 mg IM,C
¿Cuál de las siguientes es una característica de la ingestión de comida en el trastorno por atracones?,Comer solos por vergüenza,Indiferencia luego del atracón,Ingestión matutina,Comer hasta satisfacerse,A
"Mujer de 86 años, sin hipertensión arterial ni diabetes, contadora de normal desempeño hasta hace cuatro años. Desde 
hace dos años pierde llaves y documentos personales, pregunta datos y los olvida; quemó alimentos en varias ocasiones 
por olvidar la hornilla prendida. Desde hace 6 meses se ha perdido al salir de casa; desconoce a familiares y dice que 
alguien le roba sus cosas. ¿Cuál es el diagnóstico más probable?",Depresión mayor,Esquizofrenia,Alzheimer,Personalidad paranoide,C
En pacientes con dolor crónico. ¿Cuál de los siguientes es un fuerte predictor de la intensidad de dolor al día siguiente?,Poco sueño nocturno,Ejercicio vespertino,Uso de alcohol,Cena hipercalórica,A
"¿Cuál es el trastorno de personalidad caracterizado por afecto superficial, teatralidad, dramatización, exagerada 
expresión de las emociones, sugestionabilidad, egocentrismo, falta de consideración con los demás, facilidad para 
sentirse herido y búsqueda continua de aprecio, estímulos y atención?",Obsesivo,Histriónico,Disocial,Dependiente,B
¿Cuál es la razón más frecuente de las autolesiones sin propósito suicida?,Conseguir eutimia,Autopunición,Llamar la atención,Evitar castigos,A
La edad de inicio más frecuente de la fobia de tipo sangre-inyección-herida oscila entre los ...... años.,12 y 20,25 y 35,2 y 4,5 y 9,D
"Varón de 27 años, con esquizofrenia. ""Estoy incómodo. Me molesta esa gente que todo el tiempo me mete sus ideas. Yo 
no las quiero, pero ponen sus ideas en mi mente"". El síntoma más probable es ...... del pensamiento.",obligación,adaptación,secuestro,inserción,D
"Mujer de 47 años, jefa de almacén; revisa una y otra vez los reportes de sus trabajadores y traza horarios detallados para 
las actividades. Insiste en revisar personalmente el almacén y no delega tareas en su muy eficiente y honrada asistente. 
Se enoja si alguien sale del protocolo, si sus hijos mueven objetos caseros o están fuera de casa 10 minutos más allá del 
horario que ella indica. ¿Cuál es el trastorno de personalidad más probable?",Paranoide,Esquizotípico,Pasivo-agresivo,Obsesivo-compulsivo,D
"¿Cuál es la alteración del habla donde se usa una palabra o frase relacionada con la correcta, pero que no es la que se 
usa ordinariamente?",Parafraseo,Aliteración,Reemplazo,Metonimia,D
"Trastorno presente desde antes de los 5 años en niños que han tenido cuidado negligente, donde raramente buscan 
consuelo cuando sienten malestar o se dejan consolar, muestran irritabilidad, tristeza o miedo inexplicado y reacción 
social y emocional mínima a los demás.",De relación social desinhibida,Autismo leve,De apego reactivo,Síndrome desintegrativo,C
"¿Cómo se denomina el aumento de la cantidad del habla espontánea, con discurso rápido, fuerte y acelerado?",Verborrea,Hipoprosexia,Verbigeración,Logopedia,A
"Niño nacido a término, a la evaluación presentó fisuras palpebrales, surco nasolabial liso, microcefalia, contracturas 
articulares, defecto del tabique auricular y sinostosis cubitorradial. La madre confesó que durante la gestación consumió 
...... 3 a 4 veces por semana.",marihuana,fluoxetina,alcohol,alprazolam,C
"Mujer de 29 años, muy indignada en la emergencia: ""no sé por qué me han traído aquí, como si yo estuviera enferma; 
solo estuve caminando, muy sensual, por la avenida Tomás Valle"". El policía que la condujo la vió en esa avenida, 
vistiendo solo zapatos de taco alto y ropa interior. Examen: sin alteración. Presión del habla, inquietud motora, bromea 
con el personal y hace juegos de palabras. Ex. toxicológico: negativo. ¿Cuál es el trastorno más probable?",Manía,Psicosis,Retardo mental,Hebefrenia,A
"Niño de 5 años, con lenguaje previamente normal, que pierde la capacidad de comprensión, expresión del lenguaje y 
conserva la inteligencia, agregándose convulsiones. ¿Cuál es el trastorno más probable?",Epilepsia generalizada,Afasia adquirida con epilepsia,Trastorno desintegrativo,Afasia del desarrollo,B
¿Cuál es el efecto secundario más frecuente del litio?,Estreñimiento,Poliuria,Hipertricosis,Baja de peso,B
¿Cuál de los siguientes fármacos está indicado en el tratamiento de la bulimia nerviosa?,Mirtazapina,Carbamazepina,Fluoxetina,Clonazepam,C
"Varón de 29 años, que desde hace 10 meses experimenta durante la mayor parte del día inquietud, irritabilidad, 
rumiaciones sobre asuntos laborales y familiares, incremento de peso y apetito, insomnio de conciliación y sensación de 
tensión muscular. Ha experimentado efectos secundarios desagradables con ISRS, de magnitud intolerable. No hay 
evidencia de otra patología. ¿Cuál fármaco tiene el mejor perfil para el paciente?",Mirtazapina,Sulpirida,Fluoxetina,Venlafaxina,D
"¿Cuáles de los siguientes fármacos están asociados a disfunción eréctil, eyaculación prematura, disfunción orgásmica y 
disminución de la libido?",Anfetamínicos,AINES,Opioides,Antibióticos,C
"Varón de 81 años, con antecedentes de insuficiencia cardiaca congestiva; se queja de somnolencia diurna, insomnio y 
de despertar con falta de aliento. ¿Cuál es el trastorno del sueño más probable?",Hipoventilación,Apnea central,Hipopnea obstructiva,Insomnio episódico,B
¿En qué fase del sueño no REM hay ondas lentas de gran amplitud que ocupan más del 50% del periodo?,2,4,3,1,B
"Varón de 67 años, comerciante en ejercicio, en 2o día postoperatorio de fractura de cadera, que recibió tramadol como 
analgésico. En la noche se quitó la sonda, la ropa y las vías, gritando que lo habían secuestrado ""las sombras del rincón"". 
No sabía la fecha, hora ni el lugar en el que estaba. No reconoció a su hija, quien lo describió como calmado, lúcido y de 
buen humor. ¿Cuál es el diagnóstico más probable?",Demencia,Delirium,Depresión,Ansiedad,B
"Mujer de 89 años, con demencia tipo Alzheimer de 8 años de evolución. Se observa que, con frecuencia, arranca hilos o 
trozos de lana de las frazadas y colchas o pellizca sus prendas, sin motivo aparente. ¿Cómo se denomina esta conducta?",Flocilación,Imbricación,Destructividad,Confusión,A
"Varón de 51 años con antecedentes de alcoholismo, que ingresó a la emergencia por episodio agudo caracterizado por 
dificultades para la marcha, problemas vestibulares, confusión y nistagmo horizontal; el cuadro mejoró con la 
administración de tiamina. ¿Cuál es el trastorno más probable?",Síndrome de Korsakoff,Encefalopatía de Wernicke,Intoxicación aguda,Abstinencia aguda,B
"Varón de 45 años, con antecedente de alcoholismo, que es conducido a emergencia por una fractura de pierna. Se indicó 
vigilancia estrecha durante las primeras ...... horas de abstinencia, por riesgo de delirium tremens.",12,36,48,72,D
"La falta de gliosis en los cerebros de pacientes con esquizofrenia, sin evidencia consistente de neurodegeneración, apoya 
la idea de que la esquizofrenia es un trastorno...",regenerativo.,afectivo.,del neurodesarrollo.,del crecimiento.,C
"Mujer de 19 años, con historia de anorexia nerviosa purgativa, que ingresó a emergencia sumamente emaciada. Durante 
la atención se produjo una arritmia y la paciente falleció. ¿Cuál es la causa más probable de la arritmia?",Hipocolesterolemia,Hipokalemia,Hiperglicemia,Hiperprolactinemia,B
"Niño de 4 años con escasa interacción social, mal contacto visual, falta de reciprocidad del contacto social, indiferencia 
hacia los juegos o manifestaciones emocionales de otros niños, lenguaje estereotipado, adherencia a rutinas invariables, 
manierismos, ausencia de juego simbólico e hiperreactividad ante los ruidos. Antecedentes: nacido de parto eutócico, sin 
complicaciones. ¿Cuál es el diagnóstico más probable?",Autismo,Sordera,Retardo,Psicosis,A
"Los trabajadores de salud se sienten aislados y estigmatizados durante las pandemias, con riesgo de desarrollar trastorno 
de estrés postraumático. ¿Cuál de las siguientes medidas es un importante predictor negativo de la aparición de dicho 
trastorno?",Profilaxia con antidepresivos,Uso de hipnóticos,Soporte de jefes y colegas,Refuerzo vitamínico,C
"¿Cuál es el trastorno de personalidad caracterizado por frialdad emocional, ausencia de relaciones sociales, tendencia a 
la fantasía, las actividades solitarias y la introspección, con incapacidad para expresar sentimientos y sentir placer?",Compulsivo,Ansioso,Esquizoide,Delirante,C
¿Cuál es la comorbilidad más frecuente de bulimia nerviosa?,Manía,Depresión,Pánico,Alcoholismo,B
"Varón de 47 años en tratamiento por depresión con fatiga y astenia. Se presentó a la consulta con insomnio; este no 
cedía al uso de hipnóticos indicados por su psiquiatra. Examen: edema e hipotonía muscular. El paciente confesó que 
usaba un ""suplemento natural"" que creía inofensivo. ¿Cuál es la planta responsable, con mayor probabilidad?",Ginseng,Pasiflora,Manzanilla,Hoja de fresa,A
En el abuso de esteroides anabolizantes androgénicos. ¿Cuál es el trastorno comórbido más frecuente?,Dismórfico corporal,Ansiedad generalizada,Explosivo intermitente,Personalidad antisocial,A
¿Cuál es el área cortical del cerebro implicada en el trastorno por déficit de atención e hiperactividad?,Prefrontal,Hipocampal,Occipital,Parietal,A
¿Cuál es el mecanismo de defensa más utilizado por las personas con un trastorno de personalidad límite?,Formación reactiva,Anticipación,Desplazamiento,Identificación proyectiva,D
"En la visita del pabellón de pediatría se observó que un niño juega a los médicos y practica con un muñeco la inyección 
que él recibe todos los días en la mañana. ¿Cuál es el tipo más probable de conducta, entre las siguientes?",Imaginación,Agresión,Venganza,Contrafóbica,D
De los siguientes. ¿Cuál es el sistema esencial en la creación del deseo y placer en la respuesta sexual humana?,Serotoninérgico,Reticular,Hipotalámico,Dopaminérgico,D
"¿Cuál es la droga de consumo que es llamada ""anestésico disociativo"" porque produce un estado en el que los individuos 
están conscientes, pero aparentemente insensibles o disociados del entorno?",Cocaína,Propofol,Fenciclidina,Piperita,C
"Varón de 78 años, hipertenso, con antecedentes de microinfartos en región frontal, que se queja de sensibilidad emocional 
con cambio inestable y rápido de las emociones. ¿Cómo se denomina el síntoma?",Sensibilidad afectiva,Labilidad emocional,Letología,Hipomanía,B
"Mujer de 32 años, se despierta en la noche con la sensación de que hay un intruso en la casa; pero no puede moverse 
ni gritar en ese momento para alertar al esposo, quien niega la presencia extraña. ¿Cuál es el trastorno más probable?",Pesadillas,Alucinosis,Parálisis del sueño,Del comportamiento,C
"Varón de 18 años que siempre tuvo dificultades escolares. Es incapaz de captar los aspectos esenciales de un todo, para 
dividir un conjunto en sus partes y para discernir las propiedades comunes. Se sospecha de un retardo mental con un 
déficit del pensamiento...",integrador.,abstracto.,semántico.,lógico.,B
¿Cuál de los siguientes es el mecanismo clásico de adquisición de las fobias?,Condicionamiento operante,Condicionamiento pavloviano,Aprendizaje vicario,Aprendizaje traumático,B
"Mujer de 66 años, en psicoterapia por psicólogo desde hace 6 meses por depresión, con mejoría discreta. Desde hace 
10 meses se ha sentido triste, distraída, desanimada, con enlentecimiento psicomotor, sensación de intolerancia al frío. 
Examen: piel y cabello secos, obesidad central, edema en miembros inferiores y facies abotagada. ¿Cuál es el diagnóstico 
más probable?",Diabetes mellitus,Hipotiroidismo,Depresión refractaria,Fibromialgia,B
