questions,option_A,option_B,option_C,option_D,correct_answer
"Varón de 65 años, con fracción de eyección de ventrículo izquierdo: 35%; sometido a cirugía oftalmológica, durante la 
intervención quirúrgica, presenta: presión intraocular alta. Se administra: manitol 300 ml. ¿Cuál es la complicación que 
podría presentar el paciente?",Hipertensión arterial,Broncoespasmo crónico,Paro respiratorio,Insuficiencia cardiaca,D
¿Cuál es el fármaco que disminuye la tasa de filtración glomerular?,Midazolam,Tiopental,Fentanilo,Droperidol,B
¿Qué consideración debemos tener en el manejo anestésico de la estenosis aórtica?,No considerar la monitorización del GC,Leve profundidad anestésica,Monitorización invasiva de la PA,Puede haber fluctuaciones de la hemodinamia,C
"En la analgesia para el trabajo de parto, en la fase I, las fibras que se activan son:",A,C,α,ß,B
"Mujer de 30 años, pos operada de laparotomía exploratoria por embarazo ectópico roto, sangrado intraoperaorio de 2100 
ml, se transfundió 03 paquetes globulares, 02 plasmas frescos congelados y 02 unidades de plaquetas. Se extuba, 
hemodinámicamente estable. A las 2 horas de estar en URPA, se evidencia: SatO2: 90%, fiO2: 21%, distrés respiratorio, 
AGA: PaO2/fiO2: 250; Rx tórax: infiltrados bilaterales sin cardiomegalia. ¿Cuál es el diagnóstico más probable?",Infarto agudo de miocardio,Falla cardiaca del ventrículo derecho,Tromboembolismo pulmonar,Lesión pulmonar aguda,D
"Mujer de 30 años post operada de ruptura uterina con pérdida sanguínea total de 2500 ml. ¿Qué complicación 
prerrenal postoperatoria podría presentar?",Oliguria de causa prerrenal,Necrosis tubular aguda,Lesión quirúrgica de uréteres,Hemólisis,A
¿Cuál es el nivel de BIS para profundidad anestésica adecuada?,75-80,30-35,85-90,40-60,D
¿Cuál es la complicación asociada a la extubación?,Laringoespasmo,Edema pulmonar de presión positiva,Hiperventilación,Bradicardia,A
"Mujer de 35 años, politraumatizada fue atendida en emergencia, se hizo las suturas, utilizando anestésico local; reingresa 
a emergencia a las dos horas de salir de alta, con sensación de falta de aire, palpitaciones, ansiosa, diaforesis. Examen: 
PA: 80/50 mmHg, FC:110 X', SatO2: 97%; con sensación de sabor metálico en boca. ¿Cuál es la complicación más 
frecuente?",Falta de sedación en el manejo de paciente,Cardiotóxicidad de los anestésicos locales,Hemorragia grado I,Reacción al paracetamol,B
"Mujer de 40 años, sometida a colecistectomía laparoscópica, bajo anestesia general. Se realiza recuento del tren de 
cuatro, con resultado: 2. ¿Qué tipo de bloqueo neuromuscular presenta?",Ligero,Moderado,Superficial,Profundo,B
¿Cuál es un signo clínico tardío de la hipertermia maligna?,Moteado de la piel,Taquipnea,Acidosis mixta,Mioglobinemia,D
¿Cuál es un factor pronóstico de laringoscopía difícil?,Incisivos superiores cortos,Cuello corto y grueso,Movilidad cervical adecuada,Mallampati I,B
"Gestante de 39 semanas, grupo sanguíneo A(+ ), sometida a cesárea por posible ruptura uterina. ¿Qué tipo de sangre 
puede recibir?",A(-),O(+),AB,B(+),B
¿Qué efecto produce la dopamina en dosis 1-4 µg/Kg/min a nivel de vasos periféricos?,Vasoconstricción,Vasodilatación,Cronotropismo (-),Inotropismo (+),B
"Varón de 65 años, sometido a cirugía por fractura de fémur, tiempo operatorio: 4 horas. En el intraoperatorio al realizar la 
liberación del torniquete presenta: hipoxemia, alcalosis respiratoria, erupción petequial y trombocitopenia. ¿Cuál es la 
complicación más frecuente?",Embolia grasa,Síndrome de la implantación del cemento óseo,Tromboembolismo pulmonar,Edema agudo del pulmón,A
"Varón de 78 años, con asma crónica y enfermedad renal crónica, va a ser sometido a cirugía traumatológica con anestesia 
general. ¿Qué fármaco bloqueador neuromuscular se debe recomendar?",Doxacurio,Rapacuronio,Cisatracurio,Tubocurarina,C
"Presenta mielina (+), velocidad de conducción (3-15 m/s), localización: simpática preganglionar, presenta susceptibilidad 
al bloqueo por anestésicos locales. ¿Qué tipo de fibra es?",delta,C,B,A,C
"Mujer de 30 años es llevada a sala de operaciones, Glasgow 10, con déficit motor presente. Antecedente: hemorragia 
subaracnoidea. Según la escala de HSA de la Word Federation of Neurosurgeons (WFNS). ¿A qué grado corresponde?",IV,V,II,III,A
"¿Cuál es el flujo máximo de líquidos a caída libre, en catéter intravenoso de 16G?",304.2 ml/min,98.1 ml/min,154.7 ml/min,206.3 ml/min,C
"Varón de 25 años, con diagnóstico de hemorragia subaracnoidea, con Glasgow 7, intubado. TEM cerebral: hemorragia 
supratentorial. ¿Cuál es la conducta a seguir?",Administrar manitol 12.5 g inmediato,Administración de antiepilépticos,Administración de corticoides 30 min. previos a la cirugía,Fluidoterapia con cristaloides de 4 a 5 litros,B
"En la evaluación preanestésica, para cirugías de corta estancia. ¿Cuál es la medida que se debe tener en cuenta?",La valoración del estado ASA,La evaluación de vía aérea carece de valor,Las pruebas analíticas de hace un año,Los antecedentes patológicos no son importantes,A
"Varón de 30 años, post operado de un día, de fractura de pelvis, de manera súbita presenta insuficiencia respiratoria, 
trastorno del sensorio. Examen: FC: 120 X´, T°: 39.5 °C axilar, PA: 90/50 mmHg; petequias; tórax: murmullo vesicular 
disminuido, crépitos en AHT. AGA: pH: 7.52, PAO2: 50 mmHg. ¿Cuál es el diagnóstico más probable?",Shock hipovolémico,ACV isquémico,Edema agudo de pulmón,Embolia grasa,D
"Según American Heart Association, la clasificación de las fases de la insuficiencia crónica, el alto riesgo de insuficiencia 
cardiaca corresponde a la fase:",A,D,C,B,A
"Según los equivalentes metabólicos (MET) de la capacidad funcional, un paciente que camina una o dos manzanas en 
llano es:",5,3,7,1,B
"Varón de 35 años, con diabetes mellitus tipo 2, IMC: 40. Examen: cuello corto; Mallampati: IV, apertura bucal menor de 3 
cm. Polisomnografia: 5 -15 episodios por hora. ¿Cuál es su diagnóstico más probable?",Disnea paroxística nocturna,Síndrome de apnea obstructiva del sueño,Enfermedad pulmonar obstructiva crónica,Síndrome de cardiometabólico,B
"En un 40% de estudio de doppler precordial, en cirugías de fosa posterior y paciente en posición sentado. ¿Qué 
patología se detecta?",Hipotermia,Neumoencéfalo,Embolia grasa,Embolia gaseosa venosa,D
"Varón de 30 años, IMC: 50, sometido para cirugía bariátrica de 3 horas. ¿Cuál es la complicación renal que se evidencia 
con más frecuencia?",Insuficiencia renal crónica,Insuficiencia suprarrenal,Crisis adrenocorticotrópicas,Necrosis tubular aguda,D
¿Cuál es el cambio fisiopatológico asociado a estenosis mitral?,Aumento de la resistencia vascular periférica,Aumento de la frecuencia cardiaca,Resistencia vascular sistémica aumentada,Aumento de la precarga del VI,D
"Varón de 55 años, sometido a cirugía cardiaca. Examen: precarga VI: aumentada; frecuencia cardiaca: 55 X' (sinusal); 
contractibilidad: se mantiene constante; resistencia vascular sistémica: aumentada; resistencia vascular pulmonar: se 
mantiene constante. ¿Cuál es el diagnóstico?",Estenosis mitral,Insuficiencia mitral,Insuficiencia aórtica,Estenosis aórtica,D
"Gestante de 37 semanas, antecedente de coagulopatía, ingresa a emergencia con: PA140/90 mmHg, plaquetas: 
80000/µl; con tratamiento de aspirina. ¿Cuál es el manejo a seguir?",Usar warfarina,No usar heparinas,No suspender la aspirina,Suspender la aspirina 5 días antes,C
"Mujer de 35 años, peluquera, con síndrome de hombro doloroso crónico; va a ser sometida a un bloqueo de nervio 
periférico, para controlar el dolor. ¿Cuál es el bloqueo ideal?",Supraescapular,Axilar,Mediano,Pectoclavicular,A
"El riesgo potencial de infertilidad, cáncer, abortos espontáneos y enfermedad hepática, está asociado al uso de...",radiaciones ionizantes.,radiaciones no ionizantes.,residuos microscópicos.,agentes inhalatorios.,D
¿Cuáles son los cambios fisiopatológicos asociados con la insuficiencia aórtica?,Precarga del ventrículo izquierdo disminuida,Resistencia vascular sistémica disminuida,Frecuencia cardiaca disminuida,Resistencia vascular pulmonar aumentada,B
¿Cuál es la complicación más frecuente asociada a la extubación?,Hemorragia,Edema pulmonar,Estenosis,Broncoespasmo,D
¿Qué consideración anestésica se debe tener en cuenta en pacientes con osteogenia imperfecta?,Priorizar técnica neuroaxial,Hipertermia maligna,Riesgo de fractura de mandíbula,Manejo de la vía aérea sin cuidado,C
En estrés quirúrgico. ¿Cuál es el tratamiento recomendado en el perioperatoria para una cirugía menor?,Prednisona 50 mg VO,Hidrocortisona 50 mg IV,Triancinolona 50 mg IV,Hidrocortisona 100 mg IV,B
¿Cuáles son los factores que NO aumentan la cefalea tras una punción intradural?,Edad de la paciente,Bisel de la aguja y posición de inserción,Uso de catéter intradural continua,Tamaño de la aguja,C
¿Cuál es la complicación anestésica más importante en altura?,Hipoxia perioperatoria,Cefalea,Náusea,Deshidratación,A
¿Cuáles son los vasodilatadores para el tratamiento de la hipertensión perioperatoria?,Agonistas ß2 adrenérgicos,Agonistas alfa1 adrenérgicos,Agonistas de canales de calcio,Antagonistas alfa2 adrenérgicos,A
"¿Qué consideración preanestésica, se debe tener en cuenta en un lactante con hidrocefalia, sometido a una derivación 
ventrículo peritoneal?",Presión intracerebral aumentada,Embolia gaseosa,Depresión respiratoria postoperatoria,Edema cerebral asociado,A
"Varón de 20 años, deportista profesional, será sometido a una cirugía de rodilla. ¿Qué bloqueo se recomendaría?",Musculocutáneo,Tobillo,Ciático,Pudendo,C
"Mujer de 45 años que presenta glioblastoma de bajo grado + edema cerebral. Se programa para cirugía electiva en 48 
horas. ¿Qué se debe administrar, previa al acto quirúrgico?",Combinación de diurético osmótico,Solución hipertónica 7.5% 24 horas previos,Manitol 24 horas previos,Esteroides 48 horas previos,D
¿Cuántas horas de ayuno de líquidos claros preoperatorio requiere una gestante?,2,8,1,24,A
¿Cuál es la medida inmediata a seguir en una reacción alérgica por transfusión sanguínea?,Interrumpir la transfusión,Corticoterapia,Administrar diuréticos,Aumentar la volemia,A
"Lactante de 11 meses ASA II, sometido a cirugía de corrección de hernia inguinal. ¿Cuál es la técnica anestésica 
adecuada?",General con mascara laríngea,Raquídea,Caudal,General con IOT,C
"Mujer de 60 años, sometida a artroplastia total de cadera; con hipertensión arterial, diabetes mellitus, trombosis venosa 
profunda e insuficiencia cardiaca. FEVI: 35%. ¿Cuál es el tipo de anestesia que se aplicaría?",Anestesia regional a dosis bajas + bloqueo periférico,Anestesia regional a dosis normal + monitoreo invasivo,Anestesia general + monitoreo invasivo,Anestesia endovenosa total,A
"Mujer de 75 años, con glaucoma de ángulo cerrado, sometida a colecistectomía laparoscópica; en el ventilador mecánico 
presenta patrones: volumen Tidal: 400, FR: 15 X', PCO2: 55 mmHg. Examen: congestión coroidal. ¿Cuál es su medida a 
seguir?",Colocar furosemida 80 mg IV,Cirugía oftalmológica de emergencia,Evitar hipercapnia,Extubar al paciente lo más pronto posible,C
"Mujer de 50 años, sometida a cirugía de recambio valvular aórtico con circulación extracorpórea (CEC); al salir de CEC, 
paciente presenta: bradicardia, bloqueo cardiaco completo y asistolia. ¿Cuál es la medida a seguir?",Utilizar cables de estimulación epicárdica temporales,Reingresar a CEC,Iniciar betabloqueante de acción larga,Iniciar diltiazem y digoxina,A
"Varón de 55 años con antecedente de consumo de cigarrillos, diagnosticado de carcinoma epidermoide. ¿Cuál es 
la consideración anestésica a tomar, para la intubación?",Lesiones periféricas,Obstrucción y cavitación,Síndrome de Lambert - Eaton,Osteoartropatía hipertrófica,B
"¿Cuál es el factor de riesgo del síndrome de bajo gasto cardiaco, después de una derivación cardiopulmonar?",Tiempo de pinzamiento aórtico,Buena conservación del miocardio,Reparación quirúrgica cardiaca adecuada,Valvulopatía que no requiera reemplazo,A
"Varón de 65 años, hipertenso, con tratamiento irregular; será sometido a cirugía urológica con anestesia regional. 
Examen: PA: 170/110 mmHg no controlada y sin variación. ¿Cuál es la indicación a seguir?",Continuar cirugía,Interconsulta a su médico,Captopril sublingual,Suspender la cirugía,D
¿Cuál es el anestésico volátil halogenado con menor grado de metabolismo tisular?,Isoflurano,Sevoflurano,Halotano,Desflurano,D
¿Cuál es el fármaco que disminuye la resistencia vascular pulmonar?,Halotano,Inhibidores de la recaptación de serotonina,Corticoides,Isoproterenol,D
¿Cuál es la causa de insuficiencia cardiaca que es producida por lesiones miocárdicas?,Hipertrofia concéntrica,Hipertrofia asimétrica,Deslizamiento del sarcómero,Isquemia,D
"En la clasificación de los estadios de la insuficiencia cardíaca crónica del American College of Cardiology/American Heart 
Association. ¿Qué patología tiene un riesgo elevado de insuficiencia cardiaca?",EPOC,LES,Hipertensión arterial,Valvulopatía,C
La posición de Jannetta es utilizada para...,descomprensión microvascular del V par craneal.,craneotomía bifrontal.,cirugía de aneurisma de la arteria basilar.,cirugía de lóbulo occipital.,A
"Paciente sometido a cirugía traumatológica donde el anestesiólogo toma la decisión de realizar un bloqueo del nervio 
crural en la región del muslo. ¿Qué puntos de referencia debe tener en cuenta en la realización del bloqueo?",Arteria safena interna,Nervio safeno,Arteria femoral,Nervio femorocutáneo,C
"Paciente post cesareada hace 24 h, con anestesia epidural, presenta cefalea continua que empeora al estar de pie o 
sentada y mejora en la posición decúbito. ¿Qué medida se recomienda?",Suero fisiológico epidural - reposo en cama con los pies elevados,Paracetamol vía oral - alta de la paciente,Suero fisiológico 500 cc EV - deambulación inmediata,Cafeína - deambulación inmediata,A
¿Cuándo se considera hipertensión intracraneal?,>=15 mmHg,>20 mmHg,=18 mmHg,>=12 mmHg,B
"Mujer de 30 años, antecedente de un absceso de tercera molar inferior hace dos semanas, con tratamiento irregular, 
actualmente presenta aumento de volumen submandibular derecha con desplazamiento de la lengua, acude a 
emergencia, presentando estridor y dificultad respiratoria. ¿Qué indica para el control de vía aérea?",Intubación submentoniana,Traqueostomía,Sedación y drenaje de absceso,Intubación oral con laringoscopio normal,B
¿Cuál es una miocardiopatía primaria adquirida?,Miopatías mitocondriales,Enfermedad de los canales iónicos,Estrés (tako-tsubo),Restrictivas,C
"Varón de 75 años, sin antecedentes, será sometido a lobectomía; evaluación cardíaca preoperatoria: excelente tolerancia 
al esfuerzo. ¿A qué procedimiento es candidato?",Ecografía de estrés con dobutamina,Revascularización,Angiografía coronaria,Cirugía de resección pulmonar,D
¿Cuál es la posición ideal para cirugía de tumor de médula espinal?,Litotomía,Decúbito ventral,Decúbito prono,Trendelemburg,C
"En relación al pinzamiento del aneurisma cerebral intracraneal. ¿Cuál es la monitorización neurológica actual más 
importante?",Exploración neurológica en el paciente despierto,Potenciales evocados somatosensoriales,Prueba de despertar,Saturación venosa de oxígeno en el bulbo yugular,B
¿Cuál es un factor pronóstico de ventilación con mascarilla difícil?,Sexo femenino,Clasificación de Mallampati III o IV,Edad menor a 55 años,IMC <30 Kg/m2,B
"En la evaluación preanestésica de una cirugía cardiaca, la presencia de un soplo localizado en segundo espacio 
paraesternal derecho, de temporalidad mesosistólico está relacionado a...",estenosis mitral.,estenosis aórtica.,miocardiopatía hipertrófica.,insuficiencia mitral.,B
"Varón de 30 años, sometido a una cirugía estética láser. Antecedente de coagulopatía. Laboratorio: plaquetas 100000/µl. 
En el plan anestesiológico, se sugiere anestesia regional tipo ...... ya que podría presentarse ...... como complicación.",raquídea sin catéter / hematoma epidural,raquídea con catéter / absceso espinal,epidural con catéter / atascamiento del catéter,epidural sin catéter / meningitis bacteriana,A
"Gestante adolescente de 38 semanas, con peso 78 Kg, talla 1.54 m; programada para cesárea por distocia funicular, con 
anestesia regional tipo epidural a nivel L3-L4; a los breves minutos presenta hipotensión sostenida, con bloqueo sensorial 
y apnea. ¿Cuál es la complicación probable que ha presentado?",Cefalea post punción dural,Bloqueo motor alto,Tóxicidad sistémica,Shock hipovolémico,B
"Mujer de 70 años, con hipertensión arterial, diabetes mellitus tipo II; será sometida artroplastía de cadera izquierda. ¿Qué 
nivel de dermatoma se requiere para la anestesia?",L2,T4,T6,T10,D
¿Cuál es el circuito anestésico coaxial y que deriva de una modificación del sistema Mapleson D?,Magill,Mapleson B,Bain,Jackson - Rees,C
"Durante el acto quirúrgico de una extirpación transesfenoidal de un tumor en hipófisis, se evidencia: FC: 85 X', PA: 
115/70 mmHg, SatO2: 98%, diuresis 4000 ml en 1 hora. Laboratorio: hiperosmolaridad sérica e hipoosmolaridad en 
orina. ¿Cuál es la indicación a seguir?",Dextrosa,Mantener hidratado,Solución hipertónica 3%,Insulina en infusión,B
¿Cuáles es el efecto protector de la hipotermia durante la isquemia cerebral?,Disminución de la liberación de neurotransmisores excitotóxicos,Aumento de acidosis intracelular,Aumento de respuesta inflamatoria,Aumento de la permeabilidad de la barrera hematoencefálica,A
"En la evaluación preoperatoria de una paciente mujer de 55 años (ASA II), diagnóstico: angina de pecho controlada, con 
tratamiento de isorbide vía oral. Programada para una cirugía de corta estancia. ¿Cuál es la indicación principal?",No programar la cirugía,Suspender tratamiento días antes,Continuar con su tratamiento hasta la cirugía,Cambiar de tratamiento,C
"¿Cuál es el efecto nocivo durante la isquemia cerebral que produce un desequilibrio entre el aporte y la demanda de 
oxígeno?",Hipotermia,Injuria cerebral aguda,Hipertermia,Acidosis intracelular,C
"Varón de 50 años, con IMC: 45, DTM: menor de 6 cm, apertura bucal: menor de 5 cm, poca movilidad de cuello; 
antecedente de cáncer de laringe. Ingresa a sala de operaciones con estridor laríngeo, FC: 130 X', PA: 80/50 mmHg, 
SatO2: 80%. Tomografía: estenosis de cuerdas vocales de 95%. ¿Cuál es la medida a seguir del anestesiólogo?",Traqueostomía,Ventilación con Jet transtraqueal,Intubación retrógrada,Intubación traqueal a través de una cánula,B
"Mujer de 40 años, con esclerosis lateral amiotrófica, será sometida a quistectomía laparoscópica. ¿Cuáles son las 
consideraciones perioperatorias a tener en cuenta?",Mayor riesgo de aspiración y complicaciones pulmonares,Depresión respiratoria y poca sensibilidad a los sedantes,Poco efecto residual del bloqueador neuromuscular,Priorizar uso de bloqueantes neuromusculares despolarizantes,A
"¿Cuál es la característica de la capnografía en el ventilador mecánico, en paciente con broncoespasmo?",Elevación de la pendiente en fase III,Picos durante la fase III,Muesca durante la fase III,Doble meseta en fase III,A
¿Cuál es el factor que influye en el flujo sanguíneo cerebral y está relacionado al índice metabólico cerebral?,Temperatura,Vasopresores,PaO2,Viscosidad sanguínea,A
"Varón de 45 años, antecedente de malformación arteriovenosa cerebral; acude a emergencia con obnubilación, confusión 
y déficit focal leve. Según la clasificación de Hunt-Hess del estado neurológico. ¿Cuál es la categoría del paciente?",IV,V,II,III,D
¿Cuál es la causa de las taquiarritmias auriculares en los trastornos post operatorios?,Traumatismo quirúrgico,Agitación,Dolor,Hipopotasemia,D
"Varón de 75 años, con hipertensión arterial no controlada; es sometido a laparotomía exploratoria por obstrucción 
intestinal. Se le coloca anestesia general balanceada. En el postoperatorio inmediato, se evidencia de forma 
aguda alteración de la conciencia y paciente hiperactivo. ¿Cuál es el diagnóstico más probable?",Disfunción cognitiva postoperatoria,Infarto cerebral agudo,Demencia,Delirium postoperatorio,D
¿Cuál es el fármaco trombolítico específico de la fibrina?,Davigatrán,Estreptocinasa,Alteplasa,Rivaroxabán,C
"Varón de 65 años, antecedente de carcinoma de células transicionales de vejiga, con hematuria indolora. Es sometida a 
un tratamiento quirúrgico de fulguración. ¿Cuál es el mejor tratamiento analgésico?",Bloqueo femoral,"AINES, paracetamol y opioides",Catéter epidural con dosis de bupivacaína 0.5 %,Analgesia libre de opioides,B
¿Cuál es la medida anestésica a seguir para laparotomía exploratoria por enterocolitis necrotizante?,Anestesia raquídea,Infusiones EV lentas,Uso de sevofluorane,Infusión de morfina rápida,C
"Varón de 48 años sometido a cirugía de meningioma parasagital, posición semisentado, después de 5 horas de cirugía; 
doppler precordial: ausencia de monitorización. ¿Cuál es la conducta a seguir?",Vasopresores e inotrópicos,Aspirar aire intravascular de arteria pulmonar,Compresiones torácicas,Bajar fiO2 a 50%,B
¿Cuáles son los riesgos moderados del estado de hipercoagulabilidad y trombosis perioperatoria?,Trombocitopenia inducida por heparina,Tumores malignos e inmovilización,"Déficit de proteína C, S y antitrombina",Síndrome de anticuerpos antifosfolipídicos,B
En anestesia general y/o hipnosis profunda. ¿Cuáles son los márgenes en el índice de Narcotrend E1?,13-19,20-26,37-46,47-56,B
